row_id,Facility Name,Address1,Address2,City,Zip,State,Country,Contact Phone,Facility Type,License #,License exp.,Administrator,Space
USA-NJ-44-NJ-HealthFacilities-output-123,Brightview Warren,57 Mt Bethel Road,,Warren,07059,NJ,US,(908) 756-3790,Assisted Living Residence,18A007,09/30/2018,Ms. SUSAN BRUNCATI,120
USA-NJ-44-NJ-HealthFacilities-output-124,Care One At Somerset Valley Assisted Living,1621 Route 22 West,,Bound Brook,08805,NJ,US,(732) 469-2000,Assisted Living Residence,18A105,11/30/2017,Mr. KEVIN SEIDEL,72
USA-NJ-44-NJ-HealthFacilities-output-125,"Evermay At Branchville, Llc",3 Phillips Road,,Branchville,07826,NJ,US,(973) 948-8884,Assisted Living Residence,19a001,06/30/2018,Ms. DESARAE TRAMONTOZZI,71
USA-NJ-44-NJ-HealthFacilities-output-126,Brandall Estates,432 Central Avenue,,Linwood,08221,NJ,US,(609) 926-4663,Assisted Living Residence,01A000,12/31/2017,Ms. SHERRY SULLIVAN,100
USA-NJ-44-NJ-HealthFacilities-output-127,Woodview Estates,5030 Unami Boulevard,,Mays Landing,08330,NJ,US,(609) 625-4878,Assisted Living Residence,01a001,03/31/2018,Ms. VICTORIA PIERRO,78
USA-NJ-44-NJ-HealthFacilities-output-128,Somers Place,199 Steelmanville Road,,Egg Harbor Township,08234,NJ,US,(609) 926-5891,Assisted Living Residence,01A002,03/31/2018,Ms. KARINE MENDEZ,47
USA-NJ-44-NJ-HealthFacilities-output-129,Spring Village At Galloway,42 West Jimmie Leeds,,Galloway Township,08205,NJ,US,(609) 404-1126,Assisted Living Residence,01a003,01/31/2018,Ms. XIOMARA JOHNSON,52
USA-NJ-44-NJ-HealthFacilities-output-130,Spring Village At Galloway,46 West Jimmie Leeds Road,,Galloway Township,08205,NJ,US,(609) 404-1099,Assisted Living Residence,01a004,01/31/2018,Ms. DONNA LAROTONDA,78
USA-NJ-44-NJ-HealthFacilities-output-131,Villa Raffaella Assisted Living Community,917 S Main Street,,Pleasantville,08232,NJ,US,(609) 645-9300,Assisted Living Residence,01a005,07/31/2017,Sr. THERESINA THADATHIL,60
USA-NJ-44-NJ-HealthFacilities-output-132,The Heritage Assisted Living,45 Route 206,,Hammonton,08037,NJ,US,(609) 561-8977,Assisted Living Residence,1a006,02/28/2018,Mr. EDWARD ZIRBSER III,107
USA-NJ-44-NJ-HealthFacilities-output-133,St. Catherine Of Siena,7 Ryerson Avenue,,Caldwell,07006,NJ,US,(973) 226-1577,Long Term Care Facility,1B4IGL,08/31/2018,Ms. DEIRDRE RADTKE,30
USA-NJ-44-NJ-HealthFacilities-output-134,The Wexford At Wall Township,2018 Highway 35,,Spring Lake,07762,NJ,US,(732) 282-1014,Assisted Living Residence,1EGWIO,09/30/2017,Ms. NANCY RENEHAN,114
USA-NJ-44-NJ-HealthFacilities-output-135,Continuing Care At Lantern Hill,537 Mountain Avenue,,New Providence,07974,NJ,US,(908) 516-9300,Long Term Care Facility,20016,06/30/2018,Mr. JERRY MCDONALD,40
USA-NJ-44-NJ-HealthFacilities-output-136,Brookdale Cape May,591 Route 9 South,,Cape May Court House,08210,NJ,US,(609) 463-6344,Assisted Living Residence,20A001,07/31/2018,Mr. DREW ROBINSON,146
USA-NJ-44-NJ-HealthFacilities-output-137,United Methodist Communities At The Shores,2201 Bay Avenue,,Ocean City,08226,NJ,US,(609) 399-8505,Assisted Living Residence,20A002,05/31/2018,Ms. JENNIFER COURLAS,255
USA-NJ-44-NJ-HealthFacilities-output-138,Care Strategies,201 Crosswicks Street,,Bordentown,08505,NJ,US,(609) 656-4205,Assisted Living Program,20A004,07/31/2018,Mr. DAVID MULRYNE,
USA-NJ-44-NJ-HealthFacilities-output-139,Continuing Care At Lantern Hill,537 Mountain Avenue,,New Providence,07974,NJ,US,(908) 516-9300,Assisted Living Residence,20A105,04/30/2018,Mr. JERRY MCDONALD,45
USA-NJ-44-NJ-HealthFacilities-output-140,Wildwood Housing Authority,3700 New Jersey Ave,,Wildwood,08260,NJ,US,(609) 729-0220,Assisted Living Program,20A101,08/31/2018,Ms. CYNTHIA NUMBERS,
USA-NJ-44-NJ-HealthFacilities-output-141,St. Lawrence Rehabilitation Center,2381 Lawrenceville Road,,Lawrenceville,08648,NJ,US,(609) 896-9500,Long Term Care Facility,21126L,09/30/2018,Ms. DARLENE HANLEY,56
USA-NJ-44-NJ-HealthFacilities-output-142,The Chelsea At Brookfield,1 Brookfield Court,,Belvidere,07823,NJ,US,(908) 475-5556,Assisted Living Residence,21A001,05/31/2018,Ms. JAN MAUREEN HOPKINS,115
USA-NJ-44-NJ-HealthFacilities-output-143,Runnells Center For Rehabilitation & Healthcare,40 Watchung Way,,Berkeley Heights,07922,NJ,US,(908) 771-5700,Long Term Care Facility,22001L,11/30/2017,Mr. JOSHUA BAMBERGER,300
USA-NJ-44-NJ-HealthFacilities-output-144,Children's Specialized Hospital,94 Stevens Road,,Toms River,08755,NJ,US,(732) 797-3800,Long Term Care Facility,22248L,05/31/2018,Ms. JUDY POTTER,26
USA-NJ-44-NJ-HealthFacilities-output-145,Children's Specialized Hospital,150 New Providence Road,,Mountainside,07092,NJ,US,(908) 233-3720,Long Term Care Facility,22249L,05/31/2018,Ms. JUDY POTTER,46
USA-NJ-44-NJ-HealthFacilities-output-146,Baker Place,685 S. Brewster Road,,Vineland,08360,NJ,US,(856) 691-9111,Assisted Living Residence,25A000,03/31/2018,Mr. JOSEPH DASILVA,47
USA-NJ-44-NJ-HealthFacilities-output-147,Spring Oak Assisted Living At Vineland,1611 South Main Road,,Vineland,08360,NJ,US,(856) 507-1505,Assisted Living Residence,25a002,09/30/2018,Ms. DAWN WATKINS,115
USA-NJ-44-NJ-HealthFacilities-output-148,Armenian Nursing And Rehabilitation Center,70 Main Street,,Emerson,07630,NJ,US,(201) 261-6662,Long Term Care Facility,030202,07/31/2018,Mr. MATTHEW RUSSO,86
USA-NJ-44-NJ-HealthFacilities-output-149,Baptist Home Of South Jersey,303 Bank Ave,,Riverton,08077,NJ,US,(856) 829-2274,Long Term Care Facility,030301,02/28/2018,Ms. CHERYL CARNES,60
USA-NJ-44-NJ-HealthFacilities-output-150,The Evergreens,309 Bridgeboro Road,,Moorestown,08057,NJ,US,(856) 439-2000,Long Term Care Facility,030303,01/31/2018,Ms. DAKIA MCMILLIAN,34
USA-NJ-44-NJ-HealthFacilities-output-151,Lutheran Crossings Enhanced Living At Moorestown,255 East Main St,,Moorestown,08057,NJ,US,(856) 235-1214,Long Term Care Facility,030305,07/31/2018,Mr. CARL TARBELL,201
USA-NJ-44-NJ-HealthFacilities-output-152,Masonic Village At Burlington,902 Jacksonville Road,,Burlington,08016,NJ,US,(609) 239-3900,Long Term Care Facility,030306,10/31/2017,Ms. CINDY SHEMANSKY,264
USA-NJ-44-NJ-HealthFacilities-output-153,Wiley Mission Home For The Aged,99 East Main Street,,Marlton,08053,NJ,US,(856) 983-0411,Long Term Care Facility,030307,07/31/2018,Mr. GARY GILMORE,67
USA-NJ-44-NJ-HealthFacilities-output-154,United Methodist Communities At Collingswood,460 Haddon Ave,,Collingswood,08108,NJ,US,(856) 854-4331,Long Term Care Facility,030401,03/31/2018,Ms. LISA REIFENRATH,60
USA-NJ-44-NJ-HealthFacilities-output-155,St. Mary's Center For Rehabilitation & Healthcare,210 St Mary's Drive,,Cherry Hill,08003,NJ,US,(856) 874-5300,Long Term Care Facility,30402,11/30/2017,Ms. MAUREEN KOGELMAN,215
USA-NJ-44-NJ-HealthFacilities-output-156,United Methodist Communities At The Shores,2201 Bay Avenue,,Ocean City,08226,NJ,US,(609) 399-8505,Long Term Care Facility,030501,05/31/2018,Ms. JENNIFER COURLAS,60
USA-NJ-44-NJ-HealthFacilities-output-157,Alaris Health At West Orange,5 Brook End Drive,,West Orange,07052,NJ,US,(973) 324-3000,Long Term Care Facility,306001,05/31/2018,Ms. DEBORAH HALL,120
USA-NJ-44-NJ-HealthFacilities-output-158,Hackensack-Umc Mountainside,One Bay Ave,,Montclair,07042,NJ,US,(973) 429-6949,Long Term Care Facility,306100,06/30/2018,Mr. ROBERT CONSTANTIN,
USA-NJ-44-NJ-HealthFacilities-output-159,Lutheran Social Ministries At Crane's Mill,459 Passaic Avenue,,West Caldwell,07006,NJ,US,(973) 276-3018,Long Term Care Facility,306300,01/31/2018,Mr. CHAD MURIN,66
USA-NJ-44-NJ-HealthFacilities-output-160,Care One At Livingston,68 Passaic Avenue,,Livingston,07039,NJ,US,(973) 758-9000,Long Term Care Facility,306301,09/30/2018,Ms. LEPTY DWYER,76
USA-NJ-44-NJ-HealthFacilities-output-161,Job Haines Home For Aged People,250 Bloomfield Ave,,Bloomfield,07003,NJ,US,(973) 743-0792,Long Term Care Facility,030706,09/30/2018,Mr. DAVID REPOLI,40
USA-NJ-44-NJ-HealthFacilities-output-162,Green Hill,103 Pleasant Valley Way,,West Orange,07052,NJ,US,(973) 731-2300,Long Term Care Facility,30707,04/30/2018,Ms. DONNA LAZARTIC,77
USA-NJ-44-NJ-HealthFacilities-output-163,Reformed Church Home,1990 Route 18 North,,Old Bridge,08857,NJ,US,(732) 607-9230,Long Term Care Facility,030709,07/31/2018,Ms. KATHERINE SHEPARD,108
USA-NJ-44-NJ-HealthFacilities-output-164,United Methodist Communities At Pitman,535 N Oak Ave,,Pitman,08071,NJ,US,(856) 589-7800,Long Term Care Facility,030801,08/31/2018,Mr. JAMES SCALESE,72
USA-NJ-44-NJ-HealthFacilities-output-165,"Hudson Hills Senior Living, Llc",3161 Kennedy Blvd,,North Bergen,07047,NJ,US,(201) 867-3585,Long Term Care Facility,030901,05/31/2018,Ms. STACEY WILBUR,60
USA-NJ-44-NJ-HealthFacilities-output-166,St. Ann's Home For The Aged,198 Old Bergen Road,,Jersey City,07305,NJ,US,(201) 433-0950,Long Term Care Facility,030904,08/31/2018,Ms. JANET MERLY-LIRANZO,120
USA-NJ-44-NJ-HealthFacilities-output-167,Margaret Anna Cusack Care Center,537 Pavonia Avenue,,Jersey City,07306,NJ,US,(201) 653-8300,Long Term Care Facility,030905,06/30/2018,Mr. THOMAS SHEEHY JR.,139
USA-NJ-44-NJ-HealthFacilities-output-168,Winchester Gardens,333 Elmwood Avenue,,Maplewood,07040,NJ,US,(973) 762-5050,Assisted Living Residence,30a000,07/31/2018,Ms. PAM KACZOR,109
USA-NJ-44-NJ-HealthFacilities-output-169,Brookdale West Orange,520 Prospect Avenue,,West Orange,07052,NJ,US,(973) 325-5700,Assisted Living Residence,30A001,07/31/2018,Mr. JOSHUA RIVERA,116
USA-NJ-44-NJ-HealthFacilities-output-170,Arden Courts Of West Orange,510 Prospect Avenue,,West Orange,07052,NJ,US,(973) 736-3100,Assisted Living Residence,30a002,12/31/2017,Mr. WILLIAM MILIANES,56
USA-NJ-44-NJ-HealthFacilities-output-171,Sunrise Assisted Living At West Essex,47 Greenbrook Road,,Fairfield,07004,NJ,US,(973) 228-7890,Assisted Living Residence,30a003,12/31/2017,Ms. WENDY MCGUIRE,98
USA-NJ-44-NJ-HealthFacilities-output-172,Brighton Gardens Of West Orange,220 Pleasant Valley Way,,West Orange,07052,NJ,US,(973) 731-9840,Assisted Living Residence,30A004,08/31/2018,Ms. KIRSTIN WALSH,132
USA-NJ-44-NJ-HealthFacilities-output-173,Lutheran Social Ministries At Crane's Mill,459 Passaic Avenue,,West Caldwell,07006,NJ,US,(973) 276-3018,Assisted Living Residence,30a005,01/31/2018,Mr. CHAD MURIN,66
USA-NJ-44-NJ-HealthFacilities-output-174,Job Haines Home For Aged People/hearthside Commons,250 Bloomfield Avenue,,Bloomfield,07003,NJ,US,(973) 743-0792,Assisted Living Residence,30a006,09/30/2018,Mr. DAVID REPOLI,67
USA-NJ-44-NJ-HealthFacilities-output-175,The Cliffs At Eagle Rock,707 Eagle Rock Avenue,,West Orange,07052,NJ,US,(973) 669-0011,Assisted Living Residence,30A008,04/30/2018,Ms. LENI DE GUZMAN,85
USA-NJ-44-NJ-HealthFacilities-output-176,Care One At Livingston Assisted Living,76 Passaic Avenue,,Livingston,07039,NJ,US,(973) 758-4100,Assisted Living Residence,30A009,09/30/2017,Ms. LORI MALONEY,93
USA-NJ-44-NJ-HealthFacilities-output-177,Greenwood House Home For The Jewish Aged,53 Walter Street,,Trenton,08628,NJ,US,(609) 883-5391,Long Term Care Facility,031101,07/31/2017,Mr. RICHARD GOLDSTEIN,137
USA-NJ-44-NJ-HealthFacilities-output-178,Presbyterian Home At Meadow Lakes,300 Meadow Lakes,,Hightstown,08520,NJ,US,(609) 448-4100,Long Term Care Facility,031102,10/31/2017,Ms. KAREN CORNEAL,60
USA-NJ-44-NJ-HealthFacilities-output-179,Morris Hall/st. Joseph's Nursing Center,1 Bishops Drive,,Lawrenceville,08648,NJ,US,(609) 896-0006,Long Term Care Facility,031103,12/31/2017,Ms. ELLEN SCANO PETROSKI,180
USA-NJ-44-NJ-HealthFacilities-output-180,The Atrium At Navesink Harbor,40 Riverside Avenue,,Red Bank,07701,NJ,US,(732) 842-3400,Long Term Care Facility,031304,07/31/2018,Mr. MICHAEL GENTILE,43
USA-NJ-44-NJ-HealthFacilities-output-181,Heath Village,430 Schooley's Mountain Rd,,Hackettstown,07840,NJ,US,(908) 852-4801,Long Term Care Facility,031402,08/31/2018,Ms. MARY ELLEN BOVE,99
USA-NJ-44-NJ-HealthFacilities-output-182,Daughters Of Miriam Center,155 Hazel Street,,Clifton,07011,NJ,US,(973) 772-3700,Long Term Care Facility,031601,07/31/2018,Mr. FRED FEINSTEIN,210
USA-NJ-44-NJ-HealthFacilities-output-183,Holland Christian Home,151 Graham Avenue,,North Haledon,07508,NJ,US,(973) 427-4087,Long Term Care Facility,031602,10/31/2017,Ms. NANCY ULANDAY,52
USA-NJ-44-NJ-HealthFacilities-output-184,St. Joseph's Home For Elderly,140 Shepherd Lane,,Totowa,07512,NJ,US,(973) 942-0300,Long Term Care Facility,031605,04/30/2018,Sr.. VERONICA COYLE,41
USA-NJ-44-NJ-HealthFacilities-output-185,"N. J.  Eastern Star Home, Inc.",111 Finderne Avenue,,Bridgewater,08807,NJ,US,(908) 722-4140,Long Term Care Facility,031804,08/31/2018,Ms. DIANE BALDWIN,82
USA-NJ-44-NJ-HealthFacilities-output-186,Elmora Hills Health & Rehabilitation Center,225 W Jersey Street,,Elizabeth,07202,NJ,US,(908) 353-1220,Long Term Care Facility,32003,09/30/2017,Mr. JOSEPH BRAUN,200
USA-NJ-44-NJ-HealthFacilities-output-187,House Of The Good Shepherd,798 Willow Grove Street,,Hackettstown,07840,NJ,US,(908) 684-5900,Long Term Care Facility,032101,11/30/2017,Ms. DEBORAH BEARDS,62
USA-NJ-44-NJ-HealthFacilities-output-188,Brookdale Deptford,1674 Delsea Drive,,Deptford,08096,NJ,US,(856) 686-9500,Assisted Living Residence,35a000,11/30/2017,Ms. RUTH ANN KOZLEK,52
USA-NJ-44-NJ-HealthFacilities-output-189,Cardinal Village,455 Hurffville-Crosskeys Road,,Sewell,08080,NJ,US,(856) 582-5292,Assisted Living Residence,35A001,10/31/2017,Ms. SUSAN WIEST,115
USA-NJ-44-NJ-HealthFacilities-output-190,Washington Township Senior Living,600 Medical Center Drive,,Sewell,08080,NJ,US,(856) 582-8700,Assisted Living Residence,35A002,06/30/2018,Mr. GEORGE FAUST,103
USA-NJ-44-NJ-HealthFacilities-output-191,Terraces At Parke Place,661 Delsea Drive,,Sewell,08080,NJ,US,(856) 256-1776,Assisted Living Residence,35a003,06/30/2018,Ms. LORI UDELL,76
USA-NJ-44-NJ-HealthFacilities-output-192,"Juniper Village At Williamstown, Wellspring Memory Care Program",1648 S. Black Horse Pike,,Williamstown,08094,NJ,US,(856) 740-9400,Assisted Living Residence,35A004,02/28/2018,Ms. MARY JANE EICKE,36
USA-NJ-44-NJ-HealthFacilities-output-193,Juniper Village At Williamstown,1640 S. Black Horse Pike,,Williamstown,08094,NJ,US,(856) 740-9400,Assisted Living Residence,35A005,02/28/2018,Ms. MARY JANE EICKE,51
USA-NJ-44-NJ-HealthFacilities-output-194,Woodbury Mews Senior Living,124 Green Avenue,,Woodbury,08096,NJ,US,(856) 384-6600,Assisted Living Residence,35a010,08/31/2018,Mr. MICHAEL LANDO,118
USA-NJ-44-NJ-HealthFacilities-output-195,Greenfield Senior Living At Cross Keys,3152 Glassboro Cross Keys Road,,Glassboro,08028,NJ,US,(856) 307-2100,Assisted Living Residence,35A3302,03/31/2018,Ms. DENISE FASANO,79
USA-NJ-44-NJ-HealthFacilities-output-196,Manhattanview Nursing Home,3200 Hudson Avenue,,Union City,07087,NJ,US,(201) 325-8400,Long Term Care Facility,406001,12/31/2017,Ms. MARGOT DOMINGO,127
USA-NJ-44-NJ-HealthFacilities-output-197,Bayonne Hospital Center Transitional Care Unit,29 East 29th Street,,Bayonne,07002,NJ,US,(201) 858-7330,Long Term Care Facility,406100,01/31/2018,Mr. ROBERT MEYERS,
USA-NJ-44-NJ-HealthFacilities-output-198,Independence Manor At Hunterdon,188 State Highway 31,,Flemington,08822,NJ,US,(908) 788-4893,Assisted Living Residence,45a000,05/31/2018,Ms. ANGELICA GUYDISH,106
USA-NJ-44-NJ-HealthFacilities-output-199,Royal Health Gate Nursing & Rehabilitation,1314 Brunswick Avenue,,Trenton,08638,NJ,US,(609) 656-9291,Long Term Care Facility,476002,12/31/2017,Mr. ELIEZER FINKELSTEIN,149
USA-NJ-44-NJ-HealthFacilities-output-200,Preferred Care At Mercer,1201 Parkway Avenue,,Ewing,08628,NJ,US,(609) 882-6900,Long Term Care Facility,476003,06/30/2018,Mr. ISAAC SHAPIRO,100
USA-NJ-44-NJ-HealthFacilities-output-201,Brookdale Hamilton,1645 Whitehorse-Mercerville Road,,Trenton,08619,NJ,US,(609) 586-4000,Assisted Living Residence,47a000,11/30/2017,Ms. JENNIFER GARCIA,50
USA-NJ-44-NJ-HealthFacilities-output-202,Presbyterian Home At Meadow Lakes,300 Meadow Lakes,,East Windsor,08520,NJ,US,(609) 448-4100,Assisted Living Residence,47a001,10/31/2017,Ms. KAREN CORNEAL,44
USA-NJ-44-NJ-HealthFacilities-output-203,Rose Hill Assisted Living,1150 Washington Blvd,,Robbinsville,08691,NJ,US,(609) 371-7007,Assisted Living Residence,47a002,07/31/2018,Ms. GEORGEANN POLITO,76
USA-NJ-44-NJ-HealthFacilities-output-204,Acorn Glen,775 Mt. Lucas Road,,Princeton,08540,NJ,US,(609) 430-4000,Assisted Living Residence,47a003,09/30/2018,Ms. FERN SPADAFINO,120
USA-NJ-44-NJ-HealthFacilities-output-205,Abrams Residence,50 Walter Street,,Ewing,08628,NJ,US,(609) 883-5391,Assisted Living Residence,47A102,07/31/2018,Mr. DAVID KATZ,29
USA-NJ-44-NJ-HealthFacilities-output-206,New Jersey Veterans Memorial Vineland,524 North West Blvd,,Vineland,08360,NJ,US,(856) 405-4207,Long Term Care Facility,050625,01/31/2018,Ms. ALLYSON BAILEY,300
USA-NJ-44-NJ-HealthFacilities-output-207,The Chelsea At East Brunswick,606 Cranbury Road,,East Brunswick,08816,NJ,US,(732) 651-6100,Assisted Living Residence,50A000,08/31/2018,Ms. CYNTHIA ROZENBERG,102
USA-NJ-44-NJ-HealthFacilities-output-208,Brighton Gardens Of Edison,1801 Oak Tree Road,,Edison,08820,NJ,US,(732) 767-1031,Assisted Living Residence,50A001,12/31/2017,Ms. TRACEY BORGES,118
USA-NJ-44-NJ-HealthFacilities-output-209,Reformed Church Home,1990 Route 18 North,,Old Bridge,08857,NJ,US,(732) 607-9230,Assisted Living Residence,50a002,07/31/2018,Ms. KATHERINE SHEPARD,54
USA-NJ-44-NJ-HealthFacilities-output-210,Brookdale Monroe,380 Forsgate Drive,,Monroe Township,08831,NJ,US,(609) 409-7525,Assisted Living Residence,50a003,07/31/2018,Ms. SHAIN LEVY,116
USA-NJ-44-NJ-HealthFacilities-output-211,Sunrise Assisted Living Of East Brunswick,190 Summerhill Road,,East Brunswick,08816,NJ,US,(732) 613-1355,Assisted Living Residence,50a004,04/30/2018,Ms. ALISA WYNN,108
USA-NJ-44-NJ-HealthFacilities-output-212,Heritage At Clara Barton,1015 Amboy Avenue,,Edison,08837,NJ,US,(732) 225-5990,Assisted Living Residence,50a005,09/30/2017,Mr. JOHN BUCCI,98
USA-NJ-44-NJ-HealthFacilities-output-213,Whispering Knoll Assisted Living,62 James Street,,Edison,08820,NJ,US,(732) 744-5541,Assisted Living Residence,50A006,03/31/2018,Ms. AMY STARK,126
USA-NJ-44-NJ-HealthFacilities-output-214,Heritage At Clara Barton,1015 Amboy Avenue,,Edison,08837,NJ,US,(732) 225-5990,Assisted Living Program,50A110,12/31/2017,Mr. JOHN BUCCI,
USA-NJ-44-NJ-HealthFacilities-output-215,Monroe Village Assisted Living,One David Brainerd Drive,,Monroe Township,08831,NJ,US,(732) 521-6400,Assisted Living Residence,50A8312,06/30/2018,Ms. TINA HANOMAN,42
USA-NJ-44-NJ-HealthFacilities-output-216,New Jersey Veterans Memorial Home Menlo Park,132 Evergreen Rd,,Edison,08818,NJ,US,(732) 452-4100,Long Term Care Facility,051225,01/31/2018,Mr. JOSEPH BRANDSPIEGEL,328
USA-NJ-44-NJ-HealthFacilities-output-217,Roosevelt Care Center,118 Parsonage Road,,Edison,08837,NJ,US,(732) 321-6800,Long Term Care Facility,021203,06/30/2018,Mr. FRANK DAMIANI,362
USA-NJ-44-NJ-HealthFacilities-output-218,Atrium Post Acute Care Of  Matawan,38 Freneau Avenue,,Matawan,07747,NJ,US,(732) 765-5600,Long Term Care Facility,556200,02/28/2018,Ms. HEATHER STOCKMAN,22
USA-NJ-44-NJ-HealthFacilities-output-219,Care One At Wall,2621 Highway 138,,Wall,07719,NJ,US,(732) 556-1060,Long Term Care Facility,556213,08/31/2018,Ms. TOYA CASPER,138
USA-NJ-44-NJ-HealthFacilities-output-220,The Chelsea At Tinton Falls,One Hartford Drive,,Tinton Falls,07701,NJ,US,(732) 933-4700,Assisted Living Residence,55A000,08/31/2018,Ms. ASHLEY SCALZO,70
USA-NJ-44-NJ-HealthFacilities-output-221,Brighton Gardens Of Middletown,620 State Highway 35 South,,Middletown,07748,NJ,US,(732) 275-0790,Assisted Living Residence,55A001,08/31/2018,Mr. KENNETH SEAMAN,132
USA-NJ-44-NJ-HealthFacilities-output-222,Brandywine Assisted Living At Governor's Crossing,49 Lasatta Avenue,,Englishtown,07726,NJ,US,(732) 786-1000,Assisted Living Residence,55A002,12/31/2017,Mr. CHARLES PLACEK,110
USA-NJ-44-NJ-HealthFacilities-output-223,The Willows At Holmdel,713 N Beers Street,,Holmdel,07733,NJ,US,(732) 335-4405,Assisted Living Residence,55a003,03/31/2018,Ms. NICOLE SERLUCO,121
USA-NJ-44-NJ-HealthFacilities-output-224,Monmouth Crossing,560 Iron Bridge Road,,Freehold,07728,NJ,US,(732) 303-8600,Assisted Living Residence,55a005,02/28/2018,Ms. HELEYNE GLADSTEIN,94
USA-NJ-44-NJ-HealthFacilities-output-225,Atrium Senior Living Of Matawan,40 Freneau Avenue,,Matawan,07747,NJ,US,(732) 566-0800,Assisted Living Residence,55a006,02/28/2018,,70
USA-NJ-44-NJ-HealthFacilities-output-226,Brandywine Assisted Living At The Sycamore,5 Meridian Way,,Shrewsbury,07702,NJ,US,(732) 212-2600,Assisted Living Residence,55A007,12/31/2017,Ms. ELIZABETH IRRIZARRY,130
USA-NJ-44-NJ-HealthFacilities-output-227,Sunrise Assisted Living Of Wall,2600 Allaire Road,,Wall,07719,NJ,US,(732) 282-1700,Assisted Living Residence,55A008,04/30/2018,Ms. SUSAN FOLEY,90
USA-NJ-44-NJ-HealthFacilities-output-228,The Brookside,93 Manalapan Avenue,,Freehold,07728,NJ,US,(732) 303-8800,Assisted Living Residence,55A009,10/31/2017,Ms. JULIA FRASER,199
USA-NJ-44-NJ-HealthFacilities-output-229,Brandywine Senior Living At Wall,2021 Highway 35,,Wall,07719,NJ,US,(732) 282-1910,Assisted Living Residence,55A112,10/31/2017,Mr. KEITH HARPER,103
USA-NJ-44-NJ-HealthFacilities-output-230,Care One At The Cupola,W 100 Ridgewood Avenue,,Paramus,07652,NJ,US,(201) 444-8200,Assisted Living Residence,5a000,06/30/2018,Ms. LISA RHOADS,169
USA-NJ-44-NJ-HealthFacilities-output-231,Atrium Senior Living Of Park Ridge,124 Noyes Drive,,Park Ridge,07656,NJ,US,(201) 782-0440,Assisted Living Residence,05A001,02/28/2018,Ms. TSLIKA BROOKS,155
USA-NJ-44-NJ-HealthFacilities-output-232,Brighton Gardens Of Saddle River,5 Boroline Road,,Saddle River,07458,NJ,US,(201) 818-8680,Assisted Living Residence,05A002,03/31/2018,Mr. PETER GUNDERSON,132
USA-NJ-44-NJ-HealthFacilities-output-233,Sunrise Assisted Living Of Paramus,567 Paramus Road,,Paramus,07652,NJ,US,(201) 493-9889,Assisted Living Residence,05a003,12/31/2017,Ms. MARGARET QUINN,98
USA-NJ-44-NJ-HealthFacilities-output-234,Brookdale Emerson,590 Old Hook Road,,Emerson,07630,NJ,US,(201) 986-9009,Assisted Living Residence,05A004,07/31/2018,Ms. KRISTIN MORAN,105
USA-NJ-44-NJ-HealthFacilities-output-235,Christian Health Care Center,301 Sicomac Avenue,,Wyckoff,07481,NJ,US,(201) 848-4300,Assisted Living Residence,5a005,11/30/2017,Ms. PAMELA ROONEY,95
USA-NJ-44-NJ-HealthFacilities-output-236,Brookdale Paramus,186 Paramus Road,,Paramus,07652,NJ,US,(201) 251-9600,Assisted Living Residence,05A006,08/31/2018,Mr. RICHARD CUPELLI,140
USA-NJ-44-NJ-HealthFacilities-output-237,Sunrise Of Woodcliff Lake,430 Chestnut Ridge Road,,Woodcliff Lake,07675,NJ,US,(201) 782-1888,Assisted Living Residence,05a007,04/30/2018,Ms. GRACE COSGROVE,116
USA-NJ-44-NJ-HealthFacilities-output-238,Sunrise Of Edgewater,351 River Road,,Edgewater,07020,NJ,US,(201) 941-6111,Assisted Living Residence,05a008,12/31/2017,Ms. LAURIE KLEID,87
USA-NJ-44-NJ-HealthFacilities-output-239,The Health Center At Galloway,66 West Jimmie Leeds Road,,Galloway Township,08205,NJ,US,(609) 748-9100,Long Term Care Facility,060102,05/31/2018,Mr. MAYER WERZBERGER,120
USA-NJ-44-NJ-HealthFacilities-output-240,Eastern Pines Convalescent Center,29 North Vermont Ave,,Atlantic City,08401,NJ,US,(609) 344-8911,Long Term Care Facility,060103,06/30/2018,Mr. ELI SEEVE,10
USA-NJ-44-NJ-HealthFacilities-output-241,Linwood Care Center,201 New Road And Central Ave,,Linwood,08221,NJ,US,(609) 927-6131,Long Term Care Facility,060104,11/30/2017,Ms. DIANE DELANEY,16
USA-NJ-44-NJ-HealthFacilities-output-242,Our Lady's Center For Rehabilitation & Healthcare,1100 Clematis Ave,,Pleasantville,08232,NJ,US,(609) 646-2450,Long Term Care Facility,060106,11/30/2017,Mr. MOSHE ROSENBLATT,214
USA-NJ-44-NJ-HealthFacilities-output-243,Hammonton Center For Rehabilitation And Healthcare,43 N White Horse Pike,,Hammonton,08037,NJ,US,(609) 567-3100,Long Term Care Facility,060113,02/28/2018,Mr. TZVI ALTER,240
USA-NJ-44-NJ-HealthFacilities-output-244,Mainland Manor Nursing & Rehabilitation Center,930 Church Street,,Pleasantville,08232,NJ,US,(609) 646-6900,Long Term Care Facility,060114,10/31/2017,,140
USA-NJ-44-NJ-HealthFacilities-output-245,Absecon Manor Nursing & Rehabilitation Center,1020 Pitney Road,,Absecon,08201,NJ,US,(609) 646-5400,Long Term Care Facility,060115,05/31/2018,Ms. KIMBERLY FRAZEE,32
