row_id,name,street_address,po_box,city,state,postal_code,county,Fac ID,Medicare #,Medicaid #,contact,phone,type,number_of_beds,ESRD Stations,Hospital Authorized Bed Capacity,Class 1,Class 1 Beds/Stations,Class 2,Class 2 Beds/Stations,Class 3,Class 3 Beds/Stations,Class 4,Class 4 Beds/Stations,Class 5,Class 5 Beds/Stations,license_type,License Status,Deemed Status
USA-AL-66-All-66-AssistedLiving-95,JK@ Arrowhead Inc.,9081 Atlanta Hwy.,,Montgomery,AL,36117,Montgomery,D5141,,,Mark H. Pate,(334) 409-2828,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-96,Keestone of Florence,201 North Cedar Street,,Florence,AL,35630,Lauderdale,D3904,,,Jodi Gilreath,(256) 767-7676,Assisted Living Facility,43,,,Congregate Assisted Living Facility,43,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-97,Kemp Meadows Assisted Living Center,652 Tahoe Road,,Winfield,AL,35594,Marion,D4704,,,Stacie Webster,(205) 487-7575,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-98,Kirkwood by the River,3605 Ratliff Road,,Birmingham,AL,35210,Jefferson,D3704,,,Jeffery Burchfield,(205) 956-2184,Assisted Living Facility,60,,,Congregate Assisted Living Facility,60,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-99,Knollwood Pointe,5601 Girby Road,,Mobile,AL,36693,Mobile,D4943,,,Debbie Nicoll,(251) 666-1005,Assisted Living Facility,54,,,Congregate Assisted Living Facility,54,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-100,Lake Haven Assisted Living Facility,370 Roy Beall Drive,,Luverne,AL,36049,Crenshaw,D2101,,,Sandra Walker,(334) 335-4662,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Partnership,Regular,
USA-AL-66-All-66-AssistedLiving-101,"Lakewood Senior Living of Jasper I, LLC",811 20th Avenue East,,Jasper,AL,35501,Walker,D6408,,,Andrea Phillips,(205) 221-5579,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-102,"Lakewood Senior Living of Jasper II, LLC",2004 Viking Drive,,Jasper,AL,35501,Walker,D6409,,,Andrea Phillips,(205) 221-1650,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-103,"Lakewood Senior Living of Smith, LLC",3020 Lee Road 430,,Smiths,AL,36877,Lee,D4104,,,Gary Freeman,(334) 298-9002,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-104,"Lakewood Senior Living of Valley II, LLC",7200 Fairfax Bypass,,Valley,AL,36854,Chambers,D0904,,,Gary Freeman,(334) 756-8077,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-105,Legacy Village of Jacksonville,1116 James Hopkins Road,,Jacksonville,AL,36265,Calhoun,D0805,,,Nicole Smith,(256) 782-0960,Assisted Living Facility,50,,,Congregate Assisted Living Facility,50,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-106,Limestone Lodge II,1528 West Hobbs Street,,Athens,AL,35611,Limestone,D4208,,,Jennifer Walker,(256) 232-1213,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-107,Limestone Manor,600 Highway 31 North,,Athens,AL,35611,Limestone,D4203,,,Lindsey Hughes,(256) 232-3900,Assisted Living Facility,24,,,Congregate Assisted Living Facility,24,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-108,Little Sisters of the Poor Sacred Heart Residence,1655 McGill Avenue,,Mobile,AL,36604-1299,Mobile,D4903,,,Sr. Judith Meredith,(251) 476-6335,Assisted Living Facility,11,,,Group Assisted Living Facility,11,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-109,"Liveoak Village, LLC",2300 North Cedar Street,,Foley,AL,36535,Baldwin,D0208,,,Tammy Robinson,(251) 943-6733,Assisted Living Facility,81,,,Congregate Assisted Living Facility,81,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-110,"Madison Village, LLC, The",6016 Wall Triana Hwy,,Madison,AL,35758,Madison,D4518,,,Jill Benefield,(256) 830-2400,Assisted Living Facility,60,,,Congregate Assisted Living Facility,60,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-111,Magnolia House,100 Fourth Avenue West,,Oneonta,AL,35121,Blount,D0508,,,Casey White,(205) 625-5550,Assisted Living Facility,40,,,Congregate Assisted Living Facility,40,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-112,Maplewood Lane Assisted Living,223 Tucker Road,,Helena,AL,35080,Shelby,D5903,,,Shay McNeal,(205) 620-2905,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-113,Martinview Assisted Living-West,2015 32nd Street,,Northport,AL,35476,Tuscaloosa,D6310,,,Vicki Murphy,(205) 333-0085,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-114,McClellan Assisted Living Community,41 BG DH Stem Avenue,,Anniston,AL,36205,Calhoun,D0812,,,Amy Lamberty,(256) 403-6808,Assisted Living Facility,60,,,Congregate Assisted Living Facility,60,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-115,Meadowood Retirement Village,509 Pineview Avenue,,Glencoe,AL,35905,Etowah,D2801,,,Mathew Leland,(256) 492-0935,Assisted Living Facility,110,,,Congregate Assisted Living Facility,110,,0,,0,,0,,0,Limited Liability Company,Probational,
USA-AL-66-All-66-AssistedLiving-116,"Meadows of Alex City, The",2712 Washington Street,,Alexander City,AL,35010,Tallapoosa,D6202,,,Christine Bradford,(256) 234-0800,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-117,"Meadows of Brewton, The",205 Pineview Street,,Brewton,AL,36426,Escambia,D2702,,,Lynda Leigh Stringfellow,(251) 809-0227,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-118,"Meadows of Jackson, The",517 Commerce Street,,Jackson,AL,36545,Clarke,D1302,,,Beth Criswell,(251) 246-1915,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-119,"Meadows of Jacksonville, The","655 Gardner Drive, Southeast",,Jacksonville,AL,36265,Calhoun,D0803,,,Wilma Yopp,(256) 782-2801,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-120,"Meadows of Monroeville, The",600 Highway 21 Bypass,,Monroeville,AL,36460,Monroe,D5001,,,Mark F. Manning,(251) 575-9855,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-121,"Meadows of Rainbow City, The",520 Lasalle Street,,Rainbow City,AL,35906,Etowah,D2803,,,Norma Williams,(256) 442-0102,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-122,"Meadows, The",202 Medical Park Drive,,Atmore,AL,36502,Escambia,D2703,,,Cierra Wilkins,(251) 446-9317,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-123,Merrill Gardens at Madison,121 Brookridge Drive,,Madison,AL,35758,Madison,D4538,,,Sarah Atkins,(256) 850-0058,Assisted Living Facility,160,,,Congregate Assisted Living Facility,160,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-124,Morning Glory Meadows,2055 Main Street,,Fyffe,AL,35971,Dekalb,D2506,,,Donna Stewart,(256) 623-2626,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-125,Morning Pointe of Tuscaloosa,1801 Rice Mine Road North,,Tuscaloosa,AL,35406,Tuscaloosa,D6303,,,Victoria Burden,(205) 345-1112,Assisted Living Facility,36,,,Congregate Assisted Living Facility,36,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-126,Morningside of Auburn,871 Twin Forks Avenue,,Auburn,AL,36830,Lee,D4106,,,Rebecca Ballas,(334) 887-1061,Assisted Living Facility,49,,,Congregate Assisted Living Facility,49,,0,,0,,0,,0,Partnership,Regular,
USA-AL-66-All-66-AssistedLiving-127,Morningside of Cullman,"2021 Dahlke Drive, N. E.",,Cullman,AL,35058-0607,Cullman,D2210,,,Deidra Cleghorn,(256) 737-1088,Assisted Living Facility,45,,,Congregate Assisted Living Facility,45,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-128,Morningside of Decatur,"2115 Point Mallard Drive, SE",,Decatur,AL,35601,Morgan,D5207,,,Sandra Sons,(256) 350-0089,Assisted Living Facility,60,,,Congregate Assisted Living Facility,60,,0,,0,,0,,0,Partnership,Regular,
USA-AL-66-All-66-AssistedLiving-129,Morningside of Madison,49 Hughes Road,,Madison,AL,35758,Madison,D4521,,,Tanya Bockus,(256) 464-9090,Assisted Living Facility,46,,,Congregate Assisted Living Facility,46,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-130,Morningside of Riverchase,2184 Parkway Lake Dr.,,Birmingham,AL,35244,Shelby,D5917,,,Melissa McGloughlin,(205) 403-7400,Assisted Living Facility,38,,,Congregate Assisted Living Facility,38,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-131,Morningside of Sheffield,413 Cox Blvd.,,Sheffield,AL,35660,Colbert,D1703,,,Gary Beams,(256) 381-1058,Assisted Living Facility,56,,,Congregate Assisted Living Facility,56,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-132,Morningside of Vestavia Hills,2435 Columbiana Road,,Birmingham,AL,35216,Jefferson,D3728,,,Yarlardo Haire Henderson,(205) 822-4773,Assisted Living Facility,77,,,Congregate Assisted Living Facility,77,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-133,Morningview Estates,"404 25th Street, Northwest",,Fayette,AL,35555,Fayette,D2902,,,Tammy Lynn Jones,(205) 932-4003,Assisted Living Facility,38,,,Congregate Assisted Living Facility,38,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-134,Mount Royal Towers,300 Royal Tower Drive,,Birmingham,AL,35209,Jefferson,D3776,,,Tisha Bell,(205) 870-5666,Assisted Living Facility,98,,,Congregate Assisted Living Facility,98,,0,,0,,0,,0,Partnership,Regular,
USA-AL-66-All-66-AssistedLiving-135,Mountain Cove,6330 U. S. Highway 411,,Gadsden,AL,35901,Etowah,D2809,,,Kim Arledge,(256) 543-9991,Assisted Living Facility,20,,,Congregate Assisted Living Facility,20,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-136,Murray House,1257 Government Street,,Mobile,AL,36604,Mobile,D4938,,,Sharon Phillips,(251) 432-2272,Assisted Living Facility,64,,,Congregate Assisted Living Facility,64,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-137,"Noble Manor, LLC",610 Botts Avenue,,Troy,AL,36081-3802,Pike,D5506,,,Dale Law,(334) 566-8543,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-138,"Noble Manor, LLC II",610 Botts Avenue,,Troy,AL,36081-3802,Pike,D5507,,,Dale Law,(334) 808-8778,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-139,North River Village,"5810 Rice Mine Road, NE",,Tuscaloosa,AL,35406,Tuscaloosa,D6312,,,Tim Eads,(205) 759-9875,Assisted Living Facility,80,,,Congregate Assisted Living Facility,80,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-140,"Oak Circle Assisted Living, LLC","605 Fifteenth Street, North",,Pell City,AL,35125,St. Clair,D5804,,,Vanessa Bean Masters,(205) 884-4663,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-141,Oak Grove Inn,3801 Oak Grove Drive,,Montgomery,AL,36116,Montgomery,D5132,,,Julie Benson,(334) 215-8881,Assisted Living Facility,52,,,Congregate Assisted Living Facility,52,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-142,Oak Landing,616 Gaines Street,,Attalla,AL,35954,Etowah,D2807,,,Melissa Tinsley,(256) 538-6257,Assisted Living Facility,22,,,Congregate Assisted Living Facility,22,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-143,OakBridge Terrace at Magnolia Trace,One Crown Circle,,Huntsville,AL,35802,Madison,D4532,,,Katie Spegal,(256) 261-1602,Assisted Living Facility,30,,,Congregate Assisted Living Facility,30,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-144,Oaks on Parkwood Assisted Living Facility,2651 Laurel Oak Drive,P.O. Box 360227,Bessemer,AL,35022,Jefferson,D3773,,,Jamie Wise,(205) 497-4523,Assisted Living Facility,80,,,Congregate Assisted Living Facility,80,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-145,Old Town Home,203 West Cahaba Avenue,,Linden,AL,36748,Marengo,D4601,,,Alison Glass,(334) 295-5120,Assisted Living Facility,12,,,Group Assisted Living Facility,12,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-AssistedLiving-146,"Olive Home, The",1100 Second Avenue East,,Oneonta,AL,35121,Blount,D0512,,,Trina Cleveland,(205) 625-3190,Assisted Living Facility,22,,,Congregate Assisted Living Facility,22,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-147,Paden Ridge Assisted Living,255 Murray Drive,,Gadsden,AL,35902,Etowah,D2805,,,Stephanie L. Smith,(256) 543-0076,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Individual,Regular,
USA-AL-66-All-66-AssistedLiving-148,Peachtree Assisted Living,3740 Eagle Drive,,Trussville,AL,35173,Jefferson,D3772,,,Karen Catete,(205) 655-1999,Assisted Living Facility,25,,,Congregate Assisted Living Facility,25,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-149,Pine Needle Place,600 Glendale Avenue,,Greenville,AL,36037,Butler,D0702,,,Cecil Rainey,(334) 382-3757,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-150,Pine Place,150 Hickory Lane,,Arley,AL,35541,Winston,D6701,,,Marla Tyree,(205) 387-8100,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Individual,Regular,
USA-AL-66-All-66-AssistedLiving-151,Pine Valley Retirement Community,800 Rice Valley Road North,,Tuscaloosa,AL,35406,Tuscaloosa,D6309,,,Anne McKinney,(205) 349-8700,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-152,Prince Place,925 Vaughn Road,"PO Box 1269, Pinson, AL 35126",Trafford,AL,35172,Blount,D0511,,,Celia Prince,(205) 681-5933,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-153,Providence Home,171 Grimes Road,,Ozark,AL,36360,Dale,D2301,,,Caryl Welch,(334) 774-0364,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-154,Regal Place at Regency Pointe,510 East Grande Ave,,Rainbow City,AL,35906,Etowah,D2808,,,Julia Weidenbach,(256) 442-1856,Assisted Living Facility,46,,,Congregate Assisted Living Facility,46,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-155,Regency Assisted Living,2004 Max Luther Drive,,Huntsville,AL,35810,Madison,D4501,,,Jannie Crouse,(256) 852-0033,Assisted Living Facility,72,,,Congregate Assisted Living Facility,72,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-156,Regency Retirement Village,285 West Oxmoor Road,,Birmingham,AL,35209,Jefferson,D3777,,,Chris Blackerby,(205) 942-3355,Assisted Living Facility,48,,,Congregate Assisted Living Facility,48,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-157,Regency Retirement Village of Tuscaloosa,5001 Old Montgomery Highway,,Tuscaloosa,AL,35405,Tuscaloosa,D6305,,,Erica Peck-Love,(205) 752-5500,Assisted Living Facility,80,,,Congregate Assisted Living Facility,80,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-158,Ridgeview Extended Care,700 Corporate Ridge Drive,,Birmingham,AL,35242,Shelby,D5909,,,Eric McLemore,(205) 991-8900,Assisted Living Facility,52,,,Congregate Assisted Living Facility,52,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-159,River Highlands,1851 Data Drive,,Hoover,AL,35244,Jefferson,D3771,,,"Charles ""Chip"" Cook",(205) 982-7000,Assisted Living Facility,101,,,Congregate Assisted Living Facility,101,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-160,Riveroaks West,903 West Union Street,,Eufaula,AL,36027,Barbour,D0302,,,Julie Fortune,(334) 687-6089,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-161,Rosewood Manor Assisted Living,1513 County Park Road,,Scottsboro,AL,35769,Jackson,D3602,,,Mary Ellen Clark,(256) 574-4800,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-162,Savannah Terrace of Andalusia I,660 Moore Road,,Andalusia,AL,36420,Covington,D2002,,,Lynn A. McCrory,(334) 427-3013,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-163,Savannah Terrace of Andalusia II,660 Moore Road,,Andalusia,AL,36420,Covington,D2003,,,Lynn A. McCrory,(334) 222-0494,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-164,"Seasons of Talladega #1, The",150 Seasons Way,,Talladega,AL,35160,Talladega,D6111,,,Malinda Hoffman,(256) 362-5079,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-165,"Seasons of Talladega #2, The",130 Seasons Way,,Talladega,AL,35160,Talladega,D6107,,,Malinda Hoffman,(256) 362-1072,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-166,Serenity Place I,741 Houston Loop Rd. W,,Fort Payne,AL,35968,Dekalb,D2510,,,Angie Tate,(256) 979-1616,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-167,Somerby at St. Vincent's One Nineteen,200 One Nineteen Blvd.,,Hoover,AL,35242,Shelby,D5913,,,Andrea Silas,(205) 745-4600,Assisted Living Facility,56,,,Congregate Assisted Living Facility,56,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-168,Somerset Assisted Living Facility/East,815 John D. Odom Road,,Dothan,AL,36303,Houston,D3507,,,Shelia Cobb,(334) 671-1176,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-169,Somerset Assisted Living Facility/West,815 John D. Odom Road,,Dothan,AL,36303,Houston,D3504,,,Shelia Cobb,(334) 671-9990,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-170,Sonrise Assisted Living,1607 Hwy. 43 South,,Demopolis,AL,36732,Marengo,D4602,,,Annette Dixon,(334) 289-5131,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Individual,Regular,
USA-AL-66-All-66-AssistedLiving-171,Southern Estates Assisted Living Community,212 E. Stewart Road,,Scottsboro,AL,35769,Jackson,D3603,,,Robert Dawson,(256) 574-4202,Assisted Living Facility,32,,,Congregate Assisted Living Facility,32,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-172,Spring Terrace Assisted Living Facility,1104 West Hickory Street,,Sylacauga,AL,35150,Talladega,D6106,,,Valerie Scoggins,(256) 245-6611,Assisted Living Facility,36,,,Congregate Assisted Living Facility,36,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-173,St. Martins in the Pines Assisted Living Facility,4941 Montevallo Road,,Birmingham,AL,35210,Jefferson,D3701,,,Karen Glover,(205) 956-1831,Assisted Living Facility,71,,,Congregate Assisted Living Facility,71,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-174,Sturgis Hall/John Knox Manor III,4401 Narrow Lane Road,,Montgomery,AL,36116,Montgomery,D5107,,,Joyce H. Robinson,(334) 288-6462,Assisted Living Facility,8,,,Group Assisted Living Facility,8,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-175,Sumter Assisted Living Facility,1505 East 4th Avenue,,York,AL,36925,Sumter,D6001,,,Joe E. Dampeer,(205) 392-5281,Assisted Living Facility,12,,,Group Assisted Living Facility,12,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-176,Sunrise Manor II,1609 Sunrise Road,,Jasper,AL,35504,Walker,D6411,,,Eunice Renee Moore,(205) 387-7400,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-177,Sunrise Ridge,7868 Gadsden Highway,,Trussville,AL,35173,Jefferson,D3779,,,Abbey Reach,(205) 661-9940,Assisted Living Facility,55,,,Congregate Assisted Living Facility,55,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-178,Taylor Mill Oaks,2805 Taylor Mill Road,,Elba,AL,36323,Coffee,D1603,,,Katrina H. Calhoun,(334) 897-2820,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-179,"Terrace at Grove Park, The",101 Tulip Lane,,Dothan,AL,36305,Houston,D3515,,,Sheila Bryan,(334) 792-7349,Assisted Living Facility,52,,,Congregate Assisted Living Facility,52,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-180,"Terrace at Priceville, The",200 Terrace Lane,,Decatur,AL,35603,Morgan,D5209,,,Melissa Shannon Smith,(256) 260-0400,Assisted Living Facility,38,,,Congregate Assisted Living Facility,38,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-181,Terrace Lake Assisted Living,100 Terrace Lake Drive,,Guntersville,AL,35976,Marshall,D4802,,,Michelle Watson,(256) 582-1700,Assisted Living Facility,26,,,Congregate Assisted Living Facility,26,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-182,Traditions of Athens,22171 Traditions Way,,Athens,AL,35613,Limestone,D4210,,,Tim Ray,(267) 784-1084,Assisted Living Facility,80,,,Congregate Assisted Living Facility,80,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-183,Twin Magnolias Assisted Living,3084 U.S. 431 South,,Abbeville,AL,36310,Henry,D3403,,,Darden Kirby,(334) 585-1072,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-184,Valley Park Manor,10 Medical Park Drive North,,Valley,AL,36854,Chambers,D0908,,,Amber Griggs,(334) 756-2600,Assisted Living Facility,56,,,Congregate Assisted Living Facility,56,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-185,"Veranda Suites, The",165 Landing Lane,P. O. Box 335,Dadeville,AL,36853,Tallapoosa,D6206,,,Jan L. Henry,(256) 825-4685,Assisted Living Facility,30,,,Congregate Assisted Living Facility,30,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-186,Village at Cook Springs Assisted Living Facility,415 Cook Springs Road,,Pell City,AL,35125,St. Clair,D5802,,,Mindy Wills,(205) 338-2221,Assisted Living Facility,81,,,Congregate Assisted Living Facility,81,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-187,Wesley Gardens Retirement Community,1555 Taylor Road,,Montgomery,AL,36117,Montgomery,D5104,,,Randy Allen,(334) 272-7917,Assisted Living Facility,56,,,Congregate Assisted Living Facility,56,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-188,Wesley Place on Honeysuckle - Assisted Living,718 Honeysuckle Road,,Dothan,AL,36305,Houston,D3501,,,Jeff Kirby,(334) 792-0921,Assisted Living Facility,66,,,Congregate Assisted Living Facility,66,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-189,"Westbrook Assisted Living, LLC","100 West Lake Professional Park, Suite 6",,Geneva,AL,36340,Geneva,D3103,,,Shameka Gregory,(334) 684-1072,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-190,Westminister Village,500 Spanish Fort Boulevard,,Spanish Fort,AL,36527,Baldwin,D0201,,,Stephen Davis,(251) 626-7007,Assisted Living Facility,28,,,Congregate Assisted Living Facility,28,,0,,0,,0,,0,Non-Profit Corporation,Regular,
