row_id,name,street_address,po_box,city,state,postal_code,county,Fac ID,Medicare #,Medicaid #,contact,phone,type,number_of_beds,ESRD Stations,Hospital Authorized Bed Capacity,Class 1,Class 1 Beds/Stations,Class 2,Class 2 Beds/Stations,Class 3,Class 3 Beds/Stations,Class 4,Class 4 Beds/Stations,Class 5,Class 5 Beds/Stations,license_type,License Status,Deemed Status
USA-AL-66-All-66-NursingHomes-91,Fairview Health and Rehabilitation Center,1028 Bessemer Road,,Birmingham,AL,35228,Jefferson,N3707,01-5303,47-5420,"Stella Dianne Webb, BSN, NHA",(205) 923-1777,Nursing Home,163,,,Skilled Nursing Facility,163,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-92,Falkville Health Care Center,10 West Third Street,P.O. Box 409,Falkville,AL,35622-5041,Morgan,N5202,01-5136,47-5360,Melba Freeman,(256) 784-5291,Nursing Home,116,,,Skilled Nursing Facility,116,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-93,Father Purcell Memorial Exceptional Children's Center,2048 West Fairview Avenue,,Montgomery,AL,36108,Montgomery,N5104,01-A193,47-5445,Brenda Withers,(334) 834-5590,Nursing Home,58,,,Nursing Facility,58,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-94,Fayette Medical Center Long Term Care Unit,"1653 Temple Avenue, North",,Fayette,AL,35555,Fayette,N2901,01-5154,47-5312,"Terri Michelle Robertson, RN",(205) 932-1183,Nursing Home,122,,,Skilled Nursing Facility,122,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-NursingHomes-95,"Florala Health and Rehabilitation, LLC",23621 Goldenrod Avenue,,Florala,AL,36442,Covington,N2005,01-5451,4758140S,Sara M. Goolsby,(334) 858-8585,Nursing Home,85,,,Skilled Nursing Facility,85,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-96,"Florence Nursing and Rehabilitation Center, LLC",2107 Cloyd Boulevard,,Florence,AL,35630,Lauderdale,N3904,01-5169,47-5754,Tina Taylor,(256) 766-5771,Nursing Home,147,,,Skilled Nursing Facility,147,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-97,"Floyd E. ""Tut"" Fann State Veterans Home",2701 Meridian Street,,Huntsville,AL,35811,Madison,N4508,,,Belinda Schrimsher,(256) 852-5170,Nursing Home,150,,,Skilled Nursing Facility,150,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-98,"Folsom Center for Rehabilitation and Healthcare, The",401 Arnold Street Northeast,,Cullman,AL,35055,Cullman,N2206,01-5437,47-5802,Elizabeth Hayes,(256) 739-4409,Nursing Home,102,,,Skilled Nursing Facility,102,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-99,"Forest Manor, Inc.",2215 32nd Street,,Northport,AL,35476,Tuscaloosa,N6306,01-5143,47-5472,Lyman Hardy,(205) 339-5400,Nursing Home,182,,,Skilled Nursing Facility,182,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-100,Gadsden Health and Rehab Center,1945 Davis Drive,,Gadsden,AL,35904,Etowah,N2802,01-5180,47-5003,"W. R. Lester, Jr.",(256) 547-4938,Nursing Home,168,,,Skilled Nursing Facility,168,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-101,Galleria Woods Skilled Nursing Facility,3850 Galleria Woods Drive,,Hoover,AL,35244,Jefferson,N3721,01-5459,,Lynda Sullivan,(205) 985-7537,Nursing Home,30,,,Skilled Nursing Facility,30,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-102,"Generations of Red Bay, LLC",106 10th Avenue North,,Red Bay,AL,35582,Franklin,N3003,01-5201,47-5408,Pamela Bates Poole,(256) 356-4982,Nursing Home,90,,,Skilled Nursing Facility,90,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-103,"Generations of Vernon, LLC",1050 Convalescent Road,,Vernon,AL,35592,Lamar,N3802,01-5227,47-5228,"Amber Harper, RN",(205) 695-9313,Nursing Home,158,,,Skilled Nursing Facility,158,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-104,"Georgiana Health and Rehabilitation, LLC",206 Palmer Avene,,Georgiana,AL,36033,Butler,N0702,01-5182,47-5454,Matilda Hartley,(334) 376-2267,Nursing Home,91,,,Skilled Nursing Facility,91,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-105,"Glen Haven Health and Rehabilitation, LLC",2201 32nd Street,,Northport,AL,35476,Tuscaloosa,N6301,01-5186,47-5640,Adam James Madison,(205) 339-5700,Nursing Home,200,,,Skilled Nursing Facility,200,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-106,Glenwood Center,211 Ana Drive,,Florence,AL,35630,Lauderdale,N3905,01-5147,47-5122,Angie Terry,(256) 766-8963,Nursing Home,125,,,Skilled Nursing Facility,125,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-107,Goodwater Healthcare Center,16 Jones Hill Road,,Goodwater,AL,35072-9462,Coosa,N1901,01-5204,47-5580,Janice Tyler,(256) 839-6711,Nursing Home,72,,,Skilled Nursing Facility,72,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-108,Gordon Oaks Health & Rehab,3151-A Knollwood Drive,,Mobile,AL,36693,Mobile,N4926,01-5463,47-5799,Cynthia Luker,(251) 661-7600,Nursing Home,71,,,Skilled Nursing Facility,71,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-109,"Grand Bay Convalescent Home, Inc.",13750 Highway 90 West,P.O. Box 328,Grand Bay,AL,36541,Mobile,N4904,01-5406,47-5211,Joan Hart,(251) 865-6443,Nursing Home,92,,,Skilled Nursing Facility,92,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-110,Greenbriar at the Altamont Skilled Nursing Facility,2831 Highland Avenue South,,Birmingham,AL,35205,Jefferson,N3701,01-5446,47-58130S,Jennifer B. Shunnarah,(205) 714-3142,Nursing Home,95,,,Skilled Nursing Facility,95,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-111,Greene County Residential Care Center,509 Wilson Avenue,,Eutaw,AL,35462,Greene,N3201,01-5178,47-5311,Sandra Root,(205) 372-4545,Nursing Home,72,,,Skilled Nursing Facility,72,,0,,0,,0,,0,County,Regular,
USA-AL-66-All-66-NursingHomes-112,"Gulf Coast Health and Rehabilitation, LLC",8002 Grelot Road,,Mobile,AL,36695-8976,Mobile,N4917,01-5456,47-58170S,Scott Lindsey,(251) 634-8002,Nursing Home,100,,,Skilled Nursing Facility,100,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-113,Haleyville Health Care Center,2201 Eleventh Avenue,P.O. Box 160,Haleyville,AL,35565,Winston,N6701,01-5157,47-5483,Tracy Hooker,(205) 486-9478,Nursing Home,97,,,Skilled Nursing Facility,97,,0,,0,,0,,0,Individual,Regular,
USA-AL-66-All-66-NursingHomes-114,"Hanceville Nursing & Rehab Center, Inc.","420 Main Street, Northeast",,Hanceville,AL,35077,Cullman,N2203,01-5073,47-5073,Michael Vickers,(256) 352-6481,Nursing Home,208,,,Skilled Nursing Facility,208,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-115,Hartford Health Care,217 Toro Road,,Hartford,AL,36344,Geneva,N3102,01-5419,47-5791,Shannon Owen,(334) 588-3842,Nursing Home,86,,,Skilled Nursing Facility,86,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-116,"Hatley Health Care, Inc.",300 Medical Center Drive,,Clanton,AL,35045,Chilton,N1101,01-5023,47-5743,Michael Lance Bolding,(205) 755-4960,Nursing Home,201,,,Skilled Nursing Facility,201,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-117,"Health Care, Inc.",38286 US Hwy 231,P.O. Box 130,Ashville,AL,35953,St. Clair,N5801,01-5407,47-5202,Pam Penland,(205) 594-5148,Nursing Home,53,,,Skilled Nursing Facility,53,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-118,Hendrix Health and Rehabilitation,1000 Highway 33,,Double Springs,AL,35553,Winston,N6702,01-5138,47-5734,Sonny Ward,(205) 489-2136,Nursing Home,110,,,Skilled Nursing Facility,110,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-119,Henry County Health and Rehabilitation Facility,212 Dothan Road,,Abbeville,AL,36310,Henry,N3401,01-5373,47-5762,Charlie W. Houston II,(334) 585-2241,Nursing Home,142,,,Skilled Nursing Facility,142,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-NursingHomes-120,"Heritage Health Care & Rehab., Inc.",1101 Snows Mill Avenue,,Tuscaloosa,AL,35406,Tuscaloosa,N6305,01-5371,47-5411,George L. Jackson,(205) 759-5179,Nursing Home,216,,,Skilled Nursing Facility,216,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-121,Highlands Health and Rehab,380 Woods Cove Road,P.O. Box 1050,Scottsboro,AL,35768,Jackson,N3601,01-5012,47-5012,Manda Mountain,(256) 259-4444,Nursing Home,50,,,Skilled Nursing Facility,50,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-NursingHomes-122,Hillview Terrace,100 Perry Hill Road,,Montgomery,AL,36109,Montgomery,N5102,01-5436,47-5801,Dustin Watkins,(334) 272-0171,Nursing Home,143,,,Skilled Nursing Facility,143,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-123,"Hunter Creek Health and Rehabilitation, LLC",600 34th Street,,Northport,AL,35473,Tuscaloosa,N6304,01-5034,47-5712,David Estes,(205) 339-5900,Nursing Home,78,,,Skilled Nursing Facility,78,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-124,"Huntsville Health and Rehabilitation, LLC",4010 Chris Drive,,Huntsville,AL,35802,Madison,N4510,01-5440,47-5803,Rebecca Ann Frazier-Smith,(256) 883-8656,Nursing Home,105,,,Skilled Nursing Facility,105,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-125,Jackson Health Care Facility,2616 North College Avenue,,Jackson,AL,36545,Clarke,N1301,01-5188,47-5301,Bonnie Pope,(251) 246-2476,Nursing Home,91,,,Skilled Nursing Facility,91,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-126,"Jacksonville Health and Rehabilitation, LLC","410 Wilson Drive, Southwest",,Jacksonville,AL,36265,Calhoun,N0803,01-5391,47-5782,Derek Patterson,(256) 435-7704,Nursing Home,167,,,Skilled Nursing Facility,167,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-127,"John Knox Manor, Inc. II",4401 Narrow Lane Road,,Montgomery,AL,36116,Montgomery,N5108,01-5135,47-5475,Terri Howell,(334) 281-6336,Nursing Home,98,,,Skilled Nursing Facility,98,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-128,Keller Landing,813 Keller Lane,,Tuscumbia,AL,35674,Colbert,N1701,01-5028,47-5771,Vanessa Lynn Narmore,(256) 383-1535,Nursing Home,109,,,Skilled Nursing Facility,109,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-129,Kirkwood by the River,3605 Ratliff Road,,Birmingham,AL,35210,Jefferson,N3741,01-5457,,Jeffery W. Burchfield,(205) 956-2184,Nursing Home,61,,,Skilled Nursing Facility,61,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-130,Lafayette Extended Care,805 Hospital Street,P.O. Box 152,Lafayette,AL,36862,Chambers,N0901,01-5197,47-5560,Yvonne Butler,(334) 864-8854,Nursing Home,69,,,Skilled Nursing Facility,69,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-131,Lafayette Nursing Home,"555 B Street, Southwest",P.O. Box 109,Lafayette,AL,36862,Chambers,N0903,01-5414,47-5225,Tommy F. Pike,(334) 864-9371,Nursing Home,63,,,Skilled Nursing Facility,63,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-132,Lauderdale Christian Nursing Home,2019 County Road 394,,Killen,AL,35645,Lauderdale,N3902,01-5361,47-5361,Timothy Lee Morrow,(256) 757-2103,Nursing Home,58,,,Nursing Facility,58,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-133,"Legacy Health and Rehabilitation of Pleasant Grove, LLC",30 7th Street,,Pleasant Grove,AL,35127,Jefferson,N3748,01-5461,,Nicholas Beckham,(205) 744-8226,Nursing Home,198,,,Skilled Nursing Facility,198,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-134,Lighthouse Rehabilitation & Healthcare Center,2911 Earl Goodwin Parkway,,Selma,AL,36703-2825,Dallas,N2401,01-5413,47-5776,Armelia Oliver,(334) 875-1868,Nursing Home,68,,,Skilled Nursing Facility,68,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-135,"Lineville Health and Rehabilitation, LLC",88073 Highway 9,,Lineville,AL,36266,Clay,N1402,01-5142,47-5478,Judy Roberson,(256) 396-2104,Nursing Home,101,,,Skilled Nursing Facility,101,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-136,Little Sisters of the Poor Sacred Heart Residence,1655 McGill Avenue,,Mobile,AL,36604-1299,Mobile,N4909,01-5168,47-5474,Sr. Carolyn M. Martin,(251) 476-6335,Nursing Home,75,,,Skilled Nursing Facility,75,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-137,"Luverne Health and Rehabilitation, LLC",142 West 3rd Street,,Luverne,AL,36049,Crenshaw,N2101,01-5336,47-5437,Tracy Colleen Savage,(334) 335-5331,Nursing Home,151,,,Skilled Nursing Facility,151,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-138,Lynwood Nursing Home,4164 Halls Mill Road,,Mobile,AL,36693,Mobile,N4907,01-5434,47-5427,David Grimes,(251) 661-5404,Nursing Home,127,,,Skilled Nursing Facility,127,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-139,Madison Manor Nursing Home,3891 Sullivan Street,,Madison,AL,35758,Madison,N4503,01-5214,47-5750,Felita L. Smith,(256) 772-9243,Nursing Home,80,,,Skilled Nursing Facility,80,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-140,Magnolia Haven Health and Rehabilitation Center,603 Wright Street,,Tuskegee,AL,36083-1585,Macon,N4401,01-5112,47-5112,Anita L. Evans,(334) 727-4960,Nursing Home,111,,,Skilled Nursing Facility,111,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-141,Magnolia Ridge,420 Dean Drive,,Gardendale,AL,35071,Jefferson,N3738,01-5133,47-5473,King deMontluzin,(205) 631-8709,Nursing Home,148,,,Skilled Nursing Facility,148,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-142,Marengo Nursing Home,608 North Main Street,,Linden,AL,36748,Marengo,N4601,01-5330,47-5330,Alison Glass,(334) 295-8631,Nursing Home,78,,,Skilled Nursing Facility,78,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-NursingHomes-143,Marion Regional Nursing Home,184 Sasser Drive,,Hamilton,AL,35570,Marion,N4701,01-5167,47-5306,Linda Brown,(205) 921-6341,Nursing Home,79,,,Skilled Nursing Facility,79,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-144,Marshall Manor Nursing Home,3120 North Street,,Guntersville,AL,35976,Marshall,N4805,01-5378,47-5725,Pam Vogt,(256) 582-6561,Nursing Home,91,,,Skilled Nursing Facility,91,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-145,McGuffey Health and Rehabilitation Center,2301 Rainbow Drive,,Gadsden,AL,35901,Etowah,N2804,01-5202,47-5094,April Conley,(256) 543-3467,Nursing Home,209,,,Skilled Nursing Facility,209,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-146,Meadowbrook Extended Care,700 Corporate Ridge Drive,,Birmingham,AL,35242,Shelby,N5905,01-5642,,Eric McLemore,(205) 991-8900,Nursing Home,32,,,Skilled Nursing Facility,32,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-147,Meadowview Nursing Center,7300 Highway 78,,Pell City,AL,35128,St. Clair,N5803,01-5400,47-5765,"Suellen Tobler, LNHA",(205) 640-5212,Nursing Home,59,,,Skilled Nursing Facility,59,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-148,Merry Wood Lodge,280 Mount Hebron Road,,Elmore,AL,36025-1526,Elmore,N2602,01-5019,47-5019,S. Rodney Arp,(334) 567-8484,Nursing Home,124,,,Skilled Nursing Facility,124,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-149,"Millennium Nursing & Rehab Center, Inc.",5275 Millennium Drive,,Huntsville,AL,35806,Madison,N4515,01-5458,475819OS,Barbara Stripling,(256) 489-6800,Nursing Home,91,,,Skilled Nursing Facility,91,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-150,"Mitchell-Hollingsworth Nursing & Rehabilitation Center, LLC",805 Flagg Circle,,Florence,AL,35630,Lauderdale,N3903,01-5031,47-5033,Brian Scheri,(256) 740-5400,Nursing Home,222,,,Skilled Nursing Facility,222,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-151,"Mobile Nursing and Rehabilitation Center, LLC",7020 Bruns Drive,,Mobile,AL,36695,Mobile,N4915,01-5379,47-5755,Jennifer Lindsay Guthrie,(251) 639-1588,Nursing Home,120,,,Skilled Nursing Facility,120,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-152,Monroe Manor Health & Rehabilitation Center,236 West Claiborne Street,,Monroeville,AL,36460-1704,Monroe,N5001,01-5398,47-5713,Zed D. Perrigin,(251) 575-2648,Nursing Home,84,,,Skilled Nursing Facility,84,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-153,Montgomery Children's Specialty Center,2853 Forbes Drive,,Montgomery,AL,36110,Montgomery,N5109,01-A208,1225347495,Veronicia Johnson,(334) 261-3445,Nursing Home,54,,,Nursing Facility,54,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-154,Montrose Bay Health and Rehabilitation Center,22670 Main Street,P.O. Box 256,Montrose,AL,36559,Baldwin,N0203,01-5447,47-5011,Maanami Irving Ransome,(251) 928-2177,Nursing Home,83,,,Skilled Nursing Facility,83,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-155,"Moundville Health and Rehabilitation, LLC",121 Union Street,,Moundville,AL,35474,Hale,N3302,01-5187,47-5456,Brett Evans Milligan,(205) 371-2252,Nursing Home,68,,,Skilled Nursing Facility,68,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-156,Mount Royal Towers,300 Royal Tower Drive,,Birmingham,AL,35209,Jefferson,N3742,01-5455,,B. Renee Barnard,(205) 870-5666,Nursing Home,143,,,Skilled Nursing Facility,143,,0,,0,,0,,0,Partnership,Regular,
USA-AL-66-All-66-NursingHomes-157,"NHC Healthcare, Anniston",2300 Coleman Road,,Anniston,AL,36207,Calhoun,N0805,01-5120,47-5430,Keeley Stallings,(256) 831-5730,Nursing Home,151,,,Skilled Nursing Facility,151,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-158,"NHC Healthcare, Moulton",300 Hospital Street,P.O. Box 339,Moulton,AL,35650,Lawrence,N4001,01-5128,47-5334,Holly Harbin,(256) 974-1146,Nursing Home,136,,,Skilled Nursing Facility,136,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-159,"North Hill Nursing and Rehabilitation Center, LLC",200 North Pine Hill Road,,Birmingham,AL,35217-1215,Jefferson,N3706,01-5091,150890,Lisa Hosford,(205) 849-2352,Nursing Home,190,,,Skilled Nursing Facility,190,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-160,North Mobile Nursing and Rehabilitation Center,4525 St. Stephens Road,,Eight Mile,AL,36613,Mobile,N4912,01-5183,47-5733,Kathy Odom,(251) 452-0996,Nursing Home,172,,,Skilled Nursing Facility,172,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-161,Northside Health Care,700 Hutchins Avenue,,Gadsden,AL,35901,Etowah,N2806,01-5223,47-5620,Robbie Martini,(256) 543-7101,Nursing Home,115,,,Skilled Nursing Facility,115,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-162,"Northway Health and Rehabilitation, LLC",1424 North 25th Street,,Birmingham,AL,35234,Jefferson,N3720,01-5047,47-5785,Kelvin Robertson,(205) 328-5870,Nursing Home,113,,,Skilled Nursing Facility,113,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-163,"Oak Knoll Health and Rehabilitation, LLC",824 Sixth Avenue West,,Birmingham,AL,35204,Jefferson,N3735,01-5117,47-5757,Darlene Mosley,(205) 787-2619,Nursing Home,100,,,Skilled Nursing Facility,100,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-164,Oak Park,1365 Gatewood Drive,,Auburn,AL,36830,Lee,N4101,01-5452,4758150S,Suzanne Pugh,(334) 826-7200,Nursing Home,87,,,Skilled Nursing Facility,87,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-NursingHomes-165,Oak Trace Care & Rehabilitation Center,325 Selma Road,,Bessemer,AL,35020,Jefferson,N3719,01-5050,47-5050,Barbara Chatman,(205) 428-9383,Nursing Home,79,,,Skilled Nursing Facility,79,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-166,Oaks on Parkwood Skilled Nursing Facility,2625 Laurel Oak Drive,,Bessemer,AL,35022,Jefferson,N3737,01-5369,47-5540,Kathy Smothers,(205) 933-7010,Nursing Home,130,,,Skilled Nursing Facility,130,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-167,Oakview Manor Health Care Center,929 Mixon School Road,,Ozark,AL,36360,Dale,N2302,01-5216,47-5418,Judy S. Roberts,(334) 774-2631,Nursing Home,138,,,Skilled Nursing Facility,138,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-168,Oakwood-North Baldwin's Center for Living,2010 Medical Center Drive,,Bay Minette,AL,36507,Baldwin,N0206,01-5417,47-5790,Gail G. McInnish,(251) 937-3501,Nursing Home,75,,,Skilled Nursing Facility,75,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-169,"Opp Health and Rehabilitation, LLC",115 Paulk Avenue,P.O. Box 730,Opp,AL,36467,Covington,N2004,01-5210,47-5455,Ava C. Morrow,(334) 493-4558,Nursing Home,197,,,Skilled Nursing Facility,197,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-170,Orchard Rehabilitation & Healthcare Center,629 State Highway 21 South,P.O. Box 430,Hayneville,AL,36040,Lowndes,N4301,01-5442,47-5806,Jacquelyn  B. Greene,(334) 548-5995,Nursing Home,72,,,Skilled Nursing Facility,72,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-171,"Ozark Health and Rehabilitation, LLC",312 Bryan Drive,,Ozark,AL,36360,Dale,N2301,01-5208,47-5302,Sonya Gouge,(334) 774-2561,Nursing Home,149,,,Skilled Nursing Facility,149,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-172,"Palm Gardens Health and Rehabilitation, LLC",3104 Dauphin Square Connector,,Mobile,AL,36607,Mobile,N4906,01-5403,47-5214,Nancy Stanford,(251) 450-2800,Nursing Home,100,,,Skilled Nursing Facility,100,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-173,"Park Manor Health and Rehabilitation, LLC",2201 McFarland Boulevard,,Northport,AL,35476,Tuscaloosa,N6303,01-5326,47-5709,Janet Wise,(205) 339-5300,Nursing Home,152,,,Skilled Nursing Facility,152,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-174,Park Place,100 Park Place,,Selma,AL,36701,Dallas,N2402,01-5084,47-5084,Edward Stephens,(334) 872-3471,Nursing Home,103,,,Skilled Nursing Facility,103,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-175,Parkwood Health Care Facility,3301 Stadium Drive,,Phenix City,AL,36867,Russell,N5702,01-5179,47-5570,Jacqueline Morgan Brown,(334) 297-0237,Nursing Home,74,,,Skilled Nursing Facility,74,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-176,Perry County Nursing Home,505 East Lafayette Street,P.O. Box 149,Marion,AL,36756,Perry,N5301,01-5158,47-5314,Sharon Phillips,(334) 683-9696,Nursing Home,71,,,Skilled Nursing Facility,71,,0,,0,,0,,0,County,Regular,
USA-AL-66-All-66-NursingHomes-177,"Phenix City Health Care, Inc.",3900 Lakewood Drive,,Phenix City,AL,36867,Russell,N5703,01-5331,47-5331,Sherry D. Ginn,(334) 298-8247,Nursing Home,86,,,Skilled Nursing Facility,86,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-178,Piedmont Health Care Center,30 Roundtree Drive,,Piedmont,AL,36272,Calhoun,N0804,01-5194,47-5340,Sandra Keener,(256) 447-8258,Nursing Home,91,,,Skilled Nursing Facility,91,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-NursingHomes-179,Plantation Manor Nursing Home,6450 Old Tuscaloosa Highway,P.O. Box 97,McCalla,AL,35111,Jefferson,N3723,01-5015,47-5407,Gavin Ball,(205) 477-6161,Nursing Home,103,,,Skilled Nursing Facility,103,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-180,"Prattville Health and Rehabilitation, LLC",601 Jasmine Trail,,Prattville,AL,36066,Autauga,N0103,01-5065,47-5761,Quintella South,(334) 365-2241,Nursing Home,162,,,Skilled Nursing Facility,162,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-181,Regency Health Care and Rehabilitation Center,"2061 Poole Drive, NW",,Huntsville,AL,35810,Madison,N4505,01-5372,47-5809,Linda Robertson,(256) 852-9290,Nursing Home,90,,,Skilled Nursing Facility,90,,0,,0,,0,,0,Limited Liability Company,Regular,
