row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,street_address,po_box,city,province,postal_code,country,facility_type
USA-ME-99-NursingHomes-99-NursingHomes-83,SOMERSET REHABILITATION & LIVING CENTER,,,,"NORTH COUNTRY ASSOCIATES, INC.",,,,,,,,CAROLYN SAWYER,2076724041,,2076723293,,,,21,,SOMERSET,,,,,,,,,,,TRUE,FALSE,FALSE,43 OWENS ST,,BINGHAM,ME,4920,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-84,SONOGEE REHABILITATION & LIVING CENTER,,,,"NORTH COUNTRY ASSOCIATES, INC.",,,,,,,,ROBERT CHILDS,2072885800,,2072885132,,,,35,,HANCOCK,,,,,,,,,,,TRUE,FALSE,FALSE,131 EDEN ST,,BAR HARBOR,ME,4609,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-85,SOUTH PORTLAND NURSING HOME,,,,,,,,,,,,CINDY SCOTT,2077998561,,2077677401,,,,73,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,42 ANTHOINE ST,,SO PORTLAND,ME,4106,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-86,SOUTHRIDGE REHAB & LIVING CTR,,,,"NORTH COUNTRY ASSOCIATES, INC.",,,,,,,,ERIC POOLER,2072824138,,2072828242,,,,62,,YORK,,,,,,,,,,,TRUE,FALSE,FALSE,10 MAY ST,,BIDDEFORD,ME,4005,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-87,SPRINGBROOK CENTER,,,,GENESIS HEALTH CARE CORP,,,,,,,,LYNNE ROY,2078561230,,2078561239,,,,123,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,300 SPRING ST,,WESTBROOK,ME,4092,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-88,ST ANDRE HEALTH CARE FACILITY,,,,,,,,,,,,STEVE ALAIMO,2072825171,,2072825372,,,,96,,YORK,,,,,,,,,,,TRUE,FALSE,FALSE,407 POOL ST,,BIDDEFORD,ME,4005,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-89,ST JOSEPH'S REHABILITATION AND RESIDENCE,,,,,,,,,,,,PEGGY FARRINGTON,2077970600,,2077974168,,,,121,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,1133 WASHINGTON AVE,,PORTLAND,ME,4103,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-90,ST MARY'S D'YOUVILLE PAVILION,,,,,,,,,,,,PHILIP HICKEY,2077774200,,2077774255,,,,210,,ANDROSCOGGIN,,,,,,,,,,,TRUE,FALSE,FALSE,102 CAMPUS AVE,,LEWISTON,ME,4240,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-91,STILLWATER HEALTH CARE,,,,"SHC, LLC D/B/A STILLWATER HEALTH CARE",,,,,,,,KIRBY WHITNEY,2079471111,,2079474184,,,,63,,PENOBSCOT,,,,,,,,,,,TRUE,FALSE,FALSE,335 STILLWATER AVE,,BANGOR,ME,4401,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-92,SUNRISE CARE FACILITY,,,,,,,,,,,,ARLENA RYAN,2074972363,,2074972263,,,,28,,WASHINGTON,,,,,,,,,,,TRUE,FALSE,FALSE,11 OCEAN ST,,JONESPORT,ME,4649,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-93,TAMC - AROOSTOOK MEDICAL CENTER,,,,THE AROOSTOOK MEDICAL CENTER,,,,,,,,KELLY LUNDEEN,2077684915,,2077684960,,,,72,,AROOSTOOK,,,,,,,,,,,TRUE,FALSE,FALSE,15 HIGHLAND AVE,PO BOX 410,MARS HILL,ME,4758,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-94,THE COMMONS AT TALL PINES,,,,"TALL PINES HEALTHCARE, INC.",,,,,,,,CARL CHADWICK,2073384117,,2073381058,,,,53,,WALDO,,,,,,,,,,,TRUE,FALSE,FALSE,34 MARTIN LANE,,BELFAST,ME,4915,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-95,THE GARDENS,,,,CAMDEN HEALTH CARE CENTER,,,,,,,,NANCY MARCILLE,2079216100,,2079216110,,,,39,,KNOX,,,,,,,,,,,TRUE,FALSE,FALSE,30 COMMUNITY DRIVE,,CAMDEN,ME,4843,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-96,THE NEWTON CTR FOR REHAB & NUR,,,,,,,,,,,,KATHY FERNBERG,2074907600,,2074907642,,,,74,,YORK,,,,,,,,,,,TRUE,FALSE,FALSE,35 JULY STREET,,SANFORD,ME,4073,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-97,VARNEY CROSSING NURSING CARE CENTER,,,,RICHARD AND CHRISTINE BOISVERT,,,,,,,,BARBARA RENTZ-CHAMPAGNE (ACTING),2076762242,,2076769670,,,,64,,YORK,,,,,,,,,,,TRUE,FALSE,FALSE,47 ELM ST,,NORTH BERWICK,ME,3906,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-98,WESTGATE CENTER FOR REHAB & ALZHEIMERS CARE,,,,"KINDRED NURSING CENTERS WEST, LLC",,,,,,,,ROBERT HEMENWAY,2079427336,,2079412481,,,,65,,PENOBSCOT,,,,,,,,,,,TRUE,FALSE,FALSE,750 UNION ST,,BANGOR,ME,4401,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-99,WINDWARD GARDENS,,,,GENESIS HEALTH CARE CORP,,,,,,,,GEORGE FRIOU,2072364197,,2072364453,,,,58,,KNOX,,,,,,,,,,,TRUE,FALSE,FALSE,105 MECHANIC ST,,CAMDEN,ME,4843,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-100,"WINSHIP GREEN CENTER FOR HEALTH & REHAB, LLC",,,,"KINDRED NURSING CENTERS WEST, LLC",,,,,,,,CHERYL DAY,2074439772,,2074429201,,,,72,,SAGADAHOC,,,,,,,,,,,TRUE,FALSE,FALSE,51 WINSHIP ST,,BATH,ME,4530,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-101,WOODLAWN REHABILITATION & NURSING CENTER,,,,FIRST ATLANTIC HEALTHCARE,,,,,,,,STEVEN ROBITAILLE,2074749300,,2074748543,,,,46,,SOMERSET,,,,,,,,,,,TRUE,FALSE,FALSE,59 WEST FRONT ST,,SKOWHEGAN,ME,4976,USA,Nursing Home
