row_id,Facility Name,Address1,Address2,City,Zip,State,Country,Contact Phone,Website,Link to details,facility_type
USA-NY-47-NY-HealthProfiles-output-109,Concord Nursing Home Inc,300 Madison Street,,Brooklyn,11216,NY,US,(718) 636-7500,http://www.concordcares.org/482209.ihtml,https://profiles.health.ny.gov/nursing_home/view/150708,Residential Health Care; Ventilator Dependent
USA-NY-47-NY-HealthProfiles-output-110,"Concourse Rehabilitation and Nursing Center, Inc",1072 Grand Concourse,,Bronx,10456,NY,US,(718) 681-4000,http://concourserehab.com/,https://profiles.health.ny.gov/nursing_home/view/150674,Residential Health Care; Ventilator Dependent
USA-NY-47-NY-HealthProfiles-output-111,Conesus Lake Nursing Home,6131 Big Tree Road,Box F,Livonia,14487,NY,US,(585) 346-3001,http://www.hurlbutcare.com/our-communities/conesus-lake-nursing-facility,https://profiles.health.ny.gov/nursing_home/view/150405,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-112,Corning Center for Rehabilitation and Healthcare,205 East First Street,,Corning,14830,NY,US,(607) 654-2400,http://corningcenter.net/,https://profiles.health.ny.gov/nursing_home/view/150556,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-113,Cortland Park Rehabilitation and Nursing Center,193 Clinton Avenue,,Cortland,13045,NY,US,(607) 756-9921,http://www.cortlandparkrehab.com/,https://profiles.health.ny.gov/nursing_home/view/150345,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-114,Cortland Regional Nursing and Rehabilitation Center,134 Homer Avenue,,Cortland,13045,NY,US,(607) 756-3909,http://www.cortlandregional.org/medical-services/nursing-rehabilitation-center,https://profiles.health.ny.gov/nursing_home/view/150866,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-115,Cortlandt Healthcare,110 Oregon Road,,Peekskill,10566,NY,US,(914) 739-9150,http://www.cortlandthealthcare.com/,https://profiles.health.ny.gov/nursing_home/view/150605,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-116,Creekview Nursing and Rehab Center,525 Beahan Road,,Rochester,14624,NY,US,(585) 247-7880,http://www.westgatenursing.com/,https://profiles.health.ny.gov/nursing_home/view/150427,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-117,Crest Manor Living and Rehabilitation Center,6745 Pittsford-palmyra Road,,Fairport,14450,NY,US,(585) 223-3633,http://www.crestmanorliving.com/,https://profiles.health.ny.gov/nursing_home/view/150436,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-118,Crouse Community Center Inc,101 South Street,,Morrisville,13408,NY,US,(315) 684-9595,http://www.crousecommunity.com/,https://profiles.health.ny.gov/nursing_home/view/150854,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-119,Crown Heights Center for Nursing and Rehabilitation,810-20 St Marks Avenue,,Brooklyn,11213,NY,US,(718) 467-7300,http://www.mgnh.com/,https://profiles.health.ny.gov/nursing_home/view/150711,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-120,Crown Park Rehabilitation and Nursing Center,28 Kellogg Road,,Cortland,13045,NY,US,(607) 753-9631,http://crowncenterrehab.com/,https://profiles.health.ny.gov/nursing_home/view/150346,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-121,Cuba Memorial Hospital Inc SNF,140 West Main Street,,Cuba,14727,NY,US,(585) 968-2000,http://www.cubamemorialhospital.com/longtermcare/,https://profiles.health.ny.gov/nursing_home/view/150307,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-122,Cypress Garden Center for Nursing and Rehabilitation,139-62 35th Avenue,,Flushing,11354,NY,US,(718) 961-5300,http://www.flushingmanors.com/index.asp?pg=3,https://profiles.health.ny.gov/nursing_home/view/150764,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-123,Daleview Care Center,574 Fulton Street,,Farmingdale,11735,NY,US,(516) 694-9800,http://www.daleviewcarecenter.com/home.php,https://profiles.health.ny.gov/nursing_home/view/150454,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-124,Daughters of Sarah Nursing Center,180 Washington Ave Ext,,Albany,12203,NY,US,(518) 456-7831,http://www.daughtersofsarah.org/nursingcenter/overview.html,https://profiles.health.ny.gov/nursing_home/view/150300,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-125,Degraff Memorial Hospital-Skilled Nursing Facility,445 Tremont Street,,North Tonawanda,14120,NY,US,(716) 694-4500,http://www.kaleidahealth.org/DeGraff/services/display.asp?s=651,https://profiles.health.ny.gov/nursing_home/view/150472,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-126,Diamond Hill Nursing and Rehabilitation Center,100 New Turnpike Road,,Troy,12182,NY,US,(518) 235-1410,,https://profiles.health.ny.gov/nursing_home/view/150526,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-127,Ditmas Park Care Center,2107 Ditmas Avenue,,Brooklyn,11226,NY,US,(718) 462-8100,http://ditmasparkrehabcare.com/index.html,https://profiles.health.ny.gov/nursing_home/view/150718,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-128,DR Susan Smith Mckinney Nursing and Rehabilitation Center,594 Albany Avenue,,Brooklyn,11203,NY,US,(718) 245-7000,http://www.nyc.gov/html/hhc/dssm/,https://profiles.health.ny.gov/nursing_home/view/150922,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-129,DRY Harbor Nursing Home,61-35 Dry Harbor Road,,Middle Village,11379,NY,US,(718) 565-4200,http://www.dryharbornursinghome.com/,https://profiles.health.ny.gov/nursing_home/view/150761,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-130,Dumont Center for Rehabilitation and Nursing Care,676 Pelham Road,,New Rochelle,10805,NY,US,(914) 632-9600,http://dumontcenter.com/,https://profiles.health.ny.gov/nursing_home/view/150788,Residential Health Care; Ventilator Dependent
USA-NY-47-NY-HealthProfiles-output-131,East Haven Nursing & Rehabilitation Center,2323-27 Eastchester Road,,Bronx,10469,NY,US,(718) 655-2848,,https://profiles.health.ny.gov/nursing_home/view/150680,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-132,East Neck Nursing & Rehabilitation Center,134 Great East Neck Road,,West Babylon,11704,NY,US,(631) 422-4800,http://www.eastneck.com/,https://profiles.health.ny.gov/nursing_home/view/150812,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-133,East Side Nursing Home,62 Prospect St,,Warsaw,14569,NY,US,(585) 786-8151,http://www.eastsidenursing.com/,https://profiles.health.ny.gov/nursing_home/view/150640,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-134,Eastchester Rehabilitation and Health Care Center,2700 Eastchester Road,,Bronx,10469,NY,US,(718) 231-5550,http://www.sentosacare.com/showfacilities.php?facilityid=4,https://profiles.health.ny.gov/nursing_home/view/150655,Residential Health Care; Ventilator Dependent
USA-NY-47-NY-HealthProfiles-output-135,Eddy Heritage House Nursing and Rehabilitation Center,2920 Tibbits Avenue,,Troy,12180,NY,US,(518) 274-4125,http://www.nehealth.com/Senior_Services/Nursing_Homes/Eddy_Heritage_House_Nursing_Center/,https://profiles.health.ny.gov/nursing_home/view/150859,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-136,Eddy Village Green at Beverwyck,40 Autumn Drive,,Slingerlands,12159,NY,US,(518) 451-2107,http://www.nehealth.com/Senior_Services/Nursing_Homes/Eddy_Village_Green_at_Beverwyck/,https://profiles.health.ny.gov/nursing_home/view/208957,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-137,Eddy Village Green,421 W Columbia Street,,Cohoes,12047,NY,US,(518) 237-5630,http://www.nehealth.com/Senior_Services/Nursing_Homes/Eddy_Village_Green_at_Beverwyck/,https://profiles.health.ny.gov/nursing_home/view/150837,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-138,Edna Tina Wilson Living Center,700 Island Cottage Road,,Rochester,14612,NY,US,(585) 368-6100,,https://profiles.health.ny.gov/nursing_home/view/150868,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-139,Eger Health Care and Rehabilitation Center,140 Meisner Avenue,,Staten Island,10306,NY,US,(718) 979-1800,http://www.eger.org/,https://profiles.health.ny.gov/nursing_home/view/150773,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-140,"Elant at Goshen, Inc.",46 Harriman Drive,,Goshen,10924,NY,US,(845) 291-3700,http://elant.org/?page_id=132,https://profiles.health.ny.gov/nursing_home/view/150817,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-141,Elant at Meadow Hill,172 Meadow Hill Road,,Newburgh,12550,NY,US,(845) 564-1700,http://elant.org/?page_id=134,https://profiles.health.ny.gov/nursing_home/view/150507,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-142,Elcor Nursing and Rehabilitation Center,48 Colonial Drive,,Horseheads,14845,NY,US,(607) 739-0304,http://www.elcorhealthservices.com/,https://profiles.health.ny.gov/nursing_home/view/150332,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-143,Elderwood at Amherst,4459 Bailey Ave,,Amherst,14226,NY,US,(716) 835-2543,http://www.elderwood.com/locations/wedgewood.php,https://profiles.health.ny.gov/nursing_home/view/150360,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-144,Elderwood at Cheektowaga,225 Bennett Road,,Cheektowaga,14227,NY,US,(716) 681-9480,http://www.elderwood.com/maplewood/,https://profiles.health.ny.gov/nursing_home/view/150853,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-145,Elderwood at Grand Island,2850 Grand Island Blvd,,Grand Island,14072,NY,US,(716) 773-5900,http://www.elderwood.com/riverwood/index.php,https://profiles.health.ny.gov/nursing_home/view/150379,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-146,Elderwood at Hamburg,5775 Maelou Drive,,Hamburg,14075,NY,US,(716) 648-2820,http://www.elderwood.com/locations/lakewood.php,https://profiles.health.ny.gov/nursing_home/view/150811,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-147,Elderwood at Hornell,One Bethesda Drive,,N Hornell,14843,NY,US,(607) 324-6900,http://www.stjamesmercy.org/mcauley-manor.shtml,https://profiles.health.ny.gov/nursing_home/view/150827,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-148,Elderwood at Lancaster,1818 Como Park Blvd,,Lancaster,14086,NY,US,(716) 683-6165,http://www.elderwood.com/locations/linwood.php,https://profiles.health.ny.gov/nursing_home/view/150368,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-149,Elderwood at Liverpool,4800 Bear Road,,Liverpool,13088,NY,US,(315) 457-9946,http://www.elderwood.com/locations/birchwood.php,https://profiles.health.ny.gov/nursing_home/view/150807,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-150,Elderwood at Waverly,37 N Chemung St,,Waverly,14892,NY,US,(607) 565-2861,http://www.elderwood.com/locations/tioga-health-care.php,https://profiles.health.ny.gov/nursing_home/view/150585,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-151,Elderwood at Wheatfield,2600 Niagara Falls Boulevard,,Niagara Falls,14304,NY,US,(716) 215-8000,http://www.elderwood.com/locations/crestwood.php,https://profiles.health.ny.gov/nursing_home/view/150886,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-152,Elderwood at Williamsville,200 Bassett Road,,Williamsville,14221,NY,US,(716) 689-6681,http://www.elderwood.com/locations/oakwood.php,https://profiles.health.ny.gov/nursing_home/view/150791,Residential Health Care; Ventilator Dependent
USA-NY-47-NY-HealthProfiles-output-153,Elderwood of Uihlein at Lake Placid,185 Old Military Road,,Lake Placid,12946,NY,US,(518) 523-2464,http://www.elderwood.com/location/longtermcare-lake-placid/,https://profiles.health.ny.gov/nursing_home/view/150383,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-154,Elizabeth Church Manor Nursing Home,863 Front Street,,Binghamton,13905,NY,US,(607) 722-3463,http://www.unitedmethodisthomes.org/facility/elizabeth-church-manor-nursing-home/,https://profiles.health.ny.gov/nursing_home/view/150309,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-155,Elizabeth Seton Pediatric Center,300 Corporate Boulevard South,,Yonkers,10701,NY,US,(914) 294-6300,http://www.setonpediatric.org/elizabeth-seton-pediatric-center,https://profiles.health.ny.gov/nursing_home/view/150834,Residential Health Care; Pediatric
USA-NY-47-NY-HealthProfiles-output-156,Ellis Residential & Rehabilitation Center,600 Mcclellan Street,,Schenectady,12304,NY,US,(518) 243-4100,http://www.ellismedicine.org/nursing-home/,https://profiles.health.ny.gov/nursing_home/view/150843,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-157,Elm Manor Nursing Home,210 N Main Street,,Canandaigua,14424,NY,US,(585) 394-3883,http://www.hurlbutcare.com/our-communities/elm-manor,https://profiles.health.ny.gov/nursing_home/view/150504,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-158,"Elmhurst Care Center, Inc",100-17 23 Avenue,,East Elmhurst,11369,NY,US,(718) 205-8100,http://www.extendedcare.com/ElderCare/Facilities/NY/EastElmhurst/ElmhurstCC/,https://profiles.health.ny.gov/nursing_home/view/150929,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-159,Emerald North Nursing and Rehabilitation Center,1205 Delaware Avenue,,Buffalo,14209,NY,US,(716) 885-3838,http://www.pscwny.org/harbour-hawthorn-home.html,https://profiles.health.ny.gov/nursing_home/view/150492,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-160,Emerald South Nursing and Rehabilitation Center,1175 Delaware Ave,,Buffalo,14209,NY,US,(716) 885-6733,http://www.pscwny.org/harbour-hawthorn-home.html,https://profiles.health.ny.gov/nursing_home/view/150362,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-161,Erie County Medical Center,462 Grider Street,,Buffalo,14215,NY,US,(716) 898-3000,,https://profiles.health.ny.gov/nursing_home/view/234610,
USA-NY-47-NY-HealthProfiles-output-162,Essex Center for Rehabilitation and Healthcare,81 Park Street,,Elizabethtown,12932,NY,US,(518) 873-3570,http://www.co.essex.ny.us/HNH.asp,https://profiles.health.ny.gov/nursing_home/view/150381,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-163,Evergreen Commons Rehabilitation and Nursing Center,1070 Luther Road,,East Greenbush,12061,NY,US,(518) 479-4662,http://www.evergreen-commons.com/,https://profiles.health.ny.gov/nursing_home/view/150920,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-164,"Excel at Woodbury for Rehabilitation and Nursing, LLC",8533 Jericho Tpke,,Woodbury,11797,NY,US,(516) 692-4100,,https://profiles.health.ny.gov/nursing_home/view/150465,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-165,Fairport Baptist Homes,4646 Nine Mile Point Road,,Fairport,14450,NY,US,(585) 377-0350,http://fairportbaptisthomes.org/,https://profiles.health.ny.gov/nursing_home/view/150420,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-166,Fairview Nursing Care Center Inc,69-70 Grand Central Parkway,,Forest Hills,11375,NY,US,(718) 263-4600,http://fairviewrehab.weebly.com/,https://profiles.health.ny.gov/nursing_home/view/150741,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-167,Far Rockaway Center for Rehabilitation and Nursing,13-11 Virgina St,,Far Rockaway,11691,NY,US,(718) 327-2909,,https://profiles.health.ny.gov/nursing_home/view/150742,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-168,Fasny Firemen's Home,125 Harry-howard Avenue,,Hudson,12534,NY,US,(518) 828-7695,http://www.firemenshome.com/,https://profiles.health.ny.gov/nursing_home/view/150341,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-169,Father Baker Manor,6400 Powers Road,,Orchard Park,14127,NY,US,(716) 667-0001,http://www.chsbuffalo.org/Facilities/NursingHomes/FatherBaker,https://profiles.health.ny.gov/nursing_home/view/150874,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-170,Ferncliff Nursing Home Co Inc,21 Ferncliff Dr,,Rhinebeck,12572,NY,US,(845) 876-2011,http://www.archcare.org/ferncliff-nursing-home.html,https://profiles.health.ny.gov/nursing_home/view/150354,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-171,Fiddlers Green Manor Rehabilitation and Nursing Center,168 West Main Street,,Springville,14141,NY,US,(716) 592-4781,http://www.fiddlersgreenmanor.com/,https://profiles.health.ny.gov/nursing_home/view/150373,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-172,Field Home-Holy Comforter,2300 Catherine Street,,Cortlandt Manor,10567,NY,US,(914) 739-2244,http://www.fieldhome.com/,https://profiles.health.ny.gov/nursing_home/view/150823,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-173,Fieldston Lodge Care Center,666 Kappock Street,,Bronx,10463,NY,US,(718) 549-1203,http://www.fieldstonlodgecarecenter.com/,https://profiles.health.ny.gov/nursing_home/view/150657,Residential Health Care; Ventilator Dependent
USA-NY-47-NY-HealthProfiles-output-174,Finger Lakes Center for Living,20 Park Avenue,,Auburn,13021,NY,US,(315) 255-7188,http://www.auburnhospital.org/programs-services/fingerlakes-center-for-living.php,https://profiles.health.ny.gov/nursing_home/view/150882,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-175,Fishkill Center for Rehabilitation and Nursing,22 Robert R. Kasin Way,,Beacon,12508,NY,US,(845) 831-8704,http://elant.org/?page_id=136,https://profiles.health.ny.gov/nursing_home/view/150356,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-176,Flushing Hospital Medical Center,45th Avenue & Parsons Blvd,,Flushing,11355,NY,US,(718) 670-5918,,https://profiles.health.ny.gov/nursing_home/view/240872,Transitional Care Unit
USA-NY-47-NY-HealthProfiles-output-177,Focus Rehabilitation and Nursing Center at Otsego,128 Phoenix Mills Cross Road,,Cooperstown,13326,NY,US,(607) 544-2600,http://www.otsegomanor.com/,https://profiles.health.ny.gov/nursing_home/view/150520,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-178,Focus Rehabilitation and Nursing Center at Utica,1445 Kemble Street,,Utica,13501,NY,US,(315) 732-0100,http://www.FocusUtica.com/,https://profiles.health.ny.gov/nursing_home/view/150887,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-179,Folts Home,104 North Washington Street,,Herkimer,13350,NY,US,(315) 866-6964,http://www.foltshomes.com/,https://profiles.health.ny.gov/nursing_home/view/150395,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-180,Fordham Nursing and Rehabilitation Center,2678 Kingsbridge Terrace,,Bronx,10463,NY,US,(718) 796-5800,http://www.terrace-healthcare.com/,https://profiles.health.ny.gov/nursing_home/view/150678,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-181,Forest Hills Care Center,71-44 Yellowstone Blvd,,Forest Hills,11375,NY,US,(718) 544-4300,http://foresthillsnh.com/,https://profiles.health.ny.gov/nursing_home/view/150744,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-182,Forest View Center for Rehabilitation & Nursing,71-20 110th Street,,Forest Hills,11375,NY,US,(718) 793-3200,http://www.fvrehab.com/,https://profiles.health.ny.gov/nursing_home/view/150745,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-183,"Fort Hudson Nursing Center, Inc.",319 Upper Broadway,,Fort Edward,12828,NY,US,(518) 747-2811,http://www.forthudson.com/,https://profiles.health.ny.gov/nursing_home/view/150597,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-184,Fort Tryon Center for Rehabilitation and Nursing,801 W 190th St,,New York,10040,NY,US,(212) 543-6400,,https://profiles.health.ny.gov/nursing_home/view/150723,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-185,Four Seasons Nursing and Rehabilitation Center,1555 Rockaway Parkway,,Brooklyn,11236,NY,US,(718) 927-6300,http://www.fourseasonsnh.com/,https://profiles.health.ny.gov/nursing_home/view/150804,Residential Health Care; Ventilator Dependent
USA-NY-47-NY-HealthProfiles-output-186,Fox Run at Orchard Park,One Fox Run Lane,,Orchard Park,14127,NY,US,(716) 662-5001,http://www.foxrunorchardpark.com/,https://profiles.health.ny.gov/nursing_home/view/150491,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-187,Franklin Center for Rehabilitation and Nursing,142-27 Franklin Avenue,,Flushing,11355,NY,US,(718) 670-3400,,https://profiles.health.ny.gov/nursing_home/view/150763,Residential Health Care; Ventilator Dependent
USA-NY-47-NY-HealthProfiles-output-188,"Friedwald Center for Rehabilitation and Nursing, LLC",475 New Hempstead Road,,New City,10956,NY,US,(845) 354-7000,http://www.friedwaldcenter.com/,https://profiles.health.ny.gov/nursing_home/view/150533,Residential Health Care; Ventilator Dependent
USA-NY-47-NY-HealthProfiles-output-189,Fulton Center for Rehabilitation and Healthcare,847 Cohwy 122,,Gloversville,12078,NY,US,(518) 773-3400,http://fultoncenter.net/,https://profiles.health.ny.gov/nursing_home/view/150389,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-190,Fulton Commons Care Center Inc,60 Merrick Ave,,East Meadows,11554,NY,US,(516) 222-9300,http://www.fultoncommons.com/,https://profiles.health.ny.gov/nursing_home/view/150904,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-191,Garden Care Center,135 Franklin Avenue,,Franklin Square,11010,NY,US,(516) 775-2100,http://www.gardencarerehab.com/,https://profiles.health.ny.gov/nursing_home/view/150458,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-192,Garden Gate Health Care Facility,2365 Union Road,,Cheektowaga,14227,NY,US,(716) 668-8100,http://www.mcguiregroup.com/garden%20gate%20page.html,https://profiles.health.ny.gov/nursing_home/view/150377,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-193,Glen Arden Inc,46 Harriman Drive,,Goshen,10924,NY,US,(845) 291-7800,http://www.glenardenny.com/,https://profiles.health.ny.gov/nursing_home/view/150917,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-194,Glen Cove Center for Nursing and Rehabilitation,6 Medical Plaza,,Glen Cove,11542,NY,US,(516) 671-9010,http://www.glencoverehab.com/,https://profiles.health.ny.gov/nursing_home/view/150443,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-195,Glen Island Center for Nursing and Rehabilitation,490 Pelham Road,,New Rochelle,10805,NY,US,(914) 636-2800,http://www.glenislandcarecenter.com/,https://profiles.health.ny.gov/nursing_home/view/150615,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-196,Glendale Home-Schdy CNTY Dept Social Services,59 Hetcheltown Road,,Scotia,12302,NY,US,(518) 384-3601,http://www.schenectadycounty.com/FullStory.aspx?m=248&amid=804,https://profiles.health.ny.gov/nursing_home/view/150550,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-197,Glengariff Health Care Center,141 Dosoris Lane,,Glen Cove,11542,NY,US,(516) 676-1100,http://glengariffcare.com/,https://profiles.health.ny.gov/nursing_home/view/150441,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-198,Gold Crest Care Center,2316 Bruner Avenue,,Bronx,10469,NY,US,(718) 882-6400,http://www.goldcrestcc.com/,https://profiles.health.ny.gov/nursing_home/view/150653,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-199,Golden Gate Rehabilitation & Health Care Center,191 Bradley Ave,,Staten Island,10314,NY,US,(718) 698-8800,http://goldengaterehab.com/contactus.php,https://profiles.health.ny.gov/nursing_home/view/150782,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-200,Golden Hill Nursing and Rehabilitation Center,99 Golden Hill Drive,,Kingston,12401,NY,US,(845) 340-3390,http://www.co.ulster.ny.us/resources/goldenhill.html,https://profiles.health.ny.gov/nursing_home/view/150590,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-201,Good Samaritan Nursing Home,101 Elm St,,Sayville,11782,NY,US,(631) 244-2400,http://goodsamaritan.chsli.org/index.php/good-samaritan-nursing-home-,https://profiles.health.ny.gov/nursing_home/view/150795,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-202,Good Shepherd Village at Endwell,14 Village Drive,,Endwell,13760,NY,US,(607) 757-3102,http://www.gsvillage.com/,https://profiles.health.ny.gov/nursing_home/view/208956,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-203,Good Shepherd-Fairview Home Inc,80 Fairview Avenue,,Binghamton,13904,NY,US,(607) 724-2477,http://www.gsfhome.com/,https://profiles.health.ny.gov/nursing_home/view/150310,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-204,Gowanda Rehabilitation and Nursing Center,100 Miller Street,,Gowanda,14070,NY,US,(716) 532-5700,http://gowandarehab.com/,https://profiles.health.ny.gov/nursing_home/view/150602,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-205,Grace Plaza Nursing and Rehabilitation Center,15 St Pauls Place,,Great Neck,11021,NY,US,(516) 466-3001,http://www.graceplaza.com/,https://profiles.health.ny.gov/nursing_home/view/150453,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-206,Grand Manor Nursing & Rehabilitation Center,700 White Plains Road,,Bronx,10473,NY,US,(718) 518-8892,http://www.grandmanor.org/,https://profiles.health.ny.gov/nursing_home/view/150553,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-207,Grandell Rehabilitation and Nursing Center,645 W Broadway,,Long Beach,11561,NY,US,(516) 889-1100,http://www.grandellrehab.com/,https://profiles.health.ny.gov/nursing_home/view/150445,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-208,Greene Meadows Nursing and Rehabilitation Center,161 Jefferson Heights,,Catskill,12414,NY,US,(518) 943-9380,http://www.columbiamemorial.com/kaaterskill/,https://profiles.health.ny.gov/nursing_home/view/150393,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-209,Greenfield Health & Rehab Center,5949 Broadway,,Lancaster,14086,NY,US,(716) 684-3000,http://www.niagaralutheran.org/content/pages/greenfield-rehab,https://profiles.health.ny.gov/nursing_home/view/150927,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-210,Groton Community Health Care Center Residential Care Facility,120 Sykes Street,,Groton,13073,NY,US,(607) 898-5876,,https://profiles.health.ny.gov/nursing_home/view/150786,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-211,Gurwin Jewish Nursing and Rehabilitation Center,68 Hauppauge Road,,Commack,11725,NY,US,(631) 499-6500,http://www.gurwin.org/,https://profiles.health.ny.gov/nursing_home/view/150835,Residential Health Care; Ventilator Dependent
USA-NY-47-NY-HealthProfiles-output-212,Hamilton Manor Nursing Home,1172 Long Pond Road,,Rochester,14626,NY,US,(585) 225-0450,http://www.lattaroadnh.com/about.htm,https://profiles.health.ny.gov/nursing_home/view/150428,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-213,Hamilton Park Nursing and Rehabilitation Center,691 92 Street,,Brooklyn,11228,NY,US,(718) 567-1820,http://www.hamiltonparkrehab.com/,https://profiles.health.ny.gov/nursing_home/view/150847,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-214,"Harlem Center for Nursing and Rehabilitation, LLC",30 West 138th Street,,New York,10037,NY,US,(212) 690-7400,http://www.ghnh.org/greater-harlem/index.php,https://profiles.health.ny.gov/nursing_home/view/150726,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-215,"Harris Hill Nursing Facility, LLC",2699 Wehrle Drive,,Williamsville,14221,NY,US,(716) 632-3700,http://www.mcguiregroup.com/harris%20hill%20page.html,https://profiles.health.ny.gov/nursing_home/view/150822,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-216,"Haven Manor Health Care Center,llc",1441 Gateway Boulevard,,Far Rockaway,11691,NY,US,(718) 471-1500,,https://profiles.health.ny.gov/nursing_home/view/150808,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-217,Haym Solomon Home for the Aged,2340 Cropsey Avenue,,Brooklyn,11214,NY,US,(718) 373-1700,http://www.haymsalomonhome.com/,https://profiles.health.ny.gov/nursing_home/view/150682,Residential Health Care
USA-NY-47-NY-HealthProfiles-output-218,Hebrew Home for the Aged at Riverdale,5901 Palisade Avenue,,Bronx,10471,NY,US,(718) 581-1000,http://www.hebrewhome.org/,https://profiles.health.ny.gov/nursing_home/view/150643,Residential Health Care
