row_id,name,license_num,website,contact,phone,cell,fax,email,management_company_name,management_company_phone,rents,subsidized_rent,included_utilities,safety_features,resident_parking,visitor_parking,shuttle_bus,bus_stop,year_built,number_of_floors,building_features,laundry_type,flooring_type,street_address,po_box,city,province,postal_code,country,facility_type
Canada-MB-22-SeniorHousing-22-SeniorHousing-45,The Westhaven (Assisted Living),,http://www.atriaretirement.ca,,204  831-6742,,,william.dubreuil@atriaretirement.ca,Atria Retirement,,One Bedroom - call fo price (580 sq/ft); Two Bedroom - call for price (1200 sq/ft),FALSE,Cable; Heat; Hydro; Water,Alarm System; Emergency Pull Cord; Enterphone System; On-Site Personnel; 24 hour personnel,included in rent,TRUE,To grocer 6 times per week,"On Portage Ave at Woodlands Cres (eastbound & westbound) routes 11, 21, 22 & 82",1984,13,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Hair Salon,Included In Rent,Carpet; Vinyl,3033 Portage Ave,,Winnipeg,MB,R3K 2E3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-46,The New Mount Royal Apts,,,,204  918-1200,,,,Sussex Realty,204  488-4444,One Bedroom - $913 +; Two Bedroom - $1080 - $1100 +,FALSE,Heat; Water,Enterphone System; Locked Building; On-Site Personnel,Call for more info on pricing,FALSE,No,"Route 11, 21, 22 on Portage Ave.",,3  walk up,Air Conditioning; Exercise Facilities; Recycling Program; Newly renovated suites;  new appliances,Smart Card,Hardwood,2265 Portage Ave,,Winnipeg,MB,R3J 0M1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-47,Sturgeon Park House,,,,204  832-6776,,,,W.R.E. Development Ltd.,204  889-5409,One Bedroom - $850 - $890  (675 sq ft); Two Bedroom - $950 - $1000 (855 sq ft),FALSE,Heat; Hydro; Water,Alarm System; Enterphone System; Key-Card Entry; On-Site Personnel,$36 / month,FALSE,To grocer 1 x per week,"On Portage Ave. routes 11, 21, 22, & 82",,14,Air Conditioning; Balcony/Patio; Elevator; Storage Locker/Room; A/C incl in rent;  in suite storage,Smart Card,Carpet; Vinyl,3063 Portage Ave,,Winnipeg,MB,R3K 1Z2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-48,Sturgeon Creek 2 Retirement Residence (Assisted Living),,http://www.allseniorscare.com,,,,,,All Seniors Care,204  885-0303,One Bedroom - call for current costs; Two Bedroom - call for current rent costs,FALSE,Heat; Hydro; Water,; nurse on duty,Aboveground included in rent,TRUE,"To grocer three times per week, to medical appointments two times per week",On Sturgeon Rd at Hallonquist Dr (northbound & southbound) route 83,2007,4,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Recycling Program; Storage Locker/Room; Spa Tub;  Chapel;  Movie Theatre;  Multi-Purpose Room;  Internet;  Lounge;  Library;  Convenience Store;  Beauty Salon/Barber;  Bistro Lounge;  Games Room,"Included In Rent, Linen laundry done on a weekly basis",Carpet; Vinyl,707 Setter St,,Winnipeg,MB,R2Y 0A4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-49,Sturgeon Creek 1 Retirement Residence (Assisted Living),,http://www.allseniorscare.com,,,,,,All Seniors Care,204  885-1415,One Bedroom - call for current rent costs; Two Bedroom - call for current rent costs,FALSE,Heat; Hydro; Water,Alarm System; Cameras; Emergency Pull Cord; Night Security; On-Site Personnel; On-Site Security; Daily Checks;  nurse on duty,Aboveground included in rent; Garages $50/month,TRUE,"To grocer four times per week, to medical appointments twice per week",On Sturgeon Rd at Hallonquist Dr (northbound & southbound) route 83,2005,4,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Recycling Program; Private Dining Room;  Convenience Store;  Beauty Parlor;  Barber;  Chapel;  Internet Lounge;  Games Room;  Theatre;  Library;  Multi-Purpose Room,"Included In Rent, Linen laundry done on weekly basis",Carpet; Vinyl,10 Hallonquist Dr,,Winnipeg,MB,R2Y 2M5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-50,St. James Kiwanis The Terrace ( assisted living),,http://www.stjameskiwanisvillage.ca,,204 837-22305,,,stjadmin@shaw.ca,,,One Bedroom - $2003; Two Bedroom - $2534,FALSE,Heat; Hydro; Water,Cameras; Key-Card Entry; On-Site Personnel,available  call for costs,,,"On Ness Ave routes 24, 25 & 83",2014,3,Air Conditioning; Balcony/Patio; Elevator; housekeeping services included in rent,"Included In Rent, in suite laundry",Carpet; Vinyl,90,,Winnipeg,MB,R3J 2Z4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-51,St. James Kiwanis Courts East,,http://www.stjameskiwanisvillage.ca,,204 837-2305,,,stjadmin@shaw.ca,,,One Bedroom - $842 (660sqft); Two Bedroom - $1074 (890 - 895 sqft),FALSE,Heat; Hydro; Water,Cameras; Locked Building; On-Site Personnel,above ground $35 / mth,,To grocer 1X per week,"On Ness Ave at Braintree Rd (eastbound & westbound) routes 24, 25 & 83",2016,3,Balcony/Patio; Storage Locker/Room; 3 floors with elevator,Coin Operated,Carpet; Vinyl; linoleum flooring,75,,Winnipeg,MB,R3J 1Y3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-52,St James Legion Lodge,,http://www.sam.mb.ca,,,,,,S.A.M. Management Inc.,200 - 1080 Portage Avenue  R3G 3M3,Bachelor/Studio - Rent geared to income in a 3 tier program; One Bedroom - Rent geared to income in a 3 tier program,TRUE,Heat; Water,Alarm System; Enterphone System; On-Site Personnel,Aboveground $24/month,TRUE,None,On Ness Ave at Harcourt St (eastbound & westbound) routes 24 & 25,,3,Elevator; Party Room; Storage Locker/Room,Coin Operated,Vinyl,2730 Ness Ave,,Winnipeg,MB,R3J 1A7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-53,St James Kiwanis Villa,,http://www.stjameskiwanisvillage.ca,,204  837-2305,,,stjadmin@shaw.ca,,,One Bedroom - $883  (650 sq/ft); Two Bedroom - $1061 - $1072 (860-885 sq/ft),FALSE,Water,Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $25/month,TRUE,To grocer 1x per week,"On Ness Ave at Braintree Rd (eastbound & westbound) routes 24, 25 & 83",2007,4,Air Conditioning; Balcony/Patio; Elevator; Recycling Program; Lounge,Coin Operated,Carpet; Vinyl,155,,Winnipeg,MB,R3J 0H5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-54,St James Kiwanis Manor,,http://www.stjameskiwanisvillage.ca,,204  837-2305,,,stjadmin@shaw.ca,,,One Bedroom - $601  (650 sq/ft)  (subsidized rent available); Two Bedroom - $1061--$1072 (860 - 885 sq/ft),FALSE,Water,Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $25/month,TRUE,To grocer 1x per week,"On Ness Ave at Braintree Rd (eastbound & westbound) routes 24, 25 & 83",2005,4,Air Conditioning; Balcony/Patio; Elevator; Recycling Program; Lounge,Coin Operated,Carpet; Vinyl,135,,Winnipeg,MB,R3J 4A2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-55,St James Kiwanis Courts West,,http://www.stjameskiwanisvillage.ca,,204  837-2305,,,stjadmin@shaw.ca,,,One Bedroom - $496 (440 sq/ft),FALSE,Heat; Hydro; Water,On-Site Personnel,Aboveground $25/month,TRUE,To grocer once per week,"On Ness Ave at Braintree Rd (eastbound & westbound) routes 24, 25 & 83",1953,1,Balcony/Patio; Recycling Program; Storage Locker/Room,Coin Operated,Carpet; Vinyl,101,,Winnipeg,MB,R3J 2Z3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-56,St James Kiwanis Lodge,,http://www.stjameskiwanisvillage.ca,,204  837-2305,,,stjadmin@shaw.ca,,,One Bedroom - $664 (560 sq/ft); Two Bedroom - $755 (690 sq/ft),FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,Aboveground $25/month,TRUE,To grocer 1x per week,"On Ness Ave at Braintree Rd (eastbound & westbound) routes 24, 25 & 83",1983,3,Air Conditioning; Balcony/Patio; Elevator; Recycling Program; Pool Table,Coin Operated,Carpet; Vinyl,100,,Winnipeg,MB,R3J 2Z4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-57,Pinewood Place,,http://www.globegeneral.ca,,204  832-4159,,,,Globe General Agencies,204  956-2233,One Bedroom - $940 - $950; Two Bedroom - $1080 - $1100,FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,$50 underground; $38 outdoor surface lot,FALSE,to grocer 1 x / week,On Portage Ave route 11,,8,Balcony/Patio; Elevator; Storage Locker/Room; In suite storage,Smart Card,Hardwood,2510 Portage Ave,,Winnipeg,MB,R3J 0N9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-58,Westlands Housing Co,,http://www.lifelease.ca,,204 982-2000,,,,Murdoch Management Inc.,204 982-2000,One Bedroom - $697  (570 sq/ft)  + (Co-op share $1000); Two Bedroom - $925  (770 sq/ft)  + (Co-op share $1000),TRUE,Heat; Hydro; Water,Locked Building,surface lot $24 /month,FALSE,,"King Edward at Elgin routes 26,28,77",2013,2,Elevator,,,op 50 Oddy St,,Winnipeg,MB,R2R 0L2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-59,Villa Heidelberg Inc.,,,,204 942-7633,,,villaheidelberg@shaw.ca,,,Bachelor/Studio - 28% of gross income (400 sq/ft),TRUE,Heat; Water,Alarm System; Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $24/month,,To grocer 2x / month,On Edmonton St at Assiniboine Ave (northbound) route 43,1976,9,Elevator; Exercise Facilities; Party Room,Included In Rent,Tile,33 Edmonton St,,Winnipeg,MB,R3C 1P8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-60,Park Towers,,,,204  896-0216,,,,Akman Management,204  904-9721,One Bedroom - $835 +; Two Bedroom - $960 +,FALSE,Heat; Water,Enterphone System; Locked Building; On-Site Personnel,Surface lot $35 /mth   covered $45 /mth,FALSE,No,"On Portage Ave. route 11, 21",,7,Balcony/Patio; Elevator,"Coin Operated, laundry on every floor",Carpet; Hardwood; tile,2300 Portage Ave,,Winnipeg,MB,R3J 0M4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-61,Metropolitan Kiwanis Courts (Assisted Living),,,,204  885-7700,,,shunter@kiwaniscourts.ca,,,Bachelor/Studio - $1145 (287 sq/ft); One Bedroom - $1415 - $1715  (585 sq/ft & 795 sq/ft); Two Bedroom - $2210 (phase II); Three Bedroom - * extra person add $545,FALSE,Cable; Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,Aboveground $25 / month,TRUE,To grocer twice weekly,"On Ness Ave at Rita St (eastbound & westbound) routes 24, 25 & 83",2000,3,Air Conditioning; Elevator; Exercise Facilities; Party Room; Recycling Program,Included In Rent,Carpet; Vinyl,2300 Ness Ave,,Winnipeg,MB,R3J 1A2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-62,Mandeville Towers,,,,204 889-9158,,,info@globegeneral.ca,Globe General Agencies,204  956-2233,Bachelor/Studio - $740+; One Bedroom - $845 +; Two Bedroom - $950 +,FALSE,Heat; Water,Enterphone System; Locked Building; On-Site Personnel,Surface lot $50/ month,FALSE,No,"On Portage routes 11, 21, & 22",,5,Elevator; Recycling Program; Storage Locker/Room,Smart Card,Carpet; Vinyl,2075 Portage Ave,,Winnipeg,MB,R3J 0L1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-63,Hillsboro House,,,,204  786-3301,,,,Laurence Management Group,204  831-9960,One Bedroom - $927 (without balcony) $963 (with balcony); Two Bedroom - $1040 (without balcony) $1056 (wait balcony); Three Bedroom -,FALSE,Heat; Water,Cameras; Enterphone System; On-Site Personnel,Underground $60; surface lot $40,FALSE,to groger 1x per week,On Portage Ave. route 11,,8,Balcony/Patio; Elevator; Pool; Recycling Program; Central air;  newly renovated;  dishwasher;  garbage chutes,Smart Card,Hardwood; Ceramic;  parquet & some tile,616 Strathcona St,,Winnipeg,MB,R3G 3E8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-64,Hamilton House,,,,204  942-0991,,,,S.A.M. Management,1080 Portage Ave.              R3G 3M3,Bachelor/Studio - $585 (380 sq/f); One Bedroom - $711 (525 sq/ft),TRUE,Heat; Hydro; Water,Cameras; Enterphone System; Locked Building; On-Site Personnel; Grab Bars in Tub Area,Aboveground $30 /month,TRUE,To grocer three times per week,"On Hamilton Ave at Knox St (eastbound & westbound) routes 24 & 25 on Buchanan Blvd routes 24,25, 83",1977,6,Elevator; Party Room; Recycling Program,Coin Operated,Carpet; Vinyl,475 Hamilton Ave,,Winnipeg,MB,R2Y 2G5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-65,David Estates,,http://www.wredevelopment.ca,,204  837-5440,,,,W.R.E. Development Ltd.,204  889-5409,One Bedroom - $921 +; Two Bedroom - $1080 +,FALSE,Heat; Hydro; Water,Cameras; Locked Building; On-Site Personnel,Aboveground $25/month,TRUE,To grocer weekly,"On Portage Ave at David St (eastbound & westbound) routes 11, 21, 22 & 82",1980,3,Air Conditioning; Balcony/Patio; Exercise Facilities; Party Room; Recycling Program; Sauna,Smart Card,Carpet; Vinyl,3563/3567 Portage Ave,,Winnipeg,MB,R3K 2E1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-66,Carillon Towers,,http://www.towersrealty.ca,,204 898-6973,,,,Towers Realty Group,204 956-2739,Bachelor/Studio - $720 + (389 sq/ft); One Bedroom - $987 + (443-636 sq/ft); Two Bedroom - $1132 + (854-970 sq/ft),FALSE,Heat; Water,Enterphone System; Locked Building; On-Site Personnel,Surface lot $40; Underground $60,FALSE,No,On Portage Ave route 11,,7,Balcony/Patio; Recycling Program; Storage Locker/Room; Garburator,"Smart Card, storage lockers are $10 / mth.",Carpet; Vinyl,1790 Portage Ave,,Winnipeg,MB,R3J 0E9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-67,Birchwood Terrace,,http://www.rentcanada.com,,204  837-6911,,,,Lakewood Agencies Limited,204  982-5959,Bachelor/Studio - $800+  (582 sq ft); One Bedroom - $954+ (706 sq ft); Two Bedroom - $1041+  (790 - 1020 sq ft),FALSE,Heat; Water,Alarm System; Enterphone System; Locked Building; On-Site Personnel,ask about price,TRUE,No,"On Portage Ave at Whytewold Rd (eastbound & westbound) routes 11, 21 & 22",1962,6,Air Conditioning; Balcony/Patio; Elevator; Pool; Recycling Program,Coin Operated,Carpet; Vinyl,2440 Portage Ave,,Winnipeg,MB,R3J 0N5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-68,Courts of St. James,,,,888-3747 xt 305,,,,Globe General Agencies,204 956-2233,Bachelor/Studio - $785   studio $775; One Bedroom - $975+; Two Bedroom - $1154+; Three Bedroom - $1390+,FALSE,Heat; Hydro; Water,Enterphone System; Key-Card Entry; Night Security; On-Site Personnel,Aboveground & Underground $50 / month,FALSE,"To grocer, call for more details","On Portage Ave. route 11, 21, 22, 82, & 98",,16,Air Conditioning; Balcony/Patio; Elevator; Party Room; Sauna; Storage Locker/Room; Indoor carwash;  underground tunnels;  guest suites;  billiard room,Smart Card,Carpet; Hardwood; Vinyl,2727 Portage Ave,,Winnipeg,MB,R3J 0R2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-69,Billingsley Manor,,,,204  889-7012,,,,Smith Agency,204  287-2872,Bachelor/Studio - $550+; One Bedroom - $812 - $847; Two Bedroom - $983 - $1019,FALSE,Heat; Water,Enterphone System; Locked Building; On-Site Personnel,Underground $34 / month,FALSE,No,On Portage Ave route 11,,6,Balcony/Patio; Elevator; Storage Locker/Room; Indiv thermostats;  garbage chutes,Coin Operated,Carpet; Vinyl,2515 Portage Ave,,Winnipeg,MB,R3J 0P2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-70,Quail Ridge Estates,,,,204  885-0769,,,,Weidner Apartment Homes,204  885-0769,One Bedroom - $1030 + (580 sq ft); Two Bedroom - $1220 + (830 sq ft),FALSE,Heat; Water,Alarm System; Enterphone System; On-Site Personnel,Surface lot included in rent,FALSE,No,On Quail Ridge route 83,,4,Air Conditioning; Balcony/Patio; Elevator,"Included In Rent, In suite washer & dryer",Carpet; Linoleum,210 Quail Ridge Rd,,Winnipeg,MB,R2Y 2N1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-71,Ashbury Place,,,,204  832-5847,,,info@marwest.ca,Marwest Management Canada Ltd,300-360 Main St,One Bedroom - $943+ (586-600 sq/ft); Two Bedroom - $1100+ (740-830 sq/ft),FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $17/month; Covered $22/month,TRUE,To grocer weekly,On Ness Ave at Queen St (eastbound & westbound) routes 24 & 25,1978,11,Balcony/Patio; Elevator,Smart Card,Carpet; Vinyl,299 Queen St,,Winnipeg,MB,R3J 3V5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-72,529 Country Club Blvd,,,,,,,,Manitoba Housing,204  945-4663,Bachelor/Studio - 28% of gross income (420 sq/ft); One Bedroom - 28% of gross income (627 sq/ft),TRUE,Heat; Hydro; Water,Enterphone System; Medical Alarm in Suite,Aboveground $24 / month,FALSE,To grocer two times per week,"On Portage Ave at Country Club Blvd (eastbound & westbound) routes 11, 21, 22 & 82",,,,Included In Rent,Tile,529 Country Club Blvd,,Winnipeg,MB,R3K 1Z8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-73,455 Westwood Drive,,,,204 889-6073,,,westwood455@hotmail.com,WRE Development,204 889-5409,One Bedroom - $1037 +  (687 sq.ft); Two Bedroom - $1275  - $1375 +  (929 sq.ft & 1020 sq.ft); Three Bedroom - $1575  (1166 sq.ft),FALSE,Heat; Water,Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel,surface lot $36/mth   underground $100/mth,FALSE,,,2012,12,Air Conditioning; Balcony/Patio; Exercise Facilities; Party Room; Recycling Program; Storage Locker/Room,"En Suite, Included In Rent",Carpet; Tile,455 Westwood Drive,,Winnipeg,MB,R3K 1W6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-74,2600/2610 Portage Ave,,http://www.rentcanada.com,,204 832-3693,,,,Lakewood Agencies Limited,204 982-5959,One Bedroom - please call to enquire about rental rates,FALSE,Heat; Water,Alarm System; Enterphone System; Locked Building; On-Site Personnel,Aboveground & covered one stall included in rent,TRUE,No,"On Portage Ave at Windham Rd (eastbound) at Thompson Dr (westbound) routes 11, 21, 83 & 98",1971,7,Air Conditioning; Balcony/Patio; Elevator,Coin Operated,Carpet; Vinyl,2600/2610 Portage Ave,,Winnipeg,MB,R3J 3R2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-75,22 Strauss Dr,,,,,,,,Manitoba Housing,204 945-7319,Bachelor/Studio - 28% of gross income (420 sq/ft); One Bedroom - 28% of gross income (627 sq/ft),TRUE,Heat; Hydro; Water,Enterphone System; Medical Alarm in Suite,Aboveground $24 / month,TRUE,To grocer weekly,On Strauss Dr at Morey St (eastbound) route 83,,,,Included In Rent,,22 Struass Dr,,Winnipeg,MB,R3J 3V2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-76,Willowlake Gardens,,http://www.rentcanada.com,,204 253-9753,,,propertymgmt@ladcocompany.com,Lakewood Agencies Limited,204 982-5959,One Bedroom - $901; Two Bedroom - $1015,FALSE,Heat; Water,Alarm System; Enterphone System; Locked Building; On-Site Personnel,Aboveground; one stall included in rent,TRUE,No,"On Willowlake Cres at Pebble Beach Rd (eastbound & westbound) routes 50, 75 & 96",1973,3,Air Conditioning; Balcony/Patio; Storage Locker/Room; Mixed Housing,Coin Operated,Carpet; Vinyl,321,,Winnipeg,MB,R2J 3E6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-77,Wickham Park,,http://www.rentcanada.com,,204 254-7143,,,wickhamprk@ladcocompay.com,Lakewood Agencies Limited,204 982-5959,Three Bedroom - call for prices; Four Bedroom - call for prices,FALSE,,Alarm System,Aboveground; one stall included in rent,TRUE,No,On Drake Blvd at Elizabeth Rd (northbound & southbound) route 19,1970,2,Air Conditioning; Balcony/Patio; Basement;  Washer/Dryer in Suite;  mixed housing,,Carpet; Vinyl,100 Wickham Rd,,Winnipeg,MB,R2J 2L4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-78,Villa Aulneau (Assisted Living),,http://www.villaaulneau.ca,,204 594-6300,,,glambert@despinscharities.ca,,,Bachelor/Studio - $1685 - $2005  (428-591sq.ft.); One Bedroom - $1905 - $2430  (494-775 sq.ft.); Two Bedroom - $2630 - $3030  (793-814 sq.ft),FALSE,Heat; Hydro; Water,,$35 / month aboveground,TRUE,,,2011,5,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Recycling Program; Storage Locker/Room; Chapel;  Internet lounge;  many lounges,Included In Rent,Carpet; Tile; Vinyl,601 Aulneau Street,,Winnipeg,MB,R2H 2V5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-79,Residence Despins (Assisted Living),,http://www.resdespins.ca,,204 480-2900,,,afoidart@despinscharities.ca,Despins Charities,,Bachelor/Studio - $1585 - $1705 (397 - 549 sq ft); One Bedroom - $1800 - $2065 (537 - 778 sq ft); Two Bedroom - $2270 - $2440 (941 - 1156 sq ft),FALSE,Heat; Hydro; Water,Alarm System; Enterphone System; Locked Building; On-Site Personnel; On-Site Security; In house lifeline $10 / month,Group rates available,FALSE,Trips to St. Vital Mall and special outings,On Tache Ave or rue Aulneau Route 10,,5,Air Conditioning; Elevator; Exercise Facilities; Party Room; Gazebo;  tuck shop;  spa services;  public washroom;  hair salon,"Included In Rent, Bed and linen services available",Carpet; Vinyl,151,,Winnipeg,MB,R2H 0L7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-80,Place St. Boniface,,,,204 231-1050,,,,A.S.H. Management,204 982-7973,One Bedroom - $598 + up; Two Bedroom - $742 + up,FALSE,Heat; Water,Locked Building; On-Site Personnel; 24 Hr emergency services,$46 per month,FALSE,Dart service in area,"Route 19 EB Marion, WB Goulet, Route 10 on Des Meurons",,3,Storage Locker/Room; Newly renovated;  new appliances,Coin Operated,Hardwood,325,,Winnipeg,MB,R2H 1C3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-81,Place Rennes,,,,204 235-0568,,,,J. C. Property Management,204 943-1720,One Bedroom - $765 +; Two Bedroom - $828 +,FALSE,Heat; Hydro; Water,On-Site Personnel,Available call for more info,FALSE,Dart Service available,"Route 19 on Goulet WB,  Marion EB, Route 10 on Des Meurons",,3,; 3 floor walk up;  close to amenities,Coin Operated,Hardwood,344,,Winnipeg,MB,R2H 1C5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-82,Manoir de la Cathedrale Manor (Assisted Living),,http://www.calebgroup.ca,,204 231-2277,,,rhonda@cathedralemanor.ca,Cupola Investments,,Bachelor/Studio - $1595 (268 sq/ft); One Bedroom - $2300 (416 sq/ft)           *extra person add $495; Two Bedroom - $2950 - $3250 (707 sq/ft)   *exra person add $495,FALSE,Heat; Hydro; Water,Alarm System; Cameras; Key-Card Entry; Locked Building; Night Security; Emergency Pendant,Aboveground & garages; $40 - $65/month,TRUE,"To  medical appts, mall, & special outings","On Cathedrale Ave route 56, on Des Meurons St route 10",2005,4,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Recycling Program; Library;  Chapel,"Included In Rent, Bed & linen service",Carpet; Vinyl,321,,Winnipeg,MB,R2H 0A3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-83,Maison Dorchester,,,,204 990-1253,,,,Alderman Capital,204 633-8787,One Bedroom - $634+ up; Two Bedroom - $820+ up,FALSE,Heat; Water,On-Site Personnel,Surface parking available,FALSE,Dart service in area,"Route 19 EB on Marion, WB on Goulet",,3,; 3 floor walk up,Coin Operated,Hardwood,300 Marion St,,Winnipeg,MB,R2H 0T9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-84,Legion Towers,,,,,,,,Canadian Legion Memorial Housing Foundation,47 Cascade Bay,One Bedroom - $420 - $555,FALSE,Heat; Hydro; Water,On-Site Personnel; Intercom System,Aboveground $20/month,FALSE,,On Tache Ave at Eugenie St (northbound & southbound) route 10,1969,6,Air Conditioning; Party Room,Coin Operated,,270 Kenny St,,Winnipeg,MB,R2H 2E5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-85,Laval Apts,,,,204 898-7264,,,,Towers Realty Group,204 956-2739,One Bedroom - $749 +; Two Bedroom - $864 +,FALSE,Water,On-Site Personnel,Surface lot $35 per month,FALSE,,Routes 19 & 50 on Archibald,,3,Air Conditioning; Newly renovated;  electric heat;  dishwasher,Coin Operated,Carpet; Hardwood,932 Archibald St,,Winnipeg,MB,R2J 0Z1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-86,Holy Cross Manor,,,,204 237 -6177,,,,Holy Cross Housing Inc.,204 233-6103,Bachelor/Studio - $563 +; One Bedroom - $639 +,FALSE,Heat; Hydro; Water,Locked Building,None,FALSE,,On Eugenie St at Enfield Cres DART stop 171 (westbound) route 110,1972,3,Party Room; Recycling Program,Included In Rent,Vinyl,266,,Winnipeg,MB,R2H 1B7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-87,Villa Fel Rodriguez Housing Co,,,,204  982-2000,,,,Murdoch Management Inc.,204 982-2000,One Bedroom - 28% of gross income  plus $610.00 co-op share; Two Bedroom - 28% of gross income  plus $610.00 co-op share,TRUE,Heat; Hydro; Water,Locked Building,$24 / month,FALSE,no,"On William & Gertie Route 12, William & Isabel route 17",,3,Elevator; Party Room; multi purpose room,Coin Operated,,op 442 William Ave,,Winnipeg,MB,R3A 0J6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-88,Sunset House,,,,204 772-0508,,,,,,Bachelor/Studio - $360 (336 sq/ft); One Bedroom - $471 (454 sq/ft) large $640 (660 & 689 sq/ft),FALSE,Heat; Hydro; Water,Alarm System; Enterphone System; Locked Building; On-Site Personnel,Aboveground $35/month,TRUE,To grocer two times per week,"On Notre Dame Ave at Arlington St (eastbound & westbound) routes 19, 28, 31, 34 & 36",1969,6,Elevator; Party Room; Recycling Program,Included In Rent,Carpet; Vinyl,888 Arlington St,,Winnipeg,MB,R3E 2E4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-89,St Andrews Place,,http://www.sam.mb.ca,,204 942-0991,,,,S.A.M. Management Inc.,200 - 1080 Portage Avenue      R3G 3M3,Bachelor/Studio - Rent geared to income; One Bedroom - Rent geared to income,TRUE,Cable; Heat; Water,Cameras; Enterphone System; Locked Building; Night Security; On-Site Personnel,None,FALSE,None,On Ellen St at William Ave (southbound) route 3,1975,11,Elevator,Included In Rent,Vinyl,425 Elgin Ave,,Winnipeg,MB,R3A 1P2,Canada,Senior Housing
