row_id,Facility Name,License Number,License Exp.,Facility Type,Type,Address,County,City,Zip,State,Contact Phone,Mailing Address,Administrator,Admin Phone,Mailing City,Mailing Zip,Mailing State,Facility Email,Licensee,Fac. Contact Email,Country
USA-SC-56-SC-HealthCareFacilities-output-163,FAMILY RESIDENTIAL CARE HOME I,CRC-1233,2/28/2018,Residential Care,Sole Proprietorship,21 EDWARDS ST,Sumter,SUMTER,29150-4808,SC,803-775-9555,21 EDWARDS ST,WALTERS MICHAEL A,803-775-9555,SUMTER,29150-4808,SC,FAMILYRCH1N2@YAHOO.COM,WALTERS MICHAEL A,FAMILYRCH1N2@YAHOO.COM,US
USA-SC-56-SC-HealthCareFacilities-output-164,FAMILY RESIDENTIAL CARE HOME II,CRC-1277,6/30/2018,Residential Care,Sole Proprietorship,23 EDWARDS ST,Sumter,SUMTER,29150-4808,SC,803-775-9555,23 EDWARDS ST,WALTERS MICHAEL A,803-775-9555,SUMTER,29150-4808,SC,FAMILYRCH1N2@YAHOO.COM,WALTERS MICHAEL A,FAMILYRCH1N2@YAHOO.COM,US
USA-SC-56-SC-HealthCareFacilities-output-165,FAMILY RESIDENTIAL CARE HOME III,CRC-1537,2/28/2018,Residential Care,Sole Proprietorship,25 EDWARDS ST,Sumter,SUMTER,29150-4808,SC,803-775-9555,25 EDWARDS ST,WALTER MICHAEL,803-775-9555,SUMTER,29150-4808,SC,FAMILYRCH1N2@YAHOO.COM,WALTERS MICHAEL A,FAMILYRCH1N2@YAHOO.COM,US
USA-SC-56-SC-HealthCareFacilities-output-166,FARMINGTON COMMUNITY RESIDENCE,CRC-1370,1/31/2018,Residential Care,State,1269 CAMP RD,Charleston,JAMES ISLAND,29412-9212,SC,843-795-0766,PO BOX 22708,CAPERS MADLYN,843-795-0766,CHARLESTON,29413-2708,SC,ETURNER@DSNCC.COM,DISABILITIES BOARD OF CHARLESTON COUNTY,ETURNER@DSNCC.COM,US
USA-SC-56-SC-HealthCareFacilities-output-167,FIRST CHOICE HOME CARE FACILITY,CRC-0742,10/31/2017,Residential Care,Partnership,2003 COSGROVE AVE,Charleston,NORTH CHARLESTON,29405-5702,SC,843-225-0637,2003 COSGROVE AVE,RELLORA WILHELMINA C,843-225-0637,NORTH CHARLESTON,29405-5702,SC,EMMACRELLORA@GMAIL.COM,DQR CAMBA/NM CAMBA/GT MARTINEZ/P MARTINEZ/P PAJOTA,EMMACRELLORA@GMAIL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-168,FLANAGAN COMMUNITY CARE HOME,CRC-0314,9/30/2017,Residential Care,Sole Proprietorship,665 SHARPE RD,Richland,COLUMBIA,29203-9304,SC,803-754-2136,PO BOX 3283,BRIGGS MARY E,803-754-2136,COLUMBIA,29230-3283,SC,MARYBRIGGS1@AOL.COM,BRIGGS MARY E,MARYBRIGGS1@AOL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-169,FLORA'S RESIDENTIAL CARE FACILITY II,CRC-1519,12/31/2018,Residential Care,Sole Proprietorship,703 S HARVIN ST,Sumter,SUMTER,29150-6415,SC,803-775-6007,PO BOX 2980,YORK-HERRIOTT LUCINDA,803-775-6007,SUMTER,29151-2980,SC,LHERRIOTT@SC.RR.COM,YORK-HERRIOTT LUCINDA,LHERRIOTT@SC.RR.COM,US
USA-SC-56-SC-HealthCareFacilities-output-170,FLOWERS RESIDENTIAL CARE FACILITY,CRC-0297,11/30/2017,Residential Care,Sole Proprietorship,855 WATTS HILL RD,Kershaw,LUGOFF,29078-9234,SC,803-438-2654,855 WATTS HILL RD,FLOWERS MARY C,803-438-2654,LUGOFF,29078-9234,SC,MLA3524@YAHOO.COM,MARY C FLOWERS,MLA3524@YAHOO.COM,US
USA-SC-56-SC-HealthCareFacilities-output-171,FOOTHILLS ASSISTED LIVING,CRC-1364,8/31/2018,Residential Care,Corporation,999 W UNION RD,Oconee,WEST UNION,29696-2642,SC,864-638-4370,106 MARLEE CT,STEWART VIRGINIA B,864-638-4370,LEXINGTON,29072-8492,SC,FOOTHILLSMANOR@YAHOO.COM,CITE HEALTH MANAGEMENT SERVICES INC,FOOTHILLSMANOR@YAHOO.COM,US
USA-SC-56-SC-HealthCareFacilities-output-172,FOR A SEASON ASSISTED LIVING,CRC-1230,12/31/2017,Residential Care,Corporation,927 E NORTH 1ST ST,Oconee,SENECA,29678-2829,SC,864-886-0083,927 E NORTH 1ST ST,ARNOLD MARTHA B,864-886-0083,SENECA,29678-2829,SC,No Facility Email on Record,JAMES ARNOLD STEVENS INC,MARTHAJOEL65@ATT.NET,US
USA-SC-56-SC-HealthCareFacilities-output-173,FOREST CIRCLE COMMUNITY RESIDENCE,CRC-1527,9/30/2018,Residential Care,,505 FOREST CIR,Colleton,WALTERBORO,29488-2869,SC,843-549-5140,505 FOREST CIR,FARMER THERESA L,843-549-5140,WALTERBORO,29488-2869,SC,TFARMER@COLLETONDSN.ORG,COLLETON COUNTY BOARD OF DISABILITIES AND SPECIAL NEEDS,TFARMER@COLLETONDSN.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-174,FOREST VIEW MANOR RETIREMENT CENTER,CRC-0500,11/30/2017,Residential Care,Corporation,141 CALLISON HWY,Edgefield,MCCORMICK,29835-3524,SC,864-443-5857,141 CALLISON HWY,NIXON KENNETH M,864-443-5857,MCCORMICK,29835-3524,SC,KMNIXON62@AOL.COM,HILLSIDE INC,KMNIXON62@AOL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-175,FRANKE HOME,CRC-1082,9/30/2017,Residential Care,Non-Profit Corporation,1885 RIFLE RANGE RD,Charleston,MOUNT PLEASANT,29464-9440,SC,843-856-4700,300 MINISTRY DR,STOLL SANDRA A,843-856-4700,IRMO,29063-2366,SC,SSTOLL@FRANKEATSEASIDE.ORG,LUTHERAN HOMES OF SOUTH CAROLINA INC (NPC),SSTOLL@FRANKEATSEASIDE.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-176,GARDEN HOUSE LLC,CRC-1437,7/31/2018,Residential Care,Ltd. Liability,201 EDGEBROOK DR,Anderson,ANDERSON,29621-2573,SC,864-964-5668,11175 CICERO DR STE 500,POWELL LOU A,864-964-5668,ALPHARETTA,30022-0004,GA,DWINTERS@PRINCIPALSENIORLIVING.COM,ARHC GHANDSC01 TRS LLC,DWINTERS@PRINCIPALSENIORLIVING.COM,US
USA-SC-56-SC-HealthCareFacilities-output-177,GARDENS AT EASTSIDE,CRC-1222,8/31/2018,Residential Care,Ltd. Liability,275 COMMONWEALTH DR,Greenville,GREENVILLE,29615-4814,SC,864-329-1200,PO BOX 8217,FORD JANE A,864-329-1200,ROANOKE,24014-0217,VA,JFORD@ARBORCOMPANY.COM,EASTSIDE ASSISTED LIVING LLC,JHARPER@ARBORCOMPANY.COM,US
USA-SC-56-SC-HealthCareFacilities-output-178,GARDENS AT SUMTER,CRC-0988,6/30/2018,Residential Care,Corporation,2065 MCCRAYS MILL RD,Sumter,SUMTER,29154-6111,SC,803-778-9690,2065 MCCRAYS MILL RD,DUNMOYER MARY E,803-778-9690,SUMTER,29154-6111,SC,MCEL.ADM@AFFINITYLIVINGGROUP.COM,SUMTER AL HOLDINGS LLC,MCEL.ADM@AFFINITYLIVINGGROUP.COM,US
USA-SC-56-SC-HealthCareFacilities-output-179,GENE'S RESIDENTIAL CARE #1,CRC-0431,5/31/2018,Residential Care,Sole Proprietorship,607 W SUMTER ST,Florence,FLORENCE,29501-2458,SC,843-662-2529,PO BOX 15101,JONES CASSIE T,843-662-2529,FLORENCE,29506-0101,SC,JOHNATHANCAM06@ICLOUD.COM,GENE E JONES,CAREGENE@BELLSOUTH.NET,US
USA-SC-56-SC-HealthCareFacilities-output-180,GENE'S RESIDENTIAL CARE FACILITY #2,CRC-1479,6/30/2018,Residential Care,Corporation,2385 PAMPLICO HWY,Florence,FLORENCE,29505-7515,SC,843-407-4580,PO BOX 15101,JONES GENE E,843-407-4580,FLORENCE,29506-0101,SC,JOHNATHANCAM06@ICLOUD.COM,GENCASCO INC,JOHNATHANCAM06@ICLOUD.COM,US
USA-SC-56-SC-HealthCareFacilities-output-181,GENE'S RESIDENTIAL CARE FACILITY #3,CRC-0482,2/28/2018,Residential Care,Sole Proprietorship,1312 W EVANS ST,Florence,FLORENCE,29501-3324,SC,843-662-2529,PO BOX 15101,JONES CASSIE T,843-662-2529,FLORENCE,29506-0101,SC,JOHNATHANCAM06@ICLOUD.COM,GENE E JONES,JOHNATHANCAM06@ICLOUD.COM,US
USA-SC-56-SC-HealthCareFacilities-output-182,GENERATIONS OF BATESBURG,CRC-0647,9/30/2018,Residential Care,Corporation,111 GENERATIONS BLVD,Lexington,BATESBURG,29006-2315,SC,803-532-8428,111 GENERATIONS BLVD,NIX HAMMIE R,803-532-8428,BATESBURG,29006-2315,SC,TODD@GENERATIONSOFCHAPIN.COM,GENERATIONS OF BATESBURG INC,TODD@GENERATIONSOFCHAPINCOM,US
USA-SC-56-SC-HealthCareFacilities-output-183,GENERATIONS OF CHAPIN,CRC-1128,10/31/2017,Residential Care,Corporation,431 E BOUNDARY ST,Lexington,CHAPIN,29036-8388,SC,803-345-1911,431 E BOUNDARY ST,SLICE TIMOTHY H,803-227-8991,CHAPIN,29036-8388,SC,TIM@GENERATIONSOFCHAPIN.COM,GENERATIONS OF CHAPIN INC,TIM@GENERATIONSOFCHAPIN.COM,US
USA-SC-56-SC-HealthCareFacilities-output-184,GENERATIONS OF IRMO,CRC-1477,5/31/2018,Residential Care,Limited Liability,7142 WOODROW ST,Lexington,IRMO,29063-2832,SC,803-227-8991,7142 WOODROW ST,EDWARDS CHARLES DAVID,803-227-8991,IRMO,29063-2832,SC,DEDWARDS@CAREBYGENERATIONS.COM,GENERATIONS OF IRMO LLC,DEDWARDS@CAREBYGENERATIONS.COM,US
USA-SC-56-SC-HealthCareFacilities-output-185,GENERATIONS OF MONETTA,CRC-0876,10/31/2017,Residential Care,Ltd. Liability,77 CATO RD,Aiken,MONETTA,29105-9319,SC,803-685-6156,77 CATO RD,HANNIBAL VICTORIA C,803-736-8053,MONETTA,29105-9319,SC,No Facility Email on Record,GENERATIONS OF MONETTA LLC,VCH47@SCDMH.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-186,GOD'S HAVEN OF REST,CRC-1237,12/31/2017,Residential Care,Sole Proprietorship,516 BELVEDERE CLEARWATER RD,Aiken,NORTH AUGUSTA,29841-2583,SC,803-279-1129,516 BELVEDERE CLEARWATER RD,AYERS HAZEL L,803-663-9495,NORTH AUGUSTA,29841-2583,SC,LEIGH.3@COMCAST.NET,HAZEL LEIGH AYERS,VILLAGEINNCCH@BELLSOUTH.NET,US
USA-SC-56-SC-HealthCareFacilities-output-187,GOLDEN YEARS,CRC-0333,2/28/2018,Residential Care,Sole Proprietorship,139 SEMINOLE DR,Orangeburg,ORANGEBURG,29115-7619,SC,803-536-0060,PO BOX 1465,SMITH-KELL JIMI LYN,803-536-0060,ORANGEBURG,29116-1465,SC,JL333SMITH@AOL.COM,KELL JIMI LYN SMITH,JL333SMITH@AOL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-188,GOOD DEEDS RESIDENTIAL CARE FACILITY,CRC-1890,3/31/2018,Residential Care,Sole Proprietorship,1665 ROBERT PERRY RD,Sumter,SUMTER,29153,SC,803-316-2168,,GLOVER CORETTA,803-316-2168,,,,GLOVER2180@GMAILCOM,GLOVER CORETTA,GLOVER2180@GMAIL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-189,GOOD SAMARITAN RESIDENTIAL CARE,CRC-1015,5/31/2018,Residential Care,Corporation,1356 BUBZY RD,Williamsburg,KINGSTREE,29556-5246,SC,843-382-3530,1356 BUBZY RD,DUROUSSEAU MATTIE H,843-382-3530,KINGSTREE,29556-5246,SC,GOODSAMARITAN1000@YAHOO.COM,GOOD SAMARITAN RESIDENTIAL CARE FACILITY INC,No Facility Contact Email on Record,US
USA-SC-56-SC-HealthCareFacilities-output-190,GOOSE CREEK MANOR #1,CRC-0639,6/30/2018,Residential Care,Corporation,104 MARILYN ST,Berkeley,GOOSE CREEK,29445-3104,SC,843-572-7442,104 MARILYN ST,DEDIOS LETICIA G,843-572-7442,GOOSE CREEK,29445-3104,SC,GOOSECREEKMANOR@AOL.COM,NL & JR INCORPORATED,GOOSECREEKMANOR@AOL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-191,GOOSE CREEK MANOR #2,CRC-0762,4/30/2018,Residential Care,Corporation,104 MARILYN ST,Berkeley,GOOSE CREEK,29445-3104,SC,843-572-7442,104 MARILYN ST,DEDIOS LETICIA G,843-572-7442,GOOSE CREEK,29445-3104,SC,GOOSECREEKMANOR@AOL.COM,NL & JR INCORPORATED,GOOSECREEKMANOR@AOL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-192,GRACE RESIDENTIAL CARE FACILITY,CRC-0584,8/31/2018,Residential Care,Corporation,6534 CAROLINA HWY,Bamberg,DENMARK,29042-2366,SC,803-793-3423,PO BOX 326,DAVIS BERNESTINE C,803-793-3423,DENMARK,29042-0326,SC,BCDAVIS0546@BELLSOUTH.NET,GRACE RESIDENTIAL CARE FACILITY INC,BCDAVIS0546@BELLSOUTH.NET,US
USA-SC-56-SC-HealthCareFacilities-output-193,GRACELYNN RESIDENTIAL CARE FACILITY,CRC-1609,11/30/2017,Residential Care,Limited Liability Company (single member),203 JEWEL ST N,Aiken,NEW ELLENTON,29809-2942,SC,803-443-7367,PO BOX 5101,BOOKER ROSABELL T,803-649-5744,AIKEN,29804-5101,SC,ADULTANDSENIORSERVICES@GMAIL.COM,GRACELYNN RESIDENTIAL CARE FACILITY LLC,ADULTANDSENIORSERVICES@GMAIL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-194,GREENE'S RESIDENTIAL CARE FACILITY,CRC-0665,1/31/2018,Residential Care,Partnership,23 KENDRICK ST,Sumter,SUMTER,29150-5224,SC,803-778-2780,142 PERKINS AVE,GREENE CARL,803-778-2780,SUMTER,29150-6829,SC,No Facility Email on Record,CARL AND SHIRLEY GREENE,No Facility Contact Email on Record,US
USA-SC-56-SC-HealthCareFacilities-output-195,GREENE'S RESIDENTIAL CARE II,CRC-1126,10/31/2017,Residential Care,Sole Proprietorship,28 S MAGNOLIA ST,Sumter,SUMTER,29150-5243,SC,803-934-6030,142 PERKINS AVE,GREENE CARL,803-778-2780,SUMTER,29150-6829,SC,No Facility Email on Record,GREENE CARL,No Facility Contact Email on Record,US
USA-SC-56-SC-HealthCareFacilities-output-196,GREENVILLE COMMUNITY RESIDENCE,CRC-0073,3/31/2018,Residential Care,State,158 CAVALIER DR,Greenville,GREENVILLE,29607-4262,SC,864-277-9656,"PO BOX 17467, GCDSNB",WOJACK DAVID C,864-277-9656,GREENVILLE,29606-8467,SC,DAVE.WOJACK@THRIVEUPSTATE.ORG,GREENVILLE COUNTY DISABILITIES & SPECIAL NEEDS BOARD,No Facility Contact Email on Record,US
USA-SC-56-SC-HealthCareFacilities-output-197,GREENVILLE GLEN,CRC-0887,4/30/2018,Residential Care,Limited Liability,1101 GARLINGTON RD,Greenville,GREENVILLE,29615-5446,SC,864-627-8700,"1101 GARLINGTON RD, GREENVILLE GLEN",WRIGHT MALEIKA N,864-627-8700,GREENVILLE,29615-5446,SC,ED@GREENVILLEGLEN.COM,GREENVILLE GLEN ASSISTED LIVING LLC,ED@GREENVILLEGLEN.COM,US
USA-SC-56-SC-HealthCareFacilities-output-198,GREENVILLE PLACE,CRC-1402,11/30/2017,Residential Care,Corporation,2006 PELHAM RD,Greenville,GREENVILLE,29615-4005,SC,864-288-3331,2006 PELHAM RD,DURRAH SERINA,864-288-3331,GREENVILLE,29615-4005,SC,MDAVIDSON@CAPITALSENIORLIVING.NET,CSL LEASECO INC,SDURRAH@CAPITALSENIORLIVING.NET,US
USA-SC-56-SC-HealthCareFacilities-output-199,GREER COMMUNITY RESIDENCE,CRC-0237,9/30/2018,Residential Care,State,112 S BEVERLY LN,Greenville,GREER,29651-1738,SC,864-879-8570,PO BOX 17467,MORTON TAMARA L,864-879-8570,GREENVILLE,29606-8467,SC,JOHN.COCCIOLONE@THRIVEUPSTATE.ORG,GREENVILLE COUNTY DISABILITIES & SPECIAL NEEDS BOARD,TAMARA.MORTON@THRIVEUPSTATE.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-200,GREGORY'S COMMUNITY CARE #5 - MALONE HOUSE,CRC-0558,1/31/2018,Residential Care,Sole Proprietorship,2413 FORK SHOALS RD,Greenville,PIEDMONT,29673-8663,SC,864-277-2269,"PO BOX 637, GREGORY'S COMMUNITY CARE #5-MALONE HOUS",WIDENER RICHARD D,864-277-2269,SIMPSONVILLE,29681-0637,SC,JCGREGORY6@AOL.COM,JOYCE C GREGORY,RICHARD.WIDENER@SCDMH.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-201,GREGORY'S COMMUNITY CARE #6 - HOWELL HOUSE,CRC-0556,1/31/2018,Residential Care,Sole Proprietorship,2409 FORK SHOALS RD,Greenville,PIEDMONT,29673-8663,SC,864-299-0716,PO BOX 637,MINGUS KATHY L,864-277-0996,SIMPSONVILLE,29681-0637,SC,KATHY.MINGUS@SCDMH.ORG,JOYCE C GREGORY,KATHY.MINGUS@SCDMH.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-202,GREGORY'S COMMUNITY CARE #7 - CRAVEN HOUSE,CRC-0555,1/31/2018,Residential Care,Sole Proprietorship,10 FERGUSON RD,Greenville,PIEDMONT,29673-8603,SC,864-277-0996,PO BOX 637,MINGUS KATHY L,864-277-0996,SIMPSONVILLE,29681-0637,SC,KATHY.MINGUS@SCDMH.ORG,JOYCE C GREGORY,KATHY.MINGUS@SCDMH.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-203,GREGORY'S COMMUNITY CARE #8 - METZ HOUSE,CRC-0557,1/31/2018,Residential Care,Sole Proprietorship,18 FERGUSON RD,Greenville,PIEDMONT,29673-8603,SC,864-277-8506,PO BOX 637,MINGUS KATHY L,864-277-0996,SIMPSONVILLE,29681-0637,SC,KATHY.MINGUS@SCDMH.ORG,JOYCE C GREGORY,KATHY.MINGUS@SCDMH.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-204,GUARDIAN ANGELS RESIDENTIAL CARE,CRC-1049,11/30/2017,Residential Care,Corporation,2126 SUCCESS ST,Charleston,NORTH CHARLESTON,29405-7992,SC,843-744-0448,2126 SUCCESS ST,JANKE BONIFACIA E,843-744-0448,NORTH CHARLESTON,29405-7992,SC,BARRY.JANKE@YAHOO.COM,GUARDIAN ANGELS ASSISTED LIVING INC,BIGB1959@COMCAST.NET,US
USA-SC-56-SC-HealthCareFacilities-output-205,HAMMOND PLACE,CRC-1405,11/30/2017,Residential Care,,128 WALNUT LN,Aiken,NORTH AUGUSTA,29860-9206,SC,803-441-8441,330 N WABASH AVE STE 3700,RANDALL DORENE ANTINETTE,803-441-8441,CHICAGO,60611-7605,IL,No Facility Email on Record,HAMMOND AID OPCO LLC,DRANDALL@ENLIVANT.COM,US
USA-SC-56-SC-HealthCareFacilities-output-206,HAMPTON STREET COMMUNITY RESIDENCE,CRC-1296,6/30/2018,Residential Care,,425 HAMPTON ST,Bamberg,DENMARK,29042-1368,SC,803-793-5003,"16553 HERITAGE HWY, BAMBURG CO DSN BOARD C/O GLORIA",,,DENMARK,29042-1368,SC,GLORIAJ_29059@YAHOO.COM,BAMBERG COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,No Facility Contact Email on Record,US
USA-SC-56-SC-HealthCareFacilities-output-207,HANNAH RESIDENTIAL MANOR INC,CRC-0712,5/31/2018,Residential Care,Limited Liability,3750 SHEMINALLY RD,Florence,PAMPLICO,29583-5700,SC,843-493-0001,3750 SHEMINALLY RD,HART PATRICIA W,843-493-0001,PAMPLICO,29583-5700,SC,JADC2011@YAHOO.COM,HART'S RENTAL MANAGEMENT COMPANY LLC,JADC2011@YAHOO.COM,US
USA-SC-56-SC-HealthCareFacilities-output-208,HARBISON HALL,CRC-1107,6/30/2018,Residential Care,Partnership,534 WIL STEL RD,Richland,COLUMBIA,29210-3967,SC,803-731-2000,534 WIL STEL RD,DEQUINCEY-NEWMAN EMILY,803-731-2000,COLUMBIA,29210-3967,SC,EDEQNEWMAN@GMAIL.COM,HARBISON HALL PARTNERS,EDEQNEWMAN@GMAIL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-209,HARBORCHASE OF AIKEN,CRC-1316,11/30/2017,Residential Care,Corporation,1385 SILVER BLUFF RD,Aiken,AIKEN,29803-8860,SC,803-642-8444,1385 SILVER BLUFF RD,WILSON SHEILA,772-584-0159,AIKEN,29803-8860,SC,SWILSON@HRAONLINE.NET,TWENTY TWO PACK MANAGEMENT CORPORATION,SWILSON@HRAONLINE.NET,US
USA-SC-56-SC-HealthCareFacilities-output-210,HARBORCHASE OF COLUMBIA,CRC-1315,11/30/2017,Residential Care,Corporation,120 FAIRFOREST RD,Richland,COLUMBIA,29212-2308,SC,803-781-2243,120 FAIRFOREST RD,HERNANDEZ ROBERT,803-781-2243,COLUMBIA,29212-2343,SC,RHERNANDEZ@HRAONLINE.NET,TWENTY TWO PACK MANAGEMENT CORPORATION,RHERNANDEZ@HRALONLINE.NET,US
USA-SC-56-SC-HealthCareFacilities-output-211,HARBORCHASE OF ROCK HILL,CRC-1290,11/30/2017,Residential Care,Corporation,1611 CONSTITUTION BLVD,York,ROCK HILL,29732-3047,SC,803-981-6855,1611 CONSTITUTION BLVD,KING HILARY,803-981-6855,ROCK HILL,29732-3047,SC,HKING@HRAONLINE.NET,TWENTY TWO PACK MANAGEMENT CORPORATION,HKING@HRAONLINE.NET,US
USA-SC-56-SC-HealthCareFacilities-output-212,HARMONY HOUSE RESIDENTIAL CARE,CRC-1511,5/31/2018,Residential Care,Limited Liability,704 ANDERSON ST,Abbeville,CALHOUN FALLS,29628-1034,SC,864-418-9277,704 ANDERSON ST,HERRON MICHELLE A,864-418-9277,CALHOUN FALLS,29628-1034,SC,HARMONYHOUSERCF@ATT.NET,HERRON CARE LLC,HARMONYHOUSERCF@ATT.NET,US
USA-SC-56-SC-HealthCareFacilities-output-213,HAVEN IN THE SUMMIT,CRC-1240,3/31/2018,Residential Care,Limited Liability Limited Partnership,3 SUMMIT TER,Richland,COLUMBIA,29229-7639,SC,803-788-4633,400 CENTRE ST,JONES DAVID G,803-788-4633,NEWTON,02458-2094,MA,LICENSING@5SQC.COM,MORNINGSIDE OF ANDERSON LP,DJONES1@5SSL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-214,HAVEN IN THE VILLAGE AT CHANTICLEER,CRC-1244,11/30/2017,Residential Care,Limited Liability Limited Partnership,355 BERKMANS LN,Greenville,GREENVILLE,29605-5606,SC,864-467-0031,400 CENTRE ST,THOMAS CHARLES,864-467-0031,NEWTON,02458-2094,MA,LICENSING@5SSL.COM,MORNINGSIDE OF ANDERSON LP,No Facility Contact Email on Record,US
USA-SC-56-SC-HealthCareFacilities-output-215,HEARTLAND HEALTH CARE CENTER-UNION (RESIDENTIAL CARE),CRC-0576,12/31/2017,Residential Care,Limited Liability,709 RICE AVE EXT,Union,UNION,29379-9023,SC,864-427-0306,333 N SUMMIT ST,GALLMAN AMANDA,864-427-0306,TOLEDO,43604-2615,OH,AMANDA.GALLMAN@HCR-MANORCARECOM,OAKMONT OF UNION SC LLC,AMANDA.GALLMAN@HCR-MANORCARE.COM,US
USA-SC-56-SC-HealthCareFacilities-output-216,HEATH SPRINGS RESIDENTIAL CARE CENTER,CRC-1903,12/31/2017,Residential Care,Corporation,614 HART ST,Lancaster,HEATH SPRINGS,29058-8411,SC,803-273-3227,PO BOX 503,WILLIAMS SUSAN S,803-273-3227,HEATH SPRINGS,29058-0503,SC,SFBARNES11@GMAIL.COM,HSRCC PARTNERS LLC,SFBARNES11@GMAIL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-217,HELENA PLACE,CRC-1409,11/30/2017,Residential Care,,1624 PARIS AVE OFC,Beaufort,PORT ROYAL,29935-2041,SC,843-982-0233,330 N WABASH AVE STE 3700,KESLER LORIE A,843-982-0233,CHICAGO,60611-7605,IL,RSMITH@ENLIVANT.COM,HELENA AID OPCO LLC,LKESLER@ENLIVANT.COM,US
USA-SC-56-SC-HealthCareFacilities-output-218,HELMS-GORDON RESIDENTIAL CARE HOME,CRC-0527,7/31/2018,Residential Care,Sole Proprietorship,714 FUNDERBURKE RD,Chester,FORT LAWN,29714-8593,SC,803-872-4306,PO BOX 188,GORDON MELISSA K,803-872-4306,FORT LAWN,29714-0188,SC,MKGORDON@COMPORIUM.NET,MELISSA KAYE GORDON,MKGORDON@COMPORIUM.NET,US
USA-SC-56-SC-HealthCareFacilities-output-219,HERITAGE AT LOWMAN RESIDENTIAL CARE,CRC-0840,9/30/2018,Residential Care,Non-Profit Corporation,2101 DUTCH FORK RD,Richland,CHAPIN,29036,SC,803-732-8800,PO BOX 444,YETTER MELISSA T,803-732-8800,WHITE ROCK,29177-0444,SC,MYETTER@LHOMES.ORG,LUTHERAN HOMES OF SOUTH CAROLINA INC (NPC),MYETTER@LHOMES.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-220,HERRIOTT'S RESIDENTIAL CARE FACILITY,CRC-1013,6/30/2018,Residential Care,Partnership,114 LIME LN,Sumter,SUMTER,29150-6630,SC,803-773-6882,PO BOX 2980,YORK-HERRIOTT LUCINDA,803-773-6882,SUMTER,29153,SC,LHERRIOTT@SC.RR.COM,JOHN & LUCINDA HERRIOTT,LHERRIOTT@SC.RR.COM,US
USA-SC-56-SC-HealthCareFacilities-output-221,HILLS OF CUMBERLAND VILLAGE,CRC-1121,9/30/2018,Residential Care,Corporation,3215 WISE CREEK LN,Aiken,AIKEN,29801-2534,SC,803-641-8444,3215 WISE CREEK LN,CHEATHAM MELISSA,803-641-8444,AIKEN,29801-2534,SC,MCHEATHAM@MARRINSON.COM,MARRINSON GROUP INC,MCHEATHAM@MARRINSON.COM,US
USA-SC-56-SC-HealthCareFacilities-output-222,HITCHCOCK PLACE,CRC-1412,11/30/2017,Residential Care,,102 CREPE MYRTLE DR OFC,Aiken,AIKEN,29803-7552,SC,803-649-6439,330 N WABASH AVE STE 3700,NEAL ELIZABETH H,803-649-6439,CHICAGO,60611-7605,IL,LNEAL@ENLIVANT.COM,HITCHCOCK AID OPCO LLC,LNEAL@ENLIVANT.COM,US
USA-SC-56-SC-HealthCareFacilities-output-223,HOPE ARBOR OF LORIS,CRC-1547,6/30/2018,Residential Care,,260 WATSON HERITAGE RD,Horry,LORIS,29569,SC,843-716-4673,260 WATSON HERITAGE RD,EVANS ADAM,843-716-4673,LORIS,29569,SC,AEVANS@HOPEARBOR.COM,PARNERS IN HOPE INC,AEVANS@HOPEARBOR.COM,US
USA-SC-56-SC-HealthCareFacilities-output-224,HOPE ARBOR OF MURRELS INLET,CRC-1560,12/31/2017,Residential Care,,12287 HWY 707,Horry,MURRELLS INLET,29576-9739,SC,843-357-0317,609 17TH AVE N,RIGGAN MISTY,843-357-0317,MYRTLE BEACH,29577-3504,SC,DMAYNARD@HOPEARBOR.COM,PARTNERS IN HOPE INC,No Facility Contact Email on Record,US
USA-SC-56-SC-HealthCareFacilities-output-225,IDA LANE I CRCF,CRC-1520,3/31/2018,Residential Care,,120 IDA LN,Richland,COLUMBIA,29203-9234,SC,803-786-7522,120 IDA LN,BARR ANGELA W,803-786-7522,COLUMBIA,29203-9234,SC,ABARR@BABCOCKCENTER.ORG,BABCOCK CENTER INC,ABARR@BABCOCKCENTER.ORG,US
