row_id,Sort Name,Mailing Name,License Number,Profession,Status,Address Line 1,Address Line 2,City,State,Zip,County FIPS,County,Country,Phone,Fax,Address Directions,Expiration Date,Authorities,Department,Agency,Board,type
USA-ME-97-AssistedLiving-output-162,"COMMONSENSE HOUSING, INC. - EDDINGTON HOUSE","COMMONSENSE HOUSING, INC. - EDDINGTON HOUSE",RCC298,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,15 RIVERSIDE DR,,EDDINGTON,ME,04428-3109,23019,PENOBSCOT,US,+1 (207) 989-7250,+1 (207) 989-1652,,7/5/2019,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-163,"COMMONSENSE HOUSING, INC. - KOUNTRY KORNER","COMMONSENSE HOUSING, INC. - KOUNTRY KORNER",RCC569,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1300 MAIN RD,,EDDINGTON,ME,04428-3320,23019,PENOBSCOT,US,+1 (207) 843-6141,+1 (207) 989-1652,,10/24/2017,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-164,CORLISS STREET,CORLISS STREET,RCC2034,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,32 CORLISS ST,,BATH,ME,04530-1704,23023,SAGADAHOC,US,+1 (207) 504-5684,+1 (207) 725-1416,,4/27/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-165,"CORNER HOME, THE",THE CORNER HOME,RCC1316,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,37 HIGH ST,,HOULTON,ME,04730-2028,23003,AROOSTOOK,US,+1 (207) 532-1367,+1 (207) 532-1359,,4/9/2019,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-166,CORNISH ASSISTED HOUSING PROGRAM,CORNISH ASSISTED HOUSING PROGRAM,RCC38613,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,7 PUMPKINVILLE RD,,CORNISH,ME,04020-3507,23031,YORK,US,+1 (207) 625-4342,+1 (207) 625-4342,,4/4/2019,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-167,COTTAGE HILL HOME,COTTAGE HILL HOME,RCC235,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,243 COTTAGE ST,,SANFORD,ME,04073-1814,23031,YORK,US,+1 (207) 324-8110,+1 (866) 570-4701,,12/19/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-168,COUNTRY CHARM LANE,COUNTRY CHARM LANE,RCC1627,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,15 COUNTRY CHARM LN,,NEW GLOUCESTER,ME,04260-3436,23005,CUMBERLAND,US,+1 (207) 926-6081,+1 (207) 926-5256,,4/1/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-169,COUNTRY CLUB,COUNTRY CLUB,RCC1603,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,142 COUNTRY CLUB RD,,SANFORD,ME,04073-5224,23031,YORK,US,+1 (207) 490-5690,+1 (207) 324-6050,,10/2/2017,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-170,COUNTRY MANOR NURSING HOME,COUNTRY MANOR NURSING HOME,PND22455,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,132 MAIN ST,,COOPERS MILLS,ME,4341,23015,LINCOLN,US,+1 (207) 549-7471,,,11/30/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-171,COUNTRY MEADOWS,COUNTRY MEADOWS,PND38683,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,1605 ESSEX ST,,BANGOR,ME,04401-2659,23019,PENOBSCOT,US,+1 (207) 945-6627,+1 (844) 468-9585,,6/30/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-172,COUNTRY VILLAGE ASSISTED LIVING,COUNTRY VILLAGE ASSISTED LIVING,PND242,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,960 MEADOW RD,,CASCO,ME,04015-3316,23005,CUMBERLAND,US,+1 (207) 627-7111,+1 (207) 627-7505,,10/14/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-173,COUNTRY VILLAGE ESTATES,COUNTRY VILLAGE ESTATES,PND1962,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,260 DUGAL DR,,MADAWASKA,ME,04756-1517,23003,AROOSTOOK,US,+1 (207) 728-3570,+1 (207) 728-4475,,11/26/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-174,COUNTRY WAY,COUNTRY WAY,RCC2032,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1757 POWNAL RD,,AUBURN,ME,04210-9687,23001,ANDROSCOGGIN,US,+1 (207) 783-8731,,,6/2/2019,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-175,COUNTRYSIDE ADULT FAMILY CARE HOME,COUNTRYSIDE ADULT FAMILY CARE HOME,RCC1563,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1334 LONG PLAINS RD,,BUXTON,ME,04093-6052,23031,YORK,US,+1 (207) 929-5787,+1 (207) 929-8791,,10/28/2018,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-176,COURT STREET,COURT STREET,PNC38642,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,470 COURT ST,,AUBURN,ME,04210-4383,23001,ANDROSCOGGIN,US,+1 (207) 783-3446,+1 (207) 786-8061,,9/19/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-177,COURTLAND REHAB & L C,COURTLAND REHAB & L C,RCD25010,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,42 BUCKSPORT RD,,ELLSWORTH,ME,04605-2230,23009,HANCOCK,US,+1 (207) 667-9036,,,4/30/2019,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-178,"COURTYARD, THE",THE COURTYARD,RCD27118,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,30 COMMUNITY DR,,CAMDEN,ME,04843-2061,23013,KNOX,US,+1 (207) 230-6100,+1 (207) 230-6110,,9/30/2017,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-179,COVE STREET HOME,COVE STREET HOME,RCC2011,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1 COVE ST,,SANFORD,ME,04073-2801,23031,YORK,US,+1 (207) 490-0903,+1 (855) 221-9883,,3/4/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-180,CRAWFORD COMMONS,CRAWFORD COMMONS,PND974,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,132 MIDDLE RD,,UNION,ME,04862-4018,23013,KNOX,US,+1 (207) 785-4419,+1 (207) 785-4410,,7/8/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-181,CRESCENT PLACE GROUP HOME,CRESCENT PLACE GROUP HOME,PNC2323,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,15 CRESCENT ST,,BIDDEFORD,ME,04005-2519,23031,YORK,US,+1 (207) 282-4962,+1 (207) 286-1112,,9/1/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-182,CREST VIEW MANOR,CREST VIEW MANOR,PND249,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,361 COURT ST,,HOULTON,ME,04730-1957,23003,AROOSTOOK,US,+1 (207) 532-3498,+1 (207) 532-4173,,1/28/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-183,CROSSWINDS RESIDENTIAL CARE,CROSSWINDS RESIDENTIAL CARE,PND1879,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,40 VILLAGE RD,,FORT KENT,ME,04743-1031,23003,AROOSTOOK,US,+1 (207) 834-3701,+1 (207) 834-2895,,4/3/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-184,CROWE'S RESIDENTIAL CARE,CROWE'S RESIDENTIAL CARE,PNC250,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,604 LEIGHTON RD,,AUGUSTA,ME,04330-7808,23011,KENNEBEC,US,+1 (207) 623-5355,,,1/17/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-185,CUMMINGS HEALTH CARE FACILITY,CUMMINGS HEALTH CARE FACILITY,RCD22459,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,5 CROCKER STREET,,HOWLAND,ME,4448,23019,PENOBSCOT,US,+1 (207) 732-4648,+1 (207) 732-5133,,11/30/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-186,CURLEWIS LANE,CURLEWIS LANE,RCC2382,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,25 CURLEWIS LN,,NEWCASTLE,ME,04553-3242,23015,LINCOLN,US,+1 (207) 586-5026,+1 (207) 563-3561,,11/2/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-187,DAVID STREET HOME,DAVID STREET HOME,RCC259,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,10 BURLEIGH STREET,,ISLAND FALLS,ME,4747,23003,AROOSTOOK,US,+1 (207) 463-3414,+1 (207) 463-2156,,12/31/2017,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-188,DAVIS ROAD GROUP HOME,DAVIS ROAD GROUP HOME,RCC261,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,125 DAVIS RD,,FARMINGTON,ME,04938-6507,23007,FRANKLIN,US,+1 (207) 778-5086,+1 (207) 860-4003,,7/23/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-189,DAY STREET HOME,DAY STREET HOME,RCC263,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,2 DAY ST,,KENNEBUNK,ME,04043-7115,23031,YORK,US,+1 (207) 467-9060,+1 (866) 597-1401,,12/3/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-190,DEAN HOUSE,DEAN HOUSE,RCC1258,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,272 ESSEX ST,,BANGOR,ME,04401-4050,23019,PENOBSCOT,US,+1 (207) 249-0730,+1 (207) 945-9997,,7/22/2019,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-191,DEAN ROAD WAIVER,DEAN ROAD WAIVER,RCC2103,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,21 DEAN RD,,CLINTON,ME,04927-3400,23011,KENNEBEC,US,+1 (207) 426-2806,+1 (207) 426-2806,,9/18/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-192,DEBORAH LINCOLN HOUSE,DEBORAH LINCOLN HOUSE,RCC265,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,60 CEDAR ST,,BELFAST,ME,04915-6302,23027,WALDO,US,+1 (207) 338-1554,+1 (207) 930-8105,,12/10/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-193,DIONNE COMMONS,DIONNE COMMONS,PND276,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,24 MAURICE DR,,BRUNSWICK,ME,04011-3270,23005,CUMBERLAND,US,+1 (207) 725-4379,+1 (207) 725-1363,,3/21/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-194,DIRIGO PINES INN,DIRIGO PINES INN,RCD38600,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,9 ALUMNI DR,,ORONO,ME,04473-3479,23019,PENOBSCOT,US,+1 (207) 866-3400,+1 (207) 866-3400,,12/3/2018,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-195,DOLLEY FARM RCF,DOLLEY FARM RCF,PND1697,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,98 E BRIDGE ST,,WESTBROOK,ME,04092-3109,23005,CUMBERLAND,US,+1 (207) 854-4207,+1 (207) 854-0938,,9/17/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-196,DON AND BETH STRAUS THERAPEUTIC DAY PROGRAM,DON AND BETH STRAUS THERAPEUTIC DAY PROGRAM,ADS2328,ADULT DAY SERVICES PROGRAM,ACTIVE,25 VILLAGE INN RD,,BAR HARBOR,ME,04609-7451,23009,HANCOCK,US,+1 (207) 288-8014,+1 (207) 288-8652,,6/3/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-197,DR. EUNICE NELSON-BAUMANN HOME,DR. EUNICE NELSON-BAUMANN HOME,RCC1786,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,2 SARAHS SPRING LN,,INDIAN ISLAND,ME,04468-1270,23019,PENOBSCOT,US,+1 (207) 827-0968,+1 (207) 827-4016,,5/28/2018,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-198,DRAKE'S EAST RIDGE RESIDENTIAL HOME,DRAKE'S EAST RIDGE RESIDENTIAL HOME,RCA1538,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,1309 E RIDGE RD,,CORNVILLE,ME,04976-6509,23025,SOMERSET,US,+1 (207) 474-0776,+1 (207) 474-0779,,9/12/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-199,DUBOIS DRIVE,DUBOIS DRIVE,RCC1604,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,4 DUBOIS DR,,SANFORD,ME,04073-6134,23031,YORK,US,+1 (207) 490-5701,+1 (207) 324-6050,,8/25/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-200,DURANLEAU HOUSE,DURANLEAU HOUSE,RCC923,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,81 ROWE AVE,,PORTLAND,ME,04102-1421,23005,CUMBERLAND,US,+1 (207) 899-1985,+1 (207) 899-1985,,7/16/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-201,EAST POINT,EAST POINT,PND665,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,96 STACKPOLE DR,,MACHIAS,ME,04654-7001,23029,WASHINGTON,US,+1 (207) 255-6611,+1 (207) 255-0689,,10/10/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-202,EAST POND HOME,EAST POND HOME,RCC38674,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1239 E POND RD,,SMITHFIELD,ME,04978-3214,23025,SOMERSET,US,+1 (207) 566-5766,+1 (207) 566-5250,,8/14/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-203,EAST SIDE HOME,EAST SIDE HOME,RCC2371,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1 JOSEPH ST,,HOULTON,ME,04730-2359,23003,AROOSTOOK,US,+1 (207) 532-9446,+1 (207) 532-1359,,10/22/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-204,EASTPORT RESIDENTIAL CARE FACILITY,EASTPORT RESIDENTIAL CARE FACILITY,PND296,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,4 CLARK ST,,EASTPORT,ME,04631-1036,23029,WASHINGTON,US,+1 (207) 853-4540,+1 (207) 853-4766,,1/25/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-205,EASTSIDE MANOR,EASTSIDE MANOR,RCD38663,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,51 EASTSIDE RD,,HANCOCK,ME,04640-3958,23009,HANCOCK,US,+1 (207) 442-0029,+1 (207) 422-0029,,4/2/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-206,EDGECOMB GREEN,EDGECOMB GREEN,RCD1846,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,31 CROSS POINT RD,,EDGECOMB,ME,04556-3247,23015,LINCOLN,US,+1 (207) 687-2164,+1 (207) 882-1164,,3/3/2019,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-207,EDGEWOOD REHABILITATION & L C,EDGEWOOD REHABILITATION & L C,RCD22461,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,221 FAIRBANKS RD,,FARMINGTON,ME,04938-5723,23007,FRANKLIN,US,+1 (207) 778-3386,+1 (207) 778-5869,,4/30/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-208,EIGHT HUNDRED EIGHT HIGH STREET,EIGHT HUNDRED EIGHT HIGH STREET,PNC299,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,808 HIGH ST,,BATH,ME,04530-2474,23023,SAGADAHOC,US,+1 (207) 443-1133,+1 (207) 443-8887,,8/9/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-209,ELLSWORTH GROUP HOME,ELLSWORTH GROUP HOME,PNC305,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,849 RED BRIDGE RD,,ELLSWORTH,ME,04605-3228,23009,HANCOCK,US,+1 (207) 667-7216,+1 (207) 945-4465,,6/2/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-210,ELM STREET,ELM STREET,PNC2239,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,101 ELM ST,,LEWISTON,ME,04240-6715,23001,ANDROSCOGGIN,US,+1 (207) 241-0574,+1 (207) 786-8061,,8/26/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-211,ELM STREET BOARDING HOME,ELM STREET BOARDING HOME,RCC310,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,9 ELM ST,,SANFORD,ME,04073-3001,23031,YORK,US,+1 (207) 324-3535,+1 (207) 324-6050,,12/19/2017,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-212,ELM STREET HOUSE,ELM STREET HOUSE,PND311,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,14 ELM ST,,AUGUSTA,ME,04330-5110,23011,KENNEBEC,US,+1 (207) 626-3475,+1 (207) 621-6379,,2/20/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-213,EMBDEN I,EMBDEN I,RCC38693,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,46 MOULTON HILL ROAD,,EMBDEN,ME,4958,23025,SOMERSET,US,+1 (207) 643-2230,+1 (844) 451-5678,,6/30/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-214,EMBDEN II,EMBDEN II,RCC38694,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,46 MOULTON HILL ROAD,,EMBDEN,ME,4958,23025,SOMERSET,US,+1 (207) 643-3019,+1 (844) 451-5679,,6/30/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-215,"EMILIO ESTATES, INC.","EMILIO ESTATES, INC.",PND318,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,465 W CORINTH RD,,CORINTH,ME,04427-3144,23019,PENOBSCOT,US,+1 (207) 285-7798,+1 (207) 285-3119,,3/19/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-216,ENGEL PLACE,ENGEL PLACE,RCD22618,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,758 BROADWAY,,BANGOR,ME,04401-3224,23019,PENOBSCOT,US,+1 (207) 945-5532,+1 (207) 947-1135,,10/31/2018,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-217,F.A.R.E. HOUSE,F.A.R.E. HOUSE,RCC2096,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,659 LOWER ST,,TURNER,ME,04282-3909,23001,ANDROSCOGGIN,US,+1 (207) 225-5851,+1 (207) 225-5853,,10/27/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-218,FALLBROOK WOODS,FALLBROOK WOODS,PND331,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,60 MERRYMEETING DR,,PORTLAND,ME,04103-3960,23005,CUMBERLAND,US,+1 (207) 878-0788,+1 (207) 878-7734,,3/18/2018,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-219,FALMOUTH HOUSE OPERATING COMPANY LLC,FALMOUTH HOUSE OPERATING COMPANY LLC,ALP333,ASSISTED LIVING PROGRAM,ACTIVE,32 BLUEBERRY LN,,FALMOUTH,ME,04105-2807,23005,CUMBERLAND,US,+1 (207) 781-4621,+1 (207) 781-4052,,4/24/2019,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-220,FARMINGTON CONGREGATE ASSOCIATES,FARMINGTON CONGREGATE ASSOCIATES,ALP341,ASSISTED LIVING PROGRAM,ACTIVE,136 NORTH ST,,FARMINGTON,ME,04938-5935,23007,FRANKLIN,US,+1 (207) 778-4416,+1 (207) 778-5859,,4/15/2018,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-221,FENDERSON ROAD,FENDERSON ROAD,RCD2372,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,15 FENDERSON RD,,SACO,ME,04072-9628,23031,YORK,US,+1 (207) 282-8387,+1 (207) 282-8388,,8/30/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-222,FERN COTTAGE,FERN COTTAGE,RCC1694,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,597 QUAKER RIDGE RD,,LEEDS,ME,04263-3606,23001,ANDROSCOGGIN,US,+1 (207) 933-1105,+1 (207) 514-7659,,3/31/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-223,FIELD STONE MANOR 1,FIELD STONE MANOR 1,RCC2027,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,489 S MAIN ST,,BREWER,ME,04412-2428,23019,PENOBSCOT,US,+1 (207) 460-9303,+1 (888) 460-3866,,6/22/2017,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-224,FIELDSTONE DRIVE GROUP HOME,FIELDSTONE DRIVE GROUP HOME,PNC346,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,87 FIELDSTONE DR,,BANGOR,ME,04401-3279,23019,PENOBSCOT,US,+1 (207) 990-0459,+1 (207) 945-4465,,3/18/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
