row_id,Facility Name,Address1,City,Zip,State,County,Contact Phone,Fax,Contact,Email,Website,DHEC License,Link to details,Country,Facility Type
USA-SC-58-SC-OfficeOnAging-output-93,Laurel Baye Healthcare Of Williston,5721 Springfield Rd,Williston,29853,SC,Barnwell,803-266-3229,803-266-2257,"Lynne Green, Director of Admissions",lgreen@laurelbaye.com,,NCF-0754,http://nfbl.sc.gov/FacilityInformation.php?FacID=197,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-94,Inman Healthcare,51 N Main St,Inman,29349,SC,Spartanburg,864-472-9370,864-472-6672,Karen Wingo,KAWingo@savasc.com,http:,NCF-0864,http://nfbl.sc.gov/FacilityInformation.php?FacID=198,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-95,J F Hawkins Nursing Home,1330 Kinard St,Newberry,29108,SC,Newberry,803-276-2601,803-276-2602,Niki Perkins,nperkins@newberryccrc.com,www.newberryccrc.com,NCF-0234,http://nfbl.sc.gov/FacilityInformation.php?FacID=199,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-96,PruittHealth Dillon,413 Lakeside Ct,Dillon,29536,SC,Dillon,843-774-2741,8437741647,Celeste J. Campbell,CCampbell@uhs-pruitt.com,,NCF-0835,http://nfbl.sc.gov/FacilityInformation.php?FacID=200,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-97,Lake Marion Nursing Facility,1527 Urbana Rd,Summerton,29148,SC,Clarendon,803-485-2317,803-485-8578,"Rebecca Thomas, Admissions Coordinator",amiles@clarendonltc.org,www.clarendonltc.org,NCF-0736,http://nfbl.sc.gov/FacilityInformation.php?FacID=201,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-98,Transitional Care Unit At Springs Memorial Hospital,800 W Meeting St,Lancaster,29720,SC,Lancaster,803-286-1481,,,,,NCF-0723,http://nfbl.sc.gov/FacilityInformation.php?FacID=202,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-99,Bethea Baptist Health Care Center,157 Home Ave,Darlington,29532,SC,Darlington,843-393-2867,843-393-2458,Jenny Doll,jdoll@scbma.com,bethearetirement.com,NCF-0189,http://nfbl.sc.gov/FacilityInformation.php?FacID=203,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-100,Capstone Health & Rehab Of Easley,1850 Crestview Rd,Easley,29642,SC,Pickens,864-859-3236,864-442-9847,Central Admissions,lspearman@orianna.com,www.orianna.com/store-page/capstone-rehabilitation-and-healthcare-center/,NCF-0901,http://nfbl.sc.gov/FacilityInformation.php?FacID=204,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-101,Brian Center Nursing Care-St Andrews,3514 Sidney Rd,Columbia,29210,SC,Lexington,803-798-9715,803-798-1731,Hiedi Smola,standrews_ad@choice-health.net,,NCF-0875,http://nfbl.sc.gov/FacilityInformation.php?FacID=205,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-102,Rice Estate Rehabilitation And Healthcare,100 Finley Rd,Columbia,29203,SC,Richland,803-691-5720,,,,,NCF-0831,http://nfbl.sc.gov/FacilityInformation.php?FacID=206,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-103,Heritage At Lowman Rehabilitation And Healthcare,201 Fortress Dr,Chapin,29036,SC,Richland,803-732-3000,803-781-0292,,Rehab@theheritageatlowman.org,www.lutheranhomessc.org,NCF-0688,http://nfbl.sc.gov/FacilityInformation.php?FacID=207,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-104,Magnolia Manor-Columbia,1007 N Kings Street,Columbia,29223,SC,Richland,803-699-4111,803-699-1845,J. Blake Mc Clure,,,NCF-0868,http://nfbl.sc.gov/FacilityInformation.php?FacID=208,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-105,Life Care Center Of Columbia,2514 Faraway Dr,Columbia,29223,SC,Richland,803-865-1999,803865-0759,Tina Thompson,Tina_thompson@lcca.com,,NCF-0634,http://nfbl.sc.gov/FacilityInformation.php?FacID=209,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-106,Hallmark  Rehab and Health Center,255 Midland Pkwy,Summerville,29485,SC,Dorchester,843-821-5005,843-821-5005,LUCINDA AMBROISE,ADMISS@HALLMARKLTC.COM,,NCF-0932,http://nfbl.sc.gov/FacilityInformation.php?FacID=210,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-107,Pruitt Health Pickens,163 Love And Care Rd,Six Mile,29682,SC,Pickens,864-868-2307,864-868-7813,Teresa Diller,tdiller@pruitthealth.com,www.pruitthealth.com,NCF-0580,http://nfbl.sc.gov/FacilityInformation.php?FacID=211,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-108,Health Care Center Of Wesley Commons,1110 Marshall Rd,Greenwood,29646,SC,Greenwood,864-227-7250,864-227-7199,Ellen Jenks,ejenks@wesleycommons.org,www.wesleycommons.org,NCF-0304,http://nfbl.sc.gov/FacilityInformation.php?FacID=212,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-109,Heartland Of Columbia,2601 Forest Dr,Columbia,29204,SC,Richland,803-256-4983,803-779-0738,Mark Bowen,512admiss@hcr-manorcare.com,,NCF-0316,http://nfbl.sc.gov/FacilityInformation.php?FacID=213,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-110,White Oak Estates,400 Webber Rd,Spartanburg,29307,SC,Spartanburg,864-579-7004,864-579-7714,Laura Davis,ldavis@whiteoakmanor.com,www.whiteoakmanor.com,NCF-0888,http://nfbl.sc.gov/FacilityInformation.php?FacID=214,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-111,Medford Nursing Center,105 Medford Dr,Darlington,29532,SC,Darlington,843-398-7000,,,,,NCF-0891,http://nfbl.sc.gov/FacilityInformation.php?FacID=215,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-112,Pepper Hill Nursing & Rehab Center,3525 Augustus Rd,Aiken,29801,SC,Aiken,803-642-8376,803-642-8356,Ron Arant,ronarant@pepperhill.com,pepperhill.com,NCF-0879,http://nfbl.sc.gov/FacilityInformation.php?FacID=216,US,Assisted Living Facility and a Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-113,Lexington Medical Center Extended Care,815 Old Cherokee Rd,Lexington,29072,SC,Lexington,803-359-5181,803-808-9436,Admissions Department,jcoverton@lexhealth.org,www.lexmed.com/locations/extended-care,NCF-0730,http://nfbl.sc.gov/FacilityInformation.php?FacID=217,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-114,PruittHealth North Augusta,1200 Talisman Dr,North Augusta,29841,SC,Aiken,803-278-2170,803-442-9344,Kathy Gill,kagill@uhs-pruitt.com,uhs-pruitt.com,NCF-0721,http://nfbl.sc.gov/FacilityInformation.php?FacID=218,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-115,Emeritus At Anderson Place Health Care Center,311 Simpson Rd,Anderson,29621,SC,Anderson,864-261-3875,,,,,NCF-0872,http://nfbl.sc.gov/FacilityInformation.php?FacID=219,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-116,Nhc Healthcare North Augusta,350 Austin Graybill Rd,North Augusta,29860,SC,Aiken,803-278-4272,803-278-1794,Julie Knight/ Jessica Randall,jknight@nhcnorthaugusta.com,www.nhcnorthaugusta.com,NCF-0799,http://nfbl.sc.gov/FacilityInformation.php?FacID=220,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-117,Nhc Healthcare Parklane,7601 Parklane Rd,Columbia,29223,SC,Richland,803-741-9090,803-461-0805,Jennifer McClellan,jmcclellan@nhcparklane.com,,NCF-0797,http://nfbl.sc.gov/FacilityInformation.php?FacID=221,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-118,Southland Health Care Center,722 S Dargan St,Florence,29506,SC,Florence,843-669-4403,843-669-4534,Beth Shealy,bshealy@southlandhealthcare.net,,NCF-0599,http://nfbl.sc.gov/FacilityInformation.php?FacID=222,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-119,Lancaster Convalescent Center,2044 Pageland Hwy,Lancaster,29720,SC,Lancaster,803-285-7907,803-289-1790,Brenda Moseley,brenda.moseley@fundltc.com,,NCF-0551,http://nfbl.sc.gov/FacilityInformation.php?FacID=223,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-120,White Oak Of Newberry,2555 Kinard St,Newberry,29108,SC,Newberry,803-276-6060,803-321-1049,Gail Sligh,gsligh@whiteoakmanor.com,"www, whiteoakmanor.com",NCF-0884,http://nfbl.sc.gov/FacilityInformation.php?FacID=224,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-121,Heartland Healthcare of Union,709 Rice Ave Ext,Union,29379,SC,Union,864-427-0306,864-427-9148,Amanda Gallman,Amanda.gallman@hcr-manorcare.com,,NCF-0443,http://nfbl.sc.gov/FacilityInformation.php?FacID=225,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-122,Ellen Sagar Nursing Center,1817 Jonesville Hwy,Union,29379,SC,Union,864-301-3500,864-427-2666,Allison Miller,amiller6@srhs.com,,NCF-0217,http://nfbl.sc.gov/FacilityInformation.php?FacID=226,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-123,Woodruff Manor,1114 E Georgia Rd,Woodruff,29388,SC,Spartanburg,864-476-7092,864-476-0753,Crystal Lewis,admissions@woodruffmanor.com,Woodruffmanor.net,NCF-0823,http://nfbl.sc.gov/FacilityInformation.php?FacID=227,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-124,Summit Hills Skilled Nursing Facility,100 Summit Hills Dr,Spartanburg,29307,SC,Spartanburg,864-591-2222,,,,,NCF-0950,http://nfbl.sc.gov/FacilityInformation.php?FacID=228,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-125,Broad Creek Care Center Skilled Nursing,801 Lemon Grass Ct,Hilton Head Island,29928,SC,Beaufort,843-341-7300,,,,,NCF-0753,http://nfbl.sc.gov/FacilityInformation.php?FacID=229,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-126,Magnolia Manor-Greenville,411 Ansel St,Greenville,29601,SC,Greenville,864-232-5368,864-232-7599,Nick Athans,nickolas.athans@fundltc.com,,NCF-0860,http://nfbl.sc.gov/FacilityInformation.php?FacID=230,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-127,Magnolia Manor-Greenwood,1415 Pkwy,Greenwood,29646,SC,Greenwood,864-227-9500,864-227-9498,Terry Greer,marion.greer@fundltc.com,,NCF-0866,http://nfbl.sc.gov/FacilityInformation.php?FacID=231,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-128,Springdale Healthcare Center,146 Battleship Rd,Camden,29020,SC,Kershaw,803-432-3741,803-432-8931,LeShaunda Henderson,leshaunda.henderson@palmltc.com,,NCF-0925,http://nfbl.sc.gov/FacilityInformation.php?FacID=232,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-129,St George Healthcare Center,905 Dukes St,Saint George,29477,SC,Dorchester,843-563-4602,843-563-4721,Laurie Branch,admiss@stgeorgeltc.com,,NCF-0924,http://nfbl.sc.gov/FacilityInformation.php?FacID=233,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-130,Hope Health & Rehab Of Marietta,2906 Geer Hwy,Marietta,29661,SC,Greenville,864-836-6381,864-836-7229,Evelyn Guy,eguy@covenantdove.com,www.covenantdove.com,NCF-0920,http://nfbl.sc.gov/FacilityInformation.php?FacID=234,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-131,"NHC HealthCare, Laurens",379 Pinehaven St Ext,Laurens,29360,SC,Laurens,864-984-6584,864-984-1642,Tonie Campbell,tcampbell@nhclaurens.com,www.nhclaurens.com,NCF-0326,http://nfbl.sc.gov/FacilityInformation.php?FacID=235,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-132,NHC HealthCare Lexington,2993 Sunset Blvd,West Columbia,29169,SC,Lexington,803-939-0026,803-939-9242,Ashley Whaley,awhaley@nhclexington.com,www.nhclexington.com,NCF-0798,http://nfbl.sc.gov/FacilityInformation.php?FacID=236,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-133,Magnolia Manor-Inman,63 Blackstock Rd,Inman,29349,SC,Spartanburg,864-472-9055,864-472-2619,Elizabeth Harrison Byers,ElizabethHarrisonByers@fundltc.com,,NCF-0863,http://nfbl.sc.gov/FacilityInformation.php?FacID=237,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-134,Unihealth Post Acute Care-moncks Corner,505 S Live Oak Dr,Moncks Corner,29461,SC,Berkeley,843-761-8368,843-761-4485,Jennifer Ward,jeward@uhs-pruitt.com,URReady.com or Pruitthealth.com,NCF-0943,http://nfbl.sc.gov/FacilityInformation.php?FacID=238,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-135,Magnolia Manor-Rock Hill,127 Murrah Dr,Rock Hill,29732,SC,York,803-328-6518,803-327-4638,Laurie Wilson,laurie.wilson@fundltc.com,,NCF-0859,http://nfbl.sc.gov/FacilityInformation.php?FacID=239,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-136,Magnolia Manor-Spartanburg,375 Serpentine Dr,Spartanburg,29303,SC,Spartanburg,864-585-0218,864-594-5122,Phoebe Bowlin,phoebe.bowlin@fundltc.com,,NCF-0867,http://nfbl.sc.gov/FacilityInformation.php?FacID=240,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-137,Magnolia Place At Spartanburg,8020 White Ave,Spartanburg,29303,SC,Spartanburg,864-542-8515,864-594-5150,LaTonya Covington,latonya.covington@fundltc.com,,NCF-0861,http://nfbl.sc.gov/FacilityInformation.php?FacID=241,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-138,Magnolia Place At Greenville,35 Southpointe Dr,Greenville,29607,SC,Greenville,864-288-1415,864-288-7271,Kim Martin,k.martin@fundltc.com,,NCF-0869,http://nfbl.sc.gov/FacilityInformation.php?FacID=242,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-139,Windsor Manor,5583 Summerton Hwy,Manning,29102,SC,Clarendon,803-478-2323,803-478-2334,Robin Alexander,rdalexander@clarendonltc.org,,NCF-0737,http://nfbl.sc.gov/FacilityInformation.php?FacID=243,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-140,Oakbrook Health and Rehabilitation,920 Travelers Blvd,Summerville,29485,SC,Dorchester,843-875-9053,843-875-7334,Dan Owens,admiss@oakbrookltc.com,,NCF-0923,http://nfbl.sc.gov/FacilityInformation.php?FacID=244,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-141,Oakhaven Nursing Center,123 Oak St,Darlington,29532,SC,Darlington,843-398-7041,,,,,NCF-0890,http://nfbl.sc.gov/FacilityInformation.php?FacID=245,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-142,Heartland Healthcare Center Greenville East,601 Sulphur Springs Rd,Greenville,29617,SC,Greenville,864-246-2721,864-294-7041,Chris Patrie,4033admiss2@hcr-manorcare,,NCF-0952,http://nfbl.sc.gov/FacilityInformation.php?FacID=246,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-143,Wildewood Downs Nursing And Rehabilitation Center,731 Polo Rd,Columbia,29223,SC,Richland,803-788-5115,,,,,NCF-0914,http://nfbl.sc.gov/FacilityInformation.php?FacID=247,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-144,Presbyterian Home Of South Carolina-foothills,205 Bud Nalley Dr,Easley,29642,SC,Pickens,864-859-3367,864-850-2310,Donna Owens,dowens@preshomesc.org,,NCF-0809,http://nfbl.sc.gov/FacilityInformation.php?FacID=248,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-145,Kershawhealth Karesh Long Term Care,1315 Roberts St,Camden,29020,SC,Kershaw,803-713-6376,803-713-3110,Becky LaFrage,lafrage@kershawhealth.org,,NCF-0313,http://nfbl.sc.gov/FacilityInformation.php?FacID=249,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-146,Florence Rehab & Nursing Center,133 W Clarke Rd,Florence,29501,SC,Florence,843-669-4374,803-753-0034,Carolyn Jones,cjones@cooke-associates.com,,NCF-0983,http://nfbl.sc.gov/FacilityInformation.php?FacID=250,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-147,Nhc Healthcare Sumter,1018 N Guignard Dr,Sumter,29150,SC,Sumter,803-773-5567,803-774-5576,Electa Riggs,eriggs@nhcsumter.com,,NCF-0471,http://nfbl.sc.gov/FacilityInformation.php?FacID=251,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-148,NHC Healthcare Mauldin,850 E Butler Rd,Greenville,29607,SC,Greenville,864-675-6421,864-675-9122,Jennifer Zier Balon,jbalon@nhcmauldin.com,www.nhcmauldin.com,NCF-0796,http://nfbl.sc.gov/FacilityInformation.php?FacID=252,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-149,Emeritus At Countryside Health Care Center,706 Pelzer Hwy,Easley,29642,SC,Pickens,864-859-0167,864-859-2312,Amy Reeves,Amy.Reeves@Brookdale.com,,NCF-0701,http://nfbl.sc.gov/FacilityInformation.php?FacID=253,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-150,Presbyterian Home Of South Carolina - Clinton,801 Musgrove St,Clinton,29325,SC,Laurens,864-833-5190,,Stacey Gary,stacey.gary@preshomesc.org,,NCF-0366,http://nfbl.sc.gov/FacilityInformation.php?FacID=254,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-151,Spartanburg Hospital For Restorative Care Snf,389 Serpentine Dr,Spartanburg,29303,SC,Spartanburg,864-560-3232,864-560-3290,Karla Lamb,kmlamb@srhs.com,,NCF-0915,http://nfbl.sc.gov/FacilityInformation.php?FacID=255,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-152,Rosecrest Rehabilitation And Healthcare,200 Fortress Dr,Inman,29349,SC,Spartanburg,864-599-8600,,,,,NCF-0817,http://nfbl.sc.gov/FacilityInformation.php?FacID=256,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-153,Myrtle Beach Manor,9547 Hwy 17 N,Myrtle Beach,29572,SC,Horry,843-449-5283,,,,,NCF-0829,http://nfbl.sc.gov/FacilityInformation.php?FacID=257,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-154,Grace Hall Rehabilitation,1010 Lake Hunter Cir,Mount Pleasant,29464,SC,Charleston,843-388-2030,,,,,NCF-0926,http://nfbl.sc.gov/FacilityInformation.php?FacID=258,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-155,Mount Pleasant Manor,921 Bowman Road,Mount Pleasant,29464,SC,Charleston,843-884-8903,843-849-5298,(843)375-2903,admissions@mountpleasantmanor.com,www.mtpmanor.com,NCF-0896,http://nfbl.sc.gov/FacilityInformation.php?FacID=259,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-156,Johns Island Rehabilitation and Healthcare Center,3647 Maybank Hwy,Johns Island,29455,SC,Charleston,843-559-5888,843-559-5865,Candice Losego,closego@orianna.com,www.orianna.com,NCF-0911,http://nfbl.sc.gov/FacilityInformation.php?FacID=260,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-157,Brightwater Skilled Nursing Center,171 Brightwater Dr,Myrtle Beach,29579,SC,Horry,843-903-8300,,,,,NCF-0955,http://nfbl.sc.gov/FacilityInformation.php?FacID=261,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-158,"NHC HealthCare, Anderson",1501 E Greenville St,Anderson,29621,SC,Anderson,864-226-8356,864-622-2648,Cinnamon Mazzola,ss@nhcanderson.com,www.nhcanderson.com,NCF-0801,http://nfbl.sc.gov/FacilityInformation.php?FacID=262,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-159,Presbyterian Home Of South Carolina - Summerville,201 W 9th North St,Summerville,29483,SC,Dorchester,843-873-2550,843-851-2033,Yolanda White,yolanda.white@prshomesc.org,www.pcsc.org,NCF-0202,http://nfbl.sc.gov/FacilityInformation.php?FacID=263,US,Assisted Living Facility and a Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-160,Covenant Place Nursing Center,2825 Carter Rd,Sumter,29150,SC,Sumter,803-469-7007,,,,,NCF-0632,http://nfbl.sc.gov/FacilityInformation.php?FacID=264,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-161,Compass Post Acute Rehabilitation,2320 Hwy 378,Conway,29527,SC,Horry,843-397-2273,843-397-0854,Wendy Lynch,wlynch@ensignservices.net,,NCF-0977,http://nfbl.sc.gov/FacilityInformation.php?FacID=266,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-162,Nhc Healthcare Charleston,2230 Ashley Crossing Dr,Charleston,29414,SC,Charleston,843-766-5228,843-766-5228,Ashley Whaley,,,NCF-0871,http://nfbl.sc.gov/FacilityInformation.php?FacID=267,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-163,Covenant Towers Health Care,5001 Little River Rd,Myrtle Beach,29577,SC,Horry,843-449-2484,,,,,NCF-0469,http://nfbl.sc.gov/FacilityInformation.php?FacID=268,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-164,PruittHealth columbia,2451 Forest Dr,Columbia,29204,SC,Richland,803-254-5960,803-252-0352,Will McNamara,wmcnamara@uhs-pruitt.com,,NCF-0880,http://nfbl.sc.gov/FacilityInformation.php?FacID=269,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-165,Sc Episcopal Home At Still Hopes,1 Still Hopes Dr,West Columbia,29169,SC,Lexington,803-739-5032,,,,,NCF-0392,http://nfbl.sc.gov/FacilityInformation.php?FacID=270,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-166,Nhc Healthcare Bluffton,3039 Okatie Hwy,Bluffton,29910,SC,Beaufort,843-705-8220,843-705-8222,Lyette Lank,llank@nhcbluffton.com,www.nhcbluffton.com,NCF-0958,http://nfbl.sc.gov/FacilityInformation.php?FacID=271,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-167,Fraser Health Care,300 Woodhaven Dr,Hilton Head Island,29928,SC,Beaufort,843-842-3747,,,,,NCF-0414,http://nfbl.sc.gov/FacilityInformation.php?FacID=272,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-168,Lake Moultrie Nursing Home,1038 Mcgill Ln,Saint Stephen,29479,SC,Berkeley,843-567-2307,843-567-2305,Casey Segars,crsegars@chsystem.org,,NCF-0738,http://nfbl.sc.gov/FacilityInformation.php?FacID=273,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-169,White Oak Manor Charleston,9285 Medical Plaza Dr,N Charleston,29406,SC,Charleston,843-797-8282,843-820-1065,Monica Rhoad,mrhoad@whiteoakmanor.com,www.whiteoakmanor.com,NCF-0892,http://nfbl.sc.gov/FacilityInformation.php?FacID=274,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-170,Bishop Gadsden Episcopal Health Care Center,3 Bishop Gadsden Way,Charleston,29412,SC,Charleston,843-762-3300,,,,,NCF-0577,http://nfbl.sc.gov/FacilityInformation.php?FacID=275,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-171,Richard M Campbell Veterans Nursing Home,4605 Belton Hwy,Anderson,29621,SC,Anderson,864-261-6734,,Lori Hedden,lhedden@hrmvsi.com,www.hmrveteranservices.com,NCF-0549,http://nfbl.sc.gov/FacilityInformation.php?FacID=276,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-172,PruittHealth of Orangeburg,755 Whitman St Se,Orangeburg,29115,SC,Orangeburg,803-534-7036,803-534-8148,Scott Williams,scwilliams@pruitthealth.com,uhs-pruitt.com,NCF-0617,http://nfbl.sc.gov/FacilityInformation.php?FacID=277,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-173,Calhoun Convalescent Center,601 Dantzler St,Saint Matthews,29135,SC,Calhoun,803-655-7101,803-655-7180,"Tana Shuler, LPN",tshuler@oburg.net,facebook.com/tana.shuler.5,NCF-0505,http://nfbl.sc.gov/FacilityInformation.php?FacID=278,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-174,Arboretum At The Woodlands,50 Arboretum Ln,Greenville,29617,SC,Greenville,864-371-3100,,,,,NCF-0957,http://nfbl.sc.gov/FacilityInformation.php?FacID=279,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-175,Greenwood Transitional Rehabilitation Unit,1530 Pkwy,Greenwood,29646,SC,Greenwood,864-330-1800,,,,,NCF-0944,http://nfbl.sc.gov/FacilityInformation.php?FacID=280,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-176,NHC Healthcare / Greenwood,437 Cambridge Ave E,Greenwood,29646,SC,Greenwood,864-223-1950,864-229-0279,Beth Welborn,bwelborn@nhcgreenwood.com,www.nhcgreenwood.com/NHCGreenwood/,NCF-0802,http://nfbl.sc.gov/FacilityInformation.php?FacID=281,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-177,"NHC Healthcare, Greenville",1305 Boiling Springs Rd,Greer,29650,SC,Greenville,864-458-7566,864-288-8043,Angie Youngblood,socialservices@nhcgreenville.com,nhcgreenville.com,NCF-0807,http://nfbl.sc.gov/FacilityInformation.php?FacID=282,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-178,Brushy Creek Rehabilitation and Healthcare Center,101 Cottage Creek Circle,Greer,29650,SC,Greenville,864-688-3817,864-801-1427,Nicole Pierce,npierce@orianna.com,www.orianna.com,NCF-0992,http://nfbl.sc.gov/FacilityInformation.php?FacID=283,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-179,Petra Health & Rehab Of Mccormick,204 Holiday Rd,Mc Cormick,29835,SC,McCormick,864-391-2390,864-391-2397,Brittany Sims,bsims@covenantdove.com,www.covenantdove.com,NCF-0933,http://nfbl.sc.gov/FacilityInformation.php?FacID=284,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-180,Unihealth Post-acute Care-tanglewood,213 Tanglewood Ct,Ridgeway,29130,SC,Fairfield,803-337-3211,803-337-8124,Clem Wood,admissions_rid@uhs-pruitt.com,,NCF-0710,http://nfbl.sc.gov/FacilityInformation.php?FacID=285,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-181,Valley Falls Terrace,400 Locust Grv,Spartanburg,29303,SC,Spartanburg,864-503-0377,864-503-9631,Dianne Boheler,Dianne.Boheler@fundltc.com,,NCF-0495,http://nfbl.sc.gov/FacilityInformation.php?FacID=286,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-182,Emeritus At Skylyn Health Care Center,1705 Skylyn Dr Ofc,Spartanburg,29307,SC,Spartanburg,864-582-6838,,,,,NCF-0700,http://nfbl.sc.gov/FacilityInformation.php?FacID=287,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-183,Anchor Health & Rehab Of Aiken,550 Eastgate Dr,Aiken,29803,SC,Aiken,803-643-3694,803-641-6229,Racheal Thomas,rthomas@orianna.com,www.orianna.com,NCF-0902,http://nfbl.sc.gov/FacilityInformation.php?FacID=288,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-184,"Azaleawoods Operating, LLC",123 Dupont Dr NE,Aiken,29801,SC,Aiken,803-648-0434,803-648-5241,MaryAnn Brewer,mbrewer@cmcseniorcare.com,www.cmc.net,NCF-0982,http://nfbl.sc.gov/FacilityInformation.php?FacID=289,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-185,Unihealth Post Acute Care-low Country,"252 Liberty Ave., S",Estill,29918,SC,Hampton,803-625-3852,803-625-2441,Sally Dobson,sdobson@uhs-pruitt.com,,NCF-0922,http://nfbl.sc.gov/FacilityInformation.php?FacID=290,US,Nursing Facility
