row_id,name,address_line_1,address_line_2,city,postal_code,province,County,Contact Phone,Fax,Contact,Email,Website,DHEC License,Link to details,Country,Facility Type,latitude,longitude,neighborhood
USA-SC-58-SC-OfficeOnAging-output-84,Kingstree Nursing Facility,401 Nelson Blvd,,Kingstree,29556,SC,Williamsburg,843-355-6116,843-355-2261,Ashley Monteith,amonteith@carlyleseniorcare.com,,NCF-0984,http://nfbl.sc.gov/FacilityInformation.php?FacID=188,US,Nursing Facility,33.6594277,-79.82443740000001,
USA-SC-58-SC-OfficeOnAging-output-85,Lake City-Scranton Healthcare Center,1940 Boyd Rd,,Scranton,29591,SC,Florence,843-389-9201,843-389-9202,"Lynn Gibbs, Administrator",admiss@lakecityltc.com,,NCF-0928,http://nfbl.sc.gov/FacilityInformation.php?FacID=189,US,Nursing Facility,33.916334,-79.737538,
USA-SC-58-SC-OfficeOnAging-output-86,Dr. Ronald E. McNair Nursing And Rehabilitation Center,56 Genesis Dr,,Lake City,29560,SC,Florence,843-389-3685,843-210-3026,Mona Singletary,l_mcnairnsgctr@ftc-i.net,,NCF-0918,http://nfbl.sc.gov/FacilityInformation.php?FacID=190,US,Nursing Facility,33.83956430000001,-79.8023729,
USA-SC-58-SC-OfficeOnAging-output-87,C M Tucker Jr Nursing Care Center Roddey Pavilion,2200 Harden St,,Columbia,29203,SC,Richland,803-737-5301,803-737-7140,Melanie Muir,Melanie.Muir@scdmh.org,,NCF-0726,http://nfbl.sc.gov/FacilityInformation.php?FacID=191,US,Nursing Facility,34.0221835,-81.02453510000001,Midtown - Downtown
USA-SC-58-SC-OfficeOnAging-output-88,Camp Care,59 Blackstock Rd,,Inman,29349,SC,Spartanburg,864-472-2028,864-472-6901,Beth Ann Vickery,beth.vickery@fundltc.com,,NCF-0862,http://nfbl.sc.gov/FacilityInformation.php?FacID=192,US,Nursing Facility,35.0385611,-82.08985489999999,
USA-SC-58-SC-OfficeOnAging-output-89,Chesterfield Convalescent Center,1150 State Rd,,Cheraw,29520,SC,Chesterfield,843-537-2060,843-537-3676,Darlene Lovelace and Lisa Adair (SSD),darlenehlovelace@yahoo.com,,NCF-0552,http://nfbl.sc.gov/FacilityInformation.php?FacID=193,US,Nursing Facility,34.7036004,-79.9158154,
USA-SC-58-SC-OfficeOnAging-output-90,Clemson Area Retirement Center-health Care Center,500 Downs Loop,,Clemson,29631,SC,Pickens,864-654-1155,,,,,NCF-0391,http://nfbl.sc.gov/FacilityInformation.php?FacID=194,US,Nursing Facility,34.677338,-82.794018,
USA-SC-58-SC-OfficeOnAging-output-91,Commander Nursing Center,4438 Pamplico Hwy,,Florence,29505,SC,Florence,843-669-3502,843-667-9425,Rosalind Collins,cmdnursing@aol.com,,NCF-0233,http://nfbl.sc.gov/FacilityInformation.php?FacID=195,US,Nursing Facility,34.1041219,-79.705454,
USA-SC-58-SC-OfficeOnAging-output-92,C M Tucker Jr Nursing Care Center Fewell And Stone Pavilions,2200 Harden St,,Columbia,29203,SC,Richland,803-737-5399,803-737-7526,Sarah Kirchman,Sarah.Kirchman@scdmh.org,,NCF-0334,http://nfbl.sc.gov/FacilityInformation.php?FacID=196,US,Nursing Facility,34.0221835,-81.02453510000001,Midtown - Downtown
USA-SC-58-SC-OfficeOnAging-output-93,Laurel Baye Healthcare Of Williston,5721 Springfield Rd,,Williston,29853,SC,Barnwell,803-266-3229,803-266-2257,"Lynne Green, Director of Admissions",lgreen@laurelbaye.com,,NCF-0754,http://nfbl.sc.gov/FacilityInformation.php?FacID=197,US,Nursing Facility,33.411747,-81.412445,
USA-SC-58-SC-OfficeOnAging-output-94,Inman Healthcare,51 N Main St,,Inman,29349,SC,Spartanburg,864-472-9370,864-472-6672,Karen Wingo,KAWingo@savasc.com,http:,NCF-0864,http://nfbl.sc.gov/FacilityInformation.php?FacID=198,US,Nursing Facility,35.05024119999999,-82.0916615,
USA-SC-58-SC-OfficeOnAging-output-95,J F Hawkins Nursing Home,1330 Kinard St,,Newberry,29108,SC,Newberry,803-276-2601,803-276-2602,Niki Perkins,nperkins@newberryccrc.com,www.newberryccrc.com,NCF-0234,http://nfbl.sc.gov/FacilityInformation.php?FacID=199,US,Nursing Facility,34.285064,-81.605519,
USA-SC-58-SC-OfficeOnAging-output-96,PruittHealth Dillon,413 Lakeside Ct,,Dillon,29536,SC,Dillon,843-774-2741,8437741647,Celeste J. Campbell,CCampbell@uhs-pruitt.com,,NCF-0835,http://nfbl.sc.gov/FacilityInformation.php?FacID=200,US,Nursing Facility,34.4313812,-79.35224099999999,
USA-SC-58-SC-OfficeOnAging-output-97,Lake Marion Nursing Facility,1527 Urbana Rd,,Summerton,29148,SC,Clarendon,803-485-2317,803-485-8578,"Rebecca Thomas, Admissions Coordinator",amiles@clarendonltc.org,www.clarendonltc.org,NCF-0736,http://nfbl.sc.gov/FacilityInformation.php?FacID=201,US,Nursing Facility,33.6174325,-80.3658387,
USA-SC-58-SC-OfficeOnAging-output-98,Transitional Care Unit At Springs Memorial Hospital,800 W Meeting St,,Lancaster,29720,SC,Lancaster,803-286-1481,,,,,NCF-0723,http://nfbl.sc.gov/FacilityInformation.php?FacID=202,US,Nursing Facility,34.7178726,-80.7884383,
USA-SC-58-SC-OfficeOnAging-output-99,Bethea Baptist Health Care Center,157 Home Ave,,Darlington,29532,SC,Darlington,843-393-2867,843-393-2458,Jenny Doll,jdoll@scbma.com,bethearetirement.com,NCF-0189,http://nfbl.sc.gov/FacilityInformation.php?FacID=203,US,Nursing Facility,34.2571894,-79.83925789999999,
USA-SC-58-SC-OfficeOnAging-output-100,Capstone Health & Rehab Of Easley,1850 Crestview Rd,,Easley,29642,SC,Pickens,864-859-3236,864-442-9847,Central Admissions,lspearman@orianna.com,www.orianna.com/store-page/capstone-rehabilitation-and-healthcare-center/,NCF-0901,http://nfbl.sc.gov/FacilityInformation.php?FacID=204,US,Nursing Facility,34.7973311,-82.5442711,
USA-SC-58-SC-OfficeOnAging-output-101,Brian Center Nursing Care-St Andrews,3514 Sidney Rd,,Columbia,29210,SC,Lexington,803-798-9715,803-798-1731,Hiedi Smola,standrews_ad@choice-health.net,,NCF-0875,http://nfbl.sc.gov/FacilityInformation.php?FacID=205,US,Nursing Facility,34.0517821,-81.1305531,
USA-SC-58-SC-OfficeOnAging-output-102,Rice Estate Rehabilitation And Healthcare,100 Finley Rd,,Columbia,29203,SC,Richland,803-691-5720,,,,,NCF-0831,http://nfbl.sc.gov/FacilityInformation.php?FacID=206,US,Nursing Facility,34.1072225,-80.9645408,
USA-SC-58-SC-OfficeOnAging-output-103,Heritage At Lowman Rehabilitation And Healthcare,201 Fortress Dr,,Chapin,29036,SC,Richland,803-732-3000,803-781-0292,,Rehab@theheritageatlowman.org,www.lutheranhomessc.org,NCF-0688,http://nfbl.sc.gov/FacilityInformation.php?FacID=207,US,Nursing Facility,34.14173510000001,-81.269576,
USA-SC-58-SC-OfficeOnAging-output-104,Magnolia Manor-Columbia,1007 N Kings Street,,Columbia,29223,SC,Richland,803-699-4111,803-699-1845,J. Blake Mc Clure,,,NCF-0868,http://nfbl.sc.gov/FacilityInformation.php?FacID=208,US,Nursing Facility,34.0815828,-80.9336201,
USA-SC-58-SC-OfficeOnAging-output-105,Life Care Center Of Columbia,2514 Faraway Dr,,Columbia,29223,SC,Richland,803-865-1999,803865-0759,Tina Thompson,Tina_thompson@lcca.com,,NCF-0634,http://nfbl.sc.gov/FacilityInformation.php?FacID=209,US,Nursing Facility,34.0671202,-80.9121514,
USA-SC-58-SC-OfficeOnAging-output-106,Hallmark  Rehab and Health Center,255 Midland Pkwy,,Summerville,29485,SC,Dorchester,843-821-5005,843-821-5005,LUCINDA AMBROISE,ADMISS@HALLMARKLTC.COM,,NCF-0932,http://nfbl.sc.gov/FacilityInformation.php?FacID=210,US,Nursing Facility,32.9658186,-80.15994169999999,
USA-SC-58-SC-OfficeOnAging-output-107,Pruitt Health Pickens,163 Love And Care Rd,,Six Mile,29682,SC,Pickens,864-868-2307,864-868-7813,Teresa Diller,tdiller@pruitthealth.com,www.pruitthealth.com,NCF-0580,http://nfbl.sc.gov/FacilityInformation.php?FacID=211,US,Nursing Facility,34.8362663,-82.83958969999999,
USA-SC-58-SC-OfficeOnAging-output-108,Health Care Center Of Wesley Commons,1110 Marshall Rd,,Greenwood,29646,SC,Greenwood,864-227-7250,864-227-7199,Ellen Jenks,ejenks@wesleycommons.org,www.wesleycommons.org,NCF-0304,http://nfbl.sc.gov/FacilityInformation.php?FacID=212,US,Nursing Facility,34.180075,-82.12762,
USA-SC-58-SC-OfficeOnAging-output-109,Heartland Of Columbia,2601 Forest Dr,,Columbia,29204,SC,Richland,803-256-4983,803-779-0738,Mark Bowen,512admiss@hcr-manorcare.com,,NCF-0316,http://nfbl.sc.gov/FacilityInformation.php?FacID=213,US,Nursing Facility,34.0147908,-81.0070475,
USA-SC-58-SC-OfficeOnAging-output-110,White Oak Estates,400 Webber Rd,,Spartanburg,29307,SC,Spartanburg,864-579-7004,864-579-7714,Laura Davis,ldavis@whiteoakmanor.com,www.whiteoakmanor.com,NCF-0888,http://nfbl.sc.gov/FacilityInformation.php?FacID=214,US,Nursing Facility,34.9726757,-81.8697114,Hillbrook
USA-SC-58-SC-OfficeOnAging-output-111,Medford Nursing Center,105 Medford Dr,,Darlington,29532,SC,Darlington,843-398-7000,,,,,NCF-0891,http://nfbl.sc.gov/FacilityInformation.php?FacID=215,US,Nursing Facility,34.314919,-79.869286,
USA-SC-58-SC-OfficeOnAging-output-112,Pepper Hill Nursing & Rehab Center,3525 Augustus Rd,,Aiken,29801,SC,Aiken,803-642-8376,803-642-8356,Ron Arant,ronarant@pepperhill.com,pepperhill.com,NCF-0879,http://nfbl.sc.gov/FacilityInformation.php?FacID=216,US,Assisted Living Facility and a Nursing Facility,33.5665428,-81.7626587,
USA-SC-58-SC-OfficeOnAging-output-113,Lexington Medical Center Extended Care,815 Old Cherokee Rd,,Lexington,29072,SC,Lexington,803-359-5181,803-808-9436,Admissions Department,jcoverton@lexhealth.org,www.lexmed.com/locations/extended-care,NCF-0730,http://nfbl.sc.gov/FacilityInformation.php?FacID=217,US,Nursing Facility,34.00803799999999,-81.249776,
USA-SC-58-SC-OfficeOnAging-output-114,PruittHealth North Augusta,1200 Talisman Dr,,North Augusta,29841,SC,Aiken,803-278-2170,803-442-9344,Kathy Gill,kagill@uhs-pruitt.com,uhs-pruitt.com,NCF-0721,http://nfbl.sc.gov/FacilityInformation.php?FacID=218,US,Nursing Facility,33.5095699,-81.95217799999999,
USA-SC-58-SC-OfficeOnAging-output-115,Emeritus At Anderson Place Health Care Center,311 Simpson Rd,,Anderson,29621,SC,Anderson,864-261-3875,,,,,NCF-0872,http://nfbl.sc.gov/FacilityInformation.php?FacID=219,US,Nursing Facility,34.5368039,-82.62407999999999,
USA-SC-58-SC-OfficeOnAging-output-116,Nhc Healthcare North Augusta,350 Austin Graybill Rd,,North Augusta,29860,SC,Aiken,803-278-4272,803-278-1794,Julie Knight/ Jessica Randall,jknight@nhcnorthaugusta.com,www.nhcnorthaugusta.com,NCF-0799,http://nfbl.sc.gov/FacilityInformation.php?FacID=220,US,Nursing Facility,33.5613517,-81.94358609999999,
USA-SC-58-SC-OfficeOnAging-output-117,Nhc Healthcare Parklane,7601 Parklane Rd,,Columbia,29223,SC,Richland,803-741-9090,803-461-0805,Jennifer McClellan,jmcclellan@nhcparklane.com,,NCF-0797,http://nfbl.sc.gov/FacilityInformation.php?FacID=221,US,Nursing Facility,34.0817784,-80.9584713,
USA-SC-58-SC-OfficeOnAging-output-118,Southland Health Care Center,722 S Dargan St,,Florence,29506,SC,Florence,843-669-4403,843-669-4534,Beth Shealy,bshealy@southlandhealthcare.net,,NCF-0599,http://nfbl.sc.gov/FacilityInformation.php?FacID=222,US,Nursing Facility,34.1851052,-79.7641896,
USA-SC-58-SC-OfficeOnAging-output-119,Lancaster Convalescent Center,2044 Pageland Hwy,,Lancaster,29720,SC,Lancaster,803-285-7907,803-289-1790,Brenda Moseley,brenda.moseley@fundltc.com,,NCF-0551,http://nfbl.sc.gov/FacilityInformation.php?FacID=223,US,Nursing Facility,34.720315,-80.71974890000001,
USA-SC-58-SC-OfficeOnAging-output-120,White Oak Of Newberry,2555 Kinard St,,Newberry,29108,SC,Newberry,803-276-6060,803-321-1049,Gail Sligh,gsligh@whiteoakmanor.com,"www, whiteoakmanor.com",NCF-0884,http://nfbl.sc.gov/FacilityInformation.php?FacID=224,US,Nursing Facility,34.28905829999999,-81.6061904,
USA-SC-58-SC-OfficeOnAging-output-121,Heartland Healthcare of Union,709 Rice Ave Ext,,Union,29379,SC,Union,864-427-0306,864-427-9148,Amanda Gallman,Amanda.gallman@hcr-manorcare.com,,NCF-0443,http://nfbl.sc.gov/FacilityInformation.php?FacID=225,US,Nursing Facility,34.7179476,-81.6466914,
USA-SC-58-SC-OfficeOnAging-output-122,Ellen Sagar Nursing Center,1817 Jonesville Hwy,,Union,29379,SC,Union,864-301-3500,864-427-2666,Allison Miller,amiller6@srhs.com,,NCF-0217,http://nfbl.sc.gov/FacilityInformation.php?FacID=226,US,Nursing Facility,34.765274,-81.6401408,
USA-SC-58-SC-OfficeOnAging-output-123,Woodruff Manor,1114 E Georgia Rd,,Woodruff,29388,SC,Spartanburg,864-476-7092,864-476-0753,Crystal Lewis,admissions@woodruffmanor.com,Woodruffmanor.net,NCF-0823,http://nfbl.sc.gov/FacilityInformation.php?FacID=227,US,Nursing Facility,34.74917599999999,-82.01665,
USA-SC-58-SC-OfficeOnAging-output-124,Summit Hills Skilled Nursing Facility,100 Summit Hills Dr,,Spartanburg,29307,SC,Spartanburg,864-591-2222,,,,,NCF-0950,http://nfbl.sc.gov/FacilityInformation.php?FacID=228,US,Nursing Facility,34.982703,-81.8903723,
USA-SC-58-SC-OfficeOnAging-output-125,Broad Creek Care Center Skilled Nursing,801 Lemon Grass Ct,,Hilton Head Island,29928,SC,Beaufort,843-341-7300,,,,,NCF-0753,http://nfbl.sc.gov/FacilityInformation.php?FacID=229,US,Nursing Facility,32.1746763,-80.774785,
USA-SC-58-SC-OfficeOnAging-output-126,Magnolia Manor-Greenville,411 Ansel St,,Greenville,29601,SC,Greenville,864-232-5368,864-232-7599,Nick Athans,nickolas.athans@fundltc.com,,NCF-0860,http://nfbl.sc.gov/FacilityInformation.php?FacID=230,US,Nursing Facility,34.8389406,-82.4122903,Green Avenue
USA-SC-58-SC-OfficeOnAging-output-127,Magnolia Manor-Greenwood,1415 Pkwy,,Greenwood,29646,SC,Greenwood,864-227-9500,864-227-9498,Terry Greer,marion.greer@fundltc.com,,NCF-0866,http://nfbl.sc.gov/FacilityInformation.php?FacID=231,US,Nursing Facility,34.4823483,-82.0216745,
USA-SC-58-SC-OfficeOnAging-output-128,Springdale Healthcare Center,146 Battleship Rd,,Camden,29020,SC,Kershaw,803-432-3741,803-432-8931,LeShaunda Henderson,leshaunda.henderson@palmltc.com,,NCF-0925,http://nfbl.sc.gov/FacilityInformation.php?FacID=232,US,Nursing Facility,34.2515379,-80.63336699999999,
USA-SC-58-SC-OfficeOnAging-output-129,St George Healthcare Center,905 Dukes St,,Saint George,29477,SC,Dorchester,843-563-4602,843-563-4721,Laurie Branch,admiss@stgeorgeltc.com,,NCF-0924,http://nfbl.sc.gov/FacilityInformation.php?FacID=233,US,Nursing Facility,33.179972,-80.586345,
USA-SC-58-SC-OfficeOnAging-output-130,Hope Health & Rehab Of Marietta,2906 Geer Hwy,,Marietta,29661,SC,Greenville,864-836-6381,864-836-7229,Evelyn Guy,eguy@covenantdove.com,www.covenantdove.com,NCF-0920,http://nfbl.sc.gov/FacilityInformation.php?FacID=234,US,Nursing Facility,35.0224338,-82.5022066,Marietta
USA-SC-58-SC-OfficeOnAging-output-131,"NHC HealthCare, Laurens",379 Pinehaven St Ext,,Laurens,29360,SC,Laurens,864-984-6584,864-984-1642,Tonie Campbell,tcampbell@nhclaurens.com,www.nhclaurens.com,NCF-0326,http://nfbl.sc.gov/FacilityInformation.php?FacID=235,US,Nursing Facility,34.4868163,-82.032932,
USA-SC-58-SC-OfficeOnAging-output-132,NHC HealthCare Lexington,2993 Sunset Blvd,,West Columbia,29169,SC,Lexington,803-939-0026,803-939-9242,Ashley Whaley,awhaley@nhclexington.com,www.nhclexington.com,NCF-0798,http://nfbl.sc.gov/FacilityInformation.php?FacID=236,US,Nursing Facility,34.005349,-81.1224783,
USA-SC-58-SC-OfficeOnAging-output-133,Magnolia Manor-Inman,63 Blackstock Rd,,Inman,29349,SC,Spartanburg,864-472-9055,864-472-2619,Elizabeth Harrison Byers,ElizabethHarrisonByers@fundltc.com,,NCF-0863,http://nfbl.sc.gov/FacilityInformation.php?FacID=237,US,Nursing Facility,35.0372063,-82.08952599999999,
USA-SC-58-SC-OfficeOnAging-output-134,Unihealth Post Acute Care-moncks Corner,505 S Live Oak Dr,,Moncks Corner,29461,SC,Berkeley,843-761-8368,843-761-4485,Jennifer Ward,jeward@uhs-pruitt.com,URReady.com or Pruitthealth.com,NCF-0943,http://nfbl.sc.gov/FacilityInformation.php?FacID=238,US,Nursing Facility,33.1877354,-80.0197678,
USA-SC-58-SC-OfficeOnAging-output-135,Magnolia Manor-Rock Hill,127 Murrah Dr,,Rock Hill,29732,SC,York,803-328-6518,803-327-4638,Laurie Wilson,laurie.wilson@fundltc.com,,NCF-0859,http://nfbl.sc.gov/FacilityInformation.php?FacID=239,US,Nursing Facility,34.9450367,-81.0381215,
USA-SC-58-SC-OfficeOnAging-output-136,Magnolia Manor-Spartanburg,375 Serpentine Dr,,Spartanburg,29303,SC,Spartanburg,864-585-0218,864-594-5122,Phoebe Bowlin,phoebe.bowlin@fundltc.com,,NCF-0867,http://nfbl.sc.gov/FacilityInformation.php?FacID=240,US,Nursing Facility,34.96518479999999,-81.9375721,
USA-SC-58-SC-OfficeOnAging-output-137,Magnolia Place At Spartanburg,8020 White Ave,,Spartanburg,29303,SC,Spartanburg,864-542-8515,864-594-5150,LaTonya Covington,latonya.covington@fundltc.com,,NCF-0861,http://nfbl.sc.gov/FacilityInformation.php?FacID=241,US,Nursing Facility,34.9802932,-81.9633498,
USA-SC-58-SC-OfficeOnAging-output-138,Magnolia Place At Greenville,35 Southpointe Dr,,Greenville,29607,SC,Greenville,864-288-1415,864-288-7271,Kim Martin,k.martin@fundltc.com,,NCF-0869,http://nfbl.sc.gov/FacilityInformation.php?FacID=242,US,Nursing Facility,34.81494799999999,-82.264917,
USA-SC-58-SC-OfficeOnAging-output-139,Windsor Manor,5583 Summerton Hwy,,Manning,29102,SC,Clarendon,803-478-2323,803-478-2334,Robin Alexander,rdalexander@clarendonltc.org,,NCF-0737,http://nfbl.sc.gov/FacilityInformation.php?FacID=243,US,Nursing Facility,33.677588,-80.3584597,
USA-SC-58-SC-OfficeOnAging-output-140,Oakbrook Health and Rehabilitation,920 Travelers Blvd,,Summerville,29485,SC,Dorchester,843-875-9053,843-875-7334,Dan Owens,admiss@oakbrookltc.com,,NCF-0923,http://nfbl.sc.gov/FacilityInformation.php?FacID=244,US,Nursing Facility,32.9633072,-80.1703404,
USA-SC-58-SC-OfficeOnAging-output-141,Oakhaven Nursing Center,123 Oak St,,Darlington,29532,SC,Darlington,843-398-7041,,,,,NCF-0890,http://nfbl.sc.gov/FacilityInformation.php?FacID=245,US,Nursing Facility,34.3060878,-79.8709921,
USA-SC-58-SC-OfficeOnAging-output-142,Heartland Healthcare Center Greenville East,601 Sulphur Springs Rd,,Greenville,29617,SC,Greenville,864-246-2721,864-294-7041,Chris Patrie,4033admiss2@hcr-manorcare,,NCF-0952,http://nfbl.sc.gov/FacilityInformation.php?FacID=246,US,Nursing Facility,34.888877,-82.4520929,
USA-SC-58-SC-OfficeOnAging-output-143,Wildewood Downs Nursing And Rehabilitation Center,731 Polo Rd,,Columbia,29223,SC,Richland,803-788-5115,,,,,NCF-0914,http://nfbl.sc.gov/FacilityInformation.php?FacID=247,US,Nursing Facility,34.0881867,-80.8882698,
USA-SC-58-SC-OfficeOnAging-output-144,Presbyterian Home Of South Carolina-foothills,205 Bud Nalley Dr,,Easley,29642,SC,Pickens,864-859-3367,864-850-2310,Donna Owens,dowens@preshomesc.org,,NCF-0809,http://nfbl.sc.gov/FacilityInformation.php?FacID=248,US,Nursing Facility,34.7980188,-82.54084519999999,
USA-SC-58-SC-OfficeOnAging-output-145,Kershawhealth Karesh Long Term Care,1315 Roberts St,,Camden,29020,SC,Kershaw,803-713-6376,803-713-3110,Becky LaFrage,lafrage@kershawhealth.org,,NCF-0313,http://nfbl.sc.gov/FacilityInformation.php?FacID=249,US,Nursing Facility,34.253116,-80.590929,
USA-SC-58-SC-OfficeOnAging-output-146,Florence Rehab & Nursing Center,133 W Clarke Rd,,Florence,29501,SC,Florence,843-669-4374,803-753-0034,Carolyn Jones,cjones@cooke-associates.com,,NCF-0983,http://nfbl.sc.gov/FacilityInformation.php?FacID=250,US,Nursing Facility,34.253805,-79.74168999999999,
USA-SC-58-SC-OfficeOnAging-output-147,Nhc Healthcare Sumter,1018 N Guignard Dr,,Sumter,29150,SC,Sumter,803-773-5567,803-774-5576,Electa Riggs,eriggs@nhcsumter.com,,NCF-0471,http://nfbl.sc.gov/FacilityInformation.php?FacID=251,US,Nursing Facility,33.944547,-80.37903399999999,
USA-SC-58-SC-OfficeOnAging-output-148,NHC Healthcare Mauldin,850 E Butler Rd,,Greenville,29607,SC,Greenville,864-675-6421,864-675-9122,Jennifer Zier Balon,jbalon@nhcmauldin.com,www.nhcmauldin.com,NCF-0796,http://nfbl.sc.gov/FacilityInformation.php?FacID=252,US,Nursing Facility,34.802418,-82.283973,
USA-SC-58-SC-OfficeOnAging-output-149,Emeritus At Countryside Health Care Center,706 Pelzer Hwy,,Easley,29642,SC,Pickens,864-859-0167,864-859-2312,Amy Reeves,Amy.Reeves@Brookdale.com,,NCF-0701,http://nfbl.sc.gov/FacilityInformation.php?FacID=253,US,Nursing Facility,34.7945655,-82.59599159999999,
USA-SC-58-SC-OfficeOnAging-output-150,Presbyterian Home Of South Carolina - Clinton,801 Musgrove St,,Clinton,29325,SC,Laurens,864-833-5190,,Stacey Gary,stacey.gary@preshomesc.org,,NCF-0366,http://nfbl.sc.gov/FacilityInformation.php?FacID=254,US,Nursing Facility,34.4848335,-81.8748679,
USA-SC-58-SC-OfficeOnAging-output-151,Spartanburg Hospital For Restorative Care Snf,389 Serpentine Dr,,Spartanburg,29303,SC,Spartanburg,864-560-3232,864-560-3290,Karla Lamb,kmlamb@srhs.com,,NCF-0915,http://nfbl.sc.gov/FacilityInformation.php?FacID=255,US,Nursing Facility,34.9665243,-81.93653929999999,
USA-SC-58-SC-OfficeOnAging-output-152,Rosecrest Rehabilitation And Healthcare,200 Fortress Dr,,Inman,29349,SC,Spartanburg,864-599-8600,,,,,NCF-0817,http://nfbl.sc.gov/FacilityInformation.php?FacID=256,US,Nursing Facility,35.03833519999999,-82.0276348,
USA-SC-58-SC-OfficeOnAging-output-153,Myrtle Beach Manor,9547 Hwy 17 N,,Myrtle Beach,29572,SC,Horry,843-449-5283,,,,,NCF-0829,http://nfbl.sc.gov/FacilityInformation.php?FacID=257,US,Nursing Facility,33.7709899,-78.8022476,
USA-SC-58-SC-OfficeOnAging-output-154,Grace Hall Rehabilitation,1010 Lake Hunter Cir,,Mount Pleasant,29464,SC,Charleston,843-388-2030,,,,,NCF-0926,http://nfbl.sc.gov/FacilityInformation.php?FacID=258,US,Nursing Facility,32.8144457,-79.86131639999999,
USA-SC-58-SC-OfficeOnAging-output-155,Mount Pleasant Manor,921 Bowman Road,,Mount Pleasant,29464,SC,Charleston,843-884-8903,843-849-5298,(843)375-2903,admissions@mountpleasantmanor.com,www.mtpmanor.com,NCF-0896,http://nfbl.sc.gov/FacilityInformation.php?FacID=259,US,Nursing Facility,32.81456470000001,-79.85872250000001,
USA-SC-58-SC-OfficeOnAging-output-156,Johns Island Rehabilitation and Healthcare Center,3647 Maybank Hwy,,Johns Island,29455,SC,Charleston,843-559-5888,843-559-5865,Candice Losego,closego@orianna.com,www.orianna.com,NCF-0911,http://nfbl.sc.gov/FacilityInformation.php?FacID=260,US,Nursing Facility,32.7174575,-80.082617,
USA-SC-58-SC-OfficeOnAging-output-157,Brightwater Skilled Nursing Center,171 Brightwater Dr,,Myrtle Beach,29579,SC,Horry,843-903-8300,,,,,NCF-0955,http://nfbl.sc.gov/FacilityInformation.php?FacID=261,US,Nursing Facility,33.76328779999999,-78.84421309999999,
USA-SC-58-SC-OfficeOnAging-output-158,"NHC HealthCare, Anderson",1501 E Greenville St,,Anderson,29621,SC,Anderson,864-226-8356,864-622-2648,Cinnamon Mazzola,ss@nhcanderson.com,www.nhcanderson.com,NCF-0801,http://nfbl.sc.gov/FacilityInformation.php?FacID=262,US,Nursing Facility,34.52873469999999,-82.6372143,
USA-SC-58-SC-OfficeOnAging-output-159,Presbyterian Home Of South Carolina - Summerville,201 W 9th North St,,Summerville,29483,SC,Dorchester,843-873-2550,843-851-2033,Yolanda White,yolanda.white@prshomesc.org,www.pcsc.org,NCF-0202,http://nfbl.sc.gov/FacilityInformation.php?FacID=263,US,Assisted Living Facility and a Nursing Facility,33.034001,-80.1681602,
USA-SC-58-SC-OfficeOnAging-output-160,Covenant Place Nursing Center,2825 Carter Rd,,Sumter,29150,SC,Sumter,803-469-7007,,,,,NCF-0632,http://nfbl.sc.gov/FacilityInformation.php?FacID=264,US,Nursing Facility,33.955196,-80.4054309,
USA-SC-58-SC-OfficeOnAging-output-161,Compass Post Acute Rehabilitation,2320 Hwy 378,,Conway,29527,SC,Horry,843-397-2273,843-397-0854,Wendy Lynch,wlynch@ensignservices.net,,NCF-0977,http://nfbl.sc.gov/FacilityInformation.php?FacID=266,US,Nursing Facility,33.84381329999999,-79.09129779999999,
USA-SC-58-SC-OfficeOnAging-output-162,Nhc Healthcare Charleston,2230 Ashley Crossing Dr,,Charleston,29414,SC,Charleston,843-766-5228,843-766-5228,Ashley Whaley,,,NCF-0871,http://nfbl.sc.gov/FacilityInformation.php?FacID=267,US,Nursing Facility,32.8149168,-80.0366104,West Ashley
USA-SC-58-SC-OfficeOnAging-output-163,Covenant Towers Health Care,5001 Little River Rd,,Myrtle Beach,29577,SC,Horry,843-449-2484,,,,,NCF-0469,http://nfbl.sc.gov/FacilityInformation.php?FacID=268,US,Nursing Facility,33.728865,-78.850838,
USA-SC-58-SC-OfficeOnAging-output-164,PruittHealth columbia,2451 Forest Dr,,Columbia,29204,SC,Richland,803-254-5960,803-252-0352,Will McNamara,wmcnamara@uhs-pruitt.com,,NCF-0880,http://nfbl.sc.gov/FacilityInformation.php?FacID=269,US,Nursing Facility,34.0140091,-81.01157719999999,
USA-SC-58-SC-OfficeOnAging-output-165,Sc Episcopal Home At Still Hopes,1 Still Hopes Dr,,West Columbia,29169,SC,Lexington,803-739-5032,,,,,NCF-0392,http://nfbl.sc.gov/FacilityInformation.php?FacID=270,US,Nursing Facility,33.9861224,-81.0620045,
USA-SC-58-SC-OfficeOnAging-output-166,Nhc Healthcare Bluffton,3039 Okatie Hwy,,Bluffton,29910,SC,Beaufort,843-705-8220,843-705-8222,Lyette Lank,llank@nhcbluffton.com,www.nhcbluffton.com,NCF-0958,http://nfbl.sc.gov/FacilityInformation.php?FacID=271,US,Nursing Facility,32.2745535,-80.9458305,
USA-SC-58-SC-OfficeOnAging-output-167,Fraser Health Care,300 Woodhaven Dr,,Hilton Head Island,29928,SC,Beaufort,843-842-3747,,,,,NCF-0414,http://nfbl.sc.gov/FacilityInformation.php?FacID=272,US,Nursing Facility,32.1495044,-80.7624173,
