row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,class,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,license_renewal_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,mailing_street_address,mailing_po_box,mailing_city,mailing_province,mailing_postal_code,mailing_country,street_address,city,province,postal_code,country
USA-LA-96-All-96-All-60,Eunice Manor,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11975/catid/173,Danielle  Prejean Toups,(337)457-2681,,(337)457-0728,ntoups@eunicemanor.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3859 Hwy. 190,,Eunice,LA,70535,,3859 Hwy. 190,Eunice,LA,70535,USA
USA-LA-96-All-96-All-61,Encore Healthcare And Rehabilitation Center (The),,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11974/catid/173,Mr Cory D Gatte,(337)783-5533,,(337)783-1970,cgatte@elderoutreach.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19110 Crowley-Eunice Hwy,,Crowley,LA,70526,,19110 Crowley-Eunice Hwy,Crowley,LA,70526,USA
USA-LA-96-All-96-All-62,DeRidder Retirement & Rehab Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11970/catid/173,Boyd  Sockrider,(337)463-9022,,(337)462-0719,deridderadmin@managementseven.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420 Blankenship Drive,,Deridder,LA,70634,,1420 Blankenship Drive,Deridder,LA,70634,USA
USA-LA-96-All-96-All-63,Delta Grande Skilled Nursing and Rehabilitation,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11969/catid/173,Scott  Beeson,(318)322-3100,,(318)323-7482,sbeeson@paramounthcla.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001 South Grande Street,,Monroe,LA,71202,,3001 South Grande Street,Monroe,LA,71202,USA
USA-LA-96-All-96-All-64,Christus St. Joseph Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11952/catid/173,Tracy  Hauver,(318)323-3426,,(318)387-7157,anna.warren@christushealth.org,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301 Sterlington Road,,Monroe,LA,71203,,2301 Sterlington Road,Monroe,LA,71203,USA
USA-LA-96-All-96-All-65,Evangeline Oaks Guest House,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11976/catid/173,Doug  Landreneau,(337)896-9227,,(337)896-0801,dlandreneau@evangelineoaks.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 Arceneaux Road,,Carencro,LA,70520,,240 Arceneaux Road,Carencro,LA,70520,USA
USA-LA-96-All-96-All-66,"DeSoto Retirement & Rehab Ctr, Inc.",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11971/catid/173,Patricia Covington,(318)872-0276,,(318)872-5867,desotoadmin@trustcaremanagement.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635 Schley Street,,Mansfield,LA,71052,,635 Schley Street,Mansfield,LA,71052,USA
USA-LA-96-All-96-All-67,"Farmerville Nursing and Rehabilitation Center, LLC",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11977/catid/173,Marta  Mathis,(318)368-2256,,(318)368-8323,81jbanaka@tarahc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P O Box 733,Farmerville,LA,71241,,813 N. Main Street,Farmerville,LA,71241,USA
USA-LA-96-All-96-All-68,Ferncrest Manor Living Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11978/catid/173,Lexis L Nunez,(504)246-1426,,(504)246-1591,lexisnunez@ferncrest.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500 Hayne Blvd.,,New Orleans,LA,70128,,14500 Haynes Blvd.,New Orleans,LA,70128,USA
USA-LA-96-All-96-All-69,East Jefferson Hospital SNF,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11972/catid/173,Mark  Peters,(504)503-4306,,(504)456-8151,rbrewer@ejgh.org,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200 Houma Blvd.,,Metairie,LA,70002,,4200 Houma Blvd.,Metairie,LA,70002,USA
USA-LA-96-All-96-All-70,Gonzales Healthcare Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11988/catid/173,Keith  Cooper,(225)644-5358,,(225)644-8409,gonzales.adm@nexion-health.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905 W. Cornerview Road,,Gonzales,LA,70737,,905 W. Cornerview Road,Gonzales,LA,70737,USA
USA-LA-96-All-96-All-71,"Golden Age of Welsh, LLC",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11987/catid/173,Chad  Briscoe,(337)734-2555,,(337)734-2024,toddtruax@goldenageofwelsh.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410 S. Simmons Street,,Welsh,LA,70591,,410 S. Simmons Street,Welsh,LA,70591,USA
USA-LA-96-All-96-All-72,Glenwood Regional Medical Center SNF,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11985/catid/173,Mr Ronald J Elder,(318)329-4200,,(318)329-4729,jtinnerello@iasishealthcare.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503 Mcmillan Road,,West Monroe,LA,71291,,503 McMillan Road,West Monroe,LA,71291,USA
USA-LA-96-All-96-All-73,Golden Age Healthcare and Rehabilitation Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11986/catid/173,Jordan D'Arensbourg,(225)665-5544,,(225)665-5573,jordan.darensbourg@plantationmgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27090 La Hwy16,,Denham Springs,LA,70726,,27090 LA Hwy16,Denham Springs,LA,70726,USA
USA-LA-96-All-96-All-74,Eastridge Nursing Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11973/catid/173,Jerad B Langley,(337)892-9800,,(337)892-9875,jlangley@elderoutreach.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2305 Richard St.,,Abbeville,LA,70510,,2305 Richard St.,Abbeville,LA,70510,USA
USA-LA-96-All-96-All-75,Garden Court Health and Rehabilitation Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11983/catid/173,Sonya L Ott,(318)747-5440,,(318)747-5040,Sonya.L.Ott@consulatehc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4405 Airline Drive,,Bossier City,LA,71111,,4405 Airline Dr.,Bossier City,LA,71111,USA
USA-LA-96-All-96-All-76,"Garden Park Nursing & Rehab Ctr, LLC",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11984/catid/173,Ms Jennifer  Peters,(318)688-0961,,(318)686-9287,gardenparkadmin@centralmanagement.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P O Box 6479,Shreveport,LA,71136,,9111 Linwood Avenue,Shreveport,LA,71106,USA
USA-LA-96-All-96-All-77,Franklin Health Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11982/catid/173,Mrs. Amanda Landry,(337)828-1918,,(337)828-3650,amanda.landry@pcitexas.net,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907 Chinaberry Street,,Franklin,LA,70538,,1907 Chinaberry Street,Franklin,LA,70538,USA
USA-LA-96-All-96-All-78,Forest Manor Nursing and Rehabilitation Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11981/catid/173,James I Mathews,(985)892-6900,,(985)893-2283,JMathews@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330 Ochsner Blvd,,Covington,LA,70433,,1330 Ochsner Blvd,Covington,LA,70433,USA
USA-LA-96-All-96-All-79,Flannery Oaks Guest House,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11979/catid/173,Ms Candice M Rogers,(225)275-6393,,(225)275-6275,crogers@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642 N. Flannery Road,,Baton Rouge,LA,70815,,1642 N. Flannery Road,Baton Rouge,LA,70815,USA
USA-LA-96-All-96-All-80,Guest House Nursing and Rehabilitation,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11997/catid/173,Mrs Maradye  Rinehart,(318)387-3900,,(318)387-8222,mrinehart@phmcorp.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P O Box 3068,Monroe,LA,71210,,109 McClendon Church Road,West Monroe,LA,71292,USA
USA-LA-96-All-96-All-81,Guest House (The),,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11996/catid/173,"Mr Iverson  Noland, Iv",(225)272-0111,,(225)275-3437,INoland@plantationmgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10145 Florida Blvd.,,Baton Rouge,LA,70815,,10145 Florida Blvd.,Baton Rouge,LA,70815,USA
USA-LA-96-All-96-All-82,Guardian Healthcare and Rehabilitation,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11995/catid/173,Hugh D Fellows,(337)480-1550,,(337)480-1577,administrator@gardens-guardian.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401 Country Club Road,,Lake Charles,LA,70605,,1401 Country Club Road,Lake Charles,LA,70605,USA
USA-LA-96-All-96-All-83,Green Meadow Haven,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11993/catid/173,Gabriel  Reynolds,(318)932-5202,,(318)932-3034,Gabereynolds@bellsouth.net,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 768,Coushatta,LA,71019,,1110 Ringgold Avenue,Coushatta,LA,71019,USA
USA-LA-96-All-96-All-84,Guest House of Slidell,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11998/catid/173,Edwin T Reeves,(985)643-5630,,(985)649-6065,treeves@commcare.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051 Robert Blvd.,,Slidell,LA,70458,,1051 Robert Blvd.,Slidell,LA,70458,USA
USA-LA-96-All-96-All-85,Grand Cove Nursing & Rehab. Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11992/catid/173,Mr William B Pugh,(337)474-6000,,(337)478-7522,wpugh@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525 W. Mcneese St.,,Lake Charles,LA,70605,,1525 W. McNeese St.,Lake Charles,LA,70605,USA
USA-LA-96-All-96-All-86,Good Samaritan Rehab & Nursing Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11990/catid/173,Connie  Kurz,(504)246-7900,,(504)246-6570,ckurz@dbainvestments.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4021 Cadillac Street,,New Orleans,LA,70122,,4021 Cadillac Street,New Orleans,LA,70122,USA
USA-LA-96-All-96-All-87,Grace Nursing Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11991/catid/173,"Martin  Stott, Jr.",(225)306-0030,,(225)306-0028,adm.grace@dhcompanies.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 850,Slaughter,LA,70777,,1181 Hwy 19,Slaughter,LA,70777,USA
USA-LA-96-All-96-All-88,Good Samaritan Living Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11989/catid/173,Harold  Smith,(985)839-6706,,(985)839-6783,harold@goodsamlivingcenter.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605 Hilltop Ave.,,Franklinton,LA,70438,,605 Hilltop Ave.,Franklinton,LA,70438,USA
USA-LA-96-All-96-All-89,"Forest Haven Nursing & Rehab Ctr, LLC",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11980/catid/173,Ms Sandra  Billings,(318)259-2729,,(318)259-1198,foresthavenadmin@centralmanagement.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171 Thrasher Drive,,Jonesboro,LA,71251,,171 Thrasher Drive,Jonesboro,LA,71251,USA
USA-LA-96-All-96-All-90,Haven Nursing Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12004/catid/173,Jennifer  Donalies,(318)649-9800,,(318)649-9825,jennifer.donalies@havennursingcenter.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7726 Us Hwy. 165,,Columbia,LA,71418,,7726 US Hwy. 165,Columbia,LA,71418,USA
USA-LA-96-All-96-All-91,"Harmony House Nursing & Rehab Ctr., Inc.",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12002/catid/173,Bryan  Wann,(318)424-5251,,(318)424-7837,harmonyadmin@centralmanagement.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825 Laurel Street,,Shreveport,LA,71103,,1825 Laurel Street,Shreveport,LA,71103,USA
USA-LA-96-All-96-All-92,Hammond Nursing Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12001/catid/173,Mr Marcus C Naquin,(985)542-1200,,(985)542-2062,hamnur@i-55.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501 Old Covington Hwy.,,Hammond,LA,70403,,501 Old Covington Hwy.,Hammond,LA,70403,USA
USA-LA-96-All-96-All-93,Gueydan Memorial Guest Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12000/catid/173,Trevor  Hair,(337)536-6584,,(337)536-9611,gueydanmemorial@gmail.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 510,Gueydan,LA,70542,,1201 3rd Street,Gueydan,LA,70542,USA
USA-LA-96-All-96-All-94,Guest House Rehabilitation Center (The),,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11999/catid/173,Mr Chris  Bihm,(318)686-0515,,(318)687-0311,cbihm@seniorcarecentersltc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9225 Normandie Drive,,Shreveport,LA,71118,,9225 Normandie Drive,Shreveport,LA,71118,USA
USA-LA-96-All-96-All-95,Heritage Manor of Bossier,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12008/catid/173,Sonya L Ott,(318)746-7466,,(318)747-0014,Rhonda.Burlison@consulatehc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575 Airline Drive,,Bossier City,LA,71111,,2575 Airline Drive,Bossier City,LA,71111,USA
USA-LA-96-All-96-All-96,Harvest Manor Nursing Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12003/catid/173,Larry  Kelly,(225)665-8946,,(225)665-4774,LKelly@plantationmgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9171 Cockerham Road,,Denham Springs,LA,70726,,9171 Cockerham Road,Denham Springs,LA,70726,USA
USA-LA-96-All-96-All-97,Heritage Manor of Baton Rouge,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12007/catid/173,James  Smith,(225)291-8474,,(225)292-5350,Jsmith3@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9301 Oxford Place Drive,,Baton Rouge,LA,70809,,9301 Oxford Place Drive,Baton Rouge,LA,70809,USA
USA-LA-96-All-96-All-98,Heritage Manor Health & Rehab Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12006/catid/173,Mr. Torrel R. Bridges,(318)757-8671,,(318)757-6151,HeritageFerriday.executivedir@consulatehc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. O. Box 392,Ferriday,LA,71334,,110 Serio Blvd.,Ferriday,LA,71334,USA
USA-LA-96-All-96-All-99,Heritage HealthCare - Hammond,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12005/catid/173,Ms Shelley S Johnson,(985)345-7210,,(985)429-1259,sjohnson@plantationmgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 S. Oak Street,,Hammond,LA,70403,,800 S. Oak Street,Hammond,LA,70403,USA
USA-LA-96-All-96-All-100,Heritage Nursing Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12018/catid/173,Ms Suzonne  Loe,(318)624-1166,,(318)624-0269,suzonnel@bellsouth.net,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P O Box 510,Haynesville,LA,71038,,1745 Bailey Avenue,Haynesville,LA,71038,USA
USA-LA-96-All-96-All-101,Heritage Manor West,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12017/catid/173,Monica L Mitchell,(318)686-1400,,(318)686-1992,MLMitchell@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7060 Cottonwood Blvd.,,Shreveport,LA,71129,,7060 Cottonwood Blvd.,Shreveport,LA,71129,USA
USA-LA-96-All-96-All-102,Heritage Manor South,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12015/catid/173,Jamie  Copeland,(318)687-2080,,(318)688-8103,jcopeland@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9712 Mansfield Road,,Shreveport,LA,71118,,9712 Mansfield Road,Shreveport,LA,71118,USA
USA-LA-96-All-96-All-103,Heritage Manor of Ville Platte,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12014/catid/173,"Mr Sidney "" Trey""  Prudhomme, I I I",(337)363-5532,,(337)363-6275,tprudhomme@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 W. Main Street,,Ville Platte,LA,70586,,2020 W. Main Street,Ville Platte,LA,70586,USA
USA-LA-96-All-96-All-104,Greenbriar Community Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/11994/catid/173,Donise Boscareno,(985)643-6900,,(985)641-6176,dboscareno@commcare.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505 Robert Blvd,,Slidell,LA,70458,,505 Robert Blvd.,Slidell,LA,70458,USA
USA-LA-96-All-96-All-105,Heritage Manor Stratmore Nursing & Rehab Ctr,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12016/catid/173,Catherine E Day,(318)524-2022,,(318)524-2029,HMStratmore@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530 Stratmore Drive,,Shreveport,LA,71115,,530 Stratmore Drive,Shreveport,LA,71115,USA
USA-LA-96-All-96-All-106,Heritage Manor of Houma,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12010/catid/173,Darla  Rodgers,(985)851-2307,,(985)851-6562,DSRodgers@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701 Polk  Street,,Houma,LA,70360,,1701 Polk Street,Houma,LA,70360,USA
USA-LA-96-All-96-All-107,Heritage Manor of Slidell,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12013/catid/173,Clay  Pere',(985)643-0307,,(985)643-9307,cpere@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106 Medical Center Drive,,Slidell,LA,70461,,106 Medical Center Drive,Slidell,LA,70461,USA
USA-LA-96-All-96-All-108,Heritage Manor of Franklinton,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12009/catid/173,Heather  Bauder,(985)839-4491,,(985)839-2972,Andrew.S.Hughes@consulatehc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Main Street,,Franklinton,LA,70438,,2000 Main Street,Franklinton,LA,70438,USA
USA-LA-96-All-96-All-109,Heritage Manor of Opelousas,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12012/catid/173,Cody  Begnaud,(337)942-7588,,(337)942-7393,Cbegnaud@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7941 I-49 S. Service Road,,Opelousas,LA,70570,,7941 I-49 South Service Road,Opelousas,LA,70570,USA
USA-LA-96-All-96-All-110,"Jefferson Manor Nursing & Rehab Ctr, LLC",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12027/catid/173,William T Ford,(225)293-1434,,(225)291-3254,jeffersonadmin@centralmanagement.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9919 Jefferson Highway,,Baton Rouge,LA,70809,,9919 Jefferson Highway,Baton Rouge,LA,70809,USA
USA-LA-96-All-96-All-111,Jefferson Healthcare Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12026/catid/173,Charles  White Jr,(504)837-3144,,(504)832-3909,Pduplessis@plantationmgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200 Jefferson Hwy.,,Jefferson,LA,70121,,2200 Jefferson Hwy.,Jefferson,LA,70121,USA
USA-LA-96-All-96-All-112,"Jeff Davis Living Center, LLC",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12025/catid/173,Mr Brent  Montou,(337)824-3165,,(337)824-3183,bmontou@jdlcllc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 757,Jennings,LA,70546,,1338 N. Cutting Ave.,Jennings,LA,70546,USA
USA-LA-96-All-96-All-113,Heritage Manor of Mandeville,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12011/catid/173,Jason T. Hatchett,(985)626-4798,,(985)626-3878,JHatchett@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820 W. Causeway Approach,,Mandeville,LA,70471,,1820 W. Causeway Approach,Mandeville,LA,70471,USA
USA-LA-96-All-96-All-114,J. Michael Morrow Memorial Nursing Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12024/catid/173,Harriet M Lofton,(337)754-7703,,(337)754-7702,hlofton@jmmmnh.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. O. Box 679,Arnaudville,LA,70512,,883 Main Street,Arnaudville,LA,70512,USA
USA-LA-96-All-96-All-115,"Jena Nursing and Rehab Center, LLC",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12028/catid/173,Melissa  Brister,(318)992-4175,,(318)992-4177,88mbrister@tarahc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 3020,Jena,LA,71342,,5877 Aimwell Road,Jena,LA,71342,USA
USA-LA-96-All-96-All-116,Hilltop Nursing & Rehab Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12022/catid/173,Mr Jeremy  Procell,(318)442-9552,,(318)473-2640,hilltopadmin@centralmanagement.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336 Edgewood Drive,,Pineville,LA,71360,,336 Edgewood Drive,Pineville,LA,71360,USA
USA-LA-96-All-96-All-117,Hessmer Nursing Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12019/catid/173,Ms Pamela  Firmin,(318)563-4246,,(318)563-9244,hnh@kricket.net,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3707 Hwy. 114,,Hessmer,LA,71341,,3707 Hwy. 114,Hessmer,LA,71341,USA
USA-LA-96-All-96-All-118,Lafon Nursing Facility of the Holy Family,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12036/catid/173,Mrs Beverly  Coffey-Greenwood,(504)241-6285,,(504)241-6295,bgreenwood@lafonnursing.org,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900 Chef Menteur Hwy,,New Orleans,LA,70126,,6900 Chef Menteur Hwy,New Orleans,LA,70126,USA
USA-LA-96-All-96-All-119,Lady of the Oaks Retirement Manor,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12035/catid/173,Kevin A Doerr,(337)232-6370,,(337)266-2071,KDoerr@plantationmgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005 Eraste Landry Road,,Lafayette,LA,70506,,1005 Eraste Landry Road,Lafayette,LA,70506,USA
