row_id,Facility Name,Facility Type,Address1,Address2,City,Zip,State,Country,Phone,Latitude,Longitude
USA-IA-87-IA-All-output-167,Bickford Cottage I Sioux City,ALP,4020 Indian Hills Dr,,Sioux City,51108,IA,US,Woodbury (97),42.5394644,-96.3733387
USA-IA-87-IA-All-output-168,Brown Deer Place,ALP,1500 1st Ave,,Coralville,52241,IA,US,Johnson (52),41.693393,-91.567447
USA-IA-87-IA-All-output-169,Bryhl Assisted Living,ALP,7511 University Ave,,Cedar Falls,50613,IA,US,Blackhawk (07),42.511635,-92.449517
USA-IA-87-IA-All-output-170,Cardinal Grove,ALP,1355 Division St,,Garner,50438,IA,US,Hancock (41),43.0920308,-93.6090133
USA-IA-87-IA-All-output-171,Carlisle Center for AL,ALP,685 Cole St,,Carlisle,50047,IA,US,Warren (91),41.495782,-93.4939594
USA-IA-87-IA-All-output-172,Cedar Place Assisted Living,ALP,812 Cedar St,,Story City,50248,IA,US,Story (85),42.1828585,-93.5918748
USA-IA-87-IA-All-output-173,Cedar Vale,ALP,100 Poppe Ln,,Nashua,50658,IA,US,Chickasaw (19),42.9559195,-92.532514
USA-IA-87-IA-All-output-174,Char Mac AL of Lawton,ALP,200 E Char-Mac Dr,,Lawton,51030,IA,US,Woodbury (97),42.4751649,-96.1838398
USA-IA-87-IA-All-output-175,CHAR-MAC AL OF HOLSTEIN/THE RIDGE,ALP,1500 S Kiel St,,Holstein,51025,IA,US,Ida (47),42.4762521,-95.5372551
USA-IA-87-IA-All-output-176,Char-Mac of Manning,ALP,203 11th St,,Manning,51455,IA,US,Carroll (14),41.902601,-95.05693
USA-IA-87-IA-All-output-177,Cherry Ridge,ALP,217 US-30,,Mt Vernon,52314,IA,US,Linn (57),41.916029,-91.4196196
USA-IA-87-IA-All-output-178,Circle Terrace Lodge,ALP,155 Circle Terrace,,Manly,50456,IA,US,Worth (98),43.282906,-93.19641
USA-IA-87-IA-All-output-179,Clarence Assisted Living,ALP,408 2nd Ave,,Clarence,52216,IA,US,Cedar (16),41.8855427,-91.063049
USA-IA-87-IA-All-output-180,Clearview Estates AL,ALP,500 W Columbus St,,Mt Ayr,50854,IA,US,Ringgold (80),40.718177,-94.2424956
USA-IA-87-IA-All-output-181,Cobble Creek AL of Sheldon,ALP,980 Oak St,,Sheldon,51201,IA,US,O'Brien (71),43.1874911,-95.843962
USA-IA-87-IA-All-output-182,Cobble Creek AL of Spencer,ALP,2116 1st Ave E,,Spencer,51301,IA,US,Clay (21),43.1598316,-95.1435933
USA-IA-87-IA-All-output-183,Cobblestone Court Assisted Living,ALP,3187 140th St,,Sumner,50674,IA,US,Bremer (09),42.8474026,-92.1235005
USA-IA-87-IA-All-output-184,Colonial Estates,ALP,815 Colonial Ave,,Columbus Junction,52738,IA,US,Louisa (58),41.2730367,-91.3706118
USA-IA-87-IA-All-output-185,Community Memorial AL,ALP,233 N 8th Ave W,,Hartley,51346,IA,US,O'Brien (71),43.1839643,-95.4868508
USA-IA-87-IA-All-output-186,Cornerstone AL,ALP,302 2nd St NE,,Mason City,50401,IA,US,Cerro Gordo (17),43.153959,-93.195778
USA-IA-87-IA-All-output-187,Courtyard A.L.,ALP,401 W 10th Ave N,,Clear Lake,50428,IA,US,Cerro Gordo (17),43.1444273,-93.3896368
USA-IA-87-IA-All-output-188,Courtyard Estates of Walcott,ALP,510 N Main St,,Walcott,52773,IA,US,Scott (82),41.5903374,-90.7755923
USA-IA-87-IA-All-output-189,Courtyard Terrace,ALP,717 W 3rd St,,Boone,50036,IA,US,Boone (08),42.0595007,-93.9000059
USA-IA-87-IA-All-output-190,Cresco Assisted Living,ALP,1004 N Elm St,,Cresco,52136,IA,US,Howard (45),43.383429,-92.113879
USA-IA-87-IA-All-output-191,Crown Pointe,ALP,1400 7th Ave SE,,Sioux Center,51250,IA,US,Sioux (84),43.0609498,-96.1633416
USA-IA-87-IA-All-output-192,Custom Care,ALP,1224 13th St NW,,Cedar Rapids,52405,IA,US,Linn (57),41.9860967,-91.6932319
USA-IA-87-IA-All-output-193,Davenport Lutheran AL,ALP,1128 W 53rd St,,Davenport,52806,IA,US,Scott (82),41.5746417,-90.589261
USA-IA-87-IA-All-output-194,Deer View Manor,ALP,1212 S Stuart St,,Sigourney,52591,IA,US,Keokuk (54),41.3233932,-92.2070168
USA-IA-87-IA-All-output-195,Deerfield Place,ALP,505 E Gilman St,,Sheffield,50475,IA,US,Franklin (35),42.8931728,-93.2178902
USA-IA-87-IA-All-output-196,"Deerfield Retirement Community, Inc.",ALP,13731 Hickman Rd,,Urbandale,50323,IA,US,Polk (77),41.616894,-93.808145
USA-IA-87-IA-All-output-197,Dunlap Assisted Living,ALP,1405 Harrison Rd,,Dunlap,51529,IA,US,Harrison (43),41.8487653,-95.5885681
USA-IA-87-IA-All-output-198,Dutchman's Oaks Assisted LIving,ALP,921 3rd St,,Dumont,50625,IA,US,Butler (12),42.7503202,-92.976849
USA-IA-87-IA-All-output-199,Eagle Pointe Place,ALP,2700 Matthew John Dr,,Dubuque,52002,IA,US,Dubuque (31),42.5214772,-90.7318857
USA-IA-87-IA-All-output-200,Eagle Ridge Independent and Assisted Living,ALP,1329 Acre St,,Guttenberg,52052,IA,US,Clayton (22),42.7802226,-91.1060699
USA-IA-87-IA-All-output-201,Eiler Place,ALP,920 W Garfield St,,Clarinda,51632,IA,US,Page (73),40.7341365,-95.0502113
USA-IA-87-IA-All-output-202,Ellen Kennedy Living Center,ALP,1177 7th St SW,,Dyersville,52040,IA,US,Dubuque (31),42.4756642,-91.1334115
USA-IA-87-IA-All-output-203,Elm Crest Retirement Comm,ALP,2108 12th St,,Harlan,51537,IA,US,Shelby (83),41.6477076,-95.3248208
USA-IA-87-IA-All-output-204,Elm Springs AL Apts,ALP,900 7th St,,Allison,50602,IA,US,Butler (12),42.7558366,-92.8043838
USA-IA-87-IA-All-output-205,Elms,ALP,1007 3rd St,,Reinbeck,50669,IA,US,Grundy (38),42.3239816,-92.6063718
USA-IA-87-IA-All-output-206,"Elmwood PE, LLC",ALP,190 15th St,,Onawa,51040,IA,US,Monona (67),42.0375476,-96.1048661
USA-IA-87-IA-All-output-207,Emerald Oaks,ALP,2603 17th St,,Emmetsburg,50536,IA,US,Palo Alto (74),43.1047573,-94.6845839
USA-IA-87-IA-All-output-208,Emerson Point,ALP,1355 Shannon Dr,,Iowa City,52246,IA,US,Johnson (52),41.6467203,-91.5813642
USA-IA-87-IA-All-output-209,Estabrook Lodge Assisted Living,ALP,2302 Rick Collins Way,,Eldora,50627,IA,US,Hardin (42),42.357247,-93.111102
USA-IA-87-IA-All-output-210,Faith Home Assisted Living,ALP,912 Davidson Dr,,Osage,50461,IA,US,Mitchell (66),43.2766435,-92.8084652
USA-IA-87-IA-All-output-211,Floyd Place,ALP,403 C St,,Sergeant Bluff,51054,IA,US,Woodbury (97),42.4041091,-96.3630237
USA-IA-87-IA-All-output-212,Forest Plaza AL,ALP,635 IA-9,,Forest City,50436,IA,US,Winnebago (95),43.2717,-93.6280472
USA-IA-87-IA-All-output-213,Franken Manor,ALP,527 N Main Ave,,Sioux Center,51250,IA,US,Sioux (84),43.082931,-96.1763565
USA-IA-87-IA-All-output-214,Gardens @ Cherokee,ALP,1610 IA-3,,Cherokee,51012,IA,US,Cherokee (18),42.7706962,-95.5511742
USA-IA-87-IA-All-output-215,Gardens Assisted Living,ALP,1000 W Washington St,,Jefferson,50129,IA,US,Greene (37),42.017314,-94.387151
USA-IA-87-IA-All-output-216,Garnett Place,ALP,202 35th St Dr SE,,Cedar Rapids,52403,IA,US,Linn (57),42.01485,-91.6320269
USA-IA-87-IA-All-output-217,Golden Horizons,ALP,Byron Godbersen Dr,,Ida Grove,51445,IA,US,Ida (47),42.3358532,-95.4633542
USA-IA-87-IA-All-output-218,Good Samaritan Society - Timber Ridge,ALP,2 Oak Ridge Rd,,Ottumwa,52501,IA,US,Wapello (90),41.003602,-92.4609599
USA-IA-87-IA-All-output-219,Grand JiVante,ALP,1008 2nd Ave,,Ackley,50601,IA,US,Hardin (42),42.5521992,-93.0484035
USA-IA-87-IA-All-output-220,Greenfield Manor AL,ALP,615 SE Kent St,,Greenfield,50849,IA,US,Adair (01),41.303148,-94.450348
USA-IA-87-IA-All-output-221,Griswold Care Center AL,ALP,106 Harrison St,,Griswold,51535,IA,US,Cass (15),41.2366773,-95.1339033
USA-IA-87-IA-All-output-222,Hawkeye AL,ALP,1401 H Ave,,Milford,51351,IA,US,Dickinson (30),43.3288937,-95.1585742
USA-IA-87-IA-All-output-223,Hawkeye AL - Bancroft,ALP,548 E Ramsey St,,Bancroft,50517,IA,US,Kossuth (55),43.2929738,-94.2092816
USA-IA-87-IA-All-output-224,Heartland Care Center,ALP,604 E Fenton St,,Marcus,51035,IA,US,Cherokee (18),42.820181,-95.800412
USA-IA-87-IA-All-output-225,Heartwood Heights,ALP,409 9th Ave N,,Sibley,51249,IA,US,Osceola (72),43.4050809,-95.741726
USA-IA-87-IA-All-output-226,Heritage at Fox Run Assisted Living,ALP,3121 Macineery Dr,,Council Bluffs,51501,IA,US,Pottawattamie (78),41.2107701,-95.8956702
USA-IA-87-IA-All-output-227,Heritage Court,ALP,1499 Office Park Rd,,West Des Moines,50265,IA,US,Polk (77),41.5911996,-93.7237389
USA-IA-87-IA-All-output-228,Heritage House,ALP,1200 Brookridge Cir,,Atlantic,50022,IA,US,Cass (15),41.3977464,-94.9992695
USA-IA-87-IA-All-output-229,Highland Ridge,ALP,100 Village View Cir,,Williamsburg,52361,IA,US,Iowa (48),41.671479,-92.002812
USA-IA-87-IA-All-output-230,Homestead Assisted Living,ALP,2501 W State St,,Mason City,50401,IA,US,Cerro Gordo (17),43.1517083,-93.2385281
USA-IA-87-IA-All-output-231,Homestead of Albia,ALP,6592 165 St,,Albia,52531,IA,US,Monroe (68),41.0445089,-92.7980845
USA-IA-87-IA-All-output-232,Homestead of Chariton,ALP,1110 N 6th St,,Chariton,50049,IA,US,Lucas (59),41.0272409,-93.300247
USA-IA-87-IA-All-output-233,Homestead of Knoxville,ALP,908 S Park Ln Dr,,Knoxville,50138,IA,US,Marion (63),41.3112591,-93.1153536
USA-IA-87-IA-All-output-234,Huskamp Haven,ALP,300 W Riverview Dr,,Algona,50511,IA,US,Kossuth (55),43.0641379,-94.2417413
USA-IA-87-IA-All-output-235,Indian Creek Independent & Assisted Living Apts.,ALP,100 6th St,,Nevada,50201,IA,US,Story (85),42.0118062,-93.4543706
USA-IA-87-IA-All-output-236,Irving Point,ALP,910 7th Ave SE,,Cedar Rapids,52401,IA,US,Linn (57),41.9772067,-91.656578
USA-IA-87-IA-All-output-237,Kennybrook Village,ALP,200 SW Brookside Dr,,Grimes,50111,IA,US,Polk (77),41.6865979,-93.8058444
USA-IA-87-IA-All-output-238,Kensington Place,ALP,504 Short Ave,,New Hampton,50659,IA,US,Chickasaw (19),43.0544507,-92.304987
USA-IA-87-IA-All-output-239,Kentucky Ridge Neighborhood AL,ALP,2060 S Kentucky Ave,,Mason City,50401,IA,US,Cerro Gordo (17),43.133167,-93.183834
USA-IA-87-IA-All-output-240,Keystone Senior Suites,ALP,251 6th St,,Keystone,52249,IA,US,Benton (06),42.0044294,-92.2004245
USA-IA-87-IA-All-output-241,Kingston Court,ALP,118 Reimer St SW,,Elkader,52043,IA,US,Clayton (22),42.8468345,-91.4063382
USA-IA-87-IA-All-output-242,Kosgrove Estates,ALP,4155 US-75,,Sioux Center,51250,IA,US,Sioux (84),43.0443343,-96.1752262
USA-IA-87-IA-All-output-243,Lakeside Assisted Living,ALP,401 Lawler St,,Emmetsburg,50536,IA,US,Palo Alto (74),43.1163248,-94.6830622
USA-IA-87-IA-All-output-244,Lakeview Village,ALP,3012 F Dr,,Amana,52203,IA,US,Iowa (48),41.801332,-91.895107
USA-IA-87-IA-All-output-245,Lamoni AL,ALP,810 E 3rd St,,Lamoni,50140,IA,US,Decatur (27),40.6212,-93.927114
USA-IA-87-IA-All-output-246,Landsmeer Ridge Retirement Comm,ALP,1007 7th St NE,NE,Orange City,51041,IA,US,Sioux (84),43.0136323,-96.0433422
USA-IA-87-IA-All-output-247,Leahy Grove Independent and Assisted Living,ALP,800 2nd St SE,,Hampton,50441,IA,US,Franklin (35),42.7347045,-93.2047918
USA-IA-87-IA-All-output-248,Leland Smith Assisted Living,ALP,309 Ovesen Dr,,Wilton,52778,IA,US,Muscatine (70),41.596549,-91.0144509
USA-IA-87-IA-All-output-249,Lincolnway Villa AL,ALP,322-300 Lincoln Hwy,,Wheatland,52777,IA,US,Clinton (23),41.833325,-90.833242
USA-IA-87-IA-All-output-250,Lincolnwood AL,ALP,302 W Lincoln St,PO Box 189,Edgewood,52042,IA,US,Delaware (28),42.6429982,-91.402986
USA-IA-87-IA-All-output-251,Linden Place AL,ALP,1802 5th Ave NW,,Waverly,50677,IA,US,Bremer (09),42.7300938,-92.4932414
USA-IA-87-IA-All-output-252,Lindens,ALP,2355 Hamilton Dr,,Ames,50014,IA,US,Story (85),42.0012818,-93.6476691
USA-IA-87-IA-All-output-253,Linnwood Estates,ALP,700 N Linn St,,Glenwood,51534,IA,US,Mills (65),41.0527267,-95.7403398
USA-IA-87-IA-All-output-254,Longview Retirement Apts,ALP,1010 Longview Rd,,Missouri Valley,51555,IA,US,Harrison (43),41.5669344,-95.8835145
USA-IA-87-IA-All-output-255,Lutheran Home Apts,ALP,1413 2nd Ave,,Vinton,52349,IA,US,Benton (06),42.157918,-92.023366
USA-IA-87-IA-All-output-256,Maggie's House Assisted Living,ALP,107 E 2nd St,,DeWitt,52742,IA,US,Clinton (23),41.8169978,-90.5318425
USA-IA-87-IA-All-output-257,Main Street Manor,ALP,207 3rd St N,,Swea City,50590,IA,US,Kossuth (55),43.3836027,-94.310255
USA-IA-87-IA-All-output-258,Maple Grove Senior Living,ALP,1917 S 18th St,,Centerville,52544,IA,US,Appanoose (04),40.7144799,-92.867709
USA-IA-87-IA-All-output-259,Maple Manor Village,ALP,343 Parriott St,,Aplington,50604,IA,US,Butler (12),42.5830263,-92.8731025
USA-IA-87-IA-All-output-260,Maple Ridge AL,ALP,1500 E South St,,Mt Ayr,50854,IA,US,Ringgold (80),40.7111026,-94.2284438
USA-IA-87-IA-All-output-261,Maples Assisted Living,ALP,98 Bolger Dr,,Fayette,52142,IA,US,Fayette (33),42.8418612,-91.8091201
USA-IA-87-IA-All-output-262,Martina Place,ALP,5815 Winwood Dr,,Johnston,50131,IA,US,Polk (77),41.6688781,-93.7002116
USA-IA-87-IA-All-output-263,Mayflower Home,ALP,927 1st Ave,,Grinnell,50112,IA,US,Poweshiek (79),41.7392204,-92.7236704
USA-IA-87-IA-All-output-264,Meadows (The),ALP,200 McCarren Dr,,Manchester,52057,IA,US,Delaware (28),42.4868193,-91.439165
USA-IA-87-IA-All-output-265,Meadows Assisted Living,ALP,528 N Kelly St,,Shell Rock,50670,IA,US,Butler (12),42.7133658,-92.5718367
USA-IA-87-IA-All-output-266,Meadows Assisted Living,ALP,1302 S Main St,,Clarion,50525,IA,US,Wright (99),42.721279,-93.7331951
USA-IA-87-IA-All-output-267,Melrose Meadows Retirement Community,ALP,350 Dublin Dr,,Iowa City,52246,IA,US,Johnson (52),41.6559922,-91.584844
USA-IA-87-IA-All-output-268,Mica Hill Estates,ALP,2121 Ave L,,Hawarden,51023,IA,US,Sioux (84),43.0095609,-96.4810642
USA-IA-87-IA-All-output-269,Mill Pond AL,ALP,1201 SE Mill Pond Ct,,Ankeny,50021,IA,US,Polk (77),41.7245053,-93.5782222
USA-IA-87-IA-All-output-270,Mills Harbour Independent/Assisted Living,ALP,311 S 10th Ave E,,Lake Mills,50450,IA,US,Winnebago (95),43.4112313,-93.5292851
USA-IA-87-IA-All-output-271,MJ Estates,ALP,411 S Carthage St,,Exira,50076,IA,US,Audubon (05),41.5868314,-94.8775472
USA-IA-87-IA-All-output-272,Mulberry Place,ALP,11 Deborah Dr,,Bloomfield,52537,IA,US,Davis (26),40.7611366,-92.4164384
USA-IA-87-IA-All-output-273,Murphy Place Assisted Living,ALP,620 E Monroe St,,Corydon,50060,IA,US,Wayne (93),40.7549191,-93.3123224
USA-IA-87-IA-All-output-274,New Homestead,ALP,2306 State St,,Guthrie Center,50115,IA,US,Guthrie (39),41.680092,-94.484997
USA-IA-87-IA-All-output-275,Northridge Village,ALP,3300 George Washington Carver Ave,,Ames,50014,IA,US,Story (85),42.0561994,-93.6508352
USA-IA-87-IA-All-output-276,Northwood Pines,ALP,700 10th St N,North,Northwood,50459,IA,US,Worth (98),43.4511963,-93.2185588
USA-IA-87-IA-All-output-277,Oak Estates,ALP,110 N Alice St,,Conrad,50621,IA,US,Grundy (38),42.2252029,-92.8682661
USA-IA-87-IA-All-output-278,Oakhill Assisted Living Home,ALP,1126 Oakhill Dr,,Hawarden,51023,IA,US,Sioux (84),43.011724,-96.478292
USA-IA-87-IA-All-output-279,Oakland Heights,ALP,904 N Scenic Dr,,Oakland,51560,IA,US,Pottawattamie (78),41.3160802,-95.3864193
USA-IA-87-IA-All-output-280,Oaks at Parkview Care Center,ALP,2235 US-34,,Fairfield,52556,IA,US,Jefferson (51),41.0025319,-91.8661469
USA-IA-87-IA-All-output-281,Odebolt Assisted Living,ALP,799 S Des Moines St,,Odebolt,51458,IA,US,Sac (81),42.3048009,-95.2452748
USA-IA-87-IA-All-output-282,Oneota Village,ALP,5 Ohio St,,Decorah,52101,IA,US,Winneshiek (96),43.3037258,-91.8028329
USA-IA-87-IA-All-output-283,Otsego Place,ALP,520 Otsego St,,Storm Lake,50588,IA,US,Buena Vista (11),42.6434493,-95.2067054
USA-IA-87-IA-All-output-284,Panora AL,ALP,807 E Main St,,Panora,50216,IA,US,Guthrie (39),41.6921229,-94.3529921
USA-IA-87-IA-All-output-285,Park Centre,ALP,500 1st St N,,Newton,50208,IA,US,Jasper (50),41.7033376,-93.052885
USA-IA-87-IA-All-output-286,Park Place Estates,ALP,900 Lincoln St NE,,Le Mars,51031,IA,US,Plymouth (75),42.7984928,-96.152935
USA-IA-87-IA-All-output-287,Park Place Independent & Assisted Living,ALP,551 Park Ave,,Sac City,50583,IA,US,Sac (81),42.4207227,-94.9772924
USA-IA-87-IA-All-output-288,Parkview Assisted Living,ALP,210 Park St,,Coon Rapids,50058,IA,US,Carroll (14),41.8719028,-94.6736081
USA-IA-87-IA-All-output-289,Parkview Assisted Living,ALP,114 Forest St,,Fairbank,50629,IA,US,Buchanan (10),42.6402346,-92.0502916
USA-IA-87-IA-All-output-290,Pennington Square,ALP,502 Pinehaven Dr,,Monticello,52310,IA,US,Jones (53),42.2285313,-91.1856026
USA-IA-87-IA-All-output-291,Perry Lutheran Home AL,ALP,2323 Willis Ave,,Perry,50220,IA,US,Dallas (25),41.8380818,-94.0903925
USA-IA-87-IA-All-output-292,Petersen Commons,ALP,1607 W 12th St,,Davenport,52804,IA,US,Scott (82),41.531409,-90.5977104
USA-IA-87-IA-All-output-293,Pleasant View Assisted Living,ALP,200 Shannon Dr,,Whiting,51063,IA,US,Monona (67),42.1255086,-96.1592205
USA-IA-87-IA-All-output-294,Prairie Creek Assisted Living,ALP,301 4th St,,West Bend,50597,IA,US,Palo Alto (74),43.0258769,-94.5281097
USA-IA-87-IA-All-output-295,Prairie Hills at Cedar Rapids,ALP,2903 F Ave NW,,Cedar Rapids,52405,IA,US,Linn (57),41.9792223,-91.7107286
USA-IA-87-IA-All-output-296,Prairie View Inn,ALP,610 Eastern St,,Sanborn,51248,IA,US,O'Brien (71),43.184527,-95.643969
USA-IA-87-IA-All-output-297,Prairie Vista Village,ALP,2785 1st Ave S,,Altoona,50009,IA,US,Polk (77),41.6266962,-93.4634263
USA-IA-87-IA-All-output-298,Prime Assisted Living,ALP,108 1st Ave NW,,Le Mars,51031,IA,US,Plymouth (75),42.7946226,-96.1675287
USA-IA-87-IA-All-output-299,Prime Assisted Living,ALP,725 Pearl St,,Sioux City,51101,IA,US,Woodbury (97),42.4978594,-96.4083939
USA-IA-87-IA-All-output-300,Primrose Retirement Community,ALP,1801 E Kanesville Blvd,,Council Bluffs,51503,IA,US,Pottawattamie (78),41.2749722,-95.8223685
USA-IA-87-IA-All-output-301,Reed Place,ALP,2506 3rd Ave N,,Denison,51442,IA,US,Crawford (24),42.0205328,-95.3376249
USA-IA-87-IA-All-output-302,Regency Assisted Living,ALP,815 High Rd,,Norwalk,50211,IA,US,Warren (91),41.4834568,-93.678168
USA-IA-87-IA-All-output-303,RidgeView Assisted Living,ALP,2975 F Ave NW,,Cedar Rapids,52405,IA,US,Linn (57),41.9791166,-91.7113654
USA-IA-87-IA-All-output-304,River Bend Retirement Community,ALP,813 Tyler St NE,,Cascade,52033,IA,US,Dubuque (31),42.307734,-91.014793
USA-IA-87-IA-All-output-305,River Hills Village,ALP,20 Village Cir,,Keokuk,52632,IA,US,Lee (56),40.4319945,-91.4123779
USA-IA-87-IA-All-output-306,River Living Center,ALP,831 US-52,,Guttenberg,52052,IA,US,Clayton (22),42.7762012,-91.100193
USA-IA-87-IA-All-output-307,Riverside Senior Living,ALP,209 Park Dr,,Charles City,50616,IA,US,Floyd (34),43.0700379,-92.6873306
USA-IA-87-IA-All-output-308,"Rock Rapids PE, LLC",ALP,1510 S Carroll St,,Rock Rapids,51246,IA,US,Lyon (60),43.4150904,-96.1727616
USA-IA-87-IA-All-output-309,Rock Ridge Assisted Living,ALP,400 Canton St NW,,Shellsburg,52332,IA,US,Benton (06),42.0968224,-91.8731759
USA-IA-87-IA-All-output-310,Rose of Ames,ALP,1315 Coconino Rd,,Ames,50014,IA,US,Story (85),42.0111601,-93.676983
USA-IA-87-IA-All-output-311,Rose of Council Bluffs,ALP,2306 Sherwood Dr,,Council Bluffs,51503,IA,US,Pottawattamie (78),41.2800439,-95.812692
USA-IA-87-IA-All-output-312,Rose of Des Moines,ALP,1330 19th St,,Des Moines,50314,IA,US,Polk (77),41.6037239,-93.6432987
USA-IA-87-IA-All-output-313,Rose of Dubuque,ALP,3390 Lake Ridge Dr,,Dubuque,52003,IA,US,Dubuque (31),42.4852908,-90.7196376
USA-IA-87-IA-All-output-314,Rose of East Des Moines,ALP,1331 Idaho St,,Des Moines,50316,IA,US,Polk (77),41.6032817,-93.598626
USA-IA-87-IA-All-output-315,Rose of Waterloo,ALP,421 Oak Ave,,Waterloo,50703,IA,US,Blackhawk (07),42.5053208,-92.341495
USA-IA-87-IA-All-output-316,Rose Vista Assisted Living,ALP,1108 Park St,Po Box 6,Woodbine,51579,IA,US,Harrison (43),41.743403,-95.7098714
USA-IA-87-IA-All-output-317,Rosebush Gardens,ALP,4925 West Ave,,Burlington,52601,IA,US,Des Moines (29),40.7994475,-91.1579188
USA-IA-87-IA-All-output-318,Ruthven Community Care Center,ALP,2701 Mitchell St,,Ruthven,51358,IA,US,Palo Alto (74),43.127774,-94.888954
USA-IA-87-IA-All-output-319,Senior Star at Elmore Place Assisted Living,ALP,4500 Elmore Avenue,,Davenport,52807,IA,US,Scott (82),41.5663165,-90.5268802
USA-IA-87-IA-All-output-320,Senior Suites of Urbandale,ALP,4700 84th St,,Urbandale,50322,IA,US,Polk (77),41.6456781,-93.7341149
USA-IA-87-IA-All-output-321,Sigourney AL,ALP,810 S Stone St,,Sigourney,52591,IA,US,Keokuk (54),41.3271591,-92.2083082
USA-IA-87-IA-All-output-322,Silver Pond Assisted Living,ALP,516 13th St,,Wellman,52356,IA,US,Washington (92),41.4754019,-91.8342381
USA-IA-87-IA-All-output-323,"Silveridge, An Eventide Community, LLC",ALP,222 S 20th St,,Denison,51442,IA,US,Crawford (24),42.0134899,-95.3431639
USA-IA-87-IA-All-output-324,Solon Assisted Living Village,ALP,623 E 5th St,,Solon,52333,IA,US,Johnson (52),41.8021046,-91.4904037
USA-IA-87-IA-All-output-325,SOUTHCREST MANOR II,ALP,602 2nd St SW,,Waukon,52172,IA,US,Allamakee (03),43.2618523,-91.4781801
USA-IA-87-IA-All-output-326,Southfield Wellness Community AL,ALP,2414 Des Moines St,,Webster City,50595,IA,US,Hamilton (40),42.4519424,-93.8199592
USA-IA-87-IA-All-output-327,Spring Creek Independent and Assisted Living,ALP,110 2nd Ave,,Armstrong,50514,IA,US,Emmet (32),43.3981928,-94.4861928
USA-IA-87-IA-All-output-328,Springvale Assisted Living,ALP,1050 15th St,,Humboldt,50548,IA,US,Humboldt (46),42.7326841,-94.2302364
USA-IA-87-IA-All-output-329,"Stanard Family Assisted Living Center, Inc.",ALP,420 E 11th St,,Cedar Falls,50613,IA,US,Blackhawk (07),42.5291153,-92.4409589
USA-IA-87-IA-All-output-330,Stoney Brook Village,ALP,705 S Pine St,,West Union,52175,IA,US,Fayette (33),42.9500066,-91.8035735
USA-IA-87-IA-All-output-331,Suites of Ankeny,ALP,420 NW Ash Dr,,Ankeny,50023,IA,US,Polk (77),41.7338683,-93.6099721
USA-IA-87-IA-All-output-332,Summit Heights,ALP,8 Summit Ave,,Nora Springs,50458,IA,US,Floyd (34),43.1429112,-93.0168795
USA-IA-87-IA-All-output-333,Summit House Assisted Living,ALP,600 1st St NW,,Britt,50423,IA,US,Hancock (41),43.097887,-93.80909
USA-IA-87-IA-All-output-334,SunnyBrook of Fairfield,ALP,3000 W Madison Ave,,Fairfield,52556,IA,US,Jefferson (51),41.0019888,-91.9985133
USA-IA-87-IA-All-output-335,Sunrise Assisted Living Suites,ALP,599 Taylor St,,Traer,50675,IA,US,Tama (86),42.1889112,-92.4595615
USA-IA-87-IA-All-output-336,Sunrise Villa,ALP,308 N 12th St,,Bellevue,52031,IA,US,Jackson (49),42.257287,-90.4376418
USA-IA-87-IA-All-output-337,Swales Assisted Living,ALP,313 Elkader St,,Strawberry Point,52076,IA,US,Clayton (22),42.6878125,-91.5342574
USA-IA-87-IA-All-output-338,Swan Place,ALP,1024 E 12th St,,Carroll,51401,IA,US,Carroll (14),42.0713384,-94.8508586
USA-IA-87-IA-All-output-339,"Terrace AL of Hillcrest Home, Inc.",ALP,915 W 1st St,,Sumner,50674,IA,US,Bremer (09),42.847339,-92.109034
USA-IA-87-IA-All-output-340,Terrace Park Sr Living,ALP,201 SW Lorraine St,,Leon,50144,IA,US,Decatur (27),40.7396327,-93.7610267
USA-IA-87-IA-All-output-341,Thornton Heights Assisted Living,ALP,1329 Main St,,Lansing,52151,IA,US,Allamakee (03),43.360156,-91.2345945
USA-IA-87-IA-All-output-342,Timberland Village,ALP,725 Timberland Dr,,Story City,50248,IA,US,Story (85),42.1890933,-93.574919
USA-IA-87-IA-All-output-343,Tower Living Center,ALP,103 E Centre St,Box 477,Garnavillo,52049,IA,US,Clayton (22),42.8690648,-91.2352999
USA-IA-87-IA-All-output-344,Turner Pointe Assisted Living,ALP,1203 Buell Ave,,McGregor,52157,IA,US,Clayton (22),43.0207839,-91.1899241
USA-IA-87-IA-All-output-345,Valley Lodge AL,ALP,1118 US-20,,Correctionville,51016,IA,US,Woodbury (97),42.481597,-95.7769058
USA-IA-87-IA-All-output-346,Valley View Assisted Living,ALP,150 W Washington St,Po Box 430,North English,52316,IA,US,Iowa (48),41.5183892,-92.078582
USA-IA-87-IA-All-output-347,Valley View Manor AL,ALP,2421 Lutheran Dr,,Muscatine,52761,IA,US,Muscatine (70),41.4186702,-91.0964924
USA-IA-87-IA-All-output-348,Village Assisted Living,ALP,2555 Guthrie Ave,,Des Moines,50317,IA,US,Polk (77),41.6139889,-93.56977
USA-IA-87-IA-All-output-349,Village at Legacy Pointe,ALP,1654 SE Holiday Crest Cir,,Waukee,50263,IA,US,Dallas (25),41.611439,-93.839282
USA-IA-87-IA-All-output-350,Village Terrace AL,ALP,302 Franklin St,,Keosauqua,52565,IA,US,Van Buren (89),40.7363786,-91.9594996
