row_id,LICENSE #,Facility Name,Facility Type,Address Line 1,City,Zip Code,County,OWNER,Adm First,Adm Last,Telephone,Certified Beds,Licensure Effective,Licensure Expiration,Region,Country
USA-KY-92-KY-NursingHome-long_term_care-90,100074,FOUNTAIN CIRCLE CARE & REHABILITATION CENTER,Long-Term Care,200 GLENWAY ROAD,WINCHESTER,40391,CLARK,"LP WINCHESTER, LLC",LISA,COLLIER,(859) 744-1800,179,9/1/2016,Renewal Pending,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-91,100196,FRANCISCAN HEALTH CARE CENTER,Long-Term Care,3625 FERN VALLEY ROAD,LOUISVILLE,40219,JEFFERSON,"TRILOGY HEALTHCARE OF JEFFERSON, LLC",MELISSA,LARMOUR,(502) 964-3381,85,2/1/2017,1/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-92,100512,FRANKFORT REHABILITATION AND CARE,Long-Term Care,117 OLD SOLDIERS LANE,FRANKFORT,40601,FRANKLIN,"FRANKFORT LEASING, LLC",VICKI,TRUMP,(502) 875-7272,100,6/1/2017,5/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-93,100391,FRANKLIN-SIMPSON NURSING AND REHABILITATION CENTER,Long-Term Care,414 ROBEY ST.,FRANKLIN,42135,SIMPSON,"FRANKLIN HEALTH FACILITIES, L.P.",TRINA,DAVES,(270) 586-7141,98,4/1/2017,3/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-94,100355,"FRIENDSHIP HEALTH AND REHABILITATION, LLC",Long-Term Care,7400 LAGRANGE RD,PEWEE VALLEY,40056,OLDHAM,"FRIENDSHIP HEALTH AND REHAB, LLC",FRAN,STAHL,(502) 241-8821,128,9/1/2017,8/30/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-95,100208,GEORGETOWN MANOR,Long-Term Care,900 GAGEL AVENUE,LOUISVILLE,40216,JEFFERSON,"AMERICAN HEALTH FOUNDATION KENTUCKY-IOWA, INC.",RAYMOND,BELL,(502) 368-5827,120,12/1/2016,11/30/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-96,100483,GLASGOW STATE NURSING FACILITY,Long-Term Care,207 STATE AVENUE,GLASGOW,42141,BARREN,COMMONWEALTH OF KENTUCKY,AMANDA,ALLEN,(270) 651-2151,100,11/1/2016,10/31/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-97,100729,GLEN RIDGE HEALTH CAMPUS,Long-Term Care,6415 CALM RIVER WAY,LOUISVILLE,40299,JEFFERSON,"TRILOGY HEALTHCARE OF GLEN RIDGE, LLC",Melissa,Larmour,(502) 297-8590,70,8/1/2016,7/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-98,100012,GLENVIEW HEALTH CARE FACILITY,Long-Term Care,1002 GLENVIEW DR.,GLASGOW,42141,BARREN,GLENVIEW HEALTH CARE FACILITY INC.,YVONNE,COOK,(270) 651-8332,60,4/1/2017,3/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-99,100516,GOOD SHEPHERD COMMUNITY NURSING CENTER,Long-Term Care,60 PHILLIPS BRANCH ROAD,PHELPS,41553,PIKE,"PRESBYTERIAN HOMES AND SERVICES OF KY, INC",JAMIE,SLONE,(606) 456-8725,118,11/1/2016,10/31/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-100,100522,GRAND HAVEN NURSING HOME,Long-Term Care,105 RODGERS PARK,CYNTHIANA,41031,HARRISON,"MARTIN'S REST HOME, INC.",TRULY,PENNINGTON,(859) 234-2050,54,4/1/2017,3/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-101,100594,GRANT CENTER,Long-Term Care,201 KIMBERLY LANE,WILLIAMSTOWN,41097,GRANT,"GRANT MANOR, LLC",AMBER,REILLY,(859) 824-7803,95,4/1/2017,3/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-102,100150,GRAYSON NURSING AND REHABILITATION,Long-Term Care,505 WILLIAM THOMASON BYWAY,LEITCHFIELD,42754,GRAYSON,"GRAYSON HOUSING, INC.",JOSEPH,VANCE,(270) 259-4028,72,8/1/2017,7/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-103,100144,GREEN ACRES HEALTH CARE,Long-Term Care,402 W. FARTHING STREET,MAYFIELD,42066,GRAVES,"GREEN ACRES HEALTH SERVICES, INC.",ANDREW P.,LONG,(270) 247-6477,73,2/1/2017,1/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-104,100152,Green Hill Rehabilitation and Care ,Long-Term Care,213 INDUSTRIAL ROAD,GREENSBURG,42743,GREEN,"GREEN HILL LEASING, LLC",DAVID,GARST,(270) 932-4241,118,6/1/2017,5/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-105,100637,GREEN MEADOWS HEALTH CARE CENTER 1,Long-Term Care,310 BOXWOOD RUN ROAD,MOUNT WASHINGTON,40047,BULLITT,"MT. WASHINGTON HEALTH CARE, LLC",BEN,BAYS,(502) 955-7600,122,5/1/2017,4/30/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-106,100498,GREENWOOD NURSING & REHABILITATION CENTER,Long-Term Care,5079 SCOTTSVILLE RD.,BOWLING GREEN,42104,WARREN,"THAMES HEALTHCARE GROUP, LLC",JONATHAN,MCGUIRE,(270) 782-1125,128,6/1/2017,5/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-107,100041,HARDINSBURG NURSING AND REHABILITATION CENTER,Long-Term Care,101 FAIRGROUNDS ROAD,HARDINSBURG,40143,BRECKINRIDGE,"HARDINSBURG HEALTH FACILITIES, LP",JACKIE,RAMSEY,(270) 756-2159,63,9/1/2017,8/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-108,100510,HARLAN HEALTH & REHABILITATION CENTER,Long-Term Care,200 MEDICAL CENTER DRIVE,HARLAN,40831,HARLAN,"HARLAN NURSING HOME, INC.",GAIL,HENSLEY,(606) 573-7250,143,11/1/2016,10/31/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-109,100457,HARRODSBURG HEALTH & REHABILITATION CENTER,Long-Term Care,853 LEXINGTON ROAD,HARRODSBURG,40330,MERCER,"LP HARRODSBURG, LLC",JODI,JOHNSON,(859) 734-7791,112,8/1/2017,7/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-110,100462,HAZARD HEALTH & REHABILITATION CENTER,Long-Term Care,390 PARK AVENUE,HAZARD,41702,PERRY,"HAZARD NURSING HOME, INC",CHARLOTTE,THORNSBERRY,(606) 439-2306,200,3/1/2017,2/28/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-111,100211,HAZELWOOD CENTER,Long-Term Care,1800 BLUEGRASS AVE.,LOUISVILLE,40215,JEFFERSON,COMMONWEALTH OF KENTUCKY,SUELLEN,WHITE-LASON,(502) 361-2301,201,5/1/2017,4/30/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-112,100395,HEARTHSTONE PLACE,Long-Term Care,506 ALLENSVILLE ROAD,ELKTON,42220,TODD,BOLSTER AND JEFFRIES HEALTHCARE GROUP LLC,BRANDI,WARDEN,(270) 265-5321,60,6/1/2017,5/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-113,100679,HEARTLAND VILLA CENTER,Long-Term Care,8005 US HWY 60 WEST,LEWISPORT,42351,HANCOCK,HBR LEWISPORT LLC,Tracey,Butler,(270) 295-6756,45,11/1/2016,10/31/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-114,100576,HELMWOOD HEALTHCARE CENTER,Long-Term Care,106 DIECKS DRIVE ,ELIZABETHTOWN,42701,HARDIN,PRESBYTERIAN HOMES AND SERVICES OF KENTUCKY,RACHEL,WHOBREY,(270) 737-2738,60,2/1/2017,1/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-115,100175,HENDERSON NURSING AND REHABILITATION CENTER,Long-Term Care,2500 NORTH ELM ST.,HENDERSON,42420,HENDERSON,"HENDERSON HEALTH FACILITIES, LP",Lindsay,Turner,(270) 826-9794,90,12/1/2016,11/30/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-116,100086,HERMITAGE CARE AND REHABILITATION CENTER,Long-Term Care,"1614 PARRISH AVE, WEST",OWENSBORO,42301,DAVIESS,"LP OWENSBORO, LLC",DANIELLE,JOHNSON,(270) 684-4559,92,7/1/2017,6/30/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-117,100485,HICKS GOLDEN YEARS NURSING HOME,Long-Term Care,1901 WEST HIGHWAY 90 BYPASS,MONTICELLO,42633,WAYNE,"HICKS' ENTERPRISES OF MONTICELLO, LLC",DARRELL,HICKS,(606) 348-6034,59,12/1/2016,11/30/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-118,100218,HIGHLANDS HEALTH AND REHABILITATION CENTER,Long-Term Care,1705 STEVENS AVENUE,LOUISVILLE,40205,JEFFERSON,"DIVERSICARE HIGHLANDS, LLC",MARK,WITT,(502) 451-7330,154,4/1/2017,3/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-119,100726,HIGHLANDS REGIONAL MEDICAL CENTER,Long-Term Care,5000 KY ROUTE 321,PRESTONSBURG,41653,FLOYD,HIGHLANDS HOSPITAL CORPORATION,HAROLD,WARMAN JR.,(606) 886-7600,0,2/1/2017,1/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-120,100664,HIGHLANDSPRING OF FT THOMAS,Long-Term Care,960 HIGHLAND AVENUE,FORT THOMAS,41075,CAMPBELL,"HIGH-DAY, LLC",JULIE,LEHMANN,(859) 572-0660,140,11/1/2016,10/31/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-121,100212,HILLCREEK REHABILITATION AND CARE ,Long-Term Care,3116 BRECKINRIDGE LANE,LOUISVILLE,40220,JEFFERSON,"HILLCREEK LEASING, LLC",Abdoulie,Cham,(502) 459-9120,172,1/1/2017,12/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-122,100425,HILLCREST HEALTH & REHABILITATION CENTER,Long-Term Care,1245 AMERICAN GREETING ROAD,CORBIN,40702,WHITLEY,"HILLCREST NURSING HOME OF CORBIN, INC.",GAIL,GIBBS,(606) 528-8917,120,7/1/2017,6/30/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-123,100189,HILLSIDE CENTER,Long-Term Care,1500 PRIDE AVENUE,MADISONVILLE,42431,HOPKINS,HBR MADISONVILLE LLC,Melinda,Burgard,(270) 821-1813,71,2/1/2017,1/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-124,100493,HOME OF THE INNOCENTS,Long-Term Care,1100 EAST MARKET STREET,LOUISVILLE,40206,JEFFERSON,"HOME OF THE INNOCENTS, INC.",JEFF,LEWIS,(502) 596-1000,76,6/1/2017,5/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-125,100408,HOPKINS CENTER,Long-Term Care,460 SOUTH COLLEGE STREET,WOODBURN,42170,WARREN,"HBR WOODBURN, LLC",JENNIFER,SOLDEVILLA,(270) 529-2853,50,11/1/2016,10/31/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-126,100645,HURSTBOURNE CARE CENTRE AT STONY BROOK,Long-Term Care,2200 STONY BROOK DR,LOUISVILLE,40220,JEFFERSON,"HURSTBOURNE HEALTHCARE, LLC",JOSHUA,SCHINDLER,(502) 495-6240,132,1/1/2017,12/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-127,100624,HYDEN HEALTH & REHABILITATION CENTER,Long-Term Care,21040 US HWY 421 SOUTH,HYDEN,41749,LESLIE,"HYDEN NURSING HOME, LLC",MELISSA,SPARKS,(606) 672-2940,94,11/1/2016,10/31/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-128,100437,IRVINE NURSING AND REHABILITATION CENTER,Long-Term Care,411 BERTHA WALLACE DRIVE,IRVINE,40336,ESTILL,"IRVINE HEALTH FACILITIES, L.P.",Lauren ,Sword,(606) 723-5153,86,04/010/2017,3/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-129,100349,JOHNSON MATHERS NURSING HOME,Long-Term Care,2323 CONCRETE ROAD,CARLISLE,40311,NICHOLAS,"THAMES HEALTHCARE GROUP, LLC",DORIS,ECTON,(859) 289-3492,104,6/1/2017,5/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-130,100978,JOSEPH EDDIE BALLARD WESTERN KENTUCKY VETERANS CEN,Long-Term Care,926 VETERANS DRIVE,HANSON,42413,HOPKINS,COMMONWEALTH OF KENTUCKY,LADONNA,SCOTT,(270) 322-9087,156,3/1/2017,2/28/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-131,100158,KENSINGTON CENTER,Long-Term Care,225 SAINT JOHN ROAD,ELIZABETHTOWN,42701,HARDIN,"HBR ELIZABETHTOWN, LLC",CASSIE,ALLEN,(270) 769-3314,82,1/1/2017,12/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-132,100321,KENWOOD HEALTH AND REHABILITATION CENTER,Long-Term Care,130 MEADOWLARK DRIVE,RICHMOND,40475,MADISON,"RICHMOND HEALTH FACILITIES-KENWOOD, L.P.",GLENN,COX,(859) 623-9472,93,7/1/2017,6/30/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-133,100765,KINDRED HOSPITAL - LOUISVILLE,Long-Term Care,1313 ST. ANTHONY PLACE,LOUISVILLE,40205,JEFFERSON,"KINDRED HOSPITALS, LIMITED PARTNERSHIP",MICHAEL,RABUKA,(502) 627-1589,47,5/1/2017,4/30/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-134,100232,KINDRED NURSING AND REHABILITATION-BASHFORD,Long-Term Care,3535 BARDSTOWN ROAD,LOUISVILLE,40218,JEFFERSON,KINDRED NURSING CENTERS LIMITED PARTNERSHIP,DANA,ROCK,(502) 459-1400,122,11/1/2016,10/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-135,100031,KINGS DAUGHTERS MEDICAL CENTER,Long-Term Care,2201 LEXINGTON AVE,ASHLAND,41101,BOYD,ASHLAND HOSPITAL CORPORATION,MICHAEL,THOMPSON,(606) 327-4557,20,3/1/2017,2/28/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-136,100029,KINGSBROOK LIFECARE CENTER,Long-Term Care,2500 STATE ROUTE 5,ASHLAND,41102,BOYD,ASHLAND NURSING HOME CORPORATION,CURTIS,METZLER,(606) 324-1414,137,4/1/2017,3/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-137,100424,KLONDIKE CENTER,Long-Term Care,3802 KLONDIKE LANE,LOUISVILLE,40218,JEFFERSON,"KLONDIKE MANOR, LLC",STEFANIE,JENKINS,(502) 452-1579,62,2/1/2017,1/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-138,100495,KNOTT COUNTY HEALTH & REHABILITATION CENTER,Long-Term Care,388 PERKINS MADDEN ROAD,HINDMAN,41822,KNOTT,"KNOTT COUNTY NURSING HOME, INC.",RUBY,PIGMAN,(606) 785-5011,92,6/1/2017,5/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-139,100708,LAKE CUMBERLAND REGIONAL HOSPITAL SCU,Long-Term Care,305 LANGDON STREET,SOMERSET,42502,PULASKI,"LAKE CUMBERLAND REGIONAL HOSPITAL, LLC",JEFF,HERNDON,(606) 678-3323,12,7/1/2017,6/30/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-140,100514,LAKE WAY NURSING AND REHABILITATION CENTER,Long-Term Care,2607 MAIN STREET HWY 641 SOUTH,BENTON,42025,MARSHALL,"THAMES HEALTHCARE GROUP, LLC",TAMMY,YORK,(270) 527-3296,96,4/1/2017,3/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-141,100239,"LANDMARK OF LOUISVILLE REHABILITATION AND NURSING CENTER, LLC. ",Long-Term Care,1155 EASTERN PARKWAY,LOUISVILLE,40217,JEFFERSON,"LANDMARK OF LOUISVILLE REHABILITATION AND NURSING CENTER, LLC. ",MARSH,TODD,(502) 636-5241,252,2/1/2017,1/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-142,100502,LAUREL CREEK HEALTH CARE CENTER,Long-Term Care,1033 NORTH HIGHWAY 11,MANCHESTER,40962,CLAY,"LAUREL CREEK HEALTH CARE CENTER, LLC",Susan,Bush,(606) 598-6163,106,8/1/2017,7/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-143,100280,LAUREL HEIGHTS HOME FOR THE ELDERLY,Long-Term Care,208 WEST TWELFTH STREET,LONDON,40743,LAUREL,"LAUREL HOUSING, INC.",KATHEY,YOUNG,(606) 864-4155,160,5/1/2017,4/30/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-144,100284,LEE COUNTY CARE & REHABILITATION CENTER,Long-Term Care,246 EAST MAIN STREET,BEATTYVILLE,41311,LEE,"LP BEATTYVILLE, LLC",MARILYN KAYE,WILSON,(606) 464-3611,109,4/1/2017,3/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-145,100604,LETCHER MANOR,Long-Term Care,73 PIEDMONT DRIVE,WHITESBURG,41858,LETCHER,"DJ LETCHER MANOR, LLC",CARLA,BISHNOI,(606) 633-1434,142,10/1/2015,9/30/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-146,100527,LEXINGTON COUNTRY PLACE,Long-Term Care,700 MASON HEADLEY ROAD,LEXINGTON,40504,FAYETTE,FS LEXINGTON TENANT TRUST,TINA,WHITT,(859) 276-1083,59,10/1/2016,9/30/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-147,100685,LIBERTY CARE AND REHABILITATION CENTER,Long-Term Care,616 S WALLACE WILKINSON BLVD,LIBERTY,42539,CASEY,"LP LIBERTY, LLC",WILLIAM TODD,BRYANT,(606) 787-6889,97,6/1/2017,5/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-148,100489,LIFE CARE CENTER OF BARDSTOWN,Long-Term Care,120 LIFE CARE WAY,BARDSTOWN,40004,NELSON,"BARDSTOWN MEDICAL INVESTORS, LTD",CRYSTAL,HAMILTON,(502) 348-4220,100,5/1/2017,4/30/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-149,100011,LIFE CARE CENTER OF LACENTER,Long-Term Care,252 W. 5TH ST.,LA CENTER,42056,BALLARD,"LA CENTER OPERATIONS, LLC",GINGER,ATKINS,(270) 665-5681,70,2/1/2017,1/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-150,100376,LIFE CARE CENTER OF MOREHEAD,Long-Term Care,933 NORTH TOLLIVER ROAD,MOREHEAD,40351,ROWAN,"CAMPBELL/PRESTON MEDICAL INVESTORS, LLC",WILLIAM,HURST,(606) 784-7518,97,2/1/2017,1/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-151,100641,LITTLE SISTERS OF THE POOR,Long-Term Care,15 AUDUBON PLAZA DRIVE,LOUISVILLE,40217,JEFFERSON,"HOME FOR THE AGED LITTLE SISTERS OF THE POOR, INC",MAUREEN,COURTNEY,(502) 636-2300,35,4/1/2017,3/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-152,100439,LORETTO MOTHERHOUSE INFIRMARY,Long-Term Care,515 NERINX ROAD,NERINX,40049,MARION,LORETTO LITERARY & BENEVOLENT INSTITUTION,MICHELLE,ESSEX,(270) 865-5811,59,4/1/2017,6/30/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-153,100224,LOUISVILLE PROTESTANT ALTENHEIM,Long-Term Care,936 BARRETT AVENUE,LOUISVILLE,40204,JEFFERSON,"LOUISVILLE PROTESTANT ALTENHEIM, INC.",MARY JO,COKER,(502) 584-7417,0,2/1/2017,1/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-154,100454,MADISON HEALTH AND REHABILITATION CENTER,Long-Term Care,131 MEADOWLARK DRIVE,RICHMOND,40475,MADISON,"RICHMOND HEALTH FACILITITES-MADISON, L.P.",Sherrie,JASPER,(859) 623-3564,92,4/1/2017,3/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-155,100268,MADONNA MANOR,Long-Term Care,2344 AMSTERDAM ROAD,VILLA HILLS,41017,KENTON,"MADONNA MANOR, INC.",NANCY,PHILLIPS,(859) 341-3981,60,11/1/2016,10/31/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-156,100647,MAGNOLIA VILLAGE,Long-Term Care,1381 CAMPBELL LANE,BOWLING GREEN,42104,WARREN,HBR CAMPBELL LANE LLC,JENNIFER,SOLDEVILLA,(270) 843-0587,60,7/1/2017,6/30/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-157,100661,MARTIN COUNTY HEALTH CARE FACILITY,Long-Term Care,62 MAUDE ROAD,INEZ,41224,MARTIN,MARTIN MANOR LLC,BETH,ARNETT,(606) 298-0091,65,6/1/2017,5/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-158,100225,MASONIC HOME OF LOUISVILLE,Long-Term Care,240 MASONIC HOME DRIVE,MASONIC HOME,40041,JEFFERSON,"MASONIC HOMES OF KENTUCKY, INC.",SUZANNE,RINNE,(502) 897-4907,167,12/1/2016,11/30/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-159,100386,MASONIC HOME OF SHELBYVILLE,Long-Term Care,711 FRANKFORT ROAD,SHELBYVILLE,40066,SHELBY,"MASONIC HOMES OF KENTUCKY, INC.",CONJUNA,COLLIER,(502) 633-3486,117,7/1/2017,6/30/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-160,100111,MAYFAIR MANOR,Long-Term Care,3300 TATES CREEK ROAD,LEXINGTON,40502,FAYETTE,"LP LEXINGTON, LLC",JASON,ARMSTRONG,(859) 266-2126,98,6/1/2017,5/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-161,100333,MAYSVILLE NURSING AND REHABILITATION FACILITY,Long-Term Care,620 PARKER ROAD,MAYSVILLE,41056,MASON,MAYSVILLE MANOR LLC,CORTNEY,BURKHART,(606) 564-8835,130,7/1/2017,6/30/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-162,100306,MCCRACKEN NURSING AND REHABILITATION CENTER,Long-Term Care,867 MCGUIRE AVE.,PADUCAH,42001,MCCRACKEN,"PADUCAH HEALTH FACILITIES, L.P.",DAVID,MILLER,(270) 442-6168,103,6/1/2017,5/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-163,100727,MCDOWELL SKILLED NURSING FACILITY,Long-Term Care,"206 MILBY STREET, PO BOX 220",GREENSBURG,42743,GREEN,"JANE TODD CRAWFORD MEMORIAL HOSPITAL, INC.",BETH,ODLE,(270) 932-4211,0,1/1/2017,12/31/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-164,100695,MEADOWS ICF/IID,Long-Term Care,210 MEADOWS DRIVE,MOUNT WASHINGTON,40047,BULLITT,CABINET FOR HEALTH SERVICES,SUELLEN,WHITE,(502) 538-8151,8,1/1/2017,12/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-165,100470,METCALFE HEALTH CARE CENTER,Long-Term Care,701 SKYLINE DRIVE,EDMONTON,42129,METCALFE,"METCALFE HEALTH SERVICES, INC.",AMY,NEIGHBORS,(270) 432-2921,71,11/1/2016,10/31/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-166,100639,MIDDLESBORO NURSING AND REHABILITATION FACILITY,Long-Term Care,235 NEW WILSON LANE,MIDDLESBORO,40965,BELL,MIDDLESBORO MANOR LLC,ALICE,MADDOX,(606) 248-0925,95,1/1/2017,12/31/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-167,100472,"MILLS HEALTH & REHAB CENTER, INC",Long-Term Care,500 BECK LANE,MAYFIELD,42066,GRAVES,"MILLS HEALTH & REHAB CENTER, INC.",DAVID,DIETZ,(270) 247-7890,98,10/1/2016,9/30/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-168,100400,MORGANFIELD NURSING & REHABILITATION CENTER,Long-Term Care,509 NORTH CARRIER ST.,MORGANFIELD,42437,UNION,"MORGANFIELD HEALTH FACILITIES, L.P.",MARY,WOOD,(270) 389-3513,60,4/1/2017,3/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-169,100045,MORGANTOWN CARE & REHABILITATION CENTER,Long-Term Care,201 SOUTH WARREN STREET,MORGANTOWN,42261,BUTLER,"LP MORGANTOWN, LLC",AMY,PHELPS,(270) 526-3368,122,5/1/2017,4/30/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-170,100688,MOUNTAIN MANOR OF PAINTSVILLE,Long-Term Care,1025 EUCLID AVENUE,PAINTSVILLE,41240,JOHNSON,"PAINTSVILLE INVESTORS, INC.",EMILY,JONES-GRAY,(606) 789-5808,126,10/1/2016,9/30/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-171,100521,MOUNTAIN VIEW HEALTH CARE CENTER,Long-Term Care,945 WEST RUSSELL STREET,ELKHORN CITY,41522,PIKE,MOUNTAIN VIEW HEALTHCARE AND REHABILITATION CENTER,CATHY,ALLEN,(606) 754-4134,106,12/1/2016,11/30/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-172,100496,MOUNTAIN VIEW NURSING & REHABILITATION CENTER,Long-Term Care,39 FERNDALE APARTMENTS ROAD,PINEVILLE,40977,BELL,"HANGING ROCK, LTC, LLC",VIVIAN,LAMBERT,(606) 337-7071,115,2/1/2017,1/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-173,100467,NAZARETH HOME,Long-Term Care,2000 NEWBURG ROAD,LOUISVILLE,40205,JEFFERSON,"NAZARETH HOME, INC",MARY,HAYNES,(502) 459-9681,118,4/1/2017,3/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-174,100248,NAZARETH HOME CLIFTON,Long-Term Care,2120 PAYNE STREET,LOUISVILLE,40206,JEFFERSON,"NAZERETH HOME, INC",LISA,BIDDLE-PUFFER,(502) 895-9425,121,5/1/2017,4/30/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-175,100015,"NHC HEALTHCARE, GLASGOW",Long-Term Care,109  HOMEWOOD BLVD.,GLASGOW,42141,BARREN,"NHC HEALTHCARE/GLASGOW, LLC",DENISE,BILLINGSLEY,(270) 651-6126,194,11/1/2016,10/31/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-176,100185,"NHC HEALTHCARE, MADISONVILLE",Long-Term Care,419 NORTH SEMINARY ST,MADISONVILLE,42431,HOPKINS,"NHC HEALTHCARE/MADISONVILLE, LLC",DANNY,BELCHER,(270) 821-5564,94,6/1/2017,5/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-177,100040,NIM HENSON GERIATRIC CENTER,Long-Term Care,420 JETT DRIVE,JACKSON,41339,BREATHITT,BREATHITT CO GERIATRIC CORP.,PHILLIP,LITTERAL,(606) 666-2456,120,9/1/2016,Renewal Pending,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-178,100110,NORTHPOINT/LEXINGTON HEALTHCARE CENTER,Long-Term Care,1500 TRENT BOULEVARD,LEXINGTON,40515,FAYETTE,"NORTHPOINT SENIOR SERVICES KY I, LLC",ELIZABETH,THORNTON,(859) 272-2273,150,12/1/2016,11/30/2017,EEB,US
