row_id,﻿name,license_num,website,contact,phone,fax,street_address,city,province,postal_code,facility_type
Canada-NB-13-NursingHomes-13-NursingHomes-156,Loch Lomond Villa,,http://www.lochlomondvilla.com,Cindy Donovan,(506) 643-7175,(506) 643-7179,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-157,Passamaquoddy Lodge,,http://www.passamaquoddylodge.ca,Lezlie LeBlanc,(506) 529-5240,(506) 529-5258,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-158,Rocmaura,,http://www.rocmaura.com,Sheana Mohra,(506) 643-7050,(506) 643-7053,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-159,Turnbull Nursing Home,,,Patti Alcorn,(506) 643-7200,(506) 648-9786,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-160,Carleton Manor,,http://www.carletonmanor.com,Angela Acott-Smith,(506) 325-4373,(506) 325-4618,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-161,Central Carleton Nursing Home,,,Kristi Schriver,(506) 375-3033,(506) 375-3035,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-162,Central N.B. Nursing Home,,,Manley Black,(506) 369-7262,(506) 369-2331,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-163,Mill Cove Nursing Home,,http://www.millcovenh.com,Dan Gilman,(506) 488-3033,(506) 488-3037,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-164,Nashwaak Villa,,,Daphne Noonan,(506) 367-7734,(506) 367-7745,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-165,Orchard View,,http://www.orchardviewcare.ca,Steve Little,(506) 488-3544,(506) 488-3551,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-166,Pine Grove,,http://www.pinegrovenh.com,Cheryl Wiggins,(506) 444-3400,(506) 444-3407,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-167,River View Manor,,http://www.riverviewmanor.ca,Guildo Cyr,(506) 278-6030,(506) 278-5962,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-168,Thomas Hall,,http://www.shannex.com,Pam Bowen,(506) 447-6440,(506) 447-6441,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-169,Tobique Valley Manor,,,Charlotte Bellefleur,(506) 356-6040,(506) 356-6041,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-170,Victoria Glen Manor,,http://www.vgm.ca,Donna Miller-Wallace,(506) 273-4885,(506) 273-4975,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-171,W.G. Bishop Nursing Home,,,Charlene Cobbett,(506) 327-7853,(506) 327-7812,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-172,Wauklehegan Manor,,http://waukleheganmanor.weebly.com,Mike Harvey,(506) 784-6303,(506) 784-6344,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-173,White Rapids Manor,,http://www.whiterapidsmanor.nb.ca,Kathy Jenkins,(506) 368-6508,(506) 368-6512,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-174,York Care Centre,,http://www.yorkmanor.nb.ca,Kevin Harter,(506) 444-3880,(506) 444-3544,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-175,Foyer Notre-Dame de St-LÃ©onard,,,Violette Thibodeau,(506) 423-3100,(506) 423-3152,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-176,Foyer Ste-Elizabeth,,,Monique Gendron,(506) 258-3020,(506) 258-3010,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-177,RÃ©sidence Mgr. Melanson,,,AndrÃ© Savoie,(506) 235-6030,(506) 235-6075,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-178,RÃ©sidences Jodin,,,David Couturier,(506) 501-3014  ,(506) 501-3015,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-179,Villa des Chutes,,,AmÃ©lie Cayouette,(506) 473-7726,(506) 473-7849,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-180,Campbellton Nursing Home,,,Ken Murray,(506) 789-7350,(506) 789-7360,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-181,Dalhousie Nursing Home,,,Diane LÃ©ger,(506) 684-7800,(506) 684-7832,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-182,Foyer Notre-Dame de Lourdes,,http://www.fndl.org,LÃ©o-Paul Sonier,(506) 549-5085,(506) 549-5052,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-183,Manoir Edith B. Pinet,,,Bruno Holmes,(506) 764-2444,(506) 764-2451,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-184,RÃ©sidences Inkerman,,,Michel HachÃ©,(506) 336-3909,.,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-185,RÃ©sidences Lucien Saindon,,,GaÃ«tan HachÃ©,(506) 344-3232,(506) 344-3240,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-186,RÃ©sidences Mgr. Chiasson,,,Anne-Marie Richardson Chiasson,(506) 336-3266,(506) 336-3099,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-187,Villa BeausÃ©jour,,,Roger Landry,(506) 726-2744,(506) 726-2745,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-188,Villa Chaleur Inc.,,http://www.abschi.com,Victor Shea,(506) 549-5582,(506) 545-6424,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-189,Villa Sormany,,,Wayne McWilliams,(506) 542-2731,(506) 542-2733,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-190,Villa St-Joseph,,,Serge Robichaud,(506) 394-4800,(506) 394-4826,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-191,Foyer Assomption,,,Anne Babineau,(506) 775-2040,(506) 775-2053,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-192,Le Complexe Rendez-Vous Inc.,,,Ronald LeBlanc,(506) 776-0640,(506) 776-0608,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-193,Miramichi Senior Citizens Home,,,Jean Doyle,(506) 778-6810,(506) 778-6860,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-194,Mount St. Joseph,,http://www.mountsj.ca,Debbie Walls,(506) 778-6550,(506) 778-0193,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-195,Tabusintac Nursing Home,,,Joanne Sonier,(506) 779-4100,(506) 779-8149,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-196,Drew Nursing Home,,http://www.drewnursinghome.ca/,Linda Shannon,(506) 364-4900,(506) 364-4921,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-197,Forest Dale Home,,http://www.forestdalehome.ca,Vicki Caissie,(506) 882-3015,(506) 882-3014,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-198,Foyer St-Antoine,,http://www3.nbnet.nb.ca/fsa,George Cormier,(506) 525-4040,(506) 525-4090,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-199,Jordan Lifecare Centre,,,Gary Buchanan,(506) 756-3355,(506) 756-2081,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-200,Kenneth E. Spencer,,http://www.abschi.com/,Victor Shea,(506) 858-7870,(506) 858-9674,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-201,La Villa Maria,,,Jean-Paul Mazerolle,(506) 876-3488,(506) 876-3466,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-202,Le Foyer St-Thomas (Memramcook),,,Paul Rossignol,(506) 758-2110,(506) 758-9489,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-203,Manoir St-Jean Baptiste,,,Ian Drapeau,(506) 743-7344,(506) 743-7343,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-204,Monarch Hall,,http://www.shannex.com,Carole Morey,(506) 387-3168,(506) 387-3167,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-205,Rexton Lions Nursing Home,,,Nancy Cail,(506) 523-7720,(506) 523-7703,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-206,The Salvation Army Lakeview Manor,,,Kym Elder,(506) 387-2012,(506) 387-7200,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-207,Villa du Repos,,,Ronald LeBlanc,(506) 857-3560,(506) 859-1619,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-208,Villa Providence Shediac,,,Ronald LeBlanc,(506) 532-4484,(506) 532-5909,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-209,Westford Nursing Home,,http://www.westfordnursinghome.com,Judy White,(506) 538-1302,(506) 538-7293,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-210,Campobello Lodge,,,Sherry Johnston,(506) 752-7101,(506) 752-7105,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-211,Carleton Kirk Lodge,,,Tim Stevens,(506) 643-7040,(506) 643-7038,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-212,Church of St. John & St. Stephen,,,Shelley Fulton,(506) 643-6001,(506) 643-6126,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-213,Dr. V.A. Snow Centre,,http://www.snownursing.com,Terry O'Neill,(506) 832-6210,(506) 832-7674,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-214,Embassy Hall,,http://www.shannex.com,John Campbell,(506) 848-3170,(506) 848-3171,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-215,Fundy Nursing Home,,,Debbie Harris,(506) 456-4218,(506) 456-3057,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-216,Grand Manan Nursing Home,,,Joanne Ingalls,(506) 662-7111,(506) 662-7117,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-217,Kennebec Manor,,,Judy Lane,(506) 632-9628,(506) 658-9376,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-218,Kings Way Care Center,,,Judy Lane,(506) 847-1131,(506) 847-1134,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-219,Kiwanis Nursing Home,,http://www.kiwanisnursinghome.com,Kerri Marr,(506) 432-3118,(506) 432-3104,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-220,Lincourt Manor,,,Stacy Butler,(506) 466-7855,(506) 466-7853,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-221,Loch Lomond Villa,,http://www.lochlomondvilla.com,Cindy Donovan,(506) 643-7175,(506) 643-7179,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-222,Passamaquoddy Lodge,,http://www.passamaquoddylodge.ca,Lezlie LeBlanc,(506) 529-5240,(506) 529-5258,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-223,Rocmaura,,http://www.rocmaura.com,Sheana Mohra,(506) 643-7050,(506) 643-7053,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-224,Turnbull Nursing Home,,,Patti Alcorn,(506) 643-7200,(506) 648-9786,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-225,Carleton Manor,,http://www.carletonmanor.com,Angela Acott-Smith,(506) 325-4373,(506) 325-4618,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-226,Central Carleton Nursing Home,,,Kristi Schriver,(506) 375-3033,(506) 375-3035,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-227,Central N.B. Nursing Home,,,Manley Black,(506) 369-7262,(506) 369-2331,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-228,Mill Cove Nursing Home,,http://www.millcovenh.com,Dan Gilman,(506) 488-3033,(506) 488-3037,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-229,Nashwaak Villa,,,Daphne Noonan,(506) 367-7734,(506) 367-7745,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-230,Orchard View,,http://www.orchardviewcare.ca,Steve Little,(506) 488-3544,(506) 488-3551,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-231,Pine Grove,,http://www.pinegrovenh.com,Cheryl Wiggins,(506) 444-3400,(506) 444-3407,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-232,River View Manor,,http://www.riverviewmanor.ca,Guildo Cyr,(506) 278-6030,(506) 278-5962,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-233,Thomas Hall,,http://www.shannex.com,Pam Bowen,(506) 447-6440,(506) 447-6441,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-234,Tobique Valley Manor,,,Charlotte Bellefleur,(506) 356-6040,(506) 356-6041,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-235,Victoria Glen Manor,,http://www.vgm.ca,Donna Miller-Wallace,(506) 273-4885,(506) 273-4975,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-236,W.G. Bishop Nursing Home,,,Charlene Cobbett,(506) 327-7853,(506) 327-7812,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-237,Wauklehegan Manor,,http://waukleheganmanor.weebly.com,Mike Harvey,(506) 784-6303,(506) 784-6344,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-238,White Rapids Manor,,http://www.whiterapidsmanor.nb.ca,Kathy Jenkins,(506) 368-6508,(506) 368-6512,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-239,York Care Centre,,http://www.yorkmanor.nb.ca,Kevin Harter,(506) 444-3880,(506) 444-3544,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-240,Foyer Notre-Dame de St-LÃ©onard,,,Violette Thibodeau,(506) 423-3100,(506) 423-3152,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-241,Foyer Ste-Elizabeth,,,Monique Gendron,(506) 258-3020,(506) 258-3010,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-242,RÃ©sidence Mgr. Melanson,,,AndrÃ© Savoie,(506) 235-6030,(506) 235-6075,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-243,RÃ©sidences Jodin,,,David Couturier,(506) 501-3014  ,(506) 501-3015,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-244,Villa des Chutes,,,AmÃ©lie Cayouette,(506) 473-7726,(506) 473-7849,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-245,Campbellton Nursing Home,,,Ken Murray,(506) 789-7350,(506) 789-7360,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-246,Dalhousie Nursing Home,,,Diane LÃ©ger,(506) 684-7800,(506) 684-7832,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-247,Foyer Notre-Dame de Lourdes,,http://www.fndl.org,LÃ©o-Paul Sonier,(506) 549-5085,(506) 549-5052,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-248,Manoir Edith B. Pinet,,,Bruno Holmes,(506) 764-2444,(506) 764-2451,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-249,RÃ©sidences Inkerman,,,Michel HachÃ©,(506) 336-3909,.,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-250,RÃ©sidences Lucien Saindon,,,GaÃ«tan HachÃ©,(506) 344-3232,(506) 344-3240,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-251,RÃ©sidences Mgr. Chiasson,,,Anne-Marie Richardson Chiasson,(506) 336-3266,(506) 336-3099,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-252,Villa BeausÃ©jour,,,Roger Landry,(506) 726-2744,(506) 726-2745,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-253,Villa Chaleur Inc.,,http://www.abschi.com,Victor Shea,(506) 549-5582,(506) 545-6424,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-254,Villa Sormany,,,Wayne McWilliams,(506) 542-2731,(506) 542-2733,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-255,Villa St-Joseph,,,Serge Robichaud,(506) 394-4800,(506) 394-4826,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-256,Foyer Assomption,,,Anne Babineau,(506) 775-2040,(506) 775-2053,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-257,Le Complexe Rendez-Vous Inc.,,,Ronald LeBlanc,(506) 776-0640,(506) 776-0608,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-258,Miramichi Senior Citizens Home,,,Jean Doyle,(506) 778-6810,(506) 778-6860,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-259,Mount St. Joseph,,http://www.mountsj.ca,Debbie Walls,(506) 778-6550,(506) 778-0193,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-260,Tabusintac Nursing Home,,,Joanne Sonier,(506) 779-4100,(506) 779-8149,,edmunston,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-261,Drew Nursing Home,,http://www.drewnursinghome.ca/,Linda Shannon,(506) 364-4900,(506) 364-4921,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-262,Forest Dale Home,,http://www.forestdalehome.ca,Vicki Caissie,(506) 882-3015,(506) 882-3014,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-263,Foyer St-Antoine,,http://www3.nbnet.nb.ca/fsa,George Cormier,(506) 525-4040,(506) 525-4090,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-264,Jordan Lifecare Centre,,,Gary Buchanan,(506) 756-3355,(506) 756-2081,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-265,Kenneth E. Spencer,,http://www.abschi.com/,Victor Shea,(506) 858-7870,(506) 858-9674,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-266,La Villa Maria,,,Jean-Paul Mazerolle,(506) 876-3488,(506) 876-3466,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-267,Le Foyer St-Thomas (Memramcook),,,Paul Rossignol,(506) 758-2110,(506) 758-9489,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-268,Manoir St-Jean Baptiste,,,Ian Drapeau,(506) 743-7344,(506) 743-7343,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-269,Monarch Hall,,http://www.shannex.com,Carole Morey,(506) 387-3168,(506) 387-3167,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-270,Rexton Lions Nursing Home,,,Nancy Cail,(506) 523-7720,(506) 523-7703,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-271,The Salvation Army Lakeview Manor,,,Kym Elder,(506) 387-2012,(506) 387-7200,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-272,Villa du Repos,,,Ronald LeBlanc,(506) 857-3560,(506) 859-1619,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-273,Villa Providence Shediac,,,Ronald LeBlanc,(506) 532-4484,(506) 532-5909,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-274,Westford Nursing Home,,http://www.westfordnursinghome.com,Judy White,(506) 538-1302,(506) 538-7293,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-275,Campobello Lodge,,,Sherry Johnston,(506) 752-7101,(506) 752-7105,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-276,Carleton Kirk Lodge,,,Tim Stevens,(506) 643-7040,(506) 643-7038,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-277,Church of St. John & St. Stephen,,,Shelley Fulton,(506) 643-6001,(506) 643-6126,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-278,Dr. V.A. Snow Centre,,http://www.snownursing.com,Terry O'Neill,(506) 832-6210,(506) 832-7674,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-279,Embassy Hall,,http://www.shannex.com,John Campbell,(506) 848-3170,(506) 848-3171,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-280,Fundy Nursing Home,,,Debbie Harris,(506) 456-4218,(506) 456-3057,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-281,Grand Manan Nursing Home,,,Joanne Ingalls,(506) 662-7111,(506) 662-7117,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-282,Kennebec Manor,,,Judy Lane,(506) 632-9628,(506) 658-9376,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-283,Kings Way Care Center,,,Judy Lane,(506) 847-1131,(506) 847-1134,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-284,Kiwanis Nursing Home,,http://www.kiwanisnursinghome.com,Kerri Marr,(506) 432-3118,(506) 432-3104,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-285,Lincourt Manor,,,Stacy Butler,(506) 466-7855,(506) 466-7853,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-286,Loch Lomond Villa,,http://www.lochlomondvilla.com,Cindy Donovan,(506) 643-7175,(506) 643-7179,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-287,Passamaquoddy Lodge,,http://www.passamaquoddylodge.ca,Lezlie LeBlanc,(506) 529-5240,(506) 529-5258,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-288,Rocmaura,,http://www.rocmaura.com,Sheana Mohra,(506) 643-7050,(506) 643-7053,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-289,Turnbull Nursing Home,,,Patti Alcorn,(506) 643-7200,(506) 648-9786,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-290,Carleton Manor,,http://www.carletonmanor.com,Angela Acott-Smith,(506) 325-4373,(506) 325-4618,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-291,Central Carleton Nursing Home,,,Kristi Schriver,(506) 375-3033,(506) 375-3035,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-292,Central N.B. Nursing Home,,,Manley Black,(506) 369-7262,(506) 369-2331,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-293,Mill Cove Nursing Home,,http://www.millcovenh.com,Dan Gilman,(506) 488-3033,(506) 488-3037,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-294,Nashwaak Villa,,,Daphne Noonan,(506) 367-7734,(506) 367-7745,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-295,Orchard View,,http://www.orchardviewcare.ca,Steve Little,(506) 488-3544,(506) 488-3551,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-296,Pine Grove,,http://www.pinegrovenh.com,Cheryl Wiggins,(506) 444-3400,(506) 444-3407,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-297,River View Manor,,http://www.riverviewmanor.ca,Guildo Cyr,(506) 278-6030,(506) 278-5962,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-298,Thomas Hall,,http://www.shannex.com,Pam Bowen,(506) 447-6440,(506) 447-6441,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-299,Tobique Valley Manor,,,Charlotte Bellefleur,(506) 356-6040,(506) 356-6041,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-300,Victoria Glen Manor,,http://www.vgm.ca,Donna Miller-Wallace,(506) 273-4885,(506) 273-4975,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-301,W.G. Bishop Nursing Home,,,Charlene Cobbett,(506) 327-7853,(506) 327-7812,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-302,Wauklehegan Manor,,http://waukleheganmanor.weebly.com,Mike Harvey,(506) 784-6303,(506) 784-6344,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-303,White Rapids Manor,,http://www.whiterapidsmanor.nb.ca,Kathy Jenkins,(506) 368-6508,(506) 368-6512,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-304,York Care Centre,,http://www.yorkmanor.nb.ca,Kevin Harter,(506) 444-3880,(506) 444-3544,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-305,Foyer Notre-Dame de St-LÃ©onard,,,Violette Thibodeau,(506) 423-3100,(506) 423-3152,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-306,Foyer Ste-Elizabeth,,,Monique Gendron,(506) 258-3020,(506) 258-3010,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-307,RÃ©sidence Mgr. Melanson,,,AndrÃ© Savoie,(506) 235-6030,(506) 235-6075,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-308,RÃ©sidences Jodin,,,David Couturier,(506) 501-3014  ,(506) 501-3015,,campbellton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-309,Villa des Chutes,,,AmÃ©lie Cayouette,(506) 473-7726,(506) 473-7849,,campbellton,NB,,Nursing Home
