row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_city,mail_co_province,mail_co_postal_code,street_address,po_box,city,province,postal_code,country,facility_type
USA-CO-72-AssistedLiving-72-AssistedLiving-183,CARE GROUP AT ARVADA CENTER,,,,,,,,,,,, Ms AMELIA COLLIER, (303)431-6575,, (303)431-7440,,Medicaid, LIMITED LIABILITY,,,JEFFERSON COUNTY,,8,, (303)480-5624, CARE GROUP AT ARVADA CENTER,7319 CARR STREET,ARVADA,CO,80005,7465 W 69TH PL,,ARVADA,CO,80003,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-184,CARE GROUP OF NORTHGLENN LLC,,,,,,,,,,,, Mr ROOSEVELT COLLIER JR, (720)398-8886,, (303)650-2514,,Medicaid, LIMITED LIABILITY,,,ADAMS COUNTY,,12,, (303)480-5624, CARE GROUP OF NORTHGLENN LLC,7319 CARR ST,ARVADA,CO,80005,9777 FRED DRIVE,,NORTHGLENN,CO,80260,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-185,CARE HAVEN ASSISTED LIVING INC,,,,,,,,,,,, Mr ADAM MALACHI, (303)210-1761,, (303)745-1586,,Private, PROFIT-CORPORATION,,,JEFFERSON COUNTY,,8,, (303)480-5624,,,,,,632 DEFRAME COURT,,GOLDEN,CO,80401,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-186,CARELINK ASSISTED LIVING,,,,,,,,,,,, Ms CAROLYN COLLEEN OMITERU, (303)797-9110,, (720)204-2652,,Medicaid, LIMITED LIABILITY,,,ARAPAHOE COUNTY,,12,, (303)480-5624, CARELINK ASSISTED LIVING,P O BOX 631053,HIGHLANDS RANCH,CO,80163,2602 E WEAVER AVENUE,,CENTENNIAL,CO,80121,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-187,"CARILLON AT BOULDER CREEK ASSISTED LIVING, THE",,,,,,,,,,,, Ms TRUDY STEPHENS, (720)565-6844,, (720)565-6845,,Private, LIMITED LIABILITY,,,BOULDER COUNTY,,135,, (303)441-1173,,,,,,2525 TAFT DRIVE,,BOULDER,CO,80302,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-188,"CARING HEARTS, INC",,,,,,,,,,,,  TEFERI BERHANE, (303)421-7368,, (303)421-7368,,Medicaid, PROFIT-CORPORATION,,,JEFFERSON COUNTY,,8,, (303)480-5624,,,,,,7465 W 48TH AVE,,WHEAT RIDGE,CO,80033,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-189,CARLAS CLUSTER CARE INC,,,,,,,,,,,, Ms CARANEL CROUSE, (719)775-9412,, (719)775-9426,,Medicaid, PROFIT-CORPORATION,,,LINCOLN COUNTY,,30,, (719)348-5562, CARLAS CLUSTER CARE INC,PO BOX 39,LIMON,CO,80828,2050 6TH ST,,LIMON,CO,80828,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-190,CARLA'S CLUSTER CARE NE CAMPUS,,,,,,,,,,,, Ms CARANEL CROUSE, (719)775-9412,, (719)775-9426,,Medicaid,,,,LINCOLN COUNTY,,22,,PROFIT-CORPORATION,,,,,,1750 CIRCLE LANE,,LIMON,CO,80828,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-191,CARRIAGE HOUSE ASSISTED LIVING,,,,,,,,,,,, Ms JULIE KOTCH, (970)854-5180,, (970)854-2610,,Medicaid, PARTNERSHIP,,,PHILLIPS COUNTY,,32,, (970)867-9409,,,,,,816 S INTEROCEAN AVE,,HOLYOKE,CO,80734,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-192,CASEY'S POND SENIOR LIVING,,,,,,,,,,,, Mr BRADLEE KEITH BOATRIGHT, (970)879-8855,, (970)879-8852,,Private,0,,,ROUTT COUNTY,,114,,CORPORATE NON-PROFIT,,,,,,2855 OWL HOOT TRAIL,,STEAMBOAT SPRINGS,CO,80487,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-193,CASTLE PEAK ASSISTED LIVING,,,,,,,,,,,, Mr DANIEL SHIELDS, (970)989-2500,, (612)800-5423,,Private, LIMITED LIABILITY,,,EAGLE COUNTY,,30,, (970)468-0295, CASTLE PEAK SENIOR CARE LLC,P.O. BOX 5980,EAGLE,CO,81631,135 FREESTONE ROAD,,EAGLE,CO,81631,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-194,CASTLE ROCK ASSISTED LIVING 1,,,,,,,,,,,, Ms GINA SEPULVEDA, (303)660-3827,, (303)663-0864,,Medicaid, LIMITED LIABILITY,,,DOUGLAS COUNTY,,9,, (303)480-5624,,,,,,1640 WILD RYE COURT,,CASTLE ROCK,CO,80109,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-195,CASTLE ROCK ASSISTED LIVING II,,,,,,,,,,,, Ms GINA SEPULVEDA, (303)663-0853,, (720)379-7311,,Medicaid, PROFIT-CORPORATION,,,DOUGLAS COUNTY,,13,, (303)480-5624,,,,,,1768 ROSE PETAL LANE,,CASTLE ROCK,CO,80109,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-196,CASTLE ROCK ASSISTED LIVING III,,,,,,,,,,,, Ms GINA SEPULVEDA, (303)815-9347,, (303)663-0864,,Medicaid, LIMITED LIABILITY,,,DOUGLAS COUNTY,,9,, (303)480-5624,,,,,,2473 WOODHOUSE LANE,,CASTLE ROCK,CO,80109,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-197,CATHARINE'S QUALITY OF LIFE HOMES  II,,,,,,,,,,,,  MARISA DURAN (OLSON), (303)988-0427,, (303)987-1120,,Private,,,,JEFFERSON COUNTY,,9,,CORPORATE NON-PROFIT,,,,,,3225 S REED COURT,,LAKEWOOD,CO,80227,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-198,CATHARINE'S QUALITY OF LIFE HOMES  III,,,,,,,,,,,,  MARISA DURAN (OLSON), (303)989-2624,, (303)987-1120,,Private,,,,JEFFERSON COUNTY,,9,,CORPORATE NON-PROFIT,,,,,,9232 WEST TEXAS DRIVE,,LAKEWOOD,CO,80232,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-199,CATHARINE'S QUALITY OF LIFE HOMES 4,,,,,,,,,,,, Ms MARISA OLSON, (303)233-2330,, (303)987-1120,,Medicaid,,,,JEFFERSON COUNTY,,9,,CORPORATE NON-PROFIT,,,,,,1975 OWENS CT,,LAKEWOOD,CO,80215,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-200,CATHARINE'S QUALITY OF LIFE HOMES 5,,,,,,,,,,,,  MARISA DURAN (OLSON), (303)948-4901,, (303)987-1120,,Medicaid,,,,JEFFERSON COUNTY,,8,,CORPORATE NON-PROFIT,,,,,,8217 W PEAKVIEW DRIVE,,LITTLETON,CO,80123,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-201,C-C BOARDING HOME,,,,,,,,,,,, Mr RAMON CASTILLO, (719)635-7159,, (719)392-5723,,Medicaid, CORPORATE NON-PROFIT,,,EL PASO COUNTY,,14,, (719)471-7080,,,,,,412 S HANCOCK,,COLORADO SPRINGS,CO,80903,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-202,CHARLESTON ASSISTED LIVING AT IRONWOOD,,,,,,,,,,,, Dr ELAINE SHIRAR, (720)355-0540,, (303)604-6183,,Private,,,,BOULDER COUNTY,,8,,LIMITED LIABILITY,,,,,,2866 IRONWOOD CIRCLE,,ERIE,CO,80516,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-203,CHATEAU AT RIFLE,,,,,,,,,,,, Ms JACQUELINE MURR, (970)625-4343,, (970)625-1538,,Medicaid, PROFIT-CORPORATION,,,GARFIELD COUNTY,,32,, (970)248-2717,,,,,,375 W 24TH ST,,RIFLE,CO,81650,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-204,CHATEAU AT SHARMAR ASSISTED LIVING,,,,,,,,,,,, Ms DELAINE CROW, (719)544-1173,, (719)546-1501,,Private,6,,,PUEBLO COUNTY,,87,,PROFIT-CORPORATION,,,,,,1201 W ABRIENDO AVE,,PUEBLO,CO,81004,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-205,CHATEAU DES MONS CARE AND ASSISTED LIVING,,,,,,,,,,,, Ms JESSICA TRUJILLO, (303)781-5865,, (303)781-1980,,Medicaid,8,,,ARAPAHOE COUNTY,,48,,PROFIT-CORPORATION,,,,,,3426 S MARION STREET,,ENGLEWOOD,CO,80113,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-206,CHELSEA PLACE,,,,,,,,,,,, Mr DAVID HOPPE, (303)929-3709,, (303)703-3498,,Private,4,,,ARAPAHOE COUNTY,,64,,PROFIT-CORPORATION,,,,,,14055 E QUINCY AVENUE,,AURORA,CO,80015,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-207,CHERRY CREEK RETIREMENT VILLAGE,,,,,,,,,,,, Ms TELIA WENDELL, (303)693-0200,, (303)693-2540,,Private, LIMITED LIABILITY,,,ARAPAHOE COUNTY,,30,, (303)480-5624,,,,,,14555 E HAMPDEN AVENUE,,AURORA,CO,80014,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-208,CHERRY HILLS ASSISTED LIVING AND MEMORY CARE,,,,,,,,,,,, Ms MELIA SHARKEY, (720)398-5692,, (720)377-9634,,Private,0,,,ARAPAHOE COUNTY,,94,,LIMITED LIABILITY,,,,,,6325 SOUTH UNIVERSITY BOULEVARD,,CENTENNIAL,CO,80121,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-209,CHOICE HOUSE RTF,,,,,,,,,,,, Ms STEPHANIE MADSEN-PIXLER, (970)494-4341,, (970)493-9889,,-, CORPORATE NON-PROFIT,,,LARIMER COUNTY,,8,, (303)862-3524, SUMMITSTONE HEALTH PARTNERS,"2001 S SHIELDS, BUILDING G",FORT COLLINS,CO,80526,214 S WHITCOMB,,FORT COLLINS,CO,80521,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-210,CHRISTIAN ASSISTED LIVING HOMES LLC,,,,,,,,,,,, Mr STEVEN TORRES, (303)699-6693,, (303)693-7693,,Medicaid, LIMITED LIABILITY,,,ARAPAHOE COUNTY,,8,, (303)480-5624,,,,,,22247 E HINSDALE AVENUE,,AURORA,CO,80016,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-211,CINNAMON PARK,,,,,,,,,,,, MS DEBORAH SETLOCK, (303)772-2882,, (303)772-8318,,Medicaid, PROFIT-CORPORATION,,,BOULDER COUNTY,,48,, (303)441-1173,,,,,,1335 CINNAMON STREET,,LONGMONT,CO,80501,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-212,CINNAMON PARK I,,,,,,,,,,,,,(303)595-4464,,,,,,,,,CINNAMON PARK,,,,,,,,,1335 CINNAMON STREET,,LONGMONT,CO,80501,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-213,CINNAMON PARK II,,,,,,,,,,,,,(303)595-4464,,,,,,,,,CINNAMON PARK,,,,,,,,,1335 CINNAMON STREET,,LONGMONT,CO,80501,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-214,"CITADEL ALZHEIMERS-DEMENTIA ASSISTED LIVING, THE",,,,,,,,,,,,  CHERY LUCERO, (719)248-8523,, (719)404-4158,,Medicaid, PROFIT-CORPORATION,,,PUEBLO COUNTY,,40,, (719)583-6123,,,,,,431 QUINCY AVE,,PUEBLO,CO,81004,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-215,CLERMONT ASSISTED LIVING LLC,,,,,,,,,,,, Mr WILLIAM HENSEN, (303)862-5602,, (303)221-1565,,Medicaid, LIMITED LIABILITY,,,ARAPAHOE COUNTY,,12,, (303)480-5624, HC 2013 LLC,6563 S CLERMONT COURT,CENTENNIAL ,CO,80121,6563 S CLERMONT COURT,,CENTENNIAL,CO,80121,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-216,CLERMONT PARK ASSISTED LIVING,,,,,,,,,,,,  VALERIE GILCHRIST, (720)974-7275,, (303)758-3829,,Private, CORPORATE NON-PROFIT,,,DENVER COUNTY,,40,, (303)480-5624,,,,,,2479 S CLERMONT STREET,,DENVER,CO,80222,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-217,CLIFFVIEW ASSISTED LIVING CENTER,,,,,,,,,,,, Mr JEFF PEXTON, (970)724-3530,, (970)724-3813,,Medicaid, CORPORATE NON-PROFIT,,,GRAND COUNTY,,28,, (970)468-0295, SENIOR HOUSING OPTIONS,1510 17TH ST,DENVER,CO,80202,710 EAGLE AVENUE,,KREMMLING,CO,80459,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-218,COLLINWOOD ASSISTED LIVING,,,,,,,,,,,, Ms KRISTEN JACOBY, (970)223-3552,, (970)223-2360,,Medicaid,0,,,LARIMER COUNTY,,107,,CORPORATE NON-PROFIT,,,,,,5055 S LEMAY AVE,,FORT COLLINS,CO,80525,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-219,COLORADO ASSISTED LIVING HOMES - BRANDT,,,,,,,,,,,, Ms TAMMY LITTLEFIELD, (303)948-4873,, (720)981-0233,,Medicaid, LIMITED LIABILITY,,,JEFFERSON COUNTY,,8,, (303)480-5624, COLORADO ASSISTED LIVING - BRANDT,6638 W OTTAWA AVENUE SUITE 220-1,LITTLETON,CO,80128,11965 W BRANDT PL,,LITTLETON,CO,80127,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-220,COLORADO ASSISTED LIVING HOMES LLC - INGALLS,,,,,,,,,,,, Ms TAMMY LITTLEFIELD, (303)979-0217,, (720)981-0233,,Medicaid, PROFIT-CORPORATION,,,JEFFERSON COUNTY,,8,, (303)480-5624, COLORADO ASSISTED LIVING HOMES - INGALLS,6638 W OTTAWA AVENUE SUITE 220-1,LITTLETON,CO,80128,7168 S INGALLS WAY,,LITTLETON,CO,80128,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-221,COLORADO ASSISTED LIVING HOMES LLC - KENDALL,,,,,,,,,,,, Ms MICHELLE SIMONAITIS, (303)932-2289,, (720)981-0233,,Private, PROFIT-CORPORATION,,,JEFFERSON COUNTY,,7,, (303)480-5624, COLORADO ASSISTED LIVING HOMES LLC - KENDALL,6638 W OTTAWA AVENUE #150-1,LITTLETON,CO,80128,7456 S KENDALL BLVD,,LITTLETON,CO,80128,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-222,COLORADO ASSISTED LIVING HOMES LLC HOUSE 7,,,,,,,,,,,, Ms TAMMY LITTLEFIELD, (303)948-1628,, (720)981-0233,,Medicaid, LIMITED LIABILITY,,,JEFFERSON COUNTY,,7,, (303)480-5624, COLORADO ASSISTED LIVING HOMES LLC HOUSE 7,6638 W OTTAWA AVENUE SUITE 220-1,LITTLETON,CO,80128,5984 W ROWLAND PL,,LITTLETON,CO,80128,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-223,COLORADO ASSISTED LIVING HOMES LLC-INDORE,,,,,,,,,,,, Ms MICHELLE SIMONAITIS, (303)933-3553,, (303)948-0570,,Private, LIMITED LIABILITY,,,JEFFERSON COUNTY,,8,, (303)480-5624, COLORADO ASSISTED LIVING HOMES LLC-INDORE,6638 W OTTAWA AVENUE #150-1,LITTLETON,CO,80128,5596 W INDORE DRIVE,,LITTLETON,CO,80128,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-224,COLORADO ASSISTED LIVING HOMES LLC-LAMAR,,,,,,,,,,,, Mr JAMES PALIN, (303)904-2506,, (720)981-0233,,Medicaid, LIMITED LIABILITY,,,JEFFERSON COUNTY,,6,, (303)480-5624, COLORADO ASST LIVING LLC-LAMAR,6638 W OTTAWA AVENUE SUITE 220-1,LITTLETON,CO,80128,6952 S LAMAR STREET,,LITTLETON,CO,80128,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-225,COLORADO ASSISTED LIVING HOMES LLC-NORMANDY,,,,,,,,,,,, Ms MICHELLE SIMONAITIS, (303)973-4309,, (720)981-0233,,Private, LIMITED LIABILITY,,,ARAPAHOE COUNTY,,8,, (303)480-5624, COLORADO ASSISTED LIVING HOMES LLC-NORMANDY,"6638 W OTTAWA AVE, STE 150-1",LITTLETON,CO,80128,4961 W ROWLAND AVENUE,,LITTLETON,CO,80128,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-226,COLORADO ASSISTED LIVING HOMES LLC-ROWLAND,,,,,,,,,,,, Ms MICHELLE SIMONAITIS, (303)324-0834,, (303)948-0570,,Private, LIMITED LIABILITY,,,JEFFERSON COUNTY,,8,, (303)480-5624," COLORADO ASSISTED LIVING HOMES, LLC",6638 W OTTAWA AVENUE  SUITE 150-1,LITTLETON,CO,80128,5424 W ROWLAND PL,,LITTLETON,CO,80128,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-227,COLORADO ASSISTED LIVING HOMES-CODY,,,,,,,,,,,, Ms MICHELLE SIMONAITIS, (303)979-6472,, (720)981-0233,,Private, LIMITED LIABILITY,,,JEFFERSON COUNTY,,8,, (303)480-5624, COLORADO ASSISTED LIVING HOMES-CODY,6638 W OTTAWA AVENUE  SUITE 150-1,LITTLETON,CO,80128,8295 S CODY STREET,,LITTLETON,CO,80128,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-228,COLORADO ASSISTED LIVING HOMES-PANAMA,,,,,,,,,,,, Mr JAMES PALIN, (303)798-0695,, (720)981-0233,,Medicaid, LIMITED LIABILITY,,,ARAPAHOE COUNTY,,8,, (303)480-5624, COLORADO ASSISTED LIVING HOMES-PANAMA,6638 W OTTAWA AVENUE SUITE 220-1,LITTLETON,CO,80128,1051 E PANAMA DRIVE,,CENTENNIAL,CO,80121,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-229,COLORADO CAREASSIST CASCADE HOME,,,,,,,,,,,, Ms BONNIE HART, (719)351-3573,, (719)623-0282,,Private, LIMITED LIABILITY,,,EL PASO COUNTY,,8,, (719)471-7080,,,,,,2509 N CASCADE AVE,,COLORADO SPRINGS,CO,80907,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-230,COLORADO SPRINGS SENIOR HOMES INC (1),,,,,,,,,,,,,(719)636-2731,,,,,,,,,"COLORADO SPRINGS SENIOR HOMES, INC",,,,,,,,,3106 N PROSPECT,,COLORADO SPRINGS,CO,80907,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-231,COLORADO SPRINGS SENIOR HOMES INC (2),,,,,,,,,,,,,(719)636-2731,,,,,,,,,"COLORADO SPRINGS SENIOR HOMES, INC",,,,,,,,,3108 N PROSPECT,,COLORADO SPRINGS,CO,80907,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-232,COLORADO SPRINGS SENIOR HOMES INC (3),,,,,,,,,,,,,(719)636-2731,,,,,,,,,"COLORADO SPRINGS SENIOR HOMES, INC",,,,,,,,,3104 N PROSPECT,,COLORADO SPRINGS,CO,80907,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-233,COLORADO SPRINGS SENIOR HOMES INC (4),,,,,,,,,,,,,(719)636-2731,,,,,,,,,"COLORADO SPRINGS SENIOR HOMES, INC",,,,,,,,,3102 N PROSPECT,,COLORADO SPRINGS,CO,80907,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-234,"COLORADO SPRINGS SENIOR HOMES, INC",,,,,,,,,,,, Ms LINDA RODENBECK, (719)636-2731,, (719)636-2010,,Medicaid, LIMITED LIABILITY,,,EL PASO COUNTY,,36,, (719)471-7080,,,,,,3106 N PROSPECT STREET,,COLORADO SPRINGS,CO,80907,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-235,COLUMBINE CHATEAU ASSISTED LIVING,,,,,,,,,,,, Ms KANISHA MOORE, (719)566-1185,, (719)404-4158,,Medicaid, LIMITED LIABILITY,,,PUEBLO COUNTY,,24,, (719)583-6123,,,,,,720 E SPRINGMONT DRIVE,,PUEBLO WEST,CO,81007,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-236,COLUMBINE CHATEAU ASSISTED LIVING,,,,,,,,,,,,,,,,,,,,,,COLUMBINE CHATEAU ASSISTED LIVING,,,,,,,,,720 E SPRINGMONT DRIVE,,PUEBLO,CO,81007,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-237,COLUMBINE CHATEAU ASSISTED LIVING,,,,,,,,,,,,,,,,,,,,,,COLUMBINE CHATEAU ASSISTED LIVING,,,,,,,,,728 E SPRINGMONT DRIVE,,PUEBLO,CO,81007,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-238,COLUMBINE COMMONS ASSISTED LIVING,,,,,,,,,,,, Mr PALMER WITHROW, (970)449-5540,, (970)460-5247,,Private, PROFIT-CORPORATION,,,WELD COUNTY,,65,, (970)353-3800,,,,,,1475 MAIN ST,,WINDSOR,CO,80550,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-239,COLUMBINE HOUSE,,,,,,,,,,,,  VALERIE TORRES, (719)597-1402,, (719)447-9162,,Medicaid, CORPORATE NON-PROFIT,,,EL PASO COUNTY,,8,, (719)471-7080, ROCKY MOUNTAIN HEALTHCARE SERVICES,310 S 14TH ST,COLORADO SPRINGS,CO,80904,5523 S BUCKSKIN PASS DR,,COLORADO SPRINGS,CO,80917,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-240,COMFORT CARE ASSISTED LIVING &amp; MEMORY CARE,,,,,,,,,,,, Ms JILL ORSBURN, (970)243-4682,, (970)241-2976,,Medicaid, PROFIT-CORPORATION,,,MESA COUNTY,,35,, (970)248-2717,,,,,,445 SANDIA DR,,GRAND JUNCTION,CO,81507,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-241,COMFORT CARE-ALZHEIMERS,,,,,,,,,,,, Ms JILL ORSBURN, (970)242-1967,, (970)241-2976,,Medicaid,,,,MESA COUNTY,,8,,PROFIT-CORPORATION,,,,,,807 TAHITI,,GRAND JUNCTION,CO,81506,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-242,"COMMONS OF HILLTOP, THE",,,,,,,,,,,, Ms CATHY STORY, (970)243-3333,, (970)254-2922,,Medicaid,4,,,MESA COUNTY,,185,,CORPORATE NON-PROFIT,,,,,,625 27 1/2 ROAD,,GRAND JUNCTION,CO,81506,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-243,CONSTANT CARE OF COLORADO SPRINGS II,,,,,,,,,,,, Mr JEFFREY REYNOLDS, (719)576-1193,, (719)576-1193,,Medicaid, PROFIT-CORPORATION,,,EL PASO COUNTY,,8,, (719)471-7080, CONSTANT CARE OF COLORADO SPRINGS,2540 CARDIGAN DRIVE,COLORADO SPRINGS,CO,80920,8320 SUTTERFIELD DR,,COLORADO SPRINGS,CO,80920,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-244,CONSTANT CARE OF COLORADO SPRINGS INC,,,,,,,,,,,, Mr JEFFREY REYNOLDS, (719)660-6826,, (719)590-4997,,Private, PROFIT-CORPORATION,,,EL PASO COUNTY,,8,, (719)471-7080, CONSTANT CARE OF COLORADO SPRINGS INC,2540 CARDIGAN DR,COLORADO SPRINGS,CO,80920,11 WESTMARK AVE,,COLORADO SPRINGS,CO,80906,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-245,CONTINUING CARE AT WIND CREST,,,,,,,,,,,, Mr ADAM DICKSON, (303)876-8300,, (303)876-8222,,Private,6,,,DOUGLAS COUNTY,,108,,CORPORATE NON-PROFIT,,,,,,3420 MILL VISTA ROAD,,HIGHLANDS RANCH,CO,80129,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-246,COTTONWOOD RIDGE,,,,,,,,,,,, Ms SHAYLA VANDYK, (719)254-3667,, (719)254-3825,,Medicaid, CORPORATE NON-PROFIT,,,OTERO COUNTY,,32,, (719)383-3167,,,,,,1122 SOUTH 12TH ST,,ROCKY FORD,CO,81067,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-247,"COUNTRY CLUB ASSISTED LIVING, INC",,,,,,,,,,,, Mr FRANCK MARTIN, (719)329-1200,, (719)329-1203,,Private, LIMITED LIABILITY,,,EL PASO COUNTY,,8,, (719)471-7080,,,,,,3205 LESLIE DRIVE,,COLORADO SPRINGS,CO,80909,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-248,COUNTRY HOME,,,,,,,,,,,, MS LINDA MELBARDIS, (303)840-1986,, (303)805-9380,,Medicaid, LIMITED LIABILITY,,,ELBERT COUNTY,,8,, (719)348-5562,,,,,,1425 DEBBI CIRCLE,,PARKER,CO,80138,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-249,"COURTYARD OF LOVELAND, THE",,,,,,,,,,,, Ms JEAN MENDEZ, (970)667-3342,, (970)667-3079,,Medicaid, LIMITED PARTNERSHIP,,,LARIMER COUNTY,,40,, (303)862-3524,,,,,,605 CALIFORNIA AVE,,LOVELAND,CO,80537,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-250,COVENANT VILLAGE ASSISTED LIVING,,,,,,,,,,,, Ms DEB GARROD, (303)515-6370,, (303)456-4016,,Private, CORPORATE NON-PROFIT,,,JEFFERSON COUNTY,,60,, (303)480-5624,,,,,,9221 WADSWORTH PARKWAY,,WESTMINSTER,CO,80021,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-251,CREEKSIDE ASSISTED LIVING LLC,,,,,,,,,,,, Ms GYLA STARK, (970)945-5155,, (970)945-5155,,Medicaid, LIMITED LIABILITY,,,GARFIELD COUNTY,,12,, (970)248-2717,,,,,,3490 COUNTY ROAD 117,,GLENWOOD SPRINGS,CO,81601,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-252,"CRESCENT HOME ADULT CARE FACILITY, INC",,,,,,,,,,,, MS NANCY SAIZ, (719)634-2237,, (719)634-2471,,Medicaid, CORPORATE NON-PROFIT,,,EL PASO COUNTY,,20,, (719)471-7080,,,,,,812 W COLORADO AVENUE,,COLORADO SPRINGS,CO,80905,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-253,CREST RIDGE MEMORY CARE,,,,,,,,,,,, Ms CHELSEA HOFFMAN, (970)985-4122,, (970)985-4123,,Medicaid, LIMITED LIABILITY,,,MESA COUNTY,,8,, (970)248-2717, CREST RIDGE MEMORY CARE,585 25-1/2 ROAD #20,GRAND JUNCTION,CO,81505,972 WALNUT AVE,,GRAND JUNCTION,CO,81501,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-254,CRESTONE PLACE ASSISTED LIVING,,,,,,,,,,,, Ms AMELIA FAN, (303)427-1386,, (303)650-8413,,Medicaid, CORPORATE NON-PROFIT,,,ADAMS COUNTY,,12,, (303)480-5624, COMMUNITY REACH CENTER,8931 HURON STREET,THORNTON,CO,80260,621 W 96TH AVE,,THORNTON,CO,80260,USA,Assisted Living
