row_id,AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address,type,country
USA-FL-60-FL-HealthFinder-output-149,11966338,10560,4/21/2016,4/20/2018,Assisted Living Facility,JC LOVING HOME  INC,781 E 45TH ST,,HIALEAH,FL,33013-1923,Miami-Dade,(305) 688-8113,781 E 45TH ST,,HIALEAH,FL,33013-1923,Miami-Dade,LICENSED,JC LOVING HOME,9/27/2006,BRAULIO GARCIA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-150,52963356,6906900,4/3/2017,4/2/2019,Adult Family Care Home,JEAN  MODELEINE,132 COLUMBUS BLVD S,,LEHIGH ACRES,FL,33974,Lee,(239) 247-9406,132 COLUMBUS BLVD S,,LEHIGH ACRES,FL,33974,Lee,LICENSED,MODELEINE JEAN,1/20/2017,MODELEINE JEAN,3,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-151,52963210,6906774,5/21/2017,5/20/2019,Adult Family Care Home,JEAN-BAPTISTE  JEAN HONEL,4106 7TH ST SW,,LEHIGH ACRES,FL,33976-2110,Lee,(239) 245-2606,4106 7TH ST SW,,LEHIGH ACRES,FL,33976-2110,Lee,LICENSED,JEAN HONEL JEAN BAPTISTE,4/3/2015,JEAN HONEL JEAN BAPTISTE,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-152,52963280,6906858,5/26/2016,5/25/2018,Adult Family Care Home,JEAN-PIERRE  FLORENCE,7873 TANBIER DR,,ORLANDO,FL,32818,Orange,(215) 939-7560,7873 TANBIER DR,,ORLANDO,FL,32818,Orange,LICENSED,FLORENCE JEAN-PIERRE,12/28/2015,FLORENCE JEAN-PIERRE,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-153,52962807,6906474,5/17/2015,5/16/2017,Adult Family Care Home,JEAN-PIERRE  MARYSE,4505 MEADOWBROOK AVE,,ORLANDO,FL,32808-1917,Orange,(407) 913-1969,4505 MEADOWBROOK AVE,,ORLANDO,FL,32808-1917,Orange,IN REVIEW,MARYSE JEAN-PIERRE,11/17/2010,MARYSE JEAN-PIERRE,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-154,11953318,8616,6/9/2017,6/8/2019,Assisted Living Facility,JEANETTE BOSTON ALF,6916 N 30TH ST,,TAMPA,FL,33610-1102,Hillsborough,(813) 237-5792,6916 N 30TH ST,,TAMPA,FL,33610-1102,Hillsborough,LICENSED,JEANETTE BOSTON,6/9/2005,JEANETTE BOSTON,7,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-155,52963302,6906865,6/13/2016,6/12/2018,Adult Family Care Home,JEFFERIES  KAMILLIA,4231 TRUMAN DR,,SEFFNER,FL,33584,Hillsborough,(813) 643-0150,4231 TRUMAN DR,,SEFFNER,FL,33584,Hillsborough,LICENSED,KAMILLIA JEFFERIES,3/28/2016,KAMILLIA JEFFERIES,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-156,11968347,12239,8/23/2016,8/22/2018,Assisted Living Facility,JEROLL CARE ASSISTED LIVING LLC,107 COFFEE ST SE,,PALM BAY,FL,32909,Brevard,(321) 266-5166,107 COFFEE ST SE,,PALM BAY,FL,32909,Brevard,LICENSED,JEROLL CARE ASSISTED LIVING  LLC,8/23/2012,JHOANE EUNICE LALEAU,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-157,11964885,9438,4/12/2017,4/11/2019,Assisted Living Facility,JESUS HOME CARE  INC.,3401 SW 72ND CT,,MIAMI,FL,33155-3671,Miami-Dade,(305) 269-4823,3401 SW 72ND CT,,MIAMI,FL,33155-3671,Miami-Dade,LICENSED,JESUS HOME CARE INC,4/12/2007,EDUARDO GOMEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-158,11910969,4911,9/26/2015,9/25/2017,Assisted Living Facility,JESUS OF NAZARETH ALF  INC.,2801 SW 37TH CT,,MIAMI,FL,33134-7339,Miami-Dade,(786) 801-1757,2801 SW 37TH CT,,MIAMI,FL,33134-7339,Miami-Dade,LICENSED,JESUS OF NAZARETH ALF  INC.,9/26/2013,VICTOR MUNIZ,14,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-159,11968824,12693,8/18/2017,6/29/2019,Assisted Living Facility,JIMENEZ SENIOR CARE INC,20581 SW 124TH CT,,MIAMI,FL,33177-5685,Miami-Dade,(305) 506-9239,20581 SW 124TH CT,,MIAMI,FL,33177-5685,Miami-Dade,LICENSED,JIMENEZ SENIOR CARE  INC.,3/26/2015,YOLANDA MORALES,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-160,11967239,11332,5/27/2016,5/26/2018,Assisted Living Facility,JOHANNA'S ASSISTED LIVING INC,1958 DORADO LANE,,PORT SAINT LUCIE,FL,34953,St. Lucie,(772) 344-1992,1958 SW DORADO LANE,,PORT SAINT LUCIE,FL,34953,St. Lucie,LICENSED,JO HANNA'S ASSITED LIVING FACILITY INC,2/19/2008,JO ANNA GILCHRIST,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-161,11963901,7977,9/12/2016,9/11/2018,Assisted Living Facility,JOHN-NELL MANOR,1012 GULF RD,,TARPON SPGS,FL,34689-2532,Pinellas,(727) 938-0973,1012 GULF RD,,TARPON SPGS,FL,34689-2532,Pinellas,LICENSED,NENILLA LAO,11/16/1996,NENILLA LAO,10,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-162,52962981,6906609,5/7/2017,5/6/2019,Adult Family Care Home,JOHNSON  DEANNA C,2325 W PINE ST,,TAMPA,FL,33607-3456,Hillsborough,(813) 251-8506,2325 W PINE ST,,TAMPA,FL,33607-3456,Hillsborough,LICENSED,DEANNA CELES JOHNSON,12/7/2012,DEANNA CELES JOHNSON,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-163,52963372,6906918,8/29/2017,8/28/2019,Adult Family Care Home,JOHNSON  JULIET,524 BAHIA TRACK TRL,,OCALA,FL,34472,Marion,(352) 292-3645,524 BAHIA TRACK TRL,,OCALA,FL,34472,Marion,LICENSED,JULIET JOHNSON,5/10/2017,JULIET JOHNSON,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-164,52963336,6906884,10/28/2016,10/27/2018,Adult Family Care Home,JOHNSON  LESLIE,66 SLOGANEER TRL,,PALM COAST,FL,32164,Flagler,(386) 503-1290,66 SLOGANEER TRL,,PALM COAST,FL,32164,Flagler,LICENSED,LESLIE SUE JOHNSON,9/29/2016,LESLIE SUE JOHNSON,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-165,52963320,6906898,3/31/2017,3/30/2019,Adult Family Care Home,JOHNSON  TONYA,15260 NW 29TH TERR,,REDDICK,FL,32686,Marion,(352) 857-4223,15260 NW 29TH TERR,,REDDICK,FL,32686,Marion,LICENSED,TONYA ALICIA JOHNSON,1/5/2017,TONYA ALICIA JOHNSON,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-166,52960543,2920,10/22/2016,10/21/2018,Adult Family Care Home,JONES  AGATHA,1306 SEFFNER VALRICO RD,,SEFFNER,FL,33584-6159,Hillsborough,(813) 651-9532,1306 SEFFNER VALRICO RD,,SEFFNER,FL,33584-6159,Hillsborough,LICENSED,AGATHA JONES,12/16/1996,AGATHA JONES,3,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-167,52962979,6906606,4/26/2019,4/25/2019,Adult Family Care Home,JONES  EFFIE,3938 BRAMBLE RD,,JACKSONVILLE,FL,32210-4555,Duval,(904) 713-3352,3938 BRAMBLE RD,,JACKSONVILLE,FL,32210-4555,Duval,LICENSED,EFFIE JONES,11/21/2012,EFFIE JONES,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-168,52960545,29041,3/31/2016,3/30/2018,Adult Family Care Home,JONES  ERMA,1905 W UNION ST,,TAMPA,FL,33607-4317,Hillsborough,(813) 374-1971,1905 W UNION ST,,TAMPA,FL,33607-4317,Hillsborough,LICENSED,ERMA JONES,3/4/1997,ERMA JONES,3,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-169,52961812,6905728,3/18/2016,3/17/2018,Adult Family Care Home,JONES  EVELYN,2197 ORCHARD PARK DR,,SPRING HILL,FL,34608-4973,Hernando,(352) 688-9296,2197 ORCHARD PARK DR,,SPRING HILL,FL,34608-4973,Hernando,LICENSED,EVELYN JONES,2/18/2005,EVELYN JONES,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-170,52962761,6906429,7/20/2016,7/19/2018,Adult Family Care Home,JONES  MARIAN LAVONNE,3501 CENTERHILL DR N,,JACKSONVILLE,FL,32254-3042,Duval,(904) 683-8096,3501 CENTERHILL DR N,,JACKSONVILLE,FL,32254-3042,Duval,LICENSED,MARIAN LAVONNE JONES,4/16/2010,MARIAN LAVONNE JONES,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-171,52962609,6906308,3/22/2017,3/21/2019,Adult Family Care Home,JONES  PATRICIA,207 OLIVICK CIR NE,,PALM BAY,FL,32907-1136,Brevard,(321) 676-1714,207 OLIVICK CIR NE,,PALM BAY,FL,32907-1136,Brevard,LICENSED,PATRICIA JONES,11/7/2008,PATRICIA JONES,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-172,11966853,11020,5/16/2017,5/15/2019,Assisted Living Facility,JORGE'S HOME INC,15172 SW 13TH TER,,MIAMI,FL,33194-2570,Miami-Dade,(305) 559-5369,15172 SW 13TH TER,,MIAMI,FL,33194-2570,Miami-Dade,LICENSED,JORGE'S HOME INC,12/28/2006,SERGIO GONZALEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-173,11967369,11443,4/9/2016,4/8/2018,Assisted Living Facility,JOSE YOANDRY ALF CORP,2916 NW 31ST STREET,,MIAMI,FL,33142,Miami-Dade,(786) 303-8859,2916 NW 31ST STREET,,MIAMI,FL,33142,Miami-Dade,LICENSED,JOSE YOANDRY ALF CORP,4/9/2010,JOSE MANUEL PENA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-174,11968799,12682,6/5/2017,6/4/2019,Assisted Living Facility,JOSEFA'S ALF CORP,3567 BALI DR,,SARASOTA,FL,34232,Sarasota,(941) 879-4357,3567 BALI DR,,SARASOTA,FL,34232,Sarasota,LICENSED,JOSEFA'S ALF CORP,1/23/2015,BELEN R GONZALEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-175,52963228,6906799,8/19/2015,8/18/2017,Adult Family Care Home,JOSEPH  MARIE MARTHE,1737 SW BRADWAY LN,,PORT ST LUCIE,FL,34953-1680,St. Lucie,(772) 800-7620,1737 SW BRADWAY LN,,PORT ST LUCIE,FL,34953-1680,St. Lucie,IN REVIEW,MARIE M JOSEPH,8/20/2015,MARIE M JOSEPH,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-176,11967464,11483,11/17/2016,11/16/2018,Assisted Living Facility,JOSEPHINE'S HOME AWAY FROM HOME,1407 E HOLLAND AVE,,TAMPA,FL,33612-6913,Hillsborough,(813) 972-1057,1407 E HOLLAND AVE,,TAMPA,FL,33612-6913,Hillsborough,LICENSED,SHARON M BUTLER,10/2/2008,SHARON M BUTLER,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-177,11967543,11622,7/17/2015,7/16/2017,Assisted Living Facility,JOSHUA NEW LIFE CORP,18309 SW 114TH CT,,MIAMI,FL,33157-4989,Miami-Dade,(305) 256-9902,18309 SW 114TH CT,,MIAMI,FL,33157-4989,Miami-Dade,IN LITIGATION,JOSHUA NEW LIFE CORP,2/23/2009,YANET BARBARA MEDELL MACIAS,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-178,11967957,11936,1/5/2017,1/4/2019,Assisted Living Facility,JOVYIA COMFORT HOME,1709 W STATE ROAD 60,,PLANT CITY,FL,33567-9108,Hillsborough,(813) 220-2661,1709 W STATE ROAD 60,,PLANT CITY,FL,33567-9108,Hillsborough,LICENSED,JOVYIA COMFORT HOME  INC.,10/6/2010,EMMANUEL JOSEPH,6,For-Profit,www.jovyiaalf.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-179,11966002,10294,5/6/2017,5/5/2019,Assisted Living Facility,JOY OF LIVING CARE SERVICES,5710 COCONUT RD,,WEST PALM BCH,FL,33413-1829,Palm Beach,(561) 478-0523,5710 COCONUT RD,,WEST PALM BEACH,FL,33413-1829,Palm Beach,LICENSED,JOY OF LIVING CARE SERVICES INC,1/13/2003,IRIS A. DOUGLAS,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-180,11966162,10410,1/20/2016,1/19/2018,Assisted Living Facility,JOY OF LIVING II INC,8548 ALAM AVENUE,,NORTH PORT,FL,34287,Sarasota,(941) 426-8036,8548 ALAM AVENUE,,NORTH PORT,FL,34287,Sarasota,LICENSED,JOY OF LIVING II  INC.,1/20/2004,LORNA ALLISON DERIGGS,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-181,11968416,12297,12/6/2016,12/5/2018,Assisted Living Facility,JOYFUL LIFE ASSISTED LIVING  INC,3302 SW 1ST AVE,,CAPE CORAL,FL,33914-5061,Lee,(239) 541-7437,3302 SW 1ST AVE,,CAPE CORAL,FL,33914-5061,Lee,LICENSED,JOYFUL LIFE ASSISTED LIVING  INC.,10/17/2012,VIVIAN RODRIGUEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-182,11966238,10487,12/1/2015,11/30/2017,Assisted Living Facility,JUAN PABLO II ALF CORP,15680 SW 139 AVENUE,,MIAMI,FL,33177,Miami-Dade,(305) 297-9058,15680 SW 139 AVENUE,,MIAMI,FL,33177,Miami-Dade,LICENSED,JUAN PABLO II ALF  CORP,12/1/2013,ROSA MARTINEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-183,11969004,12901,9/12/2016,9/11/2018,Assisted Living Facility,JUBILEE ASSISTED LIVING OF FLORIDA LLC,16639 REDWOOD WAY,,WESTON,FL,33326,Broward,(954) 637-2499,16639 REDWOOD WAY,,WESTON,FL,33326,Broward,LICENSED,JUBILEE ASSISTED LIVING OF FLORIDA  LLC,3/21/2016,YVONNE LOUISE HERNANDEZ,8,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-184,11968717,12656,4/24/2017,4/23/2019,Assisted Living Facility,JUST LIKE FAMILY ASSISTED LIVING FACILITY,1144 SATURN ST SE,,PALM BAY,FL,32909,Brevard,(321) 482-9759,1144 SATURN ST SE,,PALM BAY,FL,32909,Brevard,LICENSED,JUST LIKE FAMILY ASSISTED LIVING FACILITY  LLC,2/11/2015,CORETTA WATERS,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-185,11967849,11856,7/23/2016,7/22/2018,Assisted Living Facility,JUST LIKE HOME,5844 WINDERMERE DR,,JACKSONVILLE,FL,32211,Duval,(904) 716-7106,5844 WINDERMERE DR,,JACKSONVILLE,FL,32211,Duval,LICENSED,HAGAN ALF INC,6/13/2016,NONYE JOE NDUKA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-186,11966765,10910,10/20/2016,10/19/2018,Assisted Living Facility,JUSTA HOME  INC (THE),13801 SW 46TH LN,,MIAMI,FL,33175-7903,Miami-Dade,(305) 225-8841,13801 SW 46TH LN,,MIAMI,FL,33175-7903,Miami-Dade,LICENSED,JUSTA HOME INC (THE),8/8/2006,ANA CORDERO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-187,11967826,11790,9/6/2017,5/9/2019,Assisted Living Facility,JUSTIN FAMILY ALF,10103 BAY WIND CT,,TAMPA,FL,33615,Hillsborough,(813) 443-2222,10103 BAY WIND CT,,TAMPA,FL,33615,Hillsborough,LICENSED,JUSTIN FAMILY A.L.F.  LLC,5/10/2015,SWAMY BRITO-FERNANDEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-188,11969014,12830,5/11/2016,5/10/2018,Assisted Living Facility,K & S TENDER CARE II INC,226 ABALONE RD  NW,,PALM BAY,FL,32907,Brevard,(321) 557-6588,1768 WINDING RIDGE CIR  SE,,PALM BAY,FL,32909,Brevard,LICENSED,K&S TENDER CARE II  INC.,4/1/2016,TARA D. JOHNSON,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-189,11968691,12956,1/26/2017,1/25/2019,Assisted Living Facility,K & S TENDER CARE LLC,155 AVIATION AVE NE,,PALM BAY,FL,32907,Brevard,(321) 557-6588,1768 WINDING RIDGE CIR. SE,,PALM BAY,FL,32909,Brevard,LICENSED,K & S TENDER CARE LLC,7/3/2014,TARA D. JOHNSON,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-190,11969086,12920,10/26/2016,10/25/2018,Assisted Living Facility,K AND L LOVING CARE,3150 WINDWARD LN,,LAKE WORTH,FL,33462,Palm Beach,(561) 628-8075,3150 WINDWARD LN,,LAKE WORTH,FL,33462,Palm Beach,LICENSED,K AND L LOVING CARE CORPORATION,8/4/2016,LOTOYA HIBBERT,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-191,11967552,11582,8/21/2017,8/20/2019,Assisted Living Facility,K Y R TENDER CARE LLC,429 EAST IDLEWILD AVE,,EUSTIS,FL,32726,Lake,(352) 978-9743,429 EAST IDLEWILD AVE,,EUSTIS,FL,32726,Lake,LICENSED,K. Y. R TENDER CARE  LLC,3/2/2009,VICTORIA E RAMPERSAD,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-192,11968028,12019,7/6/2017,7/5/2019,Assisted Living Facility,K'S HAVEN  INC.,7813 SW 8TH CT,,N LAUDERDALE,FL,33068-2230,Broward,(954) 720-7896,7813 SW 8TH CT,,N LAUDERDALE,FL,33068-2230,Broward,LICENSED,K'S HAVEN  INC.,1/31/2011,LORNA PATRICIA KEIZE,5,Not-For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-193,52962279,6906064,1/31/2017,1/30/2019,Adult Family Care Home,KAIBIGAN  CRISTETA,15660 SE 86TH CT,,SUMMERFIELD,FL,34491-5542,Marion,(352) 347-3484,15660 SE 86TH CT,,SUMMERFIELD,FL,34491-5542,Marion,LICENSED,CRISTETA KAIBIGAN,10/13/2006,CRISTETA KAIBIGAN,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-194,52950046,23,11/11/2015,11/10/2017,Adult Family Care Home,KALENA  EVALOU,823 SCOTLAND ST,,DUNEDIN,FL,34698-7126,Pinellas,(727) 733-8304,823 SCOTLAND ST,,DUNEDIN,FL,34698-7126,Pinellas,LICENSED,EVALOU KALENA,6/15/2005,EVALOU KALENA,3,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-195,11968769,12622,2/2/2017,2/1/2019,Assisted Living Facility,KATIA'S LOVING HOME 2 INC,2820 SW 108TH PL,,MIAMI,FL,33165-2462,Miami-Dade,(305) 640-5050,2820 SW 108TH PL,,MIAMI,FL,33165-2462,Miami-Dade,LICENSED,KATIA'S LOVING HOME 2 INC.,11/20/2014,KATIA RODRIGUEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-196,11966201,10462,5/4/2016,5/3/2018,Assisted Living Facility,KATIA'S LOVING HOME INC.,5130 SW 96TH AVE,,MIAMI,FL,33165-6449,Miami-Dade,(305) 598-6632,5130 SW 96TH AVE,,MIAMI,FL,33165-6449,Miami-Dade,LICENSED,KATIA'S LOVING HOME INC.,1/22/2004,KATIA RODRIGUEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-197,11966704,10880,8/23/2016,8/22/2018,Assisted Living Facility,KELLEY ALF,10410 SW 127TH AVE,,MIAMI,FL,33186-3516,Miami-Dade,(305) 385-7690,10410 SW 127TH AVE,,MIAMI,FL,33186-3516,Miami-Dade,LICENSED,KELLEY ALF CORP,5/26/2006,MARTA CASTELL,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-198,52961864,6905766,6/17/2016,6/16/2018,Adult Family Care Home,KELLY  EMMA,509 CALHOUN AVE,,SEFFNER,FL,33584-3614,Hillsborough,(813) 571-2235,509 CALHOUN AVE,,SEFFNER,FL,33584-3614,Hillsborough,LICENSED,EMMA LEE KELLY,3/4/2005,EMMA LEE KELLY,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-199,11968662,12588,11/24/2016,11/23/2018,Assisted Living Facility,KENDALL ALF 1 LLC,9700 SW 106TH CT,,MIAMI,FL,33176-2758,Miami-Dade,(786) 485-3105,9700 SW 106TH CT,,MIAMI,FL,33176-2758,Miami-Dade,LICENSED,KENDALL ALF I LLC,11/24/2014,GONZALO PEREZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-200,11967992,11974,3/17/2017,3/16/2019,Assisted Living Facility,KENDALL ALF II LLC,10230 SW 91ST ST,,MIAMI,FL,33176-1706,Miami-Dade,(786) 641-5160,10230 SW 91ST ST,,MIAMI,FL,33176-1706,Miami-Dade,LICENSED,KENDALL ALF II  LLC.,11/29/2010,ENID LORENZO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-201,11968899,12761,11/9/2015,11/8/2017,Assisted Living Facility,KENDALL GARDENS ALF INC,8370 SW 88TH ST,,MIAMI,FL,33156,Miami-Dade,,8370 SW 88TH ST,,MIAMI,FL,33156,Miami-Dade,LICENSED,KENDALL GARDENS ALF INC,8/26/2015,PATIRCIA DITARNATO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-202,52962198,6905999,5/31/2016,5/30/2018,Adult Family Care Home,KETTLE  NADINE ANN ORINTHEA,317 PENNFIELD AVE,,LEHIGH ACRES,FL,33974-9495,Lee,(239) 645-2686,317 PENNFIELD AVE,,LEHIGH ACRES,FL,33974-9495,Lee,LICENSED,NADINE SINGH,3/27/2006,NADINE SINGH,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-203,11966285,10499,7/14/2016,7/13/2018,Assisted Living Facility,KEVAL EXQUISITE CARE  LLC,2631 NW 107TH AVENUE,,CORAL SPRINGS,FL,33065,Broward,(954) 575-2407,2631 NW 107TH AVENUE,,CORAL SPRINGS,FL,33065,Broward,LICENSED,KEVAL EXQUISITE CARE  LLC,6/1/2004,VALLI REYNOLDS,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-204,11966929,11067,7/20/2017,7/19/2019,Assisted Living Facility,KEVAL EXQUISITE CARE  LLC,323 NW 45TH AVE,,DEERFIELD BCH,FL,33442-9399,Broward,(954) 725-9571,323 NW 45TH AVE,,DEERFIELD BCH,FL,33442-9399,Broward,LICENSED,KEVAL EXQUISITE CARE  LLC,4/6/2007,VALLI REYNOLDS,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-205,11969050,12900,7/1/2016,9/11/2018,Assisted Living Facility,KEVIN'S ALF CORP,5111 SW 112 AVE,,MIAMI,FL,33165,Miami-Dade,(305) 274-5631,5111 SW 112 AVE,,MIAMI,FL,33165,Miami-Dade,LICENSED,KEVIN'S ALF CORP,7/15/2016,JESSYCA DOMINGUEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-206,11967461,11505,12/23/2016,12/22/2018,Assisted Living Facility,KEVRONA MANOR INC,5536 KINGSWOOD DRIVE,,ORLANDO,FL,32810,Orange,(321) 972-6225,5536 KINGSWOOD DRIVE,,ORLANDO,FL,32810,Orange,LICENSED,KEVRONA MONOR INC,10/1/2008,VERONA P EDWARDS,6,For-Profit,kevronamanor.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-207,11911199,5671,11/7/2015,11/6/2017,Assisted Living Facility,KEY TRAINING CENTER,1368 N JAMES PAGE POINT,,LECANTO,FL,34461,Citrus,(352) 795-0090,5399 WEST GULF TO LAKE HIGHWAY,,LECANTO,FL,34461,Citrus,LICENSED,CITRUS COUNTY ASSOCIATION FOR RETARDED CITIZENS  INC.,3/10/1986,BARBARA BRANCH,5,Not-For-Profit,www..keytrainingcenter.org,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-208,11911734,7733,10/6/2017,10/5/2019,Assisted Living Facility,KEY TRAINING CENTER,5411 WEST SAFARI LANE,,LECANTO,FL,34461,Citrus,(352) 746-9270,5399 W GULF TO LAKE HIGHWAY,,LECANTO,FL,34461,Citrus,LICENSED,CITRUS COUNTY ASSOCIATION FOR RETARDED CITIZENS  INC.,7/11/1991,SARA ROBERTS,9,Not-For-Profit,Keytrainingcenter.org,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-209,11911735,7732,10/7/2015,10/6/2017,Assisted Living Facility,KEY TRAINING CENTER,5391 W SAFARI LN,,LECANTO,FL,34461-9761,Citrus,(352) 746-0609,5399 W GULF TO LAKE HWY,,LECANTO,FL,34461-8531,Citrus,LICENSED,CITRUS COUNTY ASSOCIATION FOR RETARDED CITIZENS  INC.,7/11/1991,BARBARA BRANCH,10,Not-For-Profit,www.keytrainingcenter.org,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-210,11911736,7731,8/24/2017,8/23/2019,Assisted Living Facility,KEY TRAINING CENTER,1380 N JAMES PAGE PT,,LECANTO,FL,34461-8998,Citrus,(352) 795-6808,5399 W GULF TO LAKE HWY,,LECANTO,FL,34461-8531,Citrus,LICENSED,CITRUS COUNTY ASSOCIATION FOR RETARDED CITIZENS  INC.,7/11/1991,SARA ROBERTS,10,Not-For-Profit,keytrainingcenter.org,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-211,11967472,11530,2/3/2017,2/9/2019,Assisted Living Facility,KINDHEARTED ASSISTED LIVING FACILITY  INC,2815 CLEVELAND HEIGHTS BLVD,,LAKELAND,FL,33803-4107,Polk,(863) 578-4800,2815 CLEVELAND HEIGHTS BLVD,,LAKELAND,FL,33803-4107,Polk,LICENSED,KINDHEART ASSISTED LIVING FACILITY INC,10/13/2008,YOLENE MILHOMME,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-212,11968215,12135,3/2/2016,2/2/2016,Assisted Living Facility,KINGS HOUSE II,8356 JUSTIN RD SOUTH,,JACKSONVILLE,FL,32210,Duval,(904) 894-6828,8356 JUSTIN RD SOUTH,,JACKSONVILLE,FL,32210,Duval,IN LITIGATION,POWER HOUSE MIRACLE CENTER MINISTRY INC,1/30/2014,MELISSA WADE,5,Not-For-Profit,,Assisted Living Facilities,US
