row_id,Facility Name,Facility ID,License Exp.,Facility Type,Address1,Address2,City,State,Zip,Owner,Owner Address1,Owner Address2,Owner City,Owner State,Owner Zip,Facility Phone,Facility Fax,Owner Phone,Owner Fax,Capacity,Country
USA-TX-59-TX-AssistedLiving-output-537,A-VICTORIAN'S PLACE,105465,03/23/2019,ASSISTED LIVING,1003 WESTLAKE DR.,,DESOTO,TX,75115,JEROME D. GUILLORY,1003 WESTLAKE DR.,,DESOTO,TX,75115,(469) 855-9138,(972) 850-9524,(469) 855-9138,(972) 850-9524,8,US
USA-TX-59-TX-AssistedLiving-output-538,A-VICTORIAN'S PLACE,104033,09/11/2017,ASSISTED LIVING,1003 WEST LAKE DR,,DESOTO,TX,75115,DOREEN V. GUILLORY,PO BOX 170082,,DALLAS,TX,75217,(972) 224-9449,(973) 224-9449,(214) 560-8660,(469) 855-9138,8,US
USA-TX-59-TX-AssistedLiving-output-539,BROOKDALE DESOTO,000814,12/01/2018,ASSISTED LIVING,747 WEST PLEASANT RUN,,DESOTO,TX,75115-3838,BROOKDALE SENIOR LIVING COMMUNITIES INC,6737 W WASHINGTON ST,STE 2300,MILWAUKEE,WI,53214,(972) 274-1700,(972) 274-1488,(414) 918-5441,(414) 918-6076,58,US
USA-TX-59-TX-AssistedLiving-output-540,FREEMANS ASSISTED LIVING,105365,03/01/2019,ASSISTED LIVING,500 CREEKTREE DRIVE,,DESOTO,TX,75115,NOLAN FREEMAN,500 CREEKTREE DRIVE,,DESOTO,TX,75115,(972) 310-8741,(888) 817-8064,(972) 310-8741,(888) 817-8064,6,US
USA-TX-59-TX-AssistedLiving-output-541,GOD IS LOVE PERSONAL CARE HOME INC,100513,02/26/2018,ASSISTED LIVING,231 CHARLES ST,,DESOTO,TX,75115,GOD IS LOVE PERSONAL CARE HOME INC,231 CHARLES ST,,DESOTO,TX,75115,(972) 228-4321,(972) 228-4321,(972) 228-4321,(972) 228-4321,8,US
USA-TX-59-TX-AssistedLiving-output-542,HAZELS HOME CARE LLC,102991,12/30/2018,ASSISTED LIVING,820 E WINTERGREEN RD,,DESOTO,TX,75115,HAZEL'S HOME CARE LLC,820 E WINTERGREEN RD,,DESOTO,TX,75115,(214) 372-2054,(214) 374-7721,(214) 372-2054,(214) 374-7721,10,US
USA-TX-59-TX-AssistedLiving-output-543,PINNACLE ASSISTED LIVING,104194,12/29/2017,ASSISTED LIVING,341 SQUIREBROOK DRIVE,,DESOTO,TX,75115,"PINNACLE ASSISTED LIVING, INC",341 SQUIREBROOK DR,,DESOTO,TX,75115,(972) 223-3856,(888) 847-8217,(972) 697-5461,(888) 847-8217,8,US
USA-TX-59-TX-AssistedLiving-output-544,RISING SUN RESIDENTIAL CARE FACILITY INC,103650,09/10/2017,ASSISTED LIVING,325 SQUIREBROOK DR,,DESOTO,TX,75115,#2RISING SUN RESIDENTIAL CARE FACILITY INC,325 SQUIREBROOK DR,,DESOTO,TX,75115,(469) 245-4990,,(469) 245-4990,,9,US
USA-TX-59-TX-AssistedLiving-output-545,THE HAVEN HOME,105752,05/19/2018,ASSISTED LIVING,1216 HOLT AVE,,DESOTO,TX,75115,SCHNIKWA L. HICKS,1216 HOLT AVE,,DESOTO,TX,75115,(469) 734-7674,,(972) 803-5605,(972) 803-5605,5,US
USA-TX-59-TX-AssistedLiving-output-546,AIMEE'S HOUSE,100216,03/28/2019,ASSISTED LIVING,1119 DULA CIR,,DUNCANVILLE,TX,75116,AIMEE'S HOUSE INCORPORATED,1119 DULA CIRCLE,,DUNCANVILLE,TX,75116,(972) 709-7346,(972) 283-8127,(972) 709-7346,(972) 283-8127,7,US
USA-TX-59-TX-AssistedLiving-output-547,GOOD LIFE SENIOR LIVING,106521,10/25/2018,ASSISTED LIVING,"302 W WHEATLAND RD ""A""",,DUNCANVILLE,TX,75116,DUNCANVILLE SENIOR CARE LLC,588 WHITE MOUNTAIN MEADOWS DR,,RUIDOSO,NM,88345,(972) 780-2273,,(806) 790-1958,(866) 203-8851,16,US
USA-TX-59-TX-AssistedLiving-output-548,GOOD LIFE SENIOR LIVING,106522,10/25/2018,ASSISTED LIVING,"302 W WHEATLAND RD ""B""",,DUNCANVILLE,TX,75116,DUNCANVILLE SENIOR CARE LLC,588 WHITE MOUNTAIN MEADOWS DR,,RUIDOSO,NM,88345,(972) 780-2273,,(806) 790-1958,(866) 203-8851,16,US
USA-TX-59-TX-AssistedLiving-output-549,GRACEFUL ARMS SENIOR LIVING LLC,106818,05/03/2019,ASSISTED LIVING,1415 BIG STONE GAP ROAD,,DUNCANVILLE,TX,75137,GRACEFUL ARMS SENIOR LIVING LLC,1415 BIG STONE GAP ROAD,,DUNCANVILLE,TX,75137,(469) 297-0430,,(469) 297-0430,(469) 776-5200,8,US
USA-TX-59-TX-AssistedLiving-output-550,BROOKDALE FARMERS BRANCH,030289,10/01/2017,ASSISTED LIVING,13505 WEBB CHAPEL RD,,FARMERS BRANCH,TX,75234,"ESC-NGH, LP",111 WESTWOOD PL,STE 400,BRENTWOOD,TN,37027,(972) 241-3955,(972) 241-4090,(414) 918-5000,(414) 918-5054,105,US
USA-TX-59-TX-AssistedLiving-output-551,ABBA CARE ASSISTED LIVING-A,101493,01/22/2018,ASSISTED LIVING,1207 HIGH GROVE DR,,GARLAND,TX,75041,ABBA CARE INC,1201 HIGH GROVE DR,,GARLAND,TX,75041,(972) 840-9292,(972) 840-1511,(972) 840-9292,,16,US
USA-TX-59-TX-AssistedLiving-output-552,ABBA CARE ASSISTED LIVING-B,101492,01/22/2019,ASSISTED LIVING,1201 HIGH GROVE DR,,GARLAND,TX,75041,ABBA CARE INC,1201 HIGH GROVE DR,,GARLAND,TX,75041,(972) 840-9292,(972) 840-9291,(972) 840-9292,,16,US
USA-TX-59-TX-AssistedLiving-output-553,ARBOR HOUSE OF GARLAND,106663,12/20/2018,ASSISTED LIVING,1501 W. CAMPBELL ROAD,,GARLAND,TX,75044,"FIREWHEEL SENIOR LIVING, LLC",107 N MCKINNEY ST,STE A,RICHARDSON,TX,75081,(972) 530-4182,,(972) 743-3537,,70,US
USA-TX-59-TX-AssistedLiving-output-554,AVALON MEMORY CARE - GARLAND,105839,09/30/2017,ASSISTED LIVING,1150 COLONEL DRIVE,,GARLAND,TX,75043,"AVALON DEMENTIA CARE MANAGEMENT, LLC",1625 N STEMMONS FRWY,,DALLAS,TX,75207,(214) 752-7050,(214) 752-7054,(214) 752-7050,(214) 752-7054,24,US
USA-TX-59-TX-AssistedLiving-output-555,BETHEL SENIOR CARE AT WEST SHORE,104883,03/01/2018,ASSISTED LIVING,2013 WEST SHORE DRIVE,,GARLAND,TX,75043,BETHEL SENIOR CARE LLC,3005 CLUB HILL DRIVE,,GARLAND,TX,75043,(972) 278-7267,(972) 278-7267,(214) 566-9527,,4,US
USA-TX-59-TX-AssistedLiving-output-556,BETHEL SENIOR CARE LLC,103900,10/13/2017,ASSISTED LIVING,3005 CLUB HILL DR,,GARLAND,TX,75043,BETHEL SENIOR CARE LLC,3005 CLUB HILL DRIVE,,GARLAND,TX,75043,(214) 566-9527,(972) 926-4794,(214) 566-9527,,8,US
USA-TX-59-TX-AssistedLiving-output-557,BROOKDALE CLUB HILL,000696,07/05/2019,ASSISTED LIVING,1321 COLONEL DR,,GARLAND,TX,75043,BLC-CLUB HILL LLC,111 WESTWOOD PLACE,STE 400,BRENTWOOD,TN,37027,(972) 278-8500,(972) 271-9931,(615) 221-2250,(615) 221-5284,134,US
USA-TX-59-TX-AssistedLiving-output-558,GARLAND SERENITY HOME,106555,11/10/2018,ASSISTED LIVING,4626 CANDLESTICK DR,,GARLAND,TX,75043,"GARLAND SERENITY HOME, LLC",4626 CANDLESTICK DR,,GARLAND,TX,75043,(214) 952-3818,,(214) 952-3818,,8,US
USA-TX-59-TX-AssistedLiving-output-559,GRAND BROOK MEMORY CARE OF GARLAND,102820,12/23/2017,ASSISTED LIVING,5600 NORTH SHILOH RD,,GARLAND,TX,75044,GARLAND OPCO LLC,7708 SAN JACINTO PLACE,UNIT 100,PLANO,TX,75024,(972) 530-7700,(972) 530-7707,(469) 331-8200,(469) 519-4151,46,US
USA-TX-59-TX-AssistedLiving-output-560,MAYBERRY GARDENS,106028,01/22/2019,ASSISTED LIVING,3260 N GARLAND AVE,,GARLAND,TX,75040,MAYBERRY GARDENS INC,3272 N GARLAND AVE,,GARLAND,TX,75040,(972) 675-3603,(972) 675-3603,(972) 675-3603,(972) 675-3603,12,US
USA-TX-59-TX-AssistedLiving-output-561,MAYBERRY GARDENS ASSISTED LIVING,105352,12/18/2018,ASSISTED LIVING,3258 N GARLAND AVE,,GARLAND,TX,75040,MAYBERRY GARDENS INC,3272 N GARLAND AVE,,GARLAND,TX,75040,(972) 675-3603,(972) 675-3603,(972) 675-3603,(972) 675-3603,13,US
USA-TX-59-TX-AssistedLiving-output-562,MAYBERRY GARDENS ASSISTED LIVING 2,030413,10/07/2019,ASSISTED LIVING,3252 N GARLAND AVE,,GARLAND,TX,75040,MAYBERRY GARDENS INC,3272 N GARLAND AVE,,GARLAND,TX,75040,(972) 675-0915,(972) 675-3504,(972) 675-3603,(972) 675-3603,12,US
USA-TX-59-TX-AssistedLiving-output-563,MAYBERRY GARDENS ASSISTED LIVING 3,010268,12/08/2018,ASSISTED LIVING,3256 3260 3262 3264 3266 3268 3270 N GARLAND AVE,,GARLAND,TX,75040,MAYBERRY GARDENS INC,3272 N GARLAND AVE,,GARLAND,TX,75040,(972) 675-8572,(972) 675-3504,(972) 675-3603,(972) 675-3603,79,US
USA-TX-59-TX-AssistedLiving-output-564,MAYBERRY GARDENS ASSISTED LIVING FACILITY,105351,11/21/2018,ASSISTED LIVING,3254 N GARLAND AVE,,GARLAND,TX,75040,MAYBERRY GARDENS INC,3272 N GARLAND AVE,,GARLAND,TX,75040,(972) 675-3603,(972) 675-3603,(972) 675-3603,(972) 675-3603,13,US
USA-TX-59-TX-AssistedLiving-output-565,MAYBERRY GARDENS INC,030292,04/02/2019,ASSISTED LIVING,3250 N GARLAND AVE,,GARLAND,TX,75040,MAYBERRY GARDENS INC,3272 N GARLAND AVE,,GARLAND,TX,75040,(972) 414-6394,(972) 675-3504,(972) 675-3603,(972) 675-3603,12,US
USA-TX-59-TX-AssistedLiving-output-566,RITTENHOUSE VILLAGE AT SPRING CREEK,103872,06/22/2018,ASSISTED LIVING,3450 WAGON WHEEL RDONE TOWN CENTER RD,,GARLAND,TX,75044,"WINTERS PARK SENIOR HOUSING I OPCO, LLC",,STE 300,BOCA RATON,FL,33486,(972) 530-4107,,(239) 908-2921,(239) 908-2954,134,US
USA-TX-59-TX-AssistedLiving-output-567,SILVER CREEK ASSISTED LIVING GARLAND,030394,07/02/2019,ASSISTED LIVING,1246 COLONEL DR,,GARLAND,TX,75043,"SCAL GARLAND, LLC",2501 E HEBRON PKWY,STE 100C,CARROLTON,TX,75010,(469) 814-0412,,(469) 814-0412,(469) 814-0292,118,US
USA-TX-59-TX-AssistedLiving-output-568,SPRINGFIELD SENIOR LIVING,104041,12/03/2018,ASSISTED LIVING,1817 ROYAL CREST DR SPRINGFIELD SENIOR LIVING,,GARLAND,TX,75043,SPRINGFIELD SENIOR LIVING LLC,1817 ROYAL CREST DR,,GARLAND,TX,75043,(214) 501-2025,(214) 501-2025,(214) 501-2025,(214) 501-2025,9,US
USA-TX-59-TX-AssistedLiving-output-569,A HOUSE OF HOPE,103200,03/24/2019,ASSISTED LIVING,2010 BURROWS TR,,GRAND PRAIRIE,TX,75052,SHIRLEY DABBS,2010 BURROWS TR,,GRAND PRAIRIE,TX,75052,(972) 641-4505,(972) 641-4505,(972) 641-4505,,12,US
USA-TX-59-TX-AssistedLiving-output-570,BROOKDALE GRAND PRAIRIE,030313,04/30/2018,ASSISTED LIVING,355 W WESTCHESTER PKWY,,GRAND PRAIRIE,TX,75052,"S-H THIRTY FIVE OPCO GRAND PRAIRIE, LLC",6737 W WASHINGTON ST,STE 2300,MILWAUKEE,WI,53214,(972) 263-3663,(972) 266-9745,(414) 918-5000,(414) 918-5054,114,US
USA-TX-59-TX-AssistedLiving-output-571,FAMILY TIES SENIOR CITIZEN HOME INC,001020,01/11/2017,ASSISTED LIVING,2109 BUTTERFIELD TRL,,GRAND PRAIRIE,TX,75052,FAMILY TIES SENIOR CITIZEN HOME INC,2109 BUTTERFIELD TRL,,GRAND PRAIRIE,TX,75052,(972) 647-4096,(972) 602-0666,(972) 647-4096,(972) 602-0666,8,US
USA-TX-59-TX-AssistedLiving-output-572,PBH RESIDENTIAL CARE HOMES L P,105270,01/16/2019,ASSISTED LIVING,921 NW 9TH ST,,GRAND PRAIRIE,TX,75050,PBH RESIDENTIAL CARE HOMES LP,604 DONNA LANE,,BEDFORD,TX,76022,(214) 443-8180,(972) 660-2204,(469) 682-6670,(972) 660-2204,11,US
USA-TX-59-TX-AssistedLiving-output-573,PBH RESIDENTIAL CARE HOMES LP,104792,10/13/2017,ASSISTED LIVING,902 N.W. 8TH ST,,GRAND PRAIRIE,TX,75050,PBH RESIDENTIAL CARE HOMES LP,604 DONNA LANE,,BEDFORD,TX,76022,(972) 863-1000,(972) 660-2204,(469) 682-6670,(972) 660-2204,6,US
USA-TX-59-TX-AssistedLiving-output-574,RENON ASSISTED LIVING LLC,104869,07/02/2019,ASSISTED LIVING,119 MATAMOROS STREET,,GRAND PRAIRIE,TX,75051,RENON ASSISTED LIVING LLC,119 MATAMOROA ST,,GRAND PRAIRIE,TX,75051,(469) 441-3619,(214) 412-2246,(214) 412-2246,(214) 412-2246,5,US
USA-TX-59-TX-AssistedLiving-output-575,THE ESTATES AT GRAND PRAIRIE,030399,09/14/2017,ASSISTED LIVING,1005 SW 3RD ST,,GRAND PRAIRIE,TX,75051,"THE ESTATES AT GRAND PRAIRIE, INC",1005 SW 3RD ST,,GRAND PRAIRIE,TX,75051,(972) 237-1943,(972) 237-5964,(972) 237-1905,(972) 237-5964,60,US
USA-TX-59-TX-AssistedLiving-output-576,PREMIER HOME LIVING,105773,12/02/2018,ASSISTED LIVING,8014 INWOOD RD,,HIGHLAND PARK,TX,75209,PREMIER HOME LIVING LLC,8014 INWOOD RD,,DALLAS,TX,75209,(214) 351-1900,(214) 351-1900,(214) 437-7726,(214) 351-1900,8,US
USA-TX-59-TX-AssistedLiving-output-577,AVALON MEMORY CARE-IRVING,030237,01/31/2018,ASSISTED LIVING,3400 N COUNTRY CLUB RD,,IRVING,TX,75062,"AVALON DEMENTIA CARE MANAGEMENT, LLC",1625 N STEMMONS FRWY,,DALLAS,TX,75207,(214) 752-7050,(214) 752-7054,(214) 752-7050,(214) 752-7054,48,US
USA-TX-59-TX-AssistedLiving-output-578,BROOKDALE IRVING,000561,08/31/2018,ASSISTED LIVING,720 N BRITAIN RD,,IRVING,TX,75061,SUMMERVILLE AT IRVING ASSOCIATES LP,6737 W. WASHINGTON ST.,SUITE 2300,MILWAUKEE,WI,53214,(972) 721-1500,(972) 438-4074,(414) 918-5000,(414) 918-5054,70,US
USA-TX-59-TX-AssistedLiving-output-579,CENTRE,105190,08/16/2018,ASSISTED LIVING,3841-3847 PORTLAND STREET,,IRVING,TX,75038,FOR NEURO SKILLSCENTRE FOR NEURO SKILLS INC TEXAS,5215 ASHE RD,,BAKERSFIELD,CA,93313,(972) 580-8500,(972) 255-3162,(661) 872-3408,(661) 872-5150,16,US
USA-TX-59-TX-AssistedLiving-output-580,CENTRE FOR NEURO SKILLS,101049,06/20/2018,ASSISTED LIVING,3941-47 PORTLAND,,IRVING,TX,75038,CENTRE FOR NEURO SKILLS INC TEXAS,5215 ASHE RD,,BAKERSFIELD,CA,93313,(972) 580-8500,(972) 255-3162,(661) 872-3408,(661) 872-5150,8,US
USA-TX-59-TX-AssistedLiving-output-581,CENTRE FOR NEURO SKILLS,101050,06/20/2019,ASSISTED LIVING,3951-57 PORTLAND,,IRVING,TX,75038,CENTRE FOR NEURO SKILLS INC TEXAS,5215 ASHE RD,,BAKERSFIELD,CA,93313,(972) 594-0549,(972) 255-3162,(661) 872-3408,(661) 872-5150,8,US
USA-TX-59-TX-AssistedLiving-output-582,CENTRE FOR NEURO SKILLS,104301,09/02/2018,ASSISTED LIVING,3849-3855 PORTLAND ST,,IRVING,TX,75038,CENTRE FOR NEURO SKILLS INC TEXAS,5215 ASHE RD,,BAKERSFIELD,CA,93313,(972) 580-8500,(972) 255-3162,(661) 872-3408,(661) 872-5150,8,US
USA-TX-59-TX-AssistedLiving-output-583,CENTRE FOR NEURO SKILLS UNIT 1,000684,08/03/2017,ASSISTED LIVING,3901-3907 PORTLAND,,IRVING,TX,75038,CENTRE FOR NEURO SKILLS INC TEXAS,5215 ASHE RD,,BAKERSFIELD,CA,93313,(972) 580-8500,(972) 255-3162,(661) 872-3408,(661) 872-5150,8,US
USA-TX-59-TX-AssistedLiving-output-584,CENTRE FOR NEURO SKILLS UNIT 2,000949,08/03/2018,ASSISTED LIVING,3911 PORTLAND,,IRVING,TX,75038,CENTRE FOR NEURO SKILLS INC TEXAS,5215 ASHE RD,,BAKERSFIELD,CA,93313,(972) 580-8500,(972) 255-3162,(661) 872-3408,(661) 872-5150,1,US
USA-TX-59-TX-AssistedLiving-output-585,CENTRE FOR NEURO SKILLS UNIT 3,000685,08/03/2018,ASSISTED LIVING,3921-3927 PORTLAND,,IRVING,TX,75038,CENTRE FOR NEURO SKILLS INC TEXAS,5215 ASHE RD,,BAKERSFIELD,CA,93313,(972) 580-8500,(972) 255-3162,(661) 872-3408,(661) 872-5150,6,US
USA-TX-59-TX-AssistedLiving-output-586,CENTRE FOR NEURO SKILLS UNIT 4,000686,08/03/2017,ASSISTED LIVING,3931-3937 PORTLAND,,IRVING,TX,75038,CENTRE FOR NEURO SKILLS INC TEXAS,5215 ASHE RD,,BAKERSFIELD,CA,93313,(972) 580-8500,(972) 255-3162,(661) 872-3408,(661) 872-5150,8,US
USA-TX-59-TX-AssistedLiving-output-587,ELMCROFT OF IRVING,010313,08/01/2019,ASSISTED LIVING,2425 TEXAS DR,,IRVING,TX,75062,IRVING OPERATIONS LLC,700 N HURSTBOURNE PKWY,STE 200,LOUISVILLE,KY,40222,(972) 659-6800,(972) 659-6904,(502) 753-6004,(502) 753-6104,113,US
USA-TX-59-TX-AssistedLiving-output-588,MACARTHUR HILLS,105957,04/21/2019,ASSISTED LIVING,1295 KINWEST PARKWAY,,IRVING,TX,75063,SHP IV MACARTHUR HILLS LLC,5310 HARVEST HILL RD,STE 280,DALLAS,TX,75230,(469) 521-1123,,(214) 871-2155,(214) 368-7341,130,US
USA-TX-59-TX-AssistedLiving-output-589,MATURE HANDS II ASSISTED LIVING HOME,104691,01/13/2018,ASSISTED LIVING,1028 S GLOUCESTER ST,,IRVING,TX,75062,RUBIE HARRIS,1028 GLOUCESTER ST S,,IRVING,TX,75062,(972) 841-3293,,(972) 841-3293,,5,US
USA-TX-59-TX-AssistedLiving-output-590,SILVERADO SENIOR LIVING - VALLEY RANCH,101605,04/11/2019,ASSISTED LIVING,8855 W VALLEY RANCH PARKWAY,,IRVING,TX,75063,SUBTENANT 8855 WEST VALLEY RANCH PARKWAY LLC,4500 DORR STREET,,TOLEDO,OH,43615,(972) 831-8200,(972) 831-1515,(419) 247-2800,(419) 247-2826,68,US
USA-TX-59-TX-AssistedLiving-output-591,TOWNE LAKE COURT,100037,07/11/2018,ASSISTED LIVING,200 ESTERS RD,,IRVING,TX,75061,"PATE REHABILITATION ENDEAVORS, INC",2655 VILLA CREEK,STE 140,DALLAS,TX,75234,(972) 514-6032,(972) 514-6054,(972) 241-9334,(972) 484-4739,13,US
USA-TX-59-TX-AssistedLiving-output-592,VIP LIVING CENTER IRVING,101521,11/22/2017,ASSISTED LIVING,3219 VINSON CT,,IRVING,TX,75060,VIP LIVING CENTERS LLC,121 N MACARTHUR BLVD,,IRVING,TX,75061,(972) 513-0224,(972) 254-2629,(972) 254-4477,,12,US
USA-TX-59-TX-AssistedLiving-output-593,A DAUGHTERS CARE,106354,12/11/2017,ASSISTED LIVING,1237 CEDARBROOK TRAIL,,LANCASTER,TX,75146,A DAUGHTERS CARE LLC,1237 CEDARBROOK TRAIL,,LANCASTER,TX,75146,(214) 400-8687,(972) 748-2604,(214) 400-8687,(972) 748-2604,6,US
USA-TX-59-TX-AssistedLiving-output-594,ANGELS OF HANDS ASSISTANT LIVING,103109,04/10/2019,ASSISTED LIVING,2401 N HOUSTON SCHOOL RD,,LANCASTER,TX,75134,ANGELS OF HANDS HOME HEALTH AGENCY CORP,2401 N HOUSTON SCHOOL RD,,LANCASTER,TX,75134,(972) 572-1873,(972) 572-1890,(972) 572-1873,(972) 572-1890,24,US
USA-TX-59-TX-AssistedLiving-output-595,ANTHONY'S COMMUNITY HOME,103018,02/12/2019,ASSISTED LIVING,1334 MEADOW GLEN,,LANCASTER,TX,75146,FELICIA CHARMAINE EVANS,1334 MEADOW GLEN,,LANCASTER,TX,75146,(972) 230-8441,,(972) 230-8441,,6,US
USA-TX-59-TX-AssistedLiving-output-596,BRIXTON VILLAGE ASSISTED LIVING,103420,08/21/2017,ASSISTED LIVING,107 N STEWART AVENUE,,LANCASTER,TX,75146,BRIXTON VILLAGE FOR THE ELDERLY INC,2727 HENRY RD,,LANCASTER,TX,75104,(972) 224-8367,(972) 224-8317,,,6,US
USA-TX-59-TX-AssistedLiving-output-597,BROOKDALE LANCASTER,000695,12/01/2017,ASSISTED LIVING,2400 WEST PLEASANT RUN RD,,LANCASTER,TX,75146,BROOKDALE SENIOR LIVING COMMUNITIES INC,6737 W WASHINGTON ST,STE 2300,MILWAUKEE,WI,53214,(972) 274-5000,(972) 274-1850,(414) 918-5441,(414) 918-6076,50,US
USA-TX-59-TX-AssistedLiving-output-598,HACKBERRY HOUSE,100424,08/06/2017,ASSISTED LIVING,111 HACKBERRY ST,,LANCASTER,TX,75146,ASSOCIATION FOR IMPROVING MEDICAL SERVICES CORPORATION,PO BOX 217,,LANCASTER,TX,75146,(972) 227-5839,(972) 227-1212,(972) 227-5839,(972) 227-1212,12,US
USA-TX-59-TX-AssistedLiving-output-599,HOUSE OF ELEGANCE ASSISTANT LIVING,105086,06/24/2017,ASSISTED LIVING,909 PEPPERIDGE CT,,LANCASTER,TX,75134,BARBARA G. SMITH,909 PEPPERIDGE CT,,LANCASTER,TX,75134,(972) 275-0175,(972) 275-0175,(972) 275-0175,(972) 224-0088,4,US
USA-TX-59-TX-AssistedLiving-output-600,MORNING STARR NEW BEGINNINGS,103501,08/05/2017,ASSISTED LIVING,1242 APRIL SHOWERS LANE,,LANCASTER,TX,75134,MORNING STARR NEW BEGINNINGS,3935 OAK ARBOR,,DALLAS,TX,75233,(469) 236-4913,(972) 218-9246,(469) 236-4913,(972) 218-9246,8,US
USA-TX-59-TX-AssistedLiving-output-601,MORNING STARR NEW BEGINNINGS,104968,01/24/2018,ASSISTED LIVING,1855 WINDSOR DR,,LANCASTER,TX,75134,MORNING STARR NEW BEGINNINGS,3935 OAK ARBOR,,DALLAS,TX,75233,(972) 218-9246,,(469) 236-4913,(972) 218-9246,6,US
USA-TX-59-TX-AssistedLiving-output-602,PROFESSIONAL CARE FACILITY I I,050536,02/06/2019,ASSISTED LIVING,870 MAGNOLIA LN,,LANCASTER,TX,75146,PROFESSIONAL CARE FACILITY INC,870 MAGNOLIA LN,,LANCASTER,TX,75146,(972) 218-5534,(972) 224-5589,(972) 218-5534,(469) 913-8187,8,US
USA-TX-59-TX-AssistedLiving-output-603,"ASSISTED LIVING COTTAGE, INC",101506,08/01/2018,ASSISTED LIVING,1106 SEASHELL DR,,MESQUITE,TX,75149,"ASSISTED LIVING COTTAGE, INC",1106 SEASHELL DR,,MESQUITE,TX,75149,(972) 329-6069,(972) 329-5175,(214) 334-6395,(972) 329-5175,6,US
USA-TX-59-TX-AssistedLiving-output-604,BRADFIELD PLACE,000485,07/11/2017,ASSISTED LIVING,3700 OATES DR,,MESQUITE,TX,75150,BRADFIELD AID OPCO LLC,301 COMMERCE ST,STE 330,FORT WORTH,TX,78102,(972) 613-8632,(972) 613-0905,(312) 725-7000,(312) 332-5300,58,US
USA-TX-59-TX-AssistedLiving-output-605,CAMBRIDGE COURT ASSISTED LIVING & MEMORY CARE COMMUNITY,050648,12/19/2017,ASSISTED LIVING,711 MATADOR LN,,MESQUITE,TX,75149,"CCAL RE 2013, LLC",3801 HULEN STREET,SUITE 202,FORT WORTH,TX,76107,(972) 285-9800,(972) 285-9134,(817) 386-8888,(817) 386-8324,135,US
USA-TX-59-TX-AssistedLiving-output-606,CHRISTIAN CARE CENTER INC BENTLEY PERSONAL CARE UNIT,000700,03/16/2019,ASSISTED LIVING,1010 WIGGINS PKWY,,MESQUITE,TX,75150,CHRISTIAN CARE CENTERS INC,900 WIGGINS PKWY,,MESQUITE,TX,75150,(972) 686-3000,(866) 216-7525,(972) 686-2460,(866) 216-7525,69,US
USA-TX-59-TX-AssistedLiving-output-607,FREDISOLO ANNOINTED HOMES,105435,07/22/2016,ASSISTED LIVING,1400 PARKWOOD TRAIL,,MESQUITE,TX,75149,FREDISOLO ANNOINTED HOMES,1400 PARKWOOD TRAIL,,MESQUITE,TX,75149,(214) 753-9396,(972) 222-9039,(214) 753-9396,(972) 222-9039,5,US
USA-TX-59-TX-AssistedLiving-output-608,MASONS PERSONAL CARE HOMES,102752,12/05/2018,ASSISTED LIVING,1819 ARAPAHO TRL,,MESQUITE,TX,75149,BORIS E MASON,1819 ARAPAHO TRL,,MESQUITE,TX,75149,(972) 222-0414,(972) 222-0417,(214) 235-3076,,6,US
USA-TX-59-TX-AssistedLiving-output-609,NOTICE CARE HOMES,104008,09/24/2017,ASSISTED LIVING,2724 DANIEL CREEK,,MESQUITE,TX,75181,NATALIE J MILAS,2724 DANIEL CREEK,,MESQUITE,TX,75181,(972) 222-7388,(972) 222-2398,(214) 282-0009,(972) 222-2398,6,US
USA-TX-59-TX-AssistedLiving-output-610,NOTICE CARE HOMES,105774,01/23/2018,ASSISTED LIVING,926 LAKESHORE DRIVE,,MESQUITE,TX,75149,NOTICE CARE HOMES LLC,2618 CROSSCREEK LN,,MESQUITE,TX,75181,(214) 282-0009,(972) 222-2398,(214) 282-0009,(972) 222-2398,6,US
USA-TX-59-TX-AssistedLiving-output-611,NOTICE RESIDENTIAL CARE HOME,104471,09/09/2018,ASSISTED LIVING,2618 CROSSCREEK LN,,MESQUITE,TX,75181,NOTICE CARE HOMES LLC,2618 CROSSCREEK LN,,MESQUITE,TX,75181,(214) 282-0009,(972) 222-2398,(214) 282-0009,(972) 222-2398,6,US
USA-TX-59-TX-AssistedLiving-output-612,SOPHYAS ASSISTED LIVING,101440,01/21/2019,ASSISTED LIVING,2621 BEEMAN DR,,MESQUITE,TX,75181,SOPHYA MILAS,207 CLARY DR,,MESQUITE,TX,75149,(972) 333-0943,(972) 982-2628,(972) 333-0943,(972) 982-2628,8,US
USA-TX-59-TX-AssistedLiving-output-613,THE COURTYARD AT CHRISTIAN CARE CENTER,100885,01/22/2018,ASSISTED LIVING,950 WIGGINS PARKWAY,,MESQUITE,TX,75150,CHRISTIAN CARE CENTERS INC,900 WIGGINS PKWY,,MESQUITE,TX,75150,(972) 698-2626,(972) 698-2630,(972) 686-2460,(866) 216-7525,44,US
USA-TX-59-TX-AssistedLiving-output-614,APPLETREE COURT ASSISTED LIVING,010312,02/02/2019,ASSISTED LIVING,870 W ARAPAHO RD,,RICHARDSON,TX,75080,LEONARD HEALTHCARE CORP.,870 W ARAPAHO RD,,RICHARDSON,TX,75080,(972) 889-2300,(972) 889-8863,(972) 889-2300,(972) 889-8863,126,US
