row_id,name,contact_first_name,contact_last_name,contact_name,email,fax,licensee_contact,licensee_address_line_1,licensee_city,licensee_province,licensee_postal_code,licensee_country,provider_name,primary_phone,primary_phone_extension,secondary_phone,secondary_phone_extension,website,typeofcare,alzheimer_facility,supports_irreversable_dimentia_alzheimers,supports_advanced_aged,supports_alcohol_drug_dependent,supports_developmentally_disabled,supports_emotionally_disturbed_mental_illness,supports_phyically_disabled,supports_pregnant_women,supports_terminally_ill,supports_traumatic_brain_injury,specialty_programs,provides_nursing,low_rate,rents,rent_rate,approximate_start_rate,service_package_rate,subsidized_rent,finances,latitude,longitude,neighborhood,description,company_name,for_profit,admin_first_name,admin_last_name,admin_name,agency,ahca_number,facility_id,federal_provider_number,funding method,owner_name,company_phone,company_phone_extension,owners_and_company,owner_company,owner_agency,owner_adddress_line_1,owner_adddress_line_2,owner_city,owner_fax,owner_name,owner_phone,owner_phone_extension,owner_since,owner_county,owner_state,owner_type,owner_zip,house,address_line_1,address_line_2,location,city,province,postal_code,country
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv530,Advanced Healthcare - Rcfe,,,,,,,,,,,,,(916) 789 0177,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Urzeala, Carmen",,,,"Urzeala, Carmen",,,315001631,,,,,,,,,,,,,,,,,,,,,,251 Diamond Oaks Road,,,Roseville,CA,95678,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv531,Advent Life Care #2,,,,,,,,,,,,,(909) 799 7853,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Cerdenio, Leticia E.",,,,Leticia Cerdenio,,,366410284,,,,,,,,,,,,,,,,,,,,,,11532 Butterfield St,,,Loma Linda,CA,92354,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv532,Advent Residential Home,,,,,,,,,,,,,(650) 216 0073,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Advent Residential Homes, Inc.",,,,Helen Malig-on,,,415201950,,,,,,,,,,,,,,,,,,,,,,617 Fifth Ave,,,Redwood City,CA,94063,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv533,Advent Residential Home Ii,,,,,,,,,,,,,(650) 689 5690,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Advent Residential Homes, Inc.",,,,"Muncada, Editha",,,415600784,,,,,,,,,,,,,,,,,,,,,,808 Hawthorne Way,,,Millbrae,CA,94030,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv534,Aegean Hills Senior Living,,,,,,,,,,,,,(949) 859 1785,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Quality Care Senior Living, Inc.",,,,"Mendoza, Adriana",,,306004475,,,,,,,,,,,,,,,,,,,,,,25622 Maximus,,,Mission Viejo,CA,92691,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv535,Aegean Rose,,,,,,,,,,,,,(949) 683 8372,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Aegean Rose Llc,,,,"Santos, Aaron",,,306005190,,,,,,,,,,,,,,,,,,,,,,25572 Maximus Street,,,Mission Viejo,CA,92691,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv536,Aegis Assisted Living At Shadowridge,,,,,,,,,,,,,(760) 806 3600,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Aegis Senior Communities Llc,,,,Gregory Case,,,374602653,,,,,,,,,,,,,,,,,,,,,,1440 South Melrose Avenue,,,Oceanside,CA,92056,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv537,Aegis Assisted Living Of Aptos,,,,,,,,,,,,,(831) 684 2700,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Aegis Senior Communities, Llc",,,,Griselda Galvan,,,445202057,,,,,,,,,,,,,,,,,,,,,,125 Heather Terrace,,,Aptos,CA,95003,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv538,Aegis Assisted Living Of Carmichael,,,,,,,,,,,,,(916) 972 1313,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Aegis Senior Communities Llc,,,,Layla Seiler,,,347003994,,,,,,,,,,,,,,,,,,,,,,4040 Walnut Ave,,,Carmichael,CA,95608,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv539,Aegis Assisted Living Of Corte Madera,,,,,,,,,,,,,(415) 927 4200,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Aegis Senior Communities, Llc",,,,Daniel Slaugter,,,216803029,,,,,,,,,,,,,,,,,,,,,,5555 Paradise Drive,,,Corte Madera,CA,94925,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv540,Aegis Assisted Living Of Dana Point,,,,,,,,,,,,,(949) 488 2650,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Aegis Senior Communities, Llc",,,,Eric Medor,,,306001170,,,,,,,,,,,,,,,,,,,,,,26922 Camino De Estrella,,,Dana Point,CA,92624,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv541,Aegis Assisted Living Of Fremont,,,,,,,,,,,,,(510) 739 1515,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Aegis Senior Communities, Llc",,,,Li Li,,,15601374,,,,,,,,,,,,,,,,,,,,,,3850 Walnut Avenue,,,Fremont,CA,94538,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv542,Aegis Assisted Living Of Laguna Niguel,,,,,,,,,,,,,(949) 496 8080,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Aegis Senior Communities, Llc",,,,Lee Kaufmann,,,306003905,,,,,,,,,,,,,,,,,,,,,,32170 Niguel Road,,,Laguna Niguel,CA,92677,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv543,Aegis Assisted Living Of Moraga,,,,,,,,,,,,,(925) 377 7900,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Aegis Senior Communities, Llc",,,,"Moses, Candice",,,75601424,,,,,,,,,,,,,,,,,,,,,,950 Country Club Drive,,,Moraga,CA,94556,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv544,Aegis Assisted Living Of Napa,,,,,,,,,,,,,(707) 251 1409,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Aegis Senior Communities, Llc",,,,Paul Oseso,,,286803028,,,,,,,,,,,,,,,,,,,,,,2100 Redwood Road,,,Napa,CA,94558,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv545,Aegis Assisted Living Of Pleasant Hill,,,,,,,,,,,,,(925) 939 2700,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Aegis Senior Communities, Llc",,,,Aubrey L. Goo,,,75600289,,,,,,,,,,,,,,,,,,,,,,1660 Oak Park Blvd,,,Pleasant Hill,CA,94523,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv546,Aegis Assisted Living Of San Francisco,,,,,,,,,,,,,(650) 952 6100,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Aegis Senior Communities Llc,,,,Brian Dell'ergo,,,415600314,,,,,,,,,,,,,,,,,,,,,,2280 Gellert Blvd.,,,South San Francisco,CA,94080,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv547,Aegis Assisted Living Of San Rafael,,,,,,,,,,,,,(415) 472 6530,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Amer. Sr. Living S.r.,llc/aegis Sr. Comm.llc",,,,Roger Young,,,216801281,,,,,,,,,,,,,,,,,,,,,,111 Merrydale Rd.,,,San Rafael,CA,94903,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv548,Aegis Gardens,,,,,,,,,,,,,(510) 739 0909,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Aegis Senior Communities Llc,,,,"Poon, Emily",,,15600581,,,,,,,,,,,,,,,,,,,,,,36281 Fremont Blvd,,,Fremont,CA,94536,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv549,Aegis Of Granada Hills,,,,,,,,,,,,,(818) 363 3373,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Aegis Senior Communities, Llc",,,,Roger O Young,,,197603894,,,,,,,,,,,,,,,,,,,,,,10801 Lindley Ave.,,,Granada Hills,CA,91344,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv550,Aegis Of Ventura,,,,,,,,,,,,,(805) 650 1114,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Aegis Senior Communities, Llc",,,,Danielle Ecsedy,,,565800683,,,,,,,,,,,,,,,,,,,,,,4964 Telegraph Road,,,Ventura,CA,93003,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv551,Aerie Meadows Care Home,,,,,,,,,,,,,(619) 659 1577,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Menzie Lillian J.,,,,Lillian Menzie,,,374602352,,,,,,,,,,,,,,,,,,,,,,5610 Dehesa Road,,,El Cajon,CA,92019,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv552,Afable Care Home,,,,,,,,,,,,,(916) 253 3675,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Afable Group Homes, Inc",,,,Nicolasa Afable,,,347004164,,,,,,,,,,,,,,,,,,,,,,4129 Singing Tree Way,,,Antelope,CA,95843,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv553,Afable Home Care Ii,,,,,,,,,,,,,(916) 253 3675,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Afable, Nicolasa O.",,,,"Afable, Nicolasa O.",,,347002549,,,,,,,,,,,,,,,,,,,,,,4080 Palm Avenue,,,Sacramento,CA,95842,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv554,Affectionate Care Cottages,,,,,,,,,,,,,(949) 367 2817,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Affectionate Care Cottages, Inc.",,,,Happy Singh/herminia Zuehl,,,306004045,,,,,,,,,,,,,,,,,,,,,,26751 Via Grande,,,Mission Viejo,CA,92691,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv555,Affectionate Family Care,,,,,,,,,,,,,(714) 775 4338,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Arkserr, Inc",,,,Rebecca Lopez,,,306003026,,,,,,,,,,,,,,,,,,,,,,15951 Maidstone Street,,,Fountain Valley,CA,92708,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv556,Affinity Home Care,,,,,,,,,,,,,(562) 676 5369,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Affinity Home Care, Inc",,,,Cecilia Gutierrez,,,306005390,,,,,,,,,,,,,,,,,,,,,,7101 Nimrod Drive,,,Huntington Beach,CA,92647,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv557,Affinity Senior Living 1,,,,,,,,,,,,,(760) 322 7905,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Grand Oaks Senior Life, Inc., The",,,,Esther Cruz,,,336425924,,,,,,,,,,,,,,,,,,,,,,68842 Risueno Rd.,,,Cathedral City,CA,92234,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv558,Affinity Senior Living 1,,,,,,,,,,,,,(760) 322 7905,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Affinity Senior Living, Inc.",,,,Esther Cruz,,,336412798,,,,,,,,,,,,,,,,,,,,,,68842 Risueno Road,,,Cathedral City,CA,92234,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv559,Affinity Senior Living 2,,,,,,,,,,,,,(760) 864 3259,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Affinity Senior Living, Inc.",,,,Esther Cruz,,,336412698,,,,,,,,,,,,,,,,,,,,,,28200 Horizon Road,,,Cathedral City,CA,92234,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv560,Affinity Senior Living 2,,,,,,,,,,,,,(760) 864 3259,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Grand Oaks Senior Life, Inc., The",,,,Esther Cruz,,,336425925,,,,,,,,,,,,,,,,,,,,,,28200 Horizon Rd.,,,Cathedral City,CA,92234,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv561,Affordable Assisted Living,,,,,,,,,,,,,(951) 301 4259,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Affordable Assisted Living Llc,,,,"Ruiz, George",,,336425849,,,,,,,,,,,,,,,,,,,,,,28549 Heather Green Way,,,Menifee,CA,92584,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv562,Affordable Home Care Villa,,,,,,,,,,,,,(760) 596 4063,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Affordable Home Care Villa, Inc.",,,,"Wells, Kathy",,,366426287,,,,,,,,,,,,,,,,,,,,,,13934 Montecito Dr.,,,Victorville,CA,92395,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv563,"Ag Health Care, Inc",,,,,,,,,,,,,(925) 634 4861,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Ag Health Care Inc.,,,,Rene Tang,,,75601060,,,,,,,,,,,,,,,,,,,,,,1206 Dainty Ave,,,Brentwood,CA,94513,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv564,"Ag Health Care, Inc.",,,,,,,,,,,,,(925) 935 9626,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Ag Health Care Inc.,,,,"Oshinowo, Anthony",,,75601151,,,,,,,,,,,,,,,,,,,,,,135 Los Cerros Avenue,,,Walnut Creek,CA,94598,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv565,Agape Assisted Living,,,,,,,,,,,,,(925) 788 2530,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Agape Assisted Living Inc.,,,,"Trif, Lucian",,,75601346,,,,,,,,,,,,,,,,,,,,,,1841 Andrea Lane,,,Concord,CA,94519,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv566,Agape Care Haven,,,,,,,,,,,,,(951) 682 7608,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Marie Hung,,,,Marie Hung,,,336423661,,,,,,,,,,,,,,,,,,,,,,3750 Briscoe Street,,,Riverside,CA,92506,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv567,Agape Care Home,,,,,,,,,,,,,(650) 922 3208,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,K L Home Limited Partnership Dba Agape Care Home,,,,"Ho, Louisa Wing Ching",,,415600318,,,,,,,,,,,,,,,,,,,,,,2800 Saint Cloud Drive,,,San Bruno,CA,94066,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv568,Agape Care Home,,,,,,,,,,,,,(650) 922 3208,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Kl Home Limited Partnership Dba Agape Care Home,,,,"Ho, Louisa Wing Ching",,,415600702,,,,,,,,,,,,,,,,,,,,,,2781 Saint Cloud Drive,,,San Bruno,CA,94066,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv569,Agape Care Home,,,,,,,,,,,,,(916) 995 5257,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Agape Care Home, Llc",,,,"Mihulet, Liliana",,,315002240,,,,,,,,,,,,,,,,,,,,,,5720 Morningside Court,,,Rocklin,CA,95677,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv570,Agape Care Home Riverside,,,,,,,,,,,,,(951) 682 1389,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Agape Care Development Llc,,,,Daryl Lee,,,336412239,,,,,,,,,,,,,,,,,,,,,,5715 Riverside Avenue,,,Riverside,CA,92506,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv571,Agape Care Villa,,,,,,,,,,,,,(951) 678 9535,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Agape Care Villa, Inc.",,,,"Tasca, Lorena",,,336424201,,,,,,,,,,,,,,,,,,,,,,35953 Poplar Crest Rd.,,,Wildomar,CA,92595,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv572,Agape Cottage,,,,,,,,,,,,,(951) 276 8006,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Agape Senior Living, Llc",,,,"Chao, Edward",,,331800077,,,,,,,,,,,,,,,,,,,,,,3503 Bryce Way,,,Riverside,CA,92506,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv573,Agape Cottage I,,,,,,,,,,,,,(714) 983 7637,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Agape Cottage Inc,,,,Lonnie Fischer,,,306004346,,,,,,,,,,,,,,,,,,,,,,5111 Hamer Ln,,,Placentia,CA,92870,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv574,Agape Cottage Ii,,,,,,,,,,,,,(714) 572 8821,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Agape Cottage Inc,,,,Lonnie Fischer,,,306004347,,,,,,,,,,,,,,,,,,,,,,16202 Cairo Cir,,,Placentia,CA,92870,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv575,Agape Cottage Iii,,,,,,,,,,,,,(714) 792 0967,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Agape Cottage Inc,,,,Lonnie Fischer,,,306004348,,,,,,,,,,,,,,,,,,,,,,16192 Cairo Cir,,,Placentia,CA,92870,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv576,Agape Cottage Iv,,,,,,,,,,,,,(949) 394 8708,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Agape Cottage Inc,,,,"Pena, Rowena P",,,306004420,,,,,,,,,,,,,,,,,,,,,,864 N Ford Ave,,,Fullerton,CA,92832,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv577,Agape Cottage Ix,,,,,,,,,,,,,(949) 394 8707,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Above All Care Facility, Llc",,,,Joseph Alvarez,,,306004699,,,,,,,,,,,,,,,,,,,,,,479 So. Wellington Rd.,,,Orange,CA,92869,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv578,Agape Cottage Ix,,,,,,,,,,,,,(909) 534 0132,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Agape Cottages Claremont Llc,,,,"Mejia, Francis",,,306005232,,,,,,,,,,,,,,,,,,,,,,17332 Melbourne Ln,,,Yorba Linda,CA,92887,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv579,Agape Cottage V,,,,,,,,,,,,,(714) 203 1702,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Agape Cottage Inc,,,,Nicolas Oudinot,,,306004519,,,,,,,,,,,,,,,,,,,,,,825 Lilac St,,,Placentia,CA,92870,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv580,Agape Cottage Vi,,,,,,,,,,,,,(714) 389 0327,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Agape Cottage Inc,,,,"Fischer, Lonnie",,,306004583,,,,,,,,,,,,,,,,,,,,,,11442 Newport Ave,,,Santa Ana,CA,92705,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv581,Agape Cottage Vii,,,,,,,,,,,,,(949) 394 8707,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Agape Cottage Inc,,,,"Fischer, Lonnie",,,306004664,,,,,,,,,,,,,,,,,,,,,,19982 Avenida Puesta Del Sol,,,Yorba Linda,CA,92886,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv582,Agape Cottage Viii,,,,,,,,,,,,,(949) 394 8707,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Agape Cottage, Inc.",,,,Joel Sicat,,,306004698,,,,,,,,,,,,,,,,,,,,,,48 Grant,,,Irvine,CA,92602,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv583,Agape Cottage Viii,,,,,,,,,,,,,(949) 394 8708,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Agape Cottages Flora Llc,,,,"Alvarez, Joseph",,,306005221,,,,,,,,,,,,,,,,,,,,,,4931 Carthage Street,,,Placentia,CA,92870,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv584,Agape Cottage X,,,,,,,,,,,,,(310) 994 9181,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Above All Care Facility, Llc",,,,Nicolas Oudinot,,,306004708,,,,,,,,,,,,,,,,,,,,,,1255 Bering Street,,,Placentia,CA,92870,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv585,Agape Cottage Xi,,,,,,,,,,,,,(310) 994 9181,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Above All Care Facility Llc,,,,Nicolas Oudinot,,,306004707,,,,,,,,,,,,,,,,,,,,,,1022 Oxford Drive,,,Placentia,CA,92870,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv586,Agape Garden's Llc,,,,,,,,,,,,,(707) 689 5807,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Agape Garden's Llc,,,,"Esteban, Omega",,,486803152,,,,,,,,,,,,,,,,,,,,,,657 Canterbury Circle,,,Vacaville,CA,95687,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv587,Agape Home Care,,,,,,,,,,,,,(916) 721 7401,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Iosif Samusi,,,,Iosif Samusi,,,347004411,,,,,,,,,,,,,,,,,,,,,,7551 Stone Ridge Way,,,Citrus Heights,CA,95621,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv588,Agape Home For The Elderly,,,,,,,,,,,,,(951) 674 0864,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Beltran, Mariela",,,,"Aragon, Mariela",,,336401843,,,,,,,,,,,,,,,,,,,,,,22495 Spur Brook Drive,,,Wildomar,CA,92595,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv589,Agape House Residential Care Facility For Elderly,,,,,,,,,,,,,(909) 528 1164,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Vicki Wilson,,,,Vicki Wilson,,,366426082,,,,,,,,,,,,,,,,,,,,,,2385 Apple Avenue,,,Rialto,CA,92377,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv590,Agape Of Carmel,,,,,,,,,,,,,(831) 625 2194,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Fickewirth, Miriam S.",,,,"Fickewirth, Miriam",,,270708695,,,,,,,,,,,,,,,,,,,,,,25527 Flanders Drive,,,Carmel,CA,93923,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv591,Agape Orange Home,,,,,,,,,,,,,(714) 366 1858,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Agape Orange Home Inc,,,,"Surgent, Natalia",,,306005218,,,,,,,,,,,,,,,,,,,,,,816 E Meats Ave,,,Orange,CA,92865,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv592,"Agape Residential Care, Inc.",,,,,,,,,,,,,(818) 812 6222,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Agape Residential Care, Inc.",,,,Maria & Stephanie Koguchi,,,197608304,,,,,,,,,,,,,,,,,,,,,,24869 Fourl Road,,,Santa Clarita,CA,91321,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv593,Agape Senior Care,,,,,,,,,,,,,(760) 207 2645,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Burca, Angela",,,,Angela Burca,,,374602479,,,,,,,,,,,,,,,,,,,,,,193 Plumosa Street,,,Oceanside,CA,92058,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv594,Agape Senior Care Home,,,,,,,,,,,,,(760) 242 2467,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Mkj Ventures, Llc",,,,Norberto O. Martinez,,,366423578,,,,,,,,,,,,,,,,,,,,,,14650 Pamlico Road,,,Apple Valley,CA,92307,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv595,"Agape Senior Care, Inc.",,,,,,,,,,,,,(951) 733 8848,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Agape Senior Care, Inc.",,,,"Coleman, Yolanda",,,336426501,,,,,,,,,,,,,,,,,,,,,,43919 Alencon Ct.,,,Temecula,CA,92592,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv596,Agape Senior Living,,,,,,,,,,,,,(657) 444 9715,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,"Agape Senior Living, Inc",,,,Natalia Surgent,,,306004665,,,,,,,,,,,,,,,,,,,,,,4821 Torida Way,,,Yorba Linda,CA,92886,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv597,Agape Villa,,,,,,,,,,,,,(916) 771 6941,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,National Financial Corporation,,,,"Romanishin, Michael",,,317005068,,,,,,,,,,,,,,,,,,,,,,1105 Nob Hill Court,,,Roseville,CA,95661,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv598,Agape Villa Care Home Ii,,,,,,,,,,,,,(916) 290 1490,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Keith Cook,,,,"Cook, Keith",,,317005164,,,,,,,,,,,,,,,,,,,,,,3594 Old Country Court,,,Roseville,CA,95661,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv599,Agate Manor,,,,,,,,,,,,,(951) 672 2595,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Villa Alta Daniela-board & Care,,,,Mariana Mihailovici,,,336411257,,,,,,,,,,,,,,,,,,,,,,33391 Agate St,,,Menifee,CA,92584,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv600,Age Harmony,,,,,,,,,,,,,(415) 728 8490,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Sunset Home Llc,,,,"Cortes, Elizabeth",,,415600985,,,,,,,,,,,,,,,,,,,,,,2530 Olympic Drive,,,So San Francisco,CA,94080,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv601,Age Harmony Home,,,,,,,,,,,,,(415) 728 8490,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Sunset Home Llc,,,,"Cortes, Elizabeth",,,415600986,,,,,,,,,,,,,,,,,,,,,,2530 Wentworth Drive,,,So San Francisco,CA,94080,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv602,Age Well Assisted Living Facility,,,,,,,,,,,,,(310) 775 7264,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Age Well Assisted Living Inc,,,,"Avetikyan, Olga",,,197608986,,,,,,,,,,,,,,,,,,,,,,15149 Sylvan Street,,,Van Nuys,CA,91411,US
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv603,Ageless Love,,,,,,,,,,,,,(818) 912 4817,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,,,,,Ageless Love Inc.,,,,Mariya Lim/albert Morris,,,198601979,,,,,,,,,,,,,,,,,,,,,,1025 Cynthia Ave.,,,Pasadena,CA,91107,US
