row_id,name,contact_first_name,contact_last_name,contact_name,email,fax,licensee_contact,licensee_address_line_1,licensee_city,licensee_province,licensee_postal_code,licensee_country,provider_name,primary_phone,primary_phone_extension,secondary_phone,secondary_phone_extension,website,typeofcare,alzheimer_facility,supports_irreversable_dimentia_alzheimers,supports_advanced_aged,supports_alcohol_drug_dependent,supports_developmentally_disabled,supports_emotionally_disturbed_mental_illness,supports_phyically_disabled,supports_pregnant_women,supports_terminally_ill,supports_traumatic_brain_injury,specialty_programs,provides_nursing,low_rate,rents,rent_rate,approximate_start_rate,service_package_rate,subsidized_rent,finances,latitude,longitude,neighborhood,description,company_name,for_profit,admin_first_name,admin_last_name,admin_name,agency,ahca_number,facility_id,federal_provider_number,funding method,owner_name,company_phone,company_phone_extension,owners_and_company,owner_company,owner_agency,owner_adddress_line_1,owner_adddress_line_2,owner_city,owner_fax,owner_name,owner_phone,owner_phone_extension,owner_since,owner_county,owner_state,owner_type,owner_zip,house,address_line_1,address_line_2,location,city,province,postal_code,country,neighborhood
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1304,"Ashley Place, The",,,,,,,,,,,,,(209) 334 3436,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,38.116326,-121.286672,,,"Ashley Place, The",,,,Brad E. Kluza,,,397005576,,,,,,,,,,,,,,,,,,,,,,1321 South Fairmont Avenue,,,Lodi,CA,95240,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1305,Ashley Villa,,,,,,,,,,,,,(916) 944 1078,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,38.635987,-121.296649,,,"Ashely Villa, Inc.",,,,"Ashley, James",,,347004598,,,,,,,,,,,,,,,,,,,,,,8832 Fair Oaks Blvd.,,,Carmichael,CA,95608,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1306,Ashling's Residental Villa Ii,,,,,,,,,,,,,(949) 645 2431,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.6397948,-117.9050817,,,"Ashling's Residential Villa, Inc.",,,,Susan P. Ashling,,,306001684,,,,,,,,,,,,,,,,,,,,,,363 E. 20th Street,,,Costa Mesa,CA,92627,US,East Side Costa Mesa
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1307,Ashton Castle,,,,,,,,,,,,,(818) 645 0652,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.69977869999999,-118.1917471,,,Ashton Castle Inc,,,,"Castillo, Imelda M",,,197609088,,,,,,,,,,,,,,,,,,,,,,3322 Ashton Place,,,Lancaster,CA,93536,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1308,Ashton Manor,,,,,,,,,,,,,(951) 922 6516,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.9703017,-116.9903253,,,Ashton Manor Corporation,,,,Ralph Ashton,,,336412238,,,,,,,,,,,,,,,,,,,,,,10417 Nancy Avenue,,,Cherry Valley,CA,92223,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1309,Ashton Manor Too,,,,,,,,,,,,,(909) 841 0715,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.0224406,-117.0697103,,,"Ashton Manor, Inc.",,,,"Ashton, Ralph",,,366425915,,,,,,,,,,,,,,,,,,,,,,12730 8th Street,,,Yucaipa,CA,92399,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1310,"Ashton Place, The",,,,,,,,,,,,,(661) 942 4767,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.6997816,-118.1897684,,,"Carezen, Inc.",,,,Zenedie Yutuc Calonzo,,,197607121,,,,,,,,,,,,,,,,,,,,,,3244 Ashton Place,,,Lancaster,CA,93536,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1311,"Asian Network Residential Care, Inc.",,,,,,,,,,,,,(510) 268 1118,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,37.7231424,-121.9311941,,,"Asian Network Residential Care, Inc.",,,,"Wei, Tracy",,,15601330,,,,,,,,,,,,,,,,,,,,,,8630 Bandon Drive,,,Dublin,CA,94568,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1312,"Asian Network Residential Care, Inc.",,,,,,,,,,,,,(510) 268 1118,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,37.7233209,-121.9313342,,,"Asian Network Residential Care, Inc.",,,,"Wei, Tracy",,,15601331,,,,,,,,,,,,,,,,,,,,,,8656 Bandon Drive,,,Dublin,CA,94568,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1313,Aspen Family Care,,,,,,,,,,,,,(714) 418 9613,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.7260231,-117.9624055,,,"Bala, Adriana & Eugen",,,,Adriana & Eugen Bala,,,306001519,,,,,,,,,,,,,,,,,,,,,,16314 Aspen Street,,,Fountain Valley,CA,92708,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1314,Aspen Home,,,,,,,,,,,,,(510) 260 7270,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,37.9551959,-122.0496755,,,"J. Ellington Investments, Llc",,,,"Sioson, Jennifer",,,75601479,,,,,,,,,,,,,,,,,,,,,,1110 Aspen Drive,,,Concord,CA,94520,US,Monument Corridor
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1315,Aspen Meadows,,,,,,,,,,,,,(916) 416 1378,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,38.9022689,-121.2785424,,,Wilson Homes Llc.,,,,"Wilson, Albert",,,317005413,,,,,,,,,,,,,,,,,,,,,,531 Aspen Meadows Way,,,Lincoln,CA,95648,US,Downtown Lincoln
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1316,Aspen Residential Care Homes Inc Ii,,,,,,,,,,,,,(559) 492 2026,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,36.8007477,-119.8468801,,,Jerry W Davis Shelly Yarbrough,,,,"Yarbrough, Shelly",,,107206798,,,,,,,,,,,,,,,,,,,,,,3107 W Gettysburg Ave,,,Fresno,CA,93722,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1317,Assist N' Care,,,,,,,,,,,,,(818) 666 8495,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.2518626,-118.5801602,,,Assisted Stages Inc,,,,"Roholahi, Khashayar",,,197609121,,,,,,,,,,,,,,,,,,,,,,10001 Mason Ave,,,Chatsworth,CA,91311,US,Chatsworth
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1318,Assisted Comfort Home,,,,,,,,,,,,,(818) 800 9970,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.170191,-118.6447455,,,"Assisted Comfort Home, Inc.",,,,Mariam Kevliyan,,,197608534,,,,,,,,,,,,,,,,,,,,,,23731 Killion Street,,,Woodland Hills,CA,91367,US,Woodland Hills
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1319,Assisted Comfort Home 2,,,,,,,,,,,,,(818) 800 9970,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.1958482,-118.6237503,,,Assisted Comfort Home 2 Inc,,,,"Kevliyan, Mariam",,,197609093,,,,,,,,,,,,,,,,,,,,,,6909 Fallbrook Ave,,,West Hills,CA,91307,US,West Hills
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1320,"Assisted Living America I, Llc",,,,,,,,,,,,,(818) 991 6910,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.1281078,-118.7551813,,,"Assisted Living, America I, Llc",,,,Hilda Perez,,,197608049,,,,,,,,,,,,,,,,,,,,,,29055 Wagon Road,,,Agoura Hills,CA,91301,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1321,Assisted Living At Fletcher Hills,,,,,,,,,,,,,(619) 312 1902,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,32.8133646,-116.9894001,,,"Como, Gerald",,,,"Apple, Lindsey",,,374602652,,,,,,,,,,,,,,,,,,,,,,1308 Hacienda Drive,,,El Cajon,CA,92020,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1322,Assisted Living For Seniors - Good Earth,,,,,,,,,,,,,(818) 912 4817,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.2538928,-118.582592,,,"Aml Nursing Services, Inc.",,,,Mariya Lim,,,197607239,,,,,,,,,,,,,,,,,,,,,,20615 Mayall Street,,,Chatsworth,CA,91311,US,Chatsworth
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1323,Assisted Living Napa Valley I,,,,,,,,,,,,,(707) 738 0413,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,38.2982842,-122.2954778,,,Alnv Corporation,,,,Kimberly Geis,,,286803607,,,,,,,,,,,,,,,,,,,,,,2025 Clay Street,,,Napa,CA,94559,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1324,Assisted Living Napa Valley Ii,,,,,,,,,,,,,(707) 738 0413,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,38.3289248,-122.3055636,,,Alnv Corporation,,,,Kimberly Geis,,,286803608,,,,,,,,,,,,,,,,,,,,,,3100 Hamilton Street,,,Napa,CA,94559,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1325,Assisted Living Of America,,,,,,,,,,,,,(909) 795 4886,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.0182587,-117.0832915,,,"Aspe, Zenaida A.",,,,Zenaida A. Aspe,,,366412576,,,,,,,,,,,,,,,,,,,,,,12956 11th Street,,,Yucaipa,CA,92399,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1326,Assisted Living Of Napa Valley-downtown,,,,,,,,,,,,,(707) 637 4342,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,38.2982842,-122.2954778,,,Assisted Living Of Napa Valley Llc,,,,"Smith, Krystal",,,286803674,,,,,,,,,,,,,,,,,,,,,,2025 Clay St,,,Napa,CA,94559,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1327,Assisted Living Of Napa Valley-hamilton,,,,,,,,,,,,,(707) 637 4562,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,38.3289248,-122.3055636,,,Assisted Living Of Napa Valley Llc,,,,"Smith, Krystal",,,286803675,,,,,,,,,,,,,,,,,,,,,,3100 Hamilton St,,,Napa,CA,94559,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1328,Assisted Living Professionals,,,,,,,,,,,,,(951) 698 5241,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.6018801,-117.2234619,,,Richard Pruitt,,,,Sandra Williams,,,336424200,,,,,,,,,,,,,,,,,,,,,,35725 Verde Vista Way,,,Wildomar,CA,92595,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1329,Assisted Living & Care For The Elderly At Temecula,,,,,,,,,,,,,(951) 302 1335,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.4772211,-117.0648308,,,"Assisted Living & Care, Inc.",,,,"Suon, Sarak",,,336412274,,,,,,,,,,,,,,,,,,,,,,44754 Pride Mountain St,,,Temecula,CA,92592,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1330,Assisted Luxury Living,,,,,,,,,,,,,(858) 675 0993,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.0030718,-117.1012969,,,"Tabatabai, Farah & Sadoughi, Ali",,,,"Sadoughi, Mohammad",,,374602996,,,,,,,,,,,,,,,,,,,,,,15206 Falcon Crest Court,,,San Diego,CA,92127,US,4S Ranch
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1331,Assisted Senior Home,,,,,,,,,,,,,(949) 248 9415,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.481113,-117.69805,,,"Assisted Senior Home, Llc",,,,Z. Glouner,,,306004532,,,,,,,,,,,,,,,,,,,,,,24741 Priscilla,,,Dana Point,CA,92629,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1332,Assisted Stages,,,,,,,,,,,,,(909) 999 7346,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.0108007,-117.0383318,,,"Assisted Stages, Inc.",,,,"Berg, Tia",,,336427616,,,,,,,,,,,,,,,,,,,,,,13391 California Street,,,Yucaipa,CA,92399,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1333,Assured Horizons,,,,,,,,,,,,,(949) 933 5938,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.69312219999999,-117.9787134,,,"Rebecca Jacob Associates, Inc.",,,,David Baum,,,306004611,,,,,,,,,,,,,,,,,,,,,,18561 Santa Isadora,,,Fountain Valley,CA,92708,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1334,Assured Horizons Fv 1,,,,,,,,,,,,,(714) 378 9621,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.69312219999999,-117.9787134,,,"Assured Horizons, Llc",,,,David Baum,,,306002446,,,,,,,,,,,,,,,,,,,,,,18561 Santa Isadora,,,Fountain Valley,CA,92708,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1335,Assured Horizons Fv 11,,,,,,,,,,,,,(714) 593 6539,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.706086,-117.950511,,,"Assured Horizons, Llc",,,,Zenaida Vera,,,306003523,,,,,,,,,,,,,,,,,,,,,,17690 San Vicente,,,Fountain Valley,CA,92708,US,Downtown Village
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1336,Assured Horizons Fv 3,,,,,,,,,,,,,(714) 378 2762,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.6913239,-117.9766228,,,"Assured Horizons, Llc",,,,David Baum,,,306002448,,,,,,,,,,,,,,,,,,,,,,18676 Santa Mariana Circle,,,Fountain Valley,CA,92708,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1337,Assured Horizons Fv 4,,,,,,,,,,,,,(714) 378 2782,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.6905356,-117.976509,,,"Assured Horizons, Llc",,,,David Baum,,,306002449,,,,,,,,,,,,,,,,,,,,,,8728 Canary Avenue,,,Fountain Valley,CA,92708,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1338,Assured Horizons Fv 5,,,,,,,,,,,,,(714) 378 9930,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.6954376,-117.9662819,,,"Assured Horizons, Llc",,,,Zenaida Vera,,,306002450,,,,,,,,,,,,,,,,,,,,,,18410 Colville Street,,,Fountain Valley,CA,92708,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1339,Assured Horizons Fv 6,,,,,,,,,,,,,(949) 933 5938,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.6915574,-117.9734847,,,"Rebecca Jacob Associates, Inc.",,,,David Vaum,,,306004615,,,,,,,,,,,,,,,,,,,,,,18673 Santa Ramona,,,Fountain Valley,CA,92708,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1340,Assured Horizons Fv 6,,,,,,,,,,,,,(714) 964 9155,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.6915574,-117.9734847,,,"Assured Horizons, Llc",,,,David Baum,,,306002451,,,,,,,,,,,,,,,,,,,,,,18673 Santa Ramona,,,Fountain Valley,CA,92708,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1341,Assured Horizons Fv 7,,,,,,,,,,,,,(714) 593 8708,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.6909576,-117.9727688,,,"Assured Horizons, Llc",,,,David Baum,,,306002452,,,,,,,,,,,,,,,,,,,,,,8925 Canary Avenue,,,Fountain Valley,CA,92708,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1342,Assured Horizons Fv11,,,,,,,,,,,,,(949) 933 5938,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.706086,-117.950511,,,"Rebecca Jacob Associates, Inc.",,,,David Baum,,,306004617,,,,,,,,,,,,,,,,,,,,,,17690 San Vicente,,,Fountain Valley,CA,92708,US,Downtown Village
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1343,Assured Horizons Fv3,,,,,,,,,,,,,(949) 933 5938,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.6913239,-117.9766228,,,"Rebecca Jacob Associates, Inc.",,,,David Baum,,,306004612,,,,,,,,,,,,,,,,,,,,,,18676 Santa Mariana,,,Fountain Valley,CA,92708,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1344,Assured Horizons Fv4,,,,,,,,,,,,,(949) 933 5938,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.6905356,-117.976509,,,"Rebecca Jacob Associates, Inc.",,,,David Baum,,,306004613,,,,,,,,,,,,,,,,,,,,,,8728 Canary Avenue,,,Fountain Valley,CA,92708,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1345,Assured Horizons Fv5,,,,,,,,,,,,,(949) 933 5938,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.6954376,-117.9662819,,,"Rebecca Jacob Assiciates, Inc.",,,,David Baum,,,306004614,,,,,,,,,,,,,,,,,,,,,,18410 Colville Street,,,Fountain Valley,CA,92708,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1346,Assured Horizons Fv7,,,,,,,,,,,,,(949) 933 5938,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.6909576,-117.9727688,,,"Rebecca Jacob Associates, Inc.",,,,David Baum,,,306004616,,,,,,,,,,,,,,,,,,,,,,8925 Canary Avenue,,,Fountain Valley,CA,92708,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1347,Aster Garden Care Home,,,,,,,,,,,,,(925) 407 7065,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,37.99202109999999,-122.0841547,,,Jinyoung Rhu,,,,Jinyoung Rhu,,,19200745,,,,,,,,,,,,,,,,,,,,,,2046 Arnold Drive,,,Martinez,CA,94553,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1348,Aster Regency Manor,,,,,,,,,,,,,(714) 685 0680,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.833918,-117.856814,,,Layad Inc,,,,"Dao, Pedro Jr",,,306005244,,,,,,,,,,,,,,,,,,,,,,2702 N Berkeley St,,,Orange,CA,92865,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1349,Aster Villa Care Home By Rns,,,,,,,,,,,,,(916) 413 1378,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,38.7212085,-121.2128524,,,Senior Care By Rns Llc,,,,Ron Ordanarn/albert Wilson,,,315002334,,,,,,,,,,,,,,,,,,,,,,9890 Village Center Dr.,,,Granite Bay,CA,95746,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1350,Asteria Home Care,,,,,,,,,,,,,(817) 235 6754,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.93331369999999,-117.4157799,,,"Asteria Home Care, Inc.",,,,P. Reyes & Franz Tanglao,,,336425688,,,,,,,,,,,,,,,,,,,,,,7955 Helena Ave.,,,Riverside,CA,92504,US,Ramona
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1351,Astoria 2,,,,,,,,,,,,,(323) 658 7660,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.071424,-118.3654045,,,"Levin, Inna",,,,Inna Levin,,,197603624,,,,,,,,,,,,,,,,,,,,,,8041 Blackburn Avenue,,,Los Angeles,CA,90048,US,Central LA
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1352,Astoria At Oakdale,,,,,,,,,,,,,(209) 332 2292,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,37.772054,-120.856706,,,"Astoria At Oakdale, Llc",,,,Shara Hart,,,347005604,,,,,,,,,,,,,,,,,,,,,,700 Laurel Ave,,,Oakdale,CA,95361,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1353,Astoria At Oakdale,,,,,,,,,,,,,(209) 847 0864,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,37.772054,-120.856706,,,"Astoria At Oakdale, Llc",,,,Shara Hart,,,507005604,,,,,,,,,,,,,,,,,,,,,,700 Laurel Ave,,,Oakdale,CA,95361,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1354,Astoria Elder Care,,,,,,,,,,,,,(909) 782 8216,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.1284356,-117.4559364,,,"Astoria Elder Care, Inc.",,,,Melisande Bauzon,,,366424395,,,,,,,,,,,,,,,,,,,,,,6916 Clear Lake Way,,,Fontana,CA,92336,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1355,Astoria Gardens,,,,,,,,,,,,,(209) 833 2200,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,37.74657010000001,-121.4524702,,,"Astoria Gardens Tracy, Llc",,,,Rebecca Langdon,,,397003251,,,,,,,,,,,,,,,,,,,,,,1960 West Lowell,,,Tracy,CA,95376,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1356,Astoria Retirement At Dover Shores,,,,,,,,,,,,,(714) 306 2253,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.630195,-117.894325,,,"Abrudan, Teodor",,,,Oana Abrudan,,,306004545,,,,,,,,,,,,,,,,,,,,,,1412 Santiago Drive,,,Newport Beach,CA,92660,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1357,Astoria Retirement Residence-del Mar,,,,,,,,,,,,,(949) 719 7718,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.60698290000001,-117.8568171,,,"Abrudan, Teodor",,,,"Abrudan, Teodor",,,306005176,,,,,,,,,,,,,,,,,,,,,,3606 Catamaran Drive,,,Corona Del Mar,CA,92625,US,Corona Del Mar
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1358,Astoria Retirement Residences,,,,,,,,,,,,,(949) 719 7718,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.63377889999999,-117.8738331,,,"Abrudan, Teodor",,,,Teodor Abrudan,,,306003992,,,,,,,,,,,,,,,,,,,,,,2209 Alta Vista Drive,,,Newport Beach,CA,92660,US,East Bluff
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1359,Astoria Senior Care Homes At Monarch Bay,,,,,,,,,,,,,(714) 299 9527,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.4896998,-117.7238078,,,Soco Senior Care Home Inc,,,,"Abrudan, Oana Maria",,,306005360,,,,,,,,,,,,,,,,,,,,,,32622 Azores Road,,,Dana Point,CA,92629,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1360,Astoria Villa,,,,,,,,,,,,,(760) 798 4554,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.1186684,-117.2276279,,,"Trull, Valentyna",,,,Valentyna Trull,,,374603350,,,,,,,,,,,,,,,,,,,,,,1537 Brighton Glen,,,San Marcos,CA,92078,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1361,Astoria Villa,,,,,,,,,,,,,(760) 798 4554,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.1186684,-117.2276279,,,Astoria Villa Inc,,,,"Copes, Belly",,,374603806,,,,,,,,,,,,,,,,,,,,,,1537 Brighton Glen Rd,,,San Marcos,CA,92078,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1362,Astoria Vista Ii Senior Care Residence,,,,,,,,,,,,,(530) 757 2027,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,38.5419248,-121.6960722,,,Quality Senior Care Homes,,,,"Kanter, Roberta",,,575001994,,,,,,,,,,,,,,,,,,,,,,1125 Pistachio Court,,,Davis,CA,95618,US,Willowbank
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1363,Astoria Vista Senior Care Residence,,,,,,,,,,,,,(530) 759 1234,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,38.5420942,-121.696506,,,Quality Senior Care Homes,,,,"Kanter, Roberta",,,577002037,,,,,,,,,,,,,,,,,,,,,,1106 Cottonwood Court,,,Davis,CA,95618,US,Willowbank
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1364,Asuncion Board & Care,,,,,,,,,,,,,(626) 338 0772,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.0601752,-117.9603481,,,Adelaida G. Asuncion,,,,Rosemarie A. Zimmer,,,198600290,,,,,,,,,,,,,,,,,,,,,,1636 S. Rama Drive,,,West Covina,CA,91790,US,Walnut Valley
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1365,Asyst Residential Care,,,,,,,,,,,,,(510) 713 8963,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,37.5402534,-122.0017875,,,"Liu, Jianmei",,,,"Liu, Jianmei",,,15601152,,,,,,,,,,,,,,,,,,,,,,4865 Richmond Ave.,,,Fremont,CA,94536,US,Centerville
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1366,Asyst Residential Care I,,,,,,,,,,,,,(510) 364 9253,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,37.6629792,-121.8796572,,,"Sutikto, James",,,,"Sutikto, James",,,15601444,,,,,,,,,,,,,,,,,,,,,,4429 Pleasanton Avenue,,,Pleasanton,CA,94566,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1367,Asyst Residential Care Ii,,,,,,,,,,,,,(510) 364 9253,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,37.5294239,-121.9614509,,,"Sutikto, James",,,,"Sutikto, James",,,15601445,,,,,,,,,,,,,,,,,,,,,,41277 Malcolmson Street,,,Fremont,CA,94538,US,Irvington
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1368,At Home Camarillo,,,,,,,,,,,,,(805) 383 8893,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.239121,-119.054469,,,At Home Camarillo Llc,,,,"Colon, Margarita",,,565802453,,,,,,,,,,,,,,,,,,,,,,417 Gardenia Ave,,,Camarillo,CA,93010,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1369,At Home Care - Cocqui,,,,,,,,,,,,,(760) 880 2227,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.53571850000001,-117.2564469,,,"At Home Care, Inc.",,,,"Santa Maria, Patricia",,,366426705,,,,,,,,,,,,,,,,,,,,,,18609 Cocqui Rd.,,,Apple Valley,CA,92207,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1370,At Home Elder Care I,,,,,,,,,,,,,(310) 483 6964,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,33.8077347,-118.3163068,,,"At Home Elder Care, Llc",,,,Meenesh Metha,,,198601918,,,,,,,,,,,,,,,,,,,,,,2054 W. 238th Street,,,Torrance,CA,90501,US,Southeast Torrance
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1371,At Home Elderly Care,,,,,,,,,,,,,(510) 278 3906,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,37.6788382,-122.1437846,,,"Deluna, Maria Lourdes & Macabenta, Eloisa D.",,,,"Deluna, Maria Lourdes D.",,,15601132,,,,,,,,,,,,,,,,,,,,,,15734 Via Esmond,,,San Lorenzo,CA,94580,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv1372,At Home In Hummel Village 1,,,,,,,,,,,,,(805) 646 2402,,,,,Continuing Care,,,,,,,,,,,,,,,,,,,,34.8746466,-120.4296949,,,"C&m Victoria Lane, Inc.",,,,Maria Luisa M. Roth,,,425801758,,,,,,,,,,,,,,,,,,,,,,4456 Hummel Drive,,,Orcutt,CA,93455,US,
