row_id,name,typeofcare,description,primary_phone,primary_phone_extension,secondary_phone,secondary_phone_extension,fax,email,website,low_rate,address_line_1,address_line_2,neighborhood,latitude,longitude,city,province,postal_code,country
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-107,Eastry House,55+ Community,,(204) 956 5548,,,,,,,,61 Edmonton St,,Downtown,49.885305,-97.142965,Winnipeg,MB,R3C 1P9,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-108,Downtown Commons,55+ Community,,(204) 988 7678,,,,,c.wels@uwinnipeg.ca,,,320 Colony St,,Colony,49.8898214,-97.1515095,Winnipeg,MB,R3C 0S8,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-109,Grenoble Manor,55+ Community,,(204) 257 5838,,,,,,,,415 St Jean Baptiste,,Central St. Boniface,49.8856016,-97.1144728,Winnipeg,MB,R2H 2X6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-110,Grandview Apts,55+ Community,,(204) 297 4527,,,,,,www.towersrealty.ca,,77 85 93 Eugenie St,,Norwood East,49.8797246,-97.1252832,Winnipeg,MB,R2H 0X6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-111,Foyer VINCENT INC.,55+ Community,,(204) 233 1925,,,,,foyer@mts.net,,,200 Horace St,,Norwood East,49.8804011,-97.1192105,Winnipeg,MB,R2H 0W5,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-112,Eiffel Tower B,55+ Community,,(204) 231 2215,,,,,,www.globegeneral.ca,,261 Goulet St,,Central St. Boniface,49.882852,-97.116465,Winnipeg,MB,R2H 0S3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-113,Eiffel Tower A,55+ Community,,(204) 237 8013,,,,,,www.globegeneral.ca,,291 Goulet St,,Central St. Boniface,49.882906,-97.1149116,Winnipeg,MB,R2H 0S4,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-114,Dawson Trail Apartments,55+ Community,,(204) 256 1011,,,,,,www.wredevelopment.ca,,5 25 35 45 & 55 Leveque St,,Windsor Park,49.8584053,-97.0520636,Winnipeg,MB,R2J 0T6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-115,Columbus Manor,55+ Community,,(204) 233 7080,,,,,,,,100 303 Goulet St,,Central St. Boniface,49.8829844,-97.1134886,Winnipeg,MB,R2H 3C4,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-116,Colonial Courts,55+ Community,,(204) 233 7916,,,,,,,,1006 1024 Archibald St,,Windsor Park,49.8673839,-97.0909985,Winnipeg,MB,R2J 0Z1,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-117,Chez Nous,55+ Community,,(204) 233 7761,,,,,,,,187 de la Cathedrale Ave,,Central St. Boniface,49.8899925,-97.1211566,Winnipeg,MB,R2H 3C6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-118,Chateau Guay,55+ Community,,(204) 940 3485,,,,,231goulet@edisonproperties.ca,www.edisonproperties.ca,,231 Goulet St,,Central St. Boniface,49.8827685,-97.1180664,Winnipeg,MB,R2H 0S1,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-119,Catherine Place (assisted Living),55+ Community,,(204) 231 0999,,,,,info@catherineplace.com,www.catherineplace.com,,190 Raymond Pl,,Norwood East,49.8783794,-97.1178297,Winnipeg,MB,R2H 1C8,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-120,Enfield Estates,55+ Community,,(204) 237 6682,,,,,,,,358 370 Enfield Cr,,Central St. Boniface,49.8839228,-97.1129869,Winnipeg,MB,R2H 1C7,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-121,875 Elizabeth Rd,55+ Community,,,,,,,,,,875 Elizabeth Rd,,Maginot,49.8714308,-97.0815643,Winnipeg,MB,R2J 3K6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-122,101 Marion St,55+ Community,,(204) 945 4663,,,,,,,,101 Marion St,,Central St. Boniface,49.8816538,-97.124732,Winnipeg,MB,R2H 3C5,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-123,Colony Creek,55+ Community,,(204) 775 3855,,,,,,www.sussexrealty.ca,,250 Colony St,,West Broadway,49.8880415,-97.1515137,Winnipeg,MB,R3C 3L8,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-124,Chateau 100,55+ Community,,(204) 452 0110,,,,,,www.qualitymanagement.ca,,72 Donald St,,Downtown,49.8867492,-97.1401813,Winnipeg,MB,R3C 1L7,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-125,Betelstadur Housing Co,55+ Community,,(204) 772 7164,,,,,betelstadur@shaw.ca,www.sam.mb.ca,,Ltd 1061 Sargent Ave,,Sargent Park,49.897529,-97.183653,Winnipeg,MB,R3E 3M6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-126,Colony Square,55+ Community,,(204) 515 6416,,,,,,www.timbercreekcommunities.com,,555 St Mary Ave,,Colony,49.8892875,-97.1523577,Winnipeg,MB,R3C 3X4,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-127,Autumn House INC.,55+ Community,,(204) 772 5929,,,,,,,,100 790 Wellington Ave,,Daniel Mcintyre,49.9000975,-97.1680906,Winnipeg,MB,R3E 3K9,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-128,Arms Of The Cross Housing INC.,55+ Community,,(204) 942 0991,,,,,,www.sam.mb.ca,,555 Burnell St,,Daniel Mcintyre,49.8939335,-97.1698883,Winnipeg,MB,R3G 2L7,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-129,Baptist Mission Apts,55+ Community,,(204) 837 7118,,,,,,,,777 Sargent Ave,,Daniel Mcintyre,49.8970402,-97.1677087,Winnipeg,MB,R3E 0B6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-130,515 Elgin Ave,55+ Community,,,,,,,,,,515 Elgin Ave,,Centennial,49.90354,-97.149505,Winnipeg,MB,R3A 1N9,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-131,"Arlingtonhaus, INC. (independent & Assisted Living)",55+ Community,,(204) 783 3752,,,,,kweihs@bethania.ca,,,880 Arlington St,,Daniel Mcintyre,49.9035644,-97.168499,Winnipeg,MB,R3E 3H2,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-132,444 Kennedy St,55+ Community,,,,,,,,,,444 Kennedy St,,Downtown,49.896674,-97.151441,Winnipeg,MB,R3B 2N5,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-133,470 Pacific Ave,55+ Community,,,,,,,,,,470 Pacific Ave,,Centennial,49.9041361,-97.1469148,Winnipeg,MB,R3A 1R6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-134,195 Young St,55+ Community,,(204) 945 1263,,,,,ute.mckee@gov.mb.ca,,,195 Young St,,West Broadway,49.8860023,-97.1551518,Winnipeg,MB,R3C 3S8,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-135,385 Carlton St,55+ Community,,,,,,,,,,385 Carlton St,,Downtown,49.8959385,-97.1473468,Winnipeg,MB,R3B 3A1,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-136,340 Princess St,55+ Community,,,,,,,,,,340 Princess St,,Logan - C.P.R.,49.9054896,-97.1377572,Winnipeg,MB,R3B 1M6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-137,Westminster Court,55+ Community,,(204) 275 5614,,,,,,,,2945 Pembina hwy,,Richmond West,49.7859849,-97.158268,Winnipeg,MB,R3T 3R1,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-138,VIALOUX VILLAGE,55+ Community,,(204) 417 2528,,,,,,,,3420 Vialoux Dr,,Vialoux,49.8704454,-97.2579617,Winnipeg,MB,R3R 0A4,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-139,The Wellington (assisted Living),55+ Community,,(204) 831 0788,,,,,thewellington@reveraliving.com,www.reveraliving.com,,3161 Grant Ave,,Varsity View,49.859363,-97.251533,Winnipeg,MB,R3R 3R1,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-140,Swedish Canadian Home For Senior Citizens,55+ Community,,(204) 942 0991,,,,,,www.sam.mb.ca,,5419 Roblin Blvd,,Southboine,49.860089,-97.291603,Winnipeg,MB,R3R 0G8,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-141,Portsmouth Retirement Residence (assisted Living),55+ Community,,(204) 284 5432,,,,,retirementinfo@reveraliving.com,www.reveraliving.com,,125 Portsmouth Blvd,,South Tuxedo,49.8526152,-97.2165075,Winnipeg,MB,R3P 2M3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-142,"Manitoba Eastern Star Chalet, INC.",55+ Community,,(204) 889 3687,,,,,chalet@oesmanitoba.ca,www.oesmanitoba.ca,,Box 13 525 Cathcart St,,,49.895136,-97.1383744,Winnipeg,MB,R3R 0S6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-143,Haven Two,55+ Community,,(204) 942 0991,,,,,,www.sam.mb.ca,,1 & 21 Boulton Bay,,,49.895136,-97.1383744,Winnipeg,MB,R3N 1Z5,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-144,Charlesdale Gardens,55+ Community,,(204) 896 6705,,,,,,,,3201 Grant Ave,,Varsity View,49.8589766,-97.2542003,Winnipeg,MB,R3R 2A3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-145,Century Roblin / Century Place,55+ Community,,(204) 832 2404,,,,,,,,3500 Roblin Ave,,Varsity View,49.867784,-97.258591,Winnipeg,MB,R3R 0C8,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-146,Bridgewater Heights,55+ Community,,(204) 505 5484,,,,,,www.broadstreet.ca,,225 North Town Rd,,Waverley West,49.7994613,-97.1923426,Winnipeg,MB,R3Y 0P6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-147,Bramble Estates,55+ Community,,(204) 837 2243,,,,,,,,3901 Grant Ave,,Varsity View,49.8595445,-97.2628064,Winnipeg,MB,R3R 2Z4,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-148,Boulton Estates,55+ Community,,(204) 489 1098,,,,,info@marwest.ca,,,690 Kenaston Blvd,,Mathers,49.8530828,-97.2059566,Winnipeg,MB,R3N 1Z3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-149,Columbus Courts INC.,55+ Community,,(204) 982 2000,,,,,brenda@lifelease.ca,,,253 Edgeland Blvd,,Edgeland,49.867647,-97.210634,Winnipeg,MB,R3P 0S1,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-150,Assiniboine Links (assisted Living),55+ Community,,(204) 897 6854,,,,,assiniboinelinks@shaw.ca,,,4025 Roblin Blvd,,Ridgedale,49.8678743,-97.2675514,Winnipeg,MB,R3R 3V5,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-151,VILLA Nova Senior Home,55+ Community,,(204) 489 8648,,,,,jnasuti@shaw.ca,,,1035 Wilkes Ave,,Brockville,49.8476849,-97.1912047,Winnipeg,MB,R3P 1T1,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-152,The Waverley (assisted Living),55+ Community,,(204) 487 9600,,,,,thewaverley@reveraliving.com,www.reveraliving.com,,857 Wilkes Ave,,Brockville,49.8482311,-97.1806203,Winnipeg,MB,R3P 2M2,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-153,Shaftesbury Park Retirement Residence (assisted Living),55+ Community,,(204) 885 7272,,,,,,www.allseniorscare.com,,905 Shaftesbury Blvd,,South Tuxedo,49.846204,-97.230024,Winnipeg,MB,R3P 0Y3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-154,The Parkway II (assisted Living),55+ Community,,(204) 487 8500,,,,,reception@theparkway.ca,,,95 Paget St,,Brockville,49.8433092,-97.194053,Winnipeg,MB,R3P 1E8,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-155,The Parkway II,55+ Community,,(204) 487 8500,,,,,reception@theparkway.ca,,,95 Paget St,,Brockville,49.8433092,-97.194053,Winnipeg,MB,R3P 1E8,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-156,Summerland Apartments,55+ Community,,(204) 269 7677,,,,,summerland2@yahoo.ca,www.wredevelopment.ca,,77 University Cr,,Montcalm,49.8164307,-97.14947,Winnipeg,MB,R3T 3N8,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-157,Sterling House (assisted Living),55+ Community,,(204) 489 4745,,,,,,www.homesteadmanitoba.ca,,909 Wilkes Ave,,Brockville,49.8475707,-97.1852935,Winnipeg,MB,R3P 2S5,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-158,Southview Plaza,55+ Community,,(204) 269 8078,,,,,,,,2080 Pembina hwy,,Montcalm,49.8153107,-97.150537,Winnipeg,MB,R3T 2G9,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-159,The Parkway (assisted Living),55+ Community,,(204) 487 8500,,,,,,www.theparkway.ca,,85 Paget St,,Brockville,49.84369,-97.193331,Winnipeg,MB,R3P 0Y8,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-160,Silverview Estates,55+ Community,,(204) 275 5644,,,,,,,,2141 Pembina Hwy,,Montcalm,49.8130224,-97.1522962,Winnipeg,MB,R3T 5S9,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-161,Riverwood Square (the Landing,55+ Community,,(204) 275 7632,,,,,lsherrin@riverwoodsquare.com,www.riverwoodsquare.com,,Assisted living 1778 Pembina Hwy,,Pembina Strip,49.8256662,-97.1520582,Winnipeg,MB,R3T 1R2,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-162,Richmond VILLAGE,55+ Community,,(204) 269 1649,,,,,,www.rentcanada.com,,106 160 Ulster St,,Fort Richmond,49.7943486,-97.1518507,Winnipeg,MB,R3T 4W3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-163,Rembrandt Gardens,55+ Community,,(204) 275 3289,,,,,,,,2393 & 2395 Pembina Hwy,,Montcalm,49.8049246,-97.1569082,Winnipeg,MB,R3T 2H4,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-164,Richmond Gardens,55+ Community,,(204) 261 8145,,,,,gwsc@shaw.ca,,,2900 Pembina Hwy,,Fort Richmond,49.786678,-97.156436,Winnipeg,MB,R3T 3Z3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-165,Lindenwood Terrace (assisted Living),55+ Community,,(204) 489 2112,,,,,ltadmin@lindenwood.ca,www.lindenwood.ca,,100 475 Lindenwood Dr,,Linden Woods,49.8277245,-97.2002722,Winnipeg,MB,R3P 2P3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-166,Fort Garry Rotary VILLA,55+ Community,,,,,,,,,,528 Hudson St,,Maybank,49.8290435,-97.1539524,Winnipeg,MB,R3T 4E3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-167,Lindenwood Manor (assisted Living),55+ Community,,(204) 475 9990,,,,,ltadmin@lindenwood.ca,www.lindenwood.ca,,100 475 Lindenwood Dr,,Linden Woods,49.8277245,-97.2002722,Winnipeg,MB,R3P 2P3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-168,Fort Garry Plaza,55+ Community,,(204) 475 6412,,,,,kiwanis@mts.net,,,230 970 Point Rd,,Point Road,49.847698,-97.1513839,Winnipeg,MB,R3T 1E1,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-169,Delta Manor,55+ Community,,(204) 940 3480,,,,,100adamar@edisonproperties.ca,www.edisonproperties.ca,,100 Adamar Rd,,Pembina Strip,49.8250457,-97.150074,Winnipeg,MB,R3T 3X6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-170,Chancellor Gate,55+ Community,,(204) 415 5712,,,,,,www.karmaproperties.ca,,100 919 Chancellor Dr,,Montcalm,49.8163089,-97.153917,Winnipeg,MB,R3T 6B5,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-171,Cooperative Chalet St. Norbert Ltd.,55+ Community,,(204) 275 0901,,,,,chaletstnorbert@shawbiz.ca,,,80 St Pierre St,,St. Norbert,49.764214,-97.143096,Winnipeg,MB,R3V 1J8,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-172,Baylor Place,55+ Community,,(204) 269 5643,,,,,,www.rentcanada.com,,110 Baylor Pl,,Fort Richmond,49.7852181,-97.1528416,Winnipeg,MB,R3T 3K1,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-173,Arizona Plaza,55+ Community,,(204) 275 0884,,,,,,www.wredevelopment.ca,,1650 Pembina Hwy,,Crescent Park,49.8299501,-97.1509218,Winnipeg,MB,R3T 2G3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-174,Adamar  Manor,55+ Community,,(204) 940 3481,,,,,110adamar@edisonproperties.ca,www.edistonproperties.ca,,110 Adamar Rd,,Pembina Strip,49.8243193,-97.1499107,Winnipeg,MB,R3T 3M3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-175,Olympic Towers,55+ Community,,(204) 898 7165,,,,,,,,480 Charles St,,St. John's,49.9231199,-97.1291802,Winnipeg,MB,R2W 4B9,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-176,Park Royal Apts.,55+ Community,,(204) 336 0098,,,,,,,,1050 McGregor St,,Margaret Park,49.9470506,-97.1261433,Winnipeg,MB,R2V 2J3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-177,Northwood Oaks,55+ Community,,(204) 633 2708,,,,,,www.globegeneral.ca,,1452 Jefferson Ave,,The Maples,49.9563003,-97.1727731,Winnipeg,MB,R2P 0Z2,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-178,Monash Manor INC.,55+ Community,,(204) 942 0991,,,,,,www.sam.mb.ca,,865 Sinclair St,,Garden City,49.9416152,-97.1418638,Winnipeg,MB,R2V 3H3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-179,Luther Home,55+ Community,,(204) 338 4641,,,,,rhardie@lutherhome.mb.ca,www.lutherhome.com,,1084 Powers St,,Jefferson,49.944717,-97.122287,Winnipeg,MB,R2V 2G8,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-180,Luther Home,55+ Community,,(204) 336 5391,,,,,rhardie@lutherhome.mb.ca,www.lutherhome.com,,1080 Powers St,,Jefferson,49.9443753,-97.1219321,Winnipeg,MB,R2V 2G8,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-181,Leila Square,55+ Community,,(204) 633 2085,,,,,,,,207 211 215 Watson St,,Leila - McPhillips Triangle,49.9545036,-97.1524239,Winnipeg,MB,R2P 2E1,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-182,H.s.b.a. Gardens,55+ Community,,(204) 338 4671,,,,,,,,1001 Sinclair St,,Garden City,49.9468272,-97.1366163,Winnipeg,MB,R2V 3E7,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-183,Garden Towers,55+ Community,,(204) 339 4687,,,,,,,,611 Jefferson Ave,,Garden City,49.940892,-97.140561,Winnipeg,MB,R2V 0P4,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-184,Crystallite Apartments,55+ Community,,(204) 338 1137,,,,,,www.crystalproperties.ca,,445 Partridge Ave,,Jefferson,49.945574,-97.1254321,Winnipeg,MB,R2V 3H6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-185,D.a.l.a.c.p.t. Housing Co,55+ Community,,(204) 982 2000,,,,,,,,200 Watson St,,Leila - McPhillips Triangle,49.952591,-97.1523293,Winnipeg,MB,R2P 1Z6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-186,Winwood Gardens,55+ Community,,(204) 668 4700,,,,,,,,1150 1152 1154 Munroe Ave,,Munroe East,49.9063446,-97.0680469,Winnipeg,MB,R2K 3S4,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-187,Silverlion Apts,55+ Community,,(204) 663 6409,,,,,,,,273 Talbot Ave,,Chalmers,49.908669,-97.1119643,Winnipeg,MB,R2L 0P7,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-188,Beit,55+ Community,,(204) 338 4671,,,,,,,,Am B'Nay Abraham 765 Aikins St,,,49.895136,-97.1383744,Winnipeg,MB,R2V 3S2,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-189,Sunrise Towers,55+ Community,,(204) 940 3491,,,,,1335henderson@edisonproperties.ca,www.edisonproperties.ca,,225 Arby Bay,,Rossmere - A,49.9425954,-97.0868856,Winnipeg,MB,R2G 0P1,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-190,Tu,55+ Community,,(204) 663 0127,,,,,,,,Pelo Estates 351 & 357 Tu Pelo Ave,,Valley Gardens,49.9272768,-97.0694865,Winnipeg,MB,R2K 4H1,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-191,Amber Meadow (assisted Living),55+ Community,,(204) 633 5467,,,,,jeffrey.angeles@atriaretirement.ca,www.ambermeadow.com,,320 Pipeline Rd,,Amber Trails,49.9593188,-97.1624467,Winnipeg,MB,R2P 2X5,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-192,Sarina Towers,55+ Community,,(204) 940 3491,,,,,1335henderson@edisonproperties.ca,www.edisonproperties.ca,,1335 Henderson Hwy,,Rossmere - A,49.9430518,-97.0874302,Winnipeg,MB,R2G 1M6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-193,Carriage House North,55+ Community,,(204) 338 9323,,,,,,,,535 Leila Ave,,Templeton - Sinclair,49.9472946,-97.1277319,Winnipeg,MB,R2V 3N5,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-194,Consulate North,55+ Community,,334 4357,,,,,,,,595 Leila Ave,,Templeton - Sinclair,49.9486367,-97.1320284,Winnipeg,MB,R2V 3R7,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-195,Ruth Gardens,55+ Community,,(204) 515 5529,,,,,RuthGardens@EdisonProperties.ca,www.edisonproperties.ca,,1167 Rothesay St,,Rossmere - A,49.9370341,-97.0801736,Winnipeg,MB,R2G 1T6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-196,Riverside VILLAGE B,55+ Community,,(240) 940 3494,,,,,1660henderson@edisonproperties.ca,www.edisonproperties.ca,,1650 Henderson Hwy,,Valhalla,49.950923,-97.082736,Winnipeg,MB,R2G 1N7,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-197,Riverside Plaza,55+ Community,,(204) 940 3494,,,,,1660henderson@edisonproperties.ca,www.edisonproperties.ca,,1660 Henderson Hwy,,Valhalla,49.9511268,-97.0806756,Winnipeg,MB,R2G 1H7,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-198,Parkwood Square,55+ Community,,(204) 654 4672,,,,,,www.rentcanada.com,,170 & 190 Watt Ave,,Chalmers,49.910347,-97.1043569,Winnipeg,MB,R2L 2B7,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-199,Parkside Plaza,55+ Community,,(230) 940 3493,,,,,1630henderson@edisonproperties.ca,www.edisonproperties.ca,,1630 Henderson Hwy,,Valhalla,49.9502164,-97.0821044,Winnipeg,MB,R2G 2B9,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-200,Park Glen Manor,55+ Community,,(204) 667 2342,,,,,,www.wredevelopment.ca,,120 Prevette St,,Munroe East,49.9079278,-97.0696169,Winnipeg,MB,R2K 3L4,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-201,L & B Towers,55+ Community,,(204) 940 3487,,,,,415edison@edisonproperties.ca,www.edisonproperties.ca,,415 Edison Ave,,Rossmere - A,49.938084,-97.07839,Winnipeg,MB,R2G 0M3,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-202,Oakland Gardens I & II,55+ Community,,(240) 940 3484,,,,,210oakland@edisonproperties.ca,www.edisonproperties.ca,,210 220 Oakland Ave,,Rossmere - A,49.9366687,-97.0916126,Winnipeg,MB,R2G 3C6,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-203,Kiwanis Homes Of East Kildonan,55+ Community,,+2 (004) 668 0076,,,,,,,,821 735 749 Golspie Ave,,Munroe West,49.9213927,-97.0864057,Winnipeg,MB,R2K 2V5,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-204,Norway House,55+ Community,,(204) 940 3490,,,,,1301rothsay@edisonproperties.ca,www.edisonproperties.ca,,1301 Rothesay St,,Rossmere - A,49.9386853,-97.0783303,Winnipeg,MB,R2G 1T9,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-205,Kingsfordhaus Co,55+ Community,,(204) 663 2233,,,,,,,,Ltd 426 Kingsford Ave,,Rossmere - A,49.938602,-97.083248,Winnipeg,MB,R2G 0J8,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-206,Kimberly Gardens,55+ Community,,(204) 668 5549,,,,,,www.homebase.ca,,710 & 720 Grey St,,,49.895136,-97.1383744,Winnipeg,MB,R2K 3W9,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-207,Kildonan Manor,55+ Community,,(204) 334 9537,,,,,,,,1607 Henderson Hwy,,River East,49.9490524,-97.0819189,Winnipeg,MB,R2G 4B7,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-208,Kildonan House (assisted Living),55+ Community,,(204) 338 8182,,,,,info@homesteadkildonanhouse.ca,www.homesteadkildonanhouse.ca,,216 Edison Ave,,Rossmere - A,49.9407549,-97.0890728,Winnipeg,MB,R2G 4H7,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-209,Kildonan Horizons,55+ Community,,(204) 669 0754,,,,,,,,505 Munroe Ave,,Munroe West,49.9178031,-97.0971989,Winnipeg,MB,R2K 3Z2,Canada
Canada-MB-22-SeniorHousing-22-SeniorHousing-NORMALIZED-210,Granite House,55+ Community,,(204) 940 3489,,,,,1100henderson@edisonproperties.ca,www.edisonproperties.ca,,1100 Henderson Hwy,,Kildonan Drive,49.9381637,-97.0942265,Winnipeg,MB,R2G 1L2,Canada
