row_id,﻿Facility Name,Facility Type(s),Address1,Address2,City,Zip,State,Phone,Fax,Website,Country
USA-KS-89-KS-AssistedLiving-output-141,Osage Nursing & Rehabilitation Center,Nursing Facility,1017 Main St,,Osage City,66523-1256,KS,785-528-3138,785-528-4895,www.americareusa.net/skilled_nursing_facility/Osage_City_KS/zip_66523/americare/1352,US
USA-KS-89-KS-AssistedLiving-output-142,Peterson Health Care,Nursing Facility,630 Holliday St,,Osage City,66523-1138,KS,785-528-4420,785-528-3501,,US
USA-KS-89-KS-AssistedLiving-output-143,Vintage Park at Osage City LLC,Assisted Living,1403 Laing St,,Osage City,66523,KS,785-528-5095,785-528-4267,www.gracemanagement.com,US
USA-KS-89-KS-AssistedLiving-output-144,Life Care Center of Osawatomie,Nursing Facility,1615 Parker Ave,,Osawatomie,66064-1703,KS,913-755-4165,913-755-1979,lifecarecenterofosawatomie.com,US
USA-KS-89-KS-AssistedLiving-output-145,Vintage Park at Osawatomie LLC,Assisted Living,1520 Parker Ave,,Osawatomie,66064,KS,913-755-2167,913-755-4855,www.gracemanagement.com,US
USA-KS-89-KS-AssistedLiving-output-146,Hickory Pointe Care & Rehab Center,Nursing Facility,700 Cherokee St,,Oskaloosa,66066-5054,KS,785-863-2108,785-863-2735,www.hickorypointecare.com,US
USA-KS-89-KS-AssistedLiving-output-147,Oswego Health & Rehabilitation,Nursing Facility,1104 Ohio St,,Oswego,67356-9059,KS,620-795-4429,620-795-2748,oswegohealthandrehab.com,US
USA-KS-89-KS-AssistedLiving-output-148,Ottawa Retirement Plaza,Assisted Living,1042 W 15th,,Ottawa,66067-3998,KS,785-242-1127,785-242-1536,www.deaconess-healthcare.com/Ottawa_Retirement_Village,US
USA-KS-89-KS-AssistedLiving-output-149,Brookside Retirement Community,Nursing Facility,700 W 7th St,,Overbrook,66524-0327,KS,785-665-7124,785-665-7277,www.brooksideks.com,US
USA-KS-89-KS-AssistedLiving-output-150,Brookside Retirement Community Assisted Living,Assisted Living,702 W 7th St,,Overbrook,66524,KS,785-665-3246,785-665-3247,www.brooksideks.com,US
USA-KS-89-KS-AssistedLiving-output-151,Advanced Health Care of Overland Park,Nursing Facility,4700 Indian Creek Parkway,,Overland Park,66210,KS,913-890-8400,,www.ahcfacilities.com/overlandpark,US
USA-KS-89-KS-AssistedLiving-output-152,Bickford of Overland Park,RHCF,10665 Barkley,,Overland Park,66212,KS,913-642-5400,913-642-3488,www.enrichinghappiness.com/branch/bickford-of-overland-park,US
USA-KS-89-KS-AssistedLiving-output-153,Brookdale College Square,RHCF,11000 Oakmont Ave,,Overland Park,66210-1100,KS,913-491-1144,913-491-1991,www.brookdale.com,US
USA-KS-89-KS-AssistedLiving-output-154,Brookdale Overland Park,Nursing Facility,12000 Lamar,,Overland Park,66209,KS,913-663-2888,,www.brookdale.com,US
USA-KS-89-KS-AssistedLiving-output-155,Delmar Gardens of Overland Park,Nursing Facility,12100 W 109th St,,Overland Park,66210-1200,KS,913-469-4210,913-469-0136,www.delmargardens.com,US
USA-KS-89-KS-AssistedLiving-output-156,Garden Terrace at Overland Park,Nursing Facility,7541 Switzer St,,Overland Park,66214-1170,KS,913-631-2273,913-631-7154,www.gardenterraceatoverlandpark.com,US
USA-KS-89-KS-AssistedLiving-output-157,Indian Creek Healthcare Center,Nursing Facility,6515 W 103rd St,,Overland Park,66212-1728,KS,913-642-5545,913-433-7273,www.savaseniorcare.com,US
USA-KS-89-KS-AssistedLiving-output-158,Lamar Court Assisted Living Community,Assisted Living,11909 Lamar,,Overland Park,66209,KS,913-906-9696,913-906-9955,www.lamarcourtalf.com,US
USA-KS-89-KS-AssistedLiving-output-159,Morningside Place,RHCF,6921 W 81st St.,,Overland Park,66204,KS,913-901-8500,913-901-8505,,US
USA-KS-89-KS-AssistedLiving-output-160,Overland Park Nursing & Rehab Center Inc,Nursing Facility,6501 W 75th St,,Overland Park,66204-3017,KS,913-383-9866,913-383-1629,www.overlandparknursing.com,US
USA-KS-89-KS-AssistedLiving-output-161,Park Meadows Senior Living,Assisted Living,5901 West 107th St,,Overland Park,66207-3851,KS,913-901-8200,913-901-8243,www.parkmeadowsseniorliving.com,US
USA-KS-89-KS-AssistedLiving-output-162,Promise Skilled Nursing Facility of Overland Park,Nursing Facility,6505 W 103rd St,,Overland Park,66212-1728,KS,913-652-3267,913-649-2408,www.promise-overlandpark.com,US
USA-KS-89-KS-AssistedLiving-output-163,Rose Estates Assisted Living Community,Assisted Living,12700 Antioch Rd,,Overland Park,66213-2723,KS,913-825-9600,913-828-9601,www.roseestatesalf.com,US
USA-KS-89-KS-AssistedLiving-output-164,Silvercrest at Deer Creek,Assisted Living,13060 S Metcalf Ave,,Overland Park,66213-2618,KS,913-681-1101,913-685-4943,www.silvercrestdeercreek.com,US
USA-KS-89-KS-AssistedLiving-output-165,Stratford Commons Memory Care Community,Assisted Living,12340 Quivera Rd,,Overland Park,66213,KS,913-851-0215,913-851-8675,www.stratfordmemorycare.com,US
USA-KS-89-KS-AssistedLiving-output-166,Stratford Commons Rehabilitation & Health Care Center,Nursing Facility,12340 Quivira Road,,Overland Park,66213,KS,913-851-0215,913-851-8675,www.stratfordrehabbytutera.com,US
USA-KS-89-KS-AssistedLiving-output-167,The Atriums Senior Living Community,RHCF,7300 W 107 St,,Overland Park,66212,KS,913-381-6000,913-642-5319,www.atriumsretirement.com,US
USA-KS-89-KS-AssistedLiving-output-168,The Forum at Overland Park,Assisted Living; Nursing Facility,3501 W 95th St,,Overland Park,66206,KS,913-648-4980,913-648-6114,www.theforumatoverlandpark.com,US
USA-KS-89-KS-AssistedLiving-output-169,The Healthcare Resort of Shawnee Mission,Nursing Facility,7600 Antioch Rd,,Overland Park,66204,KS,913-383-2001,,,US
USA-KS-89-KS-AssistedLiving-output-170,Medicalodges Oxford,Nursing Facility,200 S Ohio St,,Oxford,67119-0458,KS,620-455-2214,620-455-2572,,US
USA-KS-89-KS-AssistedLiving-output-171,Medicalodges Paola,Nursing Facility,501 Assembly Ln,,Paola,66071-1854,KS,913-294-3345,913-294-3115,www.medicalodgespaola.com,US
USA-KS-89-KS-AssistedLiving-output-172,North Point Skilled Nursing Center,Nursing Facility,908 N Pearl St,,Paola,66071-1140,KS,913-294-4308,913-294-4479,www.americareusa.net/skilled_nursing_facility/Paola_KS/zip_66071/americare/1351,US
USA-KS-89-KS-AssistedLiving-output-173,Peabody Health & Rehabilitation,Nursing Facility; RHCF,407 N Locust,,Peabody,66866,KS,620-983-2152,620-983-2281,peabodyhealthandrehab.com,US
USA-KS-89-KS-AssistedLiving-output-174,Gran Villas Pittsburg,Assisted Living,1004 E Centennial,,Pittsburg,66762,KS,620-231-4554,620-231-1156,www.granvillaspittsburg.com,US
USA-KS-89-KS-AssistedLiving-output-175,Guest Home Estates IV,RHCF,1910 E Centennial Dr,,Pittsburg,66762,KS,620-235-0522,620-235-0533,www.guesthomeestates.com/guest-home-estates-iv,US
USA-KS-89-KS-AssistedLiving-output-176,Medicalodges Pittsburg,Nursing Facility,2520 S Rouse St,,Pittsburg,66762-6605,KS,620-231-0300,620-231-1818,www.medicalodgespittsburg.com,US
USA-KS-89-KS-AssistedLiving-output-177,"Pittsburg Care & Rehabilitation Center, LLC",Nursing Facility,1005 E Centennial Dr,,Pittsburg,66762-6603,KS,620-231-1120,620-231-2943,,US
USA-KS-89-KS-AssistedLiving-output-178,Brighton Gardens of Prairie Village,Nursing Facility; RHCF,7105 Mission Rd,,Prairie Village,66208-3302,KS,913-262-1611,913-262-0204,www.sunriseseniorliving.com,US
USA-KS-89-KS-AssistedLiving-output-179,Pratt Health & Rehabilitation,Nursing Facility,1221 Larimer St,,Pratt,67124-1241,KS,620-672-6541,620-672-5275,pratthealthandrehab.com,US
USA-KS-89-KS-AssistedLiving-output-180,Gove County Medical Center LTCU,Nursing Facility,520 W 5th St, PO Box 129,Quinter,67752-0129,KS,785-754-3341,785-754-3329,www.gcmc.ws,US
USA-KS-89-KS-AssistedLiving-output-181,Richmond Healthcare & Rehab Center,Nursing Facility,340 E South St,,Richmond,66080-4021,KS,785-835-6135,785-835-6179,,US
USA-KS-89-KS-AssistedLiving-output-182,Fountainview Nursing & Rehab Center,Assisted Living; Nursing Facility,601 N Rose Hill Rd,,Rose Hill,67133-9336,KS,316-776-2194,316-776-9370,www.fountainviewnursing.com,US
USA-KS-89-KS-AssistedLiving-output-183,Rossville Healthcare & Rehab Center,Nursing Facility,600 Perry,,Rossville,66533-0787,KS,785-584-6104,785-584-6804,,US
USA-KS-89-KS-AssistedLiving-output-184,Homestead of Russell,Assisted Living,1070 E Wichita Ave,,Russell,67665-2452,KS,785-483-5882,785-483-2797,,US
USA-KS-89-KS-AssistedLiving-output-185,Wheatland Nursing & Rehabilitation Center,Nursing Facility,320 S Lincoln St,,Russell,67665-2910,KS,785-483-5364,785-483-4981,www.americareusa.net/skilled_nursing_facility/Russell_KS/zip_67665/americare/1356,US
USA-KS-89-KS-AssistedLiving-output-186,Sabetha Manor,Nursing Facility,1441 Oregon St,,Sabetha,66534-2134,KS,785-284-3411,785-284-0013,www.americareusa.net/skilled_nursing_facility/Sabetha_KS/zip_66534/americare/1355,US
USA-KS-89-KS-AssistedLiving-output-187,Dignity Care Home,RHCF,745 Faith Dr,,Salina,67401-5269,KS,785-823-3434,785-823-3737,,US
USA-KS-89-KS-AssistedLiving-output-188,Eaglecrest Retirement Community,Assisted Living,1501 E Magnolia Rd,,Salina,67401,KS,785-309-1501,785-309-1502,www.midwest-health.com/eaglecrest,US
USA-KS-89-KS-AssistedLiving-output-189,Holiday Resort of Salina,Nursing Facility,2825 Resort Dr,,Salina,67401,KS,785-825-2201,785-820-9352,www.midwest-health.com/holiday-resort,US
USA-KS-89-KS-AssistedLiving-output-190,Kenwood View Health and Rehabilitation Center,Nursing Facility,900 Elmhurst Blvd,,Salina,67401-7402,KS,785-825-5471,785-825-2432,www.kenwoodview.com,US
USA-KS-89-KS-AssistedLiving-output-191,Legacy at Salina,Nursing Facility,623 S 3rd St,,Salina,67401,KS,785-825-6757,,,US
USA-KS-89-KS-AssistedLiving-output-192,Pinnacle Park Nursing & Rehab Center,Nursing Facility,2936 Georgia Ave,,Salina,67401-7933,KS,785-825-6954,785-827-1327,www.pinnacleparkrehab.com,US
USA-KS-89-KS-AssistedLiving-output-193,Smoky Hill Rehabilitation Center,Nursing Facility,1007 Johnstown Ave,,Salina,67401-3021,KS,785-823-7107,785-823-7631,www.hmghealthcare.com,US
USA-KS-89-KS-AssistedLiving-output-194,Pleasant Valley Manor,Nursing Facility,613 E Elm St, PO Box 40,Sedan,67361-1406,KS,620-725-3153,620-725-5536,www.americareusa.net/skilled_nursing_facility/Sedan_KS/zip_67361/americare/1353,US
USA-KS-89-KS-AssistedLiving-output-195,Diversicare of Sedgwick,Nursing Facility,712 Monroe Ave, PO Box 49,Sedgwick,67135-0049,KS,316-772-5185,316-772-0396,diversicareofsedgwick.com,US
USA-KS-89-KS-AssistedLiving-output-196,Life Care Center of Seneca,Nursing Facility,512 Community Dr,,Seneca,66538-9781,KS,785-336-3528,785-336-3621,lifecarecenterofseneca.com,US
USA-KS-89-KS-AssistedLiving-output-197,Brookdale Rosehill,Assisted Living; Nursing Facility,12802 Johnson Dr,,Shawnee,66216-1645,KS,913-962-7600,913-962-7601,,US
USA-KS-89-KS-AssistedLiving-output-198,Brookdale Shawnee,RHCF,11400 W 65th St,,Shawnee,66203-5555,KS,913-248-1500,913-248-0030,www.brookdale.com,US
USA-KS-89-KS-AssistedLiving-output-199,Sharon Lane Health Services,Nursing Facility,10315 Johnson Dr,,Shawnee,66203-3065,KS,913-631-8200,913-631-7723,www.sharonlane.com,US
USA-KS-89-KS-AssistedLiving-output-200,Shawnee Gardens Healthcare & Rehab Center,Nursing Facility,6416 Long St,,Shawnee,66216-2500,KS,913-631-2146,913-631-0163,,US
USA-KS-89-KS-AssistedLiving-output-201,Smith Center Health & Rehabilitation,Nursing Facility,117 W 1st St #369,,Smith Center,66967-2005,KS,785-282-6696,785-282-3336,smithcenterhealthandrehab.com,US
USA-KS-89-KS-AssistedLiving-output-202,"Spring Hill Care & Rehabilitation Center, LLC",Nursing Facility,251 E Wilson Ave,,Spring Hill,66083-8713,KS,913-592-3100,913-592-2235,,US
USA-KS-89-KS-AssistedLiving-output-203,Atria Hearthstone West,Assisted Living,3515 SW 6th Ave,,Topeka,66606-1900,KS,785-234-6225,785-234-4002,www.atriaseniorliving.com,US
USA-KS-89-KS-AssistedLiving-output-204,"Autumn Home Plus, Inc.",Home Plus,747 NW Walnut Ln,,Topeka,66617,KS,785-232-0730,785-232-9733,,US
USA-KS-89-KS-AssistedLiving-output-205,Brighton Place West,Nursing Facility,331 SW Oakley Ave,,Topeka,66606-1914,KS,785-232-1212,785-232-3907,savaseniorcare.com,US
USA-KS-89-KS-AssistedLiving-output-206,Brookdale Topeka,RHCF,5800 SW Drury Lane,,Topeka,66604-2262,KS,785-271-5100,785-271-5595,www.brookdale.com,US
USA-KS-89-KS-AssistedLiving-output-207,Countryside Health Center,Nursing Facility; RHCF,440 SE Woodland Ave,,Topeka,66607-2172,KS,785-234-6147,785-232-8781,www.midwest-health.com,US
USA-KS-89-KS-AssistedLiving-output-208,Legacy on 10th Avenue,Nursing Facility,2015 SE 10th Ave,,Topeka,66607-1698,KS,785-233-8918,785-233-4212,,US
USA-KS-89-KS-AssistedLiving-output-209,Lexington Park Assisted Living,Assisted Living,1021 SW Fleming Ct,,Topeka,66604-1851,KS,785-440-0399,785-440-0498,www.midwest-health.com/kelly-house-topeka,US
USA-KS-89-KS-AssistedLiving-output-210,Lexington Park Nursing & Post Acute Center,Nursing Facility,1031 SW Fleming Ct,,Topeka,66604,KS,785-440-0500,785-440-0505,www.midwest-health.com/lexington-park-health-rehab,US
USA-KS-89-KS-AssistedLiving-output-211,Manorcare Health Services of Topeka,Nursing Facility,2515 SW Wanamaker Rd,,Topeka,66614-5269,KS,785-271-6808,785-271-1189,www.heartland-manorcare.com/locations/manorcare-health-services-topeka,US
USA-KS-89-KS-AssistedLiving-output-212,McCrite Plaza Health Center,Nursing Facility,1610 SW 37th St,,Topeka,66611-2564,KS,785-267-2960,785-267-0138,www.mccriteretirement.com,US
USA-KS-89-KS-AssistedLiving-output-213,McCrite Retirement Assisted Living,Assisted Living,1608 SW 37th Street,,Topeka,66611,KS,785-267-2960,785-267-0138,www.mccriteretirement.com,US
USA-KS-89-KS-AssistedLiving-output-214,Peggy Kelly House I,RHCF,2111 SW Randolph Ave,,Topeka,66614-1547,KS,785-234-8888,785-234-0885,www.midwest-health.com/kelly-house-topeka,US
USA-KS-89-KS-AssistedLiving-output-215,Peggy Kelly House II,RHCF,1800 Fairmont Rd,,Topeka,66604-3699,KS,785-271-9594,785-271-6638,www.midwest-health.com/kelly-house-topeka,US
USA-KS-89-KS-AssistedLiving-output-216,Plaza West Regional Health Center,Nursing Facility,1570 SW Westport Dr,,Topeka,66604-4030,KS,785-271-6700,785-271-6709,www.plazawestcare.com,US
USA-KS-89-KS-AssistedLiving-output-217,Rolling Hills Assisted Living Apartments,Assisted Living,2410 SW Urish Rd,,Topeka,66614-4347,KS,785-273-2202,785-271-2496,www.midwest-health.com/rolling-hills,US
USA-KS-89-KS-AssistedLiving-output-218,Rolling Hills Health Center,Nursing Facility,2400 SW Urish Rd,,Topeka,66614-4347,KS,785-273-5001,785-273-0794,www.midwest-health.com/rolling-hills-health-rehab,US
USA-KS-89-KS-AssistedLiving-output-219,Tanglewood Nursing & Rehabilitation,Nursing Facility,5015 SW 28th St,,Topeka,66614-2319,KS,785-273-0886,785-273-0959,www.hmghealthcare.com,US
USA-KS-89-KS-AssistedLiving-output-220,The Healthcare Resort of Topeka,Nursing Facility,6300 SW 6th Ave,,Topeka,66615,KS,785-272-2124,785-272-2125,,US
USA-KS-89-KS-AssistedLiving-output-221,The Homestead of Topeka,Assisted Living,5820 SW Drury Ln,,Topeka,66604-2262,KS,785-272-2200,785-272-3862,www.midwest-health.com/topeka,US
USA-KS-89-KS-AssistedLiving-output-222,Winter Meadow Homes I,Home Plus,2832 SW Mulvane St,,Topeka,66611-1626,KS,785-234-2989,785-234-2989,,US
USA-KS-89-KS-AssistedLiving-output-223,Valley Health Care Center,Nursing Facility; RHCF,400 12th St, PO Box 189,Valley Falls,66088-0189,KS,785-945-3832,785-945-3708,www.midwest-health.com/valley,US
USA-KS-89-KS-AssistedLiving-output-224,"Wakefield Care & Rehabilitation Center, LLC",Assisted Living; Nursing Facility,509 Grove St,,Wakefield,67487-9159,KS,785-461-5417,785-461-5667,,US
USA-KS-89-KS-AssistedLiving-output-225,Wathena Healthcare & Rehabilitation Center,Nursing Facility,2112 Hwy 36,,Wathena,66090-0649,KS,785-989-3141,785-989-3365,,US
USA-KS-89-KS-AssistedLiving-output-226,Coffey County Hospital LTCU DBA Sunset Manor,Nursing Facility,128 S Pearson,,Waverly,66871,KS,785-733-2744,785-733-2514,,US
USA-KS-89-KS-AssistedLiving-output-227,"Wellington Care & Rehabilitation Center, LLC",Nursing Facility,102 W Botkin St,,Wellington,67152-2302,KS,620-326-7437,620-326-7421,,US
USA-KS-89-KS-AssistedLiving-output-228,Wellington Health & Rehabilitation,Nursing Facility,1600 W 8th St,,Wellington,67152,KS,620-326-2232,620-326-5769,wellingtonhealthandrehab.com,US
USA-KS-89-KS-AssistedLiving-output-229,Wellsville Manor,Assisted Living; Nursing Facility,304 W 7th,,Wellsville,66092-7800,KS,785-883-4101,785-883-2200,www.wellsvillerc.com,US
USA-KS-89-KS-AssistedLiving-output-230,Avita Health and Rehab at Reeds Cove,Nursing Facility,2114 North 127th Court East,,Wichita,67228,KS,316-500-8800,,reedscovehealthandrehab.com,US
USA-KS-89-KS-AssistedLiving-output-231,Avita Senior Living at Rolling Hills,Assisted Living; RHCF,629 S Maize Ct,,Wichita,67209,KS,316-361-2500,,avitarollinghills.com,US
USA-KS-89-KS-AssistedLiving-output-232,Caring Hearts for Senior Living,Home Plus,1229 S Byron Rd,,Wichita,67209,KS,316-993-8942,316-773-2492,,US
USA-KS-89-KS-AssistedLiving-output-233,Comfort Care Homes Inc #509,Home Plus,509 N Tallyrand St,,Wichita,67206-1603,KS,316-685-3322,316-685-9822,www.comfortcarehomes.com,US
USA-KS-89-KS-AssistedLiving-output-234,Family Health & Rehabilitation Center,Nursing Facility,639 S Maize Ct,,Wichita,67209-1337,KS,316-425-5600,316-425-8400,www.familyhealthrehab.com,US
USA-KS-89-KS-AssistedLiving-output-235,"Fusion Senior Care Homes, LLC",Home Plus,512 N. Bebe Street,,Wichita,67212,KS,316-462-9595,,,US
USA-KS-89-KS-AssistedLiving-output-236,Homestead of Crestview,Assisted Living,600 N 127th St E,,Wichita,67206-2830,KS,316-733-8100,316-733-8033,www.lakepointnc.com,US
USA-KS-89-KS-AssistedLiving-output-237,"LakePoint Wichita, LLC",Assisted Living; Nursing Facility; RHCF,1315 N West St,,Wichita,67203-1302,KS,316-943-1294,316-943-1399,www.omegasrliving.com,US
USA-KS-89-KS-AssistedLiving-output-238,Legacy at College Hill,Nursing Facility,5005 E 21st St N,,Wichita,67208-1604,KS,316-685-9291,316-685-2819,,US
USA-KS-89-KS-AssistedLiving-output-239,Life Care Center of Wichita,Nursing Facility,622 N Edgemoor St,,Wichita,67208-3602,KS,316-686-5100,316-686-3993,lifecarecenterofwichita.com,US
USA-KS-89-KS-AssistedLiving-output-240,Manorcare Health Services of Wichita,Nursing Facility,7101 E 21st St N,,Wichita,67206-1044,KS,316-684-8018,316-682-8909,www.heartland-manorcare.com/locations/manorcare-health-services-wichita,US
USA-KS-89-KS-AssistedLiving-output-241,Meadowlark Adult Care Home 5,Home Plus,8101 West Maple,,Wichita,67209,KS,316-773-2277,316-773-7077,www.meadowlarkcarehomes.com,US
USA-KS-89-KS-AssistedLiving-output-242,Medicalodges Wichita,Nursing Facility,2280 S Minneapolis Ave,,Wichita,67211-5398,KS,316-265-5693,316-265-3700,www.medicalodgeswichita.com,US
USA-KS-89-KS-AssistedLiving-output-243,Meridian Rehabilitation and Health Care Center,Nursing Facility,1555 N Meridian St,,Wichita,67203-1998,KS,316-942-8471,316-945-7682,www.meridiannursingrehab.com,US
USA-KS-89-KS-AssistedLiving-output-244,Peace of Mind LLC II,Home Plus,223 N Burr Oak Rd,,Wichita,67206,KS,316-295-4538,,,US
USA-KS-89-KS-AssistedLiving-output-245,Premier Living by Warden,Home Plus,234 S Anna St,,Wichita,67209-2404,KS,316-945-2028,316-945-0670,www.liveatpremier.com/contact/index.html,US
USA-KS-89-KS-AssistedLiving-output-246,Reflections Residential Care,Home Plus,1201 N Pinecrest St,,Wichita,67208-2735,KS,316-214-3359,316-775-6064,,US
USA-KS-89-KS-AssistedLiving-output-247,Residence Begonia Home Plus,Home Plus,8327 E Zimmerly,,Wichita,67207,KS,316-312-3237,316-260-9229,residencebegonia.com,US
USA-KS-89-KS-AssistedLiving-output-248,Rolling Hills Health & Rehabilitation,Nursing Facility,1319 Seville St,,Wichita,67209-3306,KS,316-722-6916,316-722-5641,rollinghillshealthandrehab.com,US
USA-KS-89-KS-AssistedLiving-output-249,Sandpiper Healthcare & Rehab Center,Nursing Facility,5808 W 8th St,,Wichita,67212-2802,KS,316-945-3606,316-260-9544,,US
USA-KS-89-KS-AssistedLiving-output-250,The Homestead of Wichita,Assisted Living,12221 W Maple St,,Wichita,67235,KS,316-729-2400,316-729-2403,www.midwest-health.com/wichita,US
USA-KS-89-KS-AssistedLiving-output-251,"Wichita Care & Rehabilitation Center, LLC",Nursing Facility,4007 E Lincoln St,,Wichita,67218-2111,KS,316-683-7588,316-683-7280,,US
USA-KS-89-KS-AssistedLiving-output-252,"Wilson Care & Rehabilitation Center, LLC",Nursing Facility,611 31st St, PO Box 160,Wilson,67490-0160,KS,785-658-2505,785-658-2504,,US
USA-KS-89-KS-AssistedLiving-output-253,Yates Center Health & Rehabilitation,Nursing Facility,801 S. Fry, PO Box 265,Yates Center,66783-0265,KS,620-625-2111,620-625-3630,yatescenterhealthandrehab.com,US
