row_id,﻿Facility Name,Type,Short Description,Contact Phone,Address,City,Province,Country,Postal Code,Link to Details
Canada-National-34-CAN-RetirementHomes-output-94,Chartwell Gibson Retirement Residence,Retirement Home,Independent living with à la carte services,647-547-1810,1955 Steeles Avenue East,North York,ON,Canada,M2H 3P1,http://chartwell.com/Retirement-Homes/Chartwell-Gibson-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-95,Chartwell Glacier Ridge Retirement Residence,Retirement Home,An independent lifestyle and flexible care in Thunder Bay.,807-473-0526,1261 Jasper Drive,Thunder Bay,ON,Canada,P7B 6Z4,http://chartwell.com/Retirement-Homes/Chartwell-Glacier-Ridge-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-96,Chartwell Guildwood Retirement Residence,Retirement Home,"For inquiries about this residence, please contact us at",647-846-7004,65 Livingston Road,Scarborough,ON,Canada,M1E 1L1,http://chartwell.com/Retirement-Homes/Chartwell-Guildwood-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-97,Chartwell Hartford Retirement Residence,Retirement Home,A comfortable environment providing tailored care,613-937-7273,3 Fifth Street West,Morrisburg,ON,Canada,K0C 1X0,http://chartwell.com/Retirement-Homes/Chartwell-Hartford-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-98,Chartwell Heritage résidence pour retraités,Retirement Home,"Franco-Ontarian community, independent to care services",343-882-4764,624 Wilson Street,Ottawa,ON,Canada,K1K 4S5,http://chartwell.com/Retirement-Homes/Chartwell-Heritage-résidence-pour-retraités
Canada-National-34-CAN-RetirementHomes-output-99,Chartwell Heritage Glen Retirement Residence,Retirement Home,Supportive living featuring à la carte wellness services in Meadowvale.,289-652-4205,6515 Glen Erin Drive,Mississauga,ON,Canada,L5N 8P9,http://chartwell.com/Retirement-Homes/Chartwell-Heritage-Glen-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-100,Chartwell Elmira Long Term Care Residence,Long-Term Care,Continuum of care features LTC and Retirement Suites,519-669-2921,11 Herbert Street,Elmira,ON,Canada,N3B 2B8,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Elmira-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-101,Chartwell Elmira Retirement Residence,Retirement Home,Customizable services and top quality care,519-669-4111,8 Snyder Avenue North,Elmira,ON,Canada,N3B 2B1,http://chartwell.com/Retirement-Homes/Chartwell-Elmira-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-102,Chartwell Empress Kanata Retirement Residence,Retirement Home,Varying level of care in a close-knit community.,613-663-2964,170 McGibbon Drive,Kanata,ON,Canada,K2L 4H5,http://chartwell.com/Retirement-Homes/Chartwell-Empress-Kanata-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-103,Chartwell Van Horne Retirement Residence,Retirement Home,Active senior living home in historic downtown Smiths Falls.,613-706-2183,25 Van Horne Avenue,Smiths Falls,ON,Canada,K7A 5L2,http://chartwell.com/Retirement-Homes/Chartwell-Van-Horne-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-104,Chartwell Regency Retirement Residence,Retirement Home,Retirement living with a full range of care services,289-643-1995,29 Mississauga Road North,Mississauga,ON,Canada,L5H 2H7,http://chartwell.com/Retirement-Homes/Chartwell-Regency-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-105,Chartwell Valley Vista Retirement Residence,Retirement Home,Italian retirement community offering convenient service and personal support.,289-963-9973,600 Valley Vista Drive,Vaughan,ON,Canada,L6A 4H2,http://chartwell.com/Retirement-Homes/Chartwell-Valley-Vista-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-106,Chartwell Stonehaven Retirement Residence,Retirement Home,Independent and active retirement living with access to care.,613-663-2968,70 Stonehaven Drive,Kanata,ON,Canada,K2M 3B4,http://chartwell.com/Retirement-Homes/Chartwell-Stonehaven-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-107,Chartwell Terrace on the Square Retirement Residence,Retirement Home,An independent lifestyle with support options,226-336-8942,100 Caroline Street South,Waterloo,ON,Canada,N2L 1X5,http://chartwell.com/Retirement-Homes/Chartwell-Terrace-on-the-Square-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-108,Chartwell Thunder Bay Retirement Residence,Retirement Home,"Picturesque location, offering independent and supportive living options with care.",807-473-0528,770 Arundel Street,Thunder Bay,ON,Canada,P7A 8C8,http://chartwell.com/Retirement-Homes/Chartwell-Thunder-Bay-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-109,Chartwell Tranquility Place Retirement Residence,Retirement Home,From independent apartments to full-service retirement suites ,226-227-9883,436 Powerline Road,Brantford,ON,Canada,N3T 5L8,http://chartwell.com/Retirement-Homes/Chartwell-Tranquility-Place-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-110,Chartwell Trilogy Long Term Care Residence,Long-Term Care,Specialized care services delivered in warm atmosphere,416-443-1074,340 McCowan Road,Scarborough,ON,Canada,M1J 3P4,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Trilogy-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-111,Chartwell Waterford Long Term Care Residence,Long-Term Care,Top quality care for varying health needs,905-827-2405,2140 Baronwood Drive,Oakville,ON,Canada,L6M 4V6,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Waterford-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-112,Chartwell Wellington Park Retirement Residence,Retirement Home,Upscale senior living with independent and supportive living options.,226-706-8821,181 Janefield Avenue,Guelph,ON,Canada,N1G 1V2,http://chartwell.com/Retirement-Homes/Chartwell-Wellington-Park-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-113,Chartwell Wenleigh Long Term Care Residence,Long-Term Care,Supportive environment offering high levels of care,905-822-4663,2065 Leanne Boulevard,Mississauga,ON,Canada,L5K 2L6,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Wenleigh-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-114,Chartwell Westbury Long Term Care Residence,Long-Term Care,Exceptional and unmatched care,416-622-7094,495 The West Mall,Etobicoke,ON,Canada,M9C 5S3,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Westbury-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-115,Chartwell Westmount Long Term Care Residence,Long-Term Care,Combining 24-hour nursing care with life enrichment programs and activities.,519-570-2115,200 David Bergey Drive,Kitchener,ON,Canada,N2E 3Y4,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Westmount-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-116,Chartwell Westmount on William Retirement Residence,Retirement Home,Independent living with thoughtful one-floor design,705-885-9641,599 William Avenue,Sudbury,ON,Canada,P3A 5W3,http://chartwell.com/Retirement-Homes/Chartwell-Westmount-on-William-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-117,Chartwell Westmount Retirement Residence,Retirement Home,Pairing an independent senior living lifestyle with convenient retirement services.,226-336-8944,190 David Bergey Drive,Kitchener,ON,Canada,N2E 0E7,http://chartwell.com/Retirement-Homes/Chartwell-Westmount-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-118,Chartwell Whispering Pines Retirement Residence,Retirement Home,A welcoming community for independent seniors,705-881-9884,140 Letitia Street,Barrie,ON,Canada,L4N 1P5,http://chartwell.com/Retirement-Homes/Chartwell-Whispering-Pines-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-119,Chartwell White Eagle Long Term Care Residence,Long-Term Care,Positive reputation built on compassion and care,416-533-7935,138 Dowling Avenue,Toronto,ON,Canada,M6K 3A6,http://chartwell.com/Long-Term-Care-Homes/Chartwell-White-Eagle-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-120,Chartwell Lancaster Long Term Care Residence,Long-Term Care,Long-serving team dedicated to quality care,613-347-3016,"105 Military Road North, Hwy 34",Lancaster,ON,Canada,K0C 1N0,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Lancaster-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-121,Chartwell Lansing Retirement Residence,Retirement Home,Close-knit community offering care and support,647-547-1814,10 Senlac Road,Toronto,ON,Canada,M2N 6P8,http://chartwell.com/Retirement-Homes/Chartwell-Lansing-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-122,Chartwell Leamington Retirement Residence,Retirement Home,"Offering active, engaging and supportive retirement living in Leamington",519-973-6316,1 Henry Avenue,Leamington,ON,Canada,N8H 5P1,http://chartwell.com/Retirement-Homes/Chartwell-Leamington-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-123,Villa Forum Long Term Care Residence,Long-Term Care,Personal safety and support kept top of mind,905-501-1443,175 Forum Drive,Mississauga,ON,Canada,L4Z 4E5,http://chartwell.com/Long-Term-Care-Homes/Villa-Forum-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-124,Chartwell Jackson Creek Retirement Residence,Retirement Home,Wellness services and support to meet individual needs ,705-748-1928,481 Reid Street,Peterborough,ON,Canada,K9H 7R9,http://chartwell.com/Retirement-Homes/Chartwell-Jackson-Creek-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-125,Chartwell James Street Retirement Residence,Retirement Home,"Affordable retirement living, range of services",705-640-0193,148 James Street,Bracebridge,ON,Canada,P1L 1S7,http://chartwell.com/Retirement-Homes/Chartwell-James-Street-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-126,Chartwell Kingsville Retirement Residence,Retirement Home,Independent lifestyle offering extra care and support,519-973-6314,240 Main Street East,Kingsville,ON,Canada,N9Y 1A6,http://chartwell.com/Retirement-Homes/Chartwell-Kingsville-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-127,Chartwell London Long Term Care Residence,Long-Term Care,Strong reputation and compassionate support for families,519-434-2727,2000 Blackwater Road,London,ON,Canada,N5X 4K6,http://chartwell.com/Long-Term-Care-Homes/Chartwell-London-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-128,Chartwell Georgian Traditions Retirement Residence,Retirement Home,"Variety of accommodation choices, peaceful location",705-532-9978,57 Trott Boulevard,Collingwood,ON,Canada,L9Y 0A3,http://chartwell.com/Retirement-Homes/Chartwell-Georgian-Traditions-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-129,Chartwell Champlain Long Term Care Residence,Long-Term Care,Consistent and quality personal care,613-675-4617,428 Front Road West,L'Orignal,ON,Canada,K0B 1K0,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Champlain-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-130,Chartwell Alexander Muir Retirement Residence,Retirement Home,Quality care in a desirable location,289-366-3690,197 Prospect Street,Newmarket,ON,Canada,L3Y 3T7,http://chartwell.com/Retirement-Homes/Chartwell-Alexander-Muir-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-131,Chartwell Anne Hathaway Retirement Residence,Retirement Home,"Changing care needs, small town setting",226-779-0968,480 Downie Street,Stratford,ON,Canada,N5A 7Y5,http://chartwell.com/Retirement-Homes/Chartwell-Anne-Hathaway-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-132,Cawthra Gardens Long Term Care Residence,Long-Term Care,Quality care with an excellent reputation,905-306-9984,590 Lolita Gardens,Mississauga,ON,Canada,L5A 4N8,http://chartwell.com/Long-Term-Care-Homes/Cawthra-Gardens-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-133,Chartwell Aurora Long Term Care Residence,Long-Term Care,Long-serving staff committed to residents’ needs,905-727-1939,32 Mill Street,Aurora,ON,Canada,L4G 2R9,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Aurora-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-134,Chartwell Kanata Retirement Residence,Retirement Home,Variety of services and care in a serene environment,613-663-2966,20 Shirley's Brook Drive,Kanata,ON,Canada,K2K 2W8,http://chartwell.com/Retirement-Homes/Chartwell-Kanata-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-135,Chartwell Georgian Retirement Residence,Retirement Home,All-inclusive retirement living with dedicated staff,289-858-2973,255 Governor's Road,Dundas,ON,Canada,L9H 3K4,http://chartwell.com/Retirement-Homes/Chartwell-Georgian-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-136,Chartwell Muskoka Traditions Senior Townhomes,Retirement Home,Elegant townhomes in idyllic forest setting for independent seniors.,705-704-9159,16 Legacy Lane,Huntsville,ON,Canada,P1H 0B1,http://chartwell.com/Retirement-Homes/Chartwell-Muskoka-Traditions-Senior-Townhomes
Canada-National-34-CAN-RetirementHomes-output-137,Chartwell Riverside Senior Townhomes,Retirement Home,Independent townhomes with convenient services ideal for active seniors.,226-289-1514,201 Riverside Drive,London,ON,Canada,N6H 1E5,http://chartwell.com/Retirement-Homes/Chartwell-Riverside-Senior-Townhomes
Canada-National-34-CAN-RetirementHomes-output-138,Chartwell Royal on Gordon Senior Townhomes,Retirement Home,Modern townhomes combining independent living with convenient services.,226-706-8401,1691 Gordon Street,Guelph,ON,Canada,N1L 1E1,http://chartwell.com/Retirement-Homes/Chartwell-Royal-on-Gordon-Senior-Townhomes
Canada-National-34-CAN-RetirementHomes-output-139,Chartwell Thunder Bay Senior Townhomes,Retirement Home,Modern townhomes with beautiful natural surroundings and convenient service options.,807-700-1280,770 Arundel Street,Thunder Bay,ON,Canada,P7A 8C8,http://chartwell.com/Retirement-Homes/Chartwell-Thunder-Bay-Senior-Townhomes
Canada-National-34-CAN-RetirementHomes-output-140,Chartwell Grenadier Retirement Residence,Retirement Home,Independent and supportive retirement residence in High Park ,647-429-7979,2100 Bloor Street West,Toronto,ON,Canada,M6S 1M7,http://chartwell.com/Retirement-Homes/Chartwell-Grenadier-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-141,Assisted Living at Chartwell Grenadier Retirement Residence,Retirement Home,Assisted living suites with dedicated care services in High Park,647-429-7998,2100 Bloor Street West,Toronto,ON,Canada,M6S 1M7,http://chartwell.com/Retirement-Homes/Assisted-Living-at-Chartwell-Grenadier-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-142,Chartwell Stonehaven Senior Apartments,Retirement Home,Independent apartments with full kitchens in desirable Bridlewood community.,616-366-0725,70 Stonehaven Drive,Kanata,ON,Canada,K2M 3B4,http://chartwell.com/Retirement-Homes/Chartwell-Stonehaven-Senior-Apartments
Canada-National-34-CAN-RetirementHomes-output-143,Appartements pour retraités Chartwell Belcourt,Retirement Home,"Bilingual, independent apartments ideal for active seniors.",613-366-0729,1344 Belcourt Boulevard,Orleans,ON,Canada,K1C 1L9,http://chartwell.com/Retirement-Homes/Appartements-pour-retraités-Chartwell-Belcourt
Canada-National-34-CAN-RetirementHomes-output-144,Assisted Living at Chartwell Westmount Retirement Residence,Retirement Home,Peace of mind assisted living with dedicated care and wellness services.,519-804-0562,190 David Bergey Drive,Kitchener,ON,Canada,N2E 0E7,http://chartwell.com/Retirement-Homes/Assisted-Living-at-Chartwell-Westmount-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-145,Chartwell Harwood Retirement Residence,Retirement Home,Premier retirement home with worry-free independent and supportive options.,289-608-8363,240 Old Harwood Avenue,Ajax,ON,Canada,L1T 0N2,http://chartwell.com/Retirement-Homes/Chartwell-Harwood-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-146,Chartwell Oxford Gardens Retirement Residence,Retirement Home,"Continuum of care, resort-like setting",226-242-0898,423 Devonshire Avenue,Woodstock,ON,Canada,N4S 0B2,http://chartwell.com/Retirement-Homes/Chartwell-Oxford-Gardens-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-147,Chartwell Montgomery Village Retirement Residence,Retirement Home,"Modern and luxurious living, newly-built",226-706-8527,155 Riddell Road,Orangeville,ON,Canada,L9W 6R4,http://chartwell.com/Retirement-Homes/Chartwell-Montgomery-Village-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-148,Assisted Living at Chartwell Wynfield Retirement Residence,Retirement Home,Assisted living floor with dedicated care services and lifestyle programming.,289-634-7775,431 Woodmount Drive,Oshawa,ON,Canada,L1K 0P7,http://chartwell.com/Retirement-Homes/Assisted-Living-at-Chartwell-Wynfield-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-149,Chartwell McConnell Senior Apartments,Retirement Home,"Bilingual, independent apartments with attractive views and community-feel",343-885-8115,801 4th Street East,Cornwall,ON,Canada,K6H 7M8,http://chartwell.com/Retirement-Homes/Chartwell-McConnell-Senior-Apartments
Canada-National-34-CAN-RetirementHomes-output-150,Chartwell Heritage Senior Apartments,Retirement Home,"Franco-Ontarian community, senior apartments combining security and independence.",613-366-0736,624 Wilson Street,Ottawa,ON,Canada,K1K 4S5,http://chartwell.com/Retirement-Homes/Chartwell-Heritage-Senior-Apartments
Canada-National-34-CAN-RetirementHomes-output-151,Chartwell Rockcliffe Retirement Residence,Retirement Home,Enviable island location offering upscale amenities and services,343-883-9901,100 Island Lodge Road,Ottawa,ON,Canada,K1N 0A2,http://chartwell.com/Retirement-Homes/Chartwell-Rockcliffe-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-152,Chartwell Hollandview Trail Retirement Residence,Retirement Home,Elegant retirement home offering an independent and convenient seniors’ lifestyle.,289-648-4098,200 John West Way,Aurora,ON,Canada,L4G 0E4,http://chartwell.com/Retirement-Homes/Chartwell-Hollandview-Trail-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-153,Chartwell St. Clair Beach Retirement Residence,Retirement Home,Lake St. Clair location providing peace of mind retirement services,226-526-8328,13500 Riverside Drive East,Tecumseh,ON,Canada,N8N 0C3,http://chartwell.com/Retirement-Homes/Chartwell-St.-Clair-Beach-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-154,Assisted Living at Chartwell Hollandview Trail Retirement Residence,Retirement Home,"Dedicated assisted living services and amenities in an elegant, warm setting.",289-648-4095,200 John West Way,Aurora,ON,Canada,L4G 0E4,http://chartwell.com/Retirement-Homes/Assisted-Living-at-Chartwell-Hollandview-Trail-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-155,Assisted Living at Chartwell Rockcliffe Retirement Residence,Retirement Home,Assisted living with dedicated care and wellness services and upscale amenities.,613-366-0738,100 Island Lodge Road,Ottawa,ON,Canada,K1N 0A2,http://chartwell.com/Retirement-Homes/Assisted-Living-at-Chartwell-Rockcliffe-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-156,Chartwell Duke of Devonshire Retirement Residence,Retirement Home,Elegant retirement living in central Ottawa,613-688-1882,1095 Carling Avenue,Ottawa,ON,Canada,K1Y 4P6,http://chartwell.com/Retirement-Homes/Chartwell-Duke-of-Devonshire-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-157,Assisted Living at Chartwell Duke of Devonshire,Retirement Home,Combining dedicated care and support services with luxurious retirement living.,613-366-0737,1095 Carling Avenue,Ottawa,ON,Canada,K1Y 4P6,http://chartwell.com/Retirement-Homes/Assisted-Living-at-Chartwell-Duke-of-Devonshire
Canada-National-34-CAN-RetirementHomes-output-158,Memory Care at Chartwell Empress Kanata,Retirement Home,Engaging and supportive environment for seniors living with dementia.,613-366-0726,170 McGibbon Drive,Kanata,ON,Canada,K2L 4H5,http://chartwell.com/Retirement-Homes/Memory-Care-at-Chartwell-Empress-Kanata
Canada-National-34-CAN-RetirementHomes-output-159,Chartwell Wedgewood Retirement Residence,Retirement Home,"Elegant, independent retirement home in downtown Brockville",613-499-9635,15 Market Street East,Brockville,ON,Canada,K6V 0A6,http://chartwell.com/Retirement-Homes/Chartwell-Wedgewood-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-160,Assisted Living at Chartwell Wedgewood,Retirement Home,Assisted living suites featuring dedicated support services in downtown Brockville.,613-499-9388,15 Market Street East,Brockville,ON,Canada,K6V 0A6,http://chartwell.com/Retirement-Homes/Assisted-Living-at-Chartwell-Wedgewood
Canada-National-34-CAN-RetirementHomes-output-161,Chartwell Lord Lansdowne Retirement Residence,Retirement Home,Elegant residence featuring high-end service in enviable Ottawa neighbourhood,613-688-1884,920 Bank St,Ottawa,ON,Canada,K1S 1M8,http://chartwell.com/Retirement-Homes/Chartwell-Lord-Lansdowne-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-162,Assisted Living at Chartwell Lord Lansdowne Retirement Residence,Retirement Home,Combining luxurious retirement services with personal support and security.,613-366-0739,920 Bank St,Ottawa,ON,Canada,K1S 1M8,http://chartwell.com/Retirement-Homes/Assisted-Living-at-Chartwell-Lord-Lansdowne-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-163,The Sumach by Chartwell,Retirement Home,Coming soon: New rental concept apartments for active retirees,416-644-8911,146 Sumach Street,Toronto,ON,Canada,M5A 1X6,http://chartwell.com/Retirement-Homes/The-Sumach-by-Chartwell
Canada-National-34-CAN-RetirementHomes-output-164,Chartwell Waterford Retirement Residence,Retirement Home,"Newly built, modern residence, continuum of care",289-644-2950,2160 Baronwood Drive,Oakville,ON,Canada,L6M 4V6,http://chartwell.com/Retirement-Homes/Chartwell-Waterford-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-165,Memory Care at Chartwell Waterford Retirement Residence,Retirement Home,New retirement residence with secure memory care,289-644-2915,2160 Baronwood Drive,Oakville,ON,Canada,L6M 4V6,http://chartwell.com/Retirement-Homes/Memory-Care-at-Chartwell-Waterford-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-166,Memory Care at Chartwell Tiffin Retirement Residence,Retirement Home,Supportive environment offering person-centred care and security.,705-540-9422,105 Pillsbury Drive,Midland,ON,Canada,L4R 0E7,http://chartwell.com/Retirement-Homes/Memory-Care-at-Chartwell-Tiffin-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-167,Assisted Living at Chartwell Tiffin Retirement Residence,Retirement Home,"Assisted living environment offering secure, dedicated support options.",705-540-9422,105 Pillsbury Drive,Midland,ON,Canada,L4R 0E7,http://chartwell.com/Retirement-Homes/Assisted-Living-at-Chartwell-Tiffin-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-168,Chartwell Tiffin Retirement Residence,Retirement Home,"Upscale, independent living retirement home overlooking Tiffin Basin",705-540-9422,105 Pillsbury Drive,Midland,ON,Canada,L4R 0E7,http://chartwell.com/Retirement-Homes/Chartwell-Tiffin-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-169,Chartwell Bankside Senior Apartments,Retirement Home,Opening soon: Independent seniors’ apartments in Kitchener,519-804-0561,71B Bankside Drive,Kitchener,ON,Canada,N2N 3L1,http://chartwell.com/Retirement-Homes/Chartwell-Bankside-Senior-Apartments
Canada-National-34-CAN-RetirementHomes-output-170,Chartwell Hilldale Retirement Residence,Retirement Home,Active independent supportive living retirement lifestyle in Thunder Bay,807-700-5773,309 Hilldale Road,Thunder Bay,ON,Canada,P7G 0A2,http://chartwell.com/Retirement-Homes/Chartwell-Hilldale-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-171,Chartwell Heritage Glen Senior Apartments,Retirement Home,Affordable retirement living in Mississauga’s Meadowvale community.,289-652-3491,6515 Glen Erin Drive,Mississauga,ON,Canada,L5N 8P9,http://chartwell.com/Retirement-Homes/Chartwell-Heritage-Glen-Senior-Apartments
Canada-National-34-CAN-RetirementHomes-output-172,Chartwell Pine Grove Retirement Residence,Retirement Home,"Italian, boutique-style retirement home featuring traditional meals and programs.",905-850-3605,8403 Islington Avenue North,Woodbridge,ON,Canada,L4L 1X3,http://chartwell.com/Retirement-Homes/Chartwell-Pine-Grove-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-173,Chartwell Pine Grove Long Term Care Residence,Long-Term Care,Italian long term care residence with cultural dining and activities in Woodbridge.,905-850-3605,2018 Robertson Road,Woodbridge,ON,Canada,K2H 1C6,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Pine-Grove-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-174,Independent Living at Chartwell Stillwater Creek,Retirement Home,Independent living paired with convenient service in Bells Corners,613-366-6161,2018 Robertson Road,Nepean,ON,Canada,K2H 1C6,http://chartwell.com/Retirement-Homes/Independent-Living-at-Chartwell-Stillwater-Creek
Canada-National-34-CAN-RetirementHomes-output-175,Chartwell Stillwater Creek Retirement Residence,Retirement Home,Convenient service and optional personal support in Bells Corners,613-366-6161,2018 Robertson Road,Nepean,ON,Canada,K2H 1C6,http://chartwell.com/Retirement-Homes/Chartwell-Stillwater-Creek-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-176,Assisted Living at Chartwell Stillwater Creek,Retirement Home,Assisted living retirement home providing comfort and peace of mind,613-366-6090,2018 Robertson Road,Nepean,ON,Canada,K2H 1C6,http://chartwell.com/Retirement-Homes/Assisted-Living-at-Chartwell-Stillwater-Creek
Canada-National-34-CAN-RetirementHomes-output-177,Chartwell Riverpark Retirement Residence,Retirement Home,"Active, independent supportive living lifestyle in beautiful Nepean location.",(613) 366-6187,1 Corkstown Road,Nepean,ON,Canada,K2H 1B6,http://chartwell.com/Retirement-Homes/Chartwell-Riverpark-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-178,Assisted Living at Chartwell Riverpark,Retirement Home,Dedicated assisted living accommodations in Nepean with stunning views.,(613) 366-6091,1 Corkstown Road,Nepean,ON,Canada,K2H 1B6,http://chartwell.com/Retirement-Homes/Assisted-Living-at-Chartwell-Riverpark
Canada-National-34-CAN-RetirementHomes-output-179,Chartwell Lakeshore Retirement Residence,Retirement Home,Lakefront independent supportive living residence in Burlington.,(289) 635-3172,5314 Lakeshore Road,Burlington,ON,Canada,L7L 6L8,http://chartwell.com/Retirement-Homes/Chartwell-Lakeshore-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-180,Assisted Living at Chartwell Lakeshore,Retirement Home,Dedicated assisted living accommodation in Burlington on Lake Ontario.,(289) 635-3168,5314 Lakeshore Road,Burlington,ON,Canada,L7L 6L8,http://chartwell.com/Retirement-Homes/Assisted-Living-at-Chartwell-Lakeshore
Canada-National-34-CAN-RetirementHomes-output-181,Chartwell Orchards Retirement Residence,Retirement Home,Premier retirement living in the heart of Vineland.,289-438-2542,3421 Frederick Avenue,Vineland,ON,Canada,L0R 2C0,http://chartwell.com/Retirement-Homes/Chartwell-Orchards-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-182,Assisted Living at Chartwell Orchards Retirement Residence,Retirement Home,Assisted living in a premier retirement residence in Vineland.,289-438-2545,3421 Frederick Avenue,Vineland,ON,Canada,L0R 2C0,http://chartwell.com/Retirement-Homes/Assisted-Living-at-Chartwell-Orchards-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-183,Memory Care at Chartwell Orchards Retirement Residence,Retirement Home,Memory care home in Vineland for seniors living with dementia.,289-438-2544,3421 Frederick Avenue,Vineland,ON,Canada,L0R 2C0,http://chartwell.com/Retirement-Homes/Memory-Care-at-Chartwell-Orchards-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-184,Chartwell Isabella Retirement Residence,Retirement Home,Enjoy your retirement years in comfort,807-333-0381,1350 Isabella Street East,Thunder Bay,ON,Canada,P7E 0A5,http://chartwell.com/Retirement-Homes/Chartwell-Isabella-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-185,Chartwell Tranquility Place Apartments,Retirement Home,Independent apartment living ideal for seniors looking to maintain their active lifestyle,226-227-9610,436 Powerline Road,Brantford,ON,Canada,N3T 5L8,http://chartwell.com/Retirement-Homes/Chartwell-Tranquility-Place-Apartments
