row_id,Facility Name,Facility Type,Address1,Address2,City,Zip,State,Country,County,Phone
USA-IA-88-IA-All-output-178,Creston Specialty Care,Nursing Facility,1001 Cottonwood Road,,Creston,50801,IA,US,Union,(641) 782-8511
USA-IA-88-IA-All-output-179,Dubuque Specialty Care,Nursing Facility,2935 Kaufmann Avenue,,Dubuque,52001,IA,US,Dubuque,(563) 556-0673
USA-IA-88-IA-All-output-180,NorthCrest Specialty Care,Nursing Facility,2001 Heath Street,,Waterloo,50703,IA,US,Black Hawk,(319) 234-4423
USA-IA-88-IA-All-output-181,Ravenwood Specialty Care,Nursing Facility,2651 St. Francis Drive,,Waterloo,50702,IA,US,Black Hawk,(319) 232-6808
USA-IA-88-IA-All-output-182,Northcrest Living Center,Nursing Facility,34 Northcrest Drive,,Council Bluffs,51503-1695,IA,US,Pottawattamie,(712) 328-2333
USA-IA-88-IA-All-output-183,Southridge Specialty Care,Nursing Facility,309 W Merle Hibbs Blvd.,,Marshalltown,50158,IA,US,Marshall,(641) 752-4553
USA-IA-88-IA-All-output-184,Eldora Specialty Care,Nursing Facility,1510 22nd Street,,Eldora,50627,IA,US,Hardin,(641) 939-3491
USA-IA-88-IA-All-output-185,Valley View Specialty Care,Nursing Facility,2313 15th Avenue,,Eldora,50627,IA,US,Hardin,(641) 858-5422
USA-IA-88-IA-All-output-186,Cherokee Specialty Care,Nursing Facility,1011 North Roosevelt Ave.,,Cherokee,51012,IA,US,Cherokee,(712) 225-5189
USA-IA-88-IA-All-output-187,Pleasant Acres Care Center,Nursing Facility,309 Railroad Street,,Hull,51239,IA,US,Sioux,(712) 439-2758
USA-IA-88-IA-All-output-188,Grandview Health Care Center,Nursing Facility,508 2nd Street NE,,Dayton,50530,IA,US,Webster,(515) 547-2288
USA-IA-88-IA-All-output-189,Osage Rehab & Health Care Center,Nursing Facility,830 South 5th Street,,Osage,50461,IA,US,Mitchell,(641) 732-5520
USA-IA-88-IA-All-output-190,Hawkeye Care Center Carroll,Nursing Facility,2241 North West Street,,Carroll,51401,IA,US,Carroll,(712) 792-9284
USA-IA-88-IA-All-output-191,Cedar Falls Health Care Center,Nursing Facility,1728 West Eighth Street,,Cedar Falls,50613,IA,US,Black Hawk,(319) 277-2437
USA-IA-88-IA-All-output-192,Griswold Rehabilitation & Health Care Center,Nursing Facility,106 Harrison Street,,Griswold,51535,IA,US,Cass,(712) 778-2534
USA-IA-88-IA-All-output-193,Pocahontas Manor,Nursing Facility,700 NW 7th Street,,Pocahontas,50574,IA,US,Pocahontas,(712) 335-3387
USA-IA-88-IA-All-output-194,Wheatland Manor,Nursing Facility,316 E. Lincolnway,PO Box 369,Wheatland,52777,IA,US,Clinton,(563) 374-1295
USA-IA-88-IA-All-output-195,Iowa City Rehab. and Health Care Center,Nursing Facility,3661 Rochester Avenue,,Iowa City,52245,IA,US,Johnson,(319) 351-7460
USA-IA-88-IA-All-output-196,Palo Alto County Hospital NF,Nursing Facility,3201 First Street,,Emmetsburg,50536,IA,US,Palo Alto,(712) 852-5500
USA-IA-88-IA-All-output-197,Ruthven Community Care Center,Nursing Facility,2701 Mitchell Street,Box D,Ruthven,51358,IA,US,Palo Alto,(712) 837-5411
USA-IA-88-IA-All-output-198,Atrium Village,Nursing Facility,117 South 3rd Street, P.O. Box 220,Hills,52235,IA,US,Johnson,(319) 679-2224
USA-IA-88-IA-All-output-199,ManorCare Health Services of Cedar Rapids,Nursing Facility,1940 1st Avenue NE,,Cedar Rapids,52402,IA,US,Linn,(319) 364-5151
USA-IA-88-IA-All-output-200,Scottish Rite Park Health Care Center,Nursing Facility,2909 Woodland Avenue,,Des Moines,50312-3885,IA,US,Polk,(515) 274-4614
USA-IA-88-IA-All-output-201,"Childserve Habilitation Center / Homecare, Inc.",Nursing Facility,5406 Merle Hay Road,,Johnston,50131,IA,US,Polk,(515) 727-8750
USA-IA-88-IA-All-output-202,Sheffield Care Center,Nursing Facility,100 Bennett Drive,,Sheffield,50475,IA,US,Franklin,(641) 892-4691
USA-IA-88-IA-All-output-203,Community Memorial Health Center,Nursing Facility,231 8th Avenue W  ,P.O. Box 188,Hartley,51346,IA,US,O'Brien,(712) 728-2428
USA-IA-88-IA-All-output-204,Adel Acres,Nursing Facility,1919 Greene Street,,Adel,50003,IA,US,Dallas,(515) 993-4511
USA-IA-88-IA-All-output-205,Great River Klein Center,Nursing Facility,1221 South Gear Avenue,,West Burlington,52655-1681,IA,US,Des Moines,(319) 768-4600
USA-IA-88-IA-All-output-206,Tru Rehab of Grinnell,Nursing Facility,415 6th Ave. West,,Grinnell,50112-1802,IA,US,Poweshiek,(641) 236-6511
USA-IA-88-IA-All-output-207,Good Samaritan Society - Davenport,Nursing Facility,700 Waverly Road,,Davenport,52804,IA,US,Scott,(563) 324-1651
USA-IA-88-IA-All-output-208,Iowa Jewish Senior Life Center,Nursing Facility,900 Polk Blvd,,Des Moines,50312,IA,US,Polk,(515) 255-5433
USA-IA-88-IA-All-output-209,Tabor Manor Care Center,Nursing Facility,209 Main Street,PO Box 180,Tabor,51653,IA,US,Fremont,(712) 629-2645
USA-IA-88-IA-All-output-210,Hawkeye Care Center Marshalltown,Nursing Facility,2401 South 2nd Street,,Marshalltown,50158,IA,US,Marshall,(641) 752-1553
USA-IA-88-IA-All-output-211,Red Oak Healthcare Community,Nursing Facility,1600 E Summit Street,,Red Oak,51566,IA,US,Montgomery,(712) 623-5156
USA-IA-88-IA-All-output-212,Westmont Healthcare Community,Nursing Facility,314 South Elm Street,,Logan,51546,IA,US,Harrison,(952) 873-7977
USA-IA-88-IA-All-output-213,Regency Care Center,Nursing Facility,815 High Road,,Norwalk,50211,IA,US,Warren,(515) 981-4269
USA-IA-88-IA-All-output-214,Morningside Healthcare Community,Nursing Facility,600 Morningside Avenue,,Ida Grove,51445,IA,US,Ida,(952) 873-7977
USA-IA-88-IA-All-output-215,Touchstone Healthcare Community,Nursing Facility,1800 Indian Hills Drive,,Sioux City,51104,IA,US,Woodbury,(712) 239-4582
USA-IA-88-IA-All-output-216,Casa de Paz Health Care Center,Nursing Facility,2121 West 19th Street,,Sioux City,51103,IA,US,Woodbury,(712) 233-3127
USA-IA-88-IA-All-output-217,ManorCare Health Services of Davenport,Nursing Facility,815 East Locust Street,,Davenport,52803,IA,US,Scott,(563) 324-3276
USA-IA-88-IA-All-output-218,Genesis Medical Center - DeWitt,Nursing Facility,1118 11th Street,,DeWitt,52742,IA,US,Clinton,(563) 659-4212
USA-IA-88-IA-All-output-219,Donnellson Health Center,Nursing Facility,901 State Street,,Donnellson,52625,IA,US,Lee,(319) 835-5621
USA-IA-88-IA-All-output-220,Hillcrest Health Care Center,Nursing Facility,2121 Avenue L,,Hawarden,51023,IA,US,Sioux,(712) 551-1074
USA-IA-88-IA-All-output-221,IOOF Home and Community Therapy Center,Nursing Facility,1037 19th Street SW,,Mason City,50401,IA,US,Cerro Gordo,(641) 423-0428
USA-IA-88-IA-All-output-222,Clarence Nursing Home,Nursing Facility,402 2nd Avenue, P.O. Box 485,Clarence,52216,IA,US,Cedar,(563) 452-3262
USA-IA-88-IA-All-output-223,Embassy Healthcare Community,Nursing Facility,206 Port Neal Road,,Sergeant Bluff,51054,IA,US,Woodbury,(952) 873-7977
USA-IA-88-IA-All-output-224,Denver Sunset Home,Nursing Facility,235 North Mill Street, Box 383,Denver,50622,IA,US,Bremer,(319) 984-5372
USA-IA-88-IA-All-output-225,West Ridge Care Center,Nursing Facility,3131 F Avenue NW,,Cedar Rapids,52405,IA,US,Linn,(319) 390-3367
USA-IA-88-IA-All-output-226,Valley View,Nursing Facility,108 S High Street,,Greene,50636,IA,US,Butler,(641) 823-4531
USA-IA-88-IA-All-output-227,"Accura Healthcare of Baxter, LLC",Nursing Facility,407 S East Avenue,,Baxter,50028,IA,US,Jasper,(641) 227-3602
USA-IA-88-IA-All-output-228,Salem Lutheran Homes,Nursing Facility,2027 College Street,,Elk Horn,51531,IA,US,Shelby,(712) 764-4201
USA-IA-88-IA-All-output-229,Methodist Manor Retirement Community,Nursing Facility,1206 West 4th Street,,Storm Lake,50588,IA,US,Buena Vista,(712) 732-1120
USA-IA-88-IA-All-output-230,Pearl Valley Rehabilitation and Nursing at Gowrie LLC ,Nursing Facility,1808 Main Street,,Gowrie,50543,IA,US,Webster,(515) 352-3912
USA-IA-88-IA-All-output-231,Careage Hills Rehabilitation and Healthcare,Nursing Facility,725 North Second Street,,Cherokee,51012,IA,US,Cherokee,(712) 225-2561
USA-IA-88-IA-All-output-232,"Rockwell Community Nursing Home, Inc.",Nursing Facility,707 Elm Street East,,Rockwell,50469,IA,US,Cerro Gordo,(641) 822-3203
USA-IA-88-IA-All-output-233,Bethany Home,Nursing Facility,1005 Lincoln Avenue,,Dubuque,52001-3499,IA,US,Dubuque,(563) 556-5233
USA-IA-88-IA-All-output-234,Heartland Care Center,Nursing Facility,604 E Fenton,,Marcus,51035-0608,IA,US,Cherokee,(712) 376-2500
USA-IA-88-IA-All-output-235,Good Neighbor Society,Nursing Facility,105 McCarren Drive,,Manchester,52057,IA,US,Delaware,(563) 927-3907
USA-IA-88-IA-All-output-236,Westview Acres Care Center,Nursing Facility,203 SW Lorraine Street,,Leon,50144,IA,US,Decatur,(641) 446-4165
USA-IA-88-IA-All-output-237,VIA Health Services (Des Moines),Nursing Facility,4911 SW 19th Street,,Des Moines,50315,IA,US,Polk,(515) 285-2559
USA-IA-88-IA-All-output-238,Maquoketa Care Center,Nursing Facility,1202 German Street,,Maquoketa,52060,IA,US,Jackson,(563) 652-5195
USA-IA-88-IA-All-output-239,Black Hawk Life Care Center,Nursing Facility,73 West 5th Street,,Lake View,51450,IA,US,Sac,(712) 657-8527
USA-IA-88-IA-All-output-240,Burlington Care Center,Nursing Facility,2610 South 5th Street,,Burlington,52601,IA,US,Des Moines,(319) 753-2841
USA-IA-88-IA-All-output-241,Ennoble Skilled Nursing and Rehabilitation Center,Nursing Facility,2000 Pasadena Drive,,Dubuque,52001,IA,US,Dubuque,(563) 557-1076
USA-IA-88-IA-All-output-242,Garden View Care Center,Nursing Facility,1200 West Nishna Road,,Shenandoah,51601,IA,US,Page,(712) 246-4515
USA-IA-88-IA-All-output-243,Goldenrod Manor,Nursing Facility,225 West Laperla Drive,,Clarinda,51632,IA,US,Page,(712) 542-5621
USA-IA-88-IA-All-output-244,Monroe Care Center,Nursing Facility,120 North 13th Street,,Albia,52531,IA,US,Monroe,(641) 932-2125
USA-IA-88-IA-All-output-245,Pleasant Manor Care Center,Nursing Facility,413 North Broadway Street,,Mt. Pleasant,52641,IA,US,Henry,(319) 385-8095
USA-IA-88-IA-All-output-246,Aase Haugen Home,Nursing Facility,4 Ohio Street,,Decorah,52101,IA,US,Winneshiek,(563) 382-3603
USA-IA-88-IA-All-output-247,Algona Manor Care Center,Nursing Facility,2221 East McGregor Street,,Algona,50511,IA,US,Kossuth,(515) 295-3505
USA-IA-88-IA-All-output-248,Willow Gardens Care Center,Nursing Facility,455 31st Street,,Marion,52302,IA,US,Linn,(319) 377-7363
USA-IA-88-IA-All-output-249,Elm Heights Care Center,Nursing Facility,1203 South Elm Street,,Shenandoah,51601,IA,US,Page,(712) 246-4627
USA-IA-88-IA-All-output-250,Midlands Living Center LLC,Nursing Facility,2452 North Broadway,,Council Bluffs,51503,IA,US,Pottawattamie,(712) 323-7135
USA-IA-88-IA-All-output-251,Eagle Point Health Care Center,Nursing Facility,801 28th Avenue N,,Clinton,52732,IA,US,Clinton,(563) 243-6600
USA-IA-88-IA-All-output-252,Hubbard Care Center,Nursing Facility,403 S. State, P.O. Box 667,Hubbard,50122,IA,US,Hardin,(641) 864-3264
USA-IA-88-IA-All-output-253,Patty Elwood Center (Country Winds Manor),Nursing Facility,21668 80th Street,,Cresco,52136-8412,IA,US,Howard,(563) 547-2398
USA-IA-88-IA-All-output-254,Pearl Valley Rehabilitation and Nursing at Perry LLC,Nursing Facility,2625 Iowa Street,,Perry,50220,IA,US,Dallas,(515) 465-5349
USA-IA-88-IA-All-output-255,"Accura Healthcare of Ogden,LLC ",Nursing Facility,625 East Oak Street,,Odgen,50212,IA,US,Boone,(515) 275-2481
USA-IA-88-IA-All-output-256,Greenfield Rehabilitation and Health Care Center,Nursing Facility,615 SE Kent,,Greenfield,50849,IA,US,Adair,(641) 743-6131
USA-IA-88-IA-All-output-257,Sioux Center Health ,Nursing Facility,1400 7th Avenue SE,,Sioux Center,51250,IA,US,Sioux,(712) 722-8260
USA-IA-88-IA-All-output-258,Golden Age Care Center,Nursing Facility,1915 South 18th Street,,Centerville,52544,IA,US,Appanoose,(641) 856-2757
USA-IA-88-IA-All-output-259,Clarion Wellness and Rehabilitation Center,Nursing Facility,110 13th Street SW,,Clarion,50525,IA,US,Wright,(515) 532-2893
USA-IA-88-IA-All-output-260,Newton Health Care Center,Nursing Facility,200 South 8th Avenue E,,Newton,50208,IA,US,Jasper,(641) 792-7440
USA-IA-88-IA-All-output-261,Fort Dodge Health and Rehabilitation,Nursing Facility,728 14th Avenue N,,Fort Dodge,50501,IA,US,Webster,(515) 576-7226
USA-IA-88-IA-All-output-262,Lakeside Lutheran Home,Nursing Facility,301 North Lawler Street,,Emmetsburg,50536-1099,IA,US,Palo Alto,(712) 852-4060
USA-IA-88-IA-All-output-263,"QHC Winterset North, LLC",Nursing Facility,411 East Lane Street,,Winterset,50273,IA,US,Madison,(515) 462-1571
USA-IA-88-IA-All-output-264,"QHC Winterset South, LLC",Nursing Facility,715 South 2nd Avenue,,Winterset,50273,IA,US,Madison,(515) 462-4040
USA-IA-88-IA-All-output-265,Sunnycrest Nursing Center  ,Nursing Facility,401 Crisman Street,,Dysart,52224,IA,US,Tama,(319) 476-2400
USA-IA-88-IA-All-output-266,Crestview Acres,Nursing Facility,1485 Grand Avenue,,Marion,52302,IA,US,Linn,(319) 377-4823
USA-IA-88-IA-All-output-267,Akron Care Center,Nursing Facility,991 Hwy 3,,Akron,51001,IA,US,Plymouth,(712) 568-2422
USA-IA-88-IA-All-output-268,"Accura Healthcare of Newton West, LLC",Nursing Facility,2130 West 18th Street S,,Newton,50208,IA,US,Jasper,(641) 791-1127
USA-IA-88-IA-All-output-269,Cedar Manor Nursing Home,Nursing Facility,1200 Mulberry Street,,Tipton,52772,IA,US,Cedar,(563) 886-2133
USA-IA-88-IA-All-output-270,Country View,Nursing Facility,1410 West Dunkerton Road,,Waterloo,50703,IA,US,Black Hawk,(319) 291-2509
USA-IA-88-IA-All-output-271,Davenport Lutheran Home,Nursing Facility,1130 W 53rd Street,,Davenport,52806,IA,US,Scott,(563) 391-5342
USA-IA-88-IA-All-output-272,Westhaven Community,Nursing Facility,112 W 4th Street,,Boone,50036,IA,US,Boone,(515) 432-1393
USA-IA-88-IA-All-output-273,Greene County Medical Center ,Nursing Facility,1000 West Lincolnway,,Jefferson,50129,IA,US,Greene,(515) 386-2114
USA-IA-88-IA-All-output-274,Hegg Memorial Health Center Hsp,Nursing Facility,2116 14th Street,,Rock Valley,51247,IA,US,Sioux,(712) 476-8200
USA-IA-88-IA-All-output-275,Linn Manor Care Center,Nursing Facility,1140 Elim Drive,,Marion,52302,IA,US,Linn,(319) 377-4611
USA-IA-88-IA-All-output-276,Madrid Home for the Aging,Nursing Facility,613 West North Street,,Madrid,50156,IA,US,Boone,(515) 795-3007
USA-IA-88-IA-All-output-277,Sanford Senior Care Sheldon,Nursing Facility,118 N 7th Avenue, P.O. Box 250,Sheldon,51201,IA,US,O'Brien,(712) 324-6020
USA-IA-88-IA-All-output-278,Parkview Home,Nursing Facility,102 North Jackson,,Wayland,52654-0038,IA,US,Henry,(319) 256-3525
USA-IA-88-IA-All-output-279,Ramsey Village,Nursing Facility,1611 27th Street,,Des Moines,50310-5400,IA,US,Polk,(515) 274-3612
USA-IA-88-IA-All-output-280,Rowley Memorial Masonic Home,Nursing Facility,1300 28th Street,PO Box 528,Perry,50220,IA,US,Dallas,(515) 465-5316
USA-IA-88-IA-All-output-281,Strawberry Point Lutheran Home Community,Nursing Facility,313 Elkader Street,P.O. Box 34,Strawberry Point,52076,IA,US,Clayton,(563) 933-6037
USA-IA-88-IA-All-output-282,St. Anthony Regional Hospital,Nursing Facility,311 South Clark ,PO Box 628,Carroll,51401,IA,US,Carroll,(712) 794-5291
USA-IA-88-IA-All-output-283,Sunset Knoll Care and Rehab Center,Nursing Facility,401 West 5th St.,PO Box 67,Aurelia,51005-0067,IA,US,Cherokee,(712) 434-2294
USA-IA-88-IA-All-output-284,Tripoli Nursing and Rehab,Nursing Facility,604 Third Street SW,,Tripoli,50676,IA,US,Bremer,(319) 882-4269
USA-IA-88-IA-All-output-285,Virginia Gay Nursing and Rehabilitation,Nursing Facility,502 North 9th Avenue,,Vinton,52349,IA,US,Benton,(319) 472-6280
USA-IA-88-IA-All-output-286,Mercy Medical Center - Dubuque,Nursing Facility,250 Mercy Drive,,Dubuque,52001,IA,US,Dubuque,(563) 589-8000
USA-IA-88-IA-All-output-287,"QHC Humboldt North, LLC",Nursing Facility,1111 11th Avenue N,,Humboldt,50548,IA,US,Humboldt,(515) 332-2623
USA-IA-88-IA-All-output-288,Vinton Lutheran Home,Nursing Facility,1301 2nd Avenue,,Vinton,52349,IA,US,Benton,(319) 472-4751
USA-IA-88-IA-All-output-289,On With Life,Nursing Facility,715 SW Ankeny Road,,Ankeny,50023-9798,IA,US,Polk,(515) 965-1339
USA-IA-88-IA-All-output-290,VIA Health Services (Carlisle),Nursing Facility,680 Cole Street,,Carlisle,50047,IA,US,Warren,(515) 989-0871
USA-IA-88-IA-All-output-291,Spurgeon Manor,Nursing Facility,1204 Linden Street,,Dallas Center,50063-1052,IA,US,Dallas,(515) 992-3735
USA-IA-88-IA-All-output-292,Crestridge Care Center,Nursing Facility,1015 Wesley Drive,,Maquoketa,52060,IA,US,Jackson,(563) 652-4968
USA-IA-88-IA-All-output-293,"QHC Fort Dodge Villa, LLC",Nursing Facility,2721 10th Avenue North,,Fort Dodge,50501,IA,US,Webster,(515) 576-7525
USA-IA-88-IA-All-output-294,"QHC Humboldt South, LLC",Nursing Facility,800 13th Street S,,Humboldt,50548,IA,US,Humboldt,(515) 332-4104
USA-IA-88-IA-All-output-295,Trinity Center at Luther Park,Nursing Facility,1555 Hull Avenue,,Des Moines,50316,IA,US,Polk,(515) 262-5639
USA-IA-88-IA-All-output-296,"QHC Mitchellville, LLC",Nursing Facility,114 Carter Street SW,,Mitchellville,50169,IA,US,Polk,(515) 967-3726
USA-IA-88-IA-All-output-297,Crystal Heights Care Center,Nursing Facility,1514 High Avenue West,,Oskaloosa,52577,IA,US,Mahaska,(641) 673-7032
USA-IA-88-IA-All-output-298,Rotary Senior Living,Nursing Facility,620 SE 5th Street,,Eagle Grove,50533,IA,US,Wright,(515) 448-5124
USA-IA-88-IA-All-output-299,Humboldt County Memorial Hospital,Nursing Facility,1000 N 15th Street,,Humboldt,50548,IA,US,Humboldt,(515) 332-4200
USA-IA-88-IA-All-output-300,St. Luke Lutheran Nursing Home,Nursing Facility,1301 St. Luke Drive,,Spencer,51301,IA,US,Clay,(712) 262-5931
USA-IA-88-IA-All-output-301,Mercy Hospital of the Franciscan Sisters,Nursing Facility,201 8th Avenue SE,,Oelwein,50662,IA,US,Fayette,(319) 283-6150
USA-IA-88-IA-All-output-302,On With Life at Glenwood,Nursing Facility,714 South Lacey Street,Suite 100,Glenwood,51534,IA,US,Mills,(712) 525-1294
USA-IA-88-IA-All-output-303,Wellington Place NF/RCF,Nursing Facility,2479 River Road,,Decorah,52101,IA,US,Winneshiek,(563) 382-9691
USA-IA-88-IA-All-output-304,University Park Nursing and Rehabilitation Center,Nursing Facility,233 University Avenue,,Des Moines,50314,IA,US,Polk,(515) 284-1280
USA-IA-88-IA-All-output-305,Care Initiatives ,Nursing Facility,1611 West Lakes Parkway,,West Des Moines,50266,IA,US,Polk,(515) 224-4442
USA-IA-88-IA-All-output-306,Hiawatha Care Center,Nursing Facility,405 North 15th Avenue,,Hiawatha,52233,IA,US,Linn,(319) 378-8583
USA-IA-88-IA-All-output-307,Mercy Medical Center - Clinton,Nursing Facility,1410 North 4th Street,,Clinton,52732,IA,US,Clinton,(563) 244-5555
USA-IA-88-IA-All-output-308,Vista Woods Care Center,Nursing Facility,#3 Pennsylvania Place,,Ottumwa,52501,IA,US,Wapello,(641) 683-3372
USA-IA-88-IA-All-output-309,"Accura Healthcare of Sioux City, LLC",Nursing Facility,3800 Indian Hills Drive,,Sioux City,51104,IA,US,Woodbury,(712) 239-5025
USA-IA-88-IA-All-output-310,"Accura Healthcare of Ames, LLC",Nursing Facility,3440 Grand Avenue,,Ames,50010,IA,US,Story,(515) 232-3426
USA-IA-88-IA-All-output-311,"Accura Healthcare of Cherokee, LLC",Nursing Facility,921 Riverview Drive,,Cherokee,51012,IA,US,Cherokee,(712) 225-5724
USA-IA-88-IA-All-output-312,"Accura Healthcare of Newton East, LLC",Nursing Facility,1743 South 8th Avenue East,,Newton,50208,IA,US,Jasper,(641) 792-5680
USA-IA-88-IA-All-output-313,Elm Crest Retirement Community,Nursing Facility,2104 12th Street,,Harlan,51537,IA,US,Shelby,(712) 755-5174
USA-IA-88-IA-All-output-314,The Alverno Health Care Facility,Nursing Facility,849 13th Avenue North,,Clinton,52732,IA,US,Clinton,(563) 242-1521
USA-IA-88-IA-All-output-315,Franklin General Hospital ,Nursing Facility,1720 Central Avenue E,,Hampton,50441,IA,US,Franklin,(641) 456-5029
USA-IA-88-IA-All-output-316,Afton Care Center,Nursing Facility,508 West Pearl Street,,Afton,50830,IA,US,Union,(641) 347-8416
USA-IA-88-IA-All-output-317,Windmill Manor,Nursing Facility,2332 Liberty Drive,,Coralville,52241,IA,US,Johnson,(319) 545-7390
USA-IA-88-IA-All-output-318,Davis Center Optimae Lifeservices,Nursing Facility,22425 Overland Avenue,,Bloomfield,52537-7169,IA,US,Davis,(641) 664-3202
USA-IA-88-IA-All-output-319,Arbor Springs of West Des Moines LLC,Nursing Facility,7951 EP True Parkway,,West Des Moines,50266,IA,US,Dallas,(515) 223-1135
USA-IA-88-IA-All-output-320,Blair House,Nursing Facility,1212 Indian Hills Drive,,Burlington,52601,IA,US,Des Moines,(319) 752-4100
USA-IA-88-IA-All-output-321,Bedford Specialty Care,Nursing Facility,1005 West Pearl, Box 233,Bedford,50833,IA,US,Taylor,(712) 523-2161
USA-IA-88-IA-All-output-322,Westridge Quality Care & Rehab.,Nursing Facility,600 Manor Drive,,Clarinda,51632-0475,IA,US,Page,(712) 542-5161
USA-IA-88-IA-All-output-323,Anamosa Care Center,Nursing Facility,1209 E. 3rd Street,,Anamosa,52205,IA,US,Jones,(319) 462-4356
USA-IA-88-IA-All-output-324,Urbandale Health Care Center,Nursing Facility,4614 NW 84th Street,,Urbandale,50322,IA,US,Polk,(515) 270-6838
USA-IA-88-IA-All-output-325,Premier Estates of Muscatine,Nursing Facility,3440 Mulberry Avenue,,Muscatine,52761,IA,US,Muscatine,(563) 263-2194
USA-IA-88-IA-All-output-326,Belle Plaine Specialty Care,Nursing Facility,1505 Sunset Drive,,Belle Plaine,52208-1319,IA,US,Benton,(319) 444-2500
USA-IA-88-IA-All-output-327,Deerfield Retirement Community Inc.,Nursing Facility,13731 Hickman Road,,Urbandale,50323,IA,US,Polk,(515) 267-0438
USA-IA-88-IA-All-output-328,ManorCare Health Services - West Des Moines,Nursing Facility,5010 Grand Ridge Drive,,West Des Moines,50265,IA,US,Polk,(515) 222-5991
USA-IA-88-IA-All-output-329,Village at Legacy Pointe ,Nursing Facility,1645 SE Holiday Crest Circle,,Waukee,50263,IA,US,Dallas,(515) 987-4100
USA-IA-88-IA-All-output-330,Cedar Health,Nursing Facility,807 5th Street,,Charles City,50616,IA,US,Floyd,(641) 228-1612
USA-IA-88-IA-All-output-331,Oskaloosa Care Center,Nursing Facility,605 Highway 432,,Oskaloosa,52577,IA,US,Mahaska,(641) 676-3414
USA-IA-88-IA-All-output-332,ManorCare Health Services of Utica Ridge,Nursing Facility,3800 Commerce Blvd,,Davenport,52807,IA,US,Scott,(563) 344-2000
USA-IA-88-IA-All-output-333,Rehabilitation Center of Des Moines,Nursing Facility,701 Riverview Street,,Des Moines,50316,IA,US,Polk,(515) 266-1106
USA-IA-88-IA-All-output-334,SunnyBrook Living Care Center,Nursing Facility,400 Highland Street,,Fairfield,52556,IA,US,Jefferson,(641) 209-1600
USA-IA-88-IA-All-output-335,Briarwood Health Care Center,Nursing Facility,605 Greenwood Drive,,Iowa City,52246,IA,US,Johnson,(319) 338-7912
USA-IA-88-IA-All-output-336,Kennybrook Village,Nursing Facility,200 SW Brookside Dr.,,Grimes,50111,IA,US,Polk,(515) 369-3900
USA-IA-88-IA-All-output-337,Dave's Place,Nursing Facility,3140 Plank Rd,,Keokuk,52632,IA,US,Lee,(319) 524-1800
USA-IA-88-IA-All-output-338,"Martin Health Center, Inc.",Nursing Facility,420 E 11th St,Western Home Communities,Cedar Falls,50613,IA,US,Black Hawk,(319) 277-2141
USA-IA-88-IA-All-output-339,Crestview Nursing & Rehab - Webster City,Nursing Facility,2401 South Des Moines St,,Webster City,50595,IA,US,Hamilton,(515) 832-2727
USA-IA-88-IA-All-output-340,Laurens Care Center,Nursing Facility,304 E Veterans Road,,Laurens,50554,IA,US,Pocahontas,(712) 845-4915
USA-IA-88-IA-All-output-341,Caring Acres Nursing & Rehab Center,Nursing Facility,1000 Hillcrest Dr,,Anita,50020,IA,US,Cass,(712) 762-3219
USA-IA-88-IA-All-output-342,Prairie Vista Village,Nursing Facility,2785 First Avenue South,PO Box 335,Altoona,50009,IA,US,Polk,(515) 967-8700
USA-IA-88-IA-All-output-343,Mercy Medical Center - North Iowa,Nursing Facility,1000 4th St SW,,Mason City,50401,IA,US,Cerro Gordo,(641) 428-6182
USA-IA-88-IA-All-output-344,Prairie Ridge Care Center,Nursing Facility,1005 7th Street NE ,,Orange City,51041,IA,US,Sioux,(712) 707-6006
USA-IA-88-IA-All-output-345,St. Francis Manor,Nursing Facility,2021 Fourth Avenue,,Grinnell,50112,IA,US,Poweshiek,(641) 236-7592
USA-IA-88-IA-All-output-346,Northridge Village,Nursing Facility,3300 George W. Carver Avenue,,Ames,50010,IA,US,Story,(515) 357-8395
USA-IA-88-IA-All-output-347,Mercy Medical - Sioux City,Nursing Facility,801 5th Street,,Sioux City,51102,IA,US,Woodbury,(712) 279-5697
USA-IA-88-IA-All-output-348,The Bridges at Ankeny,Nursing Facility,3510 NW Abilene Road,,Ankeny,50023,IA,US,Polk,(515) 963-9815
USA-IA-88-IA-All-output-349,Pinnacle Specialty Care,Nursing Facility,1223 Prairie View Road,,Cedar Falls,50613,IA,US,Black Hawk,(319) 268-0489
USA-IA-88-IA-All-output-350,The Gardens of Cedar Rapids,Nursing Facility,5710 Dean Road SW,,Cedar Rapids,52404,IA,US,Linn,(319) 930-6666
USA-IA-88-IA-All-output-351,Countryside Nursing and Rehabilitation Center,Assisted Living,6120 Morningside Avenue,,Sioux City,51106,IA,US,Woodbury,(712) 276-3000
USA-IA-88-IA-All-output-352,Colonial Manor of Columbus Community,Assisted Living,814 Springer Avenue,,Columbus Junction,52738-0266,IA,US,Louisa,(319) 728-2276
USA-IA-88-IA-All-output-353,Panora Specialty Care,Assisted Living,805 East Main,PO Box 69,Panora,50216,IA,US,Guthrie,(641) 755-2700
USA-IA-88-IA-All-output-354,Exira Care Center,Assisted Living,411 South Carthage,,Exira,50076,IA,US,Audubon,(712) 268-5393
USA-IA-88-IA-All-output-355,Good Samaritan Society - Ottumwa,Assisted Living,2035 Chester Avenue,,Ottumwa,52501,IA,US,Wapello,(641) 682-8041
