row_id,Facility Name,Region,Address1,Address2,City,Province,Postal Code,Contact,Phone,Language,Space,Country,facility_type
Canada-NB-9-SpecialCareHomes-output-112,MOUNT HAVEN RESIDENTIAL HOME CARE INC.,FREDERICTON,215 ROUTE ROUTE 107 ,,GLASSVILLE,NB,E7L 1B9,CHRISTINA COX,(506) 246-1015,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-113,MOUNTAIN VIEW CARE HOME,FREDERICTON,754 ROUTE 109 ,,ARTHURETTE,NB,E7H 4A9,ROWENA SMITH,(506) 273-9598,ENGLISH,6,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-114,NEW BEGINNINGS,FREDERICTON,300 ROUTE ROUTE 560 ,,RIVER DE CHUTE,NB,E7H 4S8,SUSAN OAKES,(506) 503-0289,ENGLISH,3,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-115,NEW BRUNSWICK COMMUNITY RESIDENCE,FREDERICTON,30  NEEDHAM ST ,,FREDERICTON,NB,E3B 1P3,STEPHANIE BREWER,(506) 454-9580,ENGLISH,8,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-116,NORTH MINTO RESIDENCE LTD,FREDERICTON,81  NORTHSIDE DRIVE,,MINTO,NB,E4B 3C7,PETITPAS MARIE,(506) 327-9000,ENGLISH,40,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-117,OROMOCTO SPECIAL CARE HOME,FREDERICTON,25  MITCHELL STREET,,OROMOCTO,NB,E2V 0H3,MARTY HOOD,(506) 422-8600,ENGLISH,14,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-118,PARADISE VILLA INC.,FREDERICTON,65  CLEMENTS DRIVE ,,FREDERICTON,NB,E3G 7J2,LOUISE PETITPAS,(506) 443-8000,BILINGUAL,60,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-119,PRINCE ALBERT LODGE,FREDERICTON,12  PRINCE ALBERT STREET,,WOODSTOCK,NB,E7M 2M1,LOCKE PERRY,(506) 328-3184,ENGLISH,24,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-120,PRINCE WILLIAM SPECIAL CARE HOME,FREDERICTON,2  GIBSON SETTLEMENT ROAD,,PRINCE WILLIAM,NB,E6K 3J8,KATHARINA GERE,(506) 366-3592,ENGLISH,3,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-121,RIPPLES CARE HOME,FREDERICTON,19 ROUTE 670 ,,RIPPLES,NB,E4B 1E6,CHERYL SMITH,(506) 385-2914,ENGLISH,3,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-122,RIVERSIDE COURT RETIREMENT RESIDENCE INC.,FREDERICTON,70  MAIN STREET,,WOODSTOCK,NB,E7M 0B2,RIVERSIDE COURT RETIREMENT RESIDENCE INC. BOARD,(506) 325-7200,ENGLISH,24,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-123,RIVERVIEW COMFORT SPECIAL CARE HOME,FREDERICTON,4  FRONT STREET,,GAGETOWN,NB,E5M 1A1,WAYNE EATMON,(506) 488-9015,ENGLISH,19,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-124,RUTH ANNA'S LADIES' HOME CARE,FREDERICTON,7  CLARK STREET,,HARTLAND,NB,E7P 1L3,RUTH SAWLER,(506) 375-9193,ENGLISH,12,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-125,SCOTT'S SPECIAL CARE HOME INC.,FREDERICTON,095 ROUTE ROUTE 103 ,,UPPER WOODSTOCK,NB,E7M 3C7,ANITA SCOTT,(506) 328-2997,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-126,SHAW'S SPECIAL CARE HOME,FREDERICTON,08 ROUTE 590 ,,WATERVILLE,NB,E7P 1C3,TERRY OR VALERIE SLIPP,(506) 375-8865,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-127,SOUTHSIDE SPECIAL NEEDS HOME INC,FREDERICTON,56  BEACONSFIELD STREET,,FREDERICTON,NB,E3B 5H2,ANGELA RAMSAY,(506) 206-3588,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-128,STEVENSON'S SPECIAL CARE HOME,FREDERICTON,816  ROUTE 105 HIGHWAY,,MILLCOVE,NB,E4C 3A8,KAREN CARSON,(506) 488-2017,ENGLISH,8,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-129,SWANHAVEN ADULT RESIDENTIAL FACILITY LTD.,FREDERICTON,915  ROUTE 3 ,,HARVEY STATION,NB,E6K 3K1,MALCOLM CAIRNS,(506) 366-2950,ENGLISH,28,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-130,SWIM'S ADULT RESIDENTIAL FACILITY,FREDERICTON,48  WHITE ROAD,,AVONDALE,NB,E7K 1E5,EMILY SWIM,(506) 375-6613,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-131,THE GUARDIANS SPECIAL CARE HOME,FREDERICTON,03  MACFARLANE STREET,,FREDERICTON,NB,E3A 1V7,VIRGINIA GERVAIS & LEONARD GERVAIS,(506) 458-8968,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-132,UNDERHILL RESIDENCE,FREDERICTON,18  LINDEN CRESCENT,,FREDERICTON,NB,E3A 4Z9,MARION UNDERHILL,(506) 472-1762,ENGLISH,5,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-133,VICTORIA VILLA INC.,FREDERICTON,66  EAST RIVERSIDE DRIVE DRIVE,,PERTH-ANDOVER,NB,E7H 1Z4,JENNIFER EAGAN,(506) 273-9394,ENGLISH,18,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-134,VICTORY HOUSE,FREDERICTON,0  VICTORY AVENUE,,FREDERICTON,NB,E3A 3V5,JODY KEITH MUNN,(506) 260-3354,ENGLISH,7,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-135,WILLIAMS COZY MANOR INC.,FREDERICTON,263 ROUTE ROUTE 560 ,,LAKEVILLE,NB,E7K 3G2,LAURA SAUNDERS,(506) 392-1801,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-136,YOUR AT HOME RETREAT LTD.,FREDERICTON,1  CHRISTOPHER DRIVE ,,BURTON,NB,E2V 3H4,RHONDA REID,(506) 357-6835,ENGLISH,11,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-137,ABBOTT RESIDENCE,MIRAMICHI,7  LOBBAN AVENUE,,MIRAMICHI,NB,E1N 2W8,CHERYL CRAIG,(506) 352-0069,ENGLISH,8,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-138,BAYSIDE SPECIAL CARE HOME INC.,MIRAMICHI,310  ROUTE 117 ,,MIRAMICHI BAY,NB,E1N 5M1,"MAUREEN STEWART (773-9300, 778-1857)",(506) 228-4704,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-139,BLACKVILLE SPECIAL CARE HOME 1,MIRAMICHI,78  MAIN ST ,,BLACKVILLE,NB,E9B 1S4,ERIC WALLS,(506) 843-6724,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-140,BLACKVILLE SPECIAL CARE HOME 2,MIRAMICHI,  STATION ROAD,,BLACKVILLE,NB,E9B 1R2,ERIC WALLS,(506) 843-9919,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-141,CLARK'S CARE HOME LTD.,MIRAMICHI,94  EDWARD STREET,,MIRAMICHI,NB,E1V 2Y8,MONIQUE CLARK,(506) 622-1006,ENGLISH,7,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-142,COZY LODGE COMPLEX,MIRAMICHI,2  FERRY COURT,,MIRAMICHI,NB,E1V 6Y5,ANGELE MANUEL,(506) 624-9849,BILINGUAL,7,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-143,"DOUBLE ""H"" SPECIAL CARE HOME INC.",MIRAMICHI,31  OLD KING GEORGE HIGHWAY,,MIRAMICHI,NB,E1V 1K4,HEATHER HOGAN,(506) 836-7598,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-144,EASTSIDE SPECIAL CARE HOME INC.,MIRAMICHI,44  WELLINGTON STREET,,MIRAMICHI,NB,E1N 3L6,GERALDINE MCINTYRE,(506) 773-7397,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-145,ENCLOSURE SPECIAL CARE HOME,MIRAMICHI,6  ENCLOSURE ROAD,,DERBY JUNCTION,NB,E1V 5B2,SARAH AND MARK HARRIS,(506) 773-3783,ENGLISH,7,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-146,FOYER CARMEL BREAU,MIRAMICHI,70 RUE PRINCIPALE ,,NEGUAC,NB,E9G 1M7,CARMEL BREAU,(506) 776-8877,BILINGUAL,2,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-147,FOYER CLAIRE INC.,MIRAMICHI,1091 RUE PRINCIPALE ,,ROGERSVILLE,NB,E4Y 2L9,CLAIRE GALLANT,(506) 775-0189,BILINGUAL,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-148,FOYER CLAUDETTE DOIRON,MIRAMICHI,00 CHEMIN OUEST COLLETTE ,,COLLETTE,NB,E4Y 1K2,CLAUDETTE DOIRON,(506) 775-9018,BILINGUAL,2,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-149,FOYER PRIME BREAU,MIRAMICHI,4 CHEMIN COVEDELL ,,TABUSINTAC,NB,E9H 1E6,ROSE ANNA BREAU,(506) 779-4445,BILINGUAL,2,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-150,FOYER ST BERNARD LTEE,MIRAMICHI,50 RUE PRINCIPALE ,,NEGUAC,NB,E9G 1M7,JOANNE STRANG,(506) 776-3774,BILINGUAL,27,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-151,HARVEY VALERIE,MIRAMICHI,337 ROUTE 420 ,,CASSILIS,NB,E9E 2A7,VALERIE HARVEY,(506) 836-7906,ENGLISH,4,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-152,ISLANDVIEW SPECIAL CARE HOME,MIRAMICHI,  O'TOOLE CRESCENT,,MIRAMICHI,NB,E1N 6C1,CHERYL CRAIG,(506) 836-7759,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-153,KELLY'S SPECIAL CARE HOME INC.,MIRAMICHI,553 ROUTE 108 ,,QUARRYVILLE,NB,E9E 2J6,DAIGNEAULT MELANIE,(506) 622-7169,ENGLISH,25,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-154,KING STREET SPECIAL CARE HOME (2016) INC.,MIRAMICHI,3  KING STREET,,MIRMICHI,NB,E1N 2N4,"MAUREEN STEWART (773-9300, 778-1857)",(506) 778-1857,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-155,LA MAISON DES COLOMBES,MIRAMICHI,20 ROUTE 460 ,,STYMIEST,NB,E9G 3C5,ADNA LEBOUTHILLIER,(506) 779-8032,BILINGUAL,8,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-156,NINA MIZUIK,MIRAMICHI,27  HANSEN ROAD,,MIRAMICHI,NB,E1V 3T7,NINA MIZUIK,(506) 622-8661,ENGLISH,3,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-157,RESIDENCE COMMUNAUTAIRE DE L'ARC INC II,MIRAMICHI,9 RUE TÉLÉSPHORE ,,ROGERSVILLE,NB,E4Y 0A4,MELISSA CORMIER,(506) 775-6396,BILINGUAL,21,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-158,RÉSIDENCE DE PATTERSON INC.,MIRAMICHI,189  BEAVERBROOK ROAD,,BEAVERBROOK,NB,E1V 4R7,LINDA & SYLVIO MORRIS,(506) 622-6365,BILINGUAL,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-159,RESIDENCE LA BELLE VIE INC,MIRAMICHI,1  LABRANCHE CHEMIN,,BAIE SAINTE-ANNE,NB,E9A 1M3,TRACY WALSH,(506) 228-4647,ENGLISH,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-160,RESIDENCE LE SOLEIL LEVANT INC.,MIRAMICHI,5 RUE DE L'EGLISE ,,NEGUAC,NB,E9G 1B9,NICOLE BAISLEY,(506) 776-4838,BILINGUAL,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-161,ROSS RESIDENCE,MIRAMICHI,96  NEWCASTLE BOULEVARD,,MIRAMICHI,NB,E1V 2L3,CHERYL CRAIG,(506) 352-3525,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-162,ROUSSEL LISE,MIRAMICHI,55 RUE SAVOIE ,,NEGUAC,NB,E9G 1X2,LISE ROUSSEL,(506) 776-8494,FRENCH,3,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-163,THE HOWE RESIDENCE,MIRAMICHI,1  HARPER ROAD,,MIRAMICHI,NB,E1N 4R7,LOIS FORAN,(506) 622-1471,ENGLISH,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-164,THE TLC FAMILY CARE HOME (MIRAMICHI) INC,MIRAMICHI,45  FRANCES STREET,,MIRAMICHI,NB,E1V 2V8,MARGARET (PEGGY) SAVOY,(506) 624-9366,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-165,THIBODEAU'S SPECIAL CARE HOME,MIRAMICHI,876  P.O. BOX 377,ROUTE 420 ,RED BANK,NB,E9E 1A2,ELIZABETH & ANDRE THIBODEAU,(506) 836-1010,ENGLISH,3,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-166,VILLA DU PORTAGE INC.,MIRAMICHI,02 CHEMIN HACHE ,,HAUT-RIVIERE-DU-PORTAGE,NB,E9H 1P5,GEORGINA GIROUARD/ULYSSE BOUCHARD,(506) 393-1197,BILINGUAL,18,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-167,VILLA NEGUAC,MIRAMICHI,15 RUE HECTOR ,,NEGUAC,NB,E9G 1H9,JOANNE STRANG,(506) 776-4405,BILINGUAL,26,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-168,WILLIAM RESIDENCE,MIRAMICHI,98  NEWCASTLE BOULEVARD,,MIRAMICHI,NB,E1V 2L3,CHERYL CRAIG,(506) 352-3505,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-169,ALOUETTE SPECIAL CARE HOME/FOYER DE SOINS SPECIAUX,MONCTON,100  AMIRAULT STREET,,DIEPPE,NB,E1A 7K4,ARTHUR MCDONOUGH,(506) 857-9200,BILINGUAL,55,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-170,AUBERGE DU SOLEIL,MONCTON,25  AUCOIN STREET,,DIEPPE,NB,E1A 0W5,MARC & PIERRE OUELLETTE,(506) 858-8558,BILINGUAL,130,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-171,AUTUMN LEE RETIREMENT HOME II,MONCTON,031  MOUNTAIN ROAD,,MONCTON,NB,E1B 1G1,WANDA PENNEY,(506) 384-7658,ENGLISH,45,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-172,AUTUMN LEE RETIREMENT HOME SACKVILLE,MONCTON,6  CHARLOTTE STREET,,SACKVILLE,NB,E4L 2Y7,AMANDA BETTS,(506) 536-0033,ENGLISH,23,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-173,BIRCHMOUNT LODGE,MONCTON,44  BIRCHMOUNT DRIVE,,MONCTON,NB,E1C 8E7,,(506) 384-7573,BILINGUAL,32,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-174,BRAE MANOR,MONCTON,01  ELLERDALE AVENUE,,MONCTON,NB,E1A 3M8,DINA MARCHETTI-GIROUARD,(506) 383-9228,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-175,BURNS MANOR,MONCTON,6  BROMLEY AVENUE,,MONCTON,NB,E1C 5T9,JENNIFER BURNS,(506) 852-3554,BILINGUAL,15,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-176,CAREY HOUSE (THE),MONCTON,37  CAMERON STREET,,MONCTON,NB,E1C 5Z5,PATRICIA ANN MCCARTHY,(506) 388-2868,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-177,CASTEL DES FLOTS BLEUS,MONCTON,3  RUE DE L'ESPOIR ,,CAP-PELE,NB,E4N 0B5,JACQUES LAFOREST & RONALD LEBLANC,(506) 577-8558,BILINGUAL,60,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-178,CEDARWOOD LODGE,MONCTON,8  MILTON LANE,,SACKVILLE,NB,E4L 3B7,JOAN LEBLANC,(506) 536-9097,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-179,CHATEAU DU BEL AGE INC.,MONCTON,2  MCLAUGHLIN STREET,,BOUCTOUCHE,NB,E4S 3P9,ELIZABETH AND ANDRE HEBERT,(506) 743-8340,BILINGUAL,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-180,COUNTRY CARE,MONCTON,7  STEEVES ROAD,,INTERVALE,NB,E4Z 4Y9,NANCY BRACE,(506) 756-8985,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-181,COUNTRYSIDE RESIDENCE,MONCTON,4  WEST MAIN STREET,,PORT ELGIN,NB,E4M1M1,CRYSTAL L SNOWDON,(506) 538-2968,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-182,DALY'S HOME CARE INC.,MONCTON,8  TRIDER COURT,,RIVERVIEW,NB,E1B 4T9,ROBERTA BUCHANAN,(506) 874-0757,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-183,DIXSON SPECIAL CARE HOME,MONCTON,1  ROUTE 915,DIXSON ROAD,HARVEY,NB,E4H 3P9,LYNN DIXSON,(506) 882-2667,ENGLISH,6,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-184,DOMAINE LA VALLEE DE MEMRAMCOOK,MONCTON,8 RUE MARCELLIN ,,MEMRAMCOOK,NB,E4K 2J7,MARC BOUDREAU,(506) 758-2110,BILINGUAL,28,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-185,EMERY HOUSE,MONCTON,8  EMERY STREET,,RIVERVIEW,NB,E1B 1B1,JEFF HUNTER,(506) 387-4518,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-186,FAIRFIELD SPECIAL  CARE HOME,MONCTON,42  FAIRFIELD ROAD,,SACKVILLE,NB,E4L 2X9,RANDY MCCULLY & VICKI M,(506) 939-2127,ENGLISH,5,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-187,FAWCETT'S REST HOME,MONCTON,5  UNIT 1,CHURCH STREET,PETITCODIAC,NB,E4Z 4C9,BERNICE FAWCETT,(506) 756-2115,ENGLISH,22,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-188,FOWNES MANOR INC,MONCTON, 5482 ROUTE 114 ,,HOPEWELL HILL,NB,E4H 3N4,DONNA BARNETT,(506) 882-4663,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-189,FOYER BOIS-JOLI INC.,MONCTON,30 CHEMIN SAINT-IGNACE ,,SAINT-LOUIS-DE-KENT,NB,E4X 2L9,LUCILLE JOHNSON,(506) 876-4335,FRENCH,42,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-190,FOYER CHEZ JEANNINE,MONCTON,6 CHEMIN DU COUVENT ,,BOUCTOUCHE,NB,E4S 3C1,JEANNINE CARROLL,(506) 743-5803,BILINGUAL,3,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-191,FOYER CHEZ NOUS MONCTON,MONCTON,0  BURLINGTON AVENUE,,MONCTON,NB,E1E 1Y7,DONALD B. VOSBURGH SR.,(506) 857-9863,BILINGUAL,13,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-192,FOYER COTE D'OR INC.,MONCTON, C.P. 1091 ,,COCAGNE,NB,E4R 1N6,M. GUY ARSENAULT,(506) 576-9140,BILINGUAL,30,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-193,FOYER DOMINIQUE SAVIO,MONCTON,5 BOULEVARD IRVING ,,BOUCTOUCHE,NB,E4S 3J7,LORRAINE LEBLANC,(506) 743-6892,BILINGUAL,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-194,FOYER JEAN MARIE ALLAIN INC,MONCTON,9 BOULEVARD IRVING ,,BOUCTOUCHE,NB,E4S 3J8,JEAN MARIE ALLAIN,(506) 743-5397,BILINGUAL,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-195,FOYER JOE,MONCTON,0  IRVING BOULEVARD,,BOUCTOUCHE,NB,E4S 3E3,JOE COLLETTE,(506) 743-6204,ENGLISH,18,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-196,FOYER LISA ALLAIN INC,MONCTON,60  IRVING BOULEVARD,,BOUCTOUCHE,NB,E4S 3L5,GABRIEL ALLAIN & JULIE ALLAIN,(506) 743-8434,ENGLISH,38,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-197,FOYER MAILLET,MONCTON,197 ROUTE 495 ,,SAINTE-MARIE-DE-KENT,NB,E4S 1Z4,JEANNITA MAILLET,(506) 955-3802,FRENCH,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-198,FOYER PAULINE 2012 INC.,MONCTON,1  PICARD AVENUE,,BOUCTOUCHE,NB,E4S 3S9,MATHIEU CAISSIE,(506) 743-5695,ENGLISH,31,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-199,FOYER P'TIT CHENOUS INC.,MONCTON,723 CHEMIN ST-GABRIEL ,,STE-ANNE-DE-KENT,NB,E4S 1L5,CAROLE BOURQUE,(506) 743-2213,BILINGUAL,15,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-200,FOYER SIMONNE,MONCTON,0499 RUE PRINCIPALE ,,SAINT-LOUIS,NB,E4X 1E6,MME SIMONNE GALLANT,(506) 876-3630,FRENCH,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-201,FOYER ST-FRANCOIS,MONCTON,056 ROUTE ROUTE 134 ,,BOUCTOUCHE,NB,E4S 2J2,BERNADETTE MELANSON,(506) 342-2891,FRENCH,7,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-202,FUNDY ROYAL MANOR,MONCTON,0  JERRY STREET,,HILLSBOROUGH,NB,E4H 0A9,JASON MARTIN,(506) 734-8100,ENGLISH,24,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-203,FUNDY ROYAL MANOR II,MONCTON,03  ACADEMY STREET,,HILLSBOROUGH,NB,E4H 2R3,JASON MARTIN,(506) 734-8100,ENGLISH,28,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-204,GOLDEN YEARS ESTATE LTD,MONCTON,5  JABEZ STREET,,MONCTON,NB,E1E 0B4,JASON LANE,(506) 854-7464,ENGLISH,80,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-205,GRASS HOME LTD.,MONCTON,74  COVERDALE ROAD,,RIVERVIEW,NB,E1B 3L5,JOHN OR LYNN GRASS,(506) 386-1740,ENGLISH,6,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-206,KELS-LEIGH MANOR,MONCTON,1  RIVERLEA DRIVE,,RIVERVIEW,NB,E1B 3N4,KATHERYN NILES,(506) 384-2664,ENGLISH,3,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-207,LA RÉSIDENCE DANNY & DIANE,MONCTON,448  ROUTE 132 ,,SCOUDOUC,NB,E4P 3S8,DANNY GOGUEN & DIANE LEBLANC,(506) 532-6147,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-208,LA RÉSIDENCE SIESTA LTÉE,MONCTON,08  ELMWOOD DRIVE,,MONCTON,NB,E1A 2X3,CAROLE MELANSON,(506) 855-6736,ENGLISH,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-209,LA VILLA D'AURÉLIE INC.,MONCTON,057  ROUTE 480 ,,ACADIEVILLE,NB,E4Y 1Z3,GISLAINE GIROUARD,(506) 775-6088,BILINGUAL,13,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-210,LEFURGEY RESIDENCE,MONCTON,0  LEFURGEY AVENUE,,MONCTON,NB,E1C 7G3,RENEE BOWERING,(506) 855-4622,BILINGUAL,30,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-211,LES RESIDENCES DU HAVRE,MONCTON,527 RUE MAIN ,,RICHIBUCTO,NB,E4W 4C2,ADRIEN MAZEROLLE,(506) 523-9664,BILINGUAL,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-212,LJ JAILLET RESIDENCE INC.,MONCTON,0  LOCKHART AVENUE,,MONCTON,NB,E1C 6R1,JACQUELINE JAILLET,(506) 830-8175,BILINGUAL,10,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-213,MAISON BONHEUR,MONCTON,06  HIGH STREET,,MONCTON,NB,E1C 6C8,NORMAND GALLANT,(506) 854-3460,BILINGUAL,12,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-214,MAISON RENAISSANCE LTEE,MONCTON,2  BOTSFORD STREET,,MONCTON,NB,E1C 4X1,MARC LEGER,(506) 383-1280,BILINGUAL,20,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-215,MANOIR DE LA BUTTE,MONCTON,1 CHEMIN BUTTE A ELOI ,,CAP-PELE,NB,E4N 1N5,OMER GAUDET & PHILIPPE LEBLANC,(506) 577-2202,FRENCH,40,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-216,MANOIR NOTRE-DAME MANOR,MONCTON,10  MURPHY AVENUE,,MONCTON,NB,E1A 6Y2,V. ROBICHAUD,(506) 857-9011,BILINGUAL,120,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-217,MANOIR O'LEARY ART/CAFE INC.,MONCTON,402  MAIN RUE,,RICHIBUCTO,NB,E4W 4E1,CHARLYNE LAVOIE,(506) 524-3939,ENGLISH,9,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-218,MANOIR PASCAL POIRIER MANOR,MONCTON,66  PASCAL POIRIER STREET,,SHEDIAC,NB,E4P 2K9,MONIQUE LÉGER,(506) 533-9808,BILINGUAL,42,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-219,MAZEROLLE SPECIAL CARE HOME LTD.,MONCTON,48  GAUVIN ROAD,,DIEPPE,NB,E1A 1M1,DARLENE MAZEROLLE,(506) 861-9011,BILINGUAL,26,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-220,MCNAIR MANAGEMENT INC. ( 11 BEECHWOOD),MONCTON,1  BEECHWOOD AVENUE,,MONCTON,NB,E1A 5P7,AMY KLASSEN,(506) 857-4883,ENGLISH,14,Canada,Special Care Home
Canada-NB-9-SpecialCareHomes-output-221,NANCY'S SPECIAL CARE HOME,MONCTON,21  CAISSIE AVENUE,,SHEDIAC,NB,E4P1K5,,(506) 351-0612,BILINGUAL,6,Canada,Special Care Home
