name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country,latitude,longitude,neighborhood,addr_valid,neighborhood
ST. MARY'S HEALTH CARE CENTRE,,,,,,(403) 442-3945,,,,,,,,,,,,(403) 442-3955,,,,,,,,,,,,,,,,,,,,,451 Dechauney Ave,,,TROCHU,,,AB,,T0M 2C0,Canada,51.8199356,-113.2287613,,True
WETASKIWIN HOSPITAL AND CARE CENTRE,,,,,,(780) 361-4066,,,,,,,,,,,,(780) 312-3721,,,,,,,,,,,,,,,,,,,,,6910 47 St,,,WETASKIWIN,,,AB,,T9A 3N3,Canada,52.986764,-113.367947,,True
BETHANY SYLVAN LAKE,,,,,,N/A,,,,,,,,,,,,(403) 887-7741,,,,,,,,,,,,,,,,,,,,,4700 47 Ave,,,SYLVAN LAKE,,,AB,,T4S 2M3,Canada,52.3050875,-114.0924629,,True
NORTHCOTT CARE CENTRE,,,,,,(403) 783-6420,,,,,,,,,,,,(403) 783-4764,,,,,,,,,,,,,,,,,,,,,4209 48 Ave,,,PONOKA,,,AB,,T5J 1P4,Canada,52.6743762,-113.5785651,,True
EXTENDICARE VULCAN,,,,,,N/A,,,,,,,,,,,,(403) 485-2022,,,,,,,,,,,,,,,,,,,,,715 2 Ave S,,,VULCAN,,,AB,,T0L 2B0,Canada,50.3988343,-113.256108,,True
BOW VIEW MANOR,,,,,,N/A,,,,,,,,,,,,(403) 288-4446,,,,,,,,,,,,,,,,,,,,,4628 Montgomery Blvd NW,,,CALGARY,,,AB,,T3B 0K7,Canada,51.068057,-114.162346,Northwest Calgary,True
WENTWORTH MANOR - THE COURT,,,,,,(403) 686-8702,,,,,,,,,,,,(403) 686-8605,,,,,,,,,,,,,,,,,,,,,5709 14 Ave SW,,,CALGARY,,,AB,,T3H 3M2,Canada,51.0397866,-114.1715865,Southwest Calgary,True
CAREWEST DR. VERNON FANNING CENTRE,,,,,,N/A,,,,,,,,,,,,(403) 944-0118,,,,,,,,,,,,,,,,,,,,,722 16th Ave NE,,,CALGARY,,,AB,,T2E 6V7,Canada,51.067541,-114.0458705,Northeast Calgary,True
CAREWEST GEORGE BOYACK,,,,,,N/A,,,,,,,,,,,,(403) 944-0118,,,,,,,,,,,,,,,,,,,,,1203 Centre Ave NE,,,CALGARY,,,AB,,T2E 0A5,Canada,51.052197,-114.035226,Northeast Calgary,True
CAREWEST ROYAL PARK,,,,,,N/A,,,,,,,,,,,,(403) 944-0118,,,,,,,,,,,,,,,,,,,,,4222 Sarcee Rd SW,,,CALGARY,,,AB,,T3E 7J8,Canada,51.0165149,-114.135726,Southwest Calgary,True
CAREWEST SARCEE,,,,,,N/A,,,,,,,,,,,,(403) 944-0118,,,,,,,,,,,,,,,,,,,,,3504 Sarcee Rd SW,,,CALGARY,,,AB,,T3E 4T4,Canada,51.022042,-114.1270308,Southwest Calgary,True
CAREWEST SIGNAL POINTE,,,,,,N/A,,,,,,,,,,,,(403) 944-0118,,,,,,,,,,,,,,,,,,,,,6363 Simcoe Rd SW,,,CALGARY,,,AB,,T3H 4M3,Canada,51.035083,-114.181201,Southwest Calgary,True
BOW CREST CARE CENTRE,,,,,,N/A,,,,,,,,,,,,(403) 288-2373,,,,,,,,,,,,,,,,,,,,,5927 Bowness Rd NW,,,CALGARY,,,AB,,T3B 0C7,Canada,51.0819448,-114.1739057,Northwest Calgary,True
MOUNT ROYAL CARE CENTRE,,,,,,(403) 244-5939,,,,,,,,,,,,(403) 244-8994,,,,,,,,,,,,,,,,,,,,,1813 9 St SW,,,CALGARY,,,AB,,T2T 3C2,Canada,51.0362449,-114.0845458,Southwest Calgary,True
MCKENZIE TOWNE CONTINUING CARE CENTRE,,,,,,N/A,,,,,,,,,,,,(403) 508-9808,,,,,,,,,,,,,,,,,,,,,80 Promenade Way SE,,,CALGARY,,,AB,,T2Z 3R4,Canada,50.9141334,-113.9625163,Southeast Calgary,True
EXTENDICARE CEDARS VILLA,,,,,,(403) 246-7561,,,,,,,,,,,,(403) 249-8915,,,,,,,,,,,,,,,,,,,,,3330 8 Ave SW,,,CALGARY,,,AB,,T3C 0E7,Canada,51.0455184,-114.1338787,Southwest Calgary,True
VULCAN COMMUNITY HEALTH CENTRE,,,,,,N/A,,,,,,,,,,,,(403) 485-3303,,,,,,,,,,,,,,,,,,,,,610 Elizabeth St S,,,VULCAN,,,AB,,T0L 2B0,Canada,50.396607,-113.257855,,True
EXTENDICARE HILLCREST,,,,,,(403) 485-2879,,,,,,,,,,,,(403) 485-2022,,,,,,,,,,,,,,,,,,,,,1512 8 Ave NW,,,CALGARY,,,AB,,T2N 1C1,Canada,51.0598389,-114.095287,Northwest Calgary,True
FATHER LACOMBE CARE CENTRE,,,,,,(403) 254-6298,,,,,,,,,,,,(403) 254-6275,,,,,,,,,,,,,,,,,,,,,270 Providence Blvd SE,,,CALGARY,,,AB,,T2X 0V6,Canada,50.922269,-114.061645,Southeast Calgary,True
CLIFTON MANOR,,,,,,N/A,,,,,,,,,,,,(403) 272-9831,,,,,,,,,,,,,,,,,,,,,4726 8 Ave SE,,,CALGARY,,,AB,,T2A 0A8,Canada,51.0457752,-113.9674315,Southeast Calgary,True
CHINOOK CARE CENTRE,,,,,,(403) 253-0292,,,,,,,,,,,,(403) 252-0141,,,,,,,,,,,,,,,,,,,,,1261 Glenmore Trl SW,,,CALGARY,,,AB,,T2V 4Y8,Canada,50.9934207,-114.0896856,Southwest Calgary,True
SOUTHWOOD CARE CENTRE,,,,,,N/A,,,,,,,,,,,,(403) 252-1194,,,,,,,,,,,,,,,,,,,,,211 Heritage Dr SE,,,CALGARY,,,AB,,T2H 1M9,Canada,50.9792053,-114.0660885,Southeast Calgary,True
GLAMORGAN NURSING HOME,,,,,,N/A,,,,,,,,,,,,(403) 242-5911,,,,,,,,,,,,,,,,,,,,,105 Galbraith Dr SW,,,CALGARY,,,AB,,T3E 4Z5,Canada,51.0093663,-114.1454064,Southwest Calgary,True
NEWPORT HARBOUR CARE CENTRE,,,,,,(403) 567-5105,,,,,,,,,,,,(403) 567-5102,,,,,,,,,,,,,,,,,,,,,10 Country Village Cove NE,,,CALGARY,,,AB,,T3K 6B4,Canada,51.155974,-114.05964,Northeast Calgary,True
WING KEI CARE CENTRE,,,,,,(403) 230-3857,,,,,,,,,,,,(403) 277-7433,,,,,,,,,,,,,,,,,,,,,1212 Centre St NE,,,CALGARY,,,AB,,T2E 2R4,Canada,51.0625663,-114.0623187,Crescent Heights,True
WILLOW CREEK CONTINUING CARE CENTRE,,,,,,N/A,,,,,,,,,,,,(403) 625-3361,,,,,,,,,,,,,,,,,,,,,4221 8 St W,,,CLARESHOLM,,,AB,,T0L 0T0,Canada,50.0184436,-113.5955322,,True
ST. MARTHA'S PLACE/BANFF MINERAL SPRINGS HOSPITAL,,,,,,N/A,,,,,,,,,,,,(403) 760-7231,,,,,,,,,,,,,,,,,,,,,305 Lynx St,,,BANFF,,,AB,,T1L 1H7,Canada,51.179144,-115.574658,,True
OILFIELDS GENERAL HOSPITAL (RISING SUN LTC),,,,,,N/A,,,,,,,,,,,,(403) 933-2222,,,,,,,,,,,,,,,,,,,,,717 Government Rd,,,BLACK DIAMOND,,,AB,,T0L 0H0,Canada,50.6780144,-114.2344127,,True
CANMORE GENERAL HOSPITAL (GOLDEN EAGLE VIEW LTC),,,,,,N/A,,,,,,,,,,,,(403) 678-7188,,,,,,,,,,,,,,,,,,,,,1100 Hospital Pl,,,CANMORE,,,AB,,T1W 1N9,Canada,51.09358,-115.350966,,True
DIDSBURY DISTRICT HEALTH SERVICES,,,,,,N/A,,,,,,,,,,,,(403) 335-7208,,,,,,,,,,,,,,,,,,,,,1210 20 Ave,,,DIDSBURY,,,AB,,T0M 0W0,Canada,51.661507,-114.123681,,True
HIGH RIVER GENERAL HOSPITAL,,,,,,N/A,,,,,,,,,,,,(403) 601-1764,,,,,,,,,,,,,,,,,,,,,560 9 Ave SW,,,HIGH RIVER,,,AB,,T1V 1B3,Canada,50.575104,-113.879948,,True
CENTRAL PEACE HEALTH COMPLEX,,,,,,(780) 864-3495,,,,,,,,,,,,(780) 864-4709,,,,,,,,,,,,,,,,,,,,,5010 45 Ave,,,SPIRIT RIVER,,,AB,,T0H 3G0,Canada,55.777152,-118.838752,,True
FAIRVIEW HEALTH COMPLEX (CONTINUING CARE CENTRE),,,,,,N/A,,,,,,,,,,,,(780) 835-6161,,,,,,,,,,,,,,,,,,,,,10628 110 St,,,FAIRVIEW,,,AB,,T0H 1L0,Canada,56.0709645,-118.3848231,,True
GRIMSHAW/BERWYN AND DISTRICT COMMUNITY HEALTH CENTRE,,,,,,N/A,,,,,,,,,,,,(780) 332-6545,,,,,,,,,,,,,,,,,,,,,5621 Wilcox Rd,,,GRIMSHAW,,,AB,,T0H 1W0,Canada,56.190388,-117.62725,,True
HYTHE CONTINUING CARE CENTRE,,,,,,N/A,,,,,,,,,,,,(780) 356-3818,,,,,,,,,,,,,,,,,,,,,10307 100 St,,,HYTHE,,,AB,,T0H 2C0,Canada,55.3275443,-119.5519544,,True
MANNING COMMUNITY HEALTH CENTRE,,,,,,N/A,,,,,,,,,,,,(780) 836-7400,,,,,,,,,,,,,,,,,,,,,600 2 St NE,,,MANNING,,,AB,,T0H 2M0,Canada,56.9267487,-117.6237718,,True
PEACE RIVER COMMUNITY HEALTH CENTRE (SUTHERLAND PLACE),,,,,,(780) 624-7569,,,,,,,,,,,,(780) 618-3441,,,,,,,,,,,,,,,,,,,,,10101 68 St,,,PEACE RIVER,,,AB,,T8S 1T6,Canada,56.230433,-117.353291,,True
VALLEYVIEW HEALTH CENTRE,,,,,,N/A,,,,,,,,,,,,(780) 524-3356,,,,,,,,,,,,,,,,,,,,,4802 Highway St E,,,VALLEYVIEW,,,AB,,T0H 3N0,Canada,55.066529,-117.2736293,,True
MANOIR DU LAC,,,,,,(780) 324-2513,,,,,,,,,,,,(780) 324-2060,,,,,,,,,,,,,,,,,,,,,164 3 Ave NW,,,MCLENNAN,,,AB,,T0H 2L0,Canada,55.7119037,-116.9106322,,True
ALLEN GRAY CONTINUING CARE,,,,,,(780) 465-2073,,,,,,,,,,,,(780) 469-9606,,,,,,,,,,,,,,,,,,,,,5005 28 Ave,,,EDMONTON,,,AB,,T6L 7G1,Canada,53.4587911,-113.4226032,Southeast Edmonton,True
CAPITAL CARE DICKINSFIELD,,,,,,N/A,,,,,,,,,,,,(780) 371-6525,,,,,,,,,,,,,,,,,,,,,14225 94 St NW,,,EDMONTON,,,AB,,T5E 6C6,Canada,53.6050479,-113.484718,Northeast Edmonton,True
CAPITAL CARE GRANDVIEW,,,,,,N/A,,,,,,,,,,,,(780) 496-7103,,,,,,,,,,,,,,,,,,,,,6215 124 St,,,EDMONTON,,,AB,,T6H 3V1,Canada,53.498715,-113.542954,Southwest Edmonton,True
CAPITAL CARE LYNNWOOD,,,,,,N/A,,,,,,,,,,,,(780) 341-2301,,,,,,,,,,,,,,,,,,,,,8740 165 St,,,EDMONTON,,,AB,,T5R 2R8,Canada,53.521366,-113.610384,West Edmonton,True
CAPITAL CARE NORWOOD,,,,,,(780) 474-9806,,,,,,,,,,,,(780) 496-3200,,,,,,,,,,,,,,,,,,,,,10410 111 Ave,,,EDMONTON,,,AB,,T5G 3A2,Canada,53.559774,-113.500217,North Central Edmonton,True
CITADEL CARE CENTRE,,,,,,(780) 458-8563,,,,,,,,,,,,(780) 418-6141,,,,,,,,,,,,,,,,,,,,,25 Erin Ridge Rd,,,ST. ALBERT,,,AB,,T8N 7K8,Canada,53.657333,-113.626959,,True
DEVON GENERAL HOSPITAL,,,,,,(780) 987-8232,,,,,,,,,,,,(780) 342-7005,,,,,,,,,,,,,,,,,,,,,101 Erie St S,,,DEVON,,,AB,,T9G 1A6,Canada,53.351493,-113.730785,,True
DEVONSHIRE CARE CENTRE,,,,,,(780) 665-8051,,,,,,,,,,,,(780) 665-8050,,,,,,,,,,,,,,,,,,,,,1808 142 St,,,EDMONTON,,,AB,,T6R 3H2,Canada,53.4492778,-113.5656316,Southwest Edmonton,True
EDMONTON CHINATOWN CARE CENTRE,,,,,,N/A,,,,,,,,,,,,(780) 429-0821,,,,,,,,,,,,,,,,,,,,,9539 102A Ave,,,EDMONTON,,,AB,,T5H 0G2,Canada,53.5455411,-113.4815352,North Central Edmonton,True
EDMONTON GENERAL CONTINUING CARE,,,,,,N/A,,,,,,,,,,,,(780) 342-8496,,,,,,,,,,,,,,,,,,,,,11111 Jasper Ave,,,EDMONTON,,,AB,,T5K 0L4,Canada,53.5397144,-113.5130197,North Central Edmonton,True
EXTENDICARE LEDUC,,,,,,(780) 986-0669,,,,,,,,,,,,(780) 986-2245,,,,,,,,,,,,,,,,,,,,,4309 50 St,,,LEDUC,,,AB,,T9E 6K6,Canada,53.2568832,-113.5508748,Corinthia Park,True
EXTENDICARE HOLYROOD (SOUTH),,,,,,N/A,,,,,,,,,,,,(780) 469-1307,,,,,,,,,,,,,,,,,,,,,8008 95 Ave,,,EDMONTON,,,AB,,T6C 2T1,Canada,53.5328172,-113.4514253,Northeast Edmonton,True
GOOD SAMARITAN SOCIETY DR. GERALD ZETTER,,,,,,N/A,,,,,,,,,,,,(780) 431-3602,,,,,,,,,,,,,,,,,,,,,9649 71 Ave NW,,,EDMONTON,,,AB,,T6E 5J2,Canada,53.5070778,-113.4775082,Southeast Edmonton,True
GOOD SAMARITAN SOCIETY MILLWOODS CENTRE,,,,,,N/A,,,,,,,,,,,,(780) 413-3507,,,,,,,,,,,,,,,,,,,,,101 Youville Dr E,,,EDMONTON,,,AB,,T6L 7A4,Canada,53.4603153,-113.4255878,Southeast Edmonton,True
GOOD SAMARITAN SOCIETY PEMBINA VILLAGE,,,,,,(780) 727-2410,,,,,,,,,,,,(780) 727-4441,,,,,,,,,,,,,,,,,,,,,5225 50 St,,,EVANSBURG,,,AB,,T0E 0T0,Canada,53.6045975,-115.0182502,,True
GOOD SAMARITAN SOCIETY SOUTHGATE,,,,,,(780) 431-3898,,,,,,,,,,,,(780) 431-3840,,,,,,,,,,,,,,,,,,,,,4225 107 St NW,,,EDMONTON,,,AB,,T6C 4G8,Canada,53.480491,-113.506725,Southwest Edmonton,True
SHEPHERD'S CARE KENSINGTON VILLAGE,,,,,,N/A,,,,,,,,,,,,(780) 447-3840,,,,,,,,,,,,,,,,,,,,,12603 135 Ave,,,EDMONTON,,,AB,,T5L 5B2,Canada,53.5961039,-113.539677,Northwest Edmonton,True
HARDISTY CARE CENTRE,,,,,,(780) 465-9457,,,,,,,,,,,,(780) 466-9267,,,,,,,,,,,,,,,,,,,,,6420 101 Ave,,,EDMONTON,,,AB,,T6A 0H5,Canada,53.5418639,-113.430554,Northeast Edmonton,True
JASPER PLACE CONTINUING CARE CENTRE,,,,,,(780) 489-5435,,,,,,,,,,,,(780) 489-4931,,,,,,,,,,,,,,,,,,,,,8903 168 St,,,EDMONTON,,,AB,,T5R 2V6,Canada,53.5244519,-113.611833,West Edmonton,True
JUBILEE LODGE NURSING HOME,,,,,,(780) 458-8563,,,,,,,,,,,,(780) 418-6141,,,,,,,,,,,,,,,,,,,,,10333 76 St,,,EDMONTON,,,AB,,T6A 3A8,Canada,53.54576,-113.444031,Northeast Edmonton,True
DIANE AND IRVING KIPNES CENTRE FOR VETERANS,,,,,,(780) 442-5711,,,,,,,,,,,,(780) 442-5701,,,,,,,,,,,,,,,,,,,,,4470 McCrae Ave,,,EDMONTON,,,AB,,T5E 6M6,Canada,53.6130933,-113.5137649,Northwest Edmonton,True
MILLER CROSSING CONTINUING CARE,,,,,,(780) 478-2894,,,,,,,,,,,,(780) 478-9212,,,,,,,,,,,,,,,,,,,,,14251 50 St NW,,,EDMONTON,,,AB,,T5A 5J4,Canada,53.605582,-113.416488,Northeast Edmonton,True
MILLWOODS SHEPHERD'S CARE CENTRE,,,,,,(780) 462-1643,,,,,,,,,,,,(780) 463-9810,,,,,,,,,,,,,,,,,,,,,6620C 28 Ave,,,EDMONTON,,,AB,,T6K 2R1,Canada,53.459297,-113.436066,Southeast Edmonton,True
RIVERCREST CARE CENTRE,,,,,,(780) 458-8563,,,,,,,,,,,,(780) 418-6141,,,,,,,,,,,,,,,,,,,,,10104 101 Ave,,,FORT SASKATCHEWAN,,,AB,,T8L 2A5,Canada,53.713938,-113.215355,,True
SALEM MANOR NURSING HOME,,,,,,(780) 986-4130,,,,,,,,,,,,(780) 986-8654,,,,,,,,,,,,,,,,,,,,,4419 46 St,,,LEDUC,,,AB,,T9E 6L2,Canada,53.2595142,-113.541479,South Telford,True
SHERWOOD CARE,,,,,,(780) 449-1529,,,,,,,,,,,,(780) 467-2281,,,,,,,,,,,,,,,,,,,,,2020 Brentwood Blvd N,,,SHERWOOD PARK,,,AB,,T8A 0X1,Canada,53.5282649,-113.300857,,True
SOUTH TERRACE CONTINUING CARE CENTRE,,,,,,(780) 436-4300,,,,,,,,,,,,(780) 434-1451,,,,,,,,,,,,,,,,,,,,,5905 112 St,,,EDMONTON,,,AB,,T6H 3J4,Canada,53.496569,-113.518142,Southwest Edmonton,True
CAPITAL CARE STRATHCONA,,,,,,N/A,,,,,,,,,,,,(780) 417-4326,,,,,,,,,,,,,,,,,,,,,12 Brower Dr,,,SHERWOOD PARK,,,AB,,T8H 1V3,Canada,53.5437353,-113.2876746,,True
ST. JOSEPH'S AUXILIARY HOSPITAL,,,,,,N/A,,,,,,,,,,,,(780) 431-5390,,,,,,,,,,,,,,,,,,,,,10707 29 Ave,,,EDMONTON,,,AB,,T6J 6W1,Canada,53.459748,-113.506062,Southwest Edmonton,True
ST. MICHAEL'S LONG TERM CARE CENTRE,,,,,,(780) 472-4506,,,,,,,,,,,,(780) 472-4503,,,,,,,,,,,,,,,,,,,,,7404 139 Ave,,,EDMONTON,,,AB,,T5C 3H7,Canada,53.6021339,-113.4564118,Northeast Edmonton,True
TOUCHMARK HEALTH SERVICES NEIGHBOURHOOD/TOUCHMARK AT WEDGEWOOD,,,,,,(780) 577-5299,,,,,,,,,,,,(780) 577-5000,,,,,,,,,,,,,,,,,,,,,18333 Lessard Rd,,,EDMONTON,,,AB,,T6M 2Y5,Canada,53.4837969,-113.6424288,West Edmonton,True
VENTA CARE CENTRE,,,,,,(780) 476-6943,,,,,,,,,,,,(780) 377-4408,,,,,,,,,,,,,,,,,,,,,13525 102 St,,,EDMONTON,,,AB,,T5E 4K3,Canada,53.597985,-113.495122,Northwest Edmonton,True
WESTVIEW HEALTH CENTRE,,,,,,N/A,,,,,,,,,,,,(780) 968-3658,,,,,,,,,,,,,,,,,,,,,4405 Southpark Dr,,,STONY PLAIN,,,AB,,T7Z 2M7,Canada,53.5374274,-113.9763663,,True
YOUVILLE AUXILIARY HOSPITAL (GREY NUNS) OF ST. ALBERT,,,,,,N/A,,,,,,,,,,,,(780) 460-6901,,,,,,,,,,,,,,,,,,,,,9 St Vital Ave,,,ST. ALBERT,,,AB,,T8N 1K1,Canada,53.6377702,-113.6337737,,True
CAPITAL CARE STRATHCONA,,,,,,N/A,,,,,,,,,,,,(780) 417-4326,,,,,,,,,,,,,,,,,,,,,12 Brower Dr,,,SHERWOOD PARK,,,AB,,T8H 1V3,Canada,53.5437353,-113.2876746,,True
REDWATER HEALTH CENTRE,,,,,,(780) 942-2373,,,,,,,,,,,,(780) 942-6603,,,,,,,,,,,,,,,,,,,,,Box 39,,,REDWATER,,,AB,,T0A 2W0,Canada,53.95058389999999,-113.1088853,,True
IN AND OUT HOME CARE REHABILITATION LTD.  HOUSE #5,,,,,,(780) 984-8122,,,,,,,,,,,,(780) 997-0913,,,,,,,,,,,,,,,,,,,,,7548 152C Ave,,,EDMONTON,,,AB,,T5R 1K5,Canada,53.6154676,-113.4594739,Northeast Edmonton,True
IN AND OUT HOME CARE REHABILITATION LTD. HOUSE #6,,,,,,(780) 984-8122,,,,,,,,,,,,(780) 997-0913,,,,,,,,,,,,,,,,,,,,,12228 151A Ave,,,EDMONTON,,,AB,,T6M 2H7,Canada,53.6139723,-113.535247,Northwest Edmonton,True
IN AND OUT HOME CARE REHABILITATION LTD. HOUSE #7,,,,,,(780) 984-8122,,,,,,,,,,,,(780) 997-0913,,,,,,,,,,,,,,,,,,,,,2511 104 St,,,EDMONTON,,,AB,,T6J 4R1,Canada,53.456063,-113.495219,Southwest Edmonton,True
BETHANY SYLVAN LAKE,,,,,,N/A,,,,,,,,,,,,(403) 887-7741,,,,,,,,,,,,,,,,,,,,,4700 47 Ave,,,SYLVAN LAKE,,,AB,,T4S 2M3,Canada,52.3050875,-114.0924629,,True
CHARTWELL COUNTRY COTTAGE RETIREMENT RESIDENCE,,,,,,N/A,,,,,,,,,,,,(780) 449-0082,,,,,,,,,,,,,,,,,,,,,75 Cranford Way,,,SHERWOOD PARK,,,AB,,T8H 2B9,Canada,53.5432671,-113.2924421,,True
DEWAR HOUSE - UNITS 4 AND 5,,,,,,N/A,,,,,,,,,,,,(403) 823-7292,,,,,,,,,,,,,,,,,,,,,914 Newcastle Trl,,,DRUMHELLER,,,AB,,T0J 0Y2,Canada,51.4636629,-112.72586,,True
DARTS - UNIT 8,,,,,,N/A,,,,,,,,,,,,(403) 823-7822,,,,,,,,,,,,,,,,,,,,,725 3 Ave W,,,DRUMHELLER,,,AB,,T0J 0Y3,Canada,51.4636622,-112.7189854,,True
GROVE MANOR,,,,,,N/A,,,,,,,,,,,,(780) 473-5621,,,,,,,,,,,,,,,,,,,,,600 King St,,,SPRUCE GROVE,,,AB,,T7X 4J8,Canada,53.556416,-113.89489,,True
GOOD SAMARITAN SOCIETY 1603 WEDMAN VILLAGE (THE),,,,,,N/A,,,,,,,,,,,,(780) 413-3520,,,,,,,,,,,,,,,,,,,,,10525 19 Ave NW,,,EDMONTON,,,AB,,T6J 6X9,Canada,53.4475805,-113.5035608,Southwest Edmonton,True
GOOD SAMARITAN SOCIETY 1601 WEDMAN VILLAGE (THE),,,,,,N/A,,,,,,,,,,,,(780) 413-3520,,,,,,,,,,,,,,,,,,,,,10525 19 Ave NW,,,EDMONTON,,,AB,,T6J 6X9,Canada,53.4475805,-113.5035608,Southwest Edmonton,True
GOOD SAMARITAN SOCIETY 1609 WEDMAN VILLAGE (THE),,,,,,N/A,,,,,,,,,,,,(780) 413-3520,,,,,,,,,,,,,,,,,,,,,10525 19 Ave NW,,,EDMONTON,,,AB,,T6J 6X9,Canada,53.4475805,-113.5035608,Southwest Edmonton,True
GOOD SAMARITAN SOCIETY WEDMAN HOUSE (THE),,,,,,N/A,,,,,,,,,,,,(780) 413-3520,,,,,,,,,,,,,,,,,,,,,10525 19 Ave NW,,,EDMONTON,,,AB,,T6J 6X9,Canada,53.4475805,-113.5035608,Southwest Edmonton,True
LAGO LINDO,,,,,,N/A,,,,,,,,,,,,(780) 222-6535,,,,,,,,,,,,,,,,,,,,,16724 92 St,,,EDMONTON,,,AB,,T7Z 2W2,Canada,53.6298792,-113.4837979,Northeast Edmonton,True
DENNY (LO-SE-CA FOUNDATION),,,,,,N/A,,,,,,,,,,,,(780) 460-1400,,,,,,,,,,,,,,,,,,,,,22 Denny Ct,,,ST. ALBERT,,,AB,,T8N 5T7,Canada,53.6541629,-113.639905,,True
GLENWOOD (LO-SE-CA FOUNDATION),,,,,,N/A,,,,,,,,,,,,(780) 458-8580,,,,,,,,,,,,,,,,,,,,,96 Glenwood Cr,,,ST. ALBERT,,,AB,,T8N 1X5,Canada,53.6160281,-113.6340507,,True
LAMONT HEALTH CARE CENTRE - MORLEY YOUNG MANOR,,,,,,N/A,,,,,,,,,,,,(780) 895-2211,,,,,,,,,,,,,,,,,,,,,5220 52 St,,,LAMONT,,,AB,,T0B 2R0,Canada,53.76285,-112.786473,,True
MILLENNIUM PAVILION SENIORS LODGE,,,,,,N/A,,,,,,,,,,,,(780) 473-5621,,,,,,,,,,,,,,,,,,,,,7408 139 Ave,,,EDMONTON,,,AB,,T5C 3H7,Canada,53.6021267,-113.4565392,Northeast Edmonton,True
MANOIR DU LAC,,,,,,(780) 324-2513,,,,,,,,,,,,(780) 324-2060,,,,,,,,,,,,,,,,,,,,,164 3 Ave NW,,,MCLENNAN,,,AB,,T0H 2L0,Canada,55.7119037,-116.9106322,,True
SPRUCEWOOD PLACE HOUSING COMMUNITY PARTNERSHIP,,,,,,N/A,,,,,,,,,,,,(780) 983-2010,,,,,,,,,,,,,,,,,,,,,11418 97 St,,,EDMONTON,,,AB,,T5G 1X5,Canada,53.564857,-113.492157,North Central Edmonton,True
CORONATION HOSPITAL AND CARE CENTRE,,,,,,N/A,,,,,,,,,,,,(403) 578-3803,,,,,,,,,,,,,,,,,,,,,5000 Municipal Rd,,,CORONATION,,,AB,,T0C 1C0,Canada,52.095808,-111.457994,,True
MCCONNELL PLACE NORTH,,,,,,(780) 442-5711,,,,,,,,,,,,(780) 371-6525,,,,,,,,,,,,,,,,,,,,,9113 144 Ave,,,EDMONTON,,,AB,,T5E 6K2,Canada,53.605434,-113.480814,Northeast Edmonton,True
MCCONNELL PLACE WEST,,,,,,N/A,,,,,,,,,,,,(780) 413-4772,,,,,,,,,,,,,,,,,,,,,8720 165 St,,,EDMONTON,,,AB,,T5R 5Y8,Canada,53.5203599,-113.6096618,West Edmonton,True
LAURIER HOUSE LYNNWOOD,,,,,,N/A,,,,,,,,,,,,(780) 341-2301,,,,,,,,,,,,,,,,,,,,,16815 88 Ave,,,EDMONTON,,,AB,,T5R 5Y7,Canada,53.523345,-113.612855,West Edmonton,True
DR. JAMES W. HEMSTOCK ASSISTED LIVING RESIDENCE,,,,,,N/A,,,,,,,,,,,,(780) 808-2161,,,,,,,,,,,,,,,,,,,,,4202 54 Ave,,,LLOYDMINSTER,,,AB,,T9V 2Z3,Canada,53.2775945,-110.0155052,,True
CHINOOK VILLAGE,,,,,,N/A,,,,,,,,,,,,(403) 526-6951,,,,,,,,,,,,,,,,,,,,,2801 13 Ave SE,,,MEDICINE HAT,,,AB,,T1A 3R1,Canada,50.0129222,-110.6640019,,True
PETER COYLE PLACE,,,,,,N/A,,,,,,,,,,,,(403) 252-5329,,,,,,,,,,,,,,,,,,,,,5700 3 St SW,,,CALGARY,,,AB,,T2H 3B4,Canada,51.0024472,-114.0697064,Southeast Calgary,True
WEST COUNTRY HEARTH,,,,,,N/A,,,,,,,,,,,,(780) 418-3015,,,,,,,,,,,,,,,,,,,,,26504 SH 633,,,STURGEON COUNTY,,,AB,,T8T 1R9,Canada,53.6581556,-113.8124852,,True
ASHBOURNE,,,,,,(450) 430-5801,,,,,,,,,,,,(780) 430-5802,,,,,,,,,,,,,,,,,,,,,11148 84 Ave,,,EDMONTON,,,AB,,T6G 0V8,Canada,53.520251,-113.520044,Garneau,True
ROBIN HOOD ASSOCIATION RESIDENCE #18,,,,,,(780) 449-2028,,,,,,,,,,,,(780) 467-7140,,,,,,,,,,,,,,,,,,,,,27 Darlington Dr,,,SHERWOOD PARK,,,AB,,T8H 1R7,Canada,53.549441,-113.260904,,True
RIVER RIDGE BY REVERA,,,,,,N/A,,,,,,,,,,,,(780) 470-3700,,,,,,,,,,,,,,,,,,,,,78C McKenney Ave,,,ST. ALBERT,,,AB,,T8N 7M3,Canada,53.639626,-113.634222,,True
