row_id,license_num,initial_license,Expires,name,street_address,city,postal_code,county,#AZ,#Reg,#FL ,Total,adult_day_care_facility,alzheimer_facility,,facility_type
USA-IL-64-AssistedLiving-64-AssistedLiving-116,5201147,2017-03-31T00:00:00,2019-03-31T00:00:00,Christian Garden Villa II,3408 W. Washington St.,Springfield,62711,Sangamon,,10,,10,No,No,2177879600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-117,5104085,2017-02-28T00:00:00,2018-02-28T00:00:00,Church Creek,1250 W. Central Road,Arlington Heights,60005,Cook,21,13,,34,No,Yes,8475063200,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-118,5105702,2017-02-28T00:00:00,2018-02-28T00:00:00,Clarendale of Algonquin,2001 West Algonquin RD,Algonquin,60102,Mc Henry,54,60,,114,No,Yes,8474586800,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-119,5105249,2017-02-20T00:00:00,2018-02-20T00:00:00,Clarendale of Mokena,21536 South Wolf Road,Mokena,60448,Will,40,56,,96,No,Yes,8154644418,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-120,5201162,2017-03-03T00:00:00,2018-03-03T00:00:00,Colfax Manor Assisted Living,8200 S Colfax Ave.,Chicago,60617,Cook,4,,,4,No,Yes,7732034098,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-121,5104614,2016-07-21T00:00:00,2017-07-21T00:00:00,"Colonnade Senior Living, The",700 Weber Road,O' Fallon,62269,St.Claire,43,82,,125,No,Yes,6186246000,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-122,5103228,2017-02-17T00:00:00,2018-12-12T00:00:00,Concordia Village,4101 West Iles,Springfield,62711,Sangamon,,48,,48,No,No,2177939429,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-123,5105462,2016-11-15T00:00:00,2017-11-15T00:00:00,Copper Creek Cottages,203 Stahlhut Dr,Lincoln,62656,Logan,30,,,30,No,Yes,2176518364,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-124,5105892,2017-05-19T00:00:00,2017-09-19T00:00:00,Copper Creek Cottages,920 Country Club Road,Mattoon,61938,Coles,30,,,30,No,No,2172350001,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-125,5100406,2016-10-04T00:00:00,2017-10-04T00:00:00,Cordia Senior Residence,865 N. Cass Ave,Westmont,60559,DuPage,,116,,116,No,No,6308877000,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-126,5104143,2016-06-28T00:00:00,2017-06-28T00:00:00,"Cottages of New Lenox, The 1023",1023 S. Cedar Rd,New Lenox,60451,Will,,16,,16,No,No,8154638880,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-127,5104150,2016-06-28T00:00:00,2017-06-28T00:00:00,"Cottages of New Lenox, The 1025",1025 S. Cedar Rd,New Lenox,60451,Will,16,,,16,No,Yes,8154638880,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-128,5104168,2016-06-28T00:00:00,2017-06-28T00:00:00,"Cottages of New Lenox, The 1027",1027 S. Cedar Rd,New Lenox,60451,Will,16,,,16,No,Yes,8154638880,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-129,5104176,2016-06-28T00:00:00,2017-06-28T00:00:00,"Cottages of New Lenox, The 1029",1029 S. Cedar Rd,New Lenox,60451,Will,16,,,16,No,Yes,8154638880,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-130,5104184,2016-06-28T00:00:00,2017-06-28T00:00:00,"Cottages of New Lenox, The 1031",1031 S. Cedar Rd,New Lenox,60451,Will,16,,,16,No,Yes,8154638880,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-131,5201386,2016-11-08T00:00:00,2017-11-08T00:00:00,Country Comfort -Elmwood,829 Hurff Drive,Elmwood,61529,Peoria,6,6,,12,No,Yes,3097422274,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-132,5200818,2017-05-29T00:00:00,2018-05-29T00:00:00,Country Comfort Henry,615 Patricia Ln,Henry,61537,Marshall,8,,,8,No,Yes,3093643607,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-133,5200800,2016-11-04T00:00:00,2017-11-04T00:00:00,Country Comfort Princeton,802 N. Mercer,Princeton,61356,Bureau,8,,,8,No,Yes,8158792096,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-134,5105454,2016-12-04T00:00:00,2017-12-04T00:00:00,Country Lane Memory Care,875 Riverton Road,Riverton,62561,Sangamon,30,,,30,Yes,Yes,2176294265,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-135,5102683,2017-04-15T00:00:00,2018-04-15T00:00:00,Courtyard Estates of Bradford,100 Courtyard Estates,Bradford,61421,Stark,,18,,18,No,No,3098978316,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-136,5103012,2015-07-07T00:00:00,2017-07-07T00:00:00,Courtyard Estates of Bushnell,1201 N.Cole St,Bushnell,61422,McDonough,9,29,,38,No,Yes,3097728000,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-137,5105553,2017-01-08T00:00:00,2018-01-08T00:00:00,Courtyard Estates of Farmington,1000 East Fort Street,Farmington,61531,Fulton,11,21,,32,No,Yes,3092452550,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-138,5102733,2017-04-16T00:00:00,2018-04-16T00:00:00,Courtyard Estates of Galva,1000 Courtyard Estates,Galva,61434,Henry,,32,,32,No,No,3099322600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-139,5100414,2016-12-02T00:00:00,2017-12-02T00:00:00,Courtyard Estates of Kewanee,141 Junior Ave South,Kewanee,61443,Henry,,35,,35,No,No,3098532460,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-140,5105348,2017-04-02T00:00:00,2018-04-02T00:00:00,Courtyard Estates of Knoxville,415 East Main Street,Knoxville,61448,Knox,7,25,,32,No,Yes,3092892660,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-141,5101693,2016-09-27T00:00:00,2018-09-27T00:00:00,Courtyard Estates of Monmouth,1 Courtyard Blvd,Monmouth,61462,Warren,,51,,51,No,No,3097349355,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-142,5101537,2016-12-02T00:00:00,2017-12-02T00:00:00,Courtyard Village of Kewanee,860 Sunset Dr,Kewanee,61443,Henry,,39,,39,No,No,3098534044,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-143,5103699,2016-12-27T00:00:00,2017-12-27T00:00:00,Crimson Pointe,7130 Crimson Ridge Dr.,Rockford,61107,Winnebago,,73,,73,No,No,8153987792,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-144,5100430,2016-08-21T00:00:00,2017-08-21T00:00:00,Delnor Glen Senior Living,975 North 5th Ave,St. Charles,60174,Kane,15,63,,78,No,Yes,6304438220,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-145,5105405,2017-02-11T00:00:00,2018-02-11T00:00:00,Eastland Retirement Community,901 Eastland Drive,Auburn,62615,Sangamon,,41,,41,No,No,2174389394,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-146,5101917,2016-11-15T00:00:00,2017-11-15T00:00:00,Eberhardt Village,431 W. Palmer,Arthur,61911,Moultrie,,37,,37,No,No,2175433705,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-147,5103020,2016-08-26T00:00:00,2017-08-26T00:00:00,"Eden Retirement Center, Inc",300 S.Station Rd,Glen Carbon,62034,Madison,,74,50,124,No,No,6182885014,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-148,5200404,2016-11-28T00:00:00,2018-11-28T00:00:00,Ems Haven of Rest,719 S. McKinley,Havana,62644,Mason,,4,,4,No,No,3094020060,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-149,5201477,2017-02-05T00:00:00,2018-02-05T00:00:00,"Estates Senior Living &amp; Spa, The",3305 Collingwood Drive,Springfield,62711,Sangamon,,5,,5,No,No,2179713905,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-150,5103756,2017-04-26T00:00:00,2018-04-26T00:00:00,Eve Assisted Living Hinsdale,10 N. Washington,Hinsdale,60521,DuPage,11,50,,61,No,Yes,6304911000,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-151,5100497,2015-07-08T00:00:00,2017-07-08T00:00:00,Evergreen Place AL,801 W Gregory St,Normal,61761,McLean,,60,,60,No,No,3094519355,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-152,5105439,2016-07-08T00:00:00,2017-07-08T00:00:00,Evergreen Place Senior Living - Orland Park,10820 183rd Street,Orland Park,60467,Will,40,76,,116,No,Yes,7084791082,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-153,5105033,2017-03-09T00:00:00,2018-03-09T00:00:00,Evergreen Senior Living - Chillicothe,404 S. Stillwater Drive,Chillicothe,61523,Peoria,20,53,,73,No,Yes,3092745440,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-154,5102873,2017-02-01T00:00:00,2018-02-01T00:00:00,Fairview Assisted Living,605 North 4th St.,Fairbury,61739,Livingston,,13,,13,No,No,8156922572,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-155,5200628,2016-12-13T00:00:00,2017-12-13T00:00:00,Family 1st Shared Home of Oregon,8 Terrace View Blvd,Oregon,61061,Ogle,,16,,16,No,No,8157324045,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-156,5101719,2016-10-13T00:00:00,2018-10-13T00:00:00,"Fifth Season Res., Benton",401 N. DuQuoin St,Benton,62812,Franklin,,28,,28,No,No,6184396600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-157,5100513,2017-03-13T00:00:00,2018-03-13T00:00:00,"Fifth Season Res., Radcliffe",915 Radcliffe St,Marion,62959,Williamson,,26,,26,No,No,6189932800,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-158,5105140,2016-06-01T00:00:00,2017-06-01T00:00:00,Fountains at Crystal Lake,965 N. Brighton Circle,Crystal Lake,60012,McHenry,15,80,40,135,No,Yes,8154558400,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-159,5102212,2016-06-03T00:00:00,2017-06-03T00:00:00,Fountains at Godfrey (The),1000 Airport Rd,Godfrey,62035,Madison,,63,,63,No,No,6184668831,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-160,5100539,2015-09-12T00:00:00,2017-09-12T00:00:00,Fountains of Granite City,3450 Village Ln,Granite City,62040,Madison,,72,,72,No,No,6189313988,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-161,5103129,2016-09-29T00:00:00,2017-09-29T00:00:00,Fountainview Manor Memory Care,3432 Village Lane,Granite City,62040,Madison,46,,,46,No,Yes,6189313999,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-162,5104408,2016-10-29T00:00:00,2017-10-29T00:00:00,Fox Point,3300 Charles Miller Road,McHenry,60050,McHenry,,80,17,97,No,No,8153859840,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-163,5104416,2016-10-29T00:00:00,2017-10-29T00:00:00,Fox Point Manor,3350 Charles Miller Road,McHenry,60050,McHenry,40,,,40,No,Yes,8153859840,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-164,5100554,2016-09-12T00:00:00,2018-09-12T00:00:00,Fox River Apartments,1016 Parker St,Olney,62450,Richland,,30,,30,No,No,6183926168,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-165,5100570,2017-01-24T00:00:00,2018-01-24T00:00:00,Franciscan Village of Lemont,1260 Franciscan Dr,Lemont,60439,Cook,14,33,,47,No,Yes,6302433500,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-166,5101495,2016-12-23T00:00:00,2017-12-23T00:00:00,Friendship Manor of Illinois,1209 21st Ave,Rock Island,61201,Rock Island,24,73,,97,No,Yes,3097869667,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-167,5100604,2015-10-10T00:00:00,2017-10-10T00:00:00,Friendship Village of Schaumburg,350 W Schaumburg Rd,Schaumburg,60194,Cook,25,81,,106,No,Yes,8478845000,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-168,5100612,2016-10-29T00:00:00,2017-10-29T00:00:00,Galena Stauss Assisted Living,200 Altenburg Dr,Galena,61036,Jo Daviess,,24,,24,No,No,8157767375,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-169,5106007,2017-05-22T00:00:00,2017-09-22T00:00:00,Garden Place Columbia,480 DD Road,Columbia,62236,97,,,36,36,No,No,6182814200,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-170,5106049,2017-05-22T00:00:00,2017-09-22T00:00:00,Garden Place Millstadt,208 S. Kossuth,Millstadt,62260,67,,,15,15,No,No,6184761440,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-171,5106015,2017-05-22T00:00:00,2017-09-22T00:00:00,Garden Place Red Bud,351 Lockwood,Red Bud,62278,60,,,15,15,No,No,6182827775,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-172,5106031,2017-05-22T00:00:00,2017-09-22T00:00:00,Garden Place Waterloo,735 Columbia Ave,Waterloo,62298,97,,,20,20,No,No,6189394900,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-173,5105231,2017-04-01T00:00:00,2018-04-01T00:00:00,Gardens at Moweaqua (The),525 South Macon Street,Moweaqua,62550,Shelby,,16,,16,No,No,2177683951,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-174,5105801,2017-03-14T00:00:00,2017-07-14T00:00:00,Gardens at Park Pointe (The),1550 Dupont Avenue,Morris,60450,Grundy,60,,,60,No,No,6306491577,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-175,5104929,2017-04-09T00:00:00,2018-04-09T00:00:00,Glen Saint Andrew Living Community,7000 N. Newark Avenue,Niles,60714,Cook,12,35,,47,No,Yes,8476478332,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-176,5104804,2017-02-28T00:00:00,2018-02-28T00:00:00,"Glenwood of Effingham, The",14061 East 1600th St.,Effingham,62401,Effingham,,42,,42,No,No,2173478880,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-177,5104796,2017-02-28T00:00:00,2018-02-28T00:00:00,"Glenwood of Mahomet, The",1709 South Division Street,Mahomet,61853,Champaign,,44,,44,No,No,2175865100,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-178,5201543,2017-04-30T00:00:00,2018-04-30T00:00:00,Golden Age Assisted Living,5734 S. Thurlow St,Hinsdale,60521,Du Page,,4,,4,No,No,6302461968,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-179,5103772,2017-05-15T00:00:00,2019-05-15T00:00:00,Good Samaritan Home of Quincy,2130 Harrison St,Quincy,62301,Adams,,26,,26,No,No,2172238717,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-180,5105843,2017-04-28T00:00:00,2017-08-28T00:00:00,Grandbrier of Prospect Heights,708 N. Elmhurst Rd,Prospect Heights,60070,Cook,32,69,,101,No,No,8478181808,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-181,5105710,2017-03-16T00:00:00,2017-07-16T00:00:00,Grand Victorian of Rockford,3495 McFarland Road,Rockford,61114,Winnebago,,,62,62,No,No,8156541400,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-182,5105017,2017-04-21T00:00:00,2018-04-21T00:00:00,Grand Victorian of Sycamore,1440 Somonauk Street,Sycamore,60173,DeKalb,,,61,61,No,No,8158951900,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-183,5104895,2017-04-01T00:00:00,2018-04-01T00:00:00,Grand View Alzheimer's SCC,6210 N. University Street,Peoria,61614,Peoria,38,,,38,No,Yes,3093238518,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-184,5100646,2017-05-26T00:00:00,2018-05-26T00:00:00,Grandview Estates,540 Pleasant St,Elizabeth,61028,Jo Daviess,,23,,23,No,No,8158582275,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-185,5103954,2016-12-02T00:00:00,2017-12-02T00:00:00,Greenfields of Geneva,ON801 Friendship Way,Geneva,60134,Kane,26,51,,77,No,Yes,6305786600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-186,5201675,2017-06-20T00:00:00,2018-06-20T00:00:00,Green House of Clark-Lindsey Village (The),101 W Windsor Rd,Urbana,61802,Champaign,12,,,12,No,Yes,2173442144,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-187,5105637,2017-03-08T00:00:00,2018-03-08T00:00:00,Greentree at Mt. Vernon,208 Zackery Rd,Mt Vernon,62864,Jefferson,30,86,,116,No,Yes,6182445580,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-188,5102121,2016-09-06T00:00:00,2017-09-06T00:00:00,Griggsville Estates,201 S. Oak,Griggsville,62340,Pike,,20,,20,No,No,2178332369,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-189,5201014,2017-03-26T00:00:00,2018-03-26T00:00:00,Halina's Home Care 5th Ave,825 N. 5th Ave,St. Charles,60174,Kane,,5,,5,No,No,6306700819,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-190,5201659,2017-01-22T00:00:00,2018-01-22T00:00:00,"Halina's Home Care LLC

(Allen Lane)",1805 Allen Lane,St. Charles,60174,Kane,,5,,5,No,No,6306700819,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-191,5105603,2017-02-03T00:00:00,2018-02-03T00:00:00,Harbor Chase of Naperville,1619 N. Mill Street,Naperville,60560,Du Page,32,69,,101,No,Yes,6307783475,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-192,5104523,2016-11-26T00:00:00,2017-11-26T00:00:00,Harbor Chase of Plainfield,12446 S. Van Dyke Road,Plainfield,60585,Will,30,80,,110,No,Yes,8152673510,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-193,5100794,2017-05-16T00:00:00,2018-02-07T00:00:00,Harry Ekstam Assisted Living,831 N. Batavia Ave,Batavia,60510,Kane,27,35,,62,No,Yes,6308794300,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-194,5100653,2017-02-13T00:00:00,2017-08-13T00:00:00,Hartwell Place,5520 N. Paulina St,Chicago,60640,Cook,29,,,29,No,Yes,7732752400,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-195,5105314,2016-11-29T00:00:00,2017-05-29T00:00:00,Harvester Place,150 South Frontage Road,Burr Ridge,60527,DuPage,66,,,66,No,Yes,6302301170,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-196,5103004,2016-07-06T00:00:00,2018-07-06T00:00:00,Harvest View,100 Harvest View Lane,Herscher,60941,Kankakee,,,42,42,Yes,No,8154262000,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-197,5101941,2016-10-29T00:00:00,2018-10-29T00:00:00,Hawthorne Inn of Galesburg,2245 N. Seminary St.,Galesburg,61401,Knox,13,39,,52,No,Yes,3093435050,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-198,5102253,2016-06-30T00:00:00,2018-06-30T00:00:00,Hawthorne Inn of Parkway,3116 Williamson County Pk.,Marion,62959,Williamson,,17,,17,No,No,6189938600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-199,5100687,2017-02-28T00:00:00,2018-02-28T00:00:00,Hawthorne Inn of Peoria,6906 N Stalworth Dr.,Peoria,61615,Peoria,13,39,,52,No,Yes,3096931400,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-200,5100695,2017-02-07T00:00:00,2019-02-07T00:00:00,Hawthorne Inn of Peru,1101 31st St,Peru,61354,LaSalle,13,39,,52,No,Yes,8152242200,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-201,5102295,2015-06-27T00:00:00,2017-06-27T00:00:00,Hawthorne Inn of Pittsfield,625 Prospect St.,Pittsfield,62363,Pike,,22,,22,No,No,2172855200,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-202,5102246,2016-06-06T00:00:00,2018-06-06T00:00:00,Hawthorne Inn of Shelbyville,1111 W. North 12th St.,Shelbyville,62565,Shelby,,20,,20,No,No,2177741020,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-203,5100729,2016-08-25T00:00:00,2017-08-25T00:00:00,Hearthstone of Arlington Heights,800 W. Oakton St.,Arlington Heights,60004,Cook,,100,,100,No,No,8473687300,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-204,5101859,2015-07-12T00:00:00,2017-07-12T00:00:00,Hearthstone Village,840 N. Seminary Ave,Woodstock,60098,McHenry,,74,,74,No,No,8153382110,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-205,5105595,2017-04-08T00:00:00,2018-04-08T00:00:00,Heartis Village of Peoria,8201 N. IL State Route 91,Peoria,61615,Peoria,36,72,,108,No,Yes,3096933960,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-206,5200180,2016-06-24T00:00:00,2017-06-24T00:00:00,Heritage House/Carthage,601 Locust St,Carthage,62321,Hancock,,6,,6,No,No,2173573651,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-207,5103251,2017-03-26T00:00:00,2017-09-26T00:00:00,"Heritage Woods of Huntley, LLC",12450 Regency Parkway,Huntley,60142,Kane,30,81,,111,Yes,No,8476695185,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-208,5102097,2017-05-18T00:00:00,2019-05-18T00:00:00,Hickory Point Christian Village,565 W. Marion Ave,Forsyth,62535,Macon,18,30,,48,No,Yes,2178721122,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-209,5100745,2017-04-10T00:00:00,2018-04-10T00:00:00,Highlands at Westminster Place,3131 Simpson Street,Evanston,60201,Cook,,85,,85,No,No,8478661605,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-210,5100752,2015-09-24T00:00:00,2017-09-24T00:00:00,Highlands of Lake Forest Place,1101 Pembridge Dr,Lake Forest,60045,Lake,,31,,31,No,No,8476046700,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-211,5100760,2016-10-08T00:00:00,2018-10-08T00:00:00,Highview in the Woodlands,1000 Falcon Point Place,Rockton,61072,Winnebago,,36,,36,No,No,8156246700,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-212,5201196,2016-12-01T00:00:00,2017-12-01T00:00:00,Home Sweet Home of Arlington Hts.,207 W. Appletree Lane,Arlington Heights,60004,Cook,,4,,4,No,No,8477978646,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-213,5100802,2015-12-22T00:00:00,2017-12-22T00:00:00,Hopedale Commons,221 SW Railroad St,Hopedale,61747,Tazewell,,45,,45,No,No,3094496790,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-214,5100810,2017-03-19T00:00:00,2018-03-19T00:00:00,Hurricane Creek Affordable,400 Lou Ann Drive,Herrin,62948,Williamson,,24,,24,No,No,6189889540,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-215,5100828,2017-03-19T00:00:00,2018-03-19T00:00:00,Hurricane Creek Market,400 Lou Ann Dr,Herrin,62948,Williamson,,28,,28,No,No,6189889540,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-216,5100836,2017-02-24T00:00:00,2018-02-24T00:00:00,Imboden Creek Gardens,185 W. Imboden Dr,Decatur,62521,Macon,,46,,46,No,No,2172331425,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-217,5201154,2016-06-15T00:00:00,2017-06-15T00:00:00,Inspirations,1000 N. 6th Ave.,St. Charles,60174,Kane,,6,,6,No,No,6307122233,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-218,5104093,2017-01-26T00:00:00,2018-01-26T00:00:00,Lake Barrington Woods,22320 Classic Ct.,Lake Barrington,60010,Lake,,,88,88,No,No,8478428900,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-219,5105728,2017-05-17T00:00:00,2017-09-17T00:00:00,Lakeview Memory Care Community,241 E. Lake St.,Bloomingdale,60108,Du Page,46,,,46,Yes,Yes,8474665183,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-220,5105769,2017-04-17T00:00:00,2017-08-17T00:00:00,Lavender Ridge,1304 N. East St.,Olney,62450,Richland,28,,,28,No,Yes,2179943210,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-221,5103087,2016-07-10T00:00:00,2017-07-10T00:00:00,Lavender Ridge Inc. - Mt. Vernon,1400 S. 34th St,Mt. Vernon,62864,Jefferson,28,,,28,No,Yes,6182424050,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-222,5104515,2015-10-15T00:00:00,2017-10-15T00:00:00,Lavender Ridge - Jacksonville,750 W. Walnut,Jacksonville,62650,Morgan,28,,,28,No,Yes,2172438550,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-223,5103525,2017-04-07T00:00:00,2017-11-09T00:00:00,Legacy Place,220 Field Crossing Dr.,Highland,62249,Madison,5,52,,57,No,No,6186543737,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-224,5104879,2017-03-21T00:00:00,2018-03-21T00:00:00,Legacy Place at Breese,13887 Progress Drive,Breese,62230,Clinton,16,41,,57,No,Yes,6185269600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-225,5105421,2017-03-28T00:00:00,2018-03-28T00:00:00,Legacy Place MC at Waterloo,518 Legacy Drive,Waterloo,62298,Monroe,30,,,30,No,Yes,6189394344,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-226,5104317,2015-12-22T00:00:00,2017-12-06T00:00:00,Legacy Place of Waterloo,526 Legacy Drive,Waterloo,62298,Monroe,,56,,56,No,No,6189394030,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-227,5103194,2017-05-27T00:00:00,2018-05-27T00:00:00,"Lexington Sq LC Lombard, LLC",555 Foxworth Blvd.,Lombard,60148,DuPage,68,58,,126,No,Yes,6306292900,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-228,5103889,2016-10-23T00:00:00,2017-10-23T00:00:00,Lexington Square Lifecare Elm,400 W. Butterfield Rd,Elmhurst,60126,DuPage,,38,32,70,No,No,6308325959,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-229,5100885,2016-09-26T00:00:00,2017-09-26T00:00:00,Liberty Village of Geneseo,920 S Chicago St.,Geneseo,61254,Henry,,,30,30,No,No,3099440460,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-230,5100901,2016-09-20T00:00:00,2017-09-20T00:00:00,Liberty Village of Streator,2322 N Eastwood Ave.,Streator,61364,LaSalle,,16,14,30,No,No,8156721900,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-231,5104861,2016-12-26T00:00:00,2017-12-26T00:00:00,LifeHouse Liberty Court Assisted Living,124 Liberty Court,Dixon,61021,Lee,18,18,,36,No,Yes,8152852000,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-232,5105272,2017-01-01T00:00:00,2018-01-01T00:00:00,Life's Journey SL Mattoon,300 Lerna Road South,Mattoon,61938,Coles,28,,,28,No,Yes,2172343003,Assisted Living
