row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,class,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,license_renewal_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,address_line_1,address_line_2,city,province,postal_code,country,latitude,longitude,neighborhood,addr_valid
USA-WI-50-All-50-All-1040,FAIR HAVEN,,REGULAR,,HELPING HANDS HOMES LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4522907&keyb=-1,ANGELA REBEDEW,(920) 322-9658,,,,,Limited Liability Company,4,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,364 E 13TH ST,,FOND DU LAC,WI,54935,USA,43.7642574,-88.4331728,,True
USA-WI-50-All-50-All-1041,MAHLSTEDT ADULT FAMILY HOME,,REGULAR,,MAHLSTEDT,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4523189&keyb=-1,JUDY MAHLSTEDT,(920) 346-8323,,,,,Partnership,4,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,W10004 CTY RD TC,,WAUPUN,WI,53963,USA,ERROR,ERROR,ERROR,False
USA-WI-50-All-50-All-1042,PIONEER COURT,,REGULAR,,LIFELINE SERVICES OF FOND DU LAC INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4523660&keyb=-1,GERORGIANN FROEMKE,(920) 933-5530,,,,,Corporation - Business,4,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,74 PIONEER COURT,,FOND DU LAC,WI,54935,USA,43.7780998,-88.4805067,,True
USA-WI-50-All-50-All-1043,DIVERSE OPTIONS INC MARYRIDGE,,REGULAR,,DIVERSE OPTINS INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4523993&keyb=-1,DONNA HEIN,(920) 748-7361,,,,,Corporation - Business,4,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,536 MAYPARTY DR,,RIPON,WI,54971,USA,43.8535576,-88.844775,,True
USA-WI-50-All-50-All-1044,OAK,,REGULAR,,CLARITY CARE INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4524194&keyb=-1,CARLA BRUNN-ALFERI,(920) 322-0003,,,,,Corporation - Non profit,3,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,233 OAK ST,,FOND DU LAC,WI,54935,USA,43.7724086,-88.4502512,,True
USA-WI-50-All-50-All-1045,ARC STONE ADULT FAMILY HOME,,REGULAR,,ARC OF FOND DU LAC INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4524630&keyb=-1,LUKE F MURASKI,(920) 924-0669,,,,,Corporation - Non profit,4,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,779 MUSTANG LN,,FOND DU LAC,WI,54935,USA,43.7473432,-88.4182158,,True
USA-WI-50-All-50-All-1046,ARC GARY STONE ADULT FAMILY HOME,,REGULAR,,ARC FOND DU LAC INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4524779&keyb=-1,LUKE MURASKI,(920) 923-3356,,,,,Corporation - Business,4,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,309 BLACKBIRD ST,,N FOND DU LAC,WI,54937,USA,43.822187,-88.4895279,,True
USA-WI-50-All-50-All-1047,ARC SADOFF ADULT FAMILY HOME,,REGULAR,,ARC FOND DU LAC INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4524969&keyb=-1,LUKE MURASKI,(920) 933-3360,,,,,Corporation - Non profit,4,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED,,,,,317 BLACKBIRD ST,,N FOND DU LAC,WI,54937,USA,43.822187,-88.4896629,,True
USA-WI-50-All-50-All-1048,DIVERSE OPTIONS INC COUNTRY ACRES,,REGULAR,,DIVERSE OPTIONS INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525448&keyb=-1,DONNA HEIN,(920) 748-3692,,,,,Corporation - Non profit,4,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED,,,,,N7876 ANGLE RD,,RIPON,WI,54971,USA,43.82852,-88.825469,,False
USA-WI-50-All-50-All-1049,NICHOLEE AFH THOMAS STREET,,REGULAR,,NICHOLEE AFH THOMAS STREET,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525481&keyb=-1,JULIE DETLOFF,(920) 238-9161,,,,,Limited Liability Company,4,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,474 THOMAS ST,,FOND DU LAC,WI,54935,USA,43.779535,-88.4646,,True
USA-WI-50-All-50-All-1050,EMERY ART RESIDENCE,,REGULAR,,EMERY ART RESIDENCE LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525677&keyb=-1,JANET HENSLEY,(920) 933-3471,,,,,Limited Liability Company,4,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,164 6TH ST,,FOND DU LAC,WI,54935,USA,43.7716328,-88.44077,,True
USA-WI-50-All-50-All-1051,RESPECTFUL LIVING MUSTANG LANE,,REGULAR,,RESPECTFUL LIVING LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525690&keyb=-1,BRENDA DEUBERRY,(262) 305-8800,,,,,Limited Liability Company,4,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,718 MUSTANG LN,,FOND DU LAC,WI,54935,USA,43.7468095,-88.4203637,,True
USA-WI-50-All-50-All-1052,WITTHUN ADULT FAMILY HOME,,REGULAR,,JULIE AND STEVEN WITTHUN,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525857&keyb=-1,JULIE WITTHUN,(920) 324-5161,,,,,Partnership,3,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,N2953 SAVAGE RD,,WAUPUN,WI,53963,USA,43.649378,-88.743646,,False
USA-WI-50-All-50-All-1053,PALMER PLACE,,REGULAR,,TCG HOLDINGS 14 LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4525949&keyb=-1,CHARLES PFRANG,(920) 933-3684,,,,,Limited Liability Company,4,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,69 W ARNDT STREET,,FOND DU LAC,WI,54935,USA,43.7864786,-88.4497404,,True
USA-WI-50-All-50-All-1054,KNAPP LEDGEVIEW,,REGULAR,,LORI KNAPP INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4517141&keyb=-1,KAILEY LEMON,(920) 906-9292,,,,,Corporation - Business,4,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,1508 HUNTERS AVE,,FOND DU LAC,WI,54935,USA,43.7921646,-88.3904286,,True
USA-WI-50-All-50-All-1055,KNAPP TREELINE,,REGULAR,,LORI KNAPP INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4517142&keyb=-1,KAILEY LEMON,(920) 922-9343,,,,,Corporation - Business,4,,Adult Family Home,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,1360 HUNTERS AVE,,FOND DU LAC,WI,54935,USA,43.7912825,-88.3958029,,True
USA-WI-50-All-50-All-1056,IVY MANOR OF CAMPBELLSPORT,,REGULAR,,HCS FAMILY INVESTMENTS,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4517136&keyb=-1,SUSAN POLSTER,(920) 533-4300,,,,,Limited Liability Company,22,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S,,,,,280 N BAUMANN ST,,CAMPBELLSPORT,WI,53010,USA,43.6009373,-88.2937089,,True
USA-WI-50-All-50-All-1057,BARRETT HOUSE OF RIPON,,PROBATIONARY,,BRIDGET VREDEVELD,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4526346&keyb=-1,BRIDGET VREDEVELD,(920) 748-2999,,,,,Proprietorship,15,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,632 HILLTOP LANE,,RIPON,WI,54971,USA,43.8366075,-88.8293496,,True
USA-WI-50-All-50-All-1058,WOODLANDS SENIOR PARK,,REGULAR,,THE WOODLANDS LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4517489&keyb=-1,SUZANNE HENDRICKSON,(920) 273-0335,,,,,Partnership,34,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,87 WISCONSIN AMERICAN DR,,FOND DU LAC,WI,54935,USA,43.7795303,-88.3951612,,True
USA-WI-50-All-50-All-1059,DEERVIEW MEADOWS OF FOND DU LAC I,,REGULAR,,DEERVIEW MEADOWS ASSISTED LIVING LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4517811&keyb=-1,ROSE PANGILINAN,(920) 921-5115,,,,,Limited Liability Company,13,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,496 WISCONSIN CT,,FOND DU LAC,WI,54937,USA,43.792419,-88.469088,,True
USA-WI-50-All-50-All-1060,MARVINS MANOR I,,REGULAR,,BARBARA A HENDRICKS,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4518621&keyb=-1,BARBARA A HENDRICKS,(920) 346-2322,,,,,Limited Liability Company,14,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,603 E CLARK ST,,BRANDON,WI,53919,USA,43.72917,-88.772987,,True
USA-WI-50-All-50-All-1061,WOLVERTON GLEN ASSISTED LIVING,,REGULAR,,ELITE SENIOR LIVING - WOLVERTON LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4518778&keyb=-1,LINZI GAZGA PARISH,(920) 748-5638,,,,,Limited Liability Company,20,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,50 WOLVERTON AVE,,RIPON,WI,54971,USA,43.85706,-88.83768,,True
USA-WI-50-All-50-All-1062,BETHESDA LUTHERAN COMMUNITIES - 107 UPLAND,,REGULAR,,BETHESDA LUTHERAN COMMUNITIES INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4519784&keyb=-1,BROOKE WIELGOSH,(920) 346-2410,,,,,Corporation - Non profit,6,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,107 UPLAND DR,,BRANDON,WI,53919,USA,43.7304802,-88.7830953,,True
USA-WI-50-All-50-All-1063,WOODLANDS SENIOR PARK,,REGULAR,,WOODLANDS OF FOND DU LAC LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4519796&keyb=-1,SUZANNE HENDRICKSON,(920) 922-8770,,,,,Limited Liability Company,30,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,77 WISCONSIN AMERICAN DR,,FOND DU LAC,WI,54935,USA,43.778887,-88.3939286,,True
USA-WI-50-All-50-All-1064,ARC PARK AVE GROUP HOME,,REGULAR,,ARC OF FOND DU LAC INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4520251&keyb=-1,AMY WILCOX,(920) 923-3570,,,,,Corporation - Non profit,6,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,100 N PARK AVE,,FOND DU LAC,WI,54935,USA,43.7816677,-88.4393817,,True
USA-WI-50-All-50-All-1065,TOWER VIEW VILLA CORP,,REGULAR,,TOWER VIEW VILLA CORP,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4520516&keyb=-1,BARBARA SULLIVAN,(920) 872-2550,,,,,Corporation - Business,16,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,401 N GRANT ST,,ROSENDALE,WI,54974,USA,43.814085,-88.681004,,True
USA-WI-50-All-50-All-1066,LINCOLN HOUSE,,REGULAR,,RESIDENTIAL SERVICES INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4521027&keyb=-1,KAREN KELM,(920) 922-9554,,,,,Corporation - Non profit,16,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,342 FOREST AVE,,FOND DU LAC,WI,54935,USA,43.7762024,-88.4594703,,True
USA-WI-50-All-50-All-1067,BEACON HOUSE,,REGULAR,,FRIENDS OF WOMEN IN RECOVERY INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4521047&keyb=-1,MARY GERLACH,(920) 923-3999,,,,,Corporation - Non profit,12,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCOHOL/DRUG DEPENDENT,,,,,166 S PARK AVE,,FOND DU LAC,WI,54935,USA,43.7740303,-88.4393579,,True
USA-WI-50-All-50-All-1068,BLANDINE HOUSE INC,,REGULAR,,BLANDINE HOUSE INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4521387&keyb=-1,DAVID A ENGEBREGTSEN,(920) 922-9487,,,,,Corporation - Non profit,12,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCOHOL/DRUG DEPENDENT,,,,,25 N PARK AVE,,FOND DU LAC,WI,54935,USA,43.7796808,-88.4386607,,True
USA-WI-50-All-50-All-1069,FRANKLIN HOUSE,,REGULAR,,RESIDENTIAL SERVICES INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4521388&keyb=-1,JEAN KUNTZ,(920) 921-7568,,,,,Corporation - Non profit,12,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,349 W 11TH ST,,FOND DU LAC,WI,54935,USA,43.7667032,-88.4595725,,True
USA-WI-50-All-50-All-1070,ROBERT E BERRY HOUSE,,REGULAR,,ROBERT E BERRY HOUSE INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4521393&keyb=-1,BEVERLEY GUDEX,(920) 922-8580,,,,,Corporation - Non profit,8,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,178 SIXTH ST,,FOND DU LAC,WI,54935,USA,43.7715712,-88.4403024,,True
USA-WI-50-All-50-All-1071,TARFA TERRACE,,REGULAR,,FOND DU LAC LUTHERAN HOME INC DBA TARFA TERR,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4521558&keyb=-1,CARLY CLINE,(920) 921-9520,,,,,Corporation - Non profit,32,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S,,,,,54 W ARNDT ST,,FOND DU LAC,WI,54935,USA,43.786241,-88.4490096,,True
USA-WI-50-All-50-All-1072,BETHESDA LUTHERAN COMMUNITIES - 109 UPLAND,,REGULAR,,BETHESDA LUTHERAN COMMUNITIES INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4522129&keyb=-1,BROOKE WIELGOSH,(920) 346-2105,,,,,Corporation - Non profit,6,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,109 UPLAND DR,,BRANDON,WI,53919,USA,43.7304802,-88.7830953,,True
USA-WI-50-All-50-All-1073,ARC FOND DU LAC,,REGULAR,,ARC COMMUNITY SERVICES INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4522262&keyb=-1,TANIA RHOADS,(920) 907-0460,,,,,Corporation - Non profit,16,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORRECTIONAL CLIENTS,,,,,27 E THIRD ST,208,FOND DU LAC,WI,54935,USA,43.7746021,-88.4456486,,True
USA-WI-50-All-50-All-1074,BETHESDA LUTHERAN COMMUNITIES - FDL 21ST STRE,,REGULAR,,BETHESDA LUTHERAN COMMUNITIES INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4522733&keyb=-1,BROOKE WIELGOSH,(920) 922-2094,,,,,Corporation - Non profit,8,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,37 & 43 21ST ST,,FOND DU LAC,WI,54935,USA,43.0606156,-87.9388806,Park West,True
USA-WI-50-All-50-All-1075,PRAIRIE PLACE CBRF,,REGULAR,,PRAIRIE ASSISTED LIVING INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4523233&keyb=-1,BOBBI HJELMBERG,(920) 748-8903,,,,,Corporation - Business,20,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,745 E OSHKOSH ST,,RIPON,WI,54971,USA,43.85169,-88.82134,,True
USA-WI-50-All-50-All-1076,WOODLANDS OF FOND DU LAC LLC,,REGULAR,,WOODLANDS OF FOND DU LAC LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4523364&keyb=-1,SUE HENDRICKSON,(920) 922-8770,,,,,Limited Liability Company,32,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,1446 LYNN AVE,,FOND DU LAC,WI,54937,USA,43.7802516,-88.39195,,True
USA-WI-50-All-50-All-1077,LIBERTY HOUSE,,REGULAR,,LIBERTY FRONTIDA INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4523434&keyb=-1,JUDITH JONES,(920) 922-5445,,,,,Limited Liability Company,19,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,701 S MAIN ST,,FOND DU LAC,WI,54935,USA,43.759677,-88.447013,,True
USA-WI-50-All-50-All-1078,FLORIDA,,REGULAR,,CLARITY CARE INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4523460&keyb=-1,CARLA BRUNN-ALFERI,(920) 322-0245,,,,,Corporation - Non profit,6,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,125 GARFIELD ST,,FOND DU LAC,WI,54937,USA,43.8078849,-88.4845426,,True
USA-WI-50-All-50-All-1079,MARVINS MANOR IV,,REGULAR,,BARBARA HENDRICKS,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4524132&keyb=-1,BARBARA HENDRICKS,(920) 324-9755,,,,,Limited Liability Company,25,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S,,,,,10 PLUIM DR,,WAUPUN,WI,53963,USA,43.6346318,-88.7188224,,True
USA-WI-50-All-50-All-1080,ARTISAN FOND DU LAC HOUSE (THE),,REGULAR,,MOSAIC MANAGEMENT GROUP LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4524595&keyb=-1,LAURA SCHWARTZ,(920) 921-3993,,,,,Limited Liability Company,20,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,154 S PIONEER PKWY,,FOND DU LAC,WI,54935,USA,43.7744353,-88.4792385,,True
USA-WI-50-All-50-All-1081,PLEASANT PARK PLACE,,REGULAR,,THERAPEUTIC ASSISTED LIVING OPERATIONS LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4524761&keyb=-1,GRETCHEN LAMBERT,(920) 896-0036,,,,,Partnership,24,,Community Based Residential Facility,Fond Du Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,1450 PLEASANT ST,,RIPON,WI,54971,USA,43.8320352,-88.8316746,,True
