row_id,Facility Name,Address1,Address2,City,Zip,State,Administrator,Phone,Fax,License Number,License Exp.,Country,facility_type
USA-IN-86-IN-ResidentialCare(NF)-output-111,SPRINGHURST HEALTH CAMPUS,628 N MERIDIAN RD,,GREENFIELD,46140,IN,TRACI JEAN SCOTT,(317)462-7067,(317)462-7007,16-005954-1,10/31/2017,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-112,"SPRINGS AT LAFAYETTE, THE",2402 SOUTH STREET,,LAFAYETTE,47904,IN,FABIAN ARTHUR CALISTO,(765)446-9229,(765)446-9339,17-013499-1,6/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-113,"SPRINGS OF MOORESVILLE, THE",302 NORTH JOHNSON ROAD,,MOORESVILLE,46158,IN,TODD NOWACKI,(317)831-9033,(317)831-9034,17-013694-1,4/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-114,ST ANDREWS HEALTH CAMPUS,1400 LAMMERS PIKE,,BATESVILLE,47006,IN,JONI ZOZ,(812)934-5090,(812)934-6050,17-004671-1,4/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-115,ST AUGUSTINE HOME FOR THE AGED,2345 W 86TH ST,,INDIANAPOLIS,46260,IN,CELESTINE MEADE,(317)415-5767,(317)415-6282,17-000389-1,4/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-116,ST CHARLES HEALTH CAMPUS,3150 ST CHARLES ST,,JASPER,47546,IN,TODD MAKI,(812)634-6570,(812)634-7919,16-002628-1,10/31/2017,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-117,ST PAUL HERMITAGE LLC,501 N 17TH AVE,,BEECH GROVE,46107,IN,SR.  REBECCA FITTERER,(317)786-2261,(317)782-8309,17-000391-1,6/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-118,STONEBRIDGE HEALTH CAMPUS,3100 SHAWNEE DR S,,BEDFORD,47421,IN,PAMELA COLE,(812)278-8195,(812)278-8196,16-003924-1,10/31/2017,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-119,STONECROFT HEALTH CAMPUS,363 SOUTH FIELDSTONE BLVD,,BLOOMINGTON,47403,IN,MAY EHRESMAN,(812)825-0551,(812)825-0552,17-013409-1,8/31/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-120,SWISS VILLAGE,1350 W MAIN ST,,BERNE,46711,IN,ALMA AHMETOVIC,(260)589-3173,(260)589-8369,17-000280-1,12/31/2017,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-121,SYMPHONY OF CHESTERTON LLC,2775 VILLAGE POINT,,CHESTERTON,46304,IN,KIMBERLY URBAN,(219)304-6700,(219)728-6626,17-013688-1,5/31/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-122,SYMPHONY OF CROWN POINT  LLC,1555 S MAIN STREET,,CROWN POINT,46307,IN,KATHLEEN ROBERTSON,(219)895-2153,,16-013452-2,9/30/2017,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-123,SYMPHONY OF DYER LLC,1532 CALUMET AVENUE,,DYER,46311,IN,JANET BREED,(219)515-4700,,16-013462-1,11/30/2017,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-124,TERRACE AT SOLARBRON THE,1701 MCDOWELL RD,,EVANSVILLE,47712,IN,RACHEL MOLT,(812)985-0055,(812)985-0088,17-010930-2,6/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-125,THORNTON TERRACE HEALTH CAMPUS,188 THORNTON RD,,HANOVER,47243,IN,JILL SMEDLEY,(812)866-8396,(812)866-9936,16-004075-1,10/31/2017,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-126,TIMBERCREST CHURCH OF THE BRETHREN HOME,2201 EAST ST,,NORTH MANCHESTER,46962,IN,DAVID LAWRENZ,(260)982-2118,(260)982-4385,17-000448-1,6/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-127,TOWNE HOUSE RETIREMENT COMMUNITY,2209 ST JOE CENTER RD,,FORT WAYNE,46825,IN,AMY SCHEFFER,(260)483-3116,(260)969-8072,16-000541-1,9/30/2017,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-128,UNIVERSITY PLACE HEALTH CENTER AND ASSISTED LIVING,1750 LINDBERG RD,,WEST LAFAYETTE,47906,IN,DAVID KINDER,(765)464-5600,(765)464-5605,17-003673-1,4/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-129,VILLAGES AT HISTORIC SILVERCREST THE,1809 OLD VINCENNES ROAD,,NEW ALBANY,47150,IN,JESSICA JOHNSON,(812)542-6720,(812)542-6721,17-012619-1,12/31/2017,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-130,"VILLAGES AT OAK RIDGE, THE",1694 TROY ROAD,,WASHINGTON,47501,IN,JON HOWARD,(812)254-3800,(812)254-3801,17-013332-1,7/31/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-131,VILLAS OF GUERIN WOODS,1002 SISTER BARBARA WAY,,GEORGETOWN,47122,IN,KELLY HAMPTON,(812)951-1878,(812)951-1659,17-011509-1,7/31/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-132,WATERFORD CROSSING,1332 WATERFORD CIR,,GOSHEN,46526,IN,CHAD KNISLEY,(574)534-3920,(574)534-7548,17-011150-1,4/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-133,WATERFORD PLACE HEALTH CAMPUS,800 ST JOSEPH DR,,KOKOMO,46901,IN,SHEILA HUSKEY,(765)236-1239,(765)236-1241,16-002667-1,10/31/2017,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-134,WELLBROOKE OF AVON,10307 EAST COUNTY ROAD 100 NORTH,,INDIANAPOLIS,46234,IN,DANIEL KERN,(317)273-2144,(515)875-4780,17-013085-1,6/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-135,WELLBROOKE OF CARMEL,12315 PENNSYLVANIA STREET,,CARMEL,46032,IN,BRYCE FARNAN,(317)569-7200,(317)569-7201,17-013444-1,6/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-136,WELLBROOKE OF CRAWFORDSVILLE,517 CONCORD ROAD,,CRAWFORDSVILLE,47933,IN,JENNIFER HURT,(765)362-9122,,17-013107-1,6/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-137,WELLBROOKE OF KOKOMO,2200 SOUTH DIXON ROAD,,KOKOMO,46902,IN,AMORETTE RENWALD,(765)455-4443,(515)875-4780,17-013153-1,6/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-138,WELLBROOKE OF SOUTH BEND,52565 STATE ROAD 933,,SOUTH BEND,46637,IN,CALEY NIXON,(574)247-7044,(515)875-4780,17-013302-1,6/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-139,WELLBROOKE OF WABASH,20 JOHN KISSINGER DRIVE,,WABASH,46992,IN,MATTHEW CANTRELL,(260)274-0444,(260)274-0181,17-012993-1,6/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-140,WELLBROOKE OF WESTFIELD,937 E 186TH STREET,,WESTFIELD,46074,IN,KRISTEN WELKER,(317)804-8044,(317)663-1077,17-012937-1,6/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-141,WESLEY MANOR HEALTH CENTER,1555 N MAIN ST,,FRANKFORT,46041,IN,KEVIN WARD,(765)659-1811,(765)659-3918,17-001152-1,3/31/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-142,WESLEYAN HEALTH CARE CENTER,729 W 35TH ST,,MARION,46953,IN,RICHARD ORRELL,(765)674-3371,(765)674-9050,17-000557-1,2/28/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-143,WEST RIVER HEALTH CAMPUS,714 S EICKHOFF RD,,EVANSVILLE,47712,IN,CARLA BAKER,(812)985-9878,(812)985-9879,16-012448-1,10/31/2017,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-144,WESTMINSTER HEALTH CARE CENTER,2210 GREENTREE N,,CLARKSVILLE,47129,IN,FLOYD SHEWMAKER,(812)282-5911,(812)285-9830,17-000100-1,6/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-145,WESTMINSTER VILLAGE - WEST LAFAYETTE,2741 N SALISBURY ST,,WEST LAFAYETTE,47906,IN,JORDAN MORROW,(765)463-7546,(765)463-6846,17-000093-1,2/28/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-146,WESTMINSTER VILLAGE HEALTH & REHAB,1120 E DAVIS DR,,TERRE HAUTE,47802,IN,JACOB COLE ELLIOTT,(812)232-7533,(812)232-3304,17-000126-2,3/31/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-147,WESTMINSTER VILLAGE MUNCIE INC,5801 W BETHEL AVE,,MUNCIE,47304,IN,DALE LINDLEY,(765)288-2155,(765)284-0336,17-000086-1,5/31/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-148,WESTMINSTER VILLAGE NORTH,11050 PRESBYTERIAN DR,,INDIANAPOLIS,46236,IN,SUSAN WAYMIRE,(317)823-6841,(317)823-2177,17-000084-1,1/31/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-149,WHITE OAK HEALTH CAMPUS,814 S 6TH ST,,MONTICELLO,47960,IN,JEREMY NORTH,(574)583-0324,(574)583-0325,16-012355-1,10/31/2017,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-150,WHITE RIVER LODGE,3710 KENNY SIMPSON LN,,BEDFORD,47421,IN,LEAH  DAWN STALEY- HILLENBURG,(812)275-7006,(812)275-0758,17-001153-1,7/31/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-151,WOODBRIDGE HEALTH CAMPUS,602 WOODBRIDGE AVE,,LOGANSPORT,46947,IN,MICHELLE HINZE,(574)753-3223,(574)753-3226,17-003691-1,4/30/2018,US,Nursing Home
USA-IN-86-IN-ResidentialCare(NF)-output-152,WOODMONT HEALTH CAMPUS,1325 ROCKPORT RD,,BOONVILLE,47601,IN,ROBYN MEADOR,(812)897-4114,(812)897-4072,16-002724-1,10/31/2017,US,Nursing Home
