row_id,Facility Name,Address1,Address2,City,Zip,State,County,Contact Phone,Mailing Address1,Mailing Address2,Mailing City,Mailing Zip,Mailing State,Mailing County,Website,Space,Source,Country,facility_type
USA-FL-61-FL-HealthFinder-output-609,LUTHERAN HAVEN ASSISTED LIVING FACILITY,1525 HAVEN DR,,OVIEDO,32765,FL,Seminole,(407) 365-3456 ext: 1240,1525 HAVEN DR,,OVIEDO,32765,FL,Seminole,http://www.LutheranHaven.org,31,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=205153,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-610,TRANSFORMATION ASSISTED LIVING,1963 CONTINENTAL BLVD,,ORLANDO,32808,FL,Orange,(407) 295-4499,1963 CONTINENTAL BLVD,,ORLANDO,32808,FL,Orange,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=205174,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-611,BJ HOME CARE INC,2218 SW 26TH LN,,MIAMI,33133-2330,FL,Miami-Dade,(305) 858-6422,2218 SW 26TH LN,,MIAMI,33133-2330,FL,Miami-Dade,,10,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=205246,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-612,SWEET WATER AT LARGO,11290 WALSINGHAM RD,,LARGO,33778-3101,FL,Pinellas,(727) 397-9597,11290 WALSINGHAM RD,,LARGO,33778-3101,FL,Pinellas,,54,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2054,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-613,PARAH ASSISTED LIVING FACILITY LLC,701 SW TULIP BLVD,,PORT SAINT LUCIE,34953,FL,St. Lucie,(772) 878-6586,701 SW TULIP BLVD,,PORT SAINT LUCIE,34953,FL,St. Lucie,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=205416,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-614,HERON HOUSE OF LARGO,2050 EAST BAY DRIVE,,LARGO,33771,FL,Pinellas,(727) 559-7776,2050 EAST BAY DRIVE,,LARGO,33771,FL,Pinellas,,145,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=205437,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-615,"BCJ RETIREMENT HOME, INC.",4976 SW 7TH STREET,,MARGATE,33068,FL,Broward,(954) 970-7211,4976 SW 7TH STREET,,MARGATE,33068,FL,Broward,,5,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=205705,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-616,COMPASSION IN HEALTHCARE INC.,700 BEVILLE ROAD,,DAYTONA BEACH,32114,FL,Volusia,(386) 253-6653,700 BEVILLE  ROAD,,DAYTONA BEACH,32114,FL,Volusia,,28,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=206166,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-617,AT HOME WITH FRIENDS,3901 WEST PLATT STREET,,TAMPA,33609,FL,Hillsborough,(813) 876-8229,3901 WEST PLATT STREET,,TAMPA,33609,FL,Hillsborough,http://www.seniorlivingtampafl.com,12,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2062,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-618,"L'ARCHE JACKSONVILLE, INC. IV",6610 POTTSBURG DRIVE,,JACKSONVILLE,32211,FL,Duval,(904) 721-5992,700 ARLINGTON RD N,,JACKSONVILLE,32211-7306,FL,Duval,http://larchejacksonville.org,4,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2063,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-619,VILLA SERENA III,1777 NW 30 STREET,,MIAMI,33142,FL,Miami-Dade,(305) 206-5342,1777 NW 30 STREET,,MIAMI,33142,FL,Miami-Dade,,13,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=206465,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-620,PARK SUMMIT AT CORAL SPRINGS,8500 ROYAL PALM BLVD,,CORAL SPRINGS,33065,FL,Broward,(954) 752-9500,400 CENTRE STREET,,NEWTON,2458,MA,Not Available,http://www.fivestarseniorliving.com/communities/fl/coral-springs/park-summit,72,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2065,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-621,NINA'S HAVEN ALF,10620 SUNSET STRIP,,SUNRISE,33322,FL,Broward,(954) 746-6732,10411 NW 21ST COURT,,SUNRISE,33322,FL,Broward,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=206794,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-622,"GOLDEN AGE SENIORS OF SUNRISE, INC.",9811 NW 31ST PLACE,,SUNRISE,33351,FL,Broward,(954) 708-9264,9811 NW 31ST PLACE,,SUNRISE,33351,FL,Broward,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=206796,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-623,STEPHANIE'S LOVE AND CARE FACILITY,3056 WEST 1 STREET,,JACKSONVILLE,32254,FL,Duval,(904) 388-7086,3056 WEST 1 STREET,,JACKSONVILLE,32254,FL,Duval,,5,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=206896,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-624,SUNNY BOWER,1604 71ST STREET NW,,BRADENTON,34209,FL,Manatee,(941) 792-2144,1604 71ST STREET NW,,BRADENTON,34209,FL,Manatee,http://sunnyboweralf.com,16,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2069,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-625,BRIGHTON GARDENS OF BOCA RATON,6347 VIA DE SONRISA DEL SUR,,BOCA RATON,33433,FL,Palm Beach,(561) 392-5940,6347 VIA DE SONRISA DEL SUR,,BOCA RATON,33433,FL,Palm Beach,http://www.sunriseseniorliving.com/communities/stratford-court-of-boca-pointe/overview.aspx,155,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2070,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-626,RANMAR GARDENS II INC,10431 NW 36TH STREET,,CORAL SPRINGS,33065,FL,Broward,(954) 227-1472,10431 NW 36TH STREET,,CORAL SPRINGS,33065,FL,Broward,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=207046,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-627,PARADISE VILLA RETIREMENT AT SHERIDAN #V,11330 SHERIDAN ST,,PEMBROKE PNES,33026-1424,FL,Broward,(954) 433-7523,4275 NW 67TH WAY,,CORAL SPRINGS,33067-3025,FL,Broward,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=207085,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-628,CARRIAGE HOUSE ALF,1832 COUNTRY CLUB DRIVE,,TITUSVILLE,32780,FL,Brevard,(321) 383-3531,4317 RAYWOOD ASH CT,,OVIEDO,32766-8670,FL,Seminole,,8,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=207211,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-629,SHALON ALF,7046 SW 103 PLACE,,MIAMI,33173,FL,Miami-Dade,(786) 360-5305,7046 SW 103 PLACE,,MIAMI,33173,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=207212,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-630,"PANDO'S SENIOR CARE, INC.",3015 NW 4TH ST,,MIAMI,33125-5051,FL,Miami-Dade,(305) 643-0104,3015 NW 4TH ST,,MIAMI,33125-5051,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=207530,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-631,CLOBRAN ASSISTED LIVING FACILITY,3 CLEAR PL,,OCALA,34472-2310,FL,Marion,(352) 680-1959,4405 SW 102 LANE ROAD,,OCALA,34476,FL,Marion,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=207684,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-632,WESTCHESTER OF WINTER PARK,558 N. SEMORAN BLVD.,,WINTER PARK,32792,FL,Orange,(407) 679-5555,558 N. SEMORAN BLVD.,,WINTER PARK,32792,FL,Orange,http://westchesterofwinterpark.com,121,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2077,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-633,GARDENS OF NORTH PORT (THE),4900 S SUMTER BLVD,,NORTH PORT,34287-2917,FL,Sarasota,(941) 423-0658,4900 S SUMTER BLVD,,NORTH PORT,34287-2917,FL,Sarasota,http://southwestfloridaretirementcenters.com,50,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=207742,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-634,DEERWOOD PLACE,8700 A C SKINNER PARKWAY,,JACKSONVILLE,32256,FL,Duval,(904) 646-4699,8700 A C SKINNER PARKWAY,,JACKSONVILLE,32256,FL,Duval,http://deerwoodplacealf.com,102,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2078,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-635,THERESA HOME,485 MAPLEWAY,,SAFETY HARBOR,34695,FL,Pinellas,(727) 492-8371,901 EARLHAM DR,,CLEARWATER,33765,FL,Pinellas,,20,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=207805,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-636,"MIAMI LAKES ASSISTED LIVING FACILITY, INC.",7849 NW 200TH TER,,HIALEAH,33015-6600,FL,Miami-Dade,(305) 300-7721,7849 NW 200TH TER,,HIALEAH,33015-6600,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=207886,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-637,WESTCHESTER OF SUNRISE,9701 WEST OAKLAND PARK BLVD,,SUNRISE,33351,FL,Broward,(954) 572-4444,9701 WEST OAKLAND PARK BLVD,,SUNRISE,33351,FL,Broward,http://westchesterofsunrise.com/,150,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2079,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-638,LIDY'S HEALTH CARE #2,15678 SW 20TH ST,,MIAMI,33185-5826,FL,Miami-Dade,(305) 223-9611,15678 SW 20TH ST,,MIAMI,33185-5826,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=208048,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-639,"BEST HOME ALF, INC (THE)",13600 SW 75TH ST,,MIAMI,33183-3222,FL,Miami-Dade,(305) 200-3261,2841 SW 142 AVENUE,,MIAMI,33175,FL,Miami-Dade,http://jesusselvis2015@yahoo.com,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=208049,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-640,FORUM AT DEER CREEK (THE),3001 DEER CREEK COUNTRY CLUB BLVD,,DEERFIELD BEACH,33442,FL,Broward,(954) 698-6269,400 CENTRE STREET,,NEWTON,2458,MA,Not Available,http://fivestarseniorliving.com/communities/fl/deerfield-beach/the-forum-at-deer-creek,65,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2082,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-641,RENACER HOME CARE,644 642 SE 4 PLACE,,HIALEAH,33010,FL,Miami-Dade,(305) 885-2545,644 642 SE 4 PLACE,,HIALEAH,33010,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=208468,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-642,PAVILION GARDENS,71 W. 30TH STREET,,HIALEAH,33012,FL,Miami-Dade,(305) 884-5613,71 W. 30TH STREET,,HIALEAH,33012,FL,Miami-Dade,,40,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2087,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-643,ASSISTED LIVING RETIREMENT HOMES I,132-134 NW 17TH CT,,MIAMI,33125-4557,FL,Miami-Dade,(305) 642-8495,132 NW 17TH CT # 134,,MIAMI,33125-4557,FL,Miami-Dade,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2088,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-644,VIDA NUEVA #1 CORP,745 NW 102 ST,,MIAMI,33150,FL,Miami-Dade,(305) 758-1629,745 NW 102 ST,,MIAMI,33150,FL,Miami-Dade,,9,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=208909,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-645,AMERICAN LIFE ADULT CARE CENTER INC,8849 NW 169TH TER,,MIAMI LAKES,33018-6146,FL,Miami-Dade,(305) 827-3100,7951 NW 156TH TER,,MIAMI LAKES,33016-7107,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=209018,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-646,IVE HOME II ALF INC,22636 SW 125TH AVE,,MIAMI,33170-6318,FL,Miami-Dade,(305) 258-9035,22636 SW 125TH AVE,,MIAMI,33170-6318,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=209079,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-647,JAMAICA SHORES,171 SW EULER AVE,,PORT ST LUCIE,34953-5452,FL,St. Lucie,(772) 446-7333,1770 ANNANDALE CIR,,ROYAL PALM BEACH,33411-6103,FL,Palm Beach,http://jamaicashorespsl.com,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=209542,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-648,CAROLINA'S CARE CENTER CORP,9024 NW 148TH ST,,MIAMI LAKES,33018-7313,FL,Miami-Dade,(305) 827-3100,7951 NW 156TH TER,,MIAMI LAKES,33016-7107,FL,Miami-Dade,,8,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2097,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-649,PICKET FENCE MANOR,1662 9TH STREET SOUTH,,SAINT PETERSBURG,33701,FL,Pinellas,(727) 821-7682,1662 9TH STREET SOUTH,,SAINT PETERSBURG,33701,FL,Pinellas,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2102,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-650,ALEXA INC (THE),8615 HULSEY ROAD,,TAMPA,33634,FL,Hillsborough,(813) 887-5683,2626 NORTH DUNDEE STREET,,TAMPA,33629,FL,Hillsborough,http://www.sweetwatermanor.com,11,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2104,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-651,"NUEVO RENACER ALF, CORP",540 N PERVIZ AVE,,OPA LOCKA,33054-3028,FL,Miami-Dade,(305) 681-3888,540 N PERVIZ AVE,,OPA LOCKA,33054-3028,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=210454,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-652,"LOURDES ALF,INC.",14825 SW 82ND ST,,MIAMI,33193-1551,FL,Miami-Dade,(786) 229-3431,14825 SW 82ND ST,,MIAMI,33193-1551,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=210456,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-653,PURE RESTORATION ASSISTED LIVING,1321 LAKEVIEW DR,,INVERNESS,34450,FL,Citrus,(352) 726-9405,1321 LAKEVIEW DR,,INVERNESS,34450,FL,Citrus,http://www.AlwaysThereALF.com,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=210599,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-654,PRINCESS GARDENS ALF INC,5120 -22 NW 4 TERRACE,,MIAMI,33126,FL,Miami-Dade,(305) 444-0655,5120 -22 NW 4 TERRACE,,MIAMI,33126,FL,Miami-Dade,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2109,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-655,VICTORIAN MEADOWS ALF,900 NORTH 24TH AVENUE,,HOLLYWOOD,33020,FL,Broward,(954) 929-7009,900 N 24TH STREET,,HOLLYWOOD,33020,FL,Broward,,8,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=210973,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-656,BRENTWOOD RETIREMENT COMMUNITY,1900 WEST ALPHA COURT,,LECANTO,34461,FL,Citrus,(352) 746-6611,1900 WEST ALPHA COURT,,LECANTO,34461,FL,Citrus,http://www.consulatehealthcare.com,165,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2110,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-657,"THE GARDENS AT PARKWOOD, INC.",5430 NW 57TH WAY,,CORAL SPRINGS,33067,FL,Broward,(954) 263-4070,9211 OAK ALLEY DR,,LAKE WORTH,33467-6186,FL,Palm Beach,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=211187,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-658,HARBOR INN OF VENICE INC,321 HARBOR DRIVE,,VENICE,34285,FL,Sarasota,(941) 468-4678,PO BOX 83,,NOKOMIS,34274-0083,FL,Sarasota,,10,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2113,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-659,TRINITY CARE ASSISTED LIVING FACILITY,1298 VICTORIA DRIVE,,WEST PALM BEACH,33406,FL,Palm Beach,(561) 969-0904,1298 VICTORIA DRIVE WEST,,WEST PALM BEACH,33406,FL,Palm Beach,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=211460,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-660,CALUSA ADULT CARE I,13871 SW 112TH ST,,MIAMI,33186-3266,FL,Miami-Dade,(786) 493-6220,13871 SW 112TH ST,,MIAMI,33186-3266,FL,Miami-Dade,,13,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2116,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-661,LAKE WIRE RETIREMENT CENTER,315 W PEACHTREE ST,,LAKELAND,33815-1531,FL,Polk,(863) 686-7306,315 W PEACHTREE ST,,LAKELAND,33815-1531,FL,Polk,http://lakewirerc.com,44,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2117,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-662,"WORC, INC.",1150 JIMMY ANN DRIVE,,DAYTONA BEACH,32114,FL,Volusia,(386) 274-1155,1150 JIMMY ANN DRIVE,,DAYTONA BEACH,32114,FL,Volusia,http://www.worcinc.org,15,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2118,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-663,BAY HOME,5200 17TH ST N,,ST PETERSBURG,33714-2706,FL,Pinellas,(727) 525-1906,1500 48TH AVE N,,SAINT PETERSBURG,33703-3528,FL,Pinellas,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2122,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-664,"LEORAY ALF, INC.",101 THOMAS ROAD,,HOLLYWOOD,33023,FL,Broward,(954) 559-9307,101 THOMAS ROAD,,HOLLYWOOD,33023,FL,Broward,,5,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=212352,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-665,FAIRWAY PINES AT SUN N LAKE,5959 SUN N' LAKE BLVD.,,SEBRING,33872,FL,Highlands,(863) 385-5454,5692 STRAND CT,STE 1,NAPLES,34110-3389,FL,Collier,,175,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2124,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-666,BRENNITY AT VERO BEACH (THE),7975 17TH LN,,VERO BEACH,32966-2430,FL,Indian River,(772) 299-7900,7975 17TH LN,,VERO BEACH,32966-2430,FL,Indian River,http://www.sagora.com/brennity-vero-beach,113,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=212403,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-667,WELLSPRING ASSISTED LIVING FACILITY,37815 15TH AVE,,ZEPHYRHILLS,33542-3217,FL,Pasco,(813) 715-1000,PO BOX 280155,,TAMPA,33682-0155,FL,Hillsborough,http://www.wellspringalf.com,48,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=212413,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-668,LAMERCIE HOME INC,4225 NW 25TH PLACE,,LAUDERHILL,33313,FL,Broward,(954) 486-7792,4225 NW 25TH PLACE,,LAUDERHILL,33313,FL,Broward,http://www.lamerciehome.com,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2126,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-669,KELLEY ALF,10410 SW 127TH AVE,,MIAMI,33186-3516,FL,Miami-Dade,(305) 385-7690,10410 SW 127TH AVE,,MIAMI,33186-3516,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=212697,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-670,"LA MILAGROSA HOME CARE, INC.",3341 SW 7TH ST,,MIAMI,33135-2603,FL,Miami-Dade,(305) 447-1559,3341 SW 7TH ST,,MIAMI,33135-2603,FL,Miami-Dade,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2131,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-671,IONIE'S ASSISTED LIVING II,3120 HAMMERSMITH ROAD,,ORLANDO,32818,FL,Orange,(407) 296-7163,3120 HAMMERSMITH ROAD,,ORLANDO,32818,FL,Orange,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=213117,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-672,VILLA SERENA IV,754 NW 22ND CT,,MIAMI,33125-3309,FL,Miami-Dade,(305) 206-5342,754 NW 22ND CT,,MIAMI,33125-3309,FL,Miami-Dade,http://www.villaserenagroup.com,8,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=213171,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-673,MARY DUNBAR ASSISTED LIVING,8530 TIDEWATER TRL,,TAMPA,33619-4953,FL,Hillsborough,(813) 246-9185,8530 TIDEWATER TRL,,TAMPA,33619-4953,FL,Hillsborough,,5,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=213360,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-674,MELODY PLACE,35 HARBOR WOODS CIRCLE,,SAFETY HARBOR,34695,FL,Pinellas,(727) 797-9402,35 HARBOR WOODS CIRCLE,,SAFETY HARBOR,34695,FL,Pinellas,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2134,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-675,PRESTIGE MANOR III,6333 SE BABB RD,,BELLEVIEW,34420-4280,FL,Marion,(352) 307-6333,6333 SE BABB RD,,BELLEVIEW,34420-4280,FL,Marion,,34,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=213636,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-676,STILLWATER ALF CORP,2881 QUENTIN AVENUE SE,,PALM BAY,32909,FL,Brevard,(321) 914-3688,2881 QUENTIN AVENUE SE,,PALM BAY,32909,FL,Brevard,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=214068,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-677,PARADISE VILLA RETIREMENT VI OF COCONUT CREEK,4130 NW 22ND STREET,,COCONUT CREEK,33066,FL,Broward,(954) 970-3193,4275 NW 67TH WAY,,CORAL SPRINGS,33067,FL,Broward,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=214116,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-678,"MY SWEET HOME II, INC",214 NW 120TH AVE,,MIAMI,33182-1316,FL,Miami-Dade,(786) 618-9265,214 NW 120TH AVE,,MIAMI,33182-1316,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=214171,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-679,BROOKDALE DOWNTOWN SARASOTA,730 SOUTH OSPREY AVENUE,,SARASOTA,34236,FL,Sarasota,(941) 955-4646,730 SOUTH OSPREY AVENUE,,SARASOTA,34236,FL,Sarasota,http://www.brookdale.com,173,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2144,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-680,BROOKDALE WEST PALM BEACH,6300 COMMON CIRCLE,,WEST PALM BEACH,33417,FL,Palm Beach,(561) 697-3051,6300 COMMON CIR,,WEST PALM BEACH,33417-4282,FL,Palm Beach,http://www.brookdale.com,76,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2147,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-681,SANTA TERESITA HOME CARE,538 WEST 40 PLACE,,HIALEAH,33012,FL,Miami-Dade,(305) 824-3280,538 WEST 40 PLACE,,HIALEAH,33012,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2150,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-682,SUTTON HOMES,2650 DERBYSHIRE,,MAITLAND,32751,FL,Seminole,(407) 740-8815,2221 LEE RD SUITE 13,,WINTER PARK,32789,FL,Seminole,http://www.suttonhomes.com,5,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2151,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-683,INN AT LAKE SEMINOLE SQUARE (THE),8355 SEMINOLE BLVD,,SEMINOLE,33772-4377,FL,Pinellas,(727) 391-0500,111 WESTWOOD PL,STE 400,BRENTWOOD,37027-5057,TN,Not Available,http://www.brookdale.com,40,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2154,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-684,FAIRWAY CHALET,905 VIRGINIA AVENUE,,TARPON SPRINGS,34689,FL,Pinellas,(727) 934-4970,905 VIRGINIA AVENUE,,TARPON SPRINGS,34689,FL,Pinellas,http://fairwaychaletinc.com,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=2156,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-685,BLUE SKY GROUP HOME INC,11000 SW 142 PLACE,,MIAMI,33186,FL,Miami-Dade,(786) 316-3419,11000 SW 142 PLACE,,MIAMI,33186,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=215626,US,Assisted Living
