row_id,﻿rundate,subtype,FACID,FACTYPE,ZIP,LEGALNAME,ADDRESS,LICENSE,LICENSE_EFFECTIVE,LICENSE_EXPIRATION,CITY,state,COUNTY,TELEPHONE,FAXPHONE,CAPACITY,MCAID_CERT,N_LON,N_LAT,N_MCODE,N_LCODE,N_BLOCK,SRVPROVDES,EVAL_DATE,facility_type
USA-AZ-53-AZ-AssistedLiving-output-71,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0016,21,85029,CHRISTIAN CARE NURSING CENTER,11812 NORTH 19TH AVE,NCI-332,1/1/2017,12/31/2017,PHOENIX,AZ,MARICOPA,(602)861-3241,(602)443-5401,68,T,-112.099798,33.594046,,,,A,8/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-72,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0018,21,85206,CITADEL POST ACUTE,5121 EAST BROADWAY ROAD,NCI-2732,7/1/2017,6/30/2018,MESA,AZ,MARICOPA,(480)832-5555,(480)924-0090,128,T,-111.72089,33.408234,,,,A,5/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-73,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0070,21,85029,CORONADO HEALTHCARE CENTER,11411 NORTH 19TH AVE,NCI-2637,8/1/2017,7/31/2018,PHOENIX,AZ,MARICOPA,(602)256-7500,(602)943-7697,191,T,-112.099505,33.589545,,,,A,5/31/2015,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-74,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0017,21,85206,DESERT BLOSSOM HEALTH & REHAB CENTER,60 SOUTH 58TH STREET,NCI-2696,9/1/2017,8/31/2018,MESA,AZ,MARICOPA,(480)832-3903,(480)981-0963,106,T,-111.705361,33.414203,,,,A,4/30/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-75,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0023,21,85224,DESERT COVE NURSING CENTER,1750 WEST FRYE ROAD,NCI-351,10/1/2017,9/29/2018,CHANDLER,AZ,MARICOPA,(480)899-0641,(480)899-1785,120,T,-111.872137,33.298831,,,,A,12/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-76,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0024,21,85016,DESERT HAVEN CARE CENTER,2645 EAST THOMAS ROAD,NCI-2625,7/1/2017,6/30/2018,PHOENIX,AZ,MARICOPA,(602)956-8000,(602)224-5363,115,T,-112.024868,33.480216,,,,B,1/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-77,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0051,21,86401,DESERT HIGHLANDS CARE CENTER,1081 KATHLEEN AVE,NCI-306,11/1/2017,10/31/2018,KINGMAN,AZ,MOHAVE,(928)753-5580,(928)753-3880,120,T,-114.040503,35.212947,,,,C,9/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-78,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0028,21,85008,DESERT TERRACE HEALTHCARE CENTER,2509 NORTH 24TH STREET,NCI-237,7/1/2017,6/30/2018,PHOENIX,AZ,MARICOPA,(602)273-1347,(602)273-6260,108,T,-112.030054,33.47504,,,,A,10/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-79,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0031,21,85712,DEVON GABLES REHABILITATION CENTER,6150 EAST GRANT ROAD,NCI-2652,8/1/2017,7/31/2018,TUCSON,AZ,PIMA,(520)296-6181,(520)298-0997,312,T,-110.86093,32.250437,,,,B,6/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-80,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0104,21,85323,ESTRELLA CENTER,350 EAST LA CANADA,NCI-378,9/1/2017,8/31/2018,AVONDALE,AZ,MARICOPA,(623)932-2282,(623)925-8827,161,T,-112.346037,33.446355,,,,A,2/28/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-81,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0074,21,85712,FOOTHILLS REHABILITATION CENTER,2250 NORTH CRAYCROFT ROAD,NCI-2702,1/1/2017,12/31/2017,TUCSON,AZ,PIMA,(520)733-8700,(520)733-8980,149,T,-110.875241,32.248248,,,,A,2/28/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-82,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0189,21,85247,GILA RIVER INDIAN CARE CENTER,PO BOX 2187,,,,SACATON,AZ,PINAL,(520)562-7400,(520)562-7450,,T,-111.73898,33.078356,,,,NONE,,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-83,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0112,21,85602,GOOD SAMARITAN SOCIETY - QUIBURI MISSION,850 SOUTH HIGHWAY 80,NCI-399,7/1/2017,6/30/2018,BENSON,AZ,COCHISE,(520)586-2372,(520)586-7003,58,T,-110.286946,31.957127,,,,A,12/1/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-84,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0042,21,85205,GOOD SAMARITAN SOCIETY-MESA GOOD SHEPHERD,5848 EAST UNIVERSITY DRIVE,NCI-339,2/1/2017,1/31/2018,MESA,AZ,MARICOPA,(480)981-0098,(480)396-3023,58,T,-111.704531,33.422958,,,,A,12/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-85,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0041,21,85345,GOOD SAMARITAN SOCIETY-PEORIA GOOD SHEPHERD,10323 WEST OLIVE AVENUE,NCI-313,5/1/2017,4/30/2018,PEORIA,AZ,MARICOPA,(623)875-0100,(623)875-0110,150,T,-112.282961,33.565549,,,,A,5/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-86,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0179,21,86314,GOOD SAMARITAN SOCIETY-PRESCOTT VALLEY,3380 NORTH WINDSONG DRIVE,NCI-1500,4/1/2017,3/31/2018,PRESCOTT VALLEY,AZ,YAVAPAI,(928)775-0045,(928)775-2752,58,T,-112.326815,34.590983,,,,A,10/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-87,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0075,21,86301,GOOD SAMARITAN SOCIETY-PRESCOTT VILLAGE,1030 SCOTT DRIVE,NCI-321,5/1/2017,4/30/2018,PRESCOTT,AZ,YAVAPAI,(928)778-2450,(928)778-5251,58,T,-112.475391,34.560935,,,,A,11/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-88,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0057,21,86301,GRANITE CREEK HEALTH & REHABILITATION CENTER,1045 SCOTT DRIVE,NCI-2728,7/1/2017,6/30/2018,PRESCOTT,AZ,YAVAPAI,(928)778-9603,(928)778-5909,128,T,-112.474451,34.561151,,,,A,12/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-89,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0195,21,85040,HACIENDA NURSING FACILITY,1402 EAST SOUTH MOUNTAIN AVENUE,NCI-2617,6/1/2017,5/31/2018,PHOENIX,AZ,MARICOPA,(602)243-4231,(602)243-1217,74,T,-112.052882,33.370675,,,,A,9/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-90,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0043,21,85712,HANDMAKER HOME FOR THE AGING,2221 NORTH ROSEMONT BOULEVARD,NCI-235,5/1/2017,4/30/2018,TUCSON,AZ,PIMA,(520)881-2323,(520)881-3466,94,T,-110.884254,32.248194,,,,B,9/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-91,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0055,21,86406,HAVASU NURSING CENTER,3576 KEARSAGE DRIVE,NCI-355,2/1/2017,1/31/2018,LAKE HAVASU CITY,AZ,MOHAVE,(928)453-1500,(928)453-6675,118,T,-114.264537,34.454675,,,,A,10/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-92,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0003,21,86322,HAVEN OF CAMP VERDE,86 WEST SALT MINE ROAD,NCI-2699,2/1/2017,1/31/2018,CAMP VERDE,AZ,YAVAPAI,(928)567-5253,(928)567-3794,60,T,-111.854911,34.554969,,,,A,11/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-93,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0035,21,86326,"HAVEN OF COTTONWOOD, LLC",197 SOUTH WILLARD STREET,NCI-2707,2/1/2017,1/31/2018,COTTONWOOD,AZ,YAVAPAI,(928)634-5548,(928)639-9602,70,T,-112.027187,34.737246,,,,A,12/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-94,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0032,21,85607,"HAVEN OF DOUGLAS, LLC",1400 NORTH SAN ANTONIO,NCI-2708,2/1/2017,1/31/2018,DOUGLAS,AZ,COCHISE,(520)364-7937,(520)805-9146,60,T,-109.532452,31.34769,,,,A,2/28/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-95,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0073,21,86001,"HAVEN OF FLAGSTAFF, LLC",800 WEST UNIVERSITY AVENUE,NCI-2662,2/1/2017,1/31/2018,FLAGSTAFF,AZ,COCONINO,(928)779-6931,(928)779-2180,83,T,-111.664476,35.184379,,,,A,9/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-96,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0037,21,85501,HAVEN OF GLOBE,1100 MONROE STREET,NCI-2720,11/1/2016,10/31/2017,GLOBE,AZ,GILA,(928)425-5721,(928)425-3745,104,T,-110.775759,33.394023,,,,A,5/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-97,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0181,21,86406,HAVEN OF LAKE HAVASU,2781 OSBORNE DRIVE,NCI-1209,6/1/2017,5/31/2018,LAKE HAVASU CITY,AZ,MOHAVE,(928)505-5552,(801)296-5111,104,T,-114.2935,34.452992,,,,A,4/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-98,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0213,21,85929,HAVEN OF LAKESIDE,3401 NORTH LOCKWOOD DRIVE,NCI-2723,3/1/2017,2/28/2018,LAKESIDE,AZ,NAVAJO,(928)368-2060,(928)368-2061,112,T,-110.004862,34.171369,,,,A,11/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-99,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0008,21,85015,HAVEN OF PHOENIX,4202 NORTH 20TH AVENUE,NCI-2618,6/1/2017,5/31/2018,PHOENIX,AZ,MARICOPA,(602)264-3824,(602)279-6234,100,T,-112.102318,33.496789,,,,A,8/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-100,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0080,21,85546,HAVEN OF SAFFORD,1933 PEPPERTREE DRIVE,NCI-2653,2/1/2017,1/31/2018,SAFFORD,AZ,GRAHAM,(928)428-4910,(928)567-3794,100,T,-109.732315,32.814515,,,,A,2/28/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-101,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0065,21,85251,HAVEN OF SCOTTSDALE,3293 NORTH DRINKWATER BOULEVARD,NCI-2762,4/1/2017,3/31/2018,SCOTTSDALE,AZ,MARICOPA,(480)947-7443,(480)429-9195,90,T,-111.923558,33.485607,,,,A,8/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-102,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0078,21,85901,HAVEN OF SHOW LOW,2401 EAST HUNT STREET,NCI-2704,2/1/2017,1/31/2018,SHOW LOW,AZ,NAVAJO,(928)537-5333,(928)537-1762,71,T,-110.014308,34.20385,,,,A,6/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-103,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0054,21,85364,HAVEN OF YUMA,2470 SOUTH ARIZONA AVENUE,NCI-2719,11/1/2016,10/31/2017,YUMA,AZ,YUMA,(928)344-8541,(928)344-0823,120,T,-114.616151,32.682594,,,,A,4/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-104,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0115,21,85501,HERITAGE HEALTH CARE CENTER,1300  SOUTH STREET,NCI-2650,3/1/2017,2/28/2018,GLOBE,AZ,GILA,(928)425-3118,(928)425-0707,96,T,-110.769082,33.394558,,,,A,8/31/2016,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-105,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0040,21,85302,HORIZON POST ACUTE AND REHABILITATION CENTER,4704 WEST DIANA AVENUE,NCI-2714,3/1/2017,2/28/2018,GLENDALE,AZ,MARICOPA,(623)247-3949,(623)930-1104,196,T,-112.161027,33.563245,,,,A,6/30/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-106,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0011,21,85345,IMMANUEL CAMPUS OF CARE,11301 NORTH 99TH AVENUE,NCI-066,5/1/2017,4/30/2018,PEORIA,AZ,MARICOPA,(623)977-8373,(623)876-6337,228,T,-112.272382,33.585485,,,,A,7/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-107,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0050,21,86351,"KACHINA POINT REHABILITATION HOSPITAL, LLC",505 JACKS CANYON ROAD,NCI-2709,5/1/2017,4/30/2018,SEDONA,AZ,COCONINO,(928)284-1000,(714)256-2003,112,T,-111.754183,34.779314,,,,A,3/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-108,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0089,21,85635,KINDRED NURSING AND REHABILITATION-HACIENDA,660 SOUTH CORONADO DRIVE,NCI-338,2/1/2017,1/31/2018,SIERRA VISTA,AZ,COCHISE,(520)459-4900,(520)458-4082,100,T,-110.27873,31.547951,,,,A,6/30/2016,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-109,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0124,21,85704,LA CANADA CARE CENTER,7970 NORTH LA CANADA DRIVE,NCI-2731,7/1/2017,6/30/2018,TUCSON,AZ,PIMA,(520)797-1191,(520)742-3437,128,T,-110.995452,32.351009,,,,A,6/30/2014,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-110,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0207,21,85048,LA ESTANCIA NURSING AND REHABILITATION CENTER,15810 SOUTH 42ND STREET,NCI-2672,3/1/2017,2/28/2018,PHOENIX,AZ,MARICOPA,(480)759-0358,(480)759-7666,192,T,-111.993191,33.303297,,,,C,7/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-111,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0094,21,85382,LAKE PLEASANT POST ACUTE REHABILITATION CENTER,20625 NORTH LAKE PLEASANT ROAD,NCI-2727,7/1/2017,6/30/2018,PEORIA,AZ,MARICOPA,(623)566-0642,(623)476-3664,128,T,-112.279709,33.671148,,,,A,1/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-112,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0047,21,85304,LIFE CARE CENTER OF NORTH GLENDALE,13620 NORTH 55TH AVENUE,NCI-381,5/1/2017,4/30/2018,GLENDALE,AZ,MARICOPA,(602)843-8433,(602)588-1056,223,T,-112.177339,33.608325,,,,A,6/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-113,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0119,21,85032,LIFE CARE CENTER OF PARADISE VALLEY,4065 EAST BELL ROAD,NCI-400,2/1/2017,1/31/2018,PHOENIX,AZ,MARICOPA,(602)867-0212,(602)867-0321,210,T,-111.993554,33.640456,,,,A,7/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-114,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0058,21,85635,LIFE CARE CENTER OF SIERRA VISTA,2305 EAST WILCOX DRIVE,NCI-392,7/1/2017,6/30/2018,SIERRA VISTA,AZ,COCHISE,(520)458-1050,(520)458-6944,152,T,-110.274984,31.552216,,,,C,11/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-115,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0111,21,85741,LIFE CARE CENTER OF TUCSON,6211 NORTH LA CHOLLA BOULEVARD,NCI-2721,2/1/2017,1/31/2018,TUCSON,AZ,PIMA,(520)575-0900,(520)575-0483,162,T,-111.012421,32.31965,,,,A,3/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-116,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0059,21,85364,LIFE CARE CENTER OF YUMA,2450 SOUTH 19TH AVENUE,NCI-391,5/1/2017,4/30/2018,YUMA,AZ,YUMA,(928)344-0425,(928)344-4526,128,T,-114.643125,32.682981,,,,A,11/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-117,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0020,21,85363,LIFESTREAM AT COOK HEALTH CARE,11527 WEST PEORIA AVE,NCI-382,11/1/2017,10/31/2018,YOUNGTOWN,AZ,MARICOPA,(623)933-4683,(623)974-6652,102,T,-112.304098,33.579872,,,,A,12/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-118,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0118,21,85378,LIFESTREAM AT SUN RIDGE,12215 WEST BELL ROAD,NCI-406,11/1/2017,10/31/2018,SURPRISE,AZ,MARICOPA,(623)583-5482,(623)583-1465,58,T,-112.3233,33.638463,,,,A,12/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-119,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0098,21,85042,MARAVILLA  CARE CENTER,8825 SOUTH 7TH STREET,NCI-2659,7/1/2017,6/30/2018,PHOENIX,AZ,MARICOPA,(602)243-6121,(602)268-3349,194,T,-112.065817,33.365699,,,,A,7/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-120,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0061,21,85013,MARYLAND GARDENS CARE CENTER,31 WEST MARYLAND AVENUE,NCI-2670,12/1/2017,11/30/2018,PHOENIX,AZ,MARICOPA,(602)265-7484,(602)285-1320,60,T,-112.074671,33.530916,,,,A,5/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-121,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0063,21,85201,MESA CHRISTIAN HEALTH AND REHABILITATION CENTER,255 WEST BROWN ROAD,NCI-2675,5/1/2017,4/30/2018,MESA,AZ,MARICOPA,(480)833-3988,(480)962-1996,191,T,-111.838166,33.435077,,,,A,9/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-122,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0064,21,85206,MI CASA NURSING CENTER,330 SOUTH PINNULE CIRCLE,NCI-372,3/1/2017,2/28/2018,MESA,AZ,MARICOPA,(480)981-0687,(480)396-5011,180,T,-111.696161,33.410903,,,,A,5/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-123,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0056,21,85206,MISSION PALMS OF MESA HEALTH AND REHABILITATION CENTER,6461 EAST BAYWOOD AVENUE,NCI-2674,5/1/2017,4/30/2018,MESA,AZ,MARICOPA,(480)832-5160,(480)854-7046,160,T,-111.691022,33.408798,,,,A,9/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-124,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0033,21,85206,MONTECITO POST ACUTE CARE AND REHABILITATION,51 SOUTH 48TH STREET,NCI-2638,3/1/2017,2/28/2018,MESA,AZ,MARICOPA,(480)832-8333,(480)830-2466,222,T,-111.727578,33.413929,,,,A,7/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-125,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0159,21,85704,MOUNTAIN VIEW CARE CENTER,1313 WEST MAGEE ROAD,NCI-2726,7/1/2017,6/30/2018,TUCSON,AZ,PIMA,(520)797-2600,(520)575-6234,120,T,-110.993773,32.35156,,,,A,7/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-126,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0081,21,86305,MOUNTAIN VIEW MANOR,1045 SANDRETTO DRIVE,NCI-358,8/1/2017,7/31/2018,PRESCOTT,AZ,YAVAPAI,(928)778-4837,(928)445-8311,116,T,-112.459384,34.602625,,,,C,12/31/2016,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-127,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0010,21,85020,NORTH MOUNTAIN MEDICAL AND REHABILITATION CENTER,9155 NORTH THIRD STREET,NCI-2647,3/1/2017,2/28/2018,PHOENIX,AZ,MARICOPA,(602)944-1666,(602)944-8549,155,T,-112.069376,33.569505,,,,A,3/31/2016,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-128,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0066,21,85643,NORTHERN COCHISE NURSING HOME,901 WEST REX ALLEN DRIVE,NCI-301,7/1/2015,6/30/2016,WILLCOX,AZ,COCHISE,(520)384-3541,(520)384-9212,24,T,-109.837789,32.264402,,,,A,5/31/2016,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-129,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0210,21,85122,OASIS PAVILION NURSING & REHABILITATION CENTER,161 WEST RODEO ROAD,NCI-2692,8/1/2017,7/31/2018,CASA GRANDE,AZ,PINAL,(520)836-1772,(520)421-4966,134,T,-111.755009,32.923305,,,,C,9/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-130,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0013,21,85251,OSBORN HEALTH AND REHABILITATION,3333 NORTH CIVIC CENTER PLAZA,NCI-2636,6/1/2017,5/31/2018,SCOTTSDALE,AZ,MARICOPA,(480)994-1333,(480)990-3895,130,T,-111.921809,33.486525,,,,A,8/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-131,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0192,21,85338,PALM VALLEY REHABILITATION & CARE CENTER,13575 WEST MCDOWELL ROAD,NCI-2684,12/1/2016,11/30/2017,GOODYEAR,AZ,MARICOPA,(623)536-9911,(623)536-9502,180,T,-112.351147,33.464124,,,,C,11/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-132,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0026,21,85364,PALM VIEW REHABILITATION & CARE,2222 SOUTH AVENUE A,NCI-253,3/1/2017,2/28/2018,YUMA,AZ,YUMA,(928)783-8831,(928)329-0149,143,T,-114.633415,32.687093,,,,A,8/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-133,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0068,21,85719,PARK AVENUE HEALTH AND REHABILITATION CENTER,2001 NORTH PARK AVENUE,NCI-2639,12/1/2016,11/30/2017,TUCSON,AZ,PIMA,(520)882-6151,(520)620-1546,200,T,-110.95699,32.245888,,,,A,4/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-134,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0069,21,85541,PAYSON CARE CENTER,107 EAST LONE PINE DRIVE,NCI-2655,10/1/2016,9/30/2017,PAYSON,AZ,GILA,(928)474-6896,(928)474-6997,163,T,-111.323305,34.231074,,,,A,4/30/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-135,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0071,21,85032,PHOENIX MOUNTAIN NURSING CENTER,13232 NORTH TATUM BLVD,NCI-2673,5/1/2017,4/30/2018,PHOENIX,AZ,MARICOPA,(602)996-5200,(602)996-6160,130,T,-111.978144,33.607117,,,,A,6/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-136,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0076,21,85381,PLAZA DEL RIO CARE CENTER,13215 NORTH 94TH DRIVE,NCI-2631,11/1/2016,10/31/2017,PEORIA,AZ,MARICOPA,(623)933-7722,(623)933-9796,128,T,-112.262454,33.604464,,,,A,5/31/2013,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-137,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0084,21,85257,PLAZA HEALTHCARE,1475 NORTH GRANITE REEF ROAD,NCI-2661,11/1/2017,10/31/2018,SCOTTSDALE,AZ,MARICOPA,(480)990-1904,(480)946-6286,179,T,-111.900351,33.464236,,,,A,7/3/2017,Assisted Living
