name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country
CAMPBELL - STONE N APARTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,"350 CARPENTER DRIVE, NE",,,ATLANTA,,,GA,,30328,US
CAMPBELL GATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1010 CAMPBELL GATE ROAD,,,LAWRENCEVILLE,,,GA,,30045,US
CANARA'S HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,"3012 TYLERTON COURT, SW",,,ATLANTA,,,GA,,30311,US
CANDLER RIDGE II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1205 NUNNALLY DRIVE,,,MONROE,,,GA,,30655,US
CANDLER RIDGE III PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4053 CHEMAWA DRIVE,,,STONE MOUNTAIN,,,GA,,30083,US
CANNON WOOD VILLAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2834 OLD US HIGHWAY 441,,,TIGER,,,GA,,30576,US
CANTERBURY COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,"3750 PEACHTREE ROAD, NE",,,ATLANTA,,,GA,,30319,US
CARDINAL TRANSITIONAL CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,413 HENSON AVE,,,COLUMBUS,,,GA,,31907,US
CARE & COMFORT EXTENDED STAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3417 RIDGECREST DRIVE,,,POWDER SPRINGS,,,GA,,30127,US
CARE ANGELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1714 SOUTH JOHNSON FERRY RD NE,,,ATLANTA,,,GA,,30319,US
CARE GIVERS & MORE ELDERLY CARE SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,6602 SHUCRAFT ROAD,,,APPLING,,,GA,,30802,US
CARE HOUSE/SSHINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,166 ALFRED PAYNE ROAD,,,DANVILLE,,,GA,,31017,US
CARE ONE AT RAVEN CIRCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2205 RAVEN CIRCLE,,,LITHONIA,,,GA,,30058,US
CARE ONE PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,6074 GREAT OAKS DRIVE,,,LITHONIA,,,GA,,30058,US
CAREFREE MAISON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4055 WILL LEE ROAD,,,COLLEGE PARK,,,GA,,30349,US
CAREFUL CARE PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,601 EAST GRIFFIN AVE,,,ATTAPULGUS,,,GA,,39815,US
CARING 4 U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1508 JOHNATHAN PLACE,,,HEPHZIBAH,,,GA,,30815,US
CARING 4 YOU PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4945 GOLDEN CIRCLE,,,MABLETON,,,GA,,30126,US
CARING FROM THE HEART PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,6385 ROCKLAND RD,,,LITHONIA,,,GA,,30038,US
CARING HANDS ASSISTED LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1741 HIGHWAY 138,,,RIVERDALE,,,GA,,30296,US
CARING HANDS PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1980 MEADOW LANE,,,DECATUR,,,GA,,30032,US
CARING HANDS PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1530 CEDARS ROAD,,,LAWRENCEVILLE,,,GA,,30045,US
CARING HEARTS PCH #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,10 DIAL ROAD,,,MONROE,,,GA,,30656,US
CARING HEARTS PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,430 SOUTH BROAD STREET,,,MONROE,,,GA,,30655,US
CARLISLE HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,220 N SCOTT STREET,,,CAMILLA,,,GA,,31730,US
"CARLTON, THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,"690 MOUNT VERNON HWY, NE",,,ATLANTA,,,GA,,30328,US
CARLYLE PLACE RETIREMENT COMMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5300 ZEBULON ROAD,,,MACON,,,GA,,31210,US
CAROL'S PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2662 BARCLAY STREET,,,HEPHZIBAH,,,GA,,30815,US
CAROLYN LAKE HEALTHCARE II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1669 CAROLYN LAKE CIRCLE,,,THOMSON,,,GA,,30824,US
CAROLYN'S II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,202 EAST ADAIR STREET,,,VALDOSTA,,,GA,,31601,US
CAROLYN'S PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,525 GREEN STREET,,,VALDOSTA,,,GA,,31601,US
CAROUSEL HOUSE II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,173 SOUTH LEE STREET,,,FORSYTH,,,GA,,31029,US
CARRIAGE HOUSE OF SOUTHERN PLANTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,690 TOMMY LEE FULLER DRIVE,,,LOGANVILLE,,,GA,,30052,US
CARTER COUNTRY HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4447 U.S. 41 SOUTH,,,LAKE PARK,,,GA,,31636,US
CASTLEWOOD PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4409 MEREWORTH CT,,,COLUMBUS,,,GA,,31907,US
"CATHERINE'S HOUSE, PCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1180 MADISON GREEN LANE,,,MABLETON,,,GA,,30126,US
CECIL B DAY HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1135 HIGHWAY 42 NORTH,,,FORSYTH,,,GA,,31029,US
CEDAR HAVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,6287 CEDAR MOUNTAIN ROAD,,,DOUGLASVILLE,,,GA,,30134,US
CEDAR HILL SENIOR LIVING COMMUNITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,402 E ELLAWOOD AVE,,,CEDARTOWN,,,GA,,30125,US
CEDAR MOUNTAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,6494 CEDAR MOUNTAIN ROAD,,,DOUGLASVILLE,,,GA,,30134,US
CEDAR PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,526 CEDAR STREET,,,OGELTHORPE,,,GA,,31068,US
CEDAR PLANTATION SENIOR LIVING & ALZ COMMUNITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,46637 HIGHWAY 46 EAST,,,METTER,,,GA,,30439,US
CELESTIAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,6571 VALLEY HILL DRIVE,,,MABLETON,,,GA,,30126,US
CHAMBLEE DUNWOODY GROUP HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4235 CHAMBLEE DUNWOODY ROAD,,,CHAMBLEE,,,GA,,30341,US
CHAMBREL AT ROSWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1000 APPLEWOOD DRIVE,,,ROSWELL,,,GA,,30076,US
CHAMPEUNE'S PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3439 RUSHING ROAD,,,AUGUSTA,,,GA,,30906,US
CHAMPION CARE HOUSE I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1841 WOODSIDE COURT,,,JONESBORO,,,GA,,30236,US
CHANDLER PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,61 ANNIE CHANDLER TRAIL,,,LAWRENCEVILLE,,,GA,,30046,US
CHANGES OF CHOICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2223 STARLINE DRIVE,,,DECATUR,,,GA,,30032,US
CHANGING LIVES TODAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4273 HOLLIDAY ROAD,,,ATLANTA,,,GA,,30349,US
CHARIS LOVING CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,"2000 AUSTELL RD, UNITS 916-920",,,MARIETTA,,,GA,,30008,US
CHARIS PERSONAL CARE HOMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1914 SKIDAWAY ROAD,,,SAVANNAH,,,GA,,31404,US
CHARITY PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2995 GARNET WAY,,,COLLEGE PARK,,,GA,,30349,US
CHARLIE'S HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1442 JOYNER AVENUE,,,MARIETTA,,,GA,,30060,US
CHARLOTTE'S PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1383 KALA DRIVE,,,LITHONIA,,,GA,,30058,US
CHARMS PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,900 WEST RESIDENCE P.O. BOX 5345,,,ALBANY,,,GA,,31706,US
"CHATHAM, J HOWARD HOME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,14570 PROVIDENCE ROAD,,,ALPHARETTA,,,GA,,30004,US
CHELSEA HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,515 CARR STREET,,,AUGUSTA,,,GA,,30904,US
CHEROKEE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,311 BRICKMILL ROAD (P.O. BOX 1335),,,CANTON,,,GA,,30115,US
CHEROKEE'S ANGEL PCH 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,326 HEIGHTS PLACE,,,CANTON,,,GA,,30114,US
CHESTNUT MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,13 CHESTNUT STREET,,,GRIFFIN,,,GA,,30223,US
CHOICE CARE SENIOR LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4930 HIGHWAY 20,,,LOGANVILLE,,,GA,,30052,US
CHOICE CARE SENIOR LIVING AT CS FLOYD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,278 CS FLOYD ROAD,,,LOGANVILLE,,,GA,,30052,US
CHOICE PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,135 LATA TERRACE,,,MILLEDGEVILLE,,,GA,,31061,US
CHOICE VILLAGE RES AT THOMAS RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,8818 THOMAS ROAD,,,JONESBORO,,,GA,,30238,US
CHRIST THE ROCK HOME CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,210 CUTBANK COURT,,,ATLANTA,,,GA,,30331,US
CHRISTIAN CARE HOME #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,114 JACQUELINE,,,MILLEDGEVILLE,,,GA,,31061,US
CHRISTIAN MINISTRIES PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,125 HIGHWAY 138,,,RIVERDALE,,,GA,,30274,US
"CHRISTMAS, JOHNNIE E MANOR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3891 MANOR HOUSE DRIVE,,,MARIETTA,,,GA,,30062,US
CHURCH STREET MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,425 WEST CHURCH STREET,,,SWAINSBORO,,,GA,,30401,US
CHURCH STREET PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,828 CHURCH STREET,,,DUBLIN,,,GA,,31021,US
CHURCHILL MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,143 MAYFIELD ROAD,,,ALPHARETTA,,,GA,,30004,US
CHURCHILL MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,143 MAYFIELD ROAD,,,ALPHARETTA,,,GA,,30009,US
CIRCLE OF CARE PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3731 FAIRINGTON DRIVE,,,HEPHZIBAH,,,GA,,30815,US
CLARY CARE CENTER & WILKINSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,249 HOSPITAL DRIVE,,,TOCCOA,,,GA,,30577,US
CLASSIC COMM SUPPORT IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3883 WOOD PATH DRIVE,,,STONE MOUNTAIN,,,GA,,30083,US
CLASSIC COMMUNITY SUPPORT II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,"5400 MEMORIAL DRIVE, APT. 15-H",,,STONE MOUNTAIN,,,GA,,30083,US
CLASSIC COMMUNITY SUPPORT III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4879 FENBROOK DRIVE,,,STONE MOUNTAIN,,,GA,,30088,US
CLASSIC COMMUNITY SUPPORT V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5058 MARTINS CROSSING ROAD,,,STONE MOUNTAIN,,,GA,,30088,US
CLASSIC COMMUNITY SUPPORT VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4364 JOHN WESLEY DRIVE,,,DECATUR,,,GA,,30035,US
CLASSIC COMMUNITY SUPPORT X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5965 OLD WELLBORN TRACE,,,LITHONIA,,,GA,,30058,US
CLIFTON SPRINGS MANOR PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2309 CLIFTON SPRINGS MANOR,,,DECATUR,,,GA,,30034,US
CLOVER HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,496 N AVERY ROAD,,,ROME,,,GA,,30165,US
CLOVER'S ASSISTANT LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4410 SORRELLS WAY,,,POWDER SPRINGS,,,GA,,30127,US
CLUB VIEW HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,9231 CLUB VIEW TRACE,,,RIVERDALE,,,GA,,30274,US
COASTAL SENIOR LIVING OF SAINT MARY'S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1020 MCDOWELL STREET,,,SAINT MARYS,,,GA,,31558,US
COBBLESTONE PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1237 WINSLEY COURT,,,MARIETTA,,,GA,,30064,US
COBIS PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,7200 MANOR ROAD,,,COLUMBUS,,,GA,,31907,US
COFER GROUP HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4316 SMITHSONIA DRIVE,,,TUCKER,,,GA,,30084,US
"COHEN HOME, THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,10485 JONES BRIDGE ROAD,,,ALPHARETTA,,,GA,,30022,US
COLLEGE MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,205 WEST COLLEGE STREET,,,GRIFFIN,,,GA,,30224,US
COLONIAL GARDENS WNR ROBINS #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,903 HIGHWAY 96,,,WARNER ROBINS,,,GA,,31088,US
COLONIAL GARDENS WNR ROBINS #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,903 HIGHWAY 96,,,WARNER ROBINS,,,GA,,31088,US
COLONIAL GUEST HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,"131 EAST MAIN ST., P. O. BOX 533",,,FRANKLIN,,,GA,,30217,US
COLONNADE AT BRANDON WILDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4275 OWENS ROAD,,,EVANS,,,GA,,30809,US
COLQUITT ALTERNATIVE LIVING CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,258 E. COLLEGE STREET,,,COLQUITT,,,GA,,39837,US
COLQUITT GARDEN MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,"498 5TH STREET, SE",,,MOULTRIE,,,GA,,31768,US
COMFORT CARE PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5383 BROWN LEE ROAD,,,STONE MOUNTAIN,,,GA,,30087,US
COMFORT PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,11612 FLEMMING COVE DRIVE,,,HAMPTON,,,GA,,30228,US
COMFORT ZONE #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4652 RIVERWOOD CIRCLE,,,DECATUR,,,GA,,30035,US
COMFORTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2753 TRAIL CREEK CIRCLE,,,LITHIA SPRINGS,,,GA,,30122,US
COMFORTING ARMS PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,6094 WATERTON WAY,,,LITHONIA,,,GA,,30058,US
COMFY PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2460 SKYLARS MILL WAY,,,SNELLVILLE,,,GA,,30078,US
COMFY PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,6495 WHITE MILL ROAD,,,FAIRBURN,,,GA,,30213,US
COMMUNITY CARE - HOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3066 HOPE STREET,,,HAPEVILLE,,,GA,,30354,US
COMMUNITY FRIENDSHIP GP HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1599 HOWELL MILL ROAD,,,ATLANTA,,,GA,,30318,US
COMMUNITY LIVING SOLUTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1973 MANHATTAN PKWY,,,DECATUR,,,GA,,30035,US
CONCIERGE CARE I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,990 SCOTLAND ROAD,,,RENTZ,,,GA,,31075,US
CONCIERGE CARE II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,996 SCOTLAND RD,,,RENTZ,,,GA,,31075,US
CONCORD HAVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,669 CONCORD ROAD,,,SMYRNA,,,GA,,30082,US
COOPER HOUSE PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2213 AUGUSTA HWY,,,LINCOLNTON,,,GA,,30817,US
COOPER HOUSE PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2213 AUGUSTA HIGHWAY,,,LINCOLNTON,,,GA,,30817,US
CORDELIA MANOR PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1307 BLACKSHEAR ROAD,,,CORDELE,,,GA,,31015,US
CORE HOME CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1690 CREVEIS ROAD,,,AUSTELL,,,GA,,30168,US
CORINTH ROAD ASSISTED LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1141 CORINTH DRIVE,,,NEWNAN,,,GA,,30263,US
CORNER STONE PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2083 BETHSAIDA ROAD,,,RIVERDALE,,,GA,,30296,US
CORNERSTONE CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,594 SHANNON WAY,,,LAWRENCEVILLE,,,GA,,30044,US
CORNERSTONE CARE OF GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1152 NIMBLEWOOD WAY,,,STONE MOUNTAIN,,,GA,,30088,US
CORNERSTONE CARE OF GEORGIA II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2186 JONATHAN AVENUE,,,LITHONIA,,,GA,,30058,US
CORNERSTONE COMPASSION CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,420 WARREN ROAD,,,AUGUSTA,,,GA,,30907,US
CORNERSTONE GROUP HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,919 A LAWYERS LANE,,,COLUMBUS,,,GA,,31906,US
CORNERSTONE HEALTH SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,512 COTTAGE PLACE,,,RIVERDALE,,,GA,,30274,US
CORNERSTONE TRAINING AND DEVELOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,919 B LAWYERS LANE,,,COLUMBUS,,,GA,,31906,US
"COTTAGE AT PLANTATION SOUTH, THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4598 BARCLAY DRIVE,,,DUNWOODY,,,GA,,30338,US
COTTAGE LANDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,150 COTTAGE LANE,,,CARROLLTON,,,GA,,30117,US
"COTTAGE SENIOR LIVING, THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,818 ROUND TREE COURT,,,LAWRENCEVILLE,,,GA,,30045,US
"COTTAGES ON MOUNTAIN CREEK, THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5815 MOUNTAIN CREEK ROAD,,,ATLANTA,,,GA,,30328,US
COTTER PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5146 COTTER DRIVE,,,UNION CITY,,,GA,,30291,US
COTTONFIELDS MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,55 PLANTATION DRIVE,,,STOCKBRIDGE,,,GA,,30281,US
COTTONFIELDS MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,55 PLANTATION DRIVE,,,STOCKBRIDGE,,,GA,,30281,US
COUNTRY AIR VILLA PERSONAL CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,8835 NORTHCUTT ROAD,,,FAIRBURN,,,GA,,30213,US
COUNTRY GARDENS ASSISTED LIVIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,7175 LESTER ROAD,,,UNION CITY,,,GA,,30291,US
COUNTRY GARDENS ASSISTED LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,19 HILLCREST CIRCLE,,,BUTLER,,,GA,,31006,US
COUNTRY HAVEN RETIREMENT CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,120 COUNTRY HAVEN LANE,,,RINGGOLD,,,GA,,30736,US
COUNTRY HERITAGE I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5755 CONNER ROAD,,,FLOWERY BRANCH,,,GA,,30542,US
COUNTRY HERITAGE II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5761 CONNER ROAD,,,FLOWERY BRANCH,,,GA,,30542,US
COUNTRY LIVING PERSONAL CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5841 MAYSVILLE ROAD,,,COMMERCE,,,GA,,30529,US
"COUNTRY MANNER, A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,124 FORD ROAD,,,BLAIRSVILLE,,,GA,,30512,US
COUNTRY MANOR ESTATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1487 ALLEN ROAD,,,MACON,,,GA,,31216,US
