row_id,Facility Name,Address,City,Zip Code,Beds,Type
USA-GA-79-GA-All-output-445,ALICE'S PLACE,3780 NAPIER AVENUE,MACON,31204,4,Personal Care Home
USA-GA-79-GA-All-output-446,ALL ABOUT TENDER CARE SNELLVILLE,3922 HIGHWAY 124,SNELLVILLE,30039,7,Personal Care Home
USA-GA-79-GA-All-output-447,ALL IN ONE PERSONAL CARE HOME,1260 HAMBRICK COURT,STONE MOUNTAIN,30083,3,Personal Care Home
USA-GA-79-GA-All-output-448,ALL PARTNERS IN CARE SERVICES PCH,2266 STONE DRIVE,LILBURN,30047,6,Personal Care Home
USA-GA-79-GA-All-output-449,ALL SEASON PCH II,2400 ELKS CLUB ROAD,COVINGTON,30014,6,Personal Care Home
USA-GA-79-GA-All-output-450,ALL SEASON PCH III,1647 DAISY COVE CIRCLE,LAWRENCEVILLE,30045,5,Personal Care Home
USA-GA-79-GA-All-output-451,ALL SEASON PERSONAL CARE HOME,4312 GLEN HEIGHTS WAY,SNELLVILLE,30039,3,Personal Care Home
USA-GA-79-GA-All-output-452,ALL SEASON PERSONAL CARE HOME,55 HICKORY CIRCLE,CARROLLTON,30116,4,Personal Care Home
USA-GA-79-GA-All-output-453,ALL STARR PERSONAL CARE HOME,5393 ROCKMOOR DRIVE,STONE MOUNTAIN,30088,3,Personal Care Home
USA-GA-79-GA-All-output-454,ALLEGIANCE MINISTRIES PERSONAL CARE HOME,142 WARD MOUNTAIN RD,KINGSTON,30145,6,Personal Care Home
USA-GA-79-GA-All-output-455,ALLEGIANT SERVICE,4323 JUNEBERRY COURT,DECATUR,30034,3,Personal Care Home
USA-GA-79-GA-All-output-456,ALLGOOD MANOR ASSISTANT HOME 4,4151 NORTH GODDARD ROAD,LITHONIA,30038,3,Personal Care Home
USA-GA-79-GA-All-output-457,ALLGOOD MANOR I,6358 DESHONG DRIVE,LITHONIA,30058,3,Personal Care Home
USA-GA-79-GA-All-output-458,ALLGOOD MANOR III,4642 RANDALWOOD DRIVE,STONE MOUNTAIN,30083,3,Personal Care Home
USA-GA-79-GA-All-output-459,ALLGOOD PERSONAL CARE HOME,1158 ALLGOOD ROAD,STONE MOUNTAIN,30083,6,Personal Care Home
USA-GA-79-GA-All-output-460,ALLIANCE PCH,4328 CLEVEMONT ROAD,ELLENWOOD,30294,3,Personal Care Home
USA-GA-79-GA-All-output-461,ALMEDA'S SPRINGHILL MANOR,600 SPRINGHILL DRIVE,COVINGTON,30014,6,Personal Care Home
USA-GA-79-GA-All-output-462,ALMOST LIKE HOME PCH,2331 SUNNY HILL ROAD,LAWRENCEVILLE,30043,3,Personal Care Home
USA-GA-79-GA-All-output-463,ALPHA HOUSE,2760 ZINGARA ROAD,CONYERS,30012,5,Personal Care Home
USA-GA-79-GA-All-output-464,ALTA VISTA PERSONAL CARE HOME,2027 ALTA VISTA DRIVE,COLUMBUS,31907,22,Personal Care Home
USA-GA-79-GA-All-output-465,ALTERNATIVE CAREGIVERS,4558 BALMORAL COURT,SNELLVILLE,30039,3,Personal Care Home
USA-GA-79-GA-All-output-466,ALVERSON'S PERSONAL CARE,7303 GINGER COURT,RIVERDALE,30296,3,Personal Care Home
USA-GA-79-GA-All-output-467,ALZHEIMER'S CARE OF COMMERCE,200 BOLTON DRIVE,COMMERCE,30529,44,Personal Care Home
USA-GA-79-GA-All-output-468,AMANDA PLACE AL,601SOUTH CAMELLIA BLVD,FORT VALLEY,31030,4,Personal Care Home
USA-GA-79-GA-All-output-469,AMAZING GRACE,206 REYNOLDS STREET,AUGUSTA,30901,3,Personal Care Home
USA-GA-79-GA-All-output-470,AMAZING GRACE # 2,1307 CABANA COURT,AUGUSTA,30909,4,Personal Care Home
USA-GA-79-GA-All-output-471,AMAZING GRACE PERSONAL CARE HOME II,6402 SWIFT CREEK DRIVE,LITHONIA,30058,3,Personal Care Home
USA-GA-79-GA-All-output-472,AMAZING TOUCH PCH,2511 OLD NORCROSS ROAD,TUCKER,30084,6,Personal Care Home
USA-GA-79-GA-All-output-473,AMELIA GARDENS,545 TOONIGH ROAD,WOODSTOCK,30188,3,Personal Care Home
USA-GA-79-GA-All-output-474,AMELIA GARDENS,576 NICKAJACK ROAD,MABLETON,30126,8,Personal Care Home
USA-GA-79-GA-All-output-475,AMELIA GARDENS II,2030 BASCOMB CARMEL ROAD,WOODSTOCK,30189,3,Personal Care Home
USA-GA-79-GA-All-output-476,AMERICA'S HOPE AND HELP REHABILITATION SVCS,475 ROWLAND ROAD,STONE MOUNTAIN,30083,2,Personal Care Home
USA-GA-79-GA-All-output-477,AMERICANWORK ADAPTIVE GP RES,124-D WINDING WAY,LEESBURG,31763,6,Personal Care Home
USA-GA-79-GA-All-output-478,AMERICANWORK ITR,124-A WINDING WAY,LEESBURG,31763,6,Personal Care Home
USA-GA-79-GA-All-output-479,ANA'S PHC #2 PCH,730 TAB ROBERTS ROAD,LAWRENCEVILLE,30043,6,Personal Care Home
USA-GA-79-GA-All-output-480,ANCHOR HOLDS ALV /ADULT DAY CARE,1757 SCHOLAR DRIVE,LAWRENCEVILLE,30044,3,Personal Care Home
USA-GA-79-GA-All-output-481,ANDRA'S AA PERSONAL CARE HOME,1736-1738 JENKINS STREET,AUGUSTA,30904,6,Personal Care Home
USA-GA-79-GA-All-output-482,ANDREWS TERRACE,1009 BONNER DRIVE,PERRY,31069,15,Personal Care Home
USA-GA-79-GA-All-output-483,ANGEL CARE OF LITHIA SPRINGS,8007 WRIGHTWOOD WAY,LITHIA SPRINGS,30122,3,Personal Care Home
USA-GA-79-GA-All-output-484,ANGEL HAVEN PCH,"128 GILREATH ROAD, SE",CARTERSVILLE,30120,4,Personal Care Home
USA-GA-79-GA-All-output-485,ANGEL HEARTS & HANDS TLC,2644 DOGWOOD DRIVE,VALDOSTA,31602,4,Personal Care Home
USA-GA-79-GA-All-output-486,ANGEL OUTREACH PCH,533 CARTER ROAD,ALLENHURST,31301,6,Personal Care Home
USA-GA-79-GA-All-output-487,ANGEL WINGS PERSONAL CARE HOME,5179 WEST SCARBOROUGH TRAIL,STONE MOUNTAIN,30088,3,Personal Care Home
USA-GA-79-GA-All-output-488,ANGEL'S CARE PERSONAL CARE HOME,2620 RICHMOND HILL ROAD,AUGUSTA,30906,6,Personal Care Home
USA-GA-79-GA-All-output-489,ANGEL'S PERSONAL CARE HOME,603 EAST GRIFFIN AVE,ATTAPULGUS,39815,5,Personal Care Home
USA-GA-79-GA-All-output-490,ANGELS GARDENS SENIOR COMMUNITY,3103 HOG MOUNTAIN RD,DACULA,30019,8,Personal Care Home
USA-GA-79-GA-All-output-491,ANGELS PCH,6290 WEST FAYETTEVILLE,RIVERDALE,30296,6,Personal Care Home
USA-GA-79-GA-All-output-492,ANGELS ROYAL GARDENS,7752 MARABOU LANE,RIVERDALE,30274,3,Personal Care Home
USA-GA-79-GA-All-output-493,ANGELS ROYAL GARDENS II,5913 HOMESTEAD COURT,REX,30273,3,Personal Care Home
USA-GA-79-GA-All-output-494,ANGELS ROYAL GARDENS III,1241 CREEK BARK COURT,RIVERDALE,30296,3,Personal Care Home
USA-GA-79-GA-All-output-495,ANIYAH'S CARING HANDS,15 ESCAPADE LANE,SAVANNAH,31405,4,Personal Care Home
USA-GA-79-GA-All-output-496,ANN'S PHENOMENAL HOME CARE,2102 HILLINGER ROAD,AUGUSTA,30904,2,Personal Care Home
USA-GA-79-GA-All-output-497,ANNA P'S PERSONAL CARE HOME,25 CLARION COURT,COVINGTON,30016,6,Personal Care Home
USA-GA-79-GA-All-output-498,ANNANDALE VILLAGE,3500 ANNANDALE LANE,SUWANEE,30024,108,Personal Care Home
USA-GA-79-GA-All-output-499,ANNIE'S HOUSE,701 LICKSKILLET ROAD,EPWORTH,30541,6,Personal Care Home
USA-GA-79-GA-All-output-500,ANOINTED HANDS PCH,3193 OLD MONROE MADISON,MONROE,30655,6,Personal Care Home
USA-GA-79-GA-All-output-501,ANTEBELLUM GROVE SENIOR LIVING,1010  KATHRYN RYALS ROAD,WARNER ROBINS,31088,69,Personal Care Home
USA-GA-79-GA-All-output-502,ANTHONY'S PERSONAL CARE,2329 CADDEN ROAD,AUGUSTA,30906,3,Personal Care Home
USA-GA-79-GA-All-output-503,ANTIA'S TENDER TOUCH,600 PULLIN ROAD,MCDONOUGH,30253,3,Personal Care Home
USA-GA-79-GA-All-output-504,ANTIA'S TENDER TOUCH,725 FINCHER ROAD,COVINGTON,30016,4,Personal Care Home
USA-GA-79-GA-All-output-505,APACHE PERSONAL CARE HOME,3135 APACHE DRIVE,COLUMBUS,31909,6,Personal Care Home
USA-GA-79-GA-All-output-506,APFA PCH,4776 BEN HILL ROAD,DOUGLASVILLE,30134,2,Personal Care Home
USA-GA-79-GA-All-output-507,APPALACHEE HOME,4600 MONROE HIGHWAY,STATHAM,30666,6,Personal Care Home
USA-GA-79-GA-All-output-508,ARBOR TERRACE,170 MARILYN FARMER WAY,ATHENS,30606,75,Personal Care Home
USA-GA-79-GA-All-output-509,ARBOR TERRACE,425 WINN WAY,DECATUR,30030,90,Personal Care Home
USA-GA-79-GA-All-output-510,ARBOR TERRACE AT CASCADE,1001 RESEARCH CENTER ATLANTA DRIVE,ATLANTA,30331,92,Personal Care Home
USA-GA-79-GA-All-output-511,ARBOR TERRACE AT CASCADE,1001 RESEARCH CENTER,ATLANTA,30331,92,Personal Care Home
USA-GA-79-GA-All-output-512,ARBOR TERRACE AT TUCKER,5844 LAWRENCEVILLE HIGHWAY,TUCKER,30084,75,Personal Care Home
USA-GA-79-GA-All-output-513,ARBOR TERRACE AT WEST COBB,3829 FLOYD ROAD,AUSTELL,30106,75,Personal Care Home
USA-GA-79-GA-All-output-514,ARBOR TERRACE OF DECATUR,425 WINN WAY,DECATUR,30030,90,Personal Care Home
USA-GA-79-GA-All-output-515,ARBOR TERRACE OF EAST COBB,886 JOHNSON FERRY ROAD,MARIETTA,30068,99,Personal Care Home
USA-GA-79-GA-All-output-516,ARBOR TERRACE OF EAST COBB,886 JOHNSON FERRY ROAD,MARIETTA,30068,99,Personal Care Home
USA-GA-79-GA-All-output-517,ARBOR TERRACE PEACHTREE CITY,201 CROSSTOWN DRIVE,PEACHTREE CITY,30269,49,Personal Care Home
USA-GA-79-GA-All-output-518,ARBORWOOD PERSONAL CARE HOME,342 ROCKBRIDGE ROAD SW,LILBURN,30047,6,Personal Care Home
USA-GA-79-GA-All-output-519,ARIELL'S PERSONAL CARE HOME,3275 CREEKWAY LANE,DECATUR,30034,3,Personal Care Home
USA-GA-79-GA-All-output-520,AROUND THE CLOCK CARE PCH,5337 JEROME ROAD,COLLEGE PARK,30349,4,Personal Care Home
USA-GA-79-GA-All-output-521,ARYOAK PCH,425 RYOAK DRIVE,HAMPTON,30228,3,Personal Care Home
USA-GA-79-GA-All-output-522,ASHBROOK VILLAGE,75 HERRELL ROAD,VILLA RICA,30180,54,Personal Care Home
USA-GA-79-GA-All-output-523,ASHLEY GLEN AT PEACHTREE CITY,441 PRIME POINT,PEACHTREE CITY,30269,77,Personal Care Home
USA-GA-79-GA-All-output-524,ASHLEY MANOR,532 DICKSON ROAD,MARIETTA,30066,15,Personal Care Home
USA-GA-79-GA-All-output-525,ASHTON HALL PERSONAL CARE HOME,1155 LAWRENCEVILLE HIGHWAY,LAWRENCEVILLE,30046,70,Personal Care Home
USA-GA-79-GA-All-output-526,ASPEN VILLAGE SENIOR LIVING,135 HILLSIDE TRACE,DALLAS,30157,95,Personal Care Home
USA-GA-79-GA-All-output-527,ATHERTON PLACE,111 TOWER ROAD,MARIETTA,30060,77,Personal Care Home
USA-GA-79-GA-All-output-528,ATLANTA RESIDENTIAL CARE HOME,4760 CASCADE ROAD SW,ATLANTA,30331,6,Personal Care Home
USA-GA-79-GA-All-output-529,ATRIA BUCKHEAD,2848 LENOX ROAD NE,ATLANTA,30324,76,Personal Care Home
USA-GA-79-GA-All-output-530,ATRIA JOHNSON FERRY,9 SHERWOOD LANE,MARIETTA,30067,66,Personal Care Home
USA-GA-79-GA-All-output-531,ATRIA MABLETON,3829 FLOYD ROAD,AUSTELL,30106,75,Personal Care Home
USA-GA-79-GA-All-output-532,ATRIA TUCKER,5844 LAWRENCEVILLE HIGHWAY,TUCKER,30084,75,Personal Care Home
USA-GA-79-GA-All-output-533,ATTENTIVE FAMILY CARE,252 ARCADO ROAD,LILBURN,30047,2,Personal Care Home
USA-GA-79-GA-All-output-534,ATTENTIVE NEEDS,7264 AMANDA COURT,RIVERDALE,30274,5,Personal Care Home
USA-GA-79-GA-All-output-535,AUGUSTA GARDENS RETIREMENT RES,3725 WHEELER ROAD,AUGUSTA,30909,72,Personal Care Home
USA-GA-79-GA-All-output-536,AUNT BEA'S PERSONAL HOME CARE,179 WILSON CIRCLE,NEWNAN,30263,3,Personal Care Home
USA-GA-79-GA-All-output-537,AUTUMN BREEZE ASSISTED LIVING,2215 OLD HAMILTON PLACE,GAINESVILLE,30501,55,Personal Care Home
USA-GA-79-GA-All-output-538,AUTUMN HOUSE PCH,3059 NOTTAWAY COURT,CHAMBLEE,30341,6,Personal Care Home
USA-GA-79-GA-All-output-539,AUTUMN SQUARE,2455 OAK GROVE CHURCH ROAD,CARROLLTON,30117,40,Personal Care Home
USA-GA-79-GA-All-output-540,AUTUMN TERRACE #2,1026 KEITH DRIVE,PERRY,31069,15,Personal Care Home
USA-GA-79-GA-All-output-541,AUTUMN TERRACE #3,1026 KEITH DRIVE,PERRY,31069,15,Personal Care Home
USA-GA-79-GA-All-output-542,AUTUMN TERRACE#1,1026 KEITH DRIVE,PERRY,31069,15,Personal Care Home
USA-GA-79-GA-All-output-543,AUTUMN VILLAGE 2A,746 MCDONOUGH ROAD,JACKSON,30233,15,Personal Care Home
USA-GA-79-GA-All-output-544,AUTUMN VILLAGE 2B,746 MCDONOUGH ROAD,JACKSON,30233,15,Personal Care Home
USA-GA-79-GA-All-output-545,AUTUMN VILLAGE 2C,746 MCDONOUGH ROAD,JACKSON,30233,15,Personal Care Home
USA-GA-79-GA-All-output-546,AUTUMN VILLAGE ALZHEIMER CARE,849 MCDONOUGH RD,JACKSON,30233,17,Personal Care Home
USA-GA-79-GA-All-output-547,AUTUMN VILLAGE ASSISTED LIVING FACILITY,753 COVINGTON STREET,JACKSON,30233,45,Personal Care Home
USA-GA-79-GA-All-output-548,AUTUMN YEARS,60 MASSELL DRIVE,CARTERSVILLE,30121,32,Personal Care Home
USA-GA-79-GA-All-output-549,AVEA PERSONAL CARE HOME,2262 CLAY ROAD,AUSTELL,30106,2,Personal Care Home
USA-GA-79-GA-All-output-550,AVERETT'S PERSONAL CARE HOME,1401 20TH STREET,COLUMBUS,31901,6,Personal Care Home
USA-GA-79-GA-All-output-551,AVIANA,2805 BARBARA RD,COLUMBUS,31907,5,Personal Care Home
USA-GA-79-GA-All-output-552,AVONDALE ASSISTED LIVING,3508 KENSINGTON ROAD,DECATUR,30032,12,Personal Care Home
USA-GA-79-GA-All-output-553,AVONDALE HOMES AT NORTHLAKE,3965 GLOUCESTER DRIVE,TUCKER,30084,6,Personal Care Home
USA-GA-79-GA-All-output-554,AVONDALE HOMES AT TUCKER,2553 SANDPIPER DRIVE,TUCKER,30084,6,Personal Care Home
USA-GA-79-GA-All-output-555,AYER PERSONAL CARE HOME,3146 CONVAIR LANE,DECATUR,30032,3,Personal Care Home
USA-GA-79-GA-All-output-556,AZALEA ESTATES AL & RETIR CENT,105 AUTUMN GLEN CIRCLE,FAYETTEVILLE,30215,96,Personal Care Home
USA-GA-79-GA-All-output-557,AZALEA HOUSE,1896 LUDOVIE LANE,DECATUR,30033,19,Personal Care Home
USA-GA-79-GA-All-output-558,AZALEA MANOR PERSONAL CARE HOME,557 WATERMAN STREET,MARIETTA,30060,42,Personal Care Home
USA-GA-79-GA-All-output-559,AZALEA WAY,125 HAMBLETON STREET,THOMASVILLE,31792,6,Personal Care Home
USA-GA-79-GA-All-output-560,AZARIA PERSONAL CARE HOME,1753 AZALEA DRIVE,LAWRENCEVILLE,30043,5,Personal Care Home
USA-GA-79-GA-All-output-561,B & E PERSONAL CARE HOME,5786 MABLETON PARKWAY,MABLETON,30126,6,Personal Care Home
USA-GA-79-GA-All-output-562,B & K GARDEN HOMES,669 CONCORD ROAD SW,SMYRNA,30082,3,Personal Care Home
USA-GA-79-GA-All-output-563,B AND A PCH,3327 BRAMBLEVINE CIRCLE,LITHONIA,30038,3,Personal Care Home
USA-GA-79-GA-All-output-564,BAILEY WOODS,882 BAILEY WOODS ROAD,DACULA,30019,4,Personal Care Home
USA-GA-79-GA-All-output-565,BALLARD'S PCH,138 BALLARD DRIVE,LA FAYETTE,30728,3,Personal Care Home
USA-GA-79-GA-All-output-566,BAPTIST VILLAGE DBA VILLAGE LK,715 VILLAGE LAKE DRIVE,WAYCROSS,31503,28,Personal Care Home
USA-GA-79-GA-All-output-567,BAPTIST VILLAGE LAKE PARK,763 JOHNSTON WAY,LAKE PARK,31636,40,Personal Care Home
USA-GA-79-GA-All-output-568,BARGERON'S PERSONAL CARE HOME,2903 MILLEDGEVILLE ROAD,AUGUSTA,30904,6,Personal Care Home
USA-GA-79-GA-All-output-569,BARNA PERSONAL CARE HOME,490  JERRY HUMPHRIES ROAD,PELHAM,31779,2,Personal Care Home
USA-GA-79-GA-All-output-570,BASS COMMUNITY HOME,955 BASS ROAD,MACON,31210,4,Personal Care Home
USA-GA-79-GA-All-output-571,BDS SERVICES,32 ARNOLD STREET,HIRAM,30141,6,Personal Care Home
USA-GA-79-GA-All-output-572,BDS SERVICES II,180 SILVER FOX TRAIL,DALLAS,30157,5,Personal Care Home
USA-GA-79-GA-All-output-573,BE BLESSED PERSONAL CARE HOME,6301 PHILLIPS CREEK DRIVE,LITHONIA,30058,2,Personal Care Home
USA-GA-79-GA-All-output-574,BEACON SENIOR RESIDENCES,"688 HURT ROAD, SW",SMYRNA,30082,6,Personal Care Home
USA-GA-79-GA-All-output-575,BEASLEY'S PERSONAL CARE HOME,310 SOUTH 3RD STREET,STILLMORE,30464,3,Personal Care Home
USA-GA-79-GA-All-output-576,BEBE'S COTTAGE,290 MEADOW DRIVE,ALPHARETTA,30004,8,Personal Care Home
USA-GA-79-GA-All-output-577,"BELAIR AT MACON, THE",4901 HARRISON ROAD,MACON,31206,38,Personal Care Home
USA-GA-79-GA-All-output-578,BELEMA'S PERSONAL CARE HOME,415 ASHLEY TRAIL,GRIFFIN,30223,3,Personal Care Home
USA-GA-79-GA-All-output-579,BELL VIEW PCH II,1906 FORT MORRIS ROAD,MIDWAY,31320,6,Personal Care Home
USA-GA-79-GA-All-output-580,"BELL, FRANCES B PERSONAL CARE",106 JOYNER OGLESBY ROAD,SARDIS,30456,6,Personal Care Home
USA-GA-79-GA-All-output-581,BELLA'S COTTAGE,7275 TIMBERLINE OVERLOOK,CUMMING,30041,6,Personal Care Home
USA-GA-79-GA-All-output-582,BELLE VISTA PEACOCK RESIDENCE,62 WORTHINGTON ROAD,KINGSTON,30145,6,Personal Care Home
USA-GA-79-GA-All-output-583,BELLEVUE MANOR,903 BELLEVUE AVENUE,DUBLIN,31021,15,Personal Care Home
USA-GA-79-GA-All-output-584,BELMONT VILLAGE BUCKHEAD,"5455 GLENRIDGE DRIVE, NE",ATLANTA,30342,100,Personal Care Home
USA-GA-79-GA-All-output-585,BELMONT VILLAGE JOHNS CREEK,4315 JOHNS CREEK PARKWAY,SUWANEE,30024,110,Personal Care Home
USA-GA-79-GA-All-output-586,BENTLEY ASSISTED LIVING AT NORTHMINSTER,50 SUMNER WAY,JEFFERSON,30549,106,Personal Care Home
USA-GA-79-GA-All-output-587,BENTON HOUSE OF ALPHARETTA,762 N MAIN STREET,ALPHARETTA,30009,72,Personal Care Home
USA-GA-79-GA-All-output-588,BENTON HOUSE OF BRUNSWICK,890 SCRANTON ROAD,BRUNSWICK,31525,65,Personal Care Home
USA-GA-79-GA-All-output-589,BENTON HOUSE OF COVINGTON,7155 DEARING ROAD,COVINGTON,30014,72,Personal Care Home
USA-GA-79-GA-All-output-590,BENTON HOUSE OF COVINGTON,7155 DEARING ROAD,COVINGTON,30014,72,Personal Care Home
USA-GA-79-GA-All-output-591,BENTON HOUSE OF DOUGLASVILLE,4999 PRESTLEY MILL ROAD,DOUGLASVILLE,30135,72,Personal Care Home
USA-GA-79-GA-All-output-592,BENTON HOUSE OF DUBLIN,212 FAIRVIEW PARK DRIVE,DUBLIN,31021,72,Personal Care Home
USA-GA-79-GA-All-output-593,BENTON HOUSE OF JOHNS CREEK,5050 KIMBALL BRIDGE ROAD,ALPHARETTA,30005,72,Personal Care Home
USA-GA-79-GA-All-output-594,BENTON HOUSE OF NEWNAN,25 NEWNAN LAKES BLVD,NEWNAN,30263,80,Personal Care Home
USA-GA-79-GA-All-output-595,BENTON HOUSE OF STOCKBRIDGE,201 EVERGREEN TERRACE,STOCKBRIDGE,30281,64,Personal Care Home
USA-GA-79-GA-All-output-596,BENTON HOUSE OF SUGAR HILL,6009 SUWANEE DAM RD,SUGAR HILL,30518,72,Personal Care Home
USA-GA-79-GA-All-output-597,BENTON MANOR OF STOCKBRIDGE,195 EVERGREEN TERRACE,STOCKBRIDGE,30281,80,Personal Care Home
USA-GA-79-GA-All-output-598,BESSIE MAE'S PERSONAL CARE HOME,910 QUAKER ROAD DRIVE,WAYNESBORO,30830,3,Personal Care Home
USA-GA-79-GA-All-output-599,BEST CARE PCH,4771 CEDAR PARK WAY,STONE MOUNTAIN,30083,6,Personal Care Home
USA-GA-79-GA-All-output-600,BEST SENIOR CARE HOME,3324 HILL DRIVE,DULUTH,30096,3,Personal Care Home
USA-GA-79-GA-All-output-601,BESTCARE SENIOR HOME,"2775 CRUSE ROAD, BUILDING 1401",LAWRENCEVILLE,30044,10,Personal Care Home
USA-GA-79-GA-All-output-602,BESTCARE SENIOR HOME 2,2775 CRUSE ROAD #1501,LAWRENCEVILLE,30044,12,Personal Care Home
USA-GA-79-GA-All-output-603,BETHANY ASSISTED LIVING,1400 NORTHEAST MAIN ST,VIDALIA,30474,48,Personal Care Home
USA-GA-79-GA-All-output-604,BETHEL GARDENS,3805 JACKSON WAY,POWDER SPRINGS,30127,48,Personal Care Home
USA-GA-79-GA-All-output-605,BETHEL HILL,2353 SHIRE COURT SW,AUSTELL,30106,3,Personal Care Home
USA-GA-79-GA-All-output-606,BETTER BEGINNINGS PERSONAL CARE HOME,4906 MARTIN FARMS RD,POWDER SPRINGS,30127,2,Personal Care Home
USA-GA-79-GA-All-output-607,"BETTER HOME CARE, A",2700 STANCIL BOULEVARD,JONESBORO,30236,3,Personal Care Home
USA-GA-79-GA-All-output-608,BETTY'S PERSONAL CARE HOME,17 ARABIAN TRAIL,SWAINSBORO,30401,2,Personal Care Home
USA-GA-79-GA-All-output-609,BETTY'S PERSONAL CARE HOME,"1288 LORENZO DRIVE, S.W.",ATLANTA,30310,5,Personal Care Home
USA-GA-79-GA-All-output-610,BICKFORD OF ALPHARETTA,4125 NORTH POINT PARKWAY,ALPHARETTA,30022,83,Personal Care Home
USA-GA-79-GA-All-output-611,BICKFORD OF BUCKHEAD,4804 ROSWELL RD,ATLANTA,30342,83,Personal Care Home
USA-GA-79-GA-All-output-612,BICKFORD OF MARIETTA,840 LECROY DRIVE,MARIETTA,30068,66,Personal Care Home
USA-GA-79-GA-All-output-613,BILMISD LOVING CARE HOME,5318 POST ROAD PASS,STONE MOUNTAIN,30088,5,Personal Care Home
USA-GA-79-GA-All-output-614,BILMISD LOVING CARE HOME #2,2338 CHEROKEE VALLEY CIRCLE,LITHONIA,30058,3,Personal Care Home
USA-GA-79-GA-All-output-615,BIRCHWOOD PERSONAL CARE HOME,716 BIRCHWOOD RD,MARIETTA,30060,3,Personal Care Home
USA-GA-79-GA-All-output-616,BLACKSHEAR RETIREMENT VILLAS,1110 BLACKSHEAR ROAD,CORDELE,31015,24,Personal Care Home
USA-GA-79-GA-All-output-617,BLAIR HOUSE SENIOR LIVING,684 ARLINGTON PLACE,MACON,31201,120,Personal Care Home
USA-GA-79-GA-All-output-618,"BLAIR SUNSHINE HOME, THE",1422 TAYLORS TRAIL,WRIGHTSVILLE,31096,3,Personal Care Home
USA-GA-79-GA-All-output-619,BLESS TO THE MAX,5870 GA HIGHWAY 57,GORDON,31031,4,Personal Care Home
USA-GA-79-GA-All-output-620,BLESSED GARDENZ,1161 HACKNEE COURT,LAWRENCEVILLE,30044,3,Personal Care Home
USA-GA-79-GA-All-output-621,BLESSED ONES PERSONAL CARE HOME,351 POPE STORE RD L-3,OCHLOCKNE,31773,5,Personal Care Home
USA-GA-79-GA-All-output-622,BLOSSOM PERSONAL CARE HOME,2494 LILLIES TRACE,DACULA,30019,3,Personal Care Home
USA-GA-79-GA-All-output-623,"BLOSSOM, THE",1245 AUGUSTA AVENUE,AUGUSTA,30901,6,Personal Care Home
USA-GA-79-GA-All-output-624,"BLUE GARNET PCH, THE",466 MANGET STREET,MARIETTA,30060,12,Personal Care Home
USA-GA-79-GA-All-output-625,BLYTHER COMFORTING HOME,2458 WEDGEWOOD COURT,DECATUR,30035,3,Personal Care Home
USA-GA-79-GA-All-output-626,BOAZ PROJECT,2422 PATRICK AVE,HEPHZIBAH,30815,5,Personal Care Home
USA-GA-79-GA-All-output-627,BOBBI PERSONAL CARE HOME II,112 JEFFERSON PARKWAY #714,NEWNAN,30263,2,Personal Care Home
USA-GA-79-GA-All-output-628,BOBBI PERSONAL CARE HOME III,2401 WINDY HILL ROAD APT 2410-A,MARIETTA,30067,2,Personal Care Home
USA-GA-79-GA-All-output-629,BOBBI PERSONAL CARE HOME IV,118 JEFFERSON PARKWAY  APT 1016,NEWNAN,30263,2,Personal Care Home
USA-GA-79-GA-All-output-630,BOBBI PERSONAL CARE HOME V,112 JEFFERSON PARKWAY #716,NEWNAN,30263,2,Personal Care Home
USA-GA-79-GA-All-output-631,BRADLEY PLACE,418 NORTH PARK AVENUE,TIFTON,31794,24,Personal Care Home
USA-GA-79-GA-All-output-632,"BRANTLEY - CAULEY, OVIE THE",1628 COLLEGE STREET,SOPERTON,30457,14,Personal Care Home
USA-GA-79-GA-All-output-633,BRASSTOWN MANOR,108 CHURCH STREET,HIAWASSEE,30546,48,Personal Care Home
USA-GA-79-GA-All-output-634,BRAVE PCH,9189 BRAVE COURT,JONESBORO,30236,4,Personal Care Home
USA-GA-79-GA-All-output-635,BRIAN'S PERSONAL CARE HOME,3010 DEERFIELD WAY,REX,30273,3,Personal Care Home
USA-GA-79-GA-All-output-636,BRICELAND PERSONAL CARE HOME,1380 W. POPULAR STREET,GRIFFIN,30224,4,Personal Care Home
USA-GA-79-GA-All-output-637,BRICKHAVEN PERSONAL CARE HOME,1807 12TH AVENUE,ALBANY,31707,6,Personal Care Home
USA-GA-79-GA-All-output-638,BRIDGE ASSISTED LVG AT LIFE CARE CTR LWRCVLL,220 COLLINS INDUSTRIAL WAY,LAWRENCEVILLE,30045,85,Personal Care Home
USA-GA-79-GA-All-output-639,BRIGHT HOPE PERSONAL CARE HOME,"2000 AUSTELL ROAD, SW #500-R",MARIETTA,30008,5,Personal Care Home
USA-GA-79-GA-All-output-640,BRIGHT WAY PCH,8829 HAMILTON ROAD,PINE MOUNTAIN,31822,6,Personal Care Home
USA-GA-79-GA-All-output-641,BRIGHTER BEGINNING 2 PCH,2817 BRIAR HILL LANE,CONYERS,30013,3,Personal Care Home
USA-GA-79-GA-All-output-642,BRIGHTER BEGINNING PCH,800 CHAPEL HILL DRIVE,LAWRENCEVILLE,30045,6,Personal Care Home
USA-GA-79-GA-All-output-643,BRIGHTER COMMUNITY PCH,4710 LAUREL OAK DRIVE,HEPHZIBAH,30815,3,Personal Care Home
