row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,street_address,po_box,city,province,postal_code,country
USA-CO-74-All-74-All-68,SENIORS' RES CTR ADULT DAY RESPITE SER-STARR CTR,,,,,,,,,,,,Ms TIA SAUCEDA,(303)233-0324,,(303)233-0329,,,S' RES CTR ADULT DAY &amp; RESPITE SER-CENT SITE,,,,JEFFERSON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADC,,Adult Day Program  - Medicaid Certified,,,,7815 WEST 16TH AVENUE,,LAKEWOOD,CO,80214,USA
USA-CO-74-All-74-All-69,SILVER OAK DENVER ADULT PROGRAM LLC,,,,,,,,,,,,Ms ABDI DULANE,(720)206-7346,,(720)000-0000,,,LIMITED LIABILITY,,,,ADAMS COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADC,,Adult Day Program  - Medicaid Certified,,,,2245 S PEORIA STREET,,AURORA,CO,80014,USA
USA-CO-74-All-74-All-70,SKY CLIFF ADULT DAY CENTER,,,,,,,,,,,,SHAWN LITTELL,(303)814-2863,,(303)688-8026,,,LIMITED LIABILITY,,,,DOUGLAS COUNTY,,,,,SKY CLIFF ADULT DAY CENTER,SKY CLIFF ADULT DAY CENTER,,CASTLE ROCK,CO,80104,,,,,,,,,,,,,,,,,,,,,,,ADC,,Adult Day Program  - Medicaid Certified,,,,4600 HWY 86,,CASTLE ROCK,CO,80104,USA
USA-CO-74-All-74-All-71,SPECIAL KIDS SPECIAL FAMILIESs,,,,,,,,,,,,LINDA ELLEGARD,(719)447-8983,,(719)447-9482,,,PROFIT-CORPORATION,,,,EL PASO COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADC,,Adult Day Program  - Medicaid Certified,,,,424 WEST PIKES PEAK AVENUE,,COLORADO SPRINGS,CO,80905,USA
USA-CO-74-All-74-All-72,STEPPING STONES ADULT DAY PROGRAM,,,,,,,,,,,,Ms ANGEL HOFFMAN,(970)669-7069,,,,,CORPORATE NON-PROFIT,,,,LARIMER COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADC,,Adult Day Program  - Medicaid Certified,,,,"302 3RD STREET SE, STE 100",,LOVELAND,CO,80538,USA
USA-CO-74-All-74-All-73,STERLING CARE ADULT DAY SERVICES,,,,,,,,,,,,GRACE BUCKLEY,(719)637-1568,,(719)637-1569,,,,,,,EL PASO COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADC,,Adult Day Program  - Medicaid Certified,,,,1430 N HANCOCK AVENUE,,COLORADO SPRINGS,CO,80903,USA
USA-CO-74-All-74-All-74,SUMMIT ADULT DAY CARE AND WELLNESS CENTER LLC,,,,,,,,,,,,REBECCA GRAY,(720)922-0100,,(720)922-0101,,,LIMITED LIABILITY,,,,ARAPAHOE COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADC,,Adult Day Program  - Medicaid Certified,,,,"9032 W KEN CARYL AVE,  SUITE A-1",,LITTLETON,CO,80128,USA
USA-CO-74-All-74-All-75,TIMBERLINE ADULT SERVICES,,,,,,,,,,,,CANDACE SELK BARNES,(970)668-2952,,(970)668-2954,,,LINE ADULT SERVICES,,,,SUMMIT COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADC,,Adult Day Program  - Medicaid Certified,,,,0083 NANCY'S PLACE COUNTY RD 1014,,FRISCO,CO,80443,USA
USA-CO-74-All-74-All-76,VALLEY TO VALLEY SENIOR CARE CENTER,,,,,,,,,,,,YVONNE BRADEN,(719)539-4396,,(719)539-5378,,,PROFIT-CORPORATION,,,,CHAFFEE COUNTY,,,,,VALLEY TO VALLEY SENIOR CARE CENTER,,PO BOX 769,SALIDA,CO,81201,,,,,,,,,,,,,,,,,,,,,,,ADC,,Adult Day Program  - Medicaid Certified,,,,348 G STREET,,SALIDA,CO,81201,USA
USA-CO-74-All-74-All-77,VERMEL'S CARE CENTER,,,,,,,,,,,,Ms VERMEL WILSON,(720)385-9771,,(303)755-0308,,,,,,,ARAPAHOE COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADC,,Adult Day Program  - Medicaid Certified,,,,1547 S PAGOSA STREET,,AURORA,CO,80013,USA
USA-CO-74-All-74-All-78,VOYAGES,,,,,,,,,,,,TINA ARGUS,(719)596-2010,,,,,CORPORATE NON-PROFIT,,,,EL PASO COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADC,,Adult Day Program  - Medicaid Certified,,,,1460 GARDEN OF THE GODS RD,,COLORADO SPRINGS,CO,80907,USA
USA-CO-74-All-74-All-79,WORLDWIDE ADULT DAY CARE INC,,,,,,,,,,,,ARMAN SARKISYAN,(303)815-6285,,(303)751-5400,,,,,,,ARAPAHOE COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADC,,Adult Day Program  - Medicaid Certified,,,,"10890 E DARTMOUTH #H,  I",,DENVER,CO,80014,USA
USA-CO-74-All-74-All-80,ACCEL AT GOLDEN RIDGE,,,,,,,,,,,,Ms ROBBIN MCMAHAN,(303)317-5002,,(303)317-5003,,,FOR PROFIT - CORP.,120,,,JEFFERSON COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,9,600 GOLDEN RIDGE ROAD,,GOLDEN,CO,80401,USA
USA-CO-74-All-74-All-81,ADVANCED HEALTH CARE OF AURORA,,,,,,,,,,,,Mr DANIEL GARCIA CORTEZ,(720)213-1700,,(720)213-1770,,,FOR PROFIT - CORP.,54,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,51,1800 SOUTH POTOMAC STREET,,AURORA,CO,80012,USA
USA-CO-74-All-74-All-82,ADVANCED HEALTH CARE OF COLORADO SPRINGS,,,,,,,,,,,,Mr NICHOLAS GOODFELLOW,(719)418-4500,,(719)418-4550,,,FOR PROFIT - CORP.,34,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,28,55 SOUTH PARKSIDE DRIVE,,COLORADO SPRINGS,CO,80910,USA
USA-CO-74-All-74-All-83,ALLISON CARE CENTER,,,,,,,,,,,,Ms AMBER CARLSON,(303)232-7177,,(303)232-0480,,,,93,,,JEFFERSON COUNTY,,,,OR PROFIT - CORP.,QUALITY LIFE MANAGEMENT LLC,"12136 W BAYAUD AVE, #200",,LAKEWOODQ,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,86,1660 ALLISON STREET,,LAKEWOOD,CO,80214,USA
USA-CO-74-All-74-All-84,ALPINE LIVING CENTER,,,,,,,,,,,,Mr CHADWICK PERKEY,(303)452-6101,,(303)452-4330,,,FOR PROFIT - CORP.,126,,,ADAMS COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,107,501 EAST THORNTON PARKWAY,,THORNTON,CO,80229,USA
USA-CO-74-All-74-All-85,AMBERWOOD COURT REHABILITATION AND CARE COMMUNITY,,,,,,,,,,,,Mr KENNETH KERVER,(303)756-1566,,(303)756-5261,,,FOR PROFIT - CORP.,75,,,DENVER COUNTY,,,,(303)480-6738,VIVAGE MANAGEMENT LLC,12136 W BAYAUD AVENUE #200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,72,4686 EAST ASBURY CIRCLE,,DENVER,CO,80222,USA
USA-CO-74-All-74-All-86,APPLEWOOD LIVING CENTER,,,,,,,,,,,,Ms APRIL BATDORF,(303)776-6081,,(303)776-6066,,,FOR PROFIT - CORP.,120,,,BOULDER COUNTY,,,,(303)441-1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,102,1800 STROH PLACE,,LONGMONT,CO,80501,USA
USA-CO-74-All-74-All-87,ARBOR VIEW,,,,,,,,,,,,Ms SUSAN BLACK,(303)403-3100,,(303)987-0434,,,,120,,,JEFFERSON COUNTY,,,,OR PROFIT - CORP.,QP HEALTHCARE SERVICES LLC,"12136 WEST BAYAUD AVE, #200",,,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,112,7991 WEST 71ST AVENUE,,ARVADA,CO,80004,USA
USA-CO-74-All-74-All-88,ARKANSAS VALLEY REGIONAL MEDICAL CENTER LONG TERM CARE,,,,,,,,,,,,Mr FERRELL LYNN CROWELL,(719)384-5412,,(719)383-6005,,,NON PROFIT-CORPORATION,50,,,OTERO COUNTY,,,,(719)383-3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,28,1100 CARSON AVE,,LA JUNTA,CO,81050,USA
USA-CO-74-All-74-All-89,ARVADA CARE AND REHABILITATION CENTER,,,,,,,,,,,,Mr RAY LAURITZEN,(303)420-4550,,(303)424-3762,,,FOR PROFIT - CORP.,54,,,JEFFERSON COUNTY,,,,(303)480-6735,ARVADA CARE &amp; REHABILITATION CENTER,6121 WEST 60TH AVENUE,,ARVADA,CO,80003,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,44,6121 WEST 60TH AVENUE,,ARVADA,CO,80003,USA
USA-CO-74-All-74-All-90,ASPEN LIVING CENTER,,,,,,,,,,,,Mr KELLY EVERLY,(719)471-7850,,(719)471-0565,,,,112,,,EL PASO COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,96,1795 MONTEREY ROAD,,COLORADO SPRINGS,CO,80910,USA
USA-CO-74-All-74-All-91,ASPEN SIESTA,,,,,,,,,,,,Ms VICKI LYNN WEDDLE,(303)757-1209,,(303)758-4427,,,FOR PROFIT - CORP.,37,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Private Pay Only,6/20/2017,26,5353 E YALE AVE,,DENVER,CO,80222,USA
USA-CO-74-All-74-All-92,AUTUMN HEIGHTS HEALTH CARE CENTER,,,,,,,,,,,,Ms DE ANN CURE,(303)761-0260,,(303)761-7088,,,FOR PROFIT - CORP.,125,,,DENVER COUNTY,,,,(303)480-6738,AUTUMN HEIGHTS HEALTH CARE CENTER,12136 W BAYAUD AVE #200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,102,3131 SOUTH FEDERAL BOULEVARD,,DENVER,CO,80236,USA
USA-CO-74-All-74-All-93,AVAMERE TRANSITIONAL CARE AND REHABILITATION-BRIGHTON,,,,,,,,,,,,Mr ANTHONY GEISER,(303)659-4580,,(303)659-9249,,,FOR PROFIT - CORP.,108,,,ADAMS COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,92,2025 EAST EGBERT STREET,,BRIGHTON,CO,80601,USA
USA-CO-74-All-74-All-94,AVAMERE TRANSITIONAL CARE AND REHABILITATION-MALLEY,,,,,,,,,,,,Mr MICHAEL SCHNABEL,(303)452-4700,,(303)451-5450,,,FOR PROFIT - CORP.,162,,,ADAMS COUNTY,,,,(303)480-6735,"NORTHGLENN OPERATIONS, LLC",401 MALLEY DRIVE,,NORTHGLENN,CO,80233,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,143,401 MALLEY DRIVE,,NORTHGLENN,CO,80233,USA
USA-CO-74-All-74-All-95,AVANTARA CROWN POINT,,,,,,,,,,,,Ms JENNY MATLOCK,(720)851-3300,,(720)851-3302,,,FOR PROFIT - CORP.,154,,,DOUGLAS COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,109,9398 CROWN CREST BOULEVARD,,PARKER,CO,80138,USA
USA-CO-74-All-74-All-96,BALFOUR RETIREMENT COMMUNITY,,,,,,,,,,,,Mr ERIC MEYER,(303)926-1000,,(303)926-9900,,,FOR PROFIT-PARTNERSHIP,79,,,BOULDER COUNTY,,,,(303)441-1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Private Pay Only,6/20/2017,65,1855 PLAZA DRIVE,,LOUISVILLE,CO,80027,USA
USA-CO-74-All-74-All-97,BEAR CREEK CENTER,,,,,,,,,,,,Mr THOMAS BECHTEL,(303)697-8181,,(303)697-0514,,,,180,,,JEFFERSON COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,136,150 SPRING STREET,,MORRISON,CO,80465,USA
USA-CO-74-All-74-All-98,BELMONT LODGE HEALTH CARE CENTER,,,,,,,,,,,,Ms TERRYLEA ENTSMINGER,(719)562-7200,,(719)584-2353,,,FOR PROFIT - CORP.,120,,,PUEBLO COUNTY,,,,(719)583-6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,81,1601 CONSTITUTION ROAD,,PUEBLO,CO,81001,USA
USA-CO-74-All-74-All-99,BENT COUNTY HEALTHCARE CENTER,,,,,,,,,,,,Mr JEREMIAH KEITH SUMMERS,(719)456-1340,,(719)456-3131,,,GOVERNMENT-COUNTY,56,,,BENT COUNTY,,,,(719)383-3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,52,810 THIRD STREET,,LAS ANIMAS,CO,81054,USA
USA-CO-74-All-74-All-100,BERKLEY MANOR CARE CENTER,,,,,,,,,,,,Ms KORTNIE HARRIS,(303)320-4377,,(303)355-6289,,,FOR PROFIT - CORP.,118,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,73,735 SOUTH LOCUST STREET,,DENVER,CO,80224,USA
USA-CO-74-All-74-All-101,BERTHOUD LIVING CENTER,,,,,,,,,,,,Ms DEBORAH AHRENS,(970)532-2683,,(970)532-7188,,,FOR PROFIT - CORP.,76,,,LARIMER COUNTY,,,,(303)862-3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,68,855 FRANKLIN AVENUE,,BERTHOUD,CO,80513,USA
USA-CO-74-All-74-All-102,BETH ISRAEL AT SHALOM PARK,,,,,,,,,,,,Ms ELIZABETH BLACK IRTZ,(303)680-5000,,(303)699-4300,,,NON PROFIT-CORPORATION,135,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,127,14800 EAST BELLEVIEW DRIVE,,AURORA,CO,80015,USA
USA-CO-74-All-74-All-103,BETHANY NURSING &amp; REHAB CENTER,,,,,,,,,,,,Mr JEFF GERTSCH,(303)238-8333,,(303)238-0464,,,,170,,,JEFFERSON COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,131,5301 WEST FIRST AVENUE,,LAKEWOOD,CO,80226,USA
USA-CO-74-All-74-All-104,BOULDER MANOR,,,,,,,,,,,,Ms SHANNON BUXMANN,(303)494-0535,,(303)494-0162,,,FOR PROFIT - CORP.,165,,,BOULDER COUNTY,,,,(303)441-1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,140,4685 EAST BASELINE ROAD,,BOULDER,CO,80303,USA
USA-CO-74-All-74-All-105,BRIARWOOD HEALTH CARE CENTER,,,,,,,,,,,,Ms HOLLIE HOYLE,(303)399-0350,,(303)399-4276,,,FOR PROFIT - CORP.,201,,,DENVER COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,82,1440 VINE STREET,,DENVER,CO,80206,USA
USA-CO-74-All-74-All-106,BROOKDALE BEAR CREEK,,,,,,,,,,,,Ms RENEE BOGARD,(719)329-1774,,(719)329-1695,,,FOR PROFIT - CORP.,45,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,33,1685 SOUTH 21ST STREET,,COLORADO SPRINGS,CO,80904,USA
USA-CO-74-All-74-All-107,BROOKDALE DENVER,,,,,,,,,,,,Ms MINDY MOSKOWITZ,(303)671-2500,,(303)355-5595,,,FOR PROFIT - CORP.,45,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,35,2500 SOUTH ROSLYN STREET,,DENVER,CO,80231,USA
USA-CO-74-All-74-All-108,BROOKDALE GREEN MOUNTAIN,,,,,,,,,,,,Ms JAYNA SULLIVAN,(303)237-5700,,(303)237-5850,,,FOR PROFIT - CORP.,45,,,JEFFERSON COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,28,12791 W ALAMEDA PARKWAY,,LAKEWOOD,CO,80228,USA
USA-CO-74-All-74-All-109,BROOKDALE GREENWOOD VILLAGE,,,,,,,,,,,,Mr JAROM EBERHARD,(303)224-9455,,(303)224-9475,,,FOR PROFIT - CORP.,90,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,66,6450 SOUTH BOSTON STREET,,GREENWOOD VILLAGE,CO,80111,USA
USA-CO-74-All-74-All-110,BROOKDALE MERIDIAN ENGLEWOOD,,,,,,,,,,,,Ms JUNE WALTERS,(303)761-0300,,(303)762-2154,,,,72,,,ARAPAHOE COUNTY,,,,ON PROFIT-CORPORATION,ENGLEWOOD MERIDIAN HEALTH CENTER,3455 SOUTH CORONA STREET,,ENGLEWOOD,CO,80113,,,,,,,,,,,,,,,,,,,,,,,NH,,,Private Pay Only,6/20/2017,66,3455 SOUTH CORONA STREET,,ENGLEWOOD,CO,80113,USA
USA-CO-74-All-74-All-111,BROOKDALE MERIDIAN LAKEWOOD,,,,,,,,,,,,Mr JEFFREY RICHARDSON,(303)980-5500,,(303)989-3575,,,FOR PROFIT - CORP.,45,,,JEFFERSON COUNTY,,,,(303)480-6735,LAKEWOOD MERIDIAN HEALTH CENTER,1805 SOUTH BALSAM,,LAKEWOOD,CO,80232,,,,,,,,,,,,,,,,,,,,,,,NH,,,Private Pay Only,6/20/2017,30,1805 SOUTH BALSAM,,LAKEWOOD,CO,80232,USA
USA-CO-74-All-74-All-112,BROOKDALE MOUNTAIN VIEW,,,,,,,,,,,,Ms DARCY STROUSBERG (ADMIN),(303)337-3400,,(303)337-2997,,,FOR PROFIT - CORP.,56,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,32,8101 E MISSISSIPPI AVENUE,,DENVER,CO,80247,USA
USA-CO-74-All-74-All-113,BROOKDALE SKYLINE,,,,,,,,,,,,Ms HELEN (ADMIN) WHITENER,(719)667-5360,,(719)473-9518,,,FOR PROFIT - CORP.,57,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,49,2365 PATRIOT HEIGHTS,,COLORADO SPRINGS,CO,80904,USA
USA-CO-74-All-74-All-114,BROOKSHIRE HOUSE REHABILITATION AND CARE COMMUNITY,,,,,,,,,,,,Ms JESSE COWAN,(303)756-1546,,(303)248-7520,,,,61,,,DENVER COUNTY,,,,OR PROFIT - CORP.,PINON MANAGEMENT LLC,12136 W BAYAUD AVENUE SUITE 200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,57,4660 EAST ASBURY CIRCLE,,DENVER,CO,80222,USA
USA-CO-74-All-74-All-115,BROOKSIDE INN,,,,,,,,,,,,Ms LORALEE ANN STEWART,(303)688-2500,,(303)688-2600,,,,120,,,DOUGLAS COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,115,1297 SOUTH PERRY STREET,,CASTLE ROCK,CO,80104,USA
USA-CO-74-All-74-All-116,BROOMFIELD SKILLED NURSING AND REHABILITATION CTR,,,,,,,,,,,,Mr LEROY BAKER,(303)785-5800,,(303)785-5801,,,,210,,,BROOMFIELD COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,150,12975 SHERIDAN BOULEVARD,,BROOMFIELD,CO,80020,USA
USA-CO-74-All-74-All-117,BRUCE MCCANDLESS CO STATE VETERANS NURSING HOME,,,,,,,,,,,,Ms BARBARA MOORE,(719)784-6331,,(719)784-5335,,,,105,,,FREMONT COUNTY,,,,OVERNMENT-STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,92,0903 MOORE DRIVE,,FLORENCE,CO,81226,USA
USA-CO-74-All-74-All-118,CAMBRIDGE CARE CENTER,,,,,,,,,,,,Ms PAMELA SMITH,(303)232-4405,,(303)232-0805,,,FOR PROFIT - CORP.,109,,,JEFFERSON COUNTY,,,,(303)480-6735,"QUALITY LIFE MANAGEMENT, LLC","12136 WEST BAYAUD AVE, #200",,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,89,1685 EATON STREET,,LAKEWOOD,CO,80214,USA
USA-CO-74-All-74-All-119,CANON LODGE CARE CENTER,,,,,,,,,,,,Mr AMEL TOPIC,(719)275-4106,,(719)275-2895,,,FOR PROFIT-PARTNERSHIP,60,,,FREMONT COUNTY,,,,(719)275-4979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,37,905 HARDING AVENUE,,CANON CITY,CO,81212,USA
USA-CO-74-All-74-All-120,CAREMERIDIAN LLC,,,,,,,,,,,,Ms JULIE WALLACE,(303)390-3000,,(303)948-1659,,,FOR PROFIT - CORP.,36,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,30,5945 SOUTH WRIGHT STREET,,LITTLETON,CO,80127,USA
USA-CO-74-All-74-All-121,CASEY'S POND SENIOR LIVING LTC,,,,,,,,,,,,Mr BRADLEE KEITH BOATRIGHT,(970)879-8855,,(970)879-8852,,,FOR PROFIT - CORP.,66,,,ROUTT COUNTY,,,,(970)248-2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,54,2855 OWL HOOT TRAIL,,STEAMBOAT SPRINGS,CO,80487,USA
USA-CO-74-All-74-All-122,CASTLE PEAK SENIOR LIFE AND REHABILITATION,,,,,,,,,,,,Mr DANIEL SHIELDS,(970)989-2500,,(612)800-5423,,,,44,,,EAGLE COUNTY,,,,OR PROFIT - CORP.,CASTLE PEAK SENIOR LIFE &amp; REHABILITATION,,"PO BOX 5980, 195 FREESTONE ROAD",EAGLE,CO,81631,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,9,195 FREESTONE ROAD,,EAGLE,CO,81631,USA
USA-CO-74-All-74-All-123,CASTLE ROCK CARE CENTER,,,,,,,,,,,,Ms LAURIE SEUFF,(303)688-3174,,(303)688-8051,,,FOR PROFIT - CORP.,91,,,DOUGLAS COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,66,4001 HOME STREET,,CASTLE ROCK,CO,80108,USA
USA-CO-74-All-74-All-124,CEDARS HEALTHCARE CENTER,,,,,,,,,,,,Mr TOM MARKS,(303)232-3551,,(303)232-2312,,,FOR PROFIT - CORP.,130,,,JEFFERSON COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,72,1599 INGALLS ST,,LAKEWOOD,CO,80214,USA
USA-CO-74-All-74-All-125,CEDARWOOD HEALTH CARE CENTER,,,,,,,,,,,,Ms BARBARA WATERS,(719)636-5221,,(719)227-1598,,,FOR PROFIT - CORP.,83,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,79,924 WEST KIOWA,,COLORADO SPRINGS,CO,80905,USA
USA-CO-74-All-74-All-126,CENTENNIAL HEALTH CARE CENTER,,,,,,,,,,,,Ms DANNA HUSER,(970)356-8181,,(970)356-3278,,,,118,,,WELD COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,105,1637 29TH AVENUE PLACE,,GREELEY,CO,80634,USA
USA-CO-74-All-74-All-127,"CENTER AT CENTENNIAL, THE",,,,,,,,,,,,Mr GERARD LAFONT,(719)685-8888,,(719)685-8958,,,FOR PROFIT - CORP.,80,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,67,3490 CENTENNIAL BOULEVARD,,COLORADO SPRINGS,CO,80907,USA
USA-CO-74-All-74-All-128,"CENTER AT CORDERA, LLC, THE",,,,,,,,,,,,Mr GEORGE ANDREW,(719)522-2000,,(719)522-2050,,,FOR PROFIT - CORP.,80,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,57,9208 GRAND CORDERA PKWY,,COLORADO SPRINGS,CO,80924,USA
USA-CO-74-All-74-All-129,"CENTER AT FORESIGHT LLC, THE",,,,,,,,,,,,Mr BARTOLOME ESMAS,(720)214-7777,,(720)974-1377,,,FOR PROFIT - CORP.,54,,,MESA COUNTY,,,,(970)248-2717,CENTER AT FORESIGHT LLC,12230 LIONESS WAY,,PARKER,CO,80134,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,4,606 E FORESIGHT CIRCLE,,GRAND JUNCTION,CO,81505,USA
