row_id,Facility Name,Address1,Address2,City,Zip,State,Phone,Fax,Mailing Address1,Mailing Address2,Mailing City,Mailing Zip,Mailing State,Licensed Beds,Country,facility_type
USA-GA-78-GA-All-output-828,WINDER HEALTH CARE & REHAB CTR,263 E MAY STREET,,WINDER,30680,GA,7708672108,7708677284,P.O. BOX 588,,WINDER,30680,GA,163,US,Nursing Home
USA-GA-78-GA-All-output-829,TOWNSEND PARK HEALTH AND REHABILITATION,196 NORTH DIXIE AVENUE,,CARTERSVILLE,30120,GA,7703870662,7703826080,P.O. BOX 1869,,CARTERSVILLE,30120,GA,124,US,Nursing Home
USA-GA-78-GA-All-output-830,CARTERSVILLE HEIGHTS,78 OPAL STREET,,CARTERSVILLE,30120,GA,7703826120,7703822369,78 OPAL STREET,,CARTERSVILLE,30120,GA,118,US,Nursing Home
USA-GA-78-GA-All-output-831,LIFE CARE CENTER,176 LINCOLN AVE,,FITZGERALD,31750-1289,GA,2294235621,2294238723,P.O. BOX:  1289,,FITZGERALD,31750,GA,167,US,Nursing Home
USA-GA-78-GA-All-output-832,PRUITTHEALTH - FITZGERALD,185 BOWEN'S MILL HIGHWAY,,FITZGERALD,31750,GA,2294234361,2294234362,185 BOWEN'S MILL HIGHWAY,,FITZGERALD,31750,GA,78,US,Nursing Home
USA-GA-78-GA-All-output-833,BERRIEN NURSING CENTER,405 LAUREL AVE.,,NASHVILLE,31639,GA,2295437100,2295437319,405 LAUREL AVE.,,NASHVILLE,31639,GA,108,US,Nursing Home
USA-GA-78-GA-All-output-834,PRUITTHEALTH - EASTSIDE,2795 FINNEY CIRCLE,,MACON,31217-4512,GA,4787421117,4787499137,2795 FINNEY CIRCLE,,MACON,31217,GA,90,US,Nursing Home
USA-GA-78-GA-All-output-835,PRUITTHEALTH - PEAKE,6190 PEAKE ROAD,,MACON,31220,GA,4784717474,4784716422,6190 PEAKE ROAD,,MACON,31220,GA,122,US,Nursing Home
USA-GA-78-GA-All-output-836,CHERRY BLOSSOM HEALTH AND REHABILITATION,3520 KENNETH DRIVE,,MACON,31206,GA,4787817553,4787810243,3520 KENNETH DRIVE,,MACON,31206,GA,82,US,Nursing Home
USA-GA-78-GA-All-output-837,CARLYLE PLACE,5300 ZEBULON ROAD,,MACON,31210,GA,4784054500,4784054583,5300 ZEBULON ROAD,,MACON,31210,GA,40,US,Nursing Home
USA-GA-78-GA-All-output-838,ZEBULON PARK HEALTH AND REHABILITATION,343 PLANTATION WAY,,MACON,31210,GA,4782384000,4784059150,343 PLANTATION WAY,,MACON,31210,GA,66,US,Nursing Home
USA-GA-78-GA-All-output-839,PRUITTHEALTH - MACON,2255 ANTHONY ROAD,,MACON,31204,GA,4787847900,4787841849,P.O. BOX:  2505,,MACON,31203,GA,228,US,Nursing Home
USA-GA-78-GA-All-output-840,MEDICAL MANAGEMENT HEALTH AND REHAB CENTER,1509 CEDAR AVE,,MACON,31204-5317,GA,4787434678,4787380250,1509 CEDAR AVE,,MACON,31204,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-841,"MACON REHABILITATION AND HEALTHCARE CENTER, LLC",505 COLISEUM DRIVE,,MACON,31217,GA,4787438687,4787440699,505 COLISEUM DRIVE,,MACON,31217,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-842,PORTER FIELD HEALTH & REHAB CENTER,3051 WHITESIDE ROAD,,MACON,31216,GA,4787881421,4787810987,3051 WHITESIDE ROAD,,MACON,31216,GA,143,US,Nursing Home
USA-GA-78-GA-All-output-843,EASTVIEW NURSING CENTER,3020 JEFFERSONVILLE ROAD,,MACON,31217,GA,4787463547,4787509451,3020 JEFFERSONVILLE ROAD,,MACON,31217,GA,92,US,Nursing Home
USA-GA-78-GA-All-output-844,GOODWILL HEALTH AND REHAB,4373 HOUSTON AVE.,,MACON,31206,GA,4787841500,4787847638,4373 HOUSTON AVE.,,MACON,31206,GA,172,US,Nursing Home
USA-GA-78-GA-All-output-845,BRYANT HEALTH AND REHABILITATION CENTER,134 S 6TH STREET,,COCHRAN,31014-6626,GA,4789347682,4789341558,P.O. BOX 476,,CPCJRAM,31014,GA,75,US,Nursing Home
USA-GA-78-GA-All-output-846,BAYVIEW NURSING HOME,12884 CLEVELAND STREET WEST,,NAHUNTA,31553-1027,GA,9124626044,9124626686,P.O. BOX 1027,,NAHUNTA,31553,GA,63,US,Nursing Home
USA-GA-78-GA-All-output-847,"PRESBYTERIAN HOME, QUITMAN, IN",1901 WEST SCREVEN STREET,,QUITMAN,31643-0147,GA,2292636100,2292636151,P.O. BOX 407,,QUITMAN,31643,GA,188,US,Nursing Home
USA-GA-78-GA-All-output-848,BRYAN COUNTY HLTH & REHAB CTR,127 CARTER ST,,RICHMOND HILL,31324,GA,9127566131,9127566540,P. O. BOX 790,,RICHMOND HILL,31324,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-849,EAGLE HEALTH & REHABILITATION,405 S COLLEGE ST,,STATESBORO,30458,GA,9127644575,9127643916,P O BOX 746,,STATESBORO,30458,GA,99,US,Nursing Home
USA-GA-78-GA-All-output-850,WESTWOOD NURSING CENTER,101 STOCKYARD ROAD,,STATESBORO,30458,GA,9127646005,9127644099,101 STOCKYARD ROAD,,STATESBORO,30458,GA,60,US,Nursing Home
USA-GA-78-GA-All-output-851,HERITAGE INN HEALTH AND REHABILITATION,307 JONES MILL ROAD,,STATESBORO,30458-2028,GA,9127649011,9127648218,P. O. BOX 2028,,STATESBORO,30458,GA,92,US,Nursing Home
USA-GA-78-GA-All-output-852,BROWN'S HEALTH & REHAB CENTER,226 SOUTH COLLEGE STREET,,STATESBORO,30458-4899,GA,9127649631,9127648384,226 SOUTH COLLEGE STREET,,STATESBORO,30458,GA,63,US,Nursing Home
USA-GA-78-GA-All-output-853,BRENTWOOD HEALTH AND REHABILITATION,115 BRENTWOOD DRIVE,,WAYNESBORO,30830-0907,GA,7065544425,7065546163,P.O. BOX 907,,WAYNESBORO,30830,GA,103,US,Nursing Home
USA-GA-78-GA-All-output-854,KEYSVILLE NURSING HOME & REHAB CENTER,1005 HWY. 88 NORTH,,KEYSVILLE,30816,GA,7065472591,7065470492,P.O. BOX 220,,KEYSVILLE,30816,GA,64,US,Nursing Home
USA-GA-78-GA-All-output-855,WESTBURY MEDICAL CARE AND REHAB,922 MCDONOUGH ROAD,,JACKSON,30233,GA,7707757832,7705049430,922 MCDONOUGH ROAD,,JACKSON,30233,GA,196,US,Nursing Home
USA-GA-78-GA-All-output-856,CALHOUN NURSING HOME,265 TURNER STREET,,EDISON,39846-0387,GA,2298352251,2298352100,P.O.BOX 397,,EDISON,39846,GA,60,US,Nursing Home
USA-GA-78-GA-All-output-857,SENIOR CARE CENTER - ST MARYS,805 DILWORTH STREET,,SAINT MARYS,31558-3799,GA,9128824281,9128829502,805 DILWORTH STREET,,SAINT MARYS,31558,GA,78,US,Nursing Home
USA-GA-78-GA-All-output-858,AZALEA HEALTH AND REHABILITATION,300 CEDAR ROAD,,METTER,30439-1460,GA,9126855734,9126853357,P O BOX 356,,METTER,30439,GA,89,US,Nursing Home
USA-GA-78-GA-All-output-859,ORCHARD HEALTH AND REHABILITATION,1321 PULASKI SCHOOL ROAD,,PULASKI,30451,GA,9126855072,9126854024,P.O. BOX BOX 118,,PULASKI,30451,GA,89,US,Nursing Home
USA-GA-78-GA-All-output-860,PLEASANT VIEW NURSING CENTER,475 WASHINGTON STREET,,METTER,30439,GA,9126852168,9126853939,475 WASHINGTON STREET,,METTER,30439,GA,120,US,Nursing Home
USA-GA-78-GA-All-output-861,PINE KNOLL NURSING & REHAB CTR,156 PINE KNOLL DRIVE,,CARROLLTON,30117,GA,7708328243,7708328221,156 PINE KNOLL DRIVE,,CARROLLTON,30117,GA,122,US,Nursing Home
USA-GA-78-GA-All-output-862,CARROLLTON NURSING & REHAB CTR,2327 NORTH HIGHWAY 27,,CARROLLTON,30117,GA,7708344404,7708309729,2327 NORTH HIGHWAY 27,,CARROLLTON,30117,GA,159,US,Nursing Home
USA-GA-78-GA-All-output-863,"OAKS - CARROLLTON SKILLED NURSING, THE",921 OLD NEWNAN ROAD,,CARROLLTON,30117,GA,7708343501,7708342074,921 OLD NEWNAN ROAD,,CARROLLTON,30117,GA,42,US,Nursing Home
USA-GA-78-GA-All-output-864,"CARROLLTON MANOR, INCORPORATED",2455 OAK GROVE CHURCH ROAD,,CARROLLTON,30117-1216,GA,7708341737,7708363727,P.O. BOX 2398,,CARROLLTON,30112,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-865,NHC HEALTHCARE FT OGLETHORPE,2403 BATTLEFIELD PKWY,,FORT OGLETHORPE,30742,GA,7068667700,7068661471,2403 BATTLEFIELD PKWY,,FORT OGLETHORPE,30742,GA,135,US,Nursing Home
USA-GA-78-GA-All-output-866,"CENTER FOR ADVANCED REHAB AT PARKSIDE, THE",110 PARK CITY ROAD,,ROSSVILLE,30741,GA,7068582702,7068582758,110 PARK CITY ROAD,,ROSSVILLE,30741,GA,125,US,Nursing Home
USA-GA-78-GA-All-output-867,PRUITTHEALTH - FORT OGLETHORPE,1067 BATTLEFIELD PARKWAY,,FORT OGLETHORPE,30742,GA,7068615154,7068663230,P. O. BOX 1999,,FORT OGLETHORPE,30742,GA,120,US,Nursing Home
USA-GA-78-GA-All-output-868,FOLKSTON PARK CARE AND REHABILITATION CENTER,36261 NORTH OKEFENOKEE DRIVE,,FOLKSTON,31537-2299,GA,9124967396,9124962087,36261 NORTH OKEFENOKEE DRIVE,,FOLKSTON,31537,GA,92,US,Nursing Home
USA-GA-78-GA-All-output-869,AZALEALAND NURSING HOME,2040 COLONIAL DRIVE,,SAVANNAH,31406-2226,GA,9123542752,9123522038,2040 COLONIAL DRIVE,,SAVANNAH,31406,GA,107,US,Nursing Home
USA-GA-78-GA-All-output-870,RIVERVIEW HEALTH & REHAB CTR,6711 LAROCHE AVENUE,,SAVANNAH,31406,GA,9123548225,9127903238,6711 LAROCHE AVENUE,,SAVANNAH,31406,GA,284,US,Nursing Home
USA-GA-78-GA-All-output-871,SAVANNAH SQUARE HEALTH CENTER,ONE SAVANNAH SQUARE DRIVE,,SAVANNAH,31406,GA,9129277550,9129218200,ONE SAVANNAH SQUARE DRIVE,,SAVANNAH,31406,GA,40,US,Nursing Home
USA-GA-78-GA-All-output-872,PRUITTHEALTH - SAVANNAH,12825 WHITE BLUFF ROAD,,SAVANNAH,31419,GA,9129279416,9129270701,12825 WHITE BLUFF ROAD,,SAVANNAH,31419,GA,120,US,Nursing Home
USA-GA-78-GA-All-output-873,SAVANNAH BEACH HEALTH AND REHAB,26 VAN HORNE STREET,,TYBEE ISLAND,31328,GA,9127864511,9127864646,26 VAN HORNE STREET,,TYBEE ISLAND,31328,GA,50,US,Nursing Home
USA-GA-78-GA-All-output-874,CANDLER SKILLED NURSING UNIT,5353 REYNOLDS STREET,,SAVANNAH,31405-6082,GA,9128196262,9128198010,5353 REYNOLDS STREET,,SAVANNAH,31405,GA,11,US,Nursing Home
USA-GA-78-GA-All-output-875,THUNDERBOLT TRANSITIONAL CARE AND REHABILITATION,3223 FALLIGANT AVENUE,,THUNDERBOLT,31404,GA,9126912512,9123539354,3223 FALLIGANT AVENUE,,THUNDERBOLT,31404,GA,134,US,Nursing Home
USA-GA-78-GA-All-output-876,ST JOSEPH'S TRANSITIONAL CARE UNIT,11705 MERCY BOULEVARD,,SAVANNAH,31419,GA,9128192105,9128192188,11705 MERCY BOULEVARD,,SAVANNAH,31419,GA,11,US,Nursing Home
USA-GA-78-GA-All-output-877,OAKS HEALTH CTR AT THE MARSHES OF SKIDAWAY ISLAND,95 SKIDAWAY ISLAND PARK ROAD,,SAVANNAH,31411,GA,9125985030,9125980145,95 SKIDAWAY ISLAND PARK ROAD,,SAVANNAH,31411,GA,23,US,Nursing Home
USA-GA-78-GA-All-output-878,WESTVIEW NURSING & REHABILITATION CENTER,1000 DORSET ROAD,,PORT WENTWORTH,31407,GA,9129641515,9129649490,PO  BOX 4134,,PT WENTWORTH,31407,GA,101,US,Nursing Home
USA-GA-78-GA-All-output-879,SIGNATURE HEALTHCARE OF SAVANNAH,815 EAST 63 STREET,,SAVANNAH,31405,GA,9123528615,9123554642,815 EAST 63 STREET,,SAVANNAH,31405,GA,120,US,Nursing Home
USA-GA-78-GA-All-output-880,ABERCORN REHABILITATION CENTER,11800 ABERCORN STREET,,SAVANNAH,31419,GA,9129254402,9129204756,11800 ABERCORN STREET,,SAVANNAH,31419,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-881,"PLACE AT POOLER, THE",508 SOUTH ROGERS STREET,,POOLER,31322,GA,9127486840,9127485214,508 SOUTH ROGERS STREET,,POOLER,31322,GA,122,US,Nursing Home
USA-GA-78-GA-All-output-882,OAKVIEW HEALTH AND REHABILITATION,960  HIGHLAND AVENUE,,SUMMERVILLE,30747,GA,7068574761,7068574230,P.O. BOX 449,,SUMMERVILLE,30747,GA,151,US,Nursing Home
USA-GA-78-GA-All-output-883,WOODSTOCK NURSING & REHAB CTR,105 ARNOLD MILL ROAD,,WOODSTOCK,30188,GA,7709260016,7709260969,105 ARNOLD MILL ROAD,,WOODSTOCK,30188,GA,171,US,Nursing Home
USA-GA-78-GA-All-output-884,CANTON NURSING CENTER,321 HOSPITAL ROAD,,CANTON,30114-2411,GA,7704798791,7704795681,321 HOSPITAL ROAD,,CANTON,30114,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-885,BRIAN CENTER HEALTH & REHABILITATION/CANTON,150 HOSPITAL CIRCLE N.W.,,CANTON,30114-3209,GA,7704795649,7704791655,150 HOSPITAL CIRCLE N.W.,,CANTON,30114,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-886,UNIVERSITY NURSING & REHAB CTR,180 EPPS BRIDGE RD,,ATHENS,30606,GA,7065495382,7066130991,180 EPPS BRIDGE RD,,ATHENS,30606,GA,122,US,Nursing Home
USA-GA-78-GA-All-output-887,PRUITTHEALTH - GRANDVIEW,165 WINSTON DRIVE,,ATHENS,30607,GA,7065496013,7063544172,165 WINSTON DRIVE,,ATHENS,30607,GA,72,US,Nursing Home
USA-GA-78-GA-All-output-888,PRUITTHEALTH - ATHENS HERITAGE,960 HAWTHORNE AVENUE,,ATHENS,30606,GA,7065491613,7065491639,960 HAWTHORNE AVENUE,,ATHENS,30606,GA,104,US,Nursing Home
USA-GA-78-GA-All-output-889,"OAKS - ATHENS SKILLED NURSING, THE",490 KATHWOOD DR,,ATHENS,30607,GA,7063557400,7063557401,490 KATHWOOD DR,,ATHENS,30607,GA,148,US,Nursing Home
USA-GA-78-GA-All-output-890,FORT GAINES HEALTH AND REHAB,101 HARTFORD ROAD,WEST,FORT GAINES,39851,GA,2297682521,2297682466,P.O. BOX 160,,FR GAINES,31751,GA,60,US,Nursing Home
USA-GA-78-GA-All-output-891,LAKE CITY NURSING AND REHABILITATION CENTER LLC,2055 REX ROAD,,LAKE CITY,30260-3944,GA,4043615114,4043636366,2055 REX ROAD,,LAKE CITY,30260,GA,242,US,Nursing Home
USA-GA-78-GA-All-output-892,JONESBORO NURSING AND REHABILITATION CENTER,2650 HIGHWAY 138 SE,,JONESBORO,30236-2744,GA,7704734436,7704734698,2650 HIGHWAY 138 SE,,JONESBORO,30236,GA,129,US,Nursing Home
USA-GA-78-GA-All-output-893,ARROWHEAD HEALTH AND REHAB,239 ARROWHEAD BOULEVARD,,JONESBORO,30236,GA,7704783013,7704783446,239 ARROWHEAD BOULEVARD,,JONESBORO,30236,GA,115,US,Nursing Home
USA-GA-78-GA-All-output-894,RIVERDALE CENTER,315 UPPER RIVERDALE ROAD,,RIVERDALE,30274,GA,7709911050,7709913680,315 UPPER RIVERDALE ROAD,,RIVERDALE,30274,GA,152,US,Nursing Home
USA-GA-78-GA-All-output-895,CLINCH HEALTHCARE CENTER,390 SWEAT STREET,,HOMERVILLE,31634,GA,9124875328,9124872460,390 SWEAT STREET,,HOMERVILLE,31634,GA,92,US,Nursing Home
USA-GA-78-GA-All-output-896,DELMAR GARDENS OF SMYRNA,404 KING SPRINGS VILLAGE PKWY,,SMYRNA,30082,GA,7704324444,7704382651,404 KING SPRINGS VILLAGE PKWY,,SMYRNA,30082,GA,120,US,Nursing Home
USA-GA-78-GA-All-output-897,PRESBYTERIAN VILLAGE,2000 EAST-WEST CONNECTOR,,AUSTELL,30106,GA,7708197000,7708197490,2000 EAST-WEST CONNECTOR,,AUSTELL,30106,GA,107,US,Nursing Home
USA-GA-78-GA-All-output-898,SIGNATURE HEALTHCARE OF MARIETTA,811 KENNESAW AVENUE,,MARIETTA,30060,GA,7704222451,7704992235,811 KENNESAW AVENUE,,MARIETTA,30060,GA,154,US,Nursing Home
USA-GA-78-GA-All-output-899,PRUITTHEALTH - AUSTELL,1700 MULKEY RD,,AUSTELL,30106,GA,7709415750,7709412719,1700 MULKEY RD,,AUSTELL,30106,GA,124,US,Nursing Home
USA-GA-78-GA-All-output-900,SIGNATURE HEALTHCARE AT TOWER ROAD,26 TOWER RD,,MARIETTA,30060,GA,7704228913,7704252085,26 TOWER RD,,MARIETTA,30060,GA,138,US,Nursing Home
USA-GA-78-GA-All-output-901,"A.G. RHODES HOME, INC - COBB",900 WYLIE ROAD,,MARIETTA,30067-1795,GA,7704278727,7704273937,900 WYLIE ROAD,,MARIETTA,30067,GA,130,US,Nursing Home
USA-GA-78-GA-All-output-902,POWDER SPRINGS TRANSITIONAL CARE AND REHAB,3460 POWDER SPRINGS ROAD,,POWDER SPRINGS,30127-2322,GA,7704399199,7704390454,3460 POWDER SPRINGS ROAD,,POWDER SPRINGS,30127,GA,208,US,Nursing Home
USA-GA-78-GA-All-output-903,ANDERSON MILL HEALTH AND REHABILITATION CENTER,2130 ANDERSON MILL RD,,AUSTELL,30106,GA,7709418813,7709418980,2130 ANDERSON MILL RD,,AUSTELL,30106,GA,170,US,Nursing Home
USA-GA-78-GA-All-output-904,PRUITTHEALTH - MARIETTA,50 SAINE DRIVE SW,,MARIETTA,30008,GA,7704298600,7704298677,50 SAINE DRIVE SW,,MARIETTA,30060,GA,119,US,Nursing Home
USA-GA-78-GA-All-output-905,ROSELANE HEALTH AND REHABILITATION CENTER,613 ROSELANE STREET,,MARIETTA,30064,GA,7707929800,7707929809,613 ROSELANE STREET,,MARIETTA,30064,GA,137,US,Nursing Home
USA-GA-78-GA-All-output-906,MANOR CARE REHABILITATION CENTER - MARIETTA,4360 JOHNSON FERRY PLACE,,MARIETTA,30068-2001,GA,7709715870,7703218588,4360 JOHNSON FERRY PLACE,,MARIETTA,30068,GA,117,US,Nursing Home
USA-GA-78-GA-All-output-907,SHADY ACRES HEALTH AND REHABILITATION,1310 WEST  GORDON STREET,,DOUGLAS,31533,GA,9123847811,9123847695,1310 WEST  GORDON STREET,,DOUGLAS,31533,GA,168,US,Nursing Home
USA-GA-78-GA-All-output-908,PRUITTHEALTH - MAGNOLIA MANOR,3003 VETERANS PARKWAY S,,MOULTRIE,31788,GA,2299853422,2299850227,P.O. BOX 2020,,MOUITRIE,31768,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-909,PRUITTHEALTH - SUNRISE,2709 S MAIN STREET,,MOULTRIE,31768-6906,GA,2299857173,2298901677,2709 S MAIN STREET,,MOULTRIE,31768,GA,60,US,Nursing Home
USA-GA-78-GA-All-output-910,"COBBLESTONE REHABILITATION AND HEALTHCARE CTR, LLC",101 COBBLESTONE TRACE,SE,MOULTRIE,31768,GA,2299853637,2299853271,101 COBBLESTONE TRACE,SE,MOULTRIE,31768,GA,59,US,Nursing Home
USA-GA-78-GA-All-output-911,PRUITTHEALTH - MOULTRIE,233 SUNSET CIRCLE,,MOULTRIE,31768,GA,2299854320,2298900880,233 SUNSET CIRCLE,,MOULTRIE,31768,GA,68,US,Nursing Home
USA-GA-78-GA-All-output-912,LAKE CROSSING HEALTH CENTER,6698 WASHINGTON ROAD,,APPLING,30802,GA,7065410462,7065410310,ROUTE 1,BOX 163,APPLING,30802,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-913,BRANDON WILDE PAVILION,4275 OWENS ROAD,,EVANS,30809,GA,7068689800,7068683525,4275 OWENS ROAD,,EVANS,30809,GA,65,US,Nursing Home
USA-GA-78-GA-All-output-914,UNIVERSITY EXTENDED CARE/WESTW,561 UNIVERSITY DRIVE,,EVANS,30809,GA,7068637514,7068559580,PO BOX:888,,EVANS,30809,GA,149,US,Nursing Home
USA-GA-78-GA-All-output-915,COOK SENIOR LIVING CENTER,706 NORTH PARRISH AVE .,,ADEL,31620-2054,GA,2298968157,2298968197,706 NORTH PARRISH AVE .,,ADEL,31620,GA,95,US,Nursing Home
USA-GA-78-GA-All-output-916,WESLEY WOODS OF NEWNAN PEACHTR,110 EDGEWORTH ROAD,,NEWNAN,30263,GA,7706836833,7706836951,110 EDGEWORTH ROAD,,NEWNAN,30263,GA,23,US,Nursing Home
USA-GA-78-GA-All-output-917,NEWNAN HEALTH AND REHABILITATION,244 EAST BROAD STREET,,NEWNAN,30263-1818,GA,7702537160,7702538232,P.O. BOX 40,,NEWNAN,30264,GA,104,US,Nursing Home
USA-GA-78-GA-All-output-918,ROBERTA HEALTH AND REHAB,420 MYTLE DRIVE,,ROBERTA,31078,GA,4788363101,4788362700,420 MYTLE DRIVE,,ROBERTA,31078,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-919,CRISP REGIONAL NSG & REHAB CTR,902 BLACKSHEAR ROAD,,CORDELE,31015-1116,GA,2292731481,2292732387,P.O. BOX 1116,,CORDELE,31010,GA,143,US,Nursing Home
USA-GA-78-GA-All-output-920,CORDELE HEALTH AND REHABILITATION,1106 NORTH 4TH STREET,,CORDELE,31015-0218,GA,2292731227,2292763297,1106 NORTH 4TH STREET,,CORDELE,31015,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-921,DADE HEALTH AND REHAB,1234 HIGHWAY 301 SOUTH,,TRENTON,30752,GA,7066574171,7066576799,1234 HIGHWAY 301 SOUTH,,TRENTON,30752,GA,71,US,Nursing Home
USA-GA-78-GA-All-output-922,BAINBRIDGE HEALTH AND REHAB,1155  WEST COLLEGE STREET,,BAINBRIDGE,39819-5399,GA,2292430931,2292469284,1155  WEST COLLEGE STREET,,BAINBRIDGE,39819,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-923,MEMORIAL MANOR NURSING HOME,1500 EAST SHOTWELL STREET,,BAINBRIDGE,39819-4294,GA,2292463500,2292433323,1500 EAST SHOTWELL STREET,,BAINBRIDGE,39819,GA,107,US,Nursing Home
USA-GA-78-GA-All-output-924,PRUITTHEALTH - DECATUR,3200 PANTHERSVILLE ROAD,,DECATUR,30034,GA,4042123400,4042123410,3200 PANTHERSVILLE ROAD,,DECATUR,30034,GA,146,US,Nursing Home
USA-GA-78-GA-All-output-925,MEADOWBROOK HEALTH AND REHAB,4608 LAWRENCEVILLE HIGHWAY,,TUCKER,30084,GA,7704919444,7704918760,4608 LAWRENCEVILLE HIGHWAY,,TUCKER,30084,GA,144,US,Nursing Home
USA-GA-78-GA-All-output-926,GRACE HEALTHCARE OF TUCKER,2165 IDLEWOOD ROAD,,TUCKER,30084-4816,GA,7709343172,7704938339,2165 IDLEWOOD ROAD,,TUCKER,30084,GA,136,US,Nursing Home
USA-GA-78-GA-All-output-927,NORTHEAST ATLANTA HEALTH AND REHABILITATION CENTER,1500 S JOHNSON FERRY ROAD,,ATLANTA,30319,GA,4042522002,4042521246,1500 S JOHNSON FERRY ROAD,,ATLANTA,30319,GA,165,US,Nursing Home
USA-GA-78-GA-All-output-928,EAST LAKE ARBOR,304  FIFTH  AVENUE,,DECATUR,30030-4812,GA,4043736231,4043736813,304  FIFTH  AVENUE,,DECATUR,30030,GA,103,US,Nursing Home
USA-GA-78-GA-All-output-929,BUDD TERRACE AT WESLEY WOODS,1833 CLIFTON ROAD,NE,ATLANTA,30329,GA,4047286500,4047286533,1833 CLIFTON ROAD,NE,ATLANTA,30329,GA,250,US,Nursing Home
USA-GA-78-GA-All-output-930,PARK SPRINGS HEALTH CENTER,500 SPRINGHOUSE CIRCLE,,STONE MOUNTAIN,30087,GA,6786843800,6786843087,500 SPRINGHOUSE CIRCLE,,STONE MOUNTAIN,30087,GA,42,US,Nursing Home
USA-GA-78-GA-All-output-931,A.G. RHODES HOME WESLEY WOODS,1819 CLIFTON ROAD,N.E.,ATLANTA,30329-4049,GA,4043150900,6784202027,1819 CLIFTON ROAD,N.E.,ATLANTA,30329,GA,150,US,Nursing Home
USA-GA-78-GA-All-output-932,GEORGIA REGIONAL ATLANTA LTC,3073 PANTHERSVILLE RD,SNF BLDG. #17,DECATUR,30034-3828,GA,4042432110,4042124785,3073 PANTHERSVILLE RD,SNF BLDG. #17,DECATUR,30034,GA,66,US,Nursing Home
USA-GA-78-GA-All-output-933,NORTH DECATUR HEALTH AND REHABILITATION CENTER,2787 NORTH DECATUR ROAD,,DECATUR,30033,GA,4042920626,4042921588,2787 NORTH DECATUR ROAD,,DECATUR,30033,GA,73,US,Nursing Home
USA-GA-78-GA-All-output-934,PRUITTHEALTH - BROOKHAVEN,3535 ASHTON WOODS DRIVE NE,,ATLANTA,30319-2201,GA,7704510236,7704574090,3535 ASHTON WOODS DRIVE NE,,ATLANTA,30319,GA,157,US,Nursing Home
USA-GA-78-GA-All-output-935,PRUITTHEALTH - VIRGINIA PARK,1000 BRIARCLIFF ROAD NE,,ATLANTA,30306,GA,4048756456,4048158864,1000 BRIARCLIFF ROAD NE,,ATLANTA,30306,GA,128,US,Nursing Home
USA-GA-78-GA-All-output-936,MANOR CARE REHABILITATION CENTER - DECATUR,2722 NORTH DECATUR ROAD,,DECATUR,30033,GA,4042965440,4042940504,2722 NORTH DECATUR ROAD,,DECATUR,30033,GA,140,US,Nursing Home
USA-GA-78-GA-All-output-937,TRADITIONS HEALTH AND REHABILITATION,2816 EVANS MILL ROAD,,LITHONIA,30058,GA,7704822961,7704848357,P.O. BOX:  855,,LITHONIA,30058,GA,182,US,Nursing Home
USA-GA-78-GA-All-output-938,BRIARWOOD HEALTH AND REHABILITATION CENTER,3888 LAVISTA ROAD,,TUCKER,30084,GA,7709385740,7709082803,3888 LAVISTA ROAD,,TUCKER,30084,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-939,GLENWOOD HEALTH AND REHABILITATION CENTER,4115 GLENWOOD RD,,DECATUR,30032,GA,4042846414,4042889006,4115 GLENWOOD RD,,DECATUR,30032,GA,225,US,Nursing Home
USA-GA-78-GA-All-output-940,EASTMAN HEALTHCARE & REHAB,556 CHESTER HIGHWAY,,EASTMAN,31023-0159,GA,4783744733,4783741688,P.O. BOX 159,,EASTMAN,31023,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-941,HEART OF GEORGIA NURSING HOME,815 LEGION DRIVE,,EASTMAN,31023,GA,4046207659,4783745573,P.O. BOX 4216,,EASTMAN,31023,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-942,PINEHILL NURSING CENTER,712 PATTERSON STREET,,BYROMVILLE,31007,GA,4784335711,4784334016,P.O. BOX 263,,BYROMVILLE,31007,GA,102,US,Nursing Home
USA-GA-78-GA-All-output-943,PRUITTHEALTH - PALMYRA,1904 PALMYRA ROAD,,ALBANY,31702,GA,2298830500,2294387203,P.O. BOX 110,,ALBANY,31702,GA,250,US,Nursing Home
USA-GA-78-GA-All-output-944,WYNFIELD PARK HEALTH AND REHABILITATION,223 W.THIRD AVENUE,,ALBANY,31701,GA,2294350741,2294392913,P. O. BOX 2545,,ALBANY,31702,GA,186,US,Nursing Home
