row_id,Facility Name,Address1,Address2,City,Zip,State,Administrator,Phone,Fax,License Number,License Exp.,Country,facility_type
USA-IN-84-IN-ResidentialCare-output-118,RITTENHOUSE SENIOR LIVING OF PORTAGE,6235 STERLING CREEK RD,,PORTAGE,46368,IN,MARSHA LEONARD,(219)764-2900,(219)764-0900,16-012396-1,10/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-119,RITTENHOUSE SENIOR LIVING OF VALPARAISO,1300 VALE PARK RD,,VALPARAISO,46383,IN,DEBORAH ATSAS,(219)531-2484,(219)531-2485,16-012181-1,10/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-120,RIVER CROSSING ASSISTED LIVING,2400 MARKET ST,,CHARLESTOWN,47111,IN,MELISSA GOLDSTEIN,(812)406-1099,(812)406-1101,16-012007-1,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-121,RIVERBEND,2715 CHARLESTOWN PIKE,,JEFFERSONVILLE,47130,IN,CHRISTOPHER KINCADE,(812)280-0965,(812)280-8094,17-010885-1,2/28/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-122,RIVERWALK COMMONS,7235 RIVERWALK WAY N,,NOBLESVILLE,46062,IN,RICHARD ROBISON,(317)770-0011,(317)774-8589,17-004417-1,3/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-123,RIVERWALK COMMUNITIES,401 S.E. 6TH STREET,,EVANSVILLE,47713,IN,SHEILA KENNEDY,(812)425-1041,(812)421-7419,17-011274-1,1/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-124,ROBIN RUN,5354 W 62ND STREET,,INDIANAPOLIS,46268,IN,DAVID PRUETT,(317)293-5500,(317)297-4443,17-013550-1,7/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-125,ROSEGATE COMMONS ASSISTED LIVING,7525 ROSEGATE DRIVE,,INDIANAPOLIS,46237,IN,ANN KIRSTEIN,(317)788-2500,,17-012936-1,1/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-126,ROSEWALK AT LUTHERWOODS,1301 N RITTER AVE,,INDIANAPOLIS,46219,IN,DENISE DICKEY,(317)356-2760,(317)356-2762,16-011587-1,9/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-127,ROSEWOOD MANOR,5200 S BURLINGTON DR,,MUNCIE,47302,IN,MATTHEW ALEXANDER,(765)288-0087,(765)288-0156,17-000312-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-128,SAINT ANNE COMMUNITIES AT BISHOP LUERS,5610 NOLL AVE,,FORT WAYNE,46806,IN,TYLER WEILBAKER,(260)745-7039,(260)744-4887,17-001150-1,7/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-129,SANDERS GLEN,334 S CHERRY ST,,WESTFIELD,46074,IN,SUZANNE HAMAKER,(317)867-0212,(317)896-9263,17-005657-1,12/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-130,"SENIOR SUITES AT THE LELAND, LLC",900 SOUTH A STREET,,RICHMOND,47374,IN,AMANDA MARQUIS,(765)939-6500,(765)965-6837,17-012497-1,1/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-131,SETTLERS PLACE,3304 MONROE ST,,LA PORTE,46350,IN,,(219)326-7283,(219)326-0573,17-004458-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-132,SEYMOUR PLACE,2288 NICHOLAS CT,,SEYMOUR,47274,IN,JEFFREY JENKINS,(812)523-8991,(812)523-5011,17-004376-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-133,SHADY REST HOME,10924 LINCOLNWAY E,,PLYMOUTH,46563,IN,LYNN REYNOLDS,(574)936-2635,(574)936-8565,17-001147-1,2/28/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-134,SILVER BIRCH OF HAMMOND,5620 SOHL AVENUE,,HAMMOND,46320,IN,NEYSA HOLMAN STEWART,(219)937-9085,(219)937-9052,17-013801-1,7/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-135,SUGAR GROVE SENIOR LIVING,5865 SUGAR LN,,PLAINFIELD,46168,IN,JACQUELINE MULLINS,(317)839-7900,(317)839-7985,16-012394-1,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-136,SUMMIT PLACE WEST,55 N MISSION DR,,INDIANAPOLIS,46214,IN,ANGELA J KLINGE,(317)244-2600,(317)244-3771,17-011840-1,4/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-137,SUNRISE ON OLD MERIDIAN,12130 OLD MERIDAN ST,,CARMEL,46032,IN,TERONA LONG,(317)569-0100,(317)569-0500,16-012141-1,9/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-138,TANGLEWOOD TRACE,530 W TANGLEWOOD LN,,MISHAWAKA,46545,IN,BARBARA GAWEL,(574)277-4310,(574)277-6509,17-009669-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-139,TERRACE AT TOWNE CENTRE THE,7252 ARTHUR BLVD,,MERRILLVILLE,46410,IN,JUSTIN AUGUST,(219)736-2900,(219)736-2209,17-002392-1,5/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-140,TIPTON PLACE,460 FORKS OF THE WABASH WAY,,HUNTINGTON,46750,IN,ROBERT PETRAS,(260)356-2028,(260)356-2087,17-003376-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-141,TRADITIONS AT REAGAN PARK,1176 KINGWOOD DRIVE,,AVON,46123,IN,STACEY GALLARDO,(317)271-0100,(317)271-0104,16-013264-1,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-142,TRADITIONS AT SOLANA,7721 BATTERY POINTE WAY,,INDIANAPOLIS,46240,IN,SHANNON AMMERMAN,(317)860-0000,(317)860-0001,16-013164-1,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-143,TRAIL CREEK PLACE- ASSISTED LIVING,1400 E COOLSPRING AVE,,MICHIGAN CITY,46360,IN,SUZANNE DILLE,(219)874-5500,(219)872-5352,17-010610-2,7/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-144,"VANNONI LIVING CENTER, THE",500 LINCOLNWAY EAST,,MISHAWAKA,46544,IN,SU LYNN FREDERICKSON,(574)855-3937,(574)258-1741,16-012688-1,9/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-145,VERMILLION PLACE,449 MAIN ST,,ANDERSON,46016,IN,CHRISTY TOMPKINS,(765)622-7825,(765)608-2010,17-011970-1,5/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-146,"VILLAS OF HOLLY BROOK INDIANA, LLC",1941 W US HIGHWAY 40,,BRAZIL,47834,IN,FRANCES GAYLE CAMONTE,(812)420-2243,,17-013946-1,5/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-147,VIRGINIA PLACE,8253 VIRGINIA ST,,MERRILLVILLE,46410,IN,JILLIAN KUTEMEIER UZELAC,(219)736-9383,(219)736-6858,16-010887-2,10/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-148,"WABASH BICKFORD COTTAGE OPCO, LLC",3037 W DIVISION RD,,WABASH,46992,IN,MITCHELL BACKS,(260)569-2000,(260)569-6759,17-003466-2,8/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-149,WALKER PLACE,2216 N RILEY HWY,,SHELBYVILLE,46176,IN,SUSAN ROBERTS,(317)392-3370,(317)421-0564,17-004444-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-150,WALNUT CREEK ALZHEIMER'S SPECIAL CARE CENTER,525 BENTEE WES COURT,,EVANSVILLE,47715,IN,KELLI WALTERS,(812)471-3100,(812)471-3101,17-013642-1,12/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-151,"WATERFORD AT EDISON LAKES, THE",1025 PARK PLACE,,MISHAWAKA,46545,IN,TONYA TAGUE-O'DELL,(574)247-1552,,16-013331-1,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-152,WELLINGTON AT KOKOMO THE,2800 S DIXON RD,,KOKOMO,46902,IN,STACY MEVZEK,(765)455-2828,(765)453-2592,17-011366-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-153,WELLINGTON AT SOUTHPORT THE,7212 US HWY 31 S,,INDIANAPOLIS,46227,IN,JAN ANN CAUDILL SENTENEY,(317)889-9822,(317)889-6500,16-003283-1,9/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-154,WHITLOCK PLACE,1719 S ELM ST,,CRAWFORDSVILLE,47933,IN,SALLY ROBERTSON,(765)364-1880,(765)361-1509,17-004419-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-155,WILLOW LAKE PLACE,2725 LAKE CIRCLE DR,,INDIANAPOLIS,46268,IN,SHANE PATTERSON,(317)334-9400,(317)334-8794,17-010234-1,7/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-156,WINDSOR RIDGE,2700 WATERS EDGE PKWY,,JEFFERSONVILLE,47130,IN,JENNY BROWN,(812)284-4336,(812)284-5973,17-004001-1,2/28/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-157,WOOD RIDGE ASSISTED LIVING,17650 GENERATIONS DR,,SOUTH BEND,46635,IN,AMANDA QUESENBERRY,(574)271-1151,(574)271-2812,17-001148-1,8/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-158,WOODLAND TERRACE OF CARMEL,689 PRO MED LANE,,CARMEL,46032,IN,COLE STITES,(317)616-0858,,17-013510-2,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-159,WOODVIEW ASSISTED LIVING,3320 E STATE BLVD,,FORT WAYNE,46805,IN,DANIEL KENYON,(260)483-4343,(260)483-4455,16-012107-1,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-160,WORTHINGTON PLACE,10799 ALLIANCE DR,,CAMBY,46113,IN,SHERYL MORNING,(317)856-6224,(317)856-5740,17-003984-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-161,WYNDMOOR ASSISTED LIVING LLC,1465 EAST CROSSING BLVD,,TERRE HAUTE,47802,IN,JAMES PASSWATER,(812)298-9963,(812)299-0660,16-013389-1,10/31/2017,US,Residential Care
