row_id,Name of Home,License #,Extension To Date,Licensed To,Licensed From,Lic Type,Type Res,# Res,Owner/Agency,Adm First Name,Adm Last Name,Dsgne First Name,Dsgne Last Name,Website Phone #,Fax #,email address,Mailing Address,M City,M ZIP Code,Physical Address,P City,P ZIP Code,Sprinkler,facility_type
USA-AK-70-AK-AssistedLiving-output-159,Cruise-N-McSorely Home,100948,,28-Feb-18,29-Feb-16,Biennial,DD/MH,2,Lucille McSorley,Lucille,McSorley,Yvonne,Solano,745-7607,,titanium@gci.net,1725 N Thuma,Palmer,99645,1725 N Thuma,Palmer,99645,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-160,Dabakh's ALH,101001,,28-Feb-19,1-Mar-17,Biennial,DD/MH,4,Baba Sy,Baba,Sy,Fatou,Cham,350-866-1952,,b.sy01@hotmail.com,3760 W. 74th Avenue,Anchorage,99502,3760 W. 74th Avenue,Anchorage,99502,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-161,Day Spring ALH,100848,,31-May-19,1-Jun-17,Biennial,SS,5,Day Spring ALH LLC,Irenerose,Antonio,Juliete,Castillo,947-2890,,irenerose.antonio@gmail.com,3431 W. 32nd Ave,Anchorage,99517,4732 Denali St. Unit 2,Anchorage,99503,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-162,Day Spring ALH II,101220,,28-Feb-18,6-Feb-17,Provisional,SS,5,Irenerose Antonio,Irenerose,Castillo,Juliet,Castillo,9472890,,irenerose.antonio@gmail.com,3431 West 32nd Avenue,Anchorage,99517,2701 Wesleyan Drive #B,Anchorage,99508,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-163,Debbie's Assisted Living Home,100671,,31-May-18,1-Jun-16,Biennial,DD/MH,1,Debra A Clarke,Debra A.,Clarke,None,None,479-8349,,dclarke@gci.net,1173 Sunset Drive,Fairbanks,99709,1173 Sunset Drive,Fairbanks,99709,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-164,DeHart Assisted Living Home,100086,,31-Aug-19,1-Sep-17,Biennial,DD/MH,3,Lianne Hobbs (formerly Schwartz),Lianne,Hobbs,Angela,DeHart,745-5065,,lianne@gci.net,PO Box 875065,Wasilla,99687,2930 N. Barrys Resort Drive,Palmer,99645,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-165,Demeluz ALH,101041,,31-Jan-19,1-Feb-17,Biennial,SS,5,Milagros Torralba,Milagros,Torralba,Maletch,Pineda,868-1793,,demeluzalh@gmail.com,2000 Casey Cusack Loop,Anchorage,99515,7231 Bern St,Anchorage,99507,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-166,Denali Assisted Living Services,101145,,31-Mar-19,1-Apr-17,Biennial,DD/MH,5,Amadou Ndure,Fatoumatta,Sanneh,Amadou,Ndure,,,mattasanneh@hotmail.com,3929 San Roberto Ave Apt# 101,Anchorage,99508,2649 Carroll Place #A,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-167,"Denali Ridge Assisted Living, LLC.",101124,,30-Nov-18,1-Dec-16,Biennial,DU,5,"Denali Ridge Assisted Living, LLC.",Heather,"Brinson, RN",Tara,Newton,315-1415,,denaliridge.ak@gmail.com,5771 S. Hanson Loop,Wasilla,99623,1450 N. Grubstake Dr.,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-168,Diaz,101092,,31-Dec-17,1-Jun-17,Biennial,DD/MH,1,Sara and Carlos Diaz,Sara,Diaz,Carlos,Diaz,229-7017,,sarasharmain19@yahoo.com,8060 Berry Patch Drive,Anchorage,99502,8060 Berry Patch Drive,Anchorage,99502,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-169,Discovery Living Assisted Living - Chinook Home,101235,,31-Aug-18,24-Aug-17,Provisional,DD/MH,5,"Discovery Living, LLC",Terah,Lowe,Linda,Frank,440-7259,,discoverylivingllc@gmail.com,17420 Charity Ln,Eagle River,99577,16845 Eleanora St.,Eagle River,99577,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-170,Divine Care,101132,,31-Jan-19,1-Feb-17,Provisional,SS,2,Sharon & Selupe Sekona,Sharon,Sekona,Selupe & Emily,Sekona & Sekona,350-8884,,sekonafam@gmail.com,"3418 Upland Dr,",Anchorage,99508,3418 Upland Dr.,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-171,Divine Hands ALH,101106,,31-Jul-19,1-Aug-17,Biennial,SS,6,Adaamaka Ogbechie,Adaamaka,Ogbechie,Kenechukwu,Witcher,9078846882,,adaamakaogbechie@yahoo.com,6236 Spruce Meadows Dr,Anchorage,99507,2812 W. 29th Ave,Anchorage,99517,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-172,Divine Mercy ALH,100397,,28-Feb-19,1-Mar-17,Biennial,SS,5,"Divine Mercy ALH, LLC.",Rachel,Militello,Julie,Pentecostes,868-8608,,rachel.p.militello@gmail.com,3554 Newcomb Drive,Anchorage,99508,3554 Newcomb Drive,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-173,Divine Mercy II ALH,100892,,31-Mar-18,1-Apr-16,Biennial,SS,5,"Divine Mercy ALH, LLC.",Mark,Militello,Rachel,Militelo,770-9148,770-9149,eduardopentecostes@yahoo.com,3554 Newcomb Drive,Anchorage,99508,417 E. 11th Avenue #5,Anchorage,99501,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-174,Eagle Assisted Living,101211,,28-Feb-19,1-Mar-17,Biennial,DD/MH,4,Genacta In Home Care,Jeanne,Owen,Jerry,Isolokwu,907-631-3078,907-631-3518,jeanne.owen@genacta.com,591 N Knik St. STE E,Wasilla,99654,5545 S. Irwin Drive #1,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-175,Eagle Crest III ALH,100977,,31-Jul-19,1-Aug-17,Biennial,DD/MH,5,Belinda and David Baldwin,Belinda,Baldwin,Deborah,Anderson-Smith,688-4123,,eaglecrest1@me.com,22306 Shadowy Spruce Drive,Chugiak,99567,22626 Chamber Lane,Chugiak,99567,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-176,Eagle's Wings,100924,,30-Sep-18,7-Apr-16,Biennial,SS,17,Timothy and Jamie Opperman,Timothy,Opperman,Cox,Louise,385-0485,385-4955,admin@eagleswingsalh.com,PO Box 57425,North Pole,99705,109 E. 5th Avenue,North Pole,99705,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-177,Eagle's Wings II,101078,,30-Sep-17,1-Oct-15,Biennial,SS,12,Timothy and Jamie Opperman,Timothy,Opperman,Cox,Louise,385-0485,385-0275,admin@eagleswingsalh.com,PO Box 57425,North Pole,99705,2793 Perimeter Drive,North Pole,99705,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-178,Edie's House,232050,,31-Jan-19,1-Feb-17,Biennial,DD/MH,3,Forrest & Edie Charles,Forrest L.,Charles,Edie L.,Charles,745-5715,745-0518,frost@mtaonline.net,10703 South Old Glenn Highway,Palmer,99645,Mile 5.5 Old Glenn Hwy,Palmer,99645,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-179,Elder Care ALH,100724,,31-Jan-18,29-Feb-16,Biennial,SS,5,"Marita Cunanan/ Elder Care ALH, LLC",Marita,Cunanan,Jonathan/Mildred,Cunanan/Rapanot,333-7888,,ritzcare@ymail.com,7451 Timber Wolf Circle,Anchorage,99507,5210 Lionheart Drive,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-180,Elena's Place I,99,,31-May-18,1-Jun-16,Biennial,SS,5,Rodolfo (Rudy) and Teresita Regacho,Rodolfo,"Regacho, CNA",Lolita,Deligero,344-7607,,rudyregacho@gmail.com,8551 Arctic Blvd,Anchorage,99515,8551 Arctic Blvd.,Anchorage,99515,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-181,Elita's Golden Home Care,120,,31-Dec-17,1-Jan-16,Biennial,SS,8,Elita Muhlenbruch,Elita,Muhlenbruch,Richard,Muhlenbruch,346-1556,3461556,rmuhlenbruch@gci.net,PO Box 232154,Anchorage,99523,9435 Nickell Circle,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-182,Elizabeth Andrews,100177,,31-May-19,1-Jun-17,Biennial,DD/MH,3,Elizabeth Andrews,Elizabeth,Andrews,Janice,Lackey,338-2123,,angelliz414@gmail.com,8481 Majestic Drive,Anchorage,99504,8481 Majestic Drive,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-183,"Emmanuel Residential Care, LLC",101098,,31-Jan-18,1-Feb-16,Biennial,SS,2,"Emmanuel Residential Care, LLC",Valeria,Castro,Christopher,Trudgen,750-6785,620-9084,emmanuelresidentialcare@gmail.com,505 Illinois St. Unit 2,Fairbanks,99701,"505 Illinois St., Unit 2",Fairbanks,99701,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-184,Esperance Assisted Living,101127,,31-Dec-18,1-Jan-17,Biennial,DD/MH,4,Aminata Palmer,Aminata,Palmer,Tall,Abdou,,,aminiat_39@hotmail.com,2649 Carrol Place #B,Anchorage,99508,2649 Carroll Place #B,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-185,Extended Family Alaska,101161,,31-Jul-19,1-Aug-17,Biennial,DD/MH,5,Deon Burns,Deon,Burns,Parson,James,205-7427,,dbtruthislife@gmail.com,12725 Landmark Street Apt # A,Anchorage,99515,12725 Landmark Street Apt # A,Anchorage,99515,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-186,FamaCARE Home 1,100912,,30-Sep-18,1-Oct-16,Biennial,DD/MH,3,Modou E. Manneh,Modou,Manneh,Yaimundow/Abdouraham,Gai/Ceesay,646-9118,,famacare@hotmail.com,10979 Retreat Circle,Anchorage,99515,10979 Retreat Circle,Anchorage,99515,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-187,FamaCARE Home 2,101061,,30-Jun-19,7-Aug-17,Biennial,DD/MH,4,Modou E. Manneh,Modou,Manneh,Yaimundow/Abdouraham,Gai/Ceesay,727-3600,,famacare@hotmail.com,10979 Retreat Circle,Anchorage,99515,1750 Ponds Circle,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-188,FCS - Aliak #1,100567,,31-Aug-18,1-Sep-16,Biennial,DD/MH,2,Frontier Community Services,Amanda,Faulkner,Amanda,Wilcox,262-6331,,afaulkner@fcsonline.org,"43335 K-Beach Rd, Ste 36",Soldotna,99669,1701 B E. Aliak #1,Kenai,99611,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-189,FCS - Aliak #3,100544,,31-Aug-18,1-Sep-16,Biennial,DD/MH,2,Frontier Community Services,Amanda,Faulkner,Amanda,Wilcox,262-6331,,afaulkner@fcsonline.org,43335 K-Beach Rd. Ste 36,Soldotna,99669,1701 B E. Aliak #3,Kenai,99611,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-190,FCS - Coho,100700,,30-Sep-17,5-May-16,Biennial,DD/MH,4,Frontier Community Services,Amanda,Faulkner,John,Kamauoha,262-6331,,jkamauoha@fcsonline.org,43335 K-Beach Rd. Ste 36,Soldotna,99669,1235 Coho Place,Valdez,99686,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-191,FCS - Cottonwood,100111,,30-Sep-17,5-May-16,Biennial,DD/MH,4,Frontier Community Services,Amanda,Faulkner,John,Kamauoha,262-6331,,jkamauoha@fcsonline.org,43335 K-Beach Rd. Ste 36,Soldotna,99669,825 Cottonwood Drive,Valdez,99686,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-192,FCS - Igloo,100742,,31-Jul-18,1-Aug-16,Biennial,DD/MH,2,Frontier Community Services,Amanda,Faulkner,Ronald,Miller,262-6331,,afaulkner@fcsonline.org,"43335 K-Beach Rd, Ste 36",Soldotna,99669,143 W. Little Ave. #B,Soldotna,99669,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-193,FCS - Irons,100736,,31-Jul-18,1-Aug-16,Biennial,DD/MH,3,Frontier Community Services,Amanda,Faulkner,Ronald,Miller,262-6331,,afaulkner@fcsonline.org,"43335 K-Beach Rd, Ste 36",Soldotna,99669,143 W. Little Ave. #A,Soldotna,99669,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-194,FCS - Riverhills,100109,,30-Sep-18,1-Oct-16,Biennial,DD/MH,5,Frontier Community Services,Amanda,Faulkner,Denia,Stevens,262-6331,,afaulkner@fcsonline.org,"43335 K-Beach Rd, Ste 36",Soldotna,99669,36680 River Hills Drive,Kenai,99611,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-195,FCS - Snowflake,100616,,30-Jun-19,1-Jul-17,Biennial,SS,2,Frontier Community Services,Amanda,Faulkner,Denia,Stevens,262-6331,,afaulkner@fcsonline.org,"43335 K-Beach Rd, Ste 36",Soldotna,99669,1406 Hedley Drive,Kenai,99611,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-196,FCS - St. Andrews,101140,,31-Mar-19,1-Apr-17,Biennial,DD/MH,4,Frontier Community Services,Amanda,Faulkner,Rhonda,Scott,262-6331,262-6294,afaulkner@fcsonline.org,"43335 K-Beach Rd, Ste 36",Soldotna,99669,36615 St. Andrews Road,Kenai,99611,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-197,FCS - Walnut,100110,,31-Jan-18,1-Feb-16,Biennial,DD/MH,3,Frontier Community Services,Amanda,Faulkner,Denia,Stevens,262-6331,,afaulkner@fcsonline.org,"43335 K-Beach Rd, Ste 36",Soldotna,99669,1083 Walnut Dr.,Kenai,99611,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-198,Feathered Nest,101065,,31-Jul-19,1-Aug-17,Biennial,DD/MH,2,Feathered Nest Inc.,Lois,Epperson,Lianne,Hobbs,376-6495,357-6495,rosslois@mtaonline.net,7362 W. Parks Hwy #805,Wasilla,99623,8270 Mallard Lane,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-199,Feh's Humanitarian ALH,101002,,31-Mar-18,1-Apr-16,Biennial,DD/MH,3,Providence Feh,Providence,Feh,David,Ngwa,887-6007,,providencafeh@yahoo.com,2948 Kimberlie Ct,Anchorage,99508,2948 Kimberlie Ct,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-200,Felici's Assisted Living Home,101156,,31-May-18,1-Jun-17,Provisional,DD/MH,3,Raissa Umekwe,Raissa,Umekwe,Providence,Feh,240-396-8981,,raissaacha23@gmail.com,1415 Marten St.,Anchorage,99504,1415 Marten St.,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-201,Fe's Assisted Living Home,100592,,30-Jun-19,1-Jul-17,Biennial,DD/MH,3,Fe Comon & Ventura G Laurio,Fe,Comon,Ventura G,Laurio,222-5027,,fe.comon@yahoo.com,1841 E. 57th Avenue,Anchorage,99507,1841 E. 57th Avenue,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-202,Fidelity Assisted Living Home,100774,,30-Jun-19,1-Jul-17,Biennial,SS,4,Aurora Preston,Aurora,Preston,Martin,Daguna,229-3717,,abpreslee07@yahoo.com,6133 E. 12th Ave.,Anchorage,99504,6133 East 12th Ave.,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-203,Fine Pearle Assisted Living,100463,,30-Sep-17,1-Oct-15,Biennial,SS,5,Fine Pearle LLC,Perlita,Ayson,Lauro,Ayson,229-3980,334-3364,finepearle@yahoo.com,1725 Minerva Way,Anchorage,99515,1725 Minerva Way,Anchorage,99515,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-204,Fine Pearle Too ALH,100883,,30-Nov-18,1-Dec-16,Biennial,SS,3,Fine Pearle LLC,Perlita,Ayson,Lauro,Ayson,229-3980,334-3364,finepearle@yahoo.com,1743 Minerva Way,Anchorage,99515,1743 Minerva Way,Anchorage,99515,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-205,Fireweed Assisted Living*,100102,,30-Sep-18,1-Oct-16,Biennial,DD/MH,1,Betsy & Mark Balts,Mark A,Balts,Betsy,Balts,248-6623,,baltsfamily@yahoo.com,3140 De Armoun Rd,Anchorage,99516,3140 De Armoun Rd,Anchorage,99516,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-206,Fitchetts Assisted Living,100015,,31-Mar-18,1-Apr-16,Biennial,DD/MH,3,Rosemary Fitchett,Rosemary,Fitchett,Bryan,Fitchett,333-0737,,fitchett61@gci.net,8481 Ridgeway Avenue,Anchorage,99504,8481 Ridgeway Avenue,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-207,Forget-Me-Not ALH,266,,30-Sep-19,1-Oct-17,Biennial,SS,5,Susan Dickinson,Susan V.,Dickinson,Sarah,Hess,336-0979,336-9220,mabuhaysusan@gmail.com,9220 Aphrodite Drive,Anchorage,99515,9220 Aphrodite Drive,Anchorage,99515,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-208,FRA - Condor Residence,101067,,31-Jul-19,1-Aug-17,Biennial,DD/MH,9,Fairbanks Resource Agency,Emily F.,Ennis,Darla,Gillen,456-8901,,emily@fra-alaska.net,805 Airport Road Suite 1,Fairbanks,99701,4455 Condor Court,Fairbanks,99709,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-209,FRA - Craig,100188,,31-May-18,1-Jun-16,Biennial,DD/MH,4,Fairbanks Resource Agency,Emily F.,Ennis,Darla,Gillen,456-8901,,emily@fra-alaska.net,805 Airport Road Suite 1,Fairbanks,99701,430 Craig Street,Fairbanks,99701,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-210,FRA - Erickson,100160,,31-May-18,1-Jun-16,Biennial,DD/MH,4,Fairbanks Resource Agency,Emily F.,Ennis,Darla,Gillen,456-8901,,emily@fra-alaska.net,805 Airport Road Suite 1,Fairbanks,99701,3747 Erickson Avenue,Fairbanks,99701,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-211,FRA - Flodin Residence,101068,,31-Jul-19,1-Aug-17,Biennial,DD/MH,9,Fairbanks Resource Agency,Emily F.,Ennis,Darla,Gillen,456-8901,,emily@fra-alaska.net,805 Airport Road Suite 1,Fairbanks,99701,2980 Mack Boulevard,Fairbanks,99709,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-212,FRA - Ruby House,361700,,31-May-18,1-Jun-16,Biennial,DD/MH,5,Fairbanks Resource Agency,Emily F.,Ennis,Darla,Gillen,456-8901,,emily@fra-alaska.net,805 Airport Road Suite 1,Fairbanks,99701,2505 Ruby Avenue,Fairbanks,99701,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-213,FRA - Slater House,100151,,31-May-18,1-Jun-16,Biennial,DD/MH,4,Fairbanks Resource Agency,Emily F.,Ennis,Darla,Gillen,456-8901,,emily@fra-alaska.net,805 Airport Road Suite 1,Fairbanks,99701,594 Slater Drive,Fairbanks,99701,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-214,FRA - Tamarack I Residence,101069,,31-Jul-19,1-Aug-17,Biennial,DD/MH,9,Fairbanks Resource Agency,Emily F.,Ennis,Darla,Gillen,456-8901,,emily@fra-alaska.net,805 Airport Road Suite 1,Fairbanks,99701,1616 Tamarack Street,Fairbanks,99709,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-215,FRA - Tamarack II Residence,101070,,31-Jul-19,1-Aug-17,Biennial,DD/MH,9,Fairbanks Resource Agency,Emily F.,Ennis,Darla,Gillen,456-8901,,emily@fra-alaska.net,805 Airport Road Suite 1,Fairbanks,99701,1608 Tamarack Street,Fairbanks,99709,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-216,FRA - Turner House,100345,,31-May-18,1-Jun-16,Biennial,DD/MH,4,Fairbanks Resource Agency,Emily F.,Ennis,Darla,Gillen,456-8901,,emily@fra-alaska.net,805 Airport Road Suite 1,Fairbanks,99701,11 Steelhead Road,Fairbanks,99701,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-217,FRA - Wright Residence,101071,,31-Jul-19,1-Aug-17,Biennial,DD/MH,10,Fairbanks Resource Agency,Emily F.,Ennis,Darla,Gillen,456-8901,,emily@fra-alaska.net,805 Airport Road Suite 1,Fairbanks,99701,721 East 8th Avenue,North Pole,99705,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-218,Freedom House,100807,6/30/2018,30-Jun-17,1-Jul-16,Provisional,DD/MH,5,Abdoukarim Mboge,Abdoukarim,Mboge,Fatoumatta,Sanneh,868-3099,,abdoukarimmboge@yahoo.com,5876 Kennyhill Drive,Anchorage,99504,5876 Kennyhill Drive,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-219,Freedom House ALH II,100982,,30-Nov-17,1-Dec-15,Biennial,DD/MH,5,Abdoukarim Mboge,Abdoukarim,Mboge,Fatoumatta,Sanneh,868-1054,,abdoukarimmboge@yahoo.com,5876 Kennyhill Drive,Anchorage,99504,5807 E. 9th Court,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-220,Frontier Assisted Living,101222,,28-Feb-18,1-Mar-17,Provisional,SS,10,Frontier Assisted Living LLC,Margaret,Hankerson,Allyson,Boyer,328-2200,328-2203,hankerpeg@gmail.com,1015 Evergreen Street,Fairbanks,99709,1015 Evergreen Street,Fairbanks,99709,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-221,Frontier Home Health Care,100472,,31-Mar-18,1-Apr-16,Biennial,DD/MH,5,Michael A. Brown,Michael A.,Brown,Marissa A.,Jones,337-2332,866-413-7297,fhhc@gci.net,400 W. 76th Ave #105,Anchorage,99518,7940 Little Dipper Avenue,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-222,Frontier Home Health Care - East,100698,,30-Nov-17,1-Dec-15,Biennial,DD/MH,5,Michael A. Brown,Michael A.,Brown,Marissa A.,Jones,337-2332,866-413-7297,fhhc@gci.net,400 W. 76th Ave #105,Anchorage,99518,5710 Cope Street,Anchorage,99518,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-223,Frontier Home Health Care - Mirage,101136,,28-Feb-19,1-Mar-17,Biennial,DD/MH,4,Michael A. Brown,Michael A.,Brown,Jessica,Fulton,337-2332,,fhhc@gci.net,400 W. 76th Ave #105,Anchorage,99518,3651 Mirage Circle,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-224,Fuerstenau ALH,100460,8/31/2018,31-Aug-17,1-Sep-15,Biennial,DD/MH,1,David Fuerstenau,David,Fuerstenau,Roxanne,Fuerstenau,225-2842,,djfuerstenau@kpunet.net,426 Buren Rd.,Ketchikan,99901,426 Buren Rd,Ketchikan,99901,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-225,Fulani Assisted Living Home,100880,,31-Mar-18,15-Oct-16,Biennial,DD/MH,2,Momodou Jallow,Momodou,Jallow,Sharon,Strong,310-3417,,moisa09@yahoo.com,2591 Lyvona Lane,Anchorage,99502,2591 Lyvona Lane,Anchorage,99502,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-226,Full Circle ALH,100802,,31-Oct-18,1-Nov-16,Biennial,DD/MH,2,Jackie Shuravloff,Jackie,Shuravloff,Tara,Jackson,644-8254,,jacshur@yahoo.com,1510 Lily Pond Circle,Anchorage,99507,1510 Lily Pond Circle,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-227,Genacta Senior Living,100558,,30-Sep-18,1-Oct-16,Biennial,SS,5,Jerry Isolokwu DBA Gentle Care Services Inc. DBA Genacta In Home Care,Lovette,Isolokwu,Charles,James,HM:929-0359,343-9590 CJ Cell,info@genacta.com,1951 Cannoneer Circle,Anchorage,99507,1951 Cannoneer Circle,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-228,Glacier Assisted Living Home,101126,,30-Nov-18,10-May-17,Biennial,DD/MH,5,Andrew and Patricia Weiss LLC,Pat,Weiss,Scott,Heitt,332-0007,,apbweiss@yahoo.com,PO Box 241934,Anchorage,99504,7913 E. 20th Ave,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-229,"Gloria's Golden Heart, LLC",100488,,31-Jul-18,1-Aug-16,Biennial,SS,5,Gloria and Joaquin Barbachano,Gloria,"Barbachano, RN",Juliet,Castillo,339-9198,339-9198,jmbarbachano@yahoo.com,3713 Robin Street,Anchorage,99504,3713 Robin Street,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-230,"Glorious Life ALH, LLC.",100438,,31-Jul-19,1-Aug-17,Biennial,SS,4,"Glorious Life ALH, LLC",Rosalinda,Cruse,Lorna,Sellman,341-3277,782-4877,joeros@gci.net,16641 Marcus Street,Eagle River,99577,16641 Marcus Street,Eagle River,99577,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-231,"Golden Agers Homecare, LLC.",101194,,30-Jun-18,30-Jun-17,Provisional,SS,5,"Golden Agers Homecare, LLC.",Luisa,Allen,Nena,Buck,631-4222,,goldenagershomecarellc@gmail.com,591 East Susitna Ave.,Wasilla,99654,591 East Susitna Ave.,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-232,"Golden Age's Manor, LLC.",101188,,31-Mar-18,10-Apr-17,Provisional,DU,10,"Golden Age's Manor, LLC.",Nancy,Pelphrey,Marshall,Pelphrey (SON),885-8002,,GOLDENAGESMANOR@yahoo.com,PO Box 240983,Anchorage,99524,309 E. 24th Ave.,Anchorage,99503,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-233,Golden Friendship Home for Elderly,101087,,30-Nov-17,1-Dec-15,Biennial,SS,5,"Golden Friendship Home for Elderly, LLC",Paligutan,Loreta,Byron,Corral,248-5276,245-2782,lauriepaligutan@yahoo.com,9180 Aphrodite Drive,Anchorage,99515,9180 Aphrodite Drive,Anchorage,99515,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-234,Golden Hearts Agency - Blackberry,100738,,31-Mar-18,1-Apr-16,Biennial,DD/MH,3,Golden Hearts Incorporated,Donna,Hayes,Sarah,Strodbeck,344-2729,,dgoldenhearts@aol.com,6401 Blackberry Street,Anchorage,99502,3442 West 64th Ave,Anchorage,99502,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-235,Golden Hearts Agency - Concord,100295,,31-Jan-19,1-Feb-17,Biennial,DD/MH,4,Golden Hearts Incorporated,Donna S.,Hayes,Sarah,Strodtbreck,344-2729,677-1105,dgoldenhearts@aol.com,6401 Blackberry Street,Anchorage,99502,2961 Concord Lane,Anchorage,99502,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-236,Golden Hearts Agency- Lavender House,101182,,31-Dec-17,28-Dec-16,Provisional,DD/MH,5,Golden Hearts Incorporated,Donna,Hayes,Sarah,Strodbeck,334-2729,,dgoldenhearts@aol.com,6401 Blackberry Street,anchorage,99502,3313 W. 79th ave,Anchorage,99502,FALSE,Assisted Living
