row_id,name,typeofcare,description,primary_phone,primary_phone_extension,secondary_phone,secondary_phone_extension,fax,email,website,low_rate,address_line_1,address_line_2,latitude,longitude,city,province,postal_code,country,neighborhood
USA-AK-70-AK-AssistedLiving-output-120,"Caring Bridges Assisted Living Home, INC.",Dementia Care;Assisted Living,,479 0360,,,,479 3319,oakdale@acsalaska.net,,,107 7th Avenue Unit 1,,64.84059,-147.706981,Fairbanks,,99701,,
USA-AK-70-AK-AssistedLiving-output-121,Caring Hand In Hand Human Services,Dementia Care;Assisted Living,,521 0890,,,,,m_dobbs_73@hotmail.com,,,11340 Fireball Street,,61.3232397,-149.5544574,Eagle River,,99577,,Eagle River
USA-AK-70-AK-AssistedLiving-output-122,Caring Hand In Hand Soldotna,Dementia Care;Assisted Living,,841 6377,,,,,M_dobbs_73@hotmail.com,,,42340 Donna Circle,,60.514007,-151.006324,Soldotna,,99669,,
USA-AK-70-AK-AssistedLiving-output-123,"Caring Hands And Homes, Ltd.",Dementia Care;Assisted Living,,699 8581,,,,(907) 357 5302,mattdobbs569@gmail.com,,,2935 N. Church Road #A,,61.612197,-149.506358,Wasilla,,99654,,Tanaina
USA-AK-70-AK-AssistedLiving-output-124,Caring Hands Assisted Living,Dementia Care;Assisted Living,,202 0559,,,,864 0364,caringhands413@gmail.com,,,174 W. Spruce Ave.,,61.5989982,-149.453941,Wasilla,,99654,,
USA-AK-70-AK-AssistedLiving-output-126,Caritas Assisted Living Home,Dementia Care;Assisted Living,,929 4819,,,,,jopenpk@yahoo.com,,,"1720 Adonis Dr,",,61.1326211,-149.9112937,Anchorage,,99515,,Bayshore / Klatt
USA-AK-70-AK-AssistedLiving-output-127,"Caritas Assisted Living Home II, INC.",Dementia Care;Assisted Living,,929 4819,,,,,jopenpk@yahoo.com,,,1307 W. 46th Ave 130,,61.1790645,-149.90806,Anchorage,,99503,,Spenard
USA-AK-70-AK-AssistedLiving-output-128,Carmelite Home,Dementia Care;Assisted Living,,336 1296,,,,336 1298,asianpop23@yahoo.com,,,9401 Aphrodite Drive,,61.1356557,-149.9131303,Anchorage,,99515,,Bayshore / Klatt
USA-AK-70-AK-AssistedLiving-output-129,Chadellynh Home,Dementia Care;Assisted Living,,764 9223,,,,,mariloualonso@hotmail.com,,,2940 Columbia Street,,61.1936753,-149.844726,Anchorage,,99508,,Rogers Park
USA-AK-70-AK-AssistedLiving-output-130,Chandler Alh,Assisted Living,,225 1174,,,,,Alaskan_china@icloud.com,,,11 Lode Lane,,55.3102004,-131.5767537,Ketchikan,,99901,,
USA-AK-70-AK-AssistedLiving-output-131,Charis Place Assisted Living,Dementia Care;Assisted Living,,335 2052,,,,335 2051,charisplace@gmail.com,,,701 N Forest Drive,,60.5719203,-151.2779377,Kenai,,99611,,
USA-AK-70-AK-AssistedLiving-output-132,Chesser Assisted Living Home,Assisted Living,,235 4955,,,,,rddcr@acsalaska.net,,,35020 Scandinavian Drive,,59.765325,-151.826944,Anchor Point,,99556,,
USA-AK-70-AK-AssistedLiving-output-133,Christian Assisted Living Home,Dementia Care;Assisted Living,,522 6377,,,,522 6377,calh2004mcunanan@gmail.com,,,310 E. 46th Avenue,,61.1789543,-149.8782495,Anchorage,,99503,,Midtown
USA-AK-70-AK-AssistedLiving-output-134,Chucki's Place,Assisted Living,,350 6831,,,,337 8050,jsebastiani@gci.net,,,4032 Kingston Drive,,61.1839767,-149.7627447,Anchorage,,99504,,Scenic Foothills
USA-AK-70-AK-AssistedLiving-output-135,"Chugiak Senior Citizens', INC.",Dementia Care;Assisted Living,,688 2661,,,,688 1320,assistedliving@mtaonline.net,,,22424 Birchwood Loop,,61.3972464,-149.4649636,Chugiak,,99567,,Chugiak
USA-AK-70-AK-AssistedLiving-output-136,Cindy & VIC'S Blessings Bungalow,Assisted Living,,230 3618,,,,,Cindy@cindyandvics.com,,,2324 Marian Bay Circle,,33.9037845,-79.3104045,Anchorage,,99515,,
USA-AK-70-AK-AssistedLiving-output-137,Cindy & VIC'S Harmony House,Assisted Living,,230 3618,,,,,Cindy@cindyandvics.com,,,7801 Ladasa Place,,61.1500115,-149.8152626,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-138,Cindy & VIC'S Joyful Joint,Assisted Living,,230 3618,,,,,Cindy@cindyandvics.com,,,4041 Red Talon Circle,,61.1552596,-149.8075146,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-139,Cindy & VIC'S Peace Place,Assisted Living,,244 8427,,,,891 0091,Cindy@cindyandvics.com\mailto:Vic@cindyandvics.com,,,4134 Red Talon Circle,,61.154858,-149.8060791,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-140,Cindy And VIC'S Wilderness Retreat,Assisted Living,,,,,,,,,,12305 Wilderness Rd,,61.1094824,-149.7972243,Anchorage,,99516,,Huffman / O' Malley
USA-AK-70-AK-AssistedLiving-output-141,Clearfield Assisted Living Home,Dementia Care;Assisted Living,,334 9497,,,,,rodolforafael@rocketmail.com,,,7673 Winchester,,61.151294,-149.811185,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-142,Clearview Haven Alh,Dementia Care;Assisted Living,,224 5220,,,,,clearview@gci.net,,,33343 Winterset Circle,,60.1791962,-149.3785766,Seward,,99664,,
USA-AK-70-AK-AssistedLiving-output-143,Clouds Rest Commons,Assisted Living,,376 3495,,,,,paulhartig@gmail.com,,,5772 E. Morning Mist Dr,,61.554383,-149.30544,Palmer,,99645,,Gateway
USA-AK-70-AK-AssistedLiving-output-144,Colony House INC.,Dementia Care;Assisted Living,,354 5483,,,,,colonymanor@mac.com,,,2801 E. Bogard Rd,,61.5955602,-149.3797283,Wasilla,,99654,,
USA-AK-70-AK-AssistedLiving-output-145,Colony Manor,Dementia Care;Assisted Living,,373 1880,,,,,colonymanor@mac.com,,,6801 Weswood Drive,,61.5982212,-149.2791215,Palmer,,99654,,Lakes
USA-AK-70-AK-AssistedLiving-output-146,Colony Manor At Creekside,Dementia Care;Assisted Living,,373 1880,,,,,colonymanor@mac.com,,,1998 Creekside Drive,,61.561853,-149.321873,Wasilla,,99654,,Gateway
USA-AK-70-AK-AssistedLiving-output-147,Colony Manor At VILLAGE Park,Dementia Care;Assisted Living,,373 1880,,,,,colonymanor@mac.com,,,2051 Porcupine Trail,,61.6108084,-149.3994998,Wasilla,,99654,,Tanaina
USA-AK-70-AK-AssistedLiving-output-148,Comfort & Caring Alh,Assisted Living,,903 4344,,,,,jankehjagne@yahoo.com,,,8220 Dagan Street,,61.1461753,-149.9240664,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-149,Comfort Assisted Living II,Dementia Care;Assisted Living,,351 9870,,,,,calhyk@gmail.com,,,7390 Winchester Street,,61.153945,-149.812243,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-150,Comfort Assisted Living III,Dementia Care;Assisted Living,,351 9870,,,,,calhyk@gmail.com,,,7370 Winchester Street,,61.1541194,-149.812246,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-151,Cotter's Assisted Living Home,Assisted Living,,745 1260,,,,,noel.mak@hotmail.com,,,2060 North Palomino Lane,,61.6026794,-149.1709554,Palmer,,99645,,
USA-AK-70-AK-AssistedLiving-output-152,Creative Care Assisted Living Home,Assisted Living,,903 0443,,,,,Carolynn.laliberte@yahoo.com,,,11401 Thunderbrush Circle,,61.1175126,-149.77712,Anchorage,,99516,,Huffman / O' Malley
USA-AK-70-AK-AssistedLiving-output-153,Creative Care II,Assisted Living,,(907) 903 0443,,,,,carolynn.laliberte@yahoo.com/dennisgsmithII@yahoo.,,,9061 King David Drive,,61.1387428,-149.8141434,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-154,Creekside Assisted Living,Dementia Care;Assisted Living,,333 4454,,,,334 1960,creeksideassistedliving@yahoo.com,,,7710 Maryland Ave,,61.2154075,-149.7368888,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-155,Crossroads Assisted Living,Assisted Living,,529 7800,,,,,crossroadsal@gci.net,,,5316 E. 24th Avenue,,61.1986289,-149.7815204,Anchorage,,99508,,Russian Jack Park
USA-AK-70-AK-AssistedLiving-output-156,Crossroads Counseling And Training (ccat) 1,Assisted Living,,455 9737,,,,479 9737,nnelson@crossroadcounseling.org,,,1509 24th Avenue,,64.8249877,-147.7407332,Fairbanks,,99701,,
USA-AK-70-AK-AssistedLiving-output-157,Crossroads Counseling And Training (ccat) 2,Assisted Living,,455 9737,,,,479 9737,nnelson@crossroadcounseling.org,,,1021 Akiak Avenue,,64.8403249,-147.6605099,Fairbanks,,99701,,
USA-AK-70-AK-AssistedLiving-output-158,Crossroads Counseling And Training (ccat) 5,Assisted Living,,455 9737,,,,479 9737,nnelson@crossroadcounseling.org,,,1025 Akiak Avenue,,64.8403489,-147.6604518,Fairbanks,,99701,,
USA-AK-70-AK-AssistedLiving-output-159,Cruise-n-mcsorely Home,Assisted Living,,745 7607,,,,,titanium@gci.net,,,1725 N Thuma,,61.588226,-149.0984159,Palmer,,99645,,
USA-AK-70-AK-AssistedLiving-output-160,Dabakh's Alh,Assisted Living,,(350) 866 1952,,,,,b.sy01@hotmail.com,,,3760 W. 74th Avenue,,61.1530885,-149.9499207,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-161,Day Spring Alh,Dementia Care;Assisted Living,,947 2890,,,,,irenerose.antonio@gmail.com,,,4732 Denali St. Unit 2,,61.1777431,-149.8774662,Anchorage,,99503,,Midtown
USA-AK-70-AK-AssistedLiving-output-162,Day Spring Alh II,Dementia Care;Assisted Living,,947 2890,,,,,irenerose.antonio@gmail.com,,,2701 Wesleyan Drive #B,,61.1960782,-149.7883323,Anchorage,,99508,,Russian Jack Park
USA-AK-70-AK-AssistedLiving-output-163,Debbie's Assisted Living Home,Assisted Living,,479 8349,,,,,dclarke@gci.net,,,1173 Sunset Drive,,64.8380449,-147.7897529,Fairbanks,,99709,,
USA-AK-70-AK-AssistedLiving-output-164,Dehart Assisted Living Home,Assisted Living,,745 5065,,,,,lianne@gci.net,,,2930 N. Barrys Resort Drive,,ERROR,ERROR,Palmer,,99645,,ERROR
USA-AK-70-AK-AssistedLiving-output-165,Demeluz Alh,Dementia Care;Assisted Living,,868 1793,,,,,demeluzalh@gmail.com,,,7231 Bern St,,61.154854,-149.8393,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-166,Denali Assisted Living Services,Assisted Living,,,,,,,mattasanneh@hotmail.com,,,2649 Carroll Place #A,,61.196243,-149.7823807,Anchorage,,99508,,Russian Jack Park
USA-AK-70-AK-AssistedLiving-output-167,"Denali Ridge Assisted Living, Llc.",Dementia Care;Assisted Living,,315 1415,,,,,denaliridge.ak@gmail.com,,,1450 N. Grubstake Dr.,,61.594083,-149.477287,Wasilla,,99654,,
USA-AK-70-AK-AssistedLiving-output-168,Diaz,Assisted Living,,229 7017,,,,,sarasharmain19@yahoo.com,,,8060 Berry Patch Drive,,61.147166,-149.9109892,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-169,Discovery Living Assisted Living - Chinook Home,Assisted Living,,440 7259,,,,,discoverylivingllc@gmail.com,,,16845 Eleanora St.,,61.3366427,-149.5672294,Eagle River,,99577,,Eagle River
USA-AK-70-AK-AssistedLiving-output-170,Divine Care,Dementia Care;Assisted Living,,350 8884,,,,,sekonafam@gmail.com,,,3418 Upland Dr.,,61.1893326,-149.7433051,Anchorage,,99508,,Scenic Foothills
USA-AK-70-AK-AssistedLiving-output-171,Divine Hands Alh,Dementia Care;Assisted Living,,(907) 884 6882,,,,,adaamakaogbechie@yahoo.com,,,2812 W. 29th Ave,,61.1941515,-149.9374538,Anchorage,,99517,,Turnagain
USA-AK-70-AK-AssistedLiving-output-172,Divine Mercy Alh,Dementia Care;Assisted Living,,868 8608,,,,,rachel.p.militello@gmail.com,,,3554 Newcomb Drive,,61.1887637,-149.7905324,Anchorage,,99508,,U-MED District
USA-AK-70-AK-AssistedLiving-output-173,Divine Mercy II Alh,Dementia Care;Assisted Living,,770 9148,,,,770 9149,eduardopentecostes@yahoo.com,,,417 E. 11th Avenue #5,,44.8768246,-97.1111752,Anchorage,,99501,,
USA-AK-70-AK-AssistedLiving-output-174,Eagle Assisted Living,Assisted Living,,(907) 631 3078,,,,(907) 631 3518,jeanne.owen@genacta.com,,,5545 S. Irwin Drive #1,,61.519493,-149.618257,Wasilla,,99654,,
USA-AK-70-AK-AssistedLiving-output-175,Eagle Crest III Alh,Assisted Living,,688 4123,,,,,eaglecrest1@me.com,,,22626 Chamber Lane,,61.4056685,-149.4603006,Chugiak,,99567,,Chugiak
USA-AK-70-AK-AssistedLiving-output-176,Eagle's Wings,Dementia Care;Assisted Living,,385 0485,,,,385 4955,admin@eagleswingsalh.com,,,109 E. 5th Avenue,,64.7509207,-147.3497244,North Pole,,99705,,
USA-AK-70-AK-AssistedLiving-output-177,Eagle's Wings II,Dementia Care;Assisted Living,,385 0485,,,,385 0275,admin@eagleswingsalh.com,,,2793 Perimeter Drive,,64.7553512,-147.3614137,North Pole,,99705,,
USA-AK-70-AK-AssistedLiving-output-178,Edie's House,Assisted Living,,745 5715,,,,745 0518,frost@mtaonline.net,,,Mile 5.5 Old Glenn Hwy,,61.488812,-149.0954978,Palmer,,99645,,
USA-AK-70-AK-AssistedLiving-output-179,Elder Care Alh,Dementia Care;Assisted Living,,333 7888,,,,,ritzcare@ymail.com,,,5210 Lionheart Drive,,61.22033,-149.784152,Anchorage,,99508,,Russian Jack Park
USA-AK-70-AK-AssistedLiving-output-180,Elena's Place I,Dementia Care;Assisted Living,,344 7607,,,,,rudyregacho@gmail.com,,,8551 Arctic Blvd.,,61.1433921,-149.8915419,Anchorage,,99515,,Bayshore / Klatt
USA-AK-70-AK-AssistedLiving-output-181,Elita's Golden Home Care,Dementia Care;Assisted Living,,346 1556,,,,346 1556,rmuhlenbruch@gci.net,,,9435 Nickell Circle,,61.1354151,-149.785433,Anchorage,,99507,,Mid-Hillside
USA-AK-70-AK-AssistedLiving-output-182,Elizabeth Andrews,Assisted Living,,338 2123,,,,,angelliz414@gmail.com,,,8481 Majestic Drive,,61.1821619,-149.7235076,Anchorage,,99504,,Scenic Foothills
USA-AK-70-AK-AssistedLiving-output-183,"Emmanuel Residential Care, Llc",Dementia Care;Assisted Living,,750 6785,,,,620 9084,emmanuelresidentialcare@gmail.com,,,"505 Illinois St., Unit 2",,64.850301,-147.71925,Fairbanks,,99701,,
USA-AK-70-AK-AssistedLiving-output-184,Esperance Assisted Living,Assisted Living,,,,,,,aminiat_39@hotmail.com,,,2649 Carroll Place #B,,61.1837478,-149.9380002,Anchorage,,99508,,Turnagain
USA-AK-70-AK-AssistedLiving-output-185,Extended Family Alaska,Assisted Living,,205 7427,,,,,dbtruthislife@gmail.com,,,12725 Landmark Street Apt # A,,61.1056171,-149.8522225,Anchorage,,99515,,Old Seward / Oceanview
USA-AK-70-AK-AssistedLiving-output-186,Famacare Home 1,Assisted Living,,646 9118,,,,,famacare@hotmail.com,,,10979 Retreat Circle,,61.1141815,-149.7416615,Anchorage,,99515,,Hillside East
USA-AK-70-AK-AssistedLiving-output-187,Famacare Home 2,Assisted Living,,727 3600,,,,,famacare@hotmail.com,,,1750 Ponds Circle,,39.9930148,-86.1609759,Anchorage,,99507,,
USA-AK-70-AK-AssistedLiving-output-188,Fcs - Aliak #1,Assisted Living,,262 6331,,,,,afaulkner@fcsonline.org,,,1701 B E. Aliak #1,,60.568044,-151.179396,Kenai,,99611,,
USA-AK-70-AK-AssistedLiving-output-189,Fcs - Aliak #3,Assisted Living,,262 6331,,,,,afaulkner@fcsonline.org,,,1701 B E. Aliak #3,,60.568044,-151.179396,Kenai,,99611,,
USA-AK-70-AK-AssistedLiving-output-190,Fcs - Coho,Assisted Living,,262 6331,,,,,jkamauoha@fcsonline.org,,,1235 Coho Place,,61.1345451,-146.3764874,VALDEZ,,99686,,
USA-AK-70-AK-AssistedLiving-output-191,Fcs - Cottonwood,Assisted Living,,262 6331,,,,,jkamauoha@fcsonline.org,,,825 Cottonwood Drive,,61.1357979,-146.3743413,VALDEZ,,99686,,
USA-AK-70-AK-AssistedLiving-output-192,Fcs - IGLOO,Assisted Living,,262 6331,,,,,afaulkner@fcsonline.org,,,143 W. Little Ave. #B,,60.486297,-151.073316,Soldotna,,99669,,
USA-AK-70-AK-AssistedLiving-output-193,Fcs - IRONS,Assisted Living,,262 6331,,,,,afaulkner@fcsonline.org,,,143 W. Little Ave. #A,,60.486297,-151.073316,Soldotna,,99669,,
USA-AK-70-AK-AssistedLiving-output-194,Fcs - Riverhills,Assisted Living,,262 6331,,,,,afaulkner@fcsonline.org,,,36680 River Hills Drive,,60.5122075,-151.1555133,Kenai,,99611,,
USA-AK-70-AK-AssistedLiving-output-195,Fcs - Snowflake,Dementia Care;Assisted Living,,262 6331,,,,,afaulkner@fcsonline.org,,,1406 Hedley Drive,,60.5810594,-151.2791546,Kenai,,99611,,
USA-AK-70-AK-AssistedLiving-output-196,Fcs - St. Andrews,Assisted Living,,262 6331,,,,262 6294,afaulkner@fcsonline.org,,,36615 St. Andrews Road,,60.511642,-151.1537223,Kenai,,99611,,
USA-AK-70-AK-AssistedLiving-output-197,Fcs - Walnut,Assisted Living,,262 6331,,,,,afaulkner@fcsonline.org,,,1083 Walnut Dr.,,60.5723841,-151.269887,Kenai,,99611,,
USA-AK-70-AK-AssistedLiving-output-198,Feathered Nest,Assisted Living,,376 6495,,,,357 6495,rosslois@mtaonline.net,,,8270 Mallard Lane,,61.5750255,-149.6588329,Wasilla,,99654,,
USA-AK-70-AK-AssistedLiving-output-199,Feh's Humanitarian Alh,Assisted Living,,887 6007,,,,,providencafeh@yahoo.com,,,2948 Kimberlie Ct,,61.1837307,-149.8255801,Anchorage,,99508,,U-MED District
USA-AK-70-AK-AssistedLiving-output-200,Felici's Assisted Living Home,Assisted Living,,(240) 396 8981,,,,,raissaacha23@gmail.com,,,1415 Marten St.,,34.7378321,-92.3114548,Anchorage,,99504,,Capital View
USA-AK-70-AK-AssistedLiving-output-201,Fe's Assisted Living Home,Assisted Living,,222 5027,,,,,fe.comon@yahoo.com,,,1841 E. 57th Avenue,,61.1697124,-149.8467558,Anchorage,,99507,,Campbell Park
USA-AK-70-AK-AssistedLiving-output-202,Fidelity Assisted Living Home,Dementia Care;Assisted Living,,229 3717,,,,,abpreslee07@yahoo.com,,,6133 East 12th Ave.,,39.7352832,-104.9168936,Anchorage,,99504,,East
USA-AK-70-AK-AssistedLiving-output-203,Fine Pearle Assisted Living,Dementia Care;Assisted Living,,229 3980,,,,334 3364,finepearle@yahoo.com,,,1725 Minerva Way,,61.1341103,-149.9100926,Anchorage,,99515,,Bayshore / Klatt
USA-AK-70-AK-AssistedLiving-output-204,Fine Pearle Too Alh,Dementia Care;Assisted Living,,229 3980,,,,334 3364,finepearle@yahoo.com,,,1743 Minerva Way,,61.1340191,-149.9108057,Anchorage,,99515,,Bayshore / Klatt
USA-AK-70-AK-AssistedLiving-output-205,Fireweed Assisted Living*,Assisted Living,,248 6623,,,,,baltsfamily@yahoo.com,,,3140 De Armoun Rd,,61.093803,-149.822856,Anchorage,,99516,,Huffman / O' Malley
USA-AK-70-AK-AssistedLiving-output-206,Fitchetts Assisted Living,Assisted Living,,333 0737,,,,,fitchett61@gci.net,,,8481 Ridgeway Avenue,,61.194181,-149.7230219,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-207,Forget-me-not Alh,Dementia Care;Assisted Living,,336 0979,,,,336 9220,mabuhaysusan@gmail.com,,,9220 Aphrodite Drive,,61.1371971,-149.911908,Anchorage,,99515,,Bayshore / Klatt
USA-AK-70-AK-AssistedLiving-output-208,Fra - Condor Residence,Assisted Living,,456 8901,,,,,emily@fra-alaska.net,,,4455 Condor Court,,64.8426555,-147.8477964,Fairbanks,,99709,,
USA-AK-70-AK-AssistedLiving-output-209,Fra - Craig,Assisted Living,,456 8901,,,,,emily@fra-alaska.net,,,430 Craig Street,,64.8478614,-147.6738231,Fairbanks,,99701,,
USA-AK-70-AK-AssistedLiving-output-210,Fra - Erickson,Assisted Living,,456 8901,,,,,emily@fra-alaska.net,,,3747 Erickson Avenue,,64.8327655,-147.8188036,Fairbanks,,99701,,
USA-AK-70-AK-AssistedLiving-output-211,Fra - Flodin Residence,Assisted Living,,456 8901,,,,,emily@fra-alaska.net,,,2980 Mack Boulevard,,64.859672,-147.789449,Fairbanks,,99709,,
USA-AK-70-AK-AssistedLiving-output-212,Fra - Ruby House,Assisted Living,,456 8901,,,,,emily@fra-alaska.net,,,2505 Ruby Avenue,,64.8373297,-147.7803802,Fairbanks,,99701,,
USA-AK-70-AK-AssistedLiving-output-213,Fra - Slater House,Assisted Living,,456 8901,,,,,emily@fra-alaska.net,,,594 Slater Drive,,64.8416362,-147.6966608,Fairbanks,,99701,,
USA-AK-70-AK-AssistedLiving-output-214,Fra - Tamarack I Residence,Assisted Living,,456 8901,,,,,emily@fra-alaska.net,,,1616 Tamarack Street,,64.8617568,-147.7533938,Fairbanks,,99709,,
USA-AK-70-AK-AssistedLiving-output-215,Fra - Tamarack II Residence,Assisted Living,,456 8901,,,,,emily@fra-alaska.net,,,1608 Tamarack Street,,64.8616757,-147.7528714,Fairbanks,,99709,,
USA-AK-70-AK-AssistedLiving-output-216,Fra - Turner House,Assisted Living,,456 8901,,,,,emily@fra-alaska.net,,,11 Steelhead Road,,64.8350252,-147.8587859,Fairbanks,,99701,,
USA-AK-70-AK-AssistedLiving-output-217,Fra - Wright Residence,Assisted Living,,456 8901,,,,,emily@fra-alaska.net,,,721 East 8th Avenue,,64.7479929,-147.3316758,North Pole,,99705,,
USA-AK-70-AK-AssistedLiving-output-218,Freedom House,Assisted Living,,868 3099,,,,,abdoukarimmboge@yahoo.com,,,5876 Kennyhill Drive,,61.1928423,-149.7701618,Anchorage,,99504,,U-MED District
USA-AK-70-AK-AssistedLiving-output-219,Freedom House Alh II,Assisted Living,,868 1054,,,,,abdoukarimmboge@yahoo.com,,,5807 E. 9th Court,,39.1010531,-94.5139809,Anchorage,,99504,,Northeast Kansas City
USA-AK-70-AK-AssistedLiving-output-220,Frontier Assisted Living,Dementia Care;Assisted Living,,328 2200,,,,328 2203,hankerpeg@gmail.com,,,1015 Evergreen Street,,64.855457,-147.753986,Fairbanks,,99709,,
USA-AK-70-AK-AssistedLiving-output-221,Frontier Home Health Care,Assisted Living,,337 2332,,,,(866) 413 7297,fhhc@gci.net,,,7940 Little Dipper Avenue,,61.1907244,-149.7316956,Anchorage,,99504,,Scenic Foothills
USA-AK-70-AK-AssistedLiving-output-222,Frontier Home Health Care - East,Assisted Living,,337 2332,,,,(866) 413 7297,fhhc@gci.net,,,5710 Cope Street,,61.1688644,-149.9025518,Anchorage,,99518,,Taku / Campbell
USA-AK-70-AK-AssistedLiving-output-223,Frontier Home Health Care - Mirage,Assisted Living,,337 2332,,,,,fhhc@gci.net,,,3651 Mirage Circle,,61.1872067,-149.7724694,Anchorage,,99504,,U-MED District
USA-AK-70-AK-AssistedLiving-output-224,Fuerstenau Alh,Assisted Living,,225 2842,,,,,djfuerstenau@kpunet.net,,,426 Buren Rd,,55.3580645,-131.6894004,Ketchikan,,99901,,
USA-AK-70-AK-AssistedLiving-output-225,Fulani Assisted Living Home,Assisted Living,,310 3417,,,,,moisa09@yahoo.com,,,2591 Lyvona Lane,,61.1433514,-149.9288944,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-226,Full Circle Alh,Assisted Living,,644 8254,,,,,jacshur@yahoo.com,,,1510 Lily Pond Circle,,61.1617434,-149.8536688,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-227,Genacta Senior Living,Dementia Care;Assisted Living,,,,,,,info@genacta.com,,,1951 Cannoneer Circle,,61.1342241,-149.8457213,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-228,Glacier Assisted Living Home,Assisted Living,,332 0007,,,,,apbweiss@yahoo.com,,,7913 E. 20th Ave,,61.2028107,-149.7325939,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-229,"Gloria's Golden Heart, Llc",Dementia Care;Assisted Living,,339 9198,,,,339 9198,jmbarbachano@yahoo.com,,,3713 Robin Street,,61.1870487,-149.7387693,Anchorage,,99504,,Scenic Foothills
USA-AK-70-AK-AssistedLiving-output-230,"Glorious Life Alh, Llc.",Dementia Care;Assisted Living,,341 3277,,,,782 4877,joeros@gci.net,,,16641 Marcus Street,,61.3357373,-149.5712437,Eagle River,,99577,,Eagle River
USA-AK-70-AK-AssistedLiving-output-231,"Golden Agers Homecare, Llc.",Dementia Care;Assisted Living,,631 4222,,,,,goldenagershomecarellc@gmail.com,,,591 East Susitna Ave.,,61.5790899,-149.435975,Wasilla,,99654,,
USA-AK-70-AK-AssistedLiving-output-232,"Golden Age's Manor, Llc.",Dementia Care;Assisted Living,,885 8002,,,,,GOLDENAGESMANOR@yahoo.com,,,309 E. 24th Ave.,,61.1993938,-149.8780669,Anchorage,,99503,,North Star
USA-AK-70-AK-AssistedLiving-output-233,Golden Friendship Home For Elderly,Dementia Care;Assisted Living,,248 5276,,,,245 2782,lauriepaligutan@yahoo.com,,,9180 Aphrodite Drive,,61.1371957,-149.9102072,Anchorage,,99515,,Bayshore / Klatt
USA-AK-70-AK-AssistedLiving-output-234,Golden Hearts Agency - Blackberry,Assisted Living,,344 2729,,,,,dgoldenhearts@aol.com,,,3442 West 64th Ave,,61.1625092,-149.9438191,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-235,Golden Hearts Agency - Concord,Assisted Living,,344 2729,,,,677 1105,dgoldenhearts@aol.com,,,2961 Concord Lane,,61.1546701,-149.932859,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-236,Golden Hearts Agency- Lavender House,Assisted Living,,334 2729,,,,,dgoldenhearts@aol.com,,,3313 W. 79th ave,,61.1494636,-149.9414454,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-237,"Golden Hearts Alh, Llc",Dementia Care;Assisted Living,,342 5937,,,,,goldenheartsalh@yahoo.com,,,4259 Scenic View Drive,,61.1820033,-149.7397661,Anchorage,,99504,,Scenic Foothills
USA-AK-70-AK-AssistedLiving-output-238,Good Grace Alh II,Dementia Care;Assisted Living,,332 1862,,,,929 0304,pentecostesjuly@yahoo.com,,,6700 Howard Avenue,,61.2150142,-149.7555921,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-239,Good Samaritan Alh,Dementia Care;Assisted Living,,336 9090,,,,344 8290,rudyregacho@gmail.com,,,8611 Arctic Blvd. #1,,61.1431447,-149.8914941,Anchorage,,99515,,Bayshore / Klatt
USA-AK-70-AK-AssistedLiving-output-240,Graceful Living Alh I,Dementia Care;Assisted Living,,338 3135,,,,,gracefulliving@gci.net,,,6600 E 11th Ave,,33.979811,-118.3293842,Anchorage,,99504,,South Los Angeles
USA-AK-70-AK-AssistedLiving-output-241,Gracious Heart Assisted Home,Assisted Living,,632 6098,,,,222 2949,milavina1958@yahoo.com,,,2900 West 29th Avenue,,39.7582599,-105.023822,Anchorage,,99517,,Northwest
USA-AK-70-AK-AssistedLiving-output-242,Granny's Log Cabin INC.,Dementia Care;Assisted Living,,631 3261,,,,,sherry.butters@gmail.com,,,3041 Cambay Ct.,,61.6147325,-149.4722618,Wasilla,,99654,,Tanaina
