row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,street_address,po_box,city,province,postal_code,country
USA-National-43-NursingHomes-43-NursingHomes-SampleData-86,Mt. Ogden Health and Rehabilitation Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/mt-ogden-health-and-rehabilitation-center-465069,,(801) 479-5700,,,,Medicare; Medicaid,For-profit; corporate,108,Family,,375 East 5350 South,,Washington Terrace,UT,84405,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-87,Stonehenge of American Fork,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/stonehenge-of-american-fork-465178,,(801) 642-2000,,,,Medicare; Medicaid,For-profit; corporate,120,Family,,538 South 500 East,,American Fork,UT,84003,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-88,South Ogden Post Acute,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/south-ogden-post-acute-465117,,(801) 479-8455,,,,Medicare; Medicaid,For-profit; corporate,140,Family,,5540 South 1050 East,,Ogden,UT,84405,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-89,Crestwood Rehabilitation and Nursing,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/crestwood-rehabilitation-and-nursing-465083,,(801) 627-2273,,,,Medicare; Medicaid,For-profit; corporate,88,Family,,3665 Brinker Avenue,,Ogden,UT,84403,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-90,Willowbrooke Court at Manor House,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/willowbrooke-court-at-manor-house-085009,,(302) 629-4593,,,,Medicare; Medicaid,Nonprofit; corporate,60,Family & Resident,Continuing Care,1001 Middleford Road,,Seaford,DE,19973,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-91,Cadia Rehabilitation Renaissance,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/cadia-rehabilitation-renaissance-085052,,(302) 947-4200,,,,Medicare; Medicaid,For-profit; corporate,130,Family,,26002 John J Williams Highway,,Millsboro,DE,19966,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-92,Cadia Rehabilitation Broadmeadow,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/cadia-rehabilitation-broadmeadow-085050,,(302) 449-3400,,,,Medicare; Medicaid,For-profit; corporate,120,Family,,500 South Broad Street,,Middletown,DE,19709,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-93,Willowbrooke Court at Country House,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/willowbrooke-court-at-country-house-085003,,(302) 654-5101,,,,Medicare,Nonprofit; corporate,60,Family,Continuing Care,4830 Kennett Pike,,Wilmington,DE,19807,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-94,Governor Bacon Health Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/governor-bacon-health-center-08E029,,(302) 836-2550,,,,Medicaid,State,86,Family,,248 Kent Ave,,Delaware City,DE,19706,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-95,Parkview Nursing,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/parkview-nursing-085002,,(302) 655-6135,,,,Medicare; Medicaid,Nonprofit; other,150,Family & Resident,Continuing Care,2801 W. 6th Street,,Wilmington,DE,19805,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-96,Stonegates,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/stonegates-085026,,(302) 658-6200,,,,Medicare,For-profit; partnership,49,Family,Continuing Care,4031 Kennett Pike,,Greenville,DE,19807,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-97,Kentmere Rehabilitation and Healthcare Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/kentmere-rehabilitation-and-healthcare-center-085001,,(302) 652-3311,,,,Medicare; Medicaid,Nonprofit; corporate,106,Family & Resident,,1900 Lovering Avenue,,Wilmington,DE,19806,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-98,Jeanne Jugan Residence,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/jeanne-jugan-residence-08A006,,(302) 368-5886,,,,Medicaid,Nonprofit; corporate,40,Family,Continuing Care,185 Salem Church Road,,Newark,DE,19713,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-99,Willowbrooke Court at Cokesbury Village,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/willowbrooke-court-at-cokesbury-village-085017,,(302) 234-4444,,,,Medicare,Nonprofit; corporate,45,Family,Continuing Care,726 Loveville Road,,Hockessin,DE,19707,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-100,Cadia Rehabilitation Pike Creek,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/cadia-rehabilitation-pike-creek-085054,,(302) 455-0808,,,,Medicare; Medicaid,For-profit; individual,130,Family,,3540 Three Little Bakers Boulevard,,Wilmington,DE,19808,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-101,Exceptional Care for Children,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/exceptional-care-for-children-08A015,,(302) 894-1001,,,,Medicaid,Nonprofit; other,35,,,11 Independence Way,,Newark,DE,19713,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-102,Churchman Village,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/churchman-village-085025,,(302) 998-6900,,,,Medicare; Medicaid,Nonprofit; corporate,101,Family,,4949 Ogletown-Stanton Road,,Newark,DE,19713,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-103,Westminster Village Health,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/westminster-village-health-085032,,(302) 674-8030,,,,Medicare; Medicaid,Nonprofit; corporate,61,Family & Resident,Continuing Care,1175 Mckee Road,,Dover,DE,19904,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-104,Hillside Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/de/hillside-center-085013,,(302) 652-1181,,,,Medicare; Medicaid,For-profit; corporate,106,Family & Resident,,810 South Broom Street,,Wilmington,DE,19805,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-105,St. Agnes Healthcare and Rehabilitation Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/st-agnes-healthcare-and-rehabilitation-center-195313,,(337) 332-4808,,,,Medicare; Medicaid,For-profit; corporate,128,Family,,606 Latiolais Road,,Breaux Bridge,LA,70517,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-106,"Magnolia Manor Nursing and Rehabilitation Center, LLC",,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/magnolia-manor-nursing-and-rehabilitation-center-llc-195406,,(318) 868-4421,,,,Medicare; Medicaid,For-profit; corporate,98,Family,,1411 Claiborne Avenue,,Shreveport,LA,71103,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-107,Forest Manor Nursing and Rehabilitation Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/forest-manor-nursing-and-rehabilitation-center-195490,,(985) 892-6900,,,,Medicare; Medicaid,For-profit; corporate,192,Family & Resident,,1330 Ochsner Boulevard,,Covington,LA,70433,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-108,Wynhoven Health Care Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/wynhoven-health-care-center-195210,,(504) 347-0777,,,,Medicare; Medicaid,Nonprofit; church,188,Family & Resident,,1050 Medical Center,,Marrero,LA,70072,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-109,Vivian Healthcare Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/vivian-healthcare-center-195325,,(318) 375-2203,,,,Medicare; Medicaid,For-profit; corporate,100,Family,,912 South Pecan Street,,Vivian,LA,71082,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-110,"Desoto Retirement & Rehabilitation Center, Inc.",,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/desoto-retirement-rehabilitation-center-inc-195556,,(318) 872-0276,,,,Medicare; Medicaid,For-profit; corporate,135,Family,,635 Schley Street,,Mansfield,LA,71052,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-111,Ormond Nursing & Care Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/ormond-nursing-care-center-195221,,(985) 764-1793,,,,Medicare; Medicaid,For-profit; corporate,146,Family & Resident,,22 Plantation Road,,Destrehan,LA,70047,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-112,Vermilion Health Care Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/vermilion-health-care-center-195442,,(337) 643-1949,,,,Medicare; Medicaid,For-profit; corporate,120,Family,,14008 Cheneau Road,,Kaplan,LA,70548,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-113,St. Francis Medical Center Skilled Nursing Facility,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/st-francis-medical-center-skilled-nursing-facility-195159,,(318) 966-4962,,,,Medicare,Nonprofit; church,24,,,309 Jackson Street,,Monroe,LA,71210,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-114,St. James Place Nursing Care Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/st-james-place-nursing-care-center-195410,,(225) 490-3252,,,,Medicare,Nonprofit; corporate,64,Family,Continuing Care,333 Lee Drive,,Baton Rouge,LA,70808,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-115,Haven Nursing Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/haven-nursing-center-195265,,(318) 649-9800,,,,Medicare; Medicaid,For-profit; corporate,99,Family,,7726 Us Hwy. 165,,Columbia,LA,71418,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-116,Ascension Oaks Nursing & Rehabilitation Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/ascension-oaks-nursing-rehabilitation-center-195401,,(225) 644-6581,,,,Medicare; Medicaid,For-profit; individual,102,Family,,711 W. Cornerview Road,,Gonzales,LA,70737,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-117,Thibodaux Healthcare Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/thibodaux-healthcare-center-195319,,(985) 446-1332,,,,Medicare; Medicaid,For-profit; corporate,78,Family & Resident,,1300 Lafourche Drive,,Thibodaux,LA,70301,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-118,Heritage Manor of Ville Platte,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/heritage-manor-of-ville-platte-195507,,(337) 363-5532,,,,Medicare; Medicaid,For-profit; partnership,145,Family & Resident,,2020 W. Main Street,,Ville Platte,LA,70586,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-119,Marrero Healthcare Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/marrero-healthcare-center-195336,,(504) 341-3658,,,,Medicare; Medicaid,For-profit; corporate,134,Family,,5301 August Avenue,,Marrero,LA,70072,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-120,The Oaks at Whitaker Glen-Mayview,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/the-oaks-at-whitaker-glen-mayview-345009,,(919) 828-2348,,,,Medicare; Medicaid,For-profit; corporate,71,Family,Continuing Care,513 East Whitaker Mill Road,,Raleigh,NC,27608,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-121,Universal Health Care / Brunswick,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/universal-health-care-brunswick-345549,,(910) 755-5955,,,,Medicare; Medicaid,For-profit; corporate,90,Family,,1070 Old Ocean Highway,,Bolivia,NC,28422,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-122,The Lodge at Mills River,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/the-lodge-at-mills-river-345253,,(828) 684-4857,,,,Medicare; Medicaid,For-profit; corporate,50,Family,,5593 Old Haywood Road,,Mills River,NC,28759,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-123,River Landing at Sandy Ridge,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/river-landing-at-sandy-ridge-345528,,(336) 668-4900,,,,Medicare; Medicaid,Nonprofit; church,60,Family,Continuing Care,1575 John Knox Drive,,Colfax,NC,27235,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-124,Scotia Village-Skilled Nursing Facility,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/scotia-village-skilled-nursing-facility-345297,,(910) 277-2000,,,,Medicare; Medicaid,Nonprofit; corporate,58,Family,Continuing Care,2200 Elm Drive,,Laurinburg,NC,28352,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-125,Windsor Point Continuing Care,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/windsor-point-continuing-care-345500,,(919) 552-4580,,,,Medicare,For-profit; corporate,45,Family,Continuing Care,1221 Broad Street,,Fuquay Varina,NC,27526,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-126,Jesse Helms Nursing Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/jesse-helms-nursing-center-345097,,(704) 283-3280,,,,Medicare; Medicaid,Nonprofit; other,140,Family,,1411 Dove Street,,Monroe,NC,28111,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-127,Countryside Manor,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/countryside-manor-345390,,(336) 643-6301,,,,Medicare; Medicaid,For-profit; corporate,60,Family,,7700 Us 158 East,,Stokesdale,NC,27357,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-128,Mountain Vista Health Park,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/mountain-vista-health-park-345196,,(336) 859-2181,,,,Medicare; Medicaid,Nonprofit; corporate,60,Family,,106 Mountain Vista Road,,Denton,NC,27239,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-129,Wesley Pines Retirement Comm,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/wesley-pines-retirement-comm-345180,,(910) 738-9691,,,,Medicare; Medicaid,Nonprofit; church,62,Family & Resident,Continuing Care,1000 Wesley Pines Road,,Lumberton,NC,28358,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-130,North Carolina State Veterans Nursing Home Salisbu,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/north-carolina-state-veterans-nursing-home-salisbu-345531,,(704) 638-4200,,,,Medicare; Medicaid,State,99,Family & Resident,,1601 Brenner Ave Buildng #10,,Salisbury,NC,28145,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-131,Aston Park Health Care Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/aston-park-health-care-center-345198,,(828) 253-4437,,,,Medicare; Medicaid,Nonprofit; corporate,120,Family & Resident,,380 Brevard Road,,Asheville,NC,28806,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-132,Trinity Ridge,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/trinity-ridge-345106,,(828) 322-6995,,,,Medicare; Medicaid,Nonprofit; church,120,Family,,2140 Medical Park Drive,,Hickory,NC,28602,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-133,The Laurels of Summit Ridge,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/the-laurels-of-summit-ridge-345438,,(828) 299-1110,,,,Medicare; Medicaid,For-profit; corporate,60,Family,,100 Riceville Road,,Asheville,NC,28805,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-134,Highland Farms,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/highland-farms-345078,,(828) 669-6473,,,,Medicare; Medicaid,Nonprofit; corporate,60,Family,Continuing Care,200 Tabernacle Road,,Black Mountain,NC,28711,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-135,Longleaf Neuro-Medical Treatment Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/longleaf-neuro-medical-treatment-center-345192,,(252) 399-2112,,,,Medicare; Medicaid,State,248,Family,,4761 Ward Boulevard,,Wilson,NC,27893,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-136,William E Christoffersen Salt Lake Veterans Home,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/william-e-christoffersen-salt-lake-veterans-home-465150,,(801) 584-1900,,,,Medicare; Medicaid,For-profit; corporate,81,Family,,700 South Foothill Drive,,Salt Lake City,UT,84113,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-137,Stonehenge of Richfield,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/stonehenge-of-richfield-465173,,(435) 896-2000,,,,Medicare; Medicaid,For-profit; partnership,30,Family,,125 East 600 North,,Richfield,UT,84701,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-138,Southern Utah Veterans Home - Ivins,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/southern-utah-veterans-home-ivins-465180,,(435) 634-5220,,,,Medicare; Medicaid,For-profit; LLC,108,Family,,160 N 200 E,,Ivins,UT,84738,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-139,Orchard Park Post - Acute Rehabilitation,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/orchard-park-post-acute-rehabilitation-465090,,(801) 224-0919,,,,Medicare; Medicaid,For-profit; corporate,89,Family,,740 North 300 East,,Orem,UT,84057,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-140,Pine View Transitional Rehabilitation,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/pine-view-transitional-rehabilitation-465155,,(801) 689-1600,,,,Medicare,For-profit; corporate,30,,,1497 East Skyline Drive,,Ogden,UT,84405,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-141,The Peaks Care and Rehabilitation,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/the-peaks-care-and-rehabilitation-465177,,(801) 223-4344,,,,Medicare,For-profit; partnership,16,,,370 West 500 North,,Orem,UT,84057,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-142,Coral Desert Rehabilitation and Care,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/coral-desert-rehabilitation-and-care-465160,,(435) 674-5195,,,,Medicare,For-profit; corporate,60,,,1490 East Foremaster Drive,,St. George,UT,84790,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-143,Bella Terra Cedar City,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/bella-terra-cedar-city-465143,,(435) 586-6481,,,,Medicare; Medicaid,For-profit; partnership,120,Family,,411 West 1325 North,,Cedar City,UT,84721,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-144,Fairview Care Center East,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/fairview-care-center-east-46A058,,(801) 355-6891,,,,Medicaid,For-profit; corporate,36,Family & Resident,,455 South 900 East,,Salt Lake City,UT,84102,USA
