row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,class,dqa_region,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,license_renewal_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,alzeimers_special_care_unit_provided,mailing_street_address,mailing_po_box,mailing_city,mailing_province,mailing_postal_code,mailing_country,street_address,po_box,city,province,postal_code,country
USA-WI-49-All-49-AdultDayCare-43,ASPIRUS LANGLADE ADULT DAY CENTER,0016723,,,,,,,,,,,DAVE SCHNEIDER,(715) 627-0657,,,,,,7,,, LANGLADE,,,,,,,,,,,,,,,,,,,,,,,M/F,7/18/2017,7/31/2019,,LANGLADE HOSPITAL,(715) 623-2331,KERRI MATZ,112 E 5TH AVE,ANTIGO,WI,54409,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED,,,,,,,,,,,,519 FLIGHT RD,,ANTIGO,WI,54409,USA
USA-WI-49-All-49-AdultDayCare-44,KINDHEARTED HOME CARE,0016327,,,,,,,,,,,DIANE GOETSCH,(715) 218-3772,,,,,,18,,, LINCOLN,,,,,,,,,,,,,,,,,,,,,,,M/F,9/23/2016,9/30/2018,,KINDHEARTED HOME  CARE,(715) 218-3772,DIANE GOETSCH,EMOTIONALLY DISTURBED/MENTAL,MERRILL,WI,54452,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,120 S MILL STREET,,MERRILL,WI,54452,USA
USA-WI-49-All-49-AdultDayCare-45,GENERATIONS ADULT DAY CENTER,0013801,,,,,,,,,,,STEVE MCCARTHY,(920) 682-9500,,,,,,20,,, MANITOWOC,,,,,,,,,,,,,,,,,,,,,,,M/F,8/1/2011,7/31/2017,,NEW CURATIVE REHABILITATION INC,(920) 593-3576,STEVE MCCARTHY,EMOTIONALLY DISTURBED/MENTAL,GREEN BAY,WI,54308,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,1402 CLARK ST,PO BOX 8027,MANITOWOC,WI,54220,USA
USA-WI-49-All-49-AdultDayCare-46,CHONG TOUS ELDERLY CENTER LLC,0015170,,,,,,,,,,,LEE LO,(715) 551-8762,,,,,,50,,, MARATHON,,,,,,,,,,,,,,,,,,,,,,,M/F,7/10/2015,6/30/2019,,CHONG TOUS ELDERLY CENTER LLC,(715) 212-2192,LEE LO,EMOTIONALLY DISTURBED/MENTAL,WAUSAU,WI,54401,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,2221 GRAND AVENUE,,WAUSAU,WI,54403,USA
USA-WI-49-All-49-AdultDayCare-47,HOMME HEIGHTS ADULT DAY CENTER,0014169,,,,,,,,,,,AMY FORST,(715) 845-1214,,,,,,21,,, MARATHON,,,,,,,,,,,,,,,,,,,,,,,M/F,9/1/2012,8/31/2018,,HOMME HEIGHTS INC,(715) 845-1214,AMY FORST,2901 N 7TH ST,WAUSAU,WI,54403,,,ADC,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,2901 N 7TH ST,,WAUSAU,WI,54403,USA
USA-WI-49-All-49-AdultDayCare-48,COULEE REGION ADULT DAY CENTER SPARTA,0015121,,,,,,,,,,,AMY KEPLER,(608) 519-2306,,,,,,16,,, MONROE,,,,,,,,,,,,,,,,,,,,,,,M/F,8/27/2014,8/31/2018,,COULEE REGION ADULT DAY CENTER,(608) 475-0006,AMY KEPLER,PHYSICALLY DISABLED,ONALASKA,WI,54650,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,777 NORTH STREET,,SPARTA,WI,54656,USA
USA-WI-49-All-49-AdultDayCare-49,HANDISHOP DAY CENTERS,0012916,,,,,,,,,,,PATTY CLARK,(608) 269-4600,,,,,,50,,, MONROE,,,,,,,,,,,,,,,,,,,,,,,M/F,8/3/2009,7/31/2019,,HANDISHOP INDUSTRIES INC,(608) 372-3289,STEPHANIE SQUIRES,1411 N SUPERIOR AVE,TOMAH,WI,54660,,,ADC,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,620 INDUSTRIAL DRIVE,,SPARTA,WI,54656,USA
USA-WI-49-All-49-AdultDayCare-50,HANDISHOP DAY CENTERS,0013645,,,,,,,,,,,PATTY CLARK,(608) 372-3289,,,,,,30,,, MONROE,,,,,,,,,,,,,,,,,,,,,,,M/F,2/4/2011,1/31/2019,,HANDISHOP INDUSTRIES INC,(608) 372-3289,STEPHANIE SQUIRES,EMOTIONALLY DISTURBED/MENTAL,TOMAH,WI,54660,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,1411 N SUPERIOR AVE,,TOMAH,WI,54660,USA
USA-WI-49-All-49-AdultDayCare-51,CARING TREE ADULT CENTER (THE),0009917,,,,,,,,,,,DEBBIE ARNDT,(920) 848-8885,,,,,,16,,, OCONTO,,,,,,,,,,,,,,,,,,,,,,,M/F,12/26/2002,12/31/2018,,HOME RESPITE CARE INC,(920) 848-6368,DEBBIE ARNDT,855 SOUTH MAIN STREET,OCONTO FALLS,WI,54154,,,ADC,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,,,,,,,,512 CALDWELL AVENUE,,OCONTO FALLS,WI,54154,USA
USA-WI-49-All-49-AdultDayCare-52,PASTIME CLUB INC,0012089,,,,,,,,,,,MARILYN TOWERS,(715) 358-3404,,,,,,16,,, ONEIDA,,,,,,,,,,,,,,,,,,,,,,,M/F,11/27/2007,11/30/2017,,PASTIME CLUB INC,(715) 358-3404,MARILYN TOWERS,Low/High rate:,MINOCQUA,WI,54548,,,ADC,IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,,,,,,,,7937 HWY 51 SOUTH,PO BOX 276 7937 HWY 51 SOUTH,MINOCQUA,WI,54548,USA
USA-WI-49-All-49-AdultDayCare-53,HOME AWAY FROM HOME LOVING CARE,0016647,,,,,,,,,,,DONNA  M BRAEGER,(715) 369-0565,,,,,,25,,, ONEIDA,,,,,,,,,,,,,,,,,,,,,,,M/F,7/11/2017,6/30/2018,,HOMEAWAY FROM HOME LOVING CARE LLC,(715) 369-0565,DONNA  M BRAEGER,EMOTIONALLY DISTURBED/MENTAL,HONELANDER,WI,54501,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED,,,,,,,,,,,,1836 N STEVENS STREET,,RHINELANDER,WI,54501,USA
USA-WI-49-All-49-AdultDayCare-54,MILESTONE SENIOR LIVING,0015084,,,,,,,,,,,AMY GRAY,(715) 361-1100,,,,,,6,,, ONEIDA,,,,,,,,,,,,,,,,,,,,,,,M/F,6/1/2014,5/31/2018,,MILESTONE SENIOR LIVING LLC,(608) 575-5055,JULIE HEIL,1574 W BROADWAY STE 200,MADISON,WI,53713,,,ADC,,,,,,,,,,,,,4686 N SHORE DRIVE,,RHINELANDER,WI,54501,USA
USA-WI-49-All-49-AdultDayCare-55,LUTHER MANOR LAKEFIELD ADULT DAY CENTER,300053,,,,,,,,,,,JULIE JOLITZ,(262) 377-9780,,,,,,24,,, OZAUKEE,,,,,,,,,,,,,,,,,,,,,,,M/F,4/14/1998,4/30/2018,,,(414) 464-3880,JULIE JOLITZ,4545 N 92ND ST,WAUWATOSA,WI,53225,,0/0,ADC,DEVELOPMENTALLY DISABLED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,1193 LAKEFIELD RD,,GRAFTON,WI,53024,USA
USA-WI-49-All-49-AdultDayCare-56,GOLDEN PEARL LLC,0014138,,,,,,,,,,,LISA PERELSHTEIN,(262) 268-1100,,,,,,30,,, OZAUKEE,,,,,,,,,,,,,,,,,,,,,,,,4/10/2012,3/31/2018,,LISA PERELSHTEIN,(262) 376-4222,LISA PERELSHTEIN,EMOTIONALLY DISTURBED/MENTAL,SAUKVILLE,WI,53080,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,138 S FOSTER DR,,SAUKVILLE,WI,53080,USA
USA-WI-49-All-49-AdultDayCare-57,HURLBURTS HAVEN,0012349,,,,,,,,,,,GAY HURLBURT,(715) 672-4049,,,,,,10,,, PEPIN,,,,,,,,,,,,,,,,,,,,,,,M/F,6/18/2008,6/30/2018,,GAY HURLBURT,(715) 672-8201,GAY HURLBURT,1216 JERRY AVE,DURAND,WI,54736,,,ADC,ADVANCED AGED; EMOTIONALLY DISTURBED/MENTAL; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,,,,,,,,1215 EAST PROSPECT ST,,DURAND,WI,54736,USA
USA-WI-49-All-49-AdultDayCare-58,HAVE-A-HEART ADULT DAY CARE,0012348,,,,,,,,,,,CHELSEA FIEDLER,(715) 425-7754,,,,,,30,,, PIERCE,,,,,,,,,,,,,,,,,,,,,,,M/F,4/15/2008,3/31/2019,,HAVE-A-HEART INC,(715) 425-7754,CHELSEA FIEDLER,W10356 HWY 29,RIVER FALLS,WI,54022,,,ADC,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,W10356 HWY 29,,RIVER FALLS,WI,54022,USA
USA-WI-49-All-49-AdultDayCare-59,ENDEAVORS ADULT DEVELOPMENT CENTER INC,,,,,,,,,,,,KATHLEEN CLARK,(715) 485-8764,,,,,,19,,, POLK,,,,,,,,,,,,,,,,,,,,,,,M/F,11/9/2011,10/31/2017,,,(715) 485-8764,KATHLEEN CLARK,101 150TH ST,BALSAM LAKE,WI,54810,,,ADC,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,,,,,,,,101 150TH ST,,BALSAM LAKE,WI,54810,USA
USA-WI-49-All-49-AdultDayCare-60,CAHOOTS ADULT DAY SERVICE,0015020,,,,,,,,,,,LAURIE HAAS JAKUSZ,(715) 824-4341,,,,,,15,,, PORTAGE,,,,,,,,,,,,,,,,,,,,,,,M/F,4/3/2014,3/31/2018,,,(715) 824-4341,LAURIE HAAS JAKUSZ,Low/High rate:,AMHERST,WI,54406,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING; TERMINALLY ILL; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,137-147 N MAIN ST,PO BOX 313,AMHERST,WI,54406,USA
USA-WI-49-All-49-AdultDayCare-61,ADULT DAY CENTER OF PORTAGE COUNTY,600005,,,,,,,,,,,SHARON ANDERSON,(715) 346-1401,,,,,,40,,, PORTAGE,,,,,,,,,,,,,,,,,,,,,,,M/F,11/29/1990,11/30/2018,,AGING & DISABILITY RESOURCE CTR PORTAGE,(715) 346-1401,TONIA SIMMONS,1519 WATER STREET,STEVENS POINT,WI,54481,,0/0,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED,,,,,,,,,,,,1519 WATER STREET,,STEVENS POINT,WI,54481,USA
USA-WI-49-All-49-AdultDayCare-62,ALMOST HOME ADULT DAY CENTER,600012,,,,,,,,,,,ANNE OSWALD-BALSAVICH,(715) 762-3200,,,,,,14,,, PRICE,,,,,,,,,,,,,,,,,,,,,,,M/F,12/20/1990,12/31/2017,,ALMOST HOME ADULT DAY CENTER,(715) 762-3200,TERRI MORGAN,Low/High rate:,PARK FALLS,WI,54552,,0/0,ADC,ADVANCED AGED; EMOTIONALLY DISTURBED/MENTAL; ILLNESS; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,1181 NORTH 4TH AVENUE,PO BOX 450,PARK FALLS,WI,54552,USA
USA-WI-49-All-49-AdultDayCare-63,ASPIRUS PLEASANT VIEW REGENCY ADULT DAY CTR,,,,,,,,,,,,RHONDA KOZIK,(715) 339-6285,,,,,,16,,, PRICE,,,,,,,,,,,,,,,,,,,,,,,M/F,4/1/2008,3/31/2018,,,(715) 847-2116,RHONDA KOZIK,PHYSICALLY DISABLED,PHILLIPS,WI,54555,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PUBLIC FUNDING; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,615 PETERSON AVENUE,,PHILLIPS,WI,54555,USA
USA-WI-49-All-49-AdultDayCare-64,ABUNDANT BLESSINGS DAY SERVICES INC,0010452,,,,,,,,,,,RENEE SPARKS,(262) 930-5176,,,,,,8,,, RACINE,,,,,,,,,,,,,,,,,,,,,,,M/F,2/10/2004,2/28/2018,,ABUNDANT BLESSINGS DAY SERVICES INC,(262) 930-5176,RENEE SPARKS,2308 RAYMOND AVE,FRANKSVILLE,WI,53126,,,ADC,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,2308 RAYMOND AVE,,FRANKSVILLE,WI,53126,USA
USA-WI-49-All-49-AdultDayCare-65,MANNA HOUSE ADULT DAYCARE II,0016604,,,,,,,,,,,BEATRICE JOHNSON,(262) 583-0653,,,,,,24,,, RACINE,,,,,,,,,,,,,,,,,,,,,,,M/F,4/18/2017,4/30/2019,,,(262) 902-3338,BEATRICE JOHNSON,6557 ALTAMOUNT CIRCLE,MT PLEASANT,WI,53406,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,1034 WEST BLVD,,RACINE,WI,53405,USA
USA-WI-49-All-49-AdultDayCare-66,NEW HEIGHTS FAMILY ADULT DAY CENTER,0014903,,,,,,,,,,,LAQUISHA COKLEY,(262) 220-6334,,,,,,4,,, RACINE,,,,,,,,,,,,,,,,,,,,,,,M/F,2/10/2014,1/31/2018,,,(262) 220-6334,LAQUISHA COKLEY,EMOTIONALLY DISTURBED/MENTAL,RACINE,WI,53405,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,,,,,,,,2836 CROSSRIDGE DRIVE,,RACINE,WI,53405,USA
USA-WI-49-All-49-AdultDayCare-67,QUALITY CARE,0015901,,,,,,,,,,,ILENE ZINN,(262) 383-1094,,,,,,13,,, RACINE,,,,,,,,,,,,,,,,,,,,,,,,11/10/2016,,10/31/2018,,(262) 721-4139,SHANIKA JOHNSON,3619 DUCHESS DR,RACINE,WI,53406,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED,,,,,,,,,,,,2051 MEAD ST,,RACINE,WI,53403,USA
USA-WI-49-All-49-AdultDayCare-68,THE MANNA HOUSE ADULT DAY CARE,0015034,,,,,,,,,,,BEATRICE JOHNSON,(262) 902-3338,,,,,,18,,, RACINE,,,,,,,,,,,,,,,,,,,,,,,M/F,4/22/2014,4/30/2018,,,(262) 902-3338,BEATRICE JOHNSON,EMOTIONALLY DISTURBED/MENTAL,RACINE,WI,53406,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,3417 DOUGLAS AVENUE,,RACINE,WI,53402,USA
USA-WI-49-All-49-AdultDayCare-69,LAKEVIEW NEUROREHAB CENTER INC,0014071,,,,,,,,,,,JEROME AMATO,(262) 534-7297,,,,,,18,,, RACINE,,,,,,,,,,,,,,,,,,,,,,,M/F,10/1/2012,9/30/2018,,LAKEVIEW MANAGEMENT INC,(512) 973-9700,JEROME AMATO,PHYSICALLY DISABLED,WATERFORD,WI,53185,,,ADC,ALCOHOL/DRUG DEPENDENT; DEVELOPMENTALLY DISABLED; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,1701 SHARP RD,,WATERFORD,WI,53185,USA
USA-WI-49-All-49-AdultDayCare-70,KANDU INDUSTRIES INC,0012502,,,,,,,,,,,GARY BERSELL,(608) 755-4123,,,,,,40,,, ROCK,,,,,,,,,,,,,,,,,,,,,,,M/F,9/29/2008,9/30/2018,,KANDU INDUSTRIES INC,(608) 755-4123,GARY BERSELL,EMOTIONALLY DISTURBED/MENTAL,JANESVILLE,WI,53546,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,1741 ADEL ST,,JANESVILLE,WI,53546,USA
USA-WI-49-All-49-AdultDayCare-71,LADYSMITH ADULT DAY SERVICES,0016417,,,,,,,,,,,MARY NOBLES,(715) 532-4000,,,,,,12,,, RUSK,,,,,,,,,,,,,,,,,,,,,,,,2/13/2017,1/31/2018,,,(715) 532-4000,BETH PETERSON,EMOTIONALLY DISTURBED/MENTAL,LADYSMITH,WI,54848,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TERMINALLY ILL; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,518 WEST LAKE AVENUE,,LADYSMITH,WI,54848,USA
USA-WI-49-All-49-AdultDayCare-72,SHAWANO OLDER AMERICANS CLUB,0008554,,,,,,,,,,,DENISE MISOVEC,(715) 526-9311,,,,,,16,,, SHAWANO,,,,,,,,,,,,,,,,,,,,,,,M/F,3/16/1999,3/31/2018,,CURATIVE CONNECTIONS INC,(920) 468-9129,DENISE MISOVEC,EMOTIONALLY DISTURBED/MENTAL,GREEN BAY,WI,54308,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,,,,,,,,225 SOUTH MAIN STREET,,SHAWANO,WI,54166,USA
USA-WI-49-All-49-AdultDayCare-73,CHURCH STREET COMMUNITY CLUB,0013549,,,,,,,,,,,ROSEMARIE THESING,(715) 983-2293,,,,,,8,,, TREMPEALEAU,,,,,,,,,,,,,,,,,,,,,,,M/F,11/5/2010,10/31/2018,,TREMPEALEAU COUNTY HEALTH CARE CENTE,(715) 538-4312,ROSEMARIE THESING,Low/High rate:,PIGEON FALLS,WI,54760,,,ADC,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,13197 CHURCH STREET,PO BOX 310,PIGEON FALLS,WI,54760,USA
USA-WI-49-All-49-AdultDayCare-74,CARE COVE ADULT DAY CARE,0008857,,,,,,,,,,,DEBRA STOUT TEWALT,(608) 637-6369,,,,,,16,,, VERNON,,,,,,,,,,,,,,,,,,,,,,,M/F,2/22/2000,1/31/2018,,BETHEL HOME & SERVICES INC,(608) 637-2171,DEBRA STOUT TEWALT,PUBLIC FUNDING,VIROQUA,WI,54665,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED,,,,,,,,,,,,620 SOUTH GARFIELD AVE,,VIROQUA,WI,54665,USA
USA-WI-49-All-49-AdultDayCare-75,DAY BREAK ADULT CENTER INC,0015845,,,,,,,,,,,LINDA THORPE,(715) 617-0584,,,,,,10,,, VILAS,,,,,,,,,,,,,,,,,,,,,,,,10/28/2015,8/31/2019,,DAY BREAK ADULT CENTER INC,,LINDA THORPE,Low/High rate:,EAGLE RIVER,WI,54521,,,ADC,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,105 N 1ST ST,PO BOX 644,EAGLE RIVER,WI,54521,USA
USA-WI-49-All-49-AdultDayCare-76,ALL DAY ADULT CARE LLC,0016824,,,,,,,,,,,JAMIE BOBBE,(262) 728-4548,,,,,,17,,, WALWORTH,,,,,,,,,,,,,,,,,,,,,,,M/F,8/9/2017,7/31/2018,,ALL DAY ADULT CARE LLC,(262) 728-2171,PHILIP ZWIEG,EMOTIONALLY DISTURBED/MENTAL,DELAVAN,WI,53115,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TERMINALLY ILL; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,N4901 DAM ROAD,,DELAVAN,WI,53115,USA
USA-WI-49-All-49-AdultDayCare-77,PLEASANT STREET CLUB HOUSE,0015385,,,,,,,,,,,WENDY HATTERS,(262) 949-7411,,,,,,50,,, WALWORTH,,,,,,,,,,,,,,,,,,,,,,,M/F,12/30/2014,12/31/2018,,PLEASANT STREET INC,(262) 949-7411,WENDY HATTERS,W4745 BRIAR DRIVE,ELKHORN,WI,53121,,,ADC,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL; ILLNESS; PHYSICALLY DISABLED; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,329 N WISCONSIN STREET,,ELKHORN,WI,53121,USA
USA-WI-49-All-49-AdultDayCare-78,VIP SERVICES INC,0013082,,,,,,,,,,,CYNTHIA SIMONSEN,(262) 723-4043,,,,,,12,,, WALWORTH,,,,,,,,,,,,,,,,,,,,,,,M/F,7/1/2010,6/30/2018,,VIP SERVICES INC,(262) 723-4043,ANGIE BRUNHART,811 E GENEVA ST,ELKHORN,WI,53121,,,ADC,DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,811 E GENEVA ST,,ELKHORN,WI,53121,USA
USA-WI-49-All-49-AdultDayCare-79,ALZHEIMERS DAY RESPITE PROGRAM,0010161,,,,,,,,,,,SUSAN MILLER,(715) 416-2942,,,,,,16,,, WASHBURN,,,,,,,,,,,,,,,,,,,,,,,M/F,6/1/2004,5/31/2018,,ALZHEIMERS DAY RESPITE PROGRAM,(715) 635-7788,RESPITE PROG ALZHEIMERS DAY,Low/High rate:,SPOONER,WI,54801,,,ADC,IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,,,,,,,,1790 SCRIBNER STREET,P O BOX 453,SPOONER,WI,54801,USA
USA-WI-49-All-49-AdultDayCare-80,AURORA MEDICAL CENTER ADULT DAY SERVICES,,,,,,,,,,,,KAREN BIALAS,(262) 670-5105,,,,,,20,,, WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,M/F,6/23/2005,6/30/2019,,,(262) 673-2300,KAREN BIALAS,PUBLIC FUNDING,HARTFORD,WI,53027,,,ADC,ADVANCED AGED; PHYSICALLY DISABLED,,,,,,,,,,,,1022 E SELL DR,,HARTFORD,WI,53027,USA
USA-WI-49-All-49-AdultDayCare-81,NEXT STEP IN DAY SERVICES LLC,0012485,,,,,,,,,,,DOUG SVEDA,(262) 784-1840,,,,,,75,,, WAUKESHA,,,,,,,,,,,,,,,,,,,,,,,M/F,10/9/2008,2/28/2018,,APRIL RIEGLER,(262) 784-3127,DOUG SVEDA,16208 W ROGERS DR,NEW BERLIN,WI,53151,,,ADC,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,16208 W ROGERS DR,,NEW BERLIN,WI,53151,USA
USA-WI-49-All-49-AdultDayCare-82,CARING PLACE (THE),300037,,,,,,,,,,,LORI WETZEL,(262) 542-6388,,,,,,23,,, WAUKESHA,,,,,,,,,,,,,,,,,,,,,,,M/F,6/25/1990,6/30/2018,,,(262) 542-6388,LORI WETZEL,Low/High rate:,WAUKESHA,WI,53186,,0/0,ADC,ADVANCED AGED; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,810 N EAST AVE,,WAUKESHA,WI,53186,USA
USA-WI-49-All-49-AdultDayCare-83,COMMUNITY CARE ADULT DAY HEALTH,0014189,,,,,,,,,,,SIMONA JOHNSON,(262) 953-8500,,,,,,40,,, WAUKESHA,,,,,,,,,,,,,,,,,,,,,,,M/F,6/7/2012,,5/31/2018,COMMUNITY CARE INC,(414) 385-6600,JAMIE AHLBORN,1801 DOLPHIN DR,WAUKESHA,WI,53186,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED,,,,,,,,,,,,1801 DOLPHIN DR,,WAUKESHA,WI,53186,USA
USA-WI-49-All-49-AdultDayCare-84,CURATIVE SENIOR CARE CENTER,300058,,,,,,,,,,,NICOLE RICHTER,(262) 574-9147,,,,,,40,,, WAUKESHA,,,,,,,,,,,,,,,,,,,,,,,M/F,11/24/1998,11/30/2018,,CURATIVE CARE NETWORK,(414) 259-1414,NICOLE RICHTER,149 WISCONSIN AVENUE,WAUKESHA,WI,53186,,0/0,ADC,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,149 WISCONSIN AVE,,WAUKESHA,WI,53186,USA
USA-WI-49-All-49-AdultDayCare-85,EASTER SEALS WAUKESHA,0015759,,,,,,,,,,,RACHEL MATT,(262) 953-2260,,,,,,40,,, WAUKESHA,,,,,,,,,,,,,,,,,,,,,,,M/F,9/3/2015,8/31/2019,,EASTER SEALS SOUTHEAST WISCONSIN,(414) 449-4444,RACHEL MATT,2222 S 114th ST,WEST ALLIS,WI,53227,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,201 W WISCONSIN AVE,,WAUKESHA,WI,53186,USA
