name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country
FAIR VIEW NURSING AND REHABILITATION CENTER,,,JAMES O'KEEFE,,,(608) 847-6017,,,,,,,,,,,,(608) 847-6161,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1050 DIVISION ST,,,MAUSTON,JUNEAU,Southern,WI,,53948,USA
CREST VIEW NURSING HOME,,,JENNIFER BRANDAU,,,(608) 562-6590,,,,,,,,,,,,(608) 562-3667,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,612 VIEW ST,,,NEW LISBON,JUNEAU,Southern,WI,,53950,USA
BROOKSIDE CARE CENTER,,,FRANCES PETRICK,,,(262) 653-3850,,,,,,,,,,,,(262) 653-3800,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3506 WASHINGTON RD,,,KENOSHA,KENOSHA,Southeastern,WI,,53144,USA
CLAIRIDGE HOUSE,,,DAVID EGAN,,,(262) 656-7515,,,,,,,,,,,,(262) 656-7500,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1519 60TH ST,,,KENOSHA,KENOSHA,Southeastern,WI,,53140,USA
HOSPITALITY NURSING AND REHABILITATION CENTER,,,ELIZABETH KOWALSKY,,,(262) 694-3622,,,,,,,,,,,,(262) 694-8300,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,8633 32ND AVE,,,KENOSHA,KENOSHA,Southeastern,WI,,53142,USA
KENOSHA ESTATES REHAB AND CARE CENTER,,,GERARD BODALSKI,,,(262) 658-2196,,,,,,,,,,,,(262) 658-4125,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1703 60TH ST,,,KENOSHA,KENOSHA,Southeastern,WI,,53140,USA
MANORCARE HEALTH SERVICES-KENOSHA,,,KAREN VINCENT,,,(262) 658-1503,,,,,,,,,,,,(262) 658-4622,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3100 WASHINGTON RD,,,KENOSHA,KENOSHA,Southeastern,WI,,53144,USA
SHERIDAN MEDICAL COMPLEX,,,MITZI CANNON,,,(262) 658-0618,,,,,,,,,,,,(262) 658-4141,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,8400 SHERIDAN RD,,,KENOSHA,KENOSHA,Southeastern,WI,,53143,USA
ST JOSEPH'S HOME AND REHABILITATION CENTER,,,MARY APANITES,,,(262) 925-8137,,,,,,,,,,,,(262) 694-0080,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,9244 29TH AVE,,,KENOSHA,KENOSHA,Southeastern,WI,,53143,USA
WATERS EDGE REHABILITATION AND CARE CENTER,,,RODNEY MAYBIN,,,(262) 657-5756,,,,,,,,,,,,(262) 657-6175,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3415 N SHERIDAN RD,,,KENOSHA,KENOSHA,Southeastern,WI,,53140,USA
GRANDE PRAIRIE HEALTH AND REHABILITATION CENTER,,,DENISE JOHNSON,,,(262) 612-2850,,,,,,,,,,,,(262) 612-2800,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,10330 PRAIRIE RIDGE BLVD,,,PLEASANT PRAIRIE,KENOSHA,Southeastern,WI,,53158,USA
ALGOMA MEDICAL CENTER,,,JEAN MARSH,,,(920) 487-2668,,,,,,,,,,,,(920) 487-5511,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1510 FREMONT ST,,,ALGOMA,KEWAUNEE,Northeastern,WI,,54201,USA
ATRIUM POST ACUTE CARE OF KEWAUNEE,,,REGINA TESKA,,,(920) 388-3955,,,,,,,,,,,,(920) 388-4111,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1308 LINCOLN ST,,,KEWAUNEE,KEWAUNEE,Northeastern,WI,,54216,USA
BENEDICTINE MANOR OF LACROSSE,,,JOHN PADJEN,,,(608) 787-8889,,,,,,,,,,,,(608) 788-9870,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2902 E AVENUE SOUTH,,,LA CROSSE,LA CROSSE,Southern,WI,,54601,USA
BETHANY RIVERSIDE,,,THOMAS RISLOW,,,(608) 406-3910,,,,,,,,,,,,(608) 406-3900,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2575 S 7TH ST,,,LA CROSSE,LA CROSSE,Southern,WI,,54601,USA
BETHANY ST JOSEPH CARE CENTER,,,LARRY PUPP,,,(608) 788-4030,,,,,,,,,,,,(608) 788-5700,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2501 SHELBY RD,,,LA CROSSE,LA CROSSE,Southern,WI,,54601,USA
HILLVIEW HEALTH CARE CENTER,,,KELLY KRAMER,,,(608) 789-4860,,,,,,,,,,,,(608) 789-4800,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3501 PARK LANE DR,,,LA CROSSE,LA CROSSE,Southern,WI,,54601,USA
ONALASKA CARE CENTER,,,MARISSA JANKE,,,(608) 781-8148,,,,,,,,,,,,(608) 783-4681,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1600 MAIN ST,,,ONALASKA,LA CROSSE,Southern,WI,,54650,USA
LAKEVIEW HEALTH CENTER,,,WANDA PLACHECKI,,,(608) 786-1419,,,,,,,,,,,,(608) 786-1400,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,962 E GARLAND ST E,,,WEST SALEM,LA CROSSE,Southern,WI,,54669,USA
MULDER HEALTH CARE FACILITY,,,LESLIE THOMPSON,,,(608) 786-0740,,,,,,,,,,,,(608) 786-1600,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,713 N LEONARD ST,,,WEST SALEM,LA CROSSE,Southern,WI,,54669,USA
RAVENWOOD BEHAVIORAL HEALTH,,,WANDA PLACHECKI,,,(608) 786-1419,,,,,,,,,,,,(608) 612-0651,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,962 GARLAND STREET EAST,,,WEST SALEM,LA CROSSE,Southern,WI,,54669,USA
LAFAYETTE MANOR,,,PEGGY ROLLI,,,(608) 776-2441,,,,,,,,,,,,(608) 776-4210,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,719 E CATHERINE ST  BOX 167,,,DARLINGTON,LAFAYETTE,Southern,WI,,53530,USA
EASTVIEW MEDICAL AND REHABILITATION CENTER,,,WANDA HOSE,,,(715) 623-6345,,,,,,,,,,,,(715) 623-2356,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,729 PARK ST,,,ANTIGO,LANGLADE,Northeastern,WI,,54409,USA
PINE CREST NURSING HOME,,,LISA GERVAIS,,,(715) 539-3202,,,,,,,,,,,,(715) 536-0355,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2100 E SIXTH ST,,,MERRILL,LINCOLN,Northern,WI,,54452,USA
RIVERVIEW HEALTH SERVICES,,,STEVEN KLEKAMP,,,(715) 453-1062,,,,,,,,,,,,(715) 453-2511,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,428 N 6TH ST,,,TOMAHAWK,LINCOLN,Northern,WI,,54487,USA
TOMAHAWK HEALTH SERVICES,,,STEVEN KLEKAMP,,,(715) 453-1066,,,,,,,,,,,,(715) 453-2164,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,720 E KINGS RD,,,TOMAHAWK,LINCOLN,Northern,WI,,54487,USA
MANITOWOC HEALTH CARE CENTER,,,DENNIS VIDETIC,,,(920) 683-4694,,,,,,,,,,,,(920) 683-4100,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2021 S ALVERNO RD,,,MANITOWOC,MANITOWOC,Northeastern,WI,,54220,USA
NORTH RIDGE MEDICAL AND REHABILITATION CENTER,,,SANDRA BARBEAU,,,(920) 682-0553,,,,,,,,,,,,(920) 682-0314,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1445 N 7TH ST,,,MANITOWOC,MANITOWOC,Northeastern,WI,,54220,USA
RIVER'S BEND HEALTH AND REHABILITATION,,,KATELYN KAHLES,,,(920) 684-0199,,,,,,,,,,,,(920) 684-1144,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,960 S RAPIDS RD,,,MANITOWOC,MANITOWOC,Northeastern,WI,,54220,USA
SHADY LANE NURSING CARE CENTER,,,SUSAN QUIRT,,,(920) 682-8315,,,,,,,,,,,,(920) 682-8254,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1235 S 24TH ST,,,MANITOWOC,MANITOWOC,Northeastern,WI,,54220,USA
ST MARYS HOME FOR THE AGED,,,KATHERINE KOPENSKI,,,(920) 684-0240,,,,,,,,,,,,(920) 684-7171,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1635 S 21ST STREET,,,MANITOWOC,MANITOWOC,Northeastern,WI,,54220,USA
ATRIUM POST ACUTE CARE OF TWO RIVERS,,,MICHAEL SPITZER,,,(920) 794-6934,,,,,,,,,,,,(920) 793-2261,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1 HAMILTON DR,,,TWO RIVERS,MANITOWOC,Northeastern,WI,,54241,USA
DYCORA TRANSITIONAL HEALTH - ABBOTSFORD,,,DANA DECKER,,,(715) 223-6539,,,,,,,,,,,,(715) 223-2359,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,600 E ELM ST,,,ABBOTSFORD,MARATHON,Northern,WI,,54405,USA
THREE OAKS HEALTH SERVICES,,,RHONDA O'DOVERO,,,(715) 389-6090,,,,,,,,,,,,(715) 389-6000,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,209 WILDERNESS VIEW DRIVE,,,MARSHFIELD,MARATHON,Northern,WI,,54449,USA
ATRIUM POST ACUTE CARE OF WESTON,,,HEATHER PAALMAN,,,(715) 355-7802,,,,,,,,,,,,(715) 359-4257,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,6001 ALDERSON ST,,,SCHOFIELD,MARATHON,Northern,WI,,54476,USA
BENEDICTINE MANOR OF WAUSAU,,,GARY HIXON,,,(715) 675-4051,,,,,,,,,,,,(715) 675-9451,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1821 N 4TH AVE,,,WAUSAU,MARATHON,Northern,WI,,54401,USA
COLONIAL MANOR MEDICAL AND REHABILITATION CENTER,,,JUDITH CHRISTENSEN,,,(715) 845-5810,,,,,,,,,,,,(715) 842-2028,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1010 E WAUSAU AVE,,,WAUSAU,MARATHON,Northern,WI,,54403,USA
MARSHFIELD CLINIC COMFORT AND RECOVERY- WAUSAU,,,JENNIFER COHEN,,,,,,,,,,,,,,,(715) 847-1831,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2727 PLAZA DR,,,WAUSAU,MARATHON,Northern,WI,,54401,USA
NORTH CENTRAL HEALTH CARE,,,KIMBERLY GOCHANOUR,,,(715) 848-2362,,,,,,,,,,,,(715) 848-4600,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1100 LAKE VIEW DR,,,WAUSAU,MARATHON,Northern,WI,,54403,USA
WAUSAU MANOR,,,ERICA POOLE,,,(715) 842-0577,,,,,,,,,,,,(715) 842-0575,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3107 WESTHILL DR,,,WAUSAU,MARATHON,Northern,WI,,54401,USA
PRIDE TLC THERAPY AND LIVING CAMPUS,,,PHILIP CASTLEBERG,,,(715) 298-4284,,,,,,,,,,,,(715) 298-3833,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,7805 BIRCH ST,,,WESTON,MARATHON,Northern,WI,,54476,USA
RENNES HEALTH AND REHAB CENTER - WESTON,,,MARIA LOW,,,(715) 393-0435,,,,,,,,,,,,(715) 393-0400,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,4810 BARBICAN AVE,,,WESTON,MARATHON,Northern,WI,,54476,USA
NEWCARE INC,,,MELISSA KAMPS,,,(715) 854-3301,,,,,,,,,,,,(715) 854-2717,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,903 MAIN AVE  PO BOX 460,,,CRIVITZ,MARINETTE,Northeastern,WI,,54114,USA
LUTHER HOME,,,DARRELL LANCOUR,,,(715) 732-5833,,,,,,,,,,,,(715) 732-0155,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,831 PINE BEACH RD,,,MARINETTE,MARINETTE,Northeastern,WI,,54143,USA
"MARYHILL MANOR, INC",,,CAROL BOWMAN,,,(715) 251-1193,,,,,,,,,,,,(715) 251-3172,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,501 MADISON AVE,,,NIAGARA,MARINETTE,Northeastern,WI,,54151,USA
RENNES HEALTH AND REHAB CENTER-EAST,,,BARBARA WALTERS,,,(715) 582-9115,,,,,,,,,,,,(715) 582-3962,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,701 WILLOW ST,,,PESHTIGO,MARINETTE,Northeastern,WI,,54157,USA
RENNES HEALTH AND REHAB CENTER-WEST,,,CHARITY BESCHTA,,,(715) 582-3141,,,,,,,,,,,,(715) 582-3906,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,501 N LAKE ST,,,PESHTIGO,MARINETTE,Northeastern,WI,,54157,USA
MONTELLO CARE CENTER,,,BRENT MEYERS,,,(608) 297-9328,,,,,,,,,,,,(608) 297-2153,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,251 FOREST LANE,,,MONTELLO,MARQUETTE,Southern,WI,,53949,USA
DYCORA TRANSITIONAL HEALTH - GLENDALE,,,ANDREA IACARELLA,,,(414) 228-1095,,,,,,,,,,,,(414) 228-8120,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1300 WEST SILVER SPRING DR,,,GLENDALE,MILWAUKEE,Southeastern,WI,,53209,USA
DYCORA TRANSITIONAL HEALTH - MILWAUKEE,,,LAKISHA HAYDEN,,,(414) 228-9946,,,,,,,,,,,,(414) 228-8700,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1616 W BENDER RD,,,GLENDALE,MILWAUKEE,Southeastern,WI,,53209,USA
SYMPHONY OF GLENDALE,,,REBECCA SCHNOR,,,(414) 351-7977,,,,,,,,,,,,(414) 351-0543,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,6263 N GREEN BAY AVE,,,GLENDALE,MILWAUKEE,Southeastern,WI,,53209,USA
DYCORA TRANSITIONAL HEALTH - GREENDALE,,,ASHLEY KOHLS,,,(414) 421-2163,,,,,,,,,,,,(414) 421-0088,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,5404 W LOOMIS RD,,,GREENDALE,MILWAUKEE,Southeastern,WI,,53129,USA
CLEMENT MANOR HEALTH CARE CENTER,,,DENNIS FERGER,,,(414) 546-7333,,,,,,,,,,,,(414) 321-1800,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3939 S 92ND ST,,,GREENFIELD,MILWAUKEE,Southeastern,WI,,53228,USA
SOUTHPOINTE HEALTHCARE CENTER,,,MITUL LINDEMANN,,,(414) 325-5475,,,,,,,,,,,,(414) 325-5300,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,4500 W LOOMIS RD,,,GREENFIELD,MILWAUKEE,Southeastern,WI,,53220,USA
HALES CORNERS CARE CENTER,,,CYNTHIA BERG,,,(414) 529-1271,,,,,,,,,,,,(414) 529-6888,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,9449 W FOREST HOME AVE,,,HALES CORNERS,MILWAUKEE,Southeastern,WI,,53130,USA
ALEXIAN VILLAGE OF MILWAUKEE,,,ADAM ZLOTOCHA,,,(414) 357-5108,,,,,,,,,,,,(414) 355-9300,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,9255 N 76TH ST,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53223,USA
BIRCHWOOD HEALTHCARE AND REHAB CENTER,,,FALISA ONIPEDE,,,(414) 461-9570,,,,,,,,,,,,(414) 461-8850,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,9632 W APPLETON AVE,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53225,USA
"CAMEO CARE CENTER, INC",,,BORISLAV KRESOVIC,,,(414) 282-9211,,,,,,,,,,,,(414) 282-1300,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,5790 S 27TH ST,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53221,USA
CROSSROADS CARE CENTER OF MILWAUKEE,,,SCOTT MYERS,,,(414) 344-6731,,,,,,,,,,,,(414) 344-6515,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3216 W HIGHLAND BLVD,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53208,USA
EASTCASTLE PLACE BRADFORD TERRACE CONVALESCENT CENTER,,,LYNDA BOGDALA,,,(414) 963-6146,,,,,,,,,,,,(414) 963-6151,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2505 E BRADFORD AVE,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53211,USA
JEWISH HOME AND CARE CENTER,,,SAMER ABADEER,,,(414) 276-4828,,,,,,,,,,,,(414) 276-2627,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1414 N PROSPECT AVE,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53202,USA
LAKE TERRACE HEALTH AND REHABILITATION,,,SANDRA REYNOLDS,,,(414) 758-2002,,,,,,,,,,,,(414) 271-1020,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2115 E WOODSTOCK PL,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53202,USA
LUTHER MANOR,,,JULIE JOLITZ,,,(414) 464-9050,,,,,,,,,,,,(414) 464-3880,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,4545 N 92ND ST,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53225,USA
MAPLE RIDGE HEALTH AND REHABILITATION CENTER,,,BENJAMIN MALLON,,,(414) 282-2051,,,,,,,,,,,,(414) 282-2600,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2730 W RAMSEY AVE,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53221,USA
MERCY RESIDENTIAL & REHABILITATION CENTER,,,LAUREN BEAUMONT,,,(414) 383-3866,,,,,,,,,,,,(414) 383-3699,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2727 W MITCHELL ST,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53215,USA
MILWAUKEE CATHOLIC HOME,,,PATRICK SHAUGHNESSY,,,(414) 278-1252,,,,,,,,,,,,(414) 220-4610,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2330 N PROSPECT AVE,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53211,USA
SAINT JOHNS ON THE LAKE,,,JOHN GEORGE,,,(414) 897-8247,,,,,,,,,,,,(414) 272-2022,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1840 N PROSPECT AVE,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53202,USA
ST ANN REST HOME,,,ANDREA ANDRZEJEWSKA,,,(414) 383-3120,,,,,,,,,,,,(414) 383-2630,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2020 S MUSKEGO AVE,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53204,USA
ST ANNE'S SALVATORIAN CAMPUS,,,LYNN VOGT,,,(414) 463-2311,,,,,,,,,,,,(414) 463-7570,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3800 N 92ND ST,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53222,USA
SUNRISE CARE CENTER,,,TRICIA PLATE,,,(414) 328-2159,,,,,,,,,,,,(414) 541-1000,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3540 S 43RD ST,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53220,USA
THE BRIDGES OF MILWAUKEE REHAB AND CARE CENTER,,,BRANDON LUKE,,,(414) 353-1487,,,,,,,,,,,,(414) 353-5000,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,6800 N 76TH STREET,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53223,USA
THE VILLA AT BRADLEY ESTATES,,,EDGAR MARTHIENS,,,(414) 354-0193,,,,,,,,,,,,(414) 354-3300,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,6735 W BRADLEY RD,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53223,USA
THE VILLA AT RIVER PARKWAY,,,THOMAS HENSCHEL,,,(414) 353-2727,,,,,,,,,,,,(414) 358-2090,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,8534 W MILL RD,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53225,USA
TRINITY VILLAGE,,,STEVEN ST LOUIS,,,(414) 533-6638,,,,,,,,,,,,(414) 371-7595,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,7500 W DEAN RD,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53223,USA
WELLSPRING OF MILWAUKEE,,,CLAUDIA SUE HARRIS,,,(414) 797-0181,,,,,,,,,,,,(414) 438-4360,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,9350 W FOND DU LAC AVE,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53225,USA
WHEATON FRANCISCAN HC - TERRACE AT ST FRANCIS,,,VIVIANE DORN,,,(414) 389-3300,,,,,,,,,,,,(414) 389-3200,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3200 S 20TH ST,,,MILWAUKEE,MILWAUKEE,Southeastern,WI,,53215,USA
ST FRANCIS HEALTH SERVICES,,,ANN LOPEZ,,,(414) 483-1139,,,,,,,,,,,,(414) 483-3611,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1915 E TRIPOLI AVE,,,SAINT FRANCIS,MILWAUKEE,Southeastern,WI,,53235,USA
FRANCISCAN VILLA,,,DANIEL LANGENWALTER,,,(414) 764-0706,,,,,,,,,,,,(414) 764-4100,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3601 S CHICAGO AVE,,,SOUTH MILWAUKEE,MILWAUKEE,Southeastern,WI,,53172,USA
WILLOWCREST CARE CENTER,,,BARTON SMITH,,,(414) 762-5077,,,,,,,,,,,,(414) 762-7336,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3821 S CHICAGO AVE,,,SOUTH MILWAUKEE,MILWAUKEE,Southeastern,WI,,53172,USA
LUTHERAN HOME,,,KATHRYN CAVERS,,,(414) 258-0784,,,,,,,,,,,,(414) 258-6170,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,7500 W NORTH AVE,,,WAUWATOSA,MILWAUKEE,Southeastern,WI,,53213,USA
ST CAMILLUS HEALTH CENTER,,,SANDRA DUGAN,,,(414) 259-4987,,,,,,,,,,,,(414) 258-1814,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,10101 W WISCONSIN AVE,,,WAUWATOSA,MILWAUKEE,Southeastern,WI,,53226,USA
ALLIS CARE CENTER,,,TRACEY CAVALLARO,,,(414) 777-7356,,,,,,,,,,,,(414) 453-9290,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,9047 W GREENFIELD AVE,,,WEST ALLIS,MILWAUKEE,Southeastern,WI,,53214,USA
MAPLEWOOD CENTER,,,ANNE-MARIE FOGEL,,,(414) 607-4502,,,,,,,,,,,,(414) 607-4100,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,8615 W BELOIT RD,,,WEST ALLIS,MILWAUKEE,Southeastern,WI,,53227,USA
MARY JUDE NURSING HOME,,,KIM JUNG,,,(414) 543-9519,,,,,,,,,,,,(414) 543-5330,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,9806 W LINCOLN AVE,,,WEST ALLIS,MILWAUKEE,Southeastern,WI,,53227,USA
MITCHELL MANOR,,,ANN MARIE KUTZKE,,,(414) 615-7184,,,,,,,,,,,,(414) 615-7200,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,5301 W LINCOLN AVE,,,WEST ALLIS,MILWAUKEE,Southeastern,WI,,53219,USA
MORROW MEMORIAL HOME,,,JENNIFER BRIESKE,,,(608) 269-7642,,,,,,,,,,,,(608) 269-3168,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,331 S WATER ST,,,SPARTA,MONROE,Southern,WI,,54656,USA
ROLLING HILLS REHABILITATION CENTER,,,LINDA ANDERSON,,,(608) 269-4386,,,,,,,,,,,,(608) 269-8800,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,14345 CTY HWY B,,,SPARTA,MONROE,Southern,WI,,54656,USA
TOMAH NURSING AND REHABILITATION,,,ERIC JACOBSON,,,(608) 372-3250,,,,,,,,,,,,(608) 372-3241,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1505 BUTTS AVE,,,TOMAH,MONROE,Southern,WI,,54660,USA
WOODLANDS OF GILLETT,,,SANDRA SCHNEIDER,,,(920) 855-1631,,,,,,,,,,,,(920) 855-2136,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,330 ROBIN HOOD LN,,,GILLETT,OCONTO,Northeastern,WI,,54124,USA
WOODLANDS OF OCONTO,,,MARY DUFEK,,,(920) 834-2537,,,,,,,,,,,,(920) 834-4575,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,101 FIRST ST,,,OCONTO,OCONTO,Northeastern,WI,,54153,USA
ATRIUM POST ACUTE CARE OF OCONTO FALLS,,,KATHLEEN REINDL,,,(920) 848-2516,,,,,,,,,,,,(920) 848-3272,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,100 E HIGHLAND DR,,,OCONTO FALLS,OCONTO,Northeastern,WI,,54154,USA
WOODLAND VILLAGE NURSING HOME,,,SANDRA SCHNEIDER,,,(920) 842-4223,,,,,,,,,,,,(920) 842-2191,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,430 MANOR DR,,,SURING,OCONTO,Northeastern,WI,,54174,USA
"AVANTI HEALTH AND REHABILITATION CENTER, LLC",,,KONNIE SELGREN,,,(715) 356-2392,,,,,,,,,,,,(715) 356-6016,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,9969 OLD HWY 70 RD,,,MINOCQUA,ONEIDA,Northern,WI,,54548,USA
FRIENDLY VILLAGE NURSING AND REHABILITATION CENTER,,,PATRICIA RICHARDSON,,,(715) 365-6665,,,,,,,,,,,,(715) 365-6832,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,900 BOYCE DR,,,RHINELANDER,ONEIDA,Northern,WI,,54501,USA
RENNES HEALTH AND REHAB CENTER-RHINELANDER,,,KELSY BONTZ,,,(715) 362-1970,,,,,,,,,,,,(715) 420-0728,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1970 NAVAJO ST,,,RHINELANDER,ONEIDA,Northern,WI,,54501,USA
