row_id,Facility Name,Address,City,Postal Code,Province,Contact Phone,Fax,Accessibility,Service hours,Eligibility,facility_type,country
Canada-AB-28-AB-ContinuingAndLongTermCare-output-61,Edgemont Retirement Residence,80 Edenworld Drive,Calgary,T3A 5R9,AB,403-241-8990 (switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-62,Edith Cavell Care Centre,1255 5 Avenue,Lethbridge,T1J 0V6,AB,,,Wheel chair access available.,,The use of the assessment tool will indicate the level of care required.,Continuing Care Services (West),Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-63,Edmonton 9304 103A Avenue,9304 103A Avenue,Edmonton,T5H 4R4,AB,,,,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-64,Edmonton Chinatown Care Centre,9539 102A Avenue,Edmonton,T5H 0G2,AB,780-429-0888 (Switchboard),,Wheel chair access available.,,,Continuing Care Services; Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-65,Edmonton General Continuing Care Centre,11111 Jasper Avenue,Edmonton,T5K 0L4,AB,780-482-8111 (Switchboard),780-482-8035,"Wheel chair access available.; Entrance, hallways, changerooms, washrooms and training areas fully wheelchair accessible.",There are no set times for visiting hours for this facilit,This service is provided to Alberta Health Services staff.,Alberta Health Services Provincial Simulation Program; Breathe Easy Program - Pulmonary Rehabilitation; Community Aids for Independent Living; Continuing Care Services; Exercise Maintenance Program; Exertional Oxygen Walk Testing; Health Information - Access and Disclosure; Health Information / Records Management; Hemodialysis - Northern Alberta Renal Program; Interpretive Services; Massage; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Parking Services; Patient Information; Pediatric Centre for Weight and Health; Registration; Sexually Transmitted Infections Clinic; Sleep Disorders Lab; Streetworks Needle Exchange; Switchboard; Volunteer Resources,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-66,Edmonton People In Need #4 - Batoma House,10303 96 Street,Edmonton,T5H 2H2,AB,780-424-6733 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-67,Edson Healthcare Centre,3837 6 Avenue,Edson,T7E 0C5,AB,780-723-3331 (Switchboard),780-723-7787 (Switchboard),Wheel chair access available.,Visiting Hours Monday - Sunday 11:00 am to 8:00 ,,"Addiction Services - Adult & Youth Counselling; Addiction Services - Prevention; Adult Day Program; Adult Mental Health Treatment Services; Alberta Aids to Daily Living Program; Alberta Healthy Living Program - North Zone; Ambulatory Services; Audiology Services; Breastfeeding Clinic; Cafeteria Services; Cardiac Rehabilitation; Cardiac Stress Testing; Case Management Coordination; Children's Mental Health Treatment Services; Community Health Services (Public Health Centres); Day Surgery Services & Recovery; Diabetic Nephropathy Prevention Clinics - Northern Alberta Renal Program; Diagnostic Imaging Services; Early Childhood Intervention Program; Eating Disorder Services; Emergency Services; Environmental Public Health - Disease: Communicable, Rabies, Food Borne Illness; Environmental Public Health - Drinking Water; Environmental Public Health - Education; Environmental Public Health - Housing and Illegal Drug Operations; Environmental Public Health - New Business and Plan Approval; Environmental Public Health - Orders, Disclosure and Legal Activity; Environmental Public Health - Personal Services; Environmental Public Health - Recreational Water; Environmental Public Health - Risks: Indoor Air, Outdoor Air, Contaminated Sites; Environmental Public Health - Safe Food; Environmental Public Health - Social Care; Environmental Public Health - Work Camps; Environmental Public Health Program; Equipment Loan Program; Fluoride Protection for Toddlers; General Medicine; General Radiography (X-Ray); Gift Shops - North Zone; Health Information - Access and Disclosure; Health Promotion - Community Presentations; Health Promotion Program; Home Care; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Indigenous Health Liaison Services; Indigenous Health Program; Laboratory Services; Linen & Environmental Services; Medical Device Reprocessing; Mental Health Information, Promotion and Prevention; Mental Health Services; Nutrition Counselling - Adult and Pediatric; Obstetrics; Occupational Therapy Services; Oral Health - Programs and Services; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Palliative and End of Life Care; Pastoral Care Services; Patient Food Services; Patient Information; Pediatrics; Pharmacy Services; Physical Therapy Services; Postpartum Depression Support; Prenatal Classes; Provincial Family Violence Treatment Program; Psychogeriatric Consultation; Registration; Respiratory Health Program; Respiratory Therapy; Respite Care; Sexual Health Services; Social Work; Special Care Unit; Speech and Language Services; Switchboard; Therapeutic Recreation Services; Traffic Safety - Alberta Occupant Restraint Program; Traffic Safety - Use Your Head, Wear A Helmet; Travel Health Services; Tuberculosis Testing; Ultrasound; Volunteer Resources",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-68,Elk Point Healthcare Centre,5310 50 Avenue,Elk Point,T0A 1A0,AB,780-724-3847,780-724-3085,Wheel chair access available.,,"Services is targeted primarily for residents residing in continuing care and acute care patients waiting placement; otherwise, it is only available on a consultative basis for individuals in the communities who require this service due to medical reasons.",Therapeutic Recreation Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-69,Elk Point Heritage Lodge,5338 50 Avenue,Elk Point,T0A 1A0,AB,780-724-4449 (switchboard),780-724-3102,Wheel chair access available.,"Admin, Mon-Fri, 8 - 4:30, closed stats and weeken",To access a designated living option a referral is made through the North Zone (Continuing Care Access) CCA team. A Home Care Case Manager will contact the client to review their healthcare needs and complete an assessment to determine eligibility.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-70,Emmanuel Home,13425 57 Street,Edmonton,T5A 2G1,AB,780-478-2051 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-71,Evansburg Health Centre,5225 50 Street,Evansburg,T0E 0T0,AB,780-727-2288,,Wheel chair access available.,Closed statutory holiday,Adults (young adults under 18 may be considered),"Addiction and Mental Health - Suburban Community Assessment and Treatment Services, Adult; Adult Day Support Program; Child Health Clinics Community; Continuing Care Services; Drop In for New Mothers / Families and Infants; Fluoride Protection for Toddlers; Health Information - Access and Disclosure; Health Information / Records Management; Healthy Beginnings Postpartum Program; Healthy Beginnings Postpartum Program; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Laboratory Services; Nutrition Counselling - Adult; Patient Information; Public Health Centres; Registration; School Dental Services; School Health Nursing Services; School Oral Health Services; Switchboard; Tuberculosis Testing",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-72,Evanston Grand Village,40 Evanston Way,Calgary,T1X 1E1,AB,403-274-6416 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-73,Extendicare Cedars Villa,3330 8 Avenue,Calgary,T3C 0E7,AB,403-249-8915 (switchboard),403-246-7561,Wheel chair access available.,Business Office Hours: Monday to Friday: 07:30 AM to 05:00 P,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-74,Extendicare Eaux Claires,16503 95 Street,Edmonton,T5Z 0G7,AB,780-472-1106 (Switchboard),,Wheel chair access available.,Caregivers are on staff 24,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-75,Extendicare Fairmont Park,115 Fairmont Boulevard,Lethbridge,T1K 5V2,AB,403-320-1479 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-76,Extendicare Fort Macleod,654 29 Street,Fort Macleod,T0L 0Z0,AB,403-553-3955,403-553-2812,Wheel chair access available.,,The use of the assessment tool will indicate the level of care required.,Continuing Care Services (West),Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-77,Extendicare Hillcrest ,1512 8 Avenue,Calgary,T2N 1C1,AB,403-289-0236,403-289-2350,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-78,Extendicare Holyrood,8008 95  Avenue,Edmonton,T6C 2T1,AB,780-469-1307,780-469-5196,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-79,Extendicare Leduc,4309 50 Street,Leduc,T9E 6K6,AB,780-986-2245,780-986-0669,Wheel chair access available.,Caregivers are on staff 24,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-80,Extendicare Lethbridge,115 Fairmont Boulevard,Lethbridge,T1K 5V2,AB,403-320-1479,403-327-0083,Wheel chair access available.,,The use of the assessment tool will indicate the level of care required.,Continuing Care Services (West),Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-81,Extendicare Mayerthorpe,4706 54 Street,Mayerthorpe,T0E 1N0,AB,780-786-2211,780-786-4710,Wheel chair access available.,"Continuing Care Access phone number available Monday to Friday 8:15 a.m. to 8:15 p.m. and Saturday, Sunday and Holidays 9:00 a.m. to 5:15 p.",,Continuing Care Services; Health Information - Access and Disclosure; Patient Food Services; Patient Information; Physical Therapy Services; Registration; Switchboard; Therapeutic Recreation Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-82,Extendicare St. Paul,4614 47 Avenue,St. Paul,T0A 3A3,AB,780-645-3375,780-645-4290,Wheel chair access available.,"Continuing Care Access phone number available Monday to Friday 8:15 a.m. to 8:15 p.m. and Saturday, Sunday and Holidays 9:00 a.m. to 5:15 p.",,Continuing Care Services; Health Information - Access and Disclosure; Palliative and End of Life Care; Patient Information; Registration; Respite Care; Switchboard; Therapeutic Recreation Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-83,Extendicare Viking ,5020 57  Avenue,Viking,T0B 4N0,AB,780-336-4790,780-336-4004,Wheel chair access available.,,,Continuing Care Services; Palliative Care,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-84,Extendicare Vulcan,715 2 Avenue,Vulcan,T0L 2B0,AB,403-485-2022,403-485-2879,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-85,Fairview Health Complex,10628 110 Street,Fairview,T0H 1L0,AB,780-835-6100 (Switchboard),780-835-5789 (Switchboard),Wheel chair access available.,Visiting Hours Monday - Sunday 11:00 am to 8:00 p,Adults 18 years of age and older.,"Adult Mental Health Treatment Services; Alberta Aids to Daily Living Program; Assertive Outreach Services; Breastfeeding Clinic; Car Seat Safety; Children's Mental Health Treatment Services; Communication Development Services; Community Health Services (Public Health Centres); Continuing Care Services; Diagnostic Imaging Services; Eating Disorder Services; Emergency Services; Environmental Public Health - Disease: Communicable, Rabies, Food Borne Illness; Environmental Public Health - Drinking Water; Environmental Public Health - Education; Environmental Public Health - Housing and Illegal Drug Operations; Environmental Public Health - New Business and Plan Approval; Environmental Public Health - Orders, Disclosure and Legal Activity; Environmental Public Health - Personal Services; Environmental Public Health - Recreational Water; Environmental Public Health - Risks: Indoor Air, Outdoor Air, Contaminated Sites; Environmental Public Health - Safe Food; Environmental Public Health - Social Care; Environmental Public Health - Work Camps; Environmental Public Health Program; Facilities Maintenance & Engineering, Grande Prairie & Area; Fluoride Protection for Toddlers; Fluoroscopy; General Radiography (X-Ray); Health Information - Access and Disclosure; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Laboratory Services; Linen & Environmental Services; Medical Device Reprocessing; Mental Health Information, Promotion and Prevention; Mental Health Services; Newborn Hearing Screening Program; Nutrition Counselling - Adult and Pediatric; Occupational Therapy Services; Oral Health - Programs and Services; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Outpatient Endoscopy; Palliative and End of Life Care; Parenting Preschoolers; Pastoral Care Services; Patient Food Services; Pharmacy Services; Physical Therapy Services; Prenatal Classes; Prevent Alcohol and Risk Related Trauma in Youth; Regional Collaborative Service Delivery - School based and school linked mental health teams; Respiratory Health Program; Respite Care; School Health Presentations; School Oral Health Services; Sexual Health Services; Social Work; Speech Language Pathology; Therapeutic Recreation Services; Tour - Become a Skilled Shopper; Traffic Safety - Alberta Occupant Restraint Program; Traffic Safety - Use Your Head, Wear A Helmet; Travel Health Services; Tuberculosis Testing; Ultrasound; Volunteer Resources; Walk In Counselling Services",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-86,Faith House,4832 54 Street,Camrose,T4V 2A4,AB,780-679-5427 (switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-87,Father Lacombe Care Centre,332 146 Avenue,Calgary,T2X 2A3,AB,403-256-4641,,Wheel chair access available.,,Must be a Home Care client over the age of 65. ,Adult Day Support Program; Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-88,Fishing Lake Metis Settlement Community Health Services,,Fishing Lake Metis Settlement,T0A 1A0,AB,780-943-3058,780-943-2575,Wheel chair access available.,Monday: 8:30 am - 4:30 pm.Tuesday: 8:30 am - 4:30 pm.Wednesday: 8:30 am - 4:30 pm.Thursday: 8:30 am - 4:30 pm.Friday: 8:30 am - 4:30 p,Breastfeeding women,Breastfeeding Clinic; Case Management Coordination; Community Health Services (Public Health Centres); Equipment Loan Program; Health Promotion - Community Presentations; Health Promotion Program; Home Care; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Indigenous Health Liaison Services; Indigenous Health Program; Métis Settlement Community Health Services; Oral Health - Programs and Services; Palliative and End of Life Care; Postpartum Depression Support; Sexual Health Services; Tuberculosis Testing,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-89,Garneau Hall,10923 82 Avenue,Edmonton,T6G 2N9,AB,780-433-3177 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-90,George Hennig Place,4808 57 Avenue,Stony Plain,T7Z 2J9,AB,,,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-91,George McDougall - Smoky Lake Healthcare Centre,4212 55 Avenue,Smoky Lake,T0A 3C0,AB,780-656-3034 (Switchboard),780-656-5010 (Switchboard),Wheel chair access available.,"Visiting Hours Monday - Sunday 11:30 am to 8:00 pm.

Emergency department open 24 hour",,Alberta Aids to Daily Living Program; Ambulatory Services; Breastfeeding Clinic; Cafeteria Services; Car Seat Safety; Case Management Coordination; Community Health Services (Public Health Centres); Continuing Care Services; Diagnostic Imaging Services; Eating Disorder Services; Emergency Services; Equipment Loan Program; General Medicine; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Promotion Program; Home Care; Hospitals; Laboratory Services; Linen & Environmental Services; Medical Device Reprocessing; Mental Health Services; Nutrition Counselling - Adult and Pediatric; Occupational Therapy Services; Option 4; Palliative and End of Life Care; Pastoral Care Services; Patient Food Services; Patient Information; Pediatrics; Pharmacy Services; Physical Therapy Services; Postpartum Depression Support; Registration; Sexual Health Services; Social Work; Switchboard; Therapeutic Recreation Services; Tuberculosis Testing,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-92,Glamorgan Care Centre,105 Galbraith Drive,Calgary,T3E 4Z5,AB,403-242-5911,403-242-7613,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-93,Glastonbury Village,1585 Glastonbury Boulevard,Edmonton,T5T 2W5,AB,780-436-2980 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-94,Golden Acres Lodge,1615 13 Street,Lethbridge,T1H 2V2,AB,403-329-3027 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they're placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-95,"Good Samaritan Dr. Gerald Zetter Care Centre, The",9649 71 Avenue,Edmonton,T6E 5J2,AB,780-431-3600,780-431-3699,Wheel chair access available.,,For adults 60 years and older:,CHOICE; Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-96,Good Samaritan Garden Vista,37 East 2 Avenue,Magrath,T0K 1J9,AB,403-758-6149 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-97,Good Samaritan Good Shepherd Lutheran Home,4702 Northmount Drive,Wetaskiwin,T9A 3T3,AB,780-352-3628 (Switchboard),,Wheel chair access available.,Monday: 8:30 am - 4:00 pm.Tuesday: 8:30 am - 4:00 pm.Wednesday: 8:30 am - 4:00 pm.Thursday: 8:30 am - 4:00 pm.Friday: 8:30 am - 4:00 pm.Hours of operation are for information on service delivery and Receptio,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-98,Good Samaritan Lee Crest,989 1 Street,Cardston,T0K 0K0,AB,,,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-99,"Good Samaritan Mill Woods Centre, The",101 Youville Drive,Edmonton,T6L 7A4,AB,780-413-3501,780-462-8850,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-100,Good Samaritan Park Meadows Village,1511 15 Avenue,Lethbridge,T1H 1W2,AB,403-328-9404 (switchboard),,Wheel chair access available.; We are able to accommodate both hearing impaired and visually impaired individuals.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-101,Good Samaritan South Ridge Village,550 Spruce Way,Medicine Hat,T1B 4P1,AB,403-528-5050(switchboard),403-504-2520,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-102,"Good Samaritan Southgate Care Centre, The",4225 107 Street,Edmonton,T6J 2P1,AB,780-431-3854(switchboard),,Wheel chair access available.,Caregivers are on staff 24,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-103,Good Samaritan Stony Plain Care Centre,4800 55 Avenue,Stony Plain,T7Z 1P9,AB,780-963-2261 (Switchboard),,Wheel chair access available.,,,Continuing Care Services; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-104,Good Samaritan Vista Village ,1240 Ken Thornton Boulevard,Pincher Creek,T0K 1W0,AB,403627-1900 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they're placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3; Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-105,Good Samaritan Wedman House,10525 19 Avenue,Edmonton,T6J 6X9,AB,780-413-3520 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-106,Good Samaritan West Highlands,2687 Garry Drive,Lethbridge,T1J 5A3,AB,403-380-6275 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-107,Grand Manor,10766 97 Street,Edmonton,T5H 4R2,AB,,,,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-108,Grande Cache Community Health Complex,10200 Shand Avenue,Grande Cache,T0E 0Y0,AB,780-827-3701 (Switchboard),780-827-2859 (Switchboard),Wheel chair access available.,There are no set times for visiting hours for this facilit,"Adults 18 years and older with a chronic disease or at risk of developing a chronic disease and able to participate in a group environment, and their families or caregivers.","Alberta Healthy Living Program - North Zone; Continuing Care Services; Diagnostic Imaging Services; Emergency Services; Facilities Maintenance & Engineering, Grande Prairie & Area; General Radiography (X-Ray); Health Information - Access and Disclosure; Home Care; Hospitals; Laboratory Services; Linen & Environmental Services; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Occupational Therapy Services; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Palliative and End of Life Care; Pastoral Care Services; Patient Food Services; Pediatrics; Pharmacy Services; Physical Therapy Services; Respiratory Health Program; Respite Care; Special Care Unit; Traffic Safety - Alberta Occupant Restraint Program; Traffic Safety - Use Your Head, Wear A Helmet; Volunteer Resources",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-109,Grande Prairie and Area - Information / Registration / Appointments,,Grande Prairie,T8V 2V4,AB,,,,,Generally Grade 9 students. Some locations are open to other grades. Call Program Coordinator for further information.,P.A.R.T.Y. Program; Supportive Living Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-110,Grimshaw / Berwyn and District Community Health Centre,5621 50 Avenue,Grimshaw,T0H 1W0,AB,780-332-6500 (Switchboard),780-332-1177,Wheel chair access available.,,,"Alberta Aids to Daily Living Program; Alberta Healthy Living Program - North Zone; Breastfeeding Clinic; Car Seat Safety; Community Health Services (Public Health Centres); Continuing Care Services; Diagnostic Imaging Services; Emergency Services; Equipment Loan Program; Facilities Maintenance & Engineering, Grande Prairie & Area; General Radiography (X-Ray); Home Care; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Laboratory Services; Linen & Environmental Services; Palliative and End of Life Care; Patient Food Services; Pharmacy Services; Physical Therapy Services; School Health Presentations; Social Work; Travel Health Services; Tuberculosis Testing; Volunteer Resources",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-111,Hardisty Care Centre,6420 101 Avenue,Edmonton,T6A 0H5,AB,780-466-9267,,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-112,Heimstaed Lodge,9802 105 Street,La Crete,T0H 2H0,AB,780-928-4348 (Switchboard),,Wheel chair access available.,,To access a designated living option a referral is made through the North Zone (Continuing Care Access) CCA team. A Home Care Case Manager will contact the client to review their healthcare needs and complete an assessment to determine eligibility.,Designated Supportive Living Level 3; Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-113,Heritage House,4570 Maple Street,Vegreville,T9C 1X2,AB,780-603-0853 (Switchboard),,Wheel chair access available.,Monday: 8:30 am - 4:00 pm.Tuesday: 8:30 am - 4:00 pm.Wednesday: 8:30 am - 4:00 pm.Thursday: 8:30 am - 4:00 pm.Friday: 8:30 am - 4:00 pm.Hours of operation are for information on service delivery and Receptio,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-114,High Prairie Health Complex,5101 38th Street,High Prairie,T0G 1E0,AB,780-523-6440 (Switchboard),780-523-6642,Wheel chair access available.,Visiting Hours Monday - Sunday 2:00 pm to 8:00 p,,"Addiction Services - Adult & Youth Counselling; Addiction Services - Prevention; Adult Mental Health Treatment Services; Alberta Aids to Daily Living Program; Alberta Healthy Living Program - North Zone; Assertive Outreach Services; Breastfeeding Clinic; Car Seat Safety; Cardiac Diagnostics - Ambulatory Blood Pressure Monitoring; Cardiac Diagnostics - Holter Monitoring; Children's Mental Health Treatment Services; Communication Development Services; Community Health Services (Public Health Centres); Continuing Care Services; Diabetes Prevention and Wellness Program; Diagnostic Imaging Services; Early Childhood Intervention Program; Eating Disorder Services; Emergency Services; Environmental Public Health - Disease: Communicable, Rabies, Food Borne Illness; Environmental Public Health - Drinking Water; Environmental Public Health - Education; Environmental Public Health - Housing and Illegal Drug Operations; Environmental Public Health - New Business and Plan Approval; Environmental Public Health - Orders, Disclosure and Legal Activity; Environmental Public Health - Personal Services; Environmental Public Health - Recreational Water; Environmental Public Health - Risks: Indoor Air, Outdoor Air, Contaminated Sites; Environmental Public Health - Safe Food; Environmental Public Health - Social Care; Environmental Public Health - Work Camps; Environmental Public Health Program; Equipment Loan Program; Facilities Maintenance & Engineering, Grande Prairie & Area; Fluoride Protection for Toddlers; General Medicine; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Promotion Program; Home Care; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Indigenous Health Liaison Services; Indigenous Health Program; Laboratory Services; Linen & Environmental Services; Mental Health Information, Promotion and Prevention; Mental Health Services; Newborn Hearing Screening Program; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult and Pediatric; Occupational Therapy Services; Operating Room and Recovery Room; Oral Health - Programs and Services; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Palliative and End of Life Care; Pastoral Care Services; Patient Food Services; Pediatrics; Pharmacy Services; Physical Therapy Services; Pregnancy Testing; Prenatal Classes; Prevent Alcohol and Risk Related Trauma in Youth; Regional Collaborative Service Delivery - School based and school linked mental health teams; Respite Care; School Health Presentations; School Oral Health Services; Security Services; Sexual Health Services; Social Work; Speech Language Pathology; Therapeutic Recreation Services; Tour - Become a Skilled Shopper; Traffic Safety - Alberta Occupant Restraint Program; Traffic Safety - Use Your Head, Wear A Helmet; Travel Health Services; Tuberculosis Testing; Volunteer Resources",Canada
