row_id,Facility ID,Facility Name,Street,City,State,Zip,Phone,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,MailingStreet,MailingCity,MailingState,MailingZip,LicenseePhone,Class,Gender,Capacity,LowRate,HighRate,DateProbationaryIssued,DateRegularIssued,WAIVER CERTIFIED INDEPENDENT CBRF APTS,TRAUMATIC BRAIN INJURY,TERMINALLY ILL,PUBLIC FUNDING,PREGNANT WOMEN/COUNSELLING,PHYSICALLY DISABLED,IRREVERSIBLE DEMENTIA/ALZHEIMER'S,EMOTIONALLY DISTURBED/MENTAL ILLNESS,DEVELOPMENTALLY DISABLED,CORRECTIONAL CLIENTS,ALCOHOL/DRUG DEPENDENT,ADVANCED AGED,facility_type
USA-WI-48-Facilities-48-AdultFamilyHome-600,15101,DOLPHIN HOUSE A LLC,506A STEPHANIE STREET         ,BURLINGTON          ,WI,53105,2628956666,RACINE              ,DOLPHIN,MELINDA J,DOLPHIN HOUSE A LLC,DOLPHIN,MELINDA J,DOLPHIN,MELINDA J,4525 GUNDERSON ROAD           ,WATERFORD           ,WI,53185,2628956666,AFH,B,4,5500,7000,,10-Nov-14,,,3,3,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-601,15100,DOLPHIN HOUSE B LLC,506B STEPHANIE STREET         ,BURLINGTON          ,WI,53105,2628956666,RACINE              ,DOLPHIN,MELINDA,DOLPHIN HOUSE B LLC,DOLPHIN,MELINDA J,DOLPHIN,MELINDA J,4525 GUNDERSON ROAD           ,WATERFORD           ,WI,53185,2628956666,AFH,B,4,5500,7000,,10-Nov-14,,,3,3,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-602,11934,DOLPHIN MANOR LLC,21404 WASHINGTON AVE          ,KANSASVILLE         ,WI,53139,2628956666,RACINE              ,DOLPHIN,MELINDA,DOLPHIN MANOR LLC                                           ,DOLPHIN,MELINDA,DOLPHIN,MELINDA,4525 GUNDERSON ROAD           ,WATERFORD           ,WI,53185,2628956666,AFH,B,4,5000,6000,,11-Jul-07,,,3,,,3,3,3,,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-603,15637,DOMINION HOME,4317 W VILLARD AVE,MILWAUKEE,WI,53224,4146408075,MILWAUKEE           ,KAKO,PENINNAH,GLOBAL VISION CENTER INC,KAKO,PENINNAH,KAKO,PENINNAH,4303 W VILLARD AVE,MILWAUKEE,WI,53218,4145363402,AFH,M,4,,,,15-Sep-15,,,,,,,,,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-604,14868,DOUANG PHRASAVATH AFH,W269 N1933 MEADOWBROOK RD     ,PEWAUKEE            ,WI,53072,4143799713,WAUKESHA            ,PHRASAVATH,DOUANGMALA,,PHRASAVATH,DOUANGMALA,PHRASAVATH,DOUANGMALA,W269 N1933 MEADOWBROOK RD   ,PEWAUKEE            ,WI,53072,4143799713,AFH,B,4,3500,5500,,25-Nov-13,,,,3,,3,3,,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-605,16244,DREAM ADULT FAMILY HOMES,8027 W BECKETT AVE ,MILWAUKEE,WI,53218,4148396520,MILWAUKEE           ,CARTER,DERREK,DREAM ADULT FAMILY HOMES LLC ,CARTER,DERREK,CARTER,DERREK,8027 W BECKETT AVE ,MILWAUKEE,WI,53218,4148396520,AMBULATORY,F,4,4500,5200,,12-Dec-16,,3,,,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-606,16169,DUCE ADULT FAMILY HOME,6774 CTY HWY H,STANLEY,WI,54768,7156445434,CHIPPEWA            ,DUCE,MICHAEL & JODY,,DUCE,JODY,DUCE,JODY,6774 CTY HWY H,STANLEY,WI,54768,7156445434,AMBULATORY,B,4,2000,5000,,13-Sep-16,,,,3,,,,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-607,15129,DURAND ADULT FAMILY HOME II LLC,6437 DURAND AVE               ,MT PLEASANT,WI,53406,2620000000,RACINE              ,PATEL,PARIT,DURAND ADULT FAMILY HOME II LLC                             ,PATEL,PARIT,PATEL,PARIT,2054 KEARNEY AVENUE           ,RACINE              ,WI,53403,2629393666,AFH,B,4,6500,8500,,5-Aug-14,,,,3,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-608,14928,DURAND ADULT FAMILY HOME LLC,6439 DURAND AVENUE            ,MT PLEASANT         ,WI,53406,2629393666,RACINE              ,PATEL,PARIT,"DURAND ADULT FAMILY HOME, LLC                               ",PATEL,PARIT,PATEL,PARIT,2054 KEARNEY AVENUE           ,RACINE              ,WI,53403,2629393666,AFH,B,4,6500,8500,,28-Jan-14,,,,3,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-609,14356,DWELLING PLACE (THE),1810 GREEN BAY ST             ,LACROSSE            ,WI,54601,6085195200,LACROSSE            ,COOPER,CALLINA,CATHOLIC CHARITIES INC                                      ,PARTARR,ROBERTO,BURNETTE,STEVE,3710 EAST AVENUE S            ,LACROSSE            ,WI,54601,6087820710,AFH,B,4,4000,7000,,5-Nov-12,,3,,3,,,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-610,13341,E HOME,1138 SOUTHRIDGE CT            ,MADISON             ,WI,53704,6082306267,DANE                ,LIU,ELEEN,BINEW HOME LLC,LIU,ELEEN,LIU,ELEEN,1138 SOUTHRIDGE CT            ,MADISON             ,WI,53704,6082306267,AFH,B,4,930,4000,,13-Aug-10,,,,,,3,3,,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-611,11932,EAGLE VIEW AFH,1640 1642 GABERTFIELD CT      ,SUAMICO             ,WI,541738157,9204344161,BROWN               ,COLLARD,SHAWN,INNOVATIVE SERVICES INC                                     ,RAY,DENNIS ALLEN,ROWLAND,JILL,445 S MADISON ST              ,GREEN BAY           ,WI,54301,9204310962,AFH,B,4,5657.8,6196.48,,27-Apr-07,,,,3,,,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-612,12634,EAGLES LANDING,26516 NORDIC RIDGE DR         ,WIND LAKE           ,WI,53185,2628956691,RACINE              ,HEYER,PAULA,AFFINITY HEALTH CARE LLC                                    ,SCHILLING,THOMAS R,SCHILLING,THOMAS R,8208 RACINE AVE               ,WIND LAKE           ,WI,53185,2628953052,AFH,B,4,4500,6500,,26-May-09,,3,,3,,,,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-613,15738,EAGLES PATH AFH,2731 LINCOLN AVENUE,LACROSSE,WI,54601,6085191044,LACROSSE            ,TURNER,CYNTHIA,SUNRISE POINT AFH LLC,TURNER,CYNTHIA L,TURNER,CYNTHIA,309 CARRIAGE ROAD,MONTELLO,WI,53949,6085720839,AFH,B,4,5400,12000,,17-Dec-15,,3,,3,,3,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-614,12338,EAGLES VIEW,514 SHERMAN STREET #2         ,WAUSAU              ,WI,54401,7158428700,MARATHON            ,POTTER,JON,OPPORTUNITY OF NORTH CENTRAL WI INC                         ,JAMES,MARY,POTTER,JON,740 N THIRD STREET            ,WAUSAU              ,WI,54403,7158428700,AFH,B,4,3660,8105,,24-Jul-08,,3,,,,3,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-615,11290,EAST POINT RESIDENTIAL FACILITY LLC               ,608 E NORTH AVE               ,MILWAUKEE           ,WI,53206,4142655433,MILWAUKEE           ,GILLESPIE,RITA,EAST POINT RESIDENTIAL LLC                                  ,GILLESPIE,RITA,GILLESPIE,RITA,P O BOX 12121                 ,MILWAUKEE           ,WI,53212,4142655433,AFH,B,4,3069,3569,,29-Jun-06,,3,,,,,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-616,11377,EAST RIDGE                                        ,2009 EAST RIDGE RD            ,BELOIT              ,WI,53511,6083654511,ROCK                ,WERTH,LORI,DUNGARVIN WISCONSIN LLC                                     ,TOENISKOETTER,DAVID,WERTH,LORI,PO BOX 8124                   ,JANESVILLE          ,WI,53547,6087528363,AFH,B,4,5417.41,9426.33,,31-Mar-06,,,,3,,,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-617,12873,EASY LIVING SENIOR HOME,7219 W MEDFORD AVE            ,MILWAUKEE           ,WI,53218,4143931015,MILWAUKEE           ,MARTIN,CARMEN,EASY LIVING SENIOR HOME LLC                       ,MARTIN,CARMEN,MARTIN,CARMEN,7219 W MEDFORD AVE            ,MILWAUKEE           ,WI,53218,4147025573,AFH,B,4,2000,4000,,30-Jul-09,,3,,,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-618,15764,EASY LIVING SENIOR HOME LLC THE COTTAGE,2037 W NEIL PLACE,MILWAUKEE ,WI,53209,4143404088,MILWAUKEE           ,MARTIN,CARMEN,EASY LIVING SENIOR HOME LLC,MARTIN,CARMEN,MARTIN,CARMEN,7219 W MEDFORD AVE,MILWAUKEE,WI,53218,4147025573,AFH,B,4,4500,5000,,3-Sep-15,,3,3,,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-619,13636,EASY LIVING SENIOR HOME-BRAIDEN HOUSE (THE),5802 N 80TH ST                ,MILWAUKEE           ,WI,53218,4144424908,MILWAUKEE           ,MARTIN,CARMEN,EASY LIVING SENIOR HOME LLC,MARTIN,CARMEN,MARTIN,CARMEN,7219 W MEDFORD AVE            ,MILWAUKEE           ,WI,53218,4147025573,AFH,B,4,4500,5000,,7-Apr-11,,3,3,3,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-620,14301,EDEN VALLEY HOUSE,24394 EDEN VALLEY LANE        ,RICHLAND CENTER     ,WI,53581,6086048124,RICHLAND            ,DOBBS,CANDACE,MILL CREEK ADULT FAMILY HOME LLC                            ,DOBBS,CANDACE/DOUG,DOBBS,CANDACE,24394 EDEN VALLEY LANE        ,RICHLAND CENTER     ,WI,53581,6086048124,AFH,B,3,2700,4500,,8-Nov-12,,,,3,,,,3,3,,3,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-621,16692,EDGEWOOD REM WISCONSIN II INC,1014 EDGEWOOD CIRCLE,MARINETTE,WI,54143,7157320915,MARINETTE           ,HANSEN BLAKE,SHELLEY,REM WISCONSIN III INC,NARDELLA,BRUCE,HANSEN BLAKE,SHELLEY,2005 W BELTLINE HWY STE 203,MADISON,WI,53713,6082761191,NONAMBULATORY,B,4,4307,4168,,26-Jun-17,,,,,,,3,,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-622,16079,EDMONDS WAY ADULT FAMILY HOME LLC,8029 W MILL RD ,MILWAUKEE,WI,53218,4149405719,MILWAUKEE           ,JACKSON,TIFFANY,EDMONDS WAY ADULT FAMILY HOME LLC ,JACKSON,TIFFANY,JACKSON,TIFFANY,PO BOX 6605 ,MILWAUKEE,WI,53206,4149405719,AFH,B,3,3500,7000,,21-Jun-16,,3,3,,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-623,12154,EDWARDS FAMILY CARE                               ,171 S WATTS ST PO BOX 1060    ,ADAMS               ,WI,539101060,6083393587,ADAMS               ,EDWARDS,BARBARA,JAMES AND BARBARA EDWARDS                                   ,EDWARDS,BARBARA,EDWARDS,BARBARA,PO BOX 1060                   ,ADAMS               ,WI,539101060,6083393587,AFH,B,4,3080,7409,,1-Jan-08,,,,,,,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-624,9699,ELAINES HOME,4341 BRITTA DR                ,MADISON             ,WI,53711,6082760180,DANE                ,UNBEHAUN,ELAINE,                                                            ,UNBEHAUN,ELAINE/GREG,UNBEHAUN,ELAINE,4341 BRITTA DR                ,MADISON             ,WI,53711,6082760180,AFH,B,4,1000,2000,,22-Jul-02,,,,3,,,,3,,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-625,16322,ELAINES HOME OF COMPASSION LLC,4545 N 75TH STREET ,MILWAUKEE,WI,53218,4142399828,MILWAUKEE           ,WALKER,SHERLETHA,ELAINES HOME OF COMPASSION LLC,WALKER,SHERLETHA,WALKER,SHERLETHA,8654 N 51TH STREET,BROWN DEER,WI,53233,4144990758,AMBULATORY,B,4,2800,5000,,1-Aug-17,,3,,,3,3,3,3,3,,3,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-626,16651,ELIANA HOMES CUMBERLAND PLACE AFH,4945 CUMBERLAND ROAD,MOUNT PLEASANT,WI,53405,2629892366,RACINE              ,MILLIS,GAYLE   L,A CLEARER VISION LLC DBA ELIANNA HOMES VI,MILLIS,GAYLE   L,MILLIS,GAYLE  L,3260 E CAROLLTON DRIVE,OAK CREEK,WI,53154,2629892366,NONAMBULATORY,B,4,5600,6400,,5-Jul-17,,3,,,,3,,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-627,16145,ELIANA HOMES I,8820 CAROL CT,OAK CREEK,WI,53154,2629892366,MILWAUKEE           ,MILLIS,GAYLE,A CLEARER VISION LLC ,MILLLIS,GAYLE,MILLIS,GAYLE,3260 E CAROLLTON DR ,OAK CREEK ,WI,53154,2629892366,AFH,B,4,4500,6000,,2-Jun-16,,3,,,,,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-628,13357,ELIANA HOMES II,9445 S CHICAGO RD             ,OAK CREEK           ,WI,53154,2629892366,MILWAUKEE           ,MILLIS,GAYLE,A CLEARER VISION LLC                                        ,MILLIS,GAYLE,MILLIS,GAYLE,3260 E CAROLLTON DRIVE        ,OAK CREEK           ,WI,53154,2629892366,AFH,B,4,4500,6000,,7-Jul-10,,3,3,,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-629,14938,ELIANA HOMES IV,2531 E FOREST HILL AVENUE     ,OAK CREEK           ,WI,53154,2629892366,MILWAUKEE           ,MILLIS,GAYLE,"A CLEARER VISION, LLC                                       ",MILLIS,GAYLE,MILLIS,GAYLE,3260 E CAROLLTON DRIVE        ,OAK CREEK           ,WI,53154,2629892366,AFH,F,4,5200,6800,,30-Jan-14,,3,3,3,,,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-630,16652,ELIANA HOMES RIVERS EDGE AFH,9039 SOUTH RIVER EDGE,OAK CREEK,WI,53154,2629892366,MILWAUKEE           ,MILLIS,GAYLE  L,A CLEARER VISION LLC DBA ELIANA HOMES VI,MILLIS,GAYLE  L,MILLIS,GAYLE   L,3260 E CAROLLTON DRIVE,OAK CREEK,WI,53154,2629892366,AMBULATORY,B,4,5200,6300,,22-Jun-17,,,,,,,,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-631,15444,ELIANA HOMES V,1060 E CONNIE LANE,OAK CREEK,WI,53154,2629892366,MILWAUKEE           ,MILLIS,GAYLE L,A CLEARER VISION LLC,MILLIS,GAYLE L,MILLIS,GAYLE,3260 E CAROLLTON DRIVE,OAK CREEK,WI,53154,2629892366,AFH,B,4,5200,6800,,11-Feb-15,,3,,3,,3,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-632,15707,ELIANA HOMES VI AFH,8829 S 6TH AVE,OAK CREEK,WI,531544260,2629892366,MILWAUKEE           ,MILLIS,GAYLE,A CLEARER VISION LLC ,MILLIS,GAYLE,MILLIS,GAYLE,3260 E CAROLLTON DR,OAK CREEK,WI,53154,2629892366,AFH,B,4,5600,6400,,6-Aug-15,,3,,,,3,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-633,13479,ELITE ADULT FAMILY HOME                           ,3214 N 48TH ST                ,MILWAUKEE           ,WI,53216,4142132724,MILWAUKEE           ,FFRENCH,CAROL,ELITE ADULT FAMILY HOME INC                                 ,FFRENCH,CAROL,FFRENCH,CAROL,3910 N 56TH ST                ,MILWAUKEE           ,WI,53216,4142132724,AFH,B,4,2454,3483,,23-Sep-10,,,,3,,,,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-634,14546,ELITE ADULT FAMILY HOME 2                         ,2601 NORTH 59TH STREET        ,MILWAUKEE           ,WI,53210,4142132724,MILWAUKEE           ,FFRENCH,CAROL,ELITE ADULT FAMILY HOME INC                                 ,FFRENCH,CAROL,FFRENCH,CAROL,3910 NORTH 56TH STREET        ,MILWAUKEE           ,WI,53216,4142132724,AFH,B,4,4500,5500,,5-Jun-13,,3,,3,,,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-635,16724,ELIZABETH III,106 S 3RD STREET,WATERFORD,WI,53185,2623426928,RACINE              ,NELSON,ADRIANE,ANA LIVING LLC,NELSON,ADRIANE,NELSON,ADRIANE,3508 PENINSULA DRIVE,BURLINGTON,WI,53105,2623426928,AMBULATORY,B,4,16800,20700,,27-Jul-17,,,,,,3,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-636,14238,ELK CREEK,13032 ELK CREEK               ,VIOLA               ,WI,54664,6085493352,RICHLAND            ,MCCARVILLE,HOLLY,ELK CREEK AFH LLC                                           ,MCCARVILLE,HOLLY,MCCARVILLE,HOLLY,14468 QUARRY DR               ,RICHLAND CENTER     ,WI,53581,6085493352,AFH,B,4,4450,6000,,10-Sep-12,,,,,,,3,3,3,,3,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-637,11481,ELLENBECKER ADULT FAMILY HOME                     ,7463 BROOKHAVEN DR            ,WEST BEND           ,WI,53090,2626299386,WASHINGTON          ,ELLENBECKER,DONNA,DONNA ELLENBECKER                                           ,ELLENBECKER,DONNA,ELLENBECKER,DONNA,7463 BROOKHAVEN DR            ,WEST BEND           ,WI,53090,2626299386,AFH,B,4,5323,9125,,16-May-06,,,,3,,3,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-638,14418,ELLENS ADULT FAMILY HOME,631 CENTER ST                 ,KEWAUNEE            ,WI,54216,9203880250,KEWAUNEE            ,TORNOVISH,ELLEN,,TORNOVISH,ELLEN,TORNOVISH,ELLEN,631 CENTER ST                 ,KEWAUNEE            ,WI,54216,9203880250,AFH,B,4,2560,2997,,19-Nov-12,,,,,,,,3,3,,3,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-639,14338,ELLENS PLACE                                      ,459 E DODGE ST                ,JEFFERSON           ,WI,53549,9205413369,JEFFERSON           ,HOWARD,PAMELA,ELLENS PLACE LLC                                            ,HOWARD,PAMELA,HOWARD,PAMELA,459 E DODGE ST                ,JEFFERSON           ,WI,53549,9205413369,AFH,B,4,2000,4000,,8-Jan-13,,,,,,3,3,,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-640,12870,ELM HOME                                          ,8339 B FISHMAN RD             ,BURLINGTON          ,WI,53105,2624920179,RACINE              ,CRABTREE,MACK,CRABTREE RESIDENTIAL LIVING INC                             ,CRABTREE,JEFFREY,CRABTREE,JEFFREY,PO BOX 580393                 ,PLEASANT PRAIRIE    ,WI,53158,2629094344,AFH,M,4,4500,7200,,3-Dec-09,,,,,,,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-641,13331,ELM MOUND ADULT FAMILY HOME,117/119 HEALY LN              ,FORT ATKINSON       ,WI,53538,9203977323,JEFFERSON           ,HANSEN,TRACEY,ABILITIES INC                                               ,KLITZKIE,CHRISTINE,HANSEN,TRACEY,PO BOX 84                     ,FORT ATKINSON       ,WI,53538,9205638554,AFH,B,4,3223,11123,,13-Oct-10,,,,3,,,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-642,14058,EMANUELS ADULT FAMILY HOME,4723 N 45TH ST                ,MILWAUKEE           ,WI,53218,4144421055,MILWAUKEE           ,CARTER-JACKSON,GWENDOLYN,EMANUELS ADULT FAMILY HOME LLC                              ,,,CARTER-JACKSON,GWENDOLYN,4723 N 45TH ST                ,MILWAUKEE           ,WI,53218,4144421055,AFH,B,4,4000,4500,,16-Apr-12,,3,3,3,,,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-643,15062,EMANUELS II,4731 N 45TH STREET            ,MILWAUKEE           ,WI,53218,0,MILWAUKEE           ,CARTER JACKSON,GWENDOLYN,EMANUELS ADULT FAMILY HOME LLC                          ,CARTER JACKSON,GWENDOLYN,CARTER JACKSON,GWENDOLYN,4723 N 45TH STREET            ,MILWAUKEE           ,WI,53218,4144421055,AFH,B,4,4500,5000,,19-Jun-14,,,,,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-644,12339,EMBERS,514 SHERMAN STREET #1         ,WAUSAU              ,WI,54401,7158428700,MARATHON            ,POTTER,JON,OPPORTUNITY OF NORTH CENTRAL WI INC                         ,,,POTTER,JON,740 N THIRD STREET            ,WAUSAU              ,WI,54403,7158428700,AFH,B,4,3660,8105,,24-Jul-08,,3,,,,3,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-645,14110,EMERALD HOME,5044 32ND AVE                 ,KENOSHA             ,WI,53144,8479977474,KENOSHA             ,MC CAFFREY,ANNE,EMERALD HOME LLC                                            ,MC CAFFREY,ANNE,MC CAFFREY,ANNE,5044 32ND AVE                 ,KENOSHA             ,WI,53144,8479977474,AFH,B,4,4250,5550,,16-Aug-12,,,,,,,,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-646,16061,EMERGE HOME CARE AND SUPPORTIVE LIVING LLC,3618 NORTH 42ND,MILWAUKEE,WI,53216,4143801378,MILWAUKEE           ,LASTER,PAULETTE,,LASTER,PAULETTE,LASTER,PAULETTE,9170 BRANDY BROOK TRAIL ,BROWN DEER ,WI,53223,4143801378,AMBULATORY,B,4,2300,3000,,2-Mar-17,,,,,,3,,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-647,14515,EMERSON ASSISTED LIVING BOUTIQUE                  ,402 RUSTIC DR                 ,MADISON             ,WI,53718,6086695542,DANE                ,SHAW,KATHLEEN,LIFESONG SENIOR LIVING                                      ,SHAW,KATHLEEN,SHAW,KATHLEEN,402 RUSTIC DR                 ,MADISON             ,WI,53718,6086695542,AFH,B,4,2500,5000,,18-Apr-13,,,,3,,3,,3,,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-648,13963,EMERY ART RESIDENCE,164 6TH ST                    ,FOND DU LAC         ,WI,54935,9209333471,FOND DU LAC         ,HOWARD,TERRY,EMERY ART RESIDENCE LLC                                     ,HOWARD,TERRY,THEWES JR,DAVID E,222 S CENTRAL AVE    ,MARSHFIELD,WI,54449,7156522338,AFH,B,4,13272,14694,,22-Nov-11,,3,,3,,,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-649,14637,EMMANUEL FAMILY HOME,2941 TRACEWAY DR              ,MADISON             ,WI,53713,6083548048,DANE                ,NJOKANMA,PRISCILLA,EL ELYON PROPERTIES LLC                                     ,NJOKANMA,PRISCILLA,NJOKANMA,PRISCILLA,1001 S THOMPSON DR            ,MADISON             ,WI,53716,6083548048,AFH,B,3,3000,6000,,15-Jul-13,,,,,,,,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-650,15239,EMMANUEL FAMILY HOME 2,2943 TRACEWAY DR,MADISON,WI,53713,6083548048,DANE                ,NJOKANMA,PRISCILLA,EL ELYON PROPERTIES LLC,NJOKANMA,PRISCILLA,NJOKANMA,PRISCILLA,1001 S THOMPSON DR,MADISON,WI,53716,6083548048,AFH,B,3,3000,6000,,24-Nov-14,,,,,,,,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-651,9645,EMPOWERMENT OPTIONS AFH                           ,3045 COLLEEN DR               ,GREEN BAY           ,WI,54311,9208849863,BROWN               ,MELOTTE,MICHAEL G,EMPOWERMENT OPTIONS                                         ,MELOTTE II,MICHAEL G,MELOTTE II,MICHAEL G,3045 COLLEEN DR               ,GREEN BAY           ,WI,54311,9203661187,AFH,B,4,4726,5985,,11-Jun-02,,3,,,,,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-652,15372,EMPOWERMENT OPTIONS DEBRA LN HOME,1680 DEBRA LN,GREEN BAY,WI,54302,9205440484,BROWN               ,MELOTTE,MICHAEL,,MELOTTE,MICHAEL,MELOTTE,MICHAEL,3045 COLLEEN DR,GREEN BAY,WI,54311,9203661187,AFH,,3,5700,6400,,30-Dec-14,,3,,,,,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-653,15166,ENCOURAGE ADULT FAMILY HOME,425 N 3RD STREET,RIVER FALLS,WI,54022,6127021811,PIERCE              ,NIELSEN,REDGIE,REDGIE NIELSEN,NIELSEN,REDGIE,NIELSEN,REDGIE,425 N 3RD STREET,RIVER FALLS,WI,54022,6127021811,AFH,B,4,2500,10000,,4-Aug-14,,3,,3,,,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-654,16503,ENDLESS CARE LLC,1236 BLUFF AVE,RACINE,WI,53403,2625049450,RACINE              ,BARLOW,ESTELLE L,ENDLESS CARE LLC,BARLOW,ESTELLE L,BARLOW,ESTELLE L,PO BOX 85151,RACINE ,WI,53406,2625049450,AMBULATORY,B,4,3000,10000,,2-May-17,,3,3,,3,,3,3,3,3,3,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-655,16331,ENRICHED LIFESTYLES LLC,1047 ST LAWRENCE DR,GREEN BAY,WI,54311,9209652989,BROWN               ,MELOTTA,KRISTA,ENRICHED LIFESTYLES LLC,MELOTTE,KRISTA,MELOTTE,KRISTA,445 MASTERS LANE,GREEN BAY,WI,54311,9206090353,AMBULATORY,B,4,5000,8000,,8-Dec-16,,3,,,,,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-656,14825,EPITOMIZED LIVING LLC                             ,2426 W HIGHLAND AVE           ,MILWAUKEE           ,WI,53233,4144674783,MILWAUKEE           ,MUHAMMAD,TRACY,EPITOMIZED LIVING LLC                                       ,MUHAMMAD,TRACY,MUHAMMAD,TRACY,PO BOX 11215                  ,MILWAUKEE           ,WI,53211,4144674783,AFH,B,4,7300,9300,,10-Apr-14,,,,,,,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-657,12302,ERV COURT ADULT FAMILY HOME,W131 ERV COURT                ,KAUKAUNA            ,WI,54130,9207599423,OUTAGAMIE           ,ANDERSON,STEPHANIE,INNOVATIVE SERVICES INC                                     ,,,ROWLAND,JILL,445 S MADISON ST              ,GREEN BAY           ,WI,54301,9204310962,AFH,B,4,7079,7467,,5-Mar-08,,3,,3,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-658,11096,ESSES ADULT FAMILY HOME,N471 FOX DRIVE               ,MONTELLO            ,WI,53949,6082977400,MARQUETTE           ,ESSE,BONNIE,BONNIE ESSE                                                 ,ESSE,BONNIE,ESSE,BONNIE,N471 FOX DRIVE               ,MONTELLO            ,WI,53949,6082977400,AFH,M,3,2413,2670,,12-Aug-05,,,,,,,3,,3,,,3,Adult Family Home
