row_id,LICENSE NUMBER,name,STREET,PO BOX,CITYSTZIP,BEDS,COUNTY,REGION,TELEPHONE,ADMINISTRATOR,CERTIFICATION,FAXPHONE,OWNCOMP,OWNEROFDESC,OWNCATDESC,OWNEND,MCARE,FAC_CITY,OWNER,LICISSUED,LICENSURE,facility_type
USA-WI-48-Facilities-48-NursingHomes-58,Lic. 81,OAKWOOD LUTHERAN HOMES ASSOCIATION,6201 MINERAL POINT RD,,"MADISON, WI  53705",95 Beds,DANE,Southern,(608) 230-4699,Administrator: COLINDA NAPPA,525375,FAX: (608) 230-4330,OAKWOOD LUTHERAN HOMES ASSOCIATION INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,MADISON,NONPROFIT CHURCH/CORP,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-59,Lic. 2544,ODD FELLOW HOME,1229 S JACKSON ST,,"GREEN BAY, WI  54301",88 Beds,BROWN,Northeastern,(920) 437-6523,Administrator: CASSANDRA STREMER,525559,FAX: (920) 437-9896,ODD FELLOW REBEKAH HOME ASSOCIATION INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,GREEN BAY,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-60,Lic. 3211,ATRIUM POST ACUTE CARE OF BLACK RIVER FALLS,1311 TYLER ST,,"BLACK RIVER FALLS, WI  54615",50 Beds,JACKSON,Southern,(715) 284-4396,Administrator: THERESA HAWLEY,525488,FAX: (715) 284-9580,"1311 TYLER STREET OPERATING COMPANY, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,BLACK RIVER FALLS,LIMITED LIABILITY COMPANY,1-Sep-72,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-61,Lic. 2452,PARK MANOR LTD,250 LAWRENCE AVE,,"PARK FALLS, WI  54552",92 Beds,PRICE,Northern,(715) 762-2449,Administrator: SHARON SCHULTZ,525612,FAX: (715) 762-3321,PARK MANOR LTD, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,PARK FALLS,FOR PROFIT CORPORATION,28-Feb-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-62,Lic. 2478,ATRIUM POST ACUTE CARE OF LITTLE CHUTE,1201 GARFIELD AVE,,"LITTLE CHUTE, WI  54140",65 Beds,OUTAGAMIE,Northeastern,(920) 788-5806,Administrator: ANNA BERNACCHI,525579,FAX: (920) 788-5797,PARKSIDE CARE CENTER LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,LITTLE CHUTE,LIMITED LIABILITY COMPANY,15-Oct-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-63,Lic. 859,PARK VIEW HOME,220 LOCKWOOD ST,,"WOODVILLE, WI  54028",50 Beds,SAINT CROIX,Western,(715) 698-2451,Administrator: MELISSA WALTHALL,525458,FAX: (715) 698-2363,PARK VIEW HOME INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,WOODVILLE,NONPROFIT CORPORATION,1-Sep-62,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-64,Lic. 2622,PEABODY MANOR,2600 S HERITAGE WOODS DR,,"APPLETON, WI  54915",58 Beds,WINNEBAGO,Northeastern,(920) 738-3000,Administrator: CINDY GRINDHEIM,525548,FAX: (920) 225-7791,THEDACARE INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,APPLETON,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-65,Lic. 356,PINE HAVEN CHRISTIAN HOME,220 HAVEN DRIVE,,"SHEBOYGAN FALLS, WI  53085",50 Beds,SHEBOYGAN,Northeastern,(920) 467-2401,Administrator: MIRAYRA BELL,525676,FAX: (920) 467-7273,PINE HAVEN CHRISTIAN HOME INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,SHEBOYGAN FALLS,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-66,Lic. 3184,"MARKESAN RESIDENT HOME, INC.",1130 N MARGARET,,"MARKESAN, WI  53946",50 Beds,GREEN LAKE,Southern,(920) 398-2751,Administrator: MIRIAM OWNBY,525550,FAX: (920) 398-3937,MARKESAN RESIDENT HOME INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,MARKESAN,NONPROFIT CORPORATION,1-Sep-96,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-67,Lic. 3169,ATRIUM POST ACUTE CARE OF PLYMOUTH,916 E CLIFFORD ST,,"PLYMOUTH, WI  53073",60 Beds,SHEBOYGAN,Northeastern,(920) 893-4777,Administrator: KRISTEN KALLAS,525685,FAX: (920) 893-2470,PLYMOUTH CARE CENTER LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,PLYMOUTH,LIMITED LIABILITY COMPANY,1-Mar-77,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-68,Lic. 3068,OAK RIDGE CARE CENTER,1400 8TH AVE,,"UNION GROVE, WI  53182",74 Beds,RACINE,Southeastern,(262) 878-2788,Administrator: BONNIE CHRISTENSEN,525542,FAX: (262) 878-4456,OAK RIDGE CARE CENTER INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,UNION GROVE,FOR PROFIT CORPORATION,23-Sep-91,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-69,Lic. 2444,TRINITY VILLAGE,7500 W DEAN RD,,"MILWAUKEE, WI  53223",87 Beds,MILWAUKEE,Southeastern,(414) 371-7595,Administrator: STEVEN ST LOUIS,525498,FAX: (414) 533-6638,"TRN MILWAUKEE, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MILWAUKEE,LIMITED LIABILITY COMPANY,16-Jan-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-70,Lic. 2860,RENNES HEALTH AND REHAB CENTER-DEPERE,200 S NINTH ST,,"DE PERE, WI  54115",122 Beds,BROWN,Northeastern,(920) 336-5680,Administrator: JOSEPH SCHERWINSKI,525573,FAX: (920) 336-5882,TDR INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,DE PERE,FOR PROFIT CORPORATION,6-Nov-84,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-71,Lic. 1038,ATRIUM POST ACUTE CARE OF CHETEK,725 KNAPP ST,,"CHETEK, WI  54728",97 Beds,BARRON,Western,(715) 924-4891,Administrator: DYLAN FAULKNER,525672,FAX: (715) 924-4896,"725 KNAPP ST OPERATING COMPANY, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,CHETEK,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-72,Lic. 2957,RENNES HEALTH AND REHAB CENTER-WEST,501 N LAKE ST,,"PESHTIGO, WI  54157",99 Beds,MARINETTE,Northeastern,(715) 582-3906,Administrator: CHARITY BESCHTA,525451,FAX: (715) 582-3141,MAGNICARE INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,PESHTIGO,FOR PROFIT CORPORATION,1-Oct-77,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-73,Lic. 3118,RENNES HEALTH AND REHAB CENTER-EAST,701 WILLOW ST,,"PESHTIGO, WI  54157",129 Beds,MARINETTE,Northeastern,(715) 582-3962,Administrator: BARBARA WALTERS,525457,FAX: (715) 582-9115,TDR INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,PESHTIGO,FOR PROFIT CORPORATION,1-Apr-76,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-74,Lic. 2727,ATRIUM POST ACUTE CARE OF OCONTO FALLS,100 E HIGHLAND DR,,"OCONTO FALLS, WI  54154",99 Beds,OCONTO,Northeastern,(920) 848-3272,Administrator: KATHLEEN REINDL,525449,FAX: (920) 848-2516,"100 E. HIGHLAND DRIVE OPERATING COMPANY, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,OCONTO FALLS,LIMITED LIABILITY COMPANY,1-Aug-71,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-75,Lic. 799,SHOREHAVEN HEALTH AND REHABILITATION CENTER,1305 W WISCONSIN AVE,PO BOX 208,"OCONOMOWOC, WI  53066",120 Beds,WAUKESHA,Southeastern,(262) 567-8341,Administrator: HEATHER BARTELL,525560,FAX: (262) 567-0273,LUTHERAN HOMES OF OCONOMOWOC INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,OCONOMOWOC,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-76,Lic. 2379,ROLLING HILLS REHABILITATION CENTER,14345 CTY HWY B,,"SPARTA, WI  54656",85 Beds,MONROE,Southern,(608) 269-8800,Administrator: LINDA ANDERSON,525430,FAX: (608) 269-4386,MONROE COUNTY BOARD, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,SPARTA,GOVERNMENT COUNTY,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-77,Lic. 2607,SANNES SKOGDALEN HEIM,101 SUNSHINE BLVD,,"SOLDIERS GROVE, WI  54655",50 Beds,CRAWFORD,Southern,(608) 624-5244,Administrator: JAIME HOOVERSON,525622,FAX: (608) 624-3478,SANNES SKOGDALEN NURSING FACILITY LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,SOLDIERS GROVE,LIMITED LIABILITY COMPANY,11-Oct-79,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-78,Lic. 2807,ATRIUM POST ACUTE CARE OF BLOOMER,1840 PRIDDY ST,,"BLOOMER, WI  54724",31 Beds,CHIPPEWA,Western,(715) 568-2503,Administrator: CRYSTAL FRAZER,525580,FAX: (715) 568-2518,"1840 PRIDDY STREET OPERATING COMPANY, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,BLOOMER,LIMITED LIABILITY COMPANY,1-Jul-75,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-79,Lic. 3213,MILWAUKEE CATHOLIC HOME,2330 N PROSPECT AVE,,"MILWAUKEE, WI  53211",117 Beds,MILWAUKEE,Southeastern,(414) 220-4610,Administrator: PATRICK SHAUGHNESSY,525635,FAX: (414) 278-1252,MILWAUKEE CATHOLIC HOME INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,MILWAUKEE,NONPROFIT CORPORATION,4-Aug-97,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-80,Lic. 293,LUTHERAN HOME,7500 W NORTH AVE,,"WAUWATOSA, WI  53213",187 Beds,MILWAUKEE,Southeastern,(414) 258-6170,Administrator: KATHRYN CAVERS,525545,FAX: (414) 258-0784,LUTHERAN HOME INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,WAUWATOSA,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-81,Lic. 2285,"BALDWIN CARE CENTER, INC",650 BIRCH ST,,"BALDWIN, WI  54002",50 Beds,SAINT CROIX,Western,(715) 684-3231,Administrator: EILEEN LA FAVOR,525502,FAX: (715) 684-3608,BALDWIN CARE CENTER INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,BALDWIN,NONPROFIT CORPORATION,11-Feb-72,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-82,Lic. 2143,MARQUARDT MEMORIAL MANOR,1020 HILL ST,,"WATERTOWN, WI  53098",140 Beds,DODGE,Southern,(920) 261-0400,Administrator: JENNIFER JOHNSON,525543,FAX: (920) 261-4840,MARQUARDT MEMORIAL MANOR INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,WATERTOWN,NONPROFIT CORPORATION,1-Jul-69,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-83,Lic. 525,CHRISTIAN HOME AND REHABILITATION CENTER,331 BLY ST,,"WAUPUN, WI  53963",50 Beds,DODGE,Southern,(920) 324-9051,Administrator: BARBARA WIRKUS,525531,FAX: (920) 324-4724,CHRISTIAN HOME AND REHABILITATION CENTER INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,WAUPUN,NONPROFIT CHURCH/CORP,10-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-84,Lic. 2869,"MASONIC CENTER HEALTH & REHAB, INC",400 N MAIN ST,,"DOUSMAN, WI  53118",84 Beds,WAUKESHA,Southeastern,(262) 965-7245,Administrator: MARGE GOZDOWIAK,525572,FAX: (262) 965-4053,"MASONIC CENTER FOR HEALTH AND REHAB, INC.", HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,DOUSMAN,NONPROFIT CORPORATION,19-Nov-82,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-85,Lic. 2962,MARY JUDE NURSING HOME,9806 W LINCOLN AVE,,"WEST ALLIS, WI  53227",50 Beds,MILWAUKEE,Southeastern,(414) 543-5330,Administrator: KIM JUNG,525432,FAX: (414) 543-9519,MARY JUDE HEALTH CARE INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,WEST ALLIS,FOR PROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-86,Lic. 3170,PRAIRIE MAISON,700 SOUTH FREMONT,,"PRAIRIE DU CHIEN, WI  53821",64 Beds,CRAWFORD,Southern,(608) 326-8471,Administrator: ALESHA ERDENBERGER,525525,FAX: (608) 326-3205,PRAIRIE NURSING FACILITY LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,PRAIRIE DU CHIEN,LIMITED LIABILITY COMPANY,27-Jun-09,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-87,Lic. 3165,PEPIN HEALTH AND REHAB,1110 SECOND ST,,"PEPIN, WI  54759",50 Beds,PEPIN,Western,(715) 442-4811,Administrator: DALE ANDERSON,525564,FAX: (715) 442-2904,"PEPIN OPERATOR, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,PEPIN,LIMITED LIABILITY COMPANY,24-Jan-78,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-88,Lic. 3175,SHAWANO  HEALTH SERVICES,1436 S LINCOLN ST,,"SHAWANO, WI  54166",100 Beds,SHAWANO,Northeastern,(715) 526-6111,Administrator: PAUL PESHEK,525335,FAX: (715) 524-5708,SHAWANO HEALTH SERVICES LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,SHAWANO,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-89,Lic. 2983,OAKBROOK HEALTH AND REHABILITATION,206 W PROSPECT ST,,"THORP, WI  54771",58 Beds,CLARK,Northern,(715) 669-5321,Administrator: SHERRY GOODMAN,525472,FAX: (715) 669-5223,THORP NURSING HOME INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,THORP,FOR PROFIT CORPORATION,27-Feb-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-90,Lic. 3245,ATRIUM POST ACUTE CARE OF NEENAH,125 BYRD AVE,,"NEENAH, WI  54956",112 Beds,WINNEBAGO,Northeastern,(920) 725-2714,Administrator: MIRIAH SEYLER,525481,FAX: (920) 725-5085,"125 BYRD AVENUE OPERATING COMPANY, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,NEENAH,LIMITED LIABILITY COMPANY,1-Sep-72,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-91,Lic. 913,"NU ROC COMMUNITY HEALTHCARE, INC",3576A NU ROC LN,,"LAONA, WI  54541",50 Beds,FOREST,Northeastern,(715) 674-4477,Administrator: PAUL NEWTON,525623,FAX: (715) 674-4016,NU ROC COMMUNITY HEALTHCARE INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,LAONA,FOR PROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-92,Lic. 2633,MONTELLO CARE CENTER,251 FOREST LANE,,"MONTELLO, WI  53949",50 Beds,MARQUETTE,Southern,(608) 297-2153,Administrator: BRENT MEYERS,525657,FAX: (608) 297-9328,WISCONSIN ILLINOIS SENIOR HOUSING INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,MONTELLO,NONPROFIT CORPORATION,13-Aug-80,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-93,Lic. 440,MORROW MEMORIAL HOME,331 S WATER ST,,"SPARTA, WI  54656",99 Beds,MONROE,Southern,(608) 269-3168,Administrator: JENNIFER BRIESKE,525662,FAX: (608) 269-7642,MORROW MEM HOME FOR THE AGED INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,SPARTA,NONPROFIT CHURCH/CORP,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-94,Lic. 1031,MULDER HEALTH CARE FACILITY,713 N LEONARD ST,,"WEST SALEM, WI  54669",87 Beds,LA CROSSE,Southern,(608) 786-1600,Administrator: LESLIE THOMPSON,525209,FAX: (608) 786-0740,MULDER HEALTH CARE FACILITY INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,WEST SALEM,FOR PROFIT CORPORATION,1-Mar-63,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-95,Lic. 3237,ATRIUM POST ACUTE CARE OF WESTON,6001 ALDERSON ST,,"SCHOFIELD, WI  54476",128 Beds,MARATHON,Northern,(715) 359-4257,Administrator: HEATHER PAALMAN,525420,FAX: (715) 355-7802,"6001 ALDERSON STREET OPERATING COMPANY, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,SCHOFIELD,LIMITED LIABILITY COMPANY,1-Sep-72,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-96,Lic. 2605,"NEW GLARUS HOME, INC",600 2ND AVE,,"NEW GLARUS, WI  53574",97 Beds,GREEN,Southern,(608) 527-2126,Administrator: ERIN FRANCOIS,525630,FAX: (608) 527-5365,NEW GLARUS HOME INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,NEW GLARUS,NONPROFIT CHURCH/CORP,6-Jan-66,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-97,Lic. 1089,MUSKEGO HEATLH CARE CENTER,S77 W18690 JANESVILLE RD,,"MUSKEGO, WI  53150",49 Beds,WAUKESHA,Southeastern,(262) 679-0246,Administrator: HAROLD SWANTO JR,525686,FAX: (262) 679-9717,MUSKEGO NURSING HOME INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,MUSKEGO,FOR PROFIT CORPORATION,1-Nov-62,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-98,Lic. 2056,ST ANNE'S SALVATORIAN CAMPUS,3800 N 92ND ST,,"MILWAUKEE, WI  53222",62 Beds,MILWAUKEE,Southeastern,(414) 463-7570,Administrator: LYNN VOGT,525524,FAX: (414) 463-2311,ST ANNE'S SALVATORIAN CAMPUS, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,MILWAUKEE,NONPROFIT CHURCH/CORP,1-Jan-67,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-99,Lic. 3110,NEWCARE INC,903 MAIN AVE  PO BOX 460,,"CRIVITZ, WI  54114",50 Beds,MARINETTE,Northeastern,(715) 854-2717,Administrator: MELISSA KAMPS,525489,FAX: (715) 854-3301,NEWCARE INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,CRIVITZ,FOR PROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-100,Lic. 3242,NORTHPOINT MEDICAL AND REHABILITATION CENTER,1850 BOWEN ST,,"OSHKOSH, WI  54901",120 Beds,WINNEBAGO,Northeastern,(920) 233-4011,Administrator: CARRIE WENDLING,525299,FAX: (920) 233-5177,SIMON OSHKOSH PROPERTIES LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,OSHKOSH,LIMITED LIABILITY COMPANY,29-Oct-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-101,Lic. 2155,LUTHER HOME,831 PINE BEACH RD,,"MARINETTE, WI  54143",116 Beds,MARINETTE,Northeastern,(715) 732-0155,Administrator: DARRELL LANCOUR,525476,FAX: (715) 732-5833,NORTHLAND LUTHERAN SERVICES FOR THE ELDERLY INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,MARINETTE,NONPROFIT CHURCH/CORP,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-102,Lic. 3138,MIDDLE RIVER HEALTH CARE CENTER,8274 E SAN RD,,"SOUTH RANGE, WI  54874",86 Beds,DOUGLAS,Northern,(715) 398-3523,Administrator: CHRISTY FRYE,525408,FAX: (715) 374-2236,VILLA MARINA HEALTH & REHABILITATION CENTER INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,SOUTH RANGE,FOR PROFIT CORPORATION,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-103,Lic. 2448,LAFAYETTE MANOR,719 E CATHERINE ST  BOX 167,,"DARLINGTON, WI  53530",64 Beds,LAFAYETTE,Southern,(608) 776-4210,Administrator: PEGGY ROLLI,525362,FAX: (608) 776-2441,LAFAYETTE COUNTY BOARD, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,DARLINGTON,GOVERNMENT COUNTY,1-Feb-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-104,Lic. 3131,GRANCARE NURSING CENTER,1555 DOUSMAN ST,,"GREEN BAY, WI  54303",75 Beds,BROWN,Northeastern,(920) 494-4525,Administrator: BRITTANY COBB,525486,FAX: (920) 494-2816,ZUNKER HEALTH CARE INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,GREEN BAY,FOR PROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-105,Lic. 5019,WOODS CROSSING AT WOODS POINT,E401 23RD ST PO BOX 34,,"BRODHEAD, WI  53520",22 Beds,ROCK,Southern,(608) 897-3031,Administrator: LEE GUNDERSON,525683,FAX: (608) 897-3179,"WOODS POINT MANAGEMENT, INC", HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,BRODHEAD,FOR PROFIT CORPORATION,17-Jun-05,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-106,Lic. 3204,ASHLAND HEALTH AND REHABILITATION CENTER,1319 BEASER AVE,,"ASHLAND, WI  54806",117 Beds,ASHLAND,Northern,(715) 682-3468,Administrator: BRIDGET STABERG,525386,FAX: (715) 682-8872,SSC ASHLAND OPERATING COMPANY LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,ASHLAND,LIMITED LIABILITY COMPANY,6-Feb-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-107,Lic. 2380,CLEARVIEW,198 COUNTY  DF,,"JUNEAU, WI  53039",140 Beds,DODGE,Southern,(920) 386-3400,Administrator: JANE HOOPER,525453,FAX: (920) 386-3405,MARSH COUNTRY HEALTH ALLIANCE, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,JUNEAU,GOVERNMENT COUNTY,31-Jul-12,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-108,Lic. 2418,COLUMBIA HEALTH CARE CENTER,323 W MONROE ST PO BOX 895,,"WYOCENA, WI  53969",100 Beds,COLUMBIA,Southern,(608) 429-2181,Administrator: AMY YAMRISKA,525372,FAX: (608) 429-2281,COLUMBIA COUNTY, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,WYOCENA,GOVERNMENT COUNTY,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-109,Lic. 2367,CREST VIEW NURSING HOME,612 VIEW ST,,"NEW LISBON, WI  53950",60 Beds,JUNEAU,Southern,(608) 562-3667,Administrator: JENNIFER BRANDAU,525581,FAX: (608) 562-6590,MILE BLUFF MEDICAL CENTER INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,NEW LISBON,NONPROFIT CORPORATION,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-110,Lic. 2356,THE NEIGHBORS - CENTRAL NEIGHBORHOOD,2901 FORBES AVE,,"MENOMONIE, WI  54751",45 Beds,DUNN,Western,(715) 232-2661,Administrator: ANTHONY MANZELLA,525433,FAX: (715) 232-4010,DUNN COUNTY, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,MENOMONIE,GOVERNMENT COUNTY,1-Oct-13,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-111,Lic. 2369,EDGEWATER HAVEN NURSING HOME,1351 WISCONSIN RIVER DR,,"PORT EDWARDS, WI  54469",90 Beds,WOOD,Southern,(715) 885-8300,Administrator: CYNTHIA ROBINSON,525088,FAX: (715) 885-8351,WOOD COUNTY BOARD, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,PORT EDWARDS,GOVERNMENT COUNTY,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-112,Lic. 2893,GRAND VIEW CARE CENTER,620 GRAND VIEW AVE PO BOX 27,,"BLAIR, WI  54616",98 Beds,TREMPEALEAU,Western,(608) 989-2511,Administrator: STACY SUCHLA,525624,FAX: (608) 989-2679,GRAND VIEW CARE CENTER INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,BLAIR,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-113,Lic. 3166,DOVE HEALTHCARE - OSSEO,51019 RIDGE VIEW ROAD,,"OSSEO, WI  54758",40 Beds,TREMPEALEAU,Western,(715) 597-2493,Administrator: JOSEPH MUENCH,525709,FAX: (715) 597-2495,"OSSEO HEALTHCARE, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,OSSEO,LIMITED LIABILITY COMPANY,5-Dec-16,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-114,Lic. 2657,HILLVIEW HEALTH CARE CENTER,3501 PARK LANE DR,,"LA CROSSE, WI  54601",181 Beds,LA CROSSE,Southern,(608) 789-4800,Administrator: KELLY KRAMER,525426,FAX: (608) 789-4860,LA CROSSE COUNTY BOARD OF SUPERVISORS, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,LA CROSSE,GOVERNMENT COUNTY,1-Aug-76,Skilled Care,Nursing Home
