row_id,Facility ID,Facility Name,Street,City,State,Zip,Phone,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,MailingStreet,MailingCity,MailingState,MailingZip,LicenseePhone,Class,Gender,Capacity,LowRate,HighRate,DateProbationaryIssued,DateRegularIssued,reg_name,TRAUMATIC BRAIN INJURY,TERMINALLY ILL,PUBLIC FUNDING,PHYSICALLY DISABLED,IRREVERSIBLE DEMENTIA/ALZHEIMER'S,EMOTIONALLY DISTURBED/MENTAL ILLNESS,DEVELOPMENTALLY DISABLED,ALCOHOL/DRUG DEPENDENT,ADVANCED AGED,facility_type
USA-WI-48-Facilities-48-AdultDayCare-57,11894,GOOD SHEPHERD SERVICES LTD,605 EAST BRONSON ROAD         ,SEYMOUR             ,WI,54165,9208336856,OUTAGAMIE           ,CAPTAIN,DEBORAH,GOOD SHEPHERD SERVICES LTD                                  ,CAPTAIN,DEBORAH,CAPTAIN,DEB,607 EAST BRONSON ROAD         ,SEYMOUR             ,WI,54165,9208336856,ADC                           ,B,8,,,,2-Jul-07,NORTHEASTERN REGION      ,1,,1,1,,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-58,9073,GRACE ADULT DAY SERVICES ALTOONA,2441 NEW PINE DRIVE           ,ALTOONA             ,WI,54720,7158328811,EAU CLAIRE          ,JACOBSON FLIEGER,BETHANY,GRACE LUTHERAN FOUNDATION INC                               ,CHRISTENSEN,MIKE,CHRISTENSEN,MIKE,P O BOX 287                   ,EAU CLAIRE          ,WI,547020287,7158323003,ADC                           ,B,43,,,,16-Jun-00,WESTERN REGION           ,,,,,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-59,11512,GRACE ADULT DAY SERVICES- CHIPPEWA FALLS,2050 CTY TK I                 ,CHIPPEWA FALLS      ,WI,54729,7157381925,CHIPPEWA            ,MILLER,MELANIE,GRACE LUTHERAN FOUNDATION                                   ,,,CHRISTENSEN,MIKE,P O BOX 287                   ,EAU CLAIRE          ,WI,547020287,7158323003,ADC                           ,B,60,,,,1-May-06,WESTERN REGION           ,,,1,,,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-60,8562,HAND IN HAND ADULT DAY CENTER,2227 4TH ST                   ,MONROE              ,WI,53566,6083289630,GREEN               ,BOLL,LINDA,GREEN COUNTY HUMAN SERVICES DEPT                            ,,,BOLL,LINDA,N3152 STATE RD 81             ,MONROE              ,WI,53566,6083289393,ADC                           ,B,20,,,,15-Nov-91,SOUTHERN REGION          ,,,1,,,,,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-61,12916,HANDISHOP DAY CENTERS,620 INDUSTRIAL DRIVE          ,SPARTA              ,WI,54656,6082694600,MONROE              ,CLARK,PATTY,HANDISHOP INDUSTRIES INC                                    ,,,SQUIRES,STEPHANIE,1411 N SUPERIOR AVE           ,TOMAH               ,WI,54660,6083723289,ADC                           ,B,50,,,,3-Aug-09,WESTERN REGION           ,,,1,1,1,1,1,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-62,13645,HANDISHOP DAY CENTERS,1411 N SUPERIOR AVE           ,TOMAH               ,WI,54660,6083723289,MONROE              ,CLARK,PATTY,HANDISHOP INDUSTRIES INC                                    ,,,SQUIRES,STEPHANIE,1411 N SUPERIOR AVE           ,TOMAH               ,WI,54660,6083723289,ADC                           ,B,30,,,,4-Feb-11,WESTERN REGION           ,,,1,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-63,13153,HANDS ON DAY CENTER,848 S MILITARY RD             ,FOND DU LAC         ,WI,54935,9203229658,FOND DU LAC         ,REBEDEW,ANGELA,,REBEDEW,ANGELA,REBEDEW,ANGELA,848 S MILITARY RD             ,FOND DU LAC         ,WI,54935,9203229658,ADC                           ,,40,,,,8-Feb-10,NORTHEASTERN REGION      ,,,1,,,,,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-64,12348,HAVE-A-HEART ADULT DAY CARE,W10356 HWY 29                 ,RIVER FALLS         ,WI,54022,7154257754,PIERCE              ,FIEDLER,CHELSEA,HAVE-A-HEART INC                                            ,,,FIEDLER,CHELSEA,W10356 HWY 29                 ,RIVER FALLS         ,WI,54022,7154257754,ADC                           ,B,30,,,,15-Apr-08,WESTERN REGION           ,,,1,,,,1,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-65,13210,HMONG KASHIA DAY CARE,1100 KANE ST                  ,LACROSSE            ,WI,54603,6083979650,LACROSSE            ,LEE,CHIA N,,LEE,CHIA N,LEE,CHIA N,W7164 CTY RD T                ,HOLMEN              ,WI,54636,6085264300,ADC                           ,B,20,,,,4-Apr-10,WESTERN REGION           ,,,,,,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-66,14797,HMONG SENIOR CENTER,1722 WESTGATE ROAD      ,EAU CLAIRE          ,WI,54703,7155143491,EAU CLAIRE          ,XIONG,ROCKIE,HMONG SENIOR CENTER LLC                                   ,XIONG,ROCKIE,XIONG,ROCKIE,1722 WESTGATE ROAD,EAU CLAIRE,WI,54703,7155143491,ADC                           ,B,22,,,,6-Mar-14,WESTERN REGION           ,,,1,1,1,,,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-67,16647,HOME AWAY FROM HOME LOVING CARE,1836 N STEVENS STREET,RHINELANDER,WI,54501,7153690565,ONEIDA              ,BRAEGER,DONNA  M,HOMEAWAY FROM HOME LOVING CARE LLC,BRAEGER,DONNA  M,BRAEGER,DONNA  M,3955 TRAILS END ROAD,HONELANDER,WI,54501,7153690565,ADC                           ,B,25,,,,11-Jul-17,WESTERN REGION           ,,,,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-68,14169,HOMME HEIGHTS ADULT DAY CENTER,2901 N 7TH ST                 ,WAUSAU              ,WI,54403,7158451214,MARATHON            ,FORST,AMY,HOMME HEIGHTS INC                                           ,,,FORST,AMY,2901 N 7TH ST                 ,WAUSAU              ,WI,54403,7158451214,ADC                           ,B,21,,,,1-Sep-12,WESTERN REGION           ,,,1,1,1,,,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-69,15947,HONEY MIL,2722 W HIGHLAND BLVD,MILWAUKEE,WI,53208,2629579410,MILWAUKEE           ,JOHNSON,YCHITA,,JOHNSON,YCHITA,JOHNSON,YCHITA,4620 S 20TH ST,MILWAUKEE,WI,53211,2629579410,ADC                           ,,60,,,,1-Sep-16,SOUTHEASTERN REGION      ,,,,,1,,,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-70,12349,HURLBURTS HAVEN                                   ,1215 EAST PROSPECT ST         ,DURAND              ,WI,54736,7156724049,PEPIN               ,HURLBURT,GAY,,HURLBURT,GAY,HURLBURT,GAY,1216 JERRY AVE                ,DURAND              ,WI,54736,7156728201,ADC                           ,B,10,,,,18-Jun-08,WESTERN REGION           ,,,1,,1,1,,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-71,9129,JEWISH HOME & CARE CENTER ADULT DAY CENTER,1414 N PROSPECT AVE           ,MILWAUKEE           ,WI,53202,4142778849,MILWAUKEE           ,ZEMEL,DEBORAH,JEWISH HOME & CARE CENTER                                   ,LESJAK,MARY,ADLER,DAWN,1400 N PROSPECT AVE           ,MILWAUKEE           ,WI,53202,4142762627,ADC                           ,B,25,,,,8-Sep-00,SOUTHEASTERN REGION      ,,,1,,1,,,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-72,14004,JOURNEYS CLUB ADULT DAY CENTER,700 HERITAGE RD               ,LUXEMBURG           ,WI,54217,9205933599,KEWAUNEE            ,MCCARTHY,STEVE,NEW CURATIVE REHABILITATION                                 ,,,BROWN,DIANA,PO BOX  8027                  ,GREEN BAY           ,WI,54308,9204681161,ADC                           ,B,12,,,,1-Mar-12,NORTHEASTERN REGION      ,1,,1,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-73,14273,KAJSIAB SENIOR CENTER,8421 W VILLARD AVE            ,MILWAUKEE           ,WI,53225,4148100210,MILWAUKEE           ,XIONG,THONG,,XIONG,KEVIN,XIONG,KEVIN,8421 W VILLARD AVE            ,MILWAUKEE           ,WI,53225,4142489185,ADC                           ,M,50,,,,13-Sep-12,SOUTHEASTERN REGION      ,,1,1,1,1,1,,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-74,12502,KANDU INDUSTRIES INC                              ,1741 ADEL ST                  ,JANESVILLE          ,WI,53546,6087554123,ROCK                ,BERSELL,GARY,KANDU INDUSTRIES INC                                        ,BERSELL,GARY,BERSELL,GARY,1741 ADEL ST                  ,JANESVILLE          ,WI,53546,6087554123,ADC                           ,B,40,,,,29-Sep-08,SOUTHERN REGION          ,1,,1,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-75,11163,KCAL SKILL & RECREATIONAL DEV CENTER I            ,4726 N 37TH ST                ,MILWAUKEE           ,WI,53209,4144622097,MILWAUKEE           ,HARRIS,KATIE M,AGAPE SUPPORTIVE LIVING SERVICES LLC                        ,HARRIS,KATIE M,HARRIS,KATIE M,3708 N 50TH ST                ,MILWAUKEE           ,WI,53216,4142139095,ADC                           ,B,12,,,,18-Nov-05,SOUTHEASTERN REGION      ,1,1,1,,1,1,1,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-76,13229,KCAL SKILL & RECREATIONAL DEVELOP CENTER II,4353 W FOND DU LAC AVE        ,MILWAUKEE           ,WI,53216,4142139095,MILWAUKEE           ,HARRIS,KATIE,AGAPE SUPPORTIVE LIVING SERVICES LLC,HARRIS,KATIE,HARRIS,KATIE,P O BOX 100594                ,MILWAUKEE           ,WI,53210,4144451643,ADC                           ,B,19,,,,23-Mar-10,SOUTHEASTERN REGION      ,1,,,1,1,1,1,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-77,16327,KINDHEARTED HOME CARE,120 S MILL STREET ,MERRILL,WI,54452,7152183772,LINCOLN             ,GOETSCH,DIANE,KINDHEARTED HOME  CARE,GOETSCH,DIANE,GOETSCH,DIANE,120 S MILL STREET,MERRILL,WI,54452,7152183772,ADC                           ,B,18,,,,23-Sep-16,WESTERN REGION           ,1,,,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-78,16774,KT ADULT DAY CENTER LLC,3766 N 86TH ST,MILWAUKEE,WI,53222,4142398385,MILWAUKEE           ,TABATABAEI,KAYANA,KT ADULT DAY CENTER LLC,TABATABAEI,KAYANA,TABATABAEI,KAYANA,3766 N 86TH ST,MILWAUKEE,WI,53222,4142398385,ADC                           ,B,6,,,,19-Jun-17,SOUTHEASTERN REGION      ,,,,1,1,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-79,16417,LADYSMITH ADULT DAY SERVICES,518 WEST LAKE AVENUE,LADYSMITH,WI,54848,7155324000,RUSK                ,NOBLES,MARY,,PETERSON,BETH,PETERSON,BETH,518 WEST LAKE AVE,LADYSMITH,WI,54848,7155324000,ADC                           ,,12,,,,13-Feb-17,WESTERN REGION           ,1,1,,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-80,14605,LAKE VIEW RECPLEX,9900 TERWALL TERRACE          ,PLEASANT PRAIRIE    ,WI,53158,2629470437,KENOSHA             ,SHIRCEL,THOMAS,VILLAGE OF PLEASANT PRAIRIE,STEINBRINK,JOHN,WINCH,ERIN A,9900 TERWALL TERRACE          ,PLEASANT PRAIRIE    ,WI,53158,2629470437,ADC                           ,B,60,,,,10-Oct-13,SOUTHEASTERN REGION      ,,,1,1,,,1,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-81,15289,LAKESHORE ADULT DAY CENTER LLC,3007 S BUSINESS DR STE A,SHEBOYGAN,WI,53081,9207838244,SHEBOYGAN           ,LEE,THOMAS T,,LEE,THOMAS T,LEE,THOMAS T,3007 S BUSINESS DR STE A,SHEBOYGAN,WI,53081,9208898449,ADC                           ,B,40,,,,26-Nov-14,NORTHEASTERN REGION      ,1,,,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-82,14071,LAKEVIEW NEUROREHAB CENTER INC,1701 SHARP RD                 ,WATERFORD           ,WI,53185,2625347297,RACINE              ,AMATO,JEROME,LAKEVIEW MANAGEMENT INC                                     ,,,AMATO,JEROME,1701 SHARP ROAD               ,WATERFORD           ,WI,53185,5129739700,ADC                           ,B,18,,,,1-Oct-12,SOUTHEASTERN REGION      ,1,,,1,,,1,1,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-83,300019,LUTHER MANOR ADULT DAY SERVICES,4545 N 92ND ST                ,WAUWATOSA           ,WI,53225,4144643888,MILWAUKEE           ,MUTTER,ELLEN,UNITED LUTHERAN PROGRAM FOR THE AGING                       ,MEYER ARNOLD,BETH,MUTTER,ELLEN,4545 N 92ND ST                ,WAUWATOSA           ,WI,53225,4144643880,ADC                           ,B,62,0,0,,1-Apr-94,SOUTHEASTERN REGION      ,,,1,,1,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-84,300053,LUTHER MANOR LAKEFIELD ADULT DAY CENTER,1193 LAKEFIELD RD             ,GRAFTON             ,WI,53024,2623779780,OZAUKEE             ,JOLITZ,JULIE,UNITED LUTHERAN PROGRAM FOR THE AGING                       ,KELLER,DAVID,JOLITZ,JULIE,4545 N 92ND ST                ,WAUWATOSA           ,WI,53225,4144643880,ADC                           ,B,24,0,0,,14-Apr-98,NORTHEASTERN REGION      ,,,1,1,1,,1,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-85,300046,LUTHERAN HOME ADULT DAY SERVICES (THE),7500 W NORTH AVE              ,WAUWATOSA           ,WI,53213,4142584192,MILWAUKEE           ,NELSON,ALEA,LUTHERAN HOME (THE)                                         ,MCFADDEN,SCOTT,NELSON,ALEA,7500 W NORTH AVE              ,WAUWATOSA           ,WI,53213,4142586170,ADC                           ,B,50,0,0,,3-Dec-97,SOUTHEASTERN REGION      ,,,1,1,1,,,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-86,13820,MADISON AREA REHABILITATION CENTERS STOUGHTON,932 N PAGE ST                 ,STOUGHTON           ,WI,53589,6088735217,DANE                ,HANSON,SUZANNE,MADISON AREA REHABILITATION CENTERS                         ,BRAUND,SANDRA,BRAUND,SANDRA,932 N PAGE ST                 ,STOUGHTON           ,WI,53589,6088735217,ADC                           ,B,12,,,,22-Aug-11,SOUTHERN REGION          ,1,,,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-87,16604,MANNA HOUSE ADULT DAYCARE II,1034 WEST BLVD,RACINE,WI,53405,2625830653,RACINE              ,JOHNSON,BEATRICE,,JOHNSON,BEATRICE,JOHNSON,BEATRICE,6557 ALTAMOUNT CIRCLE,MT PLEASANT,WI,53406,2629023338,ADC                           ,B,24,,,,18-Apr-17,SOUTHEASTERN REGION      ,1,,,1,1,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-88,10837,MARSHFIELD AREA RESPITE CARE CENTER INC           ,205 EAST 3RD STREET           ,MARSHFIELD          ,WI,54449,7153848478,WOOD                ,SEIDL-KRAMER,MARILYN,MARCC                                                       ,COLE,LONNIE,SEIDL-KRAMER,MARILYN,205 EAST 3RD STREET           ,MARSHFIELD          ,WI,54449,7153848478,ADC                           ,B,12,,,,3-Jun-05,NORTHEASTERN REGION      ,,,1,,1,,,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-89,15321,MCHC SAKINA SENIOR CENTER,803 W LAYTON AVENUE,MILWAUKEE,WI,53221,4142541110,MILWAUKEE           ,TAHIR,ARMAN,MUSLIM COMMUNITY AND HEALTH CENTER OF WISCONSIN,TAHIR,ARMAN,TAHIR,ARMAN,803 W LAYTON AVENUE,MILWAUKEE,WI,53221,4142541110,ADC                           ,B,50,,,,7-May-15,SOUTHEASTERN REGION      ,,,,1,1,,,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-90,13827,MEMORY LANE ADULT DAY SERVICES                    ,623 E 2ND AVE                 ,ASHLAND             ,WI,54806,7152926400,ASHLAND             ,ROUNSVILLE,MILLIE,NORTHWEST WI COMMUNITY SERVICES AGENCY INC                  ,,,ROUNSVILLE,MILLIE,1118 TOWER AVENUE             ,SUPERIOR            ,WI,54880,7153925127,ADC                           ,B,16,,,,1-Sep-11,WESTERN REGION           ,,,1,,1,,,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-91,14085,MEMORY LANE ADULT DAY SERVICES,502 TOWER AVENUE              ,SUPERIOR            ,WI,54880,7153942587,DOUGLAS             ,ROUNSVILLE,MILLIE,NORTHWEST WISCONSIN COMMUNITY SERVICES AGENCY INC           ,,,ROUNSVILLE,MILLIE,1118 TOWER AVENUE,SUPERIOR            ,WI,54880,7153925127,ADC                           ,B,15,,,,14-Mar-12,WESTERN REGION           ,,,,,1,,,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-92,500010,MERIT CENTRE NORTH,1020 WINDSOR STREET           ,LACROSSE            ,WI,54603,6087842700,LACROSSE            ,SEPICH,KAREN,BETHANY ST JOSEPH CORPORATION                               ,RAND,THOMAS,BSJ COMMUNITY SERV,,1126 MAIN ST                  ,ONALASKA            ,WI,54650,6087885700,ADC                           ,B,25,0,0,,14-Sep-92,WESTERN REGION           ,,,1,,,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-93,8898,MERIT CENTRE SOUTH                                ,3900 EAST AVENUE SOUTH        ,LACROSSE            ,WI,54601,6087882900,LACROSSE            ,SEPICH,KAREN,BETHANY ST JOSEPH CORPORATION                               ,RAND,THOMAS,BSJ COMMUNITY SERV,,1126 MAIN ST                  ,ONALASKA            ,WI,54650,6087885700,ADC                           ,B,25,,,,25-Oct-99,WESTERN REGION           ,,,1,,,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-94,15430,MILESTONE SENIOR LIVING ADULT DAY PROGRAM,1870 MARKET ST,CROSS PLAINS,WI,53528,6085755055,DANE                ,HEIL,JULIE,MILESTONE SENIOR LIVING LLC,HEIL,JULIE,HEIL,JULIE,1574 W BROADWAY SUITE 200,MADISON,WI,53713,6088192220,ADC                           ,B,6,,,,15-Mar-15,SOUTHERN REGION          ,,,,,,,,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-95,12220,MITCHELL MANOR,2360 S 54TH ST                ,WEST ALLIS          ,WI,53219,4146157342,MILWAUKEE           ,ENLUND,JAMES,FIVE STAR QUALITY CARE WI LLC                               ,BENTON,EVRETT W,ENLUND,JAMES,5301 W LINCOLN AVE            ,WEST ALLIS          ,WI,53219,6177968387,ADC                           ,B,24,,,,18-Jan-08,SOUTHEASTERN REGION      ,1,1,1,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-96,16515,MR ROBERTS ADULT DAY CARE,9183 N 76TH ST,MILWAUKEE,WI,53233,4143578060,MILWAUKEE           ,SUMLIN GRAY,KAREN,,SUMLIN GRAY,KAREN,SUMLIN GRAY,KAREN,4877 N 20TH ST,MILWAUKEE,WI,53209,4145171065,ADC                           ,B,32,,,,11-Jul-17,SOUTHEASTERN REGION      ,1,1,,1,1,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-97,14903,NEW HEIGHTS FAMILY ADULT DAY CENTER,2836 CROSSRIDGE DRIVE         ,RACINE              ,WI,53405,2622206334,RACINE              ,COKLEY,LAQUISHA,,COKLEY,LAQUISHA,COKLEY,LAQUISHA,2836 CROSSRIDGE DRIVE         ,RACINE              ,WI,53405,2622206334,ADC                           ,B,4,,,,10-Feb-14,SOUTHEASTERN REGION      ,,,1,,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-98,14754,NEW HOPE ADULT COMMUNITY CARE CENTER,2433 W ROOSEVELT DR LOWER     ,MILWAUKEE           ,WI,53209,4148710350,MILWAUKEE           ,IVY,DR ARCHIE,"NEW HOPE MISSIONARY BAPTIST CHURCH, INC",IVY,PASTOR ARCHIE,JACKSON,MARY L,2433 W ROOSEVELT DR LOWER     ,MILWAUKEE           ,WI,53209,4148710350,ADC                           ,B,50,,,,9-Jul-14,SOUTHEASTERN REGION      ,,,,1,1,,1,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-99,12485,NEXT STEP IN DAY SERVICES LLC,16208 W ROGERS DR             ,NEW BERLIN          ,WI,53151,2627841840,WAUKESHA            ,SVEDA,DOUG,APRIL RIEGLER                                               ,RIEGLER,APRIL,SVEDA,DOUG,16208 W ROGERS DR             ,NEW BERLIN          ,WI,53151,2627843127,ADC                           ,B,75,,,,9-Oct-08,SOUTHERN REGION          ,,,1,,,,1,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-100,15496,NORTH STAR SERVICES INC,450 E STATE ST,ADAMS,WI,53910,6083397600,ADAMS               ,WEST,LISA,NORTH STAR SERVICES INC,WEST,LISA,WEST,LISA,P O BOX 1068,ADAMS,WI,53910,6083397600,ADC                           ,B,20,,,,16-Feb-15,NORTHEASTERN REGION      ,1,1,1,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-101,400003,OLDER AMERICANS PROG INHOUSE/INSIDERS,2900 CURRY LN                 ,GREEN BAY           ,WI,54311,9204681161,BROWN               ,MISOVEC,DENISE,CURATIVE CONNECTIONS INC   ,BLOOR,JOHN,MCCARTHY,STEVE,2900 CURRY LN                 ,GREEN BAY           ,WI,54311,9204681161,ADC                           ,B,122,0,0,,5-Apr-90,NORTHEASTERN REGION      ,,,1,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-102,12242,OPTIONS FOR COMMUNITY GROWTH INC,11823 W JANESVILLE RD         ,HALES CORNERS,WI,53130,4144331210,MILWAUKEE           ,REICHERTZ,LEANN,OPTIONS FOR COMMUNITY GROWTH INC                            ,RATHMANN,JOHN,REICHERTZ,LEANN,11823 W JANESVILLE RD         ,HALES CORNERS       ,WI,53130,4144331210,ADC                           ,B,30,,,,7-Jan-08,SOUTHEASTERN REGION      ,1,,,,,1,1,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-103,11246,OREGON AREA SENIOR CENTER'S ADULT DAY PROGRAM,219 PARK ST                   ,OREGON              ,WI,53575,6088355801,DANE                ,GRACZ,MIKE,VILLAGE OF OREGON                                           ,GRACZ,MIKE,GRACZ,MIKE,117 SPRING ST                 ,OREGON              ,WI,53575,6088353118,ADC                           ,B,16,,,,21-Dec-05,SOUTHERN REGION          ,,,,,1,1,,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-104,10187,PARK PLACE ADULT DAY SERVICES,220 3RD AVENUE SOUTH          ,WISCONSIN RAPIDS    ,WI,544952741,7154222795,WOOD                ,RENNER-VALLEY,KAREN,PARK PLACE ADULT DAY SERVICES                               ,,,RENNER-VALLEY,KAREN,220 3RD AVENUE SOUTH #2       ,WISCONSIN RAPIDS    ,WI,544952741,7154222795,ADC                           ,B,24,,,,1-Dec-03,NORTHEASTERN REGION      ,,,1,,1,,,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-105,12089,PASTIME CLUB INC                                  ,7937 HWY 51 SOUTH             ,MINOCQUA            ,WI,54548,7153583404,ONEIDA              ,TOWERS,MARILYN,PASTIME CLUB INC                                            ,,,TOWERS,MARILYN,PO BOX 276 7937 HWY 51 SOUTH  ,MINOCQUA            ,WI,54548,7153583404,ADC                           ,B,16,,,,27-Nov-07,WESTERN REGION           ,,,1,,1,,,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-106,15385,PLEASANT STREET CLUB HOUSE,329 N WISCONSIN STREET,ELKHORN,WI,53121,2629497411,WALWORTH            ,HATTERS,WENDY,PLEASANT STREET INC,HATTERS,WENDY,HATTERS,WENDY,W4745 BRIAR DRIVE,ELKHORN,WI,53121,2629497411,ADC                           ,B,50,,,,30-Dec-14,SOUTHERN REGION          ,1,,,1,,1,1,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-107,15901,QUALITY CARE,2051 MEAD ST,RACINE,WI,53403,2623831094,RACINE              ,ZINN,ILENE,,ZINN,ILENE,JOHNSON,SHANIKA,3619 DUCHESS DR,RACINE,WI,53406,2627214139,ADC                           ,,13,,,,10-Nov-16,SOUTHEASTERN REGION      ,,,,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-108,11951,REFLECTIONS ADULT DAY CARE LLC,511 MADISON AVE               ,FORT ATKINSON       ,WI,53538,9205689233,JEFFERSON           ,REINEL,JULIE,REFLECTIONS ADULT DAY CARE LLC                              ,SMEJKAL,KATHRYN,REINEL,JULIE,511 MADISON AVE               ,FORT ATKINSON       ,WI,53538,9205689233,ADC                           ,B,31,,,,15-Jun-07,SOUTHERN REGION          ,,,,1,1,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-109,11958,RIGHT WAY CENTER FOR INDEPENDENCE (THE)           ,2943 N MARTIN LUTHER KING DR  ,MILWAUKEE           ,WI,532122301,4142655940,MILWAUKEE           ,WILLIAMS,BEN,                                                            ,WILLIAMS,MONA,WILLIAMS,MONA,2943 N MARTIN LUTHER KING DR  ,MILWAUKEE           ,WI,532122301,4144068740,ADC                           ,B,50,,,,19-May-08,SOUTHEASTERN REGION      ,,,1,1,,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-110,15540,ROSAS COMMUNITY ADULT CENTER,4240 N 78TH STREET,MILWAUKEE,WI,53222,4148998805,MILWAUKEE           ,HILL,VALAINE,FAITH COMMUNITY DEVELOPMENT CORP,HILL SR,PHILLIP,HILL SR,PHILLIP,4240 N 78TH STREET,MILWAUKEE,WI,53222,,ADC                           ,,25,,,,16-Jul-15,SOUTHEASTERN REGION      ,,,,1,1,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-111,8554,SHAWANO OLDER AMERICANS CLUB,225 SOUTH MAIN STREET         ,SHAWANO             ,WI,54166,7155269311,SHAWANO             ,MISOVEC,DENISE,CURATIVE CONNECTIONS INC                            ,BLOOR,JOHN,MISOVEC,DENISE,2900 CURRY LANE               ,GREEN BAY           ,WI,543088027,9204689129,ADC                           ,B,16,,,,16-Mar-99,NORTHEASTERN REGION      ,,,1,,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-112,100009,SSM HEALTH-ADULT DAY HEALTH CENTER,2440 ATWOOD AVE               ,MADISON             ,WI,53704,6082494450,DANE                ,PRITCHARD,STEPHANIE,SSM HEALTH-ST MARYS HOSPITAL                           ,,,PRITCHARD,STEPHANIE,2440 ATWOOD AVE               ,MADISON             ,WI,53704,6082516100,ADC                           ,B,30,0,0,,5-Dec-91,SOUTHERN REGION          ,,,,1,,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-113,400008,ST AGNES HOSP ADULT DAY SERVICES,420 E MERRILL AVE             ,FOND DU LAC         ,WI,54935,9209215812,FOND DU LAC         ,KEMPF,KATHY,AGNESIAN HEALTHCARE                                         ,THURMER,DEANN,KEMPF,KATHY,420 E MERRILL AVE             ,FOND DU LAC         ,WI,54935,9209292300,ADC                           ,B,40,0,0,,28-Feb-90,NORTHEASTERN REGION      ,,,,1,1,,1,,1,Adult Day Care
