row_id,Facility ID,Facility Name,Street,City,State,Zip,Phone,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,MailingStreet,MailingCity,MailingState,MailingZip,LicenseePhone,Class,Gender,Capacity,LowRate,HighRate,DateProbationaryIssued,DateRegularIssued,Region,PUBLIC FUNDING,EMOTIONALLY DISTURBED/MENTAL ILLNESS,<>,facility_type
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-58,10287,CHAPEL VALLEY II                                  ,5781 CHAPEL VALLEY ROAD       ,FITCHBURG           ,WI,53711,6082763449,DANE                ,,,CHAPEL VALLEY HOUSING II LLC                                ,,,,,5781 CHAPEL VALLEY ROAD       ,FITCHBURG           ,WI,53711,6082778887,REGISTERED                    ,,24,655,1025,,1-Jun-00,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-59,14557,CHEQUAMEGON AREA ASSISTED LIVING                  ,320 SUPERIOR AVE              ,WASHBURN            ,WI,54891,7152924550,BAYFIELD            ,CARBON,RICH,MARTINSEN INVESTMENTS                                       ,,,CARBON,RICH,320 SUPERIOR AVE              ,WASHBURN            ,WI,54891,7156828811,REGISTERED                    ,B,12,2226,2650,,28-Feb-13,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-60,10254,CHIPPEWA MANOR RETIREMENT CENTER                  ,756 IRVINE STREET             ,CHIPPEWA FALLS      ,WI,54729,7157262123,CHIPPEWA            ,DAVIS-ROBINSON,KAREN,CHIPPEWA MANOR HOME HEALTH CARE CORP                        ,,,DAVIS-ROBINSON,KAREN,756 IRVINE STREET             ,CHIPPEWA FALLS      ,WI,54729,7157262123,REGISTERED                    ,,95,1482,1669,,20-Jun-97,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-61,10292,CHRISTIAN HOME ASSISTED LIVING CENTER,331 BLY STREET                ,WAUPUN              ,WI,53963,9203249051,DODGE               ,WIRKUS,BARBARA,CHRISTIAN HOME AND REHABILITATION CENTER INC                ,,,,,331 BLY STREET                ,WAUPUN              ,WI,53963,9203249051,REGISTERED                    ,,24,1650,2775,,1-Oct-00,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-62,15209,CLARKE SQUARE TERRACE,1740 W PIERCE STREET,MILWAUKEE,WI,53204,4142574350,MILWAUKEE           ,REPA,JAMIE,CLARKE SQUARE TERRACE HOUSING LLC,SPRINGER,GARY AND SALLY,KIRSH,ELIZABETH,7425 HARWOOD AVENUE,WAUWATOSA,WI,53213,4144310687,CERTIFIED                     ,B,10,497,735,,27-Jan-15,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-63,15612,CLASSIC AT HILLCREST GREENS SENIOR LIVING (THE),2455 SAWGRASS PLACE,ALTOONA,WI,54720,7159446678,EAU CLAIRE          ,SPINDLER,GREG,THE CLASSIC AT HILLCREST GREENS LLC,SPINDLER,GREG,SPINDLER,GREG,2455 SAWGRASS PLACE,ALTOONA,WI,54720,7158318000,CERTIFIED                     ,B,63,2250,6900,,1-Jul-15,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-64,10314,CLEMENT MANOR RETIREMENT COMMUNITY,9339 W HOWARD AVE             ,GREENFIELD          ,WI,53228,4143211800,MILWAUKEE           ,FERGER,DENNIS,VILLA CLEMENT INC                                           ,,,FERGER,DENNIS,9339 W HOWARD AVE             ,GREENFIELD          ,WI,53228,4143211800,REGISTERED                    ,,99,1996,2728,,1-Jul-97,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-65,10255,CLOSE TO HOME INC,1206 MARK AVENUE              ,TOMAH               ,WI,54660,6083722696,MONROE              ,DEITZMAN,ROBERTA,CLOSE TO HOME INC                                           ,,,DEITZMAN,ROBERTA,1211 MARK AVENUE              ,TOMAH               ,WI,54660,6083725574,REGISTERED                    ,,8,750,750,,1-Feb-98,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-66,12483,CLOVER WAY RCAC,36125 E END RD                ,INDEPENDENCE        ,WI,54747,7155384518,TREMPEALEAU         ,ENGLESBY,LAURA,TREMPEALEAU COUNTY HEALTH CARE CENTER                       ,,,ENGLESBY,LAURA,18425 DODGE STREET            ,WHITEHALL           ,WI,54773,7155384312,CERTIFIED                     ,B,7,5800,8000,,1-Feb-09,WESTERN REGION           ,,2,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-67,11896,COLBY RETIREMENT COMMUNITY,510 W WAUSAU ST               ,COLBY               ,WI,54421,7152231612,CLARK               ,HAUPT,AMANDA,MIDWEST SENIOR LIVING                                       ,,,BARMISH,JOAN,5900 MONONA DR  STE 200 ,MADISON             ,WI,53716,6083161291,CERTIFIED                     ,B,24,3490,3490,,22-Mar-07,WESTERN REGION           ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-68,11498,COMFORTS OF HOME CHIPPEWA FALLS RCAC,1224 PUMPHOUSE RD             ,CHIPPEWA FALLS      ,WI,54729,7157262527,CHIPPEWA            ,CARLSON,SUSAN,CHIPPEWA FALLS RCAC LLC                                     ,,,SCHILLINGER,RHONDA,750 MAIN ST STE 200           ,MENDOTA HEIGHTS     ,MN,55118,6512870265,CERTIFIED                     ,B,21,2900,6120,,1-Jul-06,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-69,12102,COMFORTS OF HOME MENOMONIE RCAC,917 22ND AVE NE               ,MENOMONIE           ,WI,54751,7152314980,DUNN                ,LUNDERVILLE,KATIE,COMFORTS OF HOME-MENOMONIE RCAC LLC                         ,,,SCHILLINGER,RHONDA,750 MAIN STREET STE 200     ,MENDOTA HEIGHTS     ,MN,55188,6512870265,CERTIFIED                     ,B,41,3000,6460,,24-Sep-07,WESTERN REGION           ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-70,12053,COMFORTS OF HOME RIVER FALLS RCAC,2348 AURORA CIRCLE            ,RIVER FALLS         ,WI,54022,7154264924,PIERCE              ,SCHOMMER,EMILY,RIVER FALLS RCAC LLC                                        ,,,SCHILLINGER,RHONDA,750 MAIN ST  STE 200          ,MENDOTA HEIGHTS     ,MN,55118,6512870265,CERTIFIED                     ,B,43,3200,5000,,13-Aug-07,WESTERN REGION           ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-71,11251,COMPASS POINT,365 SUNSET DR                 ,DOUSMAN             ,WI,53118,2629657212,WAUKESHA            ,MAPES,RICHARD,WISCONSIN MASONIC HOME INC                                  ,STRAUTMAN,MARK,MAPES,RICHARD,365 SUNSET DR                 ,DOUSMAN             ,WI,53118,2629652111,CERTIFIED                     ,B,75,3510,5675,,2-Mar-06,SOUTHERN REGION          ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-72,12468,CONCORD AT THE HARBOUR VILLAGE (THE),5700 MOCKINGBIRD LN           ,GREENDALE           ,WI,53129,4144339302,MILWAUKEE           ,SEARLES,SARAH,SL HARBOUR VILLAGE LLC                                      ,,,LEVY,STEPHEN J,303 E WACKER DR SUITE 2400    ,CHICAGO             ,IL,60601,3126734387,REGISTERED                    ,B,40,1700,3700,,18-Sep-08,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-73,10315,CONGREGATIONAL HOME,13900 W BURLEIGH           ,BROOKFIELD          ,WI,53005,2627810550,WAUKESHA            ,NELSON,CHARLES,CONGREGATIONAL HOME INC                                     ,,,NELSON,CHARLES,13900 W BURLEIGH          ,BROOKFIELD          ,WI,53004,4147810550,REGISTERED                    ,,29,3380,3713,,15-Jan-98,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-74,10760,CONGREGATIONAL HOME,3140 LILLY ROAD               ,BROOKFIELD          ,WI,53005,2627810550,WAUKESHA            ,NELSON,CHARLES T,CONGREGATIONAL HOME INC                                     ,NELSON,CHARLES T,NELSON,CHARLES T,13900 W BURLEIGH     ,BROOKFIELD          ,WI,53005,2627810550,REGISTERED                    ,,28,870,4995,,4-Oct-04,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-75,16546,CONTINENTAL MANOR,500 S HIGH STREET,RANDOLPH,WI,53956,9203263171,DODGE               ,EVANS,JOANN,NSH RANDOLPH INC,HOEHN,JEFFREY,EVANS,JOANN,500 S HIGH STREET,RANDOLPH,WI,53956,9203263171,REGISTERED                    ,B,24,,,,28-Dec-16,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-76,10316,CORNERSTONE OF OAK CREEK (THE),155 W SUNNYVIEW DR            ,OAK CREEK           ,WI,53154,4145709755,MILWAUKEE           ,HOWLETT DESPOT,KATHLEEN,CORNERSTONE OF OAK CREEK LLC (THE)                          ,BETKER,JEANETTE,HOWLETT DESPOT,KATHLEEN,155 W SUNNYVIEW DR - OFFICE,OAK CREEK           ,WI,53154,4145709755,CERTIFIED                     ,,36,3420,3925,,19-Jan-01,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-77,15137,COTTAGES AT MEADOWLANDS THE,751 E HIGHLAND DR             ,OCONTO FALLS        ,WI,54154,9208483458,OCONTO              ,PETERSON,CARA,COTTAGES AT MEADOWLANDS LLC                                 ,MICOLEY,WADE,PETERSON,CARA,751 E HIGHLAND DR        ,OCONTO FALLS,WI,54154,9206179122,CERTIFIED                     ,B,25,2995,5085,,6-Aug-14,NORTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-78,12844,COTTAGES ON GOLDEN POND THE,103 MADISON WAY               ,SHAWANO             ,WI,54166,8664473838,SHAWANO             ,PETERSON,CARA,THE COTTAGES INVESTMENT GROUP LLC                           ,,,PETERSON,CARA,2160 VELP AVE STE 101      ,GREEN BAY           ,WI,54303,7155265166,CERTIFIED                     ,B,33,950,3690,,4-Jun-09,NORTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-79,10385,COUNTRY GARDENS                                   ,635 CEDAR STREET              ,MEDFORD             ,WI,54451,7157488855,TAYLOR              ,VIERGUTZ,JENNIFER,MEMORIAL HEALTH CENTER INC                                  ,,,VIERGUTZ,JENNIFER,635 CEDAR STREET              ,MEDFORD             ,WI,54451,7157488100,REGISTERED                    ,,28,2000,2800,,1-Jun-00,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-80,10272,COUNTRY RIDGE,13197 CHURCH STREET           ,PIGEON FALLS        ,WI,54760,7159832293,TREMPEALEAU         ,THESING,ROSEMARIE,TREMPEALEAU COUNTY HEALTH CARE CENTER                       ,,,THESING,ROSEMARIE,13197 CHURCH STREET BOX 310   ,PIGEON FALLS        ,WI,54760,7155384312,CERTIFIED                     ,,8,475,525,,3-Jan-02,WESTERN REGION           ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-81,10249,DEERFIELD (THE) RCAC,1127 WEST EIGHTH STREET       ,NEW RICHMOND        ,WI,54017,7152433900,ST CROIX            ,ANDERSON,JENNIFER,PHM/NEW RICHMOND SENIOR HOUSING                             ,ANDERSON,JENNIFER,ANDERSON,JENNIFER,1127 WEST EIGHTH STREET       ,NEW RICHMOND        ,WI,54017,6516316000,CERTIFIED                     ,,17,2600,5900,,1-Sep-99,WESTERN REGION           ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-82,13394,DEERFIELD TERRACE (THE),1127 W 8TH ST                 ,NEW RICHMOND        ,WI,54017,7152433903,ST CROIX            ,ANDERSON,JENNIFER,PHM NEW RICHMOND SENIOR HOUSING                             ,ANDERSON,JENNIFER,ANDERSON,JENNIFER,1127 W 8TH ST                 ,NEW RICHMOND        ,WI,54017,6516316000,CERTIFIED                     ,B,12,1155,1795,,16-Aug-10,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-83,13351,DEERWOOD CROSSING SENIOR RESIDENCE                ,4195 W BRADLEY RD             ,BROWN DEER          ,WI,53209,4143544700,MILWAUKEE           ,BLISS,STACY,JFS HOUSING INC                                             ,,,BLISS,STACY,4195 W BRADLEY RD             ,BROWN DEER          ,WI,53209,4143544700,CERTIFIED                     ,B,66,352,1020,,23-Aug-10,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-84,16050,DICKSON HOLLOW,W156 N4881 PILGRIM RD,MENOMONEE FALLS,WI,53051,2625998301,WAUKESHA            ,MILKIEWICZ,JENNIFER,PHW MENOMONEE FALLS INC,TESS-MATTNER,KENT,MILKIEWICZ,JENNIFER,W156 N4881 PILGRIM RD,MENOMONEE FALLS,WI,53051,2625998301,REGISTERED                    ,B,42,2950,4195,,28-Apr-16,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-85,16457,DOVE HEALTHCARE - OSSEO,51017 RIDGE VIEW RD,OSSEO,WI,54758,7155581234,TREMPEALEAU         ,MUENCH,JOE,HALCYON SENIOR SERVICES OF OSSEO LLC,MUENCH,JOE,MUENCH,JOE,51017 RIDGE VIEW RD,OSSEO,WI,54758,7155581234,CERTIFIED                     ,,24,373,1000,,1-Dec-16,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-86,15804,DOVE HEALTHCARE BARRON ASSISTED LIVING,1333 MEMORIAL DRIVE,BARRON,WI,54812,4232275957,BARRON              ,DAVIDSON,TOMMY,HALCYON SENIOR SERVICES OF BARRON LLC,DAVIDSON,TOMMY,KILEY,JEREMY,2815 CO HWY I,CHIPPEWA FALLS,WI,54729,4232275957,CERTIFIED                     ,B,40,572,1467,,1-Oct-15,WESTERN REGION           ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-87,12206,EAGLE CREST ASSISTED LIVING,351 MASON STREET              ,ONALASKA            ,WI,54650,6087791700,LACROSSE            ,HAEFS,TAMMY,BETHANY LUTHERAN HOMES INC                                  ,TAYLOR,DEBRA,TAYLOR,DEBRA,351 MASON STREET,ONALASKA,WI,54650,6087791700,CERTIFIED                     ,B,42,2685,4810,,4-Jan-08,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-88,12207,EAGLE CREST SENIOR LIVING COMMUNITY,351 MASON ST                  ,ONALASKA            ,WI,54650,6087791700,LACROSSE            ,HAEFS,TAMMY,BETHANY LUTHERAN HOMES INC                                  ,TAYLOR,DEBRA,TAYLOR,DEBRA,351 MASON STREET,ONALASKA,WI,54650,6087791700,REGISTERED                    ,B,70,1010,2315,,25-Oct-07,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-89,15684,EAGLE CREST SOUTH RCAC,622 BENNORA LEE COURT,LACROSSE,WI,54601,6087912700,LACROSSE            ,ASPENSON,BRENDA,"BETHANY LUTHERAN HOMES, INC",ASPENSON,BRENDA,ASPENSON,BRENDA,622 BENNORA LEE COURT,LACROSSE,WI,54601,6087912700,REGISTERED                    ,B,80,1205,2830,,15-Jun-15,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-90,16018,ELIZABETH GARDENS,5111 WRIGHT AVE ,RACINE ,WI,53406,4145404141,RACINE              ,COURY,RICHARD,"ERAC, LLC",COURY,RICHARD,COURY,RICHARD,6340 N GREEN BAY AVE ,GLENDALE,WI,53209,4145404141,CERTIFIED                     ,B,30,2550,4600,,27-Apr-16,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-91,15710,EMERALD BAY ASSISTED LIVING,650 CENTENNIAL CENTRE BLVD,HOBART,WI,54155,9203785239,BROWN               ,TEGEN,KATHERINE R,SCAL HOBART LLC,COLLINS,MICHAEL S,COLLINS,MICHAEL,425 W MAIN ST STE 201,SUN PRAIRIE,WI,53590,6088372649,CERTIFIED                     ,B,52,3000,4500,,8-Sep-15,NORTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-92,16035,EMERALD RIDGE ASSISTED LIVING LLC,130 BYRD AVE ,NEENAH ,WI,54956,9203785839,WINNEBAGO           ,TEGEN,KATHERINE,EMERALD RIDGE ASSISTED LIVING LLC,TEGEN,KATHERINE,TEGEN,KATHERINE,3232 N BALLARD RD SUITE 202,APPLETON ,WI,54911,9203785839,CERTIFIED                     ,B,45,2700,4000,,1-Feb-16,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-93,12015,ENGEL HAUS AT THE GABLES OF GERMANTOWN (THE),N109W17110 AVA CIR            ,GERMANTOWN          ,WI,53022,2623451025,WASHINGTON          ,PRADO,MEGAN,CAPRI COMMUNITIES LLC                                       ,TARANTINO,JAMES,CHOBAN,GLEN,20875 Crossroads Cir Suite 400,WAUKESHA,WI,53186,2627981224,CERTIFIED                     ,,48,3300,4600,,8-Aug-08,NORTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-94,10361,EVERGREEN GARDEN PLACE,1130 NORTH WESTFIELD STREET   ,OSHKOSH             ,WI,54901,9204267366,WINNEBAGO           ,LICTENSTEIGER,STACEY,EVERGREEN RETIREMENT COMMUNITY INC                          ,,,LICTENSTEIGER,STACEY,1130 NORTH WESTFIELD STREET   ,OSHKOSH             ,WI,54901,9202332340,REGISTERED                    ,B,20,921,921,,25-Sep-98,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-95,11418,FIELDS OF WASHINGTON COUNTY THE                   ,675 E WASHINGTON ST           ,WEST BEND           ,WI,53095,2623656500,WASHINGTON          ,TRAPP,JESSICA,WASHINGTON COUNTY                                           ,HEALTH CENTER,SAMARITAN,TRAPP,JESSICA,675 E WASHINGTON ST           ,WEST BEND           ,WI,53095,2623656500,CERTIFIED                     ,B,24,3542,4527,,19-Jun-06,NORTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-96,13000,FIVE STAR NORTHSHORE LLC D/B/A MEADOWMERE-NOR,10803 N PORT WASHINGTON RD    ,MEQUON              ,WI,53092,2624782200,OZAUKEE             ,KAMINSKI,CHERYL,FIVE STAR NORTHSHORE LLC D/B/A MEADOWMERE NOR               ,,,KAMINSKI,CHERYL,10803 N PORT WASHINGTON RD    ,MEQUON              ,WI,53092,2624782200,CERTIFIED                     ,B,60,3711,4696,,1-Oct-09,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-97,10542,FOREST RIDGE LLC,11077 W FOREST HOME AVE       ,HALES CORNERS       ,WI,53130,4144251148,MILWAUKEE           ,MUTTER,ELLEN,FOREST RIDGE LLC                                            ,,,ADE,JENNIFER,5300 S 108TH ST SUITE 1       ,HALES CORNERS       ,WI,53130,4145293900,REGISTERED                    ,B,24,890,990,,9-Mar-04,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-98,10317,FRANCISCAN COURTS,1010 WILLIAMS AVE             ,SOUTH MILWAUKEE     ,WI,53172,4147644100,MILWAUKEE           ,JOHNSON,SHELLEY,FRANCISCAN VILLA OF SOUTH MILWAUKEE INC                     ,DEMARK,ROGER,MULLAHY,MARK,3601 SOUTH CHICAGO AVE        ,SOUTH MILWAUKEE     ,WI,53172,4147644100,CERTIFIED                     ,,39,4275,4775,,1-Mar-02,SOUTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-99,10363,GABRIELS VILLA,215 N WESTFIELD ST            ,OSHKOSH             ,WI,54902,9202360700,WINNEBAGO           ,BAUER,KIM,LUTHERAN HOMES OF OSHKOSH INC                               ,,,BAUER,KIM,215 N WESTFIELD ST            ,OSHKOSH             ,WI,54902,9202353454,REGISTERED                    ,,39,2010,2700,,14-Mar-97,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-100,11078,GARDEN PLACE                                      ,8425 N 107TH ST               ,MILWAUKEE           ,WI,53224,4142574350,MILWAUKEE           ,SPRENGER,SALLY,GARDEN PLACE HOUSING LLC                                    ,SPRENGER,SALLY,SPRENGER,SALLY,7425 HARWOOD AVE              ,WAUWATOSA           ,WI,532132626,4143547989,CERTIFIED                     ,B,10,352,910,,13-Oct-05,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-101,12588,GARDEN TERRACE                                    ,10851 W DONNA DR              ,MILWAUKEE           ,WI,53224,4142574350,MILWAUKEE           ,SPRENGER,SALLY,ANEW MANAGEMENT LLC                                         ,SPRENGER,SALLY,SPRENGER,SALLY,7425 HARWOOD AVE              ,WAUWATOSA           ,WI,532132626,4142574350,CERTIFIED                     ,B,40,542,794,,22-Dec-08,SOUTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-102,14262,GARDENS (THE),602 N SEGOE RD                ,MADISON             ,WI,53705,6082685482,DANE                ,BEHREND,JOYCE,INDEPENDENT LIVING INC                                      ,,,BEHREND,JOYCE,2970 CHAPEL VALLEY RD STE 203 ,MADISON             ,WI,53711,6082747900,CERTIFIED                     ,B,75,295,2400,,1-Aug-12,SOUTHERN REGION          ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-103,10381,GARDENS APARTMENTS (THE),801 PARCHER STREET            ,WAUSAU              ,WI,54403,7158451214,MARATHON            ,FORST,AMY,HOMME HEIGHTS INC                                           ,,,FORST,AMY,2901 NORTH 7TH STREET,WAUSAU,WI,54403,7158451214,CERTIFIED                     ,B,26,645,830,,1-Jun-98,WESTERN REGION           ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-104,13733,GARDENS OF HARTFORD (THE),112 PEACE LUTHERAN PKWY       ,HARTFORD            ,WI,53027,2623455590,WASHINGTON          ,KNOLL,CHARMAINE,WISCONSIN LUTHERAN CHILD & FAMILY SERVICE INC               ,JANSSEN,ABBY,KNOLL,CHARMAINE,112 PEACE LUTHERAN PKWY       ,HARTFORD            ,WI,53027,2623455530,CERTIFIED                     ,B,48,2125,4700,,7-Jul-11,NORTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-105,16075,GLARNER LODGE,900 GLARNER DR,NEW GLARUS ,WI,53574,6085272126,GREEN               ,FRANCOIS,ERIN,NEW GLARUS HOME INC,FRANCOIS,ERIN,FRANCOIS,ERIN,600 2ND AVE,NEW GLARUS,WI,53574,6085272126,CERTIFIED                     ,B,27,2960,5000,,1-Sep-16,SOUTHERN REGION          ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-106,10257,GLENVIEW                                          ,201 GLENVIEW LANE             ,SHELL LAKE          ,WI,54871,7154684255,WASHBURN            ,WEATHERS,SUSAN,TH INC                                                      ,,,WEATHERS,SUSAN,201 GLENVIEW LANE             ,SHELL LAKE          ,WI,54871,7154687292,REGISTERED                    ,,23,1250,1550,,1-Jan-98,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-107,13414,GOLDEN YEARS RETIREMENT VILLAGE                   ,270 RIDGE RD                  ,WALWORTH            ,WI,53184,2622756103,WALWORTH            ,SCHNAKE,TIM,GOLDEN YEARS NURSING HOME INC                               ,AUSTIN,RICHARD,AUSTIN,RICHARD,270 RIDGE RD                  ,WALWORTH            ,WI,53184,2622756103,REGISTERED                    ,B,60,760,2142,,18-Oct-10,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-108,12463,GOOD SAMARITAN SOCIETY-SCANDIA VILLAGE            ,10554 APPLEWOOD RD            ,SISTER BAY          ,WI,54234,9208542317,DOOR                ,NOTZ,MICHELE,EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY                 ,,,NOTZ,MICHELE,10560 APPLEWOOD RD            ,SISTER BAY          ,WI,54234,6053623100,REGISTERED                    ,B,58,875,1430,,19-Aug-08,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-109,10364,GOOD SHEPHERD MEADOW WOOD RCAC,605 BRONSON RD                ,SEYMOUR             ,WI,54165,9208331566,OUTAGAMIE           ,PALUBICKI,MICHELLE,GOOD SHEPHERD SERVICES LTD                                  ,CAPTAIN,DEBORAH,CAPTAIN,DEBORAH,605 BRONSON RD                ,SEYMOUR             ,WI,54165,9208336856,REGISTERED                    ,,36,1422,2222,,10-Feb-99,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-110,16771,GRACE LODGE ASSISTED LIVING FACILITY,1000 DAY ST,RHINELANDER,WI,54501,7153651234,ONEIDA              ,WALLIS,BARRY,GRACE LODGE MANAGEMENT INC,SPRIK,CALVIN,WALLIS,BARRY,1000 DAY ST,RHINELANDER,WI,54501,7153598648,CERTIFIED                     ,B,33,710,1410,,15-Jul-17,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-111,12799,GRACE WILLOWBROOK                                 ,4868 OTTESON LANE             ,EAU CLAIRE          ,WI,54701,7158350429,EAU CLAIRE          ,HUSBY,PEGGY,GRACE LUTHERAN FOUNDATION                                   ,CHRISTENSEN,MIKE,CHRISTENSEN,MIKE,P O BOX 287                   ,EAU CLAIRE          ,WI,54702,7158323003,CERTIFIED                     ,B,36,3500,3500,,1-Jun-09,WESTERN REGION           ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-112,15128,GRANPARK TERRACE-GRANCARE INC,30 N KAYSER ST                ,FOND DU LAC         ,WI,54935,9209216800,FOND DU LAC         ,MACKENZIE,WILLIAM,,MACKENZIE,WILLIAM,MACKENZIE,WILLIAM,517 E DIVISION ST             ,FOND DU LAC         ,WI,54935,9209216800,CERTIFIED                     ,B,12,1475,2875,,21-Jul-14,NORTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-113,13806,GREENBRIAR APARTMENTS LLC,1350 JEFFERSON ST             ,BARABOO             ,WI,53913,6083569213,SAUK                ,HEUER,TARA,GREENBRIAR APARTMENTS LLC                                   ,PARKER,MARGERY,PARKER,MARGERY,PO BOX 185                    ,MANHATTAN BEACH     ,CA,902670185,8187486269,CERTIFIED                     ,B,31,600,1090,,1-Sep-11,SOUTHERN REGION          ,,,0,Residential Care
