row_id,Facility ID,Facility Name,Street,City,State,Zip,Phone,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,MailingStreet,MailingCity,MailingState,MailingZip,LicenseePhone,Class,Gender,Capacity,LowRate,HighRate,DateProbationaryIssued,DateRegularIssued,Region,WAIVER CERTIFIED INDEPENDENT CBRF APTS,TRAUMATIC BRAIN INJURY,TERMINALLY ILL,PUBLIC FUNDING,PREGNANT WOMEN/COUNSELLING,PHYSICALLY DISABLED,IRREVERSIBLE DEMENTIA/ALZHEIMER'S,EMOTIONALLY DISTURBED/MENTAL ILLNESS,DEVELOPMENTALLY DISABLED,CORRECTIONAL CLIENTS,ALCOHOL/DRUG DEPENDENT,ADVANCED AGED,facility_type
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-260,12232,BREATH OF LIFE RESIDENCE,4072-4074 N 64TH ST           ,MILWAUKEE           ,WI,532160000,4144619378,MILWAUKEE           ,ROBINSON RN,LATRESHA A,                                  ,ROBINSON RN,LATRESHA A,ROBINSON RN,LATRESHA A,6114 W CAPITOL DR SUITE 212   ,MILWAUKEE           ,WI,53216,4147369775,CLASS CS (SEMIAMBULATORY)     ,B,7,3500,4000,22-Feb-08,1-Mar-09,SOUTHEASTERN REGION      ,,6,,,,6,6,6,6,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-261,14372,BRENTWOOD SENIOR LIVING MEMORY CARE,633 CAMERON RD                ,RICE LAKE           ,WI,54868,7157367400,BARRON              ,ROTHSTEIN,RUTH,,BARTA,DAVID,BARTA,DAVID,PO BOX 155                    ,BARRON              ,WI,54812,7155373393,CLASS CNA (NONAMBULATORY)     ,B,20,4000,6000,22-Oct-12,2-Oct-13,WESTERN REGION           ,,,,,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-262,15615,BRENWOOD PARK ASSISTED LIVING,9535 W LOOMIS RD,FRANKLIN,WI,53132,4144480800,MILWAUKEE           ,SOBIERALSKI,SUE,BRENWOOD PARK SENIOR LIVING INC,GURRIERI,JOHN,EDWARDS,TANGINA,"1600 W BROADWAY RD, STE 100",TEMPE,AZ,85282,4144480800,CLASS CNA (NONAMBULATORY)     ,B,50,2932.5,4645,1-Aug-15,1-Aug-16,SOUTHEASTERN REGION      ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-263,13540,BRIDGE PATH,503 S. WATER STREET           ,SPARTA              ,WI,54656,6082693168,MONROE              ,NORDBERG,CHRISTINE,MORROW MEMORIAL HOME FOR THE AGED INC                       ,,,BONELLO,MICHAEL,331 S WATER ST                ,SPARTA              ,WI,54656,6082693168,CLASS CNA (NONAMBULATORY)     ,B,28,4102,4402,25-Jan-11,1-Feb-12,WESTERN REGION           ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-264,16560,BRIDGEWAY,1600 N CHESTNUT AVE,MARSHFIELD,WI,54449,7154218881,WOOD                ,CZYS,KATIE,WOOD COUNTY HUMAN SERVICES,CZYS,KATIE,CZYS,KATIE,1600 N CHESTNUT ST,MARSHFIELD,WI,54449,7154218881,CLASS CS (SEMIAMBULATORY)     ,B,8,95,15056,15-Feb-17,,NORTHEASTERN REGION      ,,,,6,,,,6,,,,,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-265,11577,BRIGHTER LIFE LIVING,901 PFLAUM RD                 ,MADISON             ,WI,53716,6087124962,DANE                ,STANDISH,JASON,BRIGHTER LIFE LIVING LLC                 ,STANDISH,JASON,STANDISH,JASON,924 EAST MIFFLIN ST           ,MADISON             ,WI,53703,6087124962,CLASS CNA (NONAMBULATORY)     ,B,8,2800,5000,31-Jul-06,1-Feb-07,SOUTHERN REGION          ,,,,6,,6,6,6,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-266,15502,BRIGHTSTAR SENIOR LIVING,6550 SCHROEDER RD,MADISON,WI,53711,6086207900,DANE                ,BANKER,BONNIE,S AND J ASSISTED CARE LLC,RATHER,SUSAN,RATHER,SUSAN,3240 UNIVERSITY AVE #3,MADISON,WI,53705,6083103184,CLASS CNA (NONAMBULATORY)     ,B,36,4900,9750,1-Mar-15,1-Mar-16,SOUTHERN REGION          ,,,,,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-267,12537,BRILLION WEST HAVEN,220 ACHIEVEMENT DR            ,BRILLION            ,WI,54110,9207569100,CALUMET             ,STRAH,ANN,BRILLION SENIOR MANAGEMENT LLC                              ,,,STRAH,ANN,220 ACHIEVEMENT DR            ,BRILLION            ,WI,54110,9203372450,CLASS CNA (NONAMBULATORY)     ,B,60,3150,4635,28-Oct-08,1-Nov-09,NORTHEASTERN REGION      ,,,6,,,6,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-268,14652,BROOK GARDENS PLACE,300 O'NEIL ST                 ,LAKE MILLS          ,WI,53551,9206485760,JEFFERSON           ,BUZDUM,SADI,BROOK GARDENS AID OPCO LLC                                  ,,,POC/LEGAL DEPT,ATTN:,"330 N. Wabash, Suite 3700",Chicago,IL,60611,4159955135,CLASS CNA (NONAMBULATORY)     ,B,30,2507,3856,11-Jul-13,1-Jul-14,SOUTHERN REGION          ,,,,,,,,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-269,15133,BROOKDALE APPLETON,5800 PENNSYLVANIA AVE         ,APPLETON            ,WI,54915,9202430367,OUTAGAMIE           ,GREGORIUS,CHRISTINE,S-H OPCO FOX RIVER LLC                                      ,LESKOWICZ,JOANNE,GELY,TYESHA,6737 W WASHINGTON ST  STE 2300,MILWAUKEE           ,WI,53214,9494070700,CLASS CNA (NONAMBULATORY)     ,B,95,3395,4635,29-Aug-14,,NORTHEASTERN REGION      ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-270,13589,BROOKDALE BROOKFIELD AL,660 WOELFEL RD                ,BROOKFIELD          ,WI,53045,2627897499,WAUKESHA            ,SCHROEDER,CARRIE,"BKD BROOKDALE PLACE OF BROOKFIELD, LLC                      ",LESKOWICZ,JOANNE,SCHROEDER,CARRIE,660 WOELFEL RD                ,BROOKFIELD          ,WI,53045,4149185000,CLASS CNA (NONAMBULATORY)     ,B,95,3105,4347,25-Feb-11,2-Mar-12,SOUTHERN REGION          ,,,,6,,6,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-271,310345,BROOKDALE BROOKFIELD CAPITOL DRIVE,15100 W CAPITOL DR            ,BROOKFIELD          ,WI,53005,2627815220,WAUKESHA            ,RAYMONDS,MARIANNE,BROOKDALE SENIOR LIVING COMMUNITIES INC                     ,LESKOWICZ,JOANNE,RAYMONDS,MARIANNE,15100 W CAPITOL DR            ,BROOKFIELD          ,WI,53005,4149185000,CLASS CNA (NONAMBULATORY)     ,B,24,4690,4690,30-Oct-91,31-Oct-92,SOUTHERN REGION          ,,,,,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-272,14569,BROOKDALE BROOKFIELD MC,685 WOELFEL RD                ,BROOKFIELD          ,WI,53045,2627542761,WAUKESHA            ,SCHROEDER,CARRIE,BKD CLARE BRIDGE PLACE BROOKFIELD LLC                       ,LESKOWICZ,JOANNE,SCHROEDER,CARRIE,685 WOELFEL RD,BROOKFIELD,WI,53045,4149185000,CLASS CNA (NONAMBULATORY)     ,B,20,4985,5620,23-May-13,1-May-14,SOUTHERN REGION          ,,,,,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-273,8939,BROOKDALE KENOSHA,10108 74TH ST                 ,KENOSHA             ,WI,53142,2626946101,KENOSHA             ,URLAKIS,CURTIS,BROOKDALE SENIOR LIVING COMMUNITIES INC                     ,LESKOIWCZ,JOANNE,URLAKIS,CURTIS,7377 88TH AVE                 ,KENOSHA             ,WI,53142,4149185000,CLASS CNA (NONAMBULATORY)     ,B,60,4570,4790,1-Aug-00,1-Mar-01,SOUTHEASTERN REGION      ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-274,510387,BROOKDALE LACROSSE AL,3141 EAST AVE SOUTH           ,LACROSSE            ,WI,54601,6087887730,LACROSSE            ,PETERSON,JENNIFER,BROOKDALE SENIOR LIVING COMMUNITIES INC                     ,LESKOWICZ,JOANNE,PETERSON,JENNIFER,3141 EAST AVENUE SOUTH        ,LACROSSE            ,WI,54601,4149185000,CLASS CNA (NONAMBULATORY)     ,B,36,3350,4395,28-Jul-98,1-Feb-99,WESTERN REGION           ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-275,510386,BROOKDALE LACROSSE MC,3161 EAST AVE SOUTH           ,LACROSSE            ,WI,54601,6087882832,LACROSSE            ,LAPIC,JESSICA,BROOKDALE SENIOR LIVING COMMUNITIES INC                     ,LESKOWICZ,JOANNE,LAPIC,JESSICA,3161 E AVENUE SOUTH           ,LACROSSE            ,WI,54601,4149185000,CLASS CNA (NONAMBULATORY)     ,B,33,4645,5063,28-Jul-98,1-Feb-99,WESTERN REGION           ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-276,13336,BROOKDALE MADISON NORTH,1601 WHEELER RD               ,MADISON             ,WI,53704,6082495558,DANE                ,NSIBIRWA,SIRA,EMERITUS CORP DBA EMERITUS CORP OF WASHINGTON               ,LESKOWICZ,JOANNE,NSIBIRWA,SIRA,1601 WHEELER RD,MADISON,WI,53704,4149185000,CLASS CNA (NONAMBULATORY)     ,B,73,1995,3295,5-Aug-10,1-Aug-11,SOUTHERN REGION          ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-277,15533,BROOKDALE MADISON WEST AL,429 S YELLOWSTONE DR,MADISON,WI,53719,6082271010,DANE                ,WALSH,RYAN,BROOKDALE SENIOR LIVING COMMUNITIES INC,LESKOWICZ,JOANNE,WALSH,RYAN,429 S YELLOWSTONE DR,MADISON,WI,53719,4149185000,CLASS CNA (NONAMBULATORY)     ,B,69,3660,5050,,1-Apr-15,SOUTHERN REGION          ,,,,,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-278,110331,BROOKDALE MADISON WEST AL/MC,413 S YELLOWSTONE DR          ,MADISON             ,WI,53719,6082771010,DANE                ,WALSH,RYAN,BROOKDALE SENIOR LIVING COMMUNITIES INC                     ,LESKOWICZ,JOANNE,WALSH,RYAN,413 S YELLOWSTONE DR          ,MADISON             ,WI,53719,4149185000,CLASS CNA (NONAMBULATORY)     ,B,42,5190,6896,4-Feb-92,4-Feb-92,SOUTHERN REGION          ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-279,111027,BROOKDALE MIDDLETON CENTURY AVE,6916 CENTURY AVE              ,MIDDLETON           ,WI,53562,6088278777,DANE                ,HENNEMAN,PATTY,BROOKDALE SENIOR LIVING COMMUNITIES INC                     ,LESKOWICZ,JOANNE,HENNEMAN,PATTY,6916 CENTURY AVE              ,MIDDLETON           ,WI,53562,4149185000,CLASS CNA (NONAMBULATORY)     ,B,20,3265,4732,7-Nov-97,30-Apr-98,SOUTHERN REGION          ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-280,110304,BROOKDALE MIDDLETON STONEFIELD,6701 STONEFIELD RD            ,MIDDLETON           ,WI,53562,6088312707,DANE                ,DAVIDSON,JACQUELINE,BROOKDALE SENIOR LIVING COMMUNITIES INC                     ,LESKOWICZ,JOANNE,DAVIDSON,JACQUELINE,6701 STONEFIELD RD,MIDDLETON,WI,53562,4149185000,CLASS CNA (NONAMBULATORY)     ,B,32,4300,7140,28-Apr-94,31-Jul-94,SOUTHERN REGION          ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-281,510379,BROOKDALE ONALASKA,949 10TH AVENUE NORTH         ,ONALASKA            ,WI,54650,6087834955,LACROSSE            ,LOMAS,LEE,BROOKDALE SENIOR LIVING COMMUNITIES INC                     ,LESKOWICZ,JOANNE,LOMAS,LEE,949 10TH AVENUE NORTH         ,ONALASKA            ,WI,54650,4149185000,CLASS CNA (NONAMBULATORY)     ,B,20,2895,4305,11-Nov-97,1-Jun-98,WESTERN REGION           ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-282,8601,BROOKDALE PLEASANT PRAIRIE,7377 88TH AVE                 ,KENOSHA             ,WI,53142,2626977778,KENOSHA             ,TURK,RICHARD,BROOKDALE SENIOR LIVING COMMUNITIES INC                     ,LESKOIWCZ,JOANNE,URLAKIS,CURTIS,7377  88TH AVE                ,KENOSHA             ,WI,53142,4149185000,CLASS CNA (NONAMBULATORY)     ,B,53,1904,4285,10-May-99,1-Dec-99,SOUTHEASTERN REGION      ,6,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-283,15134,BROOKDALE STEVENS POINT MEMORY CARE,5625 SANDPIPER  DR            ,STEVENS POINT       ,WI,54481,7153437376,PORTAGE             ,WILLIAMS,JACQUELINE,S-H OPCO OAKRIDGE LLC                                       ,LESKOWICZ,JOANNE,WILLIAMS,JACQUELINE,650 BROADWAY DR,SUN PRAIRIE,WI,53590,9494070700,CLASS CNA (NONAMBULATORY)     ,B,16,3980,6500,29-Aug-14,,NORTHEASTERN REGION      ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-284,110491,BROOKDALE SUN PRAIRIE,650 BROADWAY DR               ,SUN PRAIRIE         ,WI,53590,6088259300,DANE                ,HUDSON,KATHY,BROOKDALE SENIOR LIVING COMMUNITIES INC                     ,LESKOWICZ,JOANNE,HUDSON,KATHY,650 BROADWAY DR               ,SUN PRAIRIE         ,WI,53590,4149185000,CLASS CNA (NONAMBULATORY)     ,B,20,5200,5200,25-Nov-97,30-Apr-98,SOUTHERN REGION          ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-285,310682,BROOKDALE SUSSEX,W240 N6351 MAPLE AVE          ,SUSSEX              ,WI,53089,2628200330,WAUKESHA            ,KOSKEY,ANNELIESE,BROOKDALE SENIOR LIVING COMMUNITIES INC                     ,LESKOWICZ,JOANNE,KOSKEY,ANNELIESE,W240 N6351 MAPLE AVE          ,SUSSEX              ,WI,53089,4149185000,CLASS CNA (NONAMBULATORY)     ,B,20,3535,4395,10-Nov-97,1-Jun-98,SOUTHERN REGION          ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-286,13104,BROTOLOC FRANKLIN,9460 S 46TH ST                ,FRANKLIN            ,WI,53132,4144239904,MILWAUKEE           ,ANSELMI,ANDREW,BROTOLOC SOUTH INC                                          ,JOHNSON,GARY,MILLARD,SUE,209 S TAFT ST                 ,WHITEWATER          ,WI,53190,4144239904,CLASS ANA (NONAMBULATORY)     ,B,6,5589,6374,,5-Feb-10,SOUTHEASTERN REGION      ,,6,,6,,6,,6,6,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-287,13102,BROTOLOC GREENFIELD,3826 S 36TH ST                ,GREENFIELD          ,WI,53221,4143250741,MILWAUKEE           ,ANSELMI,ANDREW,BROTOLOC SOUTH INC                                          ,JOHNSON,GARY,MILLARD,SUE,209 S TAFT ST                 ,WHITEWATER          ,WI,53190,2624730480,CLASS ANA (NONAMBULATORY)     ,B,7,5870,6008,,5-Feb-10,SOUTHEASTERN REGION      ,,6,,6,,6,,6,6,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-288,16522,BROTOLOC NORTH NEW HOPE II,133 W ELM STREET,CHIPPEWA FALLS,WI,54729,7157201551,CHIPPEWA            ,FARRELL GOVEK,LINDSAY,BROTOLOC HEALTH CARE SYSTEMS INC,BREED,JOEL D,FARRELL GOVEK,LINDSAY,2710 N TOWN HALL ROAD,EAU CLAIRE,WI,54703,,CLASS AA (AMBULATORY)         ,B,8,5130,5301,,,WESTERN REGION           ,,,,,,,,6,6,,6,,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-289,13103,BROTOLOC WEST ALLIS,2355 S 68TH ST                ,WEST ALLIS          ,WI,53219,4143298403,MILWAUKEE           ,ANSELMI,ANDREW,BROTOLOC SOUTH INC                                          ,JOHNSON,GARY,MILLARD,SUE,209  S TAFT ST                ,WHITEWATER          ,WI,53190,2624730480,CLASS AA (AMBULATORY)         ,B,6,5414,5735,,5-Feb-10,SOUTHEASTERN REGION      ,,6,,6,,,,6,6,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-290,14737,BROWN CO COMMUNITY TREATMENT CENTER BAY HAVEN,3150 GERSHWIN DR              ,GREEN BAY           ,WI,54311,9203914701,BROWN               ,SCHUBERT,LUCAS J.,BROWN COUNTY COMMUNITY TREATMENT CENTER                     ,,,SCHUBERT,LUKE,3150 GERSHWIN DR              ,GREEN BAY           ,WI,54311,9203914700,CLASS CS (SEMIAMBULATORY)     ,B,15,,,13-Dec-13,,NORTHEASTERN REGION      ,,,,6,,,,6,6,,6,,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-291,410143,BROWN WILCOX RETIREMENT HOME,347 E HURON ST                ,BERLIN              ,WI,54923,9203612552,GREEN LAKE          ,TER BEEST,NICOLE,BROWN WILCOX TRUSTEES CO INC                                ,MAUEL,PETER,MAUEL,PETER,PO BOX 150                    ,BERLIN              ,WI,54923,9203612605,CLASS CNA (NONAMBULATORY)     ,B,20,2649.88,3500,1-Feb-80,1-Feb-80,NORTHEASTERN REGION      ,,,,,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-292,510294,BRUNK HOUSE,2734 HARVEY STREET            ,LACROSSE            ,WI,54603,6087818706,LACROSSE            ,SUMNER,JOE,ATTIC CORRECTIONAL SERVICES INC                             ,MARSHALL,TERRY,SUMNER,JOE,2101 Victory Stree            ,LACROSSE            ,WI,54601,6082230017,CLASS AA (AMBULATORY)         ,M,10,2600,2600,18-Apr-96,1-Oct-96,WESTERN REGION           ,,,,,,,,,,6,6,,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-293,16562,BUFFLEHEAD LANE,2084 BUFFLEHEAD LN,GREEN BAY,WI,54311,9204659410,BROWN               ,COLLARD,SHAWN,INNOVATIVE SERVICES INC,ROWLAND,JILL,ROWLAND,JILL,445 S MADISON ST,GREEN BAY,WI,54301,9204310962,CLASS CNA (NONAMBULATORY)     ,B,8,6492,7035,,6-Jun-17,NORTHEASTERN REGION      ,,6,6,6,,6,6,6,6,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-294,12365,BURKWOOD TREATMENT CENTER,615 OLD MILL RD               ,HUDSON              ,WI,54016,7153866125,ST CROIX            ,BROOKS,CHARLES,CRC WISCONSIN RD LLC D/B/A BURKWOOD                         ,,,TREATMENT CNTR,BURKWOOD,615 OLD MILL RD               ,HUDSON              ,WI,54016,7153866125,CLASS AA (AMBULATORY)         ,B,28,6900,7650,16-Sep-08,1-Oct-09,WESTERN REGION           ,,,,,,,,,,,6,,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-295,15155,BURLEIGH HOUSE,8221 W BURLEIGH STREET,MILWAUKEE,WI,53222,4144499891,MILWAUKEE           ,MCGUIRE,TIM,MCFI dba WHOLE HEALTH CLINICAL GROUP,GARBER,HOWARD,MCGUIRE,TIM,1040 S 70TH STREET,MILWAUKEE,WI,53214,4144769631,CLASS AA (AMBULATORY)         ,F,8,4429,4429,,28-Jul-14,SOUTHEASTERN REGION      ,,,,,,,,6,,,,,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-296,510291,BURPO CBRF,26101 275TH ST                ,HOLCOMBE            ,WI,54745,7155954644,CHIPPEWA            ,BURPO,RITA,                                                            ,BURPO,RITA & WILLIAM,BURPO,RITA,26101 275TH ST                ,HOLCOMBE            ,WI,547454506,7155954644,CLASS AA (AMBULATORY)         ,F,7,1402,1402,15-Jun-89,16-Oct-89,WESTERN REGION           ,,,,,,,,,6,,,,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-297,310321,BURR OAK MANOR INC,264 WALWORTH ST               ,GENOA CITY          ,WI,53128,2622799990,WALWORTH            ,PREDICK,PAMELA,BURR OAK MANOR INC                                          ,PREDICK,PAMELA,PREDICK,PAMELA,PO BOX 304                    ,DELAVAN             ,WI,53115,2622799990,CLASS CNA (NONAMBULATORY)     ,B,33,2000,6200,1-Jul-95,1-Jul-96,SOUTHERN REGION          ,,6,6,6,,6,6,6,6,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-298,8829,CADY HOME WEST 1,1805 NORTH 6TH AVENUE         ,WAUSAU              ,WI,54401,7156755487,MARATHON            ,ANDERSON,TRACY,CADY MEMORIAL HOME INC                                      ,RIPLEY,SALLY,RIPLEY,SALLY,PO BOX 220                    ,BIRNAMWOOD          ,WI,54414,7154493177,CLASS CNA (NONAMBULATORY)     ,B,8,3500,4000,22-Sep-99,1-Apr-00,WESTERN REGION           ,,,,,,,6,6,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-299,8811,CADY HOME WEST 2,1815 NORTH 6TH AVENUE         ,WAUSAU              ,WI,54401,7156755726,MARATHON            ,ANDERSON,TRACY,CADY MEMORIAL HOME INC                                      ,RIPLEY,SALLY,RIPLEY,SALLY,PO BOX 220                    ,BIRNAMWOOD          ,WI,54414,7154493177,CLASS CNA (NONAMBULATORY)     ,B,8,3500,4000,22-Sep-99,1-Apr-00,WESTERN REGION           ,,,,,,,6,6,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-300,410148,CADY MEMORIAL HOME,380 MAPLE STREET              ,BIRNAMWOOD          ,WI,54414,7154493177,SHAWANO             ,ANDERSON,TRACY,                                                            ,RIPLEY,SALLY,RIPLEY,SALLY,PO BOX 220                    ,BIRNAMWOOD          ,WI,544140220,7154493177,CLASS CNA (NONAMBULATORY)     ,B,13,1937,4000,1-Jan-80,1-Apr-80,NORTHEASTERN REGION      ,,,,,,,6,6,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-301,15143,CALEBRIA HOUSE,155 BETH COURT,BURLINGTON,WI,53105,2627677300,RACINE              ,WASMUND,RICK,HIGH POINT ASSISTED LIVING LLC,WASMUND,RICK,WASMUND,RICK,155 BETH COURT,BURLINGTON,WI,53105,2627677300,CLASS CNA (NONAMBULATORY)     ,B,7,3800,5000,5-Aug-14,1-Aug-15,SOUTHEASTERN REGION      ,,6,,,,6,6,,6,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-302,14975,CALM HARBOR                                       ,141 S 8TH AVE                 ,WEST BEND           ,WI,53095,2623386070,WASHINGTON          ,HARPER,PHIL,ELEVATE INC                                                 ,,,SIMON,MARY,N169W21005 MEADOW LN          ,JACKSON             ,WI,53037,2626772216,CLASS AA (AMBULATORY)         ,B,8,4201,4201,31-Mar-14,,NORTHEASTERN REGION      ,,,,6,,,,6,,,6,,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-303,11786,CALUMET CORNERS I                                 ,10730 W CALUMET RD            ,MILWAUKEE           ,WI,53224,4143555921,MILWAUKEE           ,WITZLIB,LINDA J,LINDA WITZLIB                                               ,WITZLIB,LINDA J,WITZLIB,LINDA J,7060 N 124TH ST               ,MILWAUKEE           ,WI,53224,4147084802,CLASS CNA (NONAMBULATORY)     ,B,8,7340,7584,16-Feb-07,1-Sep-07,SOUTHEASTERN REGION      ,,,,6,,6,,,6,,,,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-304,13377,CAMBRIDGE ASSISTED CARE,201 W MADISON ST              ,CAMBRIDGE           ,WI,53523,6084239961,DANE                ,MILLER,EMILY,KSMS OUR HOUSE LLC                                          ,KINGEN,DAVID,NARDIN,LORI,4350 156th ST            ,CHIPPEWA FALLS,WI,54729,3172808455,CLASS CNA (NONAMBULATORY)     ,B,15,3260,3360,30-Sep-10,1-Oct-11,SOUTHERN REGION          ,,,,6,,,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-305,15544,CAMBRIDGE CASTLE,3531 W GRANGE AVENUE,MILWAUKEE,WI,53221,4143904328,MILWAUKEE           ,KIEFER,KRISTOPHER,"CASTLE SENIOR LIVING, INC.",KIEFER,KRISTOPHER,KIEFER,KRISTOPHER,10521 W LAYTON AVENUE STE 201,GREENFIELD,WI,53228,4144271655,CLASS CNA (NONAMBULATORY)     ,B,8,4500,6200,26-Aug-15,1-Sep-16,SOUTHEASTERN REGION      ,,6,6,,,6,6,6,6,,6,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-306,15518,Camelot Castle,4900 S 68th Street,Greenfield,WI,53220,4148179188,MILWAUKEE           ,KIEFER,KRISTOPHER,Castle Senior Living Inc,Kiefer,Kristopher,Kiefer,Kristopher,10521 W Layton Avenue,Greenfield,WI,53228,4144271655,CLASS CS (SEMIAMBULATORY)     ,B,8,3800,5000,,19-Feb-15,SOUTHEASTERN REGION      ,,6,6,6,,6,6,6,6,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-307,11089,CAMEO COURT LLC,5790 S 27TH ST                ,MILWAUKEE           ,WI,53221,4142821300,MILWAUKEE           ,KRESOVIC,MILAN,CAMEO COURT LLC                                             ,KRESOVIC,DRAGAN,KRESOVIC,MILAN,5790 S 27TH ST                ,MILWAUKEE           ,WI,53221,4142821300,CLASS CNA (NONAMBULATORY)     ,B,49,4000,6000,14-Mar-06,1-Sep-06,SOUTHEASTERN REGION      ,,,6,6,,6,6,6,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-308,16494,CAMEO HOUSE OF HARVEST HOME SENIOR LVG SERVICES,2002 APPLETREE RD,HOWARDS GROVE,WI,53083,,SHEBOYGAN           ,PAHMEIER,BETH,HARVEST HOME SENIOR LIVING SERVICES INC,,,PAHMEIER,BETH,2003 APPLETREE RD,HOWARDS GROVE,WI,53083,9205502018,CLASS CNA (NONAMBULATORY)     ,B,8,5200,5800,,26-Jan-17,NORTHEASTERN REGION      ,,,,,,6,6,,,,,6,Residential Care
USA-WI-48-Facilities-48-CommunityBasedResidentialFacility-309,310158,CAMILLUS COURT EAST,10100 W BLUEMOUND RD          ,WAUWATOSA           ,WI,53226,4142594561,MILWAUKEE           ,DUGAN,SANDRA,SAN CAMILLO INC                                             ,JOHNSON,RICK,DUGAN,SANDRA,10101 W WISCONSIN AVE         ,WAUWATOSA           ,WI,53226,4142581814,CLASS CNA (NONAMBULATORY)     ,B,19,2079,2938,26-Oct-92,26-Oct-93,SOUTHEASTERN REGION      ,,,,,,,6,,,,,6,Residential Care
